sl_100_5400_20270131 Coordinates.csv
2027/01/31 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:45 2024,
Start: 2027/01/31 07:47:00.00, Stop: 2027/01/31 09:17:00.00,
TIME_UNITS,STARLINK-4727 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-1769 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-4024 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-11076 [DTC] - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-31787 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-1769 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-4024 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-11076 [DTC] - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-31787 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-1769 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-4024 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-11076 [DTC] - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-31787 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5916.3260,2483.0802,-5315.1249,-6142.6733,944.7467,4708.6842,-3395.6835,-5787.0206,-1994.8730,4748.0122,-2466.3902,-3856.9609,1956.8680,-5163.6033,4836.8799,2324.7366,4302.1439,-5405.9403,3789.3025,5134.4023,4570.9110,-4259.5678,2705.8419,-1776.4014,-3950.0801,2155.4942,5702.4272,2322.9873,-3686.3799,2153.8107,2785.7977,0.0000,3555.1672,-3538.7145,790.9509,5548.1987,-3391.9218,-5095.8527,1165.8353,-4632.6881,-5055.7485,561.6379,-2031.7016,1088.9744,4009.9153,1336.0250,-2944.6039,-3583.5731,-3786.2589,-5249.5961,6049.6504,-6138.1297,5724.3747,1715.4949,4472.1654,-135.7655,-3863.6353,-2751.9664,4325.1975,5500.0503,-3198.5929,-4594.0889,5310.6428,5089.2578,-2419.7541,-2693.9902,-4345.1811,4479.4360,-6072.0355,1775.1120,5456.9479,1979.2191,6613.8351,1335.2659,-6516.9236,-3831.3086,5234.7488,4571.5839,-2328.0457,5307.1026,-54.0818,-1976.3443,-3780.5149,1979.5618,-3344.3608,1809.7155,-3544.6872,1423.5973,-3092.4275,2693.4880,4708.5950,3605.8671,5262.0594,3160.9200,-6133.1883,3356.3305,1849.9951,5792.2632,2875.9026,-708.7738,-350520.8939,-355526.5092,-355555.4713,-353916.2408,-362517.1428,-360061.8754,-359271.3778,-357178.7804,-7074340.0937,-7074830.1712,-7058659.0508,-7052530.6449,-357873.8992,-7056707.1755,-665.0190,3322.2099,3957.7767,716.5261,-6435.5952,-2530.9890,-2951.5661,-3729.9006,-4718.0210,-1848.9310,-5646.6459,2700.2624,-6526.8602,-2224.5246,-1765.2106,-5167.4325,-5303.7289,748.6845,5800.2564,-4196.4516,-4891.8323,-5294.4093,-3198.5997,3734.7446,3321.9482,-5911.4733,-2717.1673,6274.3944,4725.8949,6362.1583,-3565.2886,0.0000,-2249.2309,-2248.0688,-2265.7666,-3753.2815,-4530.8123,3817.7922,5278.8017,-4199.7655,4684.5580,-4096.0697,-1264.0309,-5917.5669,1245.0645,-6134.8583,-5335.8377,-1281.6036,-3286.8594,-503.8795,3250.7020,100.3894,3479.9991,4549.2614,-3148.4301,4877.3817,-4183.8028,6242.3386,-3618.5293,2917.7819,5967.6004,2163.1193,2500.0008,3337.4969,6231.3346,739.0293,-3827.2239,3105.3757,-443.4420,-6364.5308,997.6914,6395.0031,-2040.4977,4715.2186,1405.8143,-5747.5618,-1565.3170,302.2466,6204.3381,-2475.7564,-6611.3196,6528.5111,1676.8879,3050.3719,-2974.2628,4225.1532,-4925.5777,5494.9846,2743.6819,6212.7180,-1972.9450,-5456.8583,-3614.3544,4062.2463,1627.1337,3088.8668,-6112.8678,2792.8940,-4172.7098,-6514.3319,-41168.9801,-50423.6258,-44477.7717,-45874.4635,-45080.7289,-45598.4329,-53870.3771,-51287.4538,-104945614.2185,-104963213.2844,-104945216.8219,-104954693.2869,-50163.9065,-104951436.7545,3510.3924,-5421.5904,1957.1168,-2872.3121,2447.4767,-4246.9510,-5288.7661,858.0674,4499.3241,-4618.6881,2519.0708,5040.8071,-1179.9845,3997.4729,-4432.5327,3803.7598,-326.5243,-4312.6346,643.2605,1993.6026,-1280.9299,1356.5160,-5505.0985,5527.7154,4623.2800,-2587.0055,-2631.3999,-1934.4984,3495.8281,1620.7071,-5197.3228,0.0000,5473.1187,-5431.6898,6508.6578,-796.8237,-4000.3343,-2735.2393,4319.4213,-3023.4608,-733.7267,-5467.0080,-6519.1879,-3384.7629,5474.7436,-2473.4235,-3342.1324,-5808.3648,-4725.8997,4468.7495,759.4636,3152.4544,1805.3966,-4921.0533,-4138.8418,-4914.7237,3746.0442,-700.3198,-3964.1644,2853.6131,-1479.6815,-4611.2359,3672.7062,3242.2207,-1531.1428,6353.6037,3740.5517,4233.8408,-3305.6188,1756.9846,-4167.3610,-238.1804,-89.9167,4852.9124,1768.8094,555.7433,-4264.1438,-5064.2815,-1373.0400,3669.0556,2092.7871,-1096.8792,5472.5317,5901.1821,5036.7872,5145.6327,3340.3374,3975.5568,-5489.9874,-782.7274,4679.0831,-2250.0654,2635.2958,4507.9429,-2627.8594,-5199.2618,2673.5236,-1829.7501,-4686.1812,1871.3153,-173236.8814,-173471.0910,-173959.0224,-169629.5743,-168632.7660,-178902.2007,-181461.3428,-175018.4507,23636355.9603,23668266.0657,23662311.9115,23639830.4553,-173811.2379,23644874.1080,
300.000,-4978.3998,3916.4533,-4705.1276,-5083.6484,101.2696,2914.4867,-1615.1582,-5002.6645,-3948.0337,3073.9798,-3317.0839,-3265.5362,781.2173,-6322.4801,4261.6488,255.0868,3196.7594,-3787.7346,4221.9974,3564.6040,3018.3750,-5421.4043,1143.3796,239.3902,-2212.0244,1031.2644,4243.7763,3805.1029,-1742.0270,3345.1941,689.1778,0.0000,2022.2487,-4237.8270,-1380.9636,4385.3046,-5077.3145,-3432.9026,3143.6537,-5532.9403,-3910.0842,-1615.7092,-2906.1285,-198.0798,4169.5315,-179.3780,-3905.7563,-4862.2381,-5395.5726,-4270.3274,6145.3799,-6574.0128,6577.9462,3601.6726,2608.9284,1633.4313,-4198.9043,-1423.3319,3818.3516,5529.2738,-1538.7606,-4454.8500,5295.1325,4964.8453,-984.2289,-3148.7314,-5739.8467,4444.1761,-5108.2442,68.8065,6086.5069,3055.8923,5834.3137,2788.0720,-6373.6447,-4956.7942,4930.6946,3742.5253,-1169.3470,5205.6673,-1634.0720,-796.7259,-2914.3067,2291.7268,-5012.8683,3765.4102,-4453.8243,3043.6252,-1494.0858,3748.6171,3857.7575,2040.3912,3710.5543,3804.7821,-4853.2469,4012.2576,27.8095,6462.9000,812.6427,-2275.6178,-349744.0780,-354336.2178,-354299.9099,-352779.9000,-361395.1215,-358963.0592,-358095.4213,-356092.6414,-4775134.1217,-4775751.1425,-4760131.4583,-4752671.1212,-356723.9009,-4757576.5267,899.6084,1666.5572,5060.5824,2303.4314,-5485.4818,-3418.3795,-2086.6745,-3743.3809,-3999.3343,-3048.4792,-4188.2780,4544.7766,-6840.0014,-1073.1299,-3748.0025,-5144.9588,-5855.1866,1418.7410,5333.1303,-4952.6033,-5491.4981,-4314.4850,-4630.0821,4508.0035,4596.5326,-6668.9827,-3509.6489,5815.2398,5127.7351,6045.8620,-4070.8305,0.0000,-3797.3535,-177.8576,-2615.9472,-4453.5056,-3660.6439,4643.6088,5093.8347,-4073.3170,5663.4307,-4072.6151,747.6523,-6663.7809,-929.2944,-5477.5287,-5583.2689,-2440.5513,-2397.2223,1264.4490,1928.7721,1470.9898,2191.2082,4491.4354,-3790.6143,5532.9211,-2311.1146,6250.0511,-5161.8431,1018.9321,6128.8354,3968.8619,480.4732,1569.0757,6785.2014,2747.1459,-3112.2194,1128.3665,1049.5160,-6101.2805,-834.3504,5742.1529,-3361.5209,3196.2083,2642.5963,-4742.9523,-3507.3663,-1687.7304,6648.4449,-4019.1788,-5847.2796,6823.1615,3637.3650,934.8904,-1868.7274,3959.9981,-3187.1301,4208.9378,4207.0537,5594.3311,-3902.6671,-5432.3326,-4164.3189,2113.8365,2675.9715,1041.8425,-5794.2334,1704.2635,-4243.6250,-6415.4149,-48590.2632,-58449.8552,-52050.7834,-53468.9750,-52603.9307,-53125.5268,-61331.6092,-58427.7504,-105072676.4465,-105090757.0784,-105072226.5784,-105081262.9328,-57694.4693,-105078450.1966,4705.6439,-5336.7360,174.6803,-3918.8793,4261.7915,-5142.0138,-6423.1736,3008.7196,3861.5203,-5344.1031,3967.0684,4035.1587,631.0502,2548.9746,-3734.2641,4474.1952,1488.7185,-5659.3236,-1476.9129,3269.0780,-2685.9624,-177.0412,-5011.2478,5223.6693,4689.2631,-853.3517,-4062.9665,-442.6841,4335.4289,-181.0177,-5517.3920,0.0000,5398.3848,-5393.6565,6275.9153,-2541.5256,-2974.8640,-3832.4242,3474.0194,-1002.7845,812.1726,-5271.2919,-6261.7893,-1788.3900,5417.8428,-3939.2854,-1362.4286,-4313.6734,-3550.5848,5284.3407,2494.2007,1508.8983,300.1614,-3834.4746,-5086.7559,-3830.8530,4844.5431,-2442.2835,-2505.4598,3908.0871,-2849.0250,-3383.0773,4433.3182,4517.5392,1.3202,5544.4106,2218.3036,5156.0163,-4561.9295,3079.5767,-3224.1518,1590.6200,-1610.8585,5436.8076,-26.9126,-988.7050,-3379.1560,-5457.5037,452.0864,2130.1075,3347.6314,716.0313,5033.4121,6474.0505,4099.4831,4214.9955,4238.9597,4586.0804,-5225.0257,1045.1654,4225.1099,-3766.5547,4068.5517,5277.2816,-4058.3148,-5537.0581,3786.7636,-12.2493,-5383.2985,359.7756,-173328.3435,-173391.8207,-173911.9090,-169836.4626,-168581.0438,-178739.2896,-181646.8378,-175382.5100,23636479.7526,23668502.2973,23662678.7677,23640493.2383,-173865.4889,23645184.6500,
600.000,-3574.5686,4990.5328,-3627.2809,-3522.8590,-806.2980,829.3915,291.0240,-3696.3636,-5500.3003,1113.3583,-3844.8167,-2393.1907,-479.4082,-6852.1658,3284.0327,-1854.4497,1747.8263,-1800.0823,4243.5017,1637.6708,1143.0303,-6058.1104,-487.6783,2204.3207,-285.8244,-191.2155,2344.7294,4919.9211,379.1832,4204.5760,-1467.2212,0.0000,332.6934,-4564.4519,-3395.8094,2737.6818,-6267.8267,-1432.2177,4804.1204,-5861.7166,-2378.8862,-3624.7138,-3560.0455,-1445.5962,3973.9825,-1715.2978,-4455.6704,-5581.1527,-6464.3718,-2909.7639,5643.1883,-6358.2652,6794.8134,5114.2463,481.1386,3211.1848,-4153.0673,74.8221,2954.4639,5035.1647,290.2489,-3896.8821,4805.1337,4386.1867,550.1819,-3352.5706,-6552.0891,4020.5515,-3665.6288,-1669.7994,6148.8371,3814.6280,4482.7816,4013.4395,-5590.9084,-5608.8593,4179.7440,2582.7714,119.1086,4604.5003,-3086.0927,470.5842,-1807.3322,2455.8395,-6154.4491,5335.2598,-4971.6700,4404.9136,211.1293,4423.9655,2672.6124,244.6771,1776.2059,4118.9888,-3084.7476,4331.7711,-1823.0616,6418.4300,-1342.7135,-3606.4968,-348812.0053,-353028.7186,-352887.4611,-351485.3567,-360114.0669,-357704.1040,-356763.8644,-354913.5077,-2473747.4572,-2474476.2357,-2459424.0662,-2450698.3715,-355415.4925,-2456266.7807,2419.1030,-119.1343,5657.1632,3690.8705,-3995.1773,-4011.5253,-921.4276,-3313.7472,-2911.2230,-3996.7821,-2258.7238,5931.9164,-6472.6917,156.9540,-5341.9942,-4641.5439,-5812.8785,2018.9442,4315.4617,-5256.8463,-5552.6604,-2914.5348,-5637.4010,4884.6628,5462.9740,-6726.9103,-3988.4491,4802.3917,5075.4555,5125.4455,-4230.3919,0.0000,-5008.4593,1889.3236,-2781.5913,-4701.9478,-2464.0496,5056.1611,4444.7053,-3542.4821,6097.6580,-3694.3433,2647.1032,-6747.4894,-3004.5458,-4257.0737,-5274.0056,-3385.3278,-1306.8406,2948.7130,390.6455,2678.3516,693.4173,4027.9315,-4105.3905,5672.3026,-186.8355,5633.8862,-6176.7392,-1002.3482,5714.7898,5354.5350,-1601.3202,-384.0363,6657.8502,4451.0742,-2109.3240,-979.9950,2483.6447,-5237.0287,-2562.7773,4452.1765,-4370.2698,1391.6972,3614.4998,-3272.3787,-5099.5501,-3534.2453,6385.6759,-5147.0182,-4528.5541,6437.3247,5243.0887,-1269.1404,-608.9696,3345.9904,-1140.6253,2540.9295,5285.1058,4387.4454,-5461.4975,-4900.9028,-4343.0177,-46.7190,3499.6003,-1094.9700,-4937.9044,427.1363,-3951.3609,-5662.0430,-56000.0345,-66429.7712,-59601.0482,-61041.1912,-60103.1132,-60632.1966,-68764.8610,-65491.1576,-105149376.5005,-105167948.5198,-105148904.6834,-105157417.4865,-65198.8251,-105155104.9481,5393.2295,-4655.6265,-1626.6650,-4525.5142,5623.5368,-5462.8414,-6876.6810,4837.7612,2790.0041,-5485.6094,4937.0778,2591.9853,2373.8968,823.8969,-2611.9493,4643.4463,3137.6413,-6408.4160,-3440.8487,4193.3254,-3788.8894,-1691.6374,-3978.9900,4355.2358,4253.5930,977.0069,-5043.2636,1095.9122,4712.6504,-1963.2106,-5238.2645,0.0000,4740.2814,-4762.2438,5376.0322,-3991.3637,-1630.7742,-4519.5333,2255.1789,1124.7514,2270.9527,-4493.7820,-5340.2858,1.9564,4774.5681,-4949.1343,762.1329,-2360.1488,-1988.4752,5530.6772,3958.9963,-298.3102,-1237.1477,-2335.2357,-5474.2796,-2336.0941,5398.7241,-3914.4973,-773.9011,4529.0795,-3913.3711,-1781.3674,4718.2345,5302.0647,1533.6151,4146.3128,454.7710,5520.0574,-5330.0939,4058.4227,-1936.8341,3230.5376,-2958.6295,5431.3104,-1819.7417,-2427.2079,-2132.3982,-5241.9122,2225.1308,361.1636,4244.4512,2451.3562,4039.8638,6356.8781,2685.7451,2827.7829,4683.1902,4705.9329,-4387.8273,2755.2233,3318.2466,-4877.8226,5061.5216,5460.6655,-5042.9931,-5280.1200,4493.2591,1806.6794,-5498.5782,-1192.3147,-173419.8638,-173324.9439,-173864.6090,-170048.3356,-168532.7670,-178570.1322,-181827.0172,-175632.3917,23636607.5939,23668735.9046,23663035.4976,23641201.6408,-173919.6419,23645495.3051,
