sl_100_5400_20310614 Coordinates.csv
2031/06/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:24 2024,
Start: 2031/06/14 07:47:00.00, Stop: 2031/06/14 09:17:00.00,
TIME_UNITS,STARLINK-2655 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-1079 - X-Coordinate,STARLINK-31341 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-1079 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-1079 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,921.5506,5715.6406,3889.7954,-2308.1081,940.2435,3046.3856,6120.9423,-422.2674,1159.9609,2598.8037,5776.8300,2199.7286,2945.6851,3164.4944,2999.6492,4523.8735,-5524.4086,-4946.5651,4671.4522,-2321.3128,6041.6165,-3616.0309,4911.2999,5066.0771,3049.2280,-1093.8252,493.4232,-760.4828,5134.0033,-5429.4216,730.8257,-2332.7965,-4814.6798,388.2225,-3855.8624,-4842.8949,-6790.2953,-6485.2139,842.1343,5553.9239,4612.8844,4279.0120,-85.5363,0.0000,5973.5584,-5520.5458,-3781.0388,4994.8886,-939.8161,200.0254,2845.1504,-6277.0520,6537.2254,-4641.5099,-6715.6707,2798.8105,3136.4105,-3371.1186,-5569.2510,-3948.5865,2917.7828,-1210.9495,-3696.7959,-2285.5162,3740.3632,4637.6731,4831.8397,-2000.6733,4961.9299,4514.7688,-6038.8868,-1155.1984,-2617.7646,-3948.2398,-6628.7095,3202.8711,3570.8907,-108.5426,1367.4645,5016.0519,2491.5781,-6367.0275,-857.5196,5239.7780,3903.7753,5712.0454,-1023.8667,2014.2214,1755.3101,0.0000,5928.4244,4872.2214,4607.6059,6516.1778,1803.4070,-5256.6385,3652.1289,-4811.1995,0.0000,1391.1182,-398084.7573,-368418.1098,-383115.0418,-386661.3029,-385472.6700,-383502.3169,-378798.1291,-382762.6152,90440346.6511,90475449.3038,90448151.2191,90441541.8204,-382861.1543,90430507.0815,-4598.4918,2223.3783,2948.2399,5556.0648,4782.6035,-3968.9042,-3115.1055,820.8923,5720.8678,3639.7847,2601.2236,1911.1003,4139.2340,3704.0326,-4691.9044,-4019.7925,3356.7043,-1617.9506,1428.5629,6349.3674,3.2910,-5592.9309,2325.8959,151.1031,-3604.9079,5408.8489,-5396.1753,6756.4591,-1042.7909,3754.0501,-4023.8560,-3823.6113,-4949.6786,-5824.7815,-2100.5601,4015.8515,1165.9865,122.2144,4040.5563,1801.0839,-939.9925,-2546.5611,-5727.5025,0.0000,3522.7312,1489.4226,1924.0280,-1562.0033,142.2377,6353.6559,-3232.9702,-1927.1052,-2079.9121,-4416.2646,-356.4011,-3071.2746,-1896.1129,1515.7822,-1783.5896,5139.5145,-3495.3234,-4185.7601,-5346.0931,-3947.3001,-4928.4605,2038.6874,2689.1162,5290.2393,4794.1364,3551.2398,-961.1417,-5769.1423,-4507.5042,-3043.3824,-1956.6452,-2912.5298,-5429.5006,-1010.0654,-6728.4542,-2826.9410,-4420.1713,2436.1279,-6786.1340,-4444.1772,-1564.4008,3780.5037,-3896.2215,-6360.7743,4737.0876,0.0000,1159.5033,-4183.1900,-4831.5763,437.9404,6312.1151,-4309.7377,-5234.2065,-1755.9910,0.0000,-4821.3872,-8373.4461,-25200.4953,-6461.9060,-10836.6890,-19760.6527,-16098.5742,-12080.2139,-11076.9104,-20228215.1450,-20254545.9548,-20259139.9844,-20248776.1828,-12079.3403,-20241305.3447,4751.4035,-3035.7342,-4879.7146,-3419.5721,4874.6066,4757.3161,464.1569,6862.1369,3670.5671,-5278.8093,-2757.5029,-6297.4544,-4663.1726,-4869.5513,-4121.3578,2719.3062,2502.4532,-4401.4692,4526.4403,-920.4208,-3323.8913,-1923.6567,-4313.9149,4417.4853,-4994.0897,-4170.4517,-4069.9188,-1163.0896,4503.4222,2306.1733,-5406.0891,5189.8953,-639.4081,3612.7331,5144.7164,-2869.0385,-870.8228,-2385.3267,-5381.2265,3408.3547,-5039.1279,-4813.4204,-3867.7347,0.0000,379.9274,-3926.7058,-5448.4245,4554.1783,-6826.0988,-2491.0487,-5420.2096,-4.7483,271.3816,-2094.7751,903.4298,5487.1982,-5868.5609,-5860.6840,3575.5735,2409.4426,-5217.3603,5275.5457,-2164.1819,-5108.5604,-2904.8890,4719.4663,-4172.0664,3989.9119,348.5365,-3836.5050,-3146.5283,3521.4241,-4488.4997,-4636.3598,-283.1472,-5242.0097,-2322.3894,6831.4032,984.1492,3821.4570,-4676.8015,704.2914,1012.2533,683.5596,5094.5902,-807.1388,5383.6584,-1802.7071,-4703.7677,0.0000,-2684.9413,1680.2344,-310.8792,1988.9835,-1376.9338,-1034.6077,2648.4451,4575.9301,0.0000,-4660.0380,76706.2970,70197.6485,75940.9558,72698.0426,78717.9416,73591.0769,64702.1759,72006.1175,-23189948.1727,-23205114.1848,-23194794.0233,-23204472.1437,73469.3062,-23202163.3319,
300.000,-1118.0113,5521.8208,5454.1714,-819.0752,2515.2079,4235.5266,5377.1778,-2384.9135,2687.8152,4455.8049,5693.0034,4133.3733,4700.3064,3862.0901,1060.2550,3895.9887,-4855.7742,-5742.8944,4103.1331,-849.0381,6533.9080,-4544.1062,6152.5576,5761.3362,2020.5265,734.8875,-1209.0062,454.4193,4115.6384,-4663.7822,-1463.8335,-3578.2768,-5560.8892,-1161.4772,-4069.4624,-3203.4480,-6081.3463,-5547.9983,2950.8518,5252.9787,4803.8793,3932.9784,-1584.2727,0.0000,6370.6735,-5347.6861,-3023.6177,3814.6205,-1733.4672,1499.8258,860.1083,-6274.2870,5909.9801,-5671.7192,-6653.2025,946.5041,1698.2627,-1756.0492,-4947.9688,-2174.1103,4257.9905,-3251.6760,-4866.2753,-3497.7896,2560.4373,5265.5007,5086.3953,69.5876,5615.2479,4990.7898,-5212.4092,-2751.2856,-3499.3315,-5127.0291,-6223.1468,1255.0024,1988.1708,2018.6208,-128.7944,4400.4407,611.2172,-5358.8393,-2292.7297,3892.5650,3499.2662,6262.5295,-3080.9683,870.9468,3690.1123,0.0000,5179.8466,4115.2172,3406.6811,5757.0057,3127.2674,-5786.8209,2442.3083,-5580.7779,0.0000,-752.2030,-397916.6878,-367819.3127,-382628.9045,-386032.4171,-385099.7476,-383174.2287,-378457.4016,-382027.5870,90863732.9076,90899069.9960,90871997.2449,90865083.6827,-382517.9734,90853819.6188,-3912.0023,303.1792,1906.4299,6514.2008,3386.0102,-4617.3783,-4083.0251,-290.7866,5984.0693,2860.9407,737.7925,1297.4297,3681.6184,1717.5408,-4569.5246,-5280.7740,4831.4743,266.7169,-608.0160,6738.3684,-1384.0119,-4134.5771,1990.1319,-1506.4669,-5235.9462,6069.5220,-4375.9141,6850.6471,-2936.8008,5142.1183,-4018.6209,-2047.5104,-3564.9187,-4797.9833,77.9621,4418.6840,1685.7988,1410.4769,3691.3497,-195.6013,-2865.6060,-4363.9265,-4566.6678,0.0000,2023.3895,3358.7238,3876.5465,-3357.2383,-1956.5014,5361.1390,-4117.4621,-631.5261,-3140.4409,-3626.4187,1170.1325,-4220.1235,-328.0200,138.3004,-35.2107,5492.1146,-4191.5407,-4003.7707,-4803.8611,-2163.8672,-6145.7714,-13.2424,606.0486,5179.1082,3754.5753,1557.4517,587.4762,-4543.9896,-2675.3102,-1244.6994,-2298.9668,-3911.0388,-5390.8367,-198.6818,-6914.2916,-4583.0719,-5396.4381,3670.7275,-6044.2608,-5276.2470,-3605.7099,2701.7487,-3143.0555,-6854.5531,3826.5689,0.0000,-402.3724,-5209.0452,-5353.6068,-905.5092,5248.5755,-2775.2163,-6345.6126,186.7178,0.0000,-5110.5902,-16852.1233,-33026.5691,-14532.0188,-18816.0684,-27895.6095,-23958.3647,-20212.6089,-18986.6836,-18245705.2408,-18271066.8335,-18276184.2515,-18265722.3822,-20165.4292,-18258770.2405,5291.8940,-4031.8126,-3774.5034,-2184.2991,5450.7240,2907.5903,-1351.0172,6494.5013,2131.4993,-4452.8003,-3846.6846,-5419.8942,-3449.8240,-5438.9805,-5099.3947,992.7726,1075.4990,-3661.4772,5208.6255,636.8350,-1710.6343,-3213.6658,-2510.5417,3125.2043,-3966.3050,-3233.6105,-5032.5725,650.4176,4707.3227,857.0186,-5259.2665,5476.6879,-2115.9487,4767.8426,5401.4221,-4247.4193,-2904.3605,-3874.2931,-4863.8297,4249.2385,-4032.8781,-3666.9878,-4941.4585,0.0000,1878.4286,-2867.6149,-4849.1544,4722.8133,-6377.2422,-3954.6042,-5498.8553,1821.7956,-1539.6673,-303.6908,-657.8849,5354.4204,-6699.9248,-6701.8385,4739.9530,3591.2034,-3500.0522,4497.9266,-390.3203,-5476.6090,-1543.0788,4496.4932,-4663.4339,4590.0077,-1456.1000,-4514.9185,-4448.5727,4333.9557,-5284.2159,-4302.2214,1947.1392,-5417.5215,-3824.4661,6602.5536,-559.4049,2722.7795,-4256.7731,2180.5003,2448.5207,2157.8744,4291.2502,1011.8478,5084.1177,-10.3693,-4402.8385,0.0000,-4088.7969,-146.9913,-2103.8355,3551.8560,-2771.0733,-2470.6652,1242.9177,4000.4475,0.0000,-4495.7724,76797.9987,70265.8002,76010.3205,72663.4483,78809.4027,73973.4768,64764.7011,72316.7150,-23190729.7378,-23206069.5460,-23195831.7357,-23205567.5571,73564.6182,-23202912.2277,
600.000,-3063.4357,4804.0463,6480.3628,729.3632,3886.6975,4986.2704,4083.3215,-4044.7253,3926.8280,5876.3226,5082.4863,5658.2810,5974.8478,4233.0719,-1005.8251,2839.1797,-3725.0296,-5979.0469,3133.6057,716.0081,6377.0529,-5062.3121,6759.3295,5854.7981,831.6629,2468.5213,-2827.7137,1631.1391,2733.2797,-3464.9847,-3500.8340,-4513.3351,-5785.1307,-2639.2154,-3914.2585,-1230.5107,-4749.9012,-4070.7514,4748.0857,4438.3789,4554.3224,3237.8230,-2973.7056,0.0000,6163.6051,-4681.6445,-2018.9782,2302.6556,-2252.6293,2688.3843,-1185.3698,-5548.1231,4675.9371,-6088.2935,-5900.9907,-966.1726,11.6252,103.9146,-3860.7354,-171.1217,5163.9492,-4949.7239,-5533.3924,-4408.1034,1135.9285,5422.0468,4892.7036,2147.3979,5719.4323,5022.3222,-3887.0379,-4108.6714,-4087.2697,-5812.3222,-5141.6506,-797.7518,178.7524,3892.0672,-1617.9066,3379.9489,-1303.0482,-3806.9777,-3527.4831,2151.5746,2747.7522,6189.3170,-4819.8365,-359.2636,5275.4010,0.0000,3868.1488,2893.4194,1812.9228,4414.8351,4143.5855,-5760.4594,1005.3866,-5825.5650,0.0000,-2810.3622,-397566.2595,-367055.0365,-381972.4891,-385212.4429,-384553.9215,-382681.1292,-377943.8912,-381165.3327,91243661.1586,91279209.9004,91252369.9516,91245130.9450,-382004.0125,91233672.8650,-2849.4154,-1670.4571,716.1676,6842.1986,1688.8308,-4727.3960,-4652.3318,-1450.8513,5661.8719,1848.4457,-1219.9653,622.3297,2892.9502,-431.0771,-4049.5653,-5940.3220,5831.9472,2098.9587,-2605.7025,6441.4713,-2614.3045,-2268.6973,1483.6427,-2971.5428,-6344.9684,6158.7757,-2930.0159,6256.8871,-4568.5554,6040.4570,-3650.8134,-94.8104,-1822.8678,-3313.0815,2246.3187,4428.2031,2072.2344,2600.5447,3009.7994,-2194.3231,-4483.4003,-5739.1188,-2980.5603,0.0000,314.0178,4889.8437,5451.6369,-4856.0242,-3873.2944,3827.6621,-4652.1341,758.6927,-3898.1558,-2448.3803,2581.9063,-4994.4907,1206.6104,-1177.8181,1754.4299,5339.1090,-4391.8491,-3462.1800,-3771.9268,-189.1892,-6737.8804,-2046.5929,-1540.1349,4606.5147,2328.3031,-592.2586,2119.4027,-2884.9756,-585.1249,652.6013,-2362.3246,-4557.9994,-4846.4537,721.4697,-6431.5680,-5883.6553,-5875.0288,4557.1486,-4712.7426,-5607.6297,-5232.1009,1341.3525,-2108.3927,-6663.7343,2581.7729,0.0000,-1960.2939,-5649.2954,-5303.2774,-2194.1875,3621.1822,-949.5085,-6833.9561,2086.8510,0.0000,-4929.3399,-25327.8607,-40837.8836,-22594.8029,-26783.0643,-36020.0553,-31782.7725,-28335.9518,-26961.3397,-16254358.8013,-16278747.1908,-16284377.1252,-16273818.8263,-28242.4026,-16267402.1999,5201.5709,-4580.0651,-2260.2859,-713.8556,5435.0984,743.3494,-3018.5639,5432.7886,360.7528,-3148.1815,-4520.6410,-3965.5056,-1861.5922,-5416.9278,-5532.1731,-854.5708,-466.6130,-2509.6980,5265.4006,2122.4882,88.8077,-4159.9918,-438.9773,1466.9723,-2503.4060,-1948.4296,-5418.4336,2393.1404,4403.1462,-681.5688,-4512.7337,5159.3566,-3366.3004,5398.3148,5038.2291,-5168.6098,-4629.0844,-4945.4503,-3792.1969,4600.6029,-2588.7002,-2127.2049,-5482.9910,0.0000,3176.6848,-1502.0585,-3725.9709,4388.0443,-5237.0897,-4976.0141,-4988.4462,3419.7523,-3181.1592,1522.7542,-2144.1598,4637.9717,-6813.9149,-6828.4551,5380.2257,4385.6344,-1407.1666,3221.0159,1426.8595,-5238.9441,-8.8420,3791.3896,-4655.5120,4697.2755,-3103.2978,-4705.8317,-5264.0113,4667.7666,-5502.9423,-3482.8284,3967.2443,-4980.6896,-4912.2926,5662.8837,-2043.1953,1330.1642,-3375.5084,3414.9528,3620.4311,3398.1675,2960.5919,2720.6644,4190.9625,1783.0627,-3625.3609,0.0000,-4991.0803,-1956.3901,-3646.2387,4716.8180,-3838.3574,-3635.8854,-296.9311,2985.4982,0.0000,-3833.3634,76889.3127,70334.0947,76074.9842,72635.7046,78898.2767,74352.6587,64831.4473,72723.4131,-23191516.9311,-23207024.9094,-23196871.0937,-23206658.9338,73659.8856,-23203661.2431,
