sl_100_86400_20310101 Coordinates.csv
2031/01/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:04 2024,
Start: 2031/01/01 07:47:00.00, Stop: 2031/01/02 07:47:00.00,
TIME_UNITS,STARLINK-3759 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-3776 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-3537 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-4673 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-6218 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-4135 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-1139 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-30288 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-3776 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-3537 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-6218 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-4135 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-1139 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-3776 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-3537 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-6218 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-4135 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-1139 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6060.1810,-5204.7075,3665.8937,5995.9788,-3535.5635,5267.8646,3428.1674,-3230.1708,-3565.8957,-6790.2850,3285.7895,6492.5875,6686.1313,-5500.3600,-3024.5321,403.7852,-5457.3947,-3602.2395,5064.1162,2409.1792,1928.6509,391.8190,3744.2545,-1646.7439,5112.2015,5575.9901,-4742.3234,-4463.2009,-1607.7246,-6456.4382,3453.8948,5765.6040,-2714.9990,2839.2838,709.9992,-4236.5317,4129.0151,5722.0001,-5012.4575,-3164.9669,-5134.6631,-3463.7863,-6450.1818,5637.1232,-4736.6101,2628.2490,4732.2832,-4263.3992,-6612.6321,637.5782,-4989.4091,4141.4724,-2633.9848,-5984.7600,-2292.4387,-2192.1123,3889.5965,-1324.0691,3963.9463,5965.2330,5412.6207,3700.6272,-5520.6546,0.0000,-2568.3474,6552.8797,-6783.9367,-5403.1086,-1632.7905,0.0000,-651.9389,2160.0057,-401.7581,4860.6258,783.2259,4577.2034,-3340.6143,1453.2713,4265.8473,3566.3096,1350.7087,6692.9585,-6254.3388,-3096.2796,-3885.2841,-1050.9329,-5229.5023,-4738.2156,6690.0767,4561.9335,5658.4137,-5429.6623,0.0000,-2765.6835,25.8413,-4507.3058,4235.4428,6238.3064,5945.2961,-5938.8584,378612.9265,343391.9170,363800.2561,365206.9534,360756.8871,360070.6439,357135.5546,361691.1645,-222772609.4479,-222800604.2075,-222775284.9570,-222766180.1593,360785.9017,-222753700.7404,-3104.4800,-1465.5577,-5402.0382,1945.3084,-5332.3412,-3974.0497,-4113.2196,-1118.4327,2276.5877,482.0684,-2572.4182,-1783.2772,256.2922,-458.0300,5085.2239,6550.8765,-1198.6192,5928.8448,-240.1652,-3294.5324,-4824.6876,-4117.7219,1933.6079,5173.5489,4488.2791,-2709.3981,2611.5476,5220.4108,6771.4362,179.9699,5758.5545,2121.3111,-5047.9106,3017.7080,-4315.4043,-1544.4137,-761.7867,-3526.4357,-4607.6686,6114.6416,1798.4543,-4752.9498,-1974.4724,-3334.9649,2190.2743,4323.6547,-880.0088,-2791.5953,57.0523,-6693.8603,1193.8976,4574.4570,5362.6871,-1080.0339,6391.8512,-3330.9556,5357.8439,5977.9468,-3369.7798,-3183.9709,2321.3321,5073.9188,-2318.6964,0.0000,1621.9072,2268.1454,-1166.8694,-1480.7459,6102.6357,0.0000,4309.2181,6509.9616,5282.3951,298.5280,5434.5642,5114.5831,-5403.3566,-1922.1908,-1932.2003,-3859.7983,3853.8106,-1202.3725,3001.8169,-4030.0172,1531.3607,6368.0540,453.8257,4593.5236,473.8950,-1849.6735,2779.8366,2830.7067,0.0000,3022.8976,3599.5876,4264.6659,2790.7184,-2583.2393,-1710.8118,1754.8732,144689.2750,143095.5245,134218.4531,139293.5322,146871.5833,143310.8605,137576.7895,138606.8206,-63485190.0377,-63479821.1762,-63475853.8353,-63479076.4163,138945.0757,-63480427.5635,1048.9256,-4310.5124,-2301.9973,2718.1135,2679.8112,-1786.5734,4355.1667,-6102.5800,-5401.8496,-202.9950,5431.4501,923.0625,1445.1136,4195.8432,-3655.0278,-2130.6565,3982.1740,863.6213,4607.0078,-5374.6760,-4589.2495,5503.5377,5372.8686,-4236.0848,892.7042,-3006.0215,4346.5870,-127.6516,747.0023,2515.5806,1007.7745,-2947.9835,3835.7362,5531.2377,-5277.6412,5212.3983,5341.4906,1167.1263,198.8383,454.5914,4273.7161,-3510.6809,-955.4050,-2035.5072,4552.1707,4695.1436,-4920.0845,4644.9473,2128.6402,1614.0387,4570.8051,3227.9097,-3125.1580,-3313.1188,1367.7591,5681.6832,-1643.5393,-3111.0453,-4619.3815,-1427.5661,3421.1793,-2831.6657,3218.7231,0.0000,6185.1418,-705.5825,78.7859,-4050.0861,-2680.5231,0.0000,-5345.3230,937.5178,-4323.3195,4847.2937,-4044.7766,464.1851,-2724.9504,-6507.4083,-4877.0750,4205.8170,5416.0035,-350.8378,494.4344,-4453.2966,-5412.8167,2422.0802,4420.1171,-2176.4078,1696.9592,-4557.1854,2874.1076,3209.0698,0.0000,5455.5090,5923.5948,-3127.7145,4720.8128,-584.0791,-3162.1923,-3124.4547,78802.4758,74824.3787,78860.7301,76000.0063,81767.2059,75883.2531,67576.8567,74848.0458,-29216499.7700,-29235156.1673,-29232207.4910,-29227552.2160,76350.3946,-29222595.6859,
3600.000,-3219.3234,4641.0236,-378.1410,-4009.8783,5490.8273,-3648.0076,-2434.0404,-1946.1353,178.7557,4858.2864,-1182.4738,-3493.8495,-4567.6980,4085.4378,-863.3794,-2471.8363,3212.0320,3681.6458,-3815.5153,1984.5597,2148.2651,3876.5726,-6174.3582,-2677.0296,-5366.9350,-5067.2478,547.6319,1934.4022,1258.6692,3204.2543,-4432.9742,-3744.7252,4019.1086,-5691.0456,3874.5176,6440.0641,-3977.9066,-2323.8768,5610.0703,1110.5316,2299.6724,6027.7763,5209.6878,-4370.0153,2011.8511,-5738.7393,-1649.4542,6376.9978,3630.1269,2190.3928,2874.7292,-5008.8136,654.9937,4386.2831,753.8448,2651.1673,-4915.1488,-1295.3941,-5002.7695,-3017.1382,-6687.9079,-5212.8781,4519.2051,0.0000,-1700.5229,-4685.5361,5516.0442,4509.9471,-111.7907,0.0000,-2741.6228,-3929.4928,-3213.1491,-6299.7481,-3781.5940,-4681.5380,4823.1159,-5880.8524,-3856.8096,1634.4151,-5577.0336,-4244.6805,3949.6538,6401.7681,2836.8415,-1725.0507,2086.8208,3086.3608,-6306.9336,84.5044,-5020.2837,1941.3343,0.0000,-378.9418,-1684.8278,3052.6206,-5992.7732,-3203.9761,-6403.7770,5500.8920,329574.6091,295782.1426,315844.1431,314871.6220,313753.1229,315133.9017,310464.4633,313590.9409,-198653502.2893,-198679170.5174,-198653261.9313,-198643573.2535,314322.6386,-198634189.3109,3850.0307,-2713.0175,4505.0090,1434.5041,4150.6595,5016.3183,6445.8085,244.4558,-5362.6922,-2328.3310,6062.7471,3277.8132,2691.6978,-3358.8442,-5024.2849,-3803.2224,-2628.3730,-2631.5061,4439.3103,5462.5226,5231.9148,4112.4172,1278.2052,-4628.7244,-2426.0569,4436.5334,-2348.4559,-5069.2151,-5709.9375,-1100.0489,-3644.1696,1691.9353,1056.0608,-47.2382,3385.2929,-1126.7175,4914.5351,4810.9999,1575.1870,-5693.1642,-4829.6119,3241.8606,-1379.6823,4620.0834,-5239.6829,-1724.0703,4282.9709,-368.9096,-874.4150,4929.3632,-4963.0093,-1000.1604,-6444.3068,-2521.3020,-4121.4889,-1273.5930,-1658.6588,-6713.2712,4835.0798,3848.9627,-579.6408,-4192.4123,-2152.2927,0.0000,2130.7358,-1184.3496,-817.9582,-2623.7700,-6590.1581,0.0000,-5781.9444,-4067.7951,-5871.8994,2446.8797,-1778.9204,-2434.5089,4661.6886,2169.6197,5469.7538,4012.8276,-2447.4854,2849.0177,-4388.0380,1442.3536,-5544.9215,-4067.9168,-3750.4425,-6048.9189,1061.6930,4637.9481,914.9099,-4676.9181,0.0000,-6004.1145,-6340.9078,-6229.3249,693.6298,3715.4649,1996.5147,-4202.7039,235866.3096,225364.4865,219509.6655,223096.3318,233301.8140,225657.5311,224252.9160,225518.6928,-119014541.1757,-119019762.3499,-119011401.4648,-119013499.1948,225061.6671,-119008699.0660,-4728.8950,4334.0933,5226.8743,-5394.5256,884.8755,-2875.3724,-503.5398,6699.3081,4260.1998,-4172.7359,-2981.1006,-4828.0567,-4337.6125,-4499.1843,4713.4108,5185.4160,-5476.3755,-5334.9616,-3574.4217,3413.0349,3991.2160,-3953.1414,-2648.3189,4324.4937,3510.8598,-1447.3877,-6522.9482,4204.1586,3836.9885,-6058.9405,3623.3264,5421.1554,-5515.9071,-3941.4300,4511.8349,-2212.9354,-2516.9091,-4249.5133,3519.3949,3727.0046,-4404.0663,-121.0108,4157.9612,-2568.1271,-4074.1267,-3446.3209,5113.4723,-2621.0704,-5869.1847,-4336.3288,-3801.0174,-4748.4939,-1871.1730,4714.2270,-5527.2604,-6301.0434,4420.7028,-626.8534,22.3374,4868.1851,1174.3293,-1645.2828,-4610.4218,0.0000,-6344.1494,5008.0830,4028.5579,4519.7276,-1904.4781,0.0000,2553.7038,-3999.6890,1382.0921,-1283.2621,5376.2167,-4422.1685,-1672.1245,2962.6229,919.3338,-5163.9703,-3008.9053,4485.7353,-3683.5119,1588.4558,2803.0311,-5303.1588,-5367.5763,-1465.8017,2630.5347,4831.1099,-4697.9434,-4718.7831,0.0000,-3241.3281,-2259.7983,-338.5624,-3430.3770,4665.3579,-1822.4186,-383.4286,79730.7185,75615.6939,79664.9365,76126.5642,82846.4625,79780.9232,68521.1123,79114.0718,-29243283.7799,-29261331.9877,-29259068.8390,-29254731.1417,77522.6525,-29246486.7770,
7200.000,-1267.0755,-3375.7368,-3764.1219,1363.1399,-5579.8060,-411.1867,457.4773,5091.3159,2156.2475,-440.4202,-605.3961,-1353.0515,925.5395,-2238.1568,4491.2998,4858.1560,-860.1714,-124.3632,1783.9433,-4280.4558,-5064.5199,-6023.6284,5750.5187,5856.3597,3806.7140,1925.4861,3804.9826,2295.4730,816.2850,935.1342,3972.9956,1139.2758,-5088.1704,6642.2999,-6469.9273,-5950.4485,2317.6583,-2329.0327,-4208.2812,2361.0562,526.4881,-5784.0209,-2117.3955,505.8072,590.4518,6868.6150,-901.6761,-6211.1773,445.9656,-5053.4158,-478.4272,5296.4225,2340.7105,-2169.8311,2683.7704,-3890.5600,4755.4238,3479.9353,3557.8688,-1394.8850,4347.0074,4614.9894,-2423.8681,0.0000,6035.2470,1564.6604,-2143.3463,-2996.3220,2367.0952,0.0000,4241.1492,5187.4311,4985.1829,4872.0237,6044.0574,3783.9691,-4525.2352,6532.9434,1337.3596,-5629.8396,6520.7230,-402.7982,-144.5212,-6045.4607,-1197.2576,4928.9819,813.6232,-43.6119,3258.8940,-3627.3070,3602.8009,1857.2610,0.0000,2406.0054,1765.5819,-427.1032,6097.0781,-1851.5076,3480.7409,-2937.5119,258919.5955,229069.4564,247791.9157,244003.9964,246531.2970,249961.6926,243405.9624,248463.9435,-160977388.0416,-160998254.6440,-160971864.5469,-160960576.0579,247728.9891,-160958202.0128,-4231.8252,5808.4122,-3076.6063,-5149.4650,-1240.0079,-4148.8941,-5821.4512,2972.1340,6507.1324,4205.7363,-6645.0828,-4469.5462,-5394.6549,6223.1719,4357.2323,-0.1962,6019.6681,-997.9352,-6620.2197,-5002.1525,-4629.4780,-3346.8346,-3092.1151,3277.8506,-1572.5944,-4414.9346,3145.7552,3543.0182,2622.2710,3413.0390,-1059.8295,-5556.3065,2918.5267,-1939.2725,-2181.9135,2683.4812,-5974.4977,-4895.3499,2822.5117,3395.8372,6662.9304,-204.1710,4937.3976,-4258.3057,6816.6472,-748.9204,-6553.7330,2798.8679,3132.1044,-1872.8483,6846.0229,-2767.7137,3550.0926,5739.1883,902.3985,4762.7176,-2980.0136,4432.8522,-3861.5860,-4284.2967,-1884.4498,999.2873,5883.7131,0.0000,-2321.2360,-1856.9730,3581.5271,5851.4982,3875.8131,0.0000,5092.0466,147.7789,3910.0382,-3679.4504,-1697.3855,-1966.1898,-1537.2066,128.9551,-5427.8398,-3328.8348,597.2087,-4385.4491,5101.1063,1485.8632,6466.8461,946.1611,6297.3189,5510.4895,-2946.5281,-5597.2331,-4654.0177,5805.5642,0.0000,6242.9066,6110.0275,5929.7976,-3306.0965,-4212.3733,-1867.8617,5113.3316,311487.6295,292879.7315,290722.3737,295270.5782,304996.6208,293340.6785,296315.1703,296328.4765,-166382227.9058,-166396830.5991,-166383121.0981,-166382623.6028,296746.0656,-166375208.9078,5278.9338,-1630.4772,-4929.4365,4329.7469,-3943.5084,5404.8646,-3698.6466,-3762.5946,-154.4002,5327.4950,-1586.2956,4929.1984,4105.1436,2090.9360,-3034.0699,-4902.1777,3182.4041,6908.6112,6.9115,1457.5927,-967.9099,-210.9361,-2035.1063,-1534.4455,-5492.0025,4911.7615,4884.5222,-5424.4964,-6442.7218,5957.3588,-5410.6147,-3776.0852,3626.2612,-123.8652,-563.1438,-2245.6154,-2287.8699,4134.1174,-4557.2474,-5529.0481,1800.9649,3651.6643,-4193.6848,5339.4220,1100.2376,-12.3413,-1890.5606,-1113.6774,6180.4377,4325.3872,442.6865,3572.2420,5218.9956,-3211.8092,6316.5920,3233.6123,-3881.0589,3911.1374,4550.2691,-5242.3970,-4904.9728,5002.0942,2394.4497,0.0000,2406.7907,-6535.1710,-5480.7648,-2133.9456,5130.4163,0.0000,1884.1418,4573.7000,2559.2497,-3174.7718,-2660.6538,5389.3388,4979.7553,2318.0143,3786.2416,1608.3241,-1809.3815,-5197.5634,4714.0145,2609.8749,1842.2828,4721.2108,2614.3261,4218.4290,-5352.3430,-691.8698,3653.2064,3261.0228,0.0000,-1387.1609,-2785.2569,3580.2994,52.9409,-4980.7210,5703.5748,3635.6374,80631.2831,76419.0737,79888.4008,79618.9379,83560.9716,78107.6892,70064.2084,77127.2437,-29270247.3950,-29287408.3690,-29285325.5355,-29279963.7178,78688.2951,-29270350.0404,
