sl_100_86400_20310729 Coordinates.csv
2031/07/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:19 2024,
Start: 2031/07/29 07:47:00.00, Stop: 2031/07/30 07:47:00.00,
TIME_UNITS,STARLINK-3582 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-6246 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-31158 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-30275 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-5291 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-30564 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-6246 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-31158 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-6246 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-31158 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5510.6395,520.2649,0.0000,6338.0141,-5762.0272,5774.9118,-2106.7901,-3714.4136,-3081.3342,-452.6276,1536.2101,-1982.5502,-1368.1619,4372.9872,-3575.5802,3677.1101,3565.4901,-2786.0131,-5125.1448,6324.9944,-5193.4259,-1019.0340,3185.1512,-2416.6641,-2440.2755,1549.9547,-5505.0185,-1399.0027,-5455.2025,-356.4247,-1317.3400,4729.8999,5342.5439,-33.4128,2389.6822,-3600.7560,2547.1806,5240.5256,-386.7666,3630.0565,-3063.2715,-3579.1506,-2016.6260,-4994.0533,693.4745,317.5984,2988.2635,-5851.9913,4663.5800,2750.0490,0.0000,5241.9193,4436.7734,787.4351,3560.4171,-6763.5623,-3180.8177,1169.4907,-3062.6066,-21.1203,5454.5155,-2107.9486,2971.1668,6766.6942,-1549.8542,-1526.9667,-5557.1111,-6287.2582,5300.4803,4881.5983,-6805.6687,3664.5489,-2870.5068,6340.6257,-3269.5664,-5318.6559,2730.3344,1944.4392,-4761.2012,4453.5978,4252.9918,4474.9960,-2879.0122,6740.3568,3737.3136,3499.4695,-3502.6210,-5133.8946,4976.6892,-2047.7711,4035.9571,-5887.2768,5336.3872,-5473.6066,4043.3401,6682.5821,4418.7039,0.0000,-4161.7707,-1429.1396,335106.0358,362001.1046,342968.8126,343350.7174,350361.2489,349138.6127,349845.1298,346899.5846,117525176.8142,117579579.6631,117558014.2892,117548944.4691,346865.6658,117541866.9174,4108.5512,6682.6918,0.0000,935.3725,-3340.4139,-762.3797,3799.3915,-3293.5885,-3158.2346,6310.8269,-4998.8462,-5150.4863,-1233.9786,305.3067,-1495.9534,-4006.2938,-5605.7440,2721.0272,363.0479,2208.0565,1075.2990,-5434.6646,-4173.1051,4095.3226,-6042.6012,-4504.2118,-2153.1683,-5674.1572,4181.4652,5664.9176,6696.4992,-1859.3859,-3786.5039,-5068.9946,-4865.6526,-5797.3433,3828.5667,1594.2333,-6357.8470,4218.6808,3231.8234,-4654.2032,6149.1970,2689.3654,-5269.8127,5993.5133,-2568.6012,3688.0826,-1998.3698,-3739.4533,0.0000,-4386.6540,-4526.3512,2452.3561,5824.1670,-534.4961,-3764.7687,73.5015,4100.2651,-2785.1050,-1784.7412,-6562.3568,-5737.7719,-429.5116,-4574.8453,-6147.1761,-3934.7096,-1067.3506,-984.5815,345.0174,839.4937,2195.5191,-5354.2437,2134.5476,-4837.8577,642.0370,-4371.5715,6301.5519,2565.7344,5119.5004,-2627.2772,-2500.2092,2334.7694,1009.3757,-3606.3124,-2235.5395,-5534.9724,-1487.0064,2102.9223,-4738.5344,-4148.3528,-3279.1042,-2990.0107,-17.9868,2324.2546,13.7690,-4997.6014,0.0000,4969.4338,6087.7634,19435.8322,38521.4923,38059.7927,32368.9983,26611.7305,30747.3294,36827.5547,32258.1640,44106341.3706,44120430.8554,44093374.5245,44104357.0413,33986.9872,44098678.3012,-488.4613,1784.4826,0.0000,2691.6216,1858.0302,3553.6834,5350.3888,4552.5329,5293.7074,-2524.5641,-4425.8521,4112.2671,-6662.6176,5311.2481,5753.1701,-3828.2567,-1886.4956,-5758.4822,4676.1602,1862.4347,3894.7624,4132.4900,4373.4058,-5025.8443,2222.8326,4967.7977,3600.9740,-3707.7119,582.4084,-3972.8586,-446.2018,-4522.6417,-1789.2590,-4721.3611,4186.1191,1061.6231,-5150.9594,3957.9901,-2612.8728,4004.8370,5271.8824,-3672.8746,2235.9237,-3567.0965,4227.1545,3267.5399,-5724.2179,-17.5820,4549.7235,-5044.6288,0.0000,725.3706,-2702.5028,-6464.0615,-10.3037,-1310.0539,-4917.3931,6790.8710,4641.1326,-6271.4999,-3857.8927,546.2258,1943.0935,-1073.8030,4916.0718,2692.8473,-826.5454,-2678.9570,4341.8947,4797.7785,554.7113,5165.2180,3198.1841,1687.9862,-3638.8598,-4326.8873,-4455.6255,1902.4357,4102.5543,1023.0614,-4760.8657,-4692.9620,5839.4738,1077.4257,4533.3336,5453.7745,-2169.9683,4452.2476,-4392.4161,-4513.1250,-3629.8180,1532.7069,-3279.2095,4075.6635,-5045.9368,-1356.4840,-1713.3406,0.0000,1514.7203,2680.5764,-123208.1621,-126205.1749,-122707.4421,-126025.1019,-119946.6127,-124864.0911,-133906.9562,-124781.4801,-41959263.9413,-41962493.8916,-41950513.2659,-41975434.6624,-125147.9069,-41968213.7118,
3600.000,3428.7794,-2637.4604,0.0000,-6514.8234,6182.3624,-2824.1429,-541.0579,6405.2838,4972.3284,-2468.0888,1946.8207,5139.9841,852.2684,-3118.3829,1474.4245,-1913.6151,-1395.0593,-1874.8269,6885.9413,-5329.5371,279.9570,3638.8090,1227.8066,558.6974,-384.5619,2901.2533,6916.6460,4279.1737,2820.6199,-2547.7140,-1443.6440,-3219.6699,-1408.1368,3961.0105,-746.4377,4106.2170,-5840.2748,-4174.9906,2684.6137,-6354.3683,1393.9994,5542.9033,-1214.3029,4101.9413,2933.9224,-2309.2375,1688.8661,3474.6966,-1767.3571,1930.2385,0.0000,-3206.4087,-672.9843,-4524.1112,-4247.9449,5027.9466,-761.6048,3419.2008,-704.3461,4446.0355,-1262.3533,3223.7101,-810.6444,-5600.5755,4436.1234,3197.2181,5560.5947,4001.3574,-3050.7600,-6317.0293,5284.2079,-4422.3932,5372.3331,-5219.8353,5318.6041,3140.3309,2114.0529,-3345.5724,805.1352,-4498.1358,-3934.6831,-104.3114,4031.4325,-6232.2434,-15.1248,-477.1972,4738.3278,6492.4402,-6895.6263,4289.3785,403.9850,5413.3089,-1889.5068,5872.8786,-6659.1082,-5729.9473,-1158.1839,0.0000,-201.3688,-510.1314,320358.9890,341908.9975,324416.7773,326713.5178,331324.2522,325713.2043,330568.9634,326799.6629,102103663.1177,102151371.8938,102139288.3126,102117954.3583,327134.1233,102119395.5841,-4653.8131,-6135.5228,0.0000,-866.7803,1822.3493,4217.2683,-6354.1221,-268.7929,-867.4459,-3398.5387,6342.6109,4458.1748,5967.1347,3991.1110,-2662.1057,6230.3271,6492.0392,-2387.6714,-943.7321,849.6862,-4391.7166,2077.9686,5398.4214,-6666.6814,2794.2500,3605.6950,-179.8091,2778.6774,-4461.1728,-6376.7419,-5812.9553,5667.8379,4889.3012,4577.2456,6812.9295,2981.7695,-3078.9907,3237.8586,3379.1473,-2470.7162,-6327.8780,4121.2713,-4201.6414,-5086.0948,6037.5894,-6302.6201,2480.4808,-4893.1530,5534.2912,4396.2131,0.0000,4891.8406,4245.3993,114.8304,-3237.4344,-2183.2246,527.4972,-3015.2088,-5752.1651,380.4747,2139.3024,4266.1772,5984.7694,2075.1711,1149.4178,5833.4428,1784.2490,-1739.0882,4450.4204,2423.3599,-2352.4251,3047.6374,4261.9264,1119.8570,4306.8632,-4417.3646,3823.8003,-3078.7297,-5289.8563,-2058.8236,5550.8117,2373.0322,-5252.6477,1351.6981,5636.2378,5531.0980,4464.5421,-1461.5429,-620.5022,652.6867,5069.4508,-4.8791,4705.4510,-3389.3471,-165.7297,2570.9855,4541.4064,0.0000,-4183.3280,-6445.5609,101942.9386,127209.4986,124382.9880,121424.9550,111796.5300,119055.4650,121724.5776,120964.1374,73083134.9659,73107209.9264,73076928.2231,73081251.9373,119169.4540,73075821.5797,-3757.1236,1869.5362,0.0000,2249.7786,2498.4500,-4572.0774,-2637.0412,-2094.1702,-4710.2942,5349.8074,1685.8073,-1079.8580,3358.7706,-4680.9779,-6250.3272,-1312.7808,-1898.2775,6236.1803,-155.0076,-4395.6076,-4904.4817,-5497.9612,-4020.3907,1748.7627,-6290.8328,-5107.1994,-303.6839,4662.5834,-4448.5391,894.6192,-3306.9280,1926.3226,4481.4946,3353.6281,-24.9496,-4694.4297,2006.0755,-4228.0499,5351.6446,-799.9603,-2397.6364,-472.7211,-5276.2422,-1477.2330,-1075.0075,1292.8504,6250.9030,3429.9544,-3580.4254,4877.2146,0.0000,3603.0506,5372.7675,5268.3609,4242.9880,4195.5569,6886.1769,-5192.5586,-3777.4625,5194.7985,6434.9991,-4389.9832,3001.1835,-3389.2468,-5163.5085,1766.6132,-3599.7395,5354.5916,-4350.0882,-1139.6218,3715.5890,-4027.5149,473.6669,-4379.9634,-700.4202,4233.2286,5214.3692,-5149.4484,-4192.2199,-4763.2802,1146.9328,6513.7198,-2030.7679,2629.7294,-3986.0209,-4037.9334,-2289.6860,-2045.3282,722.6008,5295.4500,4548.8812,-4304.8058,4725.7481,-832.7929,1662.2633,-2655.6043,5034.8138,0.0000,-5181.1966,2117.2410,-123847.3484,-127025.1398,-123734.3292,-126530.8037,-120552.9932,-123447.2690,-134355.8482,-125543.6949,-41981689.2751,-41989221.6328,-41976923.5724,-42000108.0038,-125513.1410,-41992477.4377,
7200.000,743.1016,4264.5853,0.0000,3619.5639,-4278.6218,-554.9255,2208.6017,-5558.9503,-5745.4713,5432.9907,-4111.1534,-5985.7313,1544.8094,1834.8860,-652.6197,-1728.7838,-1753.5331,5439.6231,-5207.6055,3289.1850,3773.7117,-5919.5521,-4566.7614,995.5245,558.1427,-6110.9000,-5662.2306,-6354.0492,1549.4799,4242.7757,4344.3754,595.2049,-3348.1687,-6151.3864,-1293.6499,-4155.7025,6280.8927,1968.4475,-5166.7349,6180.1067,194.4181,-5148.7074,4936.0279,-9.0241,-4799.0212,3509.9380,-5246.9016,540.2827,-1103.8838,-5168.3873,0.0000,-961.8276,-3753.3283,6800.4427,3982.3247,-1854.8898,2121.7777,-6569.6926,3594.2876,-6821.4490,-3159.2109,-4227.1666,-2782.5456,1726.9562,-6370.3604,-3889.6981,-3555.9558,-1062.0633,626.7149,4734.5845,-1307.9830,3454.6481,-5581.7918,2832.4627,-4920.2225,-689.7804,-5844.2288,4675.6135,2794.4290,3709.5569,2131.9493,-4092.4547,-3643.9429,3338.2634,-3041.1970,-1669.6957,-4367.0103,-5827.2071,6040.1664,-5777.7208,-4391.7438,-3729.9710,-1819.1610,-3545.5705,6058.1446,1953.4824,-3255.2806,0.0000,5191.2139,2864.0074,285619.6221,300241.6725,285387.0501,290091.0881,291659.5378,283121.0095,290837.0965,287516.6645,79692985.2537,79731379.2908,79728345.6265,79701136.9691,286862.1726,79707778.0185,4056.5487,3237.2402,0.0000,-409.5579,1161.3901,-6444.3665,6283.3566,3123.8520,3669.3196,-350.5317,-4990.9255,-2103.4244,-6415.2629,-6573.4133,6199.4333,-3871.1208,-4975.8104,3016.0224,1023.7191,-4285.1451,5380.3565,1171.7268,-5034.4169,6327.2510,2950.5296,-2575.9498,2389.5491,347.2794,3968.6921,4747.0007,2512.8376,-6416.5326,-4682.9570,-3176.5604,-5281.5549,1421.2728,1532.8468,-6399.1402,382.7162,-209.3518,6602.9062,-1693.4166,1346.4521,4299.3930,-3815.3876,3182.1848,-3299.5577,5041.3664,-6730.7444,-4314.7226,0.0000,-4011.2425,-3610.7853,-975.3919,-1497.1110,4974.8991,4397.5597,2117.7106,5884.4407,412.1791,-3592.9030,-90.2039,-2946.0705,-3737.2519,1669.1236,-2565.0603,2059.4676,4971.9061,-6690.9434,-3677.9114,3911.5290,-5697.1361,-1169.4244,-4651.2408,-1541.4154,6720.7997,-2871.2462,-1376.7431,6117.9332,-2524.7088,-5733.9189,-3302.3496,5035.4560,-3854.7883,-6135.2730,-6653.5069,-970.2547,3483.7413,-877.7605,2836.2457,-4789.0283,3863.5333,-5800.5459,4983.5666,-1529.1649,-4592.6201,-3394.9135,0.0000,1933.9227,3216.3158,178548.9651,208203.7991,202598.2638,199524.9575,189640.2583,198949.5914,199210.7221,195046.0505,97078508.6117,97110266.7044,97079751.5308,97069534.8750,196670.1169,97071006.6039,5511.5518,-4417.4619,0.0000,-5927.2623,-5312.1310,2174.3732,-1806.5991,-2196.8175,1059.6527,-4094.3108,2244.9020,-2688.1283,2024.8641,971.2386,3059.0843,5109.5314,4444.4150,-3095.3161,-4501.3409,4376.2973,418.2414,3355.7069,718.3098,2599.9837,6186.7811,1859.6078,-3199.5248,-2718.3715,5417.6376,2716.0584,4636.1212,2161.7975,-3599.9138,69.4447,-4178.2753,5322.2917,2406.9658,951.6292,-4534.6868,-2987.5967,-2026.4127,4294.8435,4545.5945,5125.3223,-2940.8896,-4934.9543,-3133.7844,-4709.9323,-99.8765,-1273.8662,0.0000,-5502.3853,-4511.7626,-1065.7694,-5342.8065,-4425.3487,-4961.1863,240.5797,522.5449,-519.6554,-4989.7402,5463.2370,-5401.8992,5482.9715,2052.6339,-5073.9023,5481.0712,-4690.0017,1678.5016,-3341.8537,-5510.4888,-810.3101,-3830.1084,4230.8853,4542.2322,-1322.1273,-2000.0355,4827.1312,950.6566,5184.9301,3184.3878,-4539.5754,-3065.6447,-4655.6813,841.0101,-205.1647,5242.3307,-1551.4072,3338.0414,-2358.1300,-2112.9539,4343.8637,-3346.7596,-3044.7228,2838.9308,4633.6603,-5032.8519,0.0000,3684.7336,-5271.6719,-124490.0879,-127812.3113,-125224.9971,-124284.3134,-121480.2580,-127237.9044,-134196.6294,-126058.9154,-42004822.0158,-42015978.2254,-42003878.1519,-42019993.2918,-125865.4387,-42016749.9058,
