sl_100_86400_20310914 Coordinates.csv
2031/09/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:03 2024,
Start: 2031/09/14 07:47:00.00, Stop: 2031/09/15 07:47:00.00,
TIME_UNITS,STARLINK-5128 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-1401 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-5877 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-1401 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-5877 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-1401 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-5877 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,672.4362,-3840.6591,-5635.0653,4424.8886,-6767.1909,-1640.4474,5296.3265,-3731.1642,-1975.0041,-4041.3227,4347.8306,5345.5900,-6680.2563,1586.4851,2732.1311,0.0000,4999.4774,1490.6114,-4027.6467,-901.8805,-3270.1532,-3508.4323,-615.0059,6048.2093,1500.1521,-3362.6735,6041.9011,-2837.4729,-6279.3236,-5908.2889,4316.7848,5218.4259,0.0000,-2142.9427,4105.1375,-3556.9365,1707.7187,-2483.5007,-3982.1938,-4425.4996,-867.6640,5698.0363,-2365.3782,-3001.6251,3924.9274,5790.5818,-3929.7650,-3017.0715,-2042.6264,-5380.8464,3511.1882,1521.6909,5423.5091,6374.6344,-1576.3123,-4113.9238,4276.7963,-4873.6828,-6026.3410,1880.0541,-894.6448,-1678.1895,2535.0353,-4707.7534,5435.2470,4386.4283,-6710.0231,933.5577,4372.9251,-3219.9909,1806.9979,6326.3325,-5008.8970,-5261.2766,2211.3068,-2881.5400,4205.2092,1715.2040,-2056.1004,3302.8651,-5176.3411,-3478.0265,3085.2209,2525.9901,-1488.2697,3141.0922,-2005.5911,-6808.9562,-4797.5301,-3926.1101,-4219.2562,1776.0366,-1601.8094,-201.0764,-3822.8905,5090.5092,3330.4252,-653.3789,-4182.2214,-1106.7244,-324371.2979,-313051.7362,-333947.6665,-329630.1009,-320512.2170,-324520.9193,-328264.9352,-326928.4358,121950963.7125,121960473.6457,121955157.2529,121963087.4703,-328306.8974,121954663.5887,-5575.3362,-5739.1059,-1651.2381,5220.8937,-394.3106,6650.9321,1855.7794,-5748.7758,5627.4875,-1842.6203,4959.4408,2421.6787,-47.6272,-4852.8015,-494.6032,0.0000,-1230.7781,-3860.6858,-2838.2099,4008.3211,6067.8644,-3737.4985,4060.9921,2169.3684,-3874.3184,-2552.4220,-1717.8172,-3207.0122,2769.2503,-468.8799,4956.4081,3309.5832,0.0000,2132.3760,402.7798,-3787.1693,6625.5175,2850.5218,2819.2273,2115.3756,-4822.3642,1821.6010,-6297.3266,4690.8755,-2391.3355,3737.6463,4333.0481,-3969.1581,3619.8628,1531.8775,2924.2059,3881.6729,-370.2597,-585.4093,2874.1842,-5517.1983,5107.2132,-410.3346,-1401.3157,-6630.4108,-2785.7848,-6628.7780,3759.4582,1173.5564,-595.8563,1997.3234,-1221.5611,2466.0089,-4006.5799,4426.6744,4242.3559,810.3106,3142.0279,-4094.9346,-3565.3077,-5007.7233,-2251.1009,-4486.1337,5272.0180,-2512.4334,3873.6021,5148.3919,-2867.9237,-3263.3990,-6708.0326,-4094.9148,3733.5988,638.4466,-783.3228,-4516.2144,-1390.5382,-3791.9748,-5177.5472,6500.9125,-3454.1661,-2397.4668,2913.1894,5363.6722,-3007.6698,3914.7177,203741.8949,230827.2476,221944.0016,218128.9900,219010.2456,221021.1173,225790.2706,220670.8633,100079437.4749,100131859.3044,100089453.4018,100099527.2396,221619.3225,100099023.7476,4063.4138,70.7391,3521.7901,798.6214,-924.5766,1027.8723,-3986.9427,-996.2057,-3016.4793,-5369.9364,-1938.9369,3596.8141,1627.9578,4629.1879,6346.9735,0.0000,-4625.6817,-5531.1460,4413.0656,-5447.0717,-554.1212,-4470.2771,-5319.6077,-2592.0455,-5512.3332,-5461.9003,-2892.0528,5373.4438,-46.8954,3562.3297,-323.1974,2458.0838,0.0000,-6260.8310,-5462.9206,-4315.1141,-1158.4073,-5804.0159,4788.8974,-4835.0644,-4920.2502,3476.9389,-1055.7227,-4128.3127,-5194.7466,-866.6433,3700.0618,4505.5654,5520.6904,-4024.3948,5130.1711,-5483.0520,-4260.1268,2639.2859,-6086.5759,-285.3764,1834.0627,4862.5630,-2939.3739,493.9485,6285.3729,-760.3908,5238.3229,4842.6471,-3960.5491,4919.9227,528.6608,-6511.0243,2837.5739,-4206.3594,5178.3072,2705.8747,3252.6888,-1803.5109,5433.8511,-3770.2047,5045.5825,4765.5224,3494.2654,5497.8537,1976.5411,-3080.9988,5442.4660,5509.8014,-1233.0902,4529.7385,5426.5485,-771.8341,4902.2170,3378.3103,-5278.8659,5287.6907,4217.5438,-2234.4099,4651.1974,-4028.3053,5210.2370,3997.0021,-4442.8290,5359.2079,64094.4091,57644.1975,65086.8956,61699.4897,67815.2554,63122.6922,53927.4472,63228.2003,-71300661.7902,-71279666.0563,-71280573.0759,-71287947.5557,62677.4591,-71296181.9008,
3600.000,1160.6666,4361.5248,6790.2306,-5516.1786,5642.3636,-655.8602,-6876.0937,4809.8878,-1261.8951,1688.8116,-5318.8447,-3865.7543,6090.5015,2640.6268,40.6914,0.0000,-3047.9697,2445.5511,6371.6492,-3406.7457,405.3286,5684.9032,-3821.7629,-6835.8174,2181.0905,6178.5464,-3007.9944,6180.9240,3981.5736,4024.8125,-4351.1343,-4549.3497,0.0000,2310.0504,-4071.2891,5526.5057,-3606.2502,-2273.9185,3309.1650,525.2984,2346.2247,-5173.3333,4279.6058,-534.4841,687.4926,-3176.6519,-81.5029,5920.5858,-1617.4373,1688.1588,-4583.8446,-5414.3163,-2387.3868,-6210.5741,-3195.0345,4608.7606,-4316.6634,6390.4791,3669.4931,882.2598,4201.3233,3016.4483,-4501.4348,1325.0738,-2490.5634,-3844.3489,5591.4869,-4589.3245,-1398.6654,2039.7032,-3390.7047,-4523.7744,3335.0983,5857.4859,819.3825,4009.7900,-5756.5641,3270.1607,-1358.7575,-925.5254,3423.6506,-325.9576,-845.8801,725.2885,2711.9128,1425.0556,-2265.2051,5455.2077,3115.6173,4134.2978,6300.3528,3222.0753,3990.9388,-1515.9991,-519.2922,-4273.7703,-4784.7936,-4101.8914,5445.3342,-3829.2438,-364597.3840,-361141.7883,-379111.5720,-375398.8579,-365260.6285,-374690.9836,-372989.8917,-375180.5835,91878554.2427,91878665.3891,91886983.3297,91889861.4469,-373534.2167,91881253.1027,6837.9571,3438.2478,-122.4367,-2943.7687,-1474.6910,-6386.1503,-132.7387,2938.9368,-6419.9093,-1975.2989,-3491.8315,1496.8037,-2308.9936,3469.9896,4235.6724,0.0000,4863.2035,5229.4286,-1260.8018,-4946.9737,-5770.1984,-454.7634,-5015.9342,59.2538,5575.1736,-142.7666,4083.3763,1368.5862,-3758.4470,-3108.3658,-866.3163,1755.5102,0.0000,-5767.1661,4070.0534,-802.1960,-4293.5868,-2243.1142,-5898.0975,-4477.3520,594.9872,-4233.5133,3205.4971,-2371.3874,2465.1475,-4495.1423,-4170.1348,-69.3962,-5495.7638,-3787.0950,1540.2331,-2674.8165,3447.1824,2905.2655,-1922.3795,3304.4765,-1868.9488,-2209.6427,-1971.3181,5727.1662,4485.8870,4150.9688,-5190.8724,-4394.8270,4665.1960,2477.8347,-827.3500,-3310.4340,6145.8769,-6585.9932,-5993.3151,2412.3627,-5818.4326,2553.9066,6142.8959,969.8311,3830.2060,3376.1107,-6471.4878,5852.3904,-5046.5650,-5065.4641,6108.1520,5831.4205,4466.3695,4116.1223,-4817.5293,-2205.1035,-3319.7661,360.7258,-1526.1025,4448.2009,1382.3050,-6297.3783,822.8772,5349.9310,1590.3314,-3429.2529,-1556.4926,-4344.4678,116555.2967,143730.1885,133960.2443,133511.0463,129930.4810,130879.1951,136336.8074,132765.6761,128273949.0394,128330135.5857,128289038.8834,128302141.7261,132014.7893,128294148.2967,-169.0030,-4111.7011,906.6656,2888.3968,-3582.3467,2596.9116,-212.9127,4014.1932,-1357.5596,6452.9691,-2601.4807,-5504.7111,2204.0933,-5352.0322,-5495.3186,0.0000,3853.6400,3774.9302,-1291.4882,3217.7768,3780.0667,3690.5959,2303.8391,-1088.7896,3416.8520,3055.4231,4687.3952,-2700.1826,-4144.0864,-4697.3977,4849.8132,-4532.0154,0.0000,3111.2821,3686.4212,3783.0874,4078.6810,6134.3463,-1057.3151,5190.5418,6495.7046,1805.7107,4205.1043,6478.9400,6434.0362,-4238.3198,-5534.6470,-3197.5102,-3885.0898,5489.1608,-4897.2392,3295.3904,5471.7448,981.7676,5810.2127,-3915.7348,-5070.7976,-1404.5139,5422.4491,-3769.7899,-3225.9430,4570.9922,-919.9804,-5106.0035,4182.3729,-5166.2547,3842.0078,4146.7595,1916.8984,205.0253,-846.1820,-4668.4892,781.6649,-2623.7351,-2979.7955,5513.3513,-675.5195,-4881.6048,746.9774,-3535.6406,2918.7787,4713.5237,-3080.8855,-3609.0492,4622.0335,-5321.5770,-4386.4202,-3575.4026,-5203.5824,-5487.5401,2340.0258,-3936.4989,-5427.0347,-2307.4582,-6883.7724,971.0970,-4633.1994,-4087.4133,3751.1975,-3449.2604,62659.1863,56467.0402,63228.1775,60651.9104,66408.9030,63514.3354,52740.8558,61273.7653,-71321754.9900,-71305863.8745,-71302027.3697,-71314474.8751,61543.7222,-71320310.4374,
7200.000,-2482.8218,-4080.2350,-4487.4097,4955.6681,-1804.2315,3352.3467,5138.9248,-5071.4390,4050.9667,-534.2658,4307.2206,2123.8138,-2859.4334,-6045.4916,-1125.2041,0.0000,890.2449,-4563.8384,-4132.5572,5274.9405,3289.0418,-5703.2052,5183.0272,5008.2074,-4103.6694,-6507.7363,-622.4768,-6629.6431,504.5601,-1608.5970,2308.6397,2017.2588,0.0000,-2380.1307,3065.9046,-5224.6250,5197.5327,5798.7109,-1197.3553,2627.9550,-4652.3869,1387.9458,-5222.7148,4803.9528,-4608.6156,-443.9681,4171.5574,-5773.8884,3772.9608,1887.1855,4846.9890,6687.2303,-488.8451,3575.9279,6333.8797,-4022.4664,3915.2105,-5177.5153,-746.9992,-4076.2018,-4707.5731,-4348.1406,3900.7764,1492.9050,-816.4499,3094.5072,-2012.0227,5768.8194,-3275.6224,-4.2657,2991.8323,1906.8254,460.7720,-4298.9560,-2649.2998,-4945.3742,4525.0669,-6437.9818,4072.8102,-859.6894,1029.9574,4189.8256,-884.7785,-2735.0448,-4234.1759,-5174.6122,4878.4077,-1579.0487,-1548.0353,-4045.9010,-5802.8428,-5700.0356,-5834.7755,3194.7422,2590.7614,2009.0221,5043.8814,6681.3433,-4828.5842,5827.7756,-382011.5103,-385620.5840,-399949.3318,-394519.0326,-386354.8438,-399079.0636,-393887.3649,-393079.9825,55523177.9048,55512560.1758,55532704.0915,55528585.8409,-394789.6010,55524693.4210,-5208.5748,807.4634,2146.5907,-995.4379,3674.8736,3899.9876,-1692.6411,1172.8160,2944.1699,5728.6413,-181.6065,-5365.1606,4282.4890,-2072.3800,-6714.2181,0.0000,-6826.6187,-5164.7984,4068.3210,4081.0410,3934.4140,3699.5037,3249.9913,-2499.8064,-5474.8119,1875.2246,-5909.3301,314.3560,4147.2388,6072.8884,-4717.0173,-5996.6124,0.0000,6267.7922,-6071.7684,4274.4257,560.5352,2622.4837,5783.7989,6004.6288,2917.9426,3114.5104,1431.7760,857.5144,-3495.5355,1175.0317,3851.3836,3312.0298,5794.8318,5718.3087,-4689.8727,1240.9983,-6103.1114,-4370.4245,2005.2273,943.7364,-2544.3460,3464.2971,5473.9240,-3092.3840,-4784.6885,189.3360,4128.6417,6448.4462,-6647.5130,-5817.7341,3611.2360,3991.5915,-3528.5882,5684.2929,4804.4826,-5484.5478,5297.2668,735.9844,-6157.5166,3086.2028,-3297.5685,-1853.1675,3105.1302,-6800.9170,3937.2589,4276.5552,-6702.0219,-6290.7962,-754.8425,-3781.6153,4849.1840,3804.7070,6363.8427,3986.1314,3070.1726,-3537.2155,2142.1973,3052.9906,3965.3379,-6050.0424,-4571.1375,569.4877,4785.1257,3031.9002,22316.5437,47182.6273,37194.6172,38264.1410,32511.3310,32769.7592,38610.3794,33483.7168,147720558.8869,147777380.9615,147742260.2745,147753700.0590,33900.9647,147740862.7484,-3859.5219,5502.1235,-4716.8716,-4689.1177,5469.3964,-4646.9262,4239.9503,-4571.5234,4412.2847,-3928.0590,5342.0321,3750.2422,-4566.2968,2588.7839,1332.4813,0.0000,-689.4222,376.5642,-3200.9400,1412.9374,-4643.2908,-34.0549,2764.3784,4061.2624,867.0325,1302.2747,-3538.0244,-1817.6027,5434.0707,2892.1337,-3970.3050,2050.9502,0.0000,1818.6480,731.1347,-34.5434,-4566.5814,-2724.9833,-3466.6857,-2108.2771,-4245.5845,-6032.9723,-4133.6468,-4920.0185,-3822.0006,6820.6439,3956.2184,-974.9391,-194.1852,-3350.4459,1340.1208,1064.0482,-3194.1729,-4016.7713,-1896.5110,5500.2013,5085.5146,-2984.3688,-4049.7055,4634.8708,-1777.4348,-5333.1454,-3982.6413,1798.4640,-833.4230,2021.5634,-5455.4505,263.1760,-4486.5623,3902.3202,-4021.0310,3776.3970,-4168.0376,5341.8275,-1529.1657,-3689.9253,-4120.9007,982.2542,-4255.8282,-751.6598,-5408.0548,-3500.9206,-1334.8233,-684.3987,-5504.3268,2470.6605,454.2335,5501.6396,2190.8031,3866.3427,2097.0342,-779.6807,2922.6965,5256.3308,5071.8135,2676.0001,698.2901,523.8108,-135.4956,-1497.3754,61206.6202,55342.3598,60913.0364,62120.6618,64669.8809,58863.9145,52142.2526,60398.7798,-71342744.4790,-71332188.7974,-71324768.0951,-71342455.5394,60404.9923,-71344428.8152,
