sl_100_5400_20310112 Coordinates.csv
2031/01/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:28 2024,
Start: 2031/01/12 07:47:00.00, Stop: 2031/01/12 09:17:00.00,
TIME_UNITS,STARLINK-4275 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-31734 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-1761 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-6261 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-5608 - X-Coordinate,STARLINK-4071 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-30818 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-31734 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-1761 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-5608 - Y-Coordinate,STARLINK-4071 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-31734 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-1761 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-5608 - Z-Coordinate,STARLINK-4071 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1102.2025,6135.0067,-1913.0656,-2542.9161,-1816.6826,-5901.5661,-2312.4049,-5092.1577,-3659.7680,-1130.4231,3458.9421,5119.3172,-3970.8148,-2857.4130,3271.2668,4063.8067,5850.0273,1621.3510,-939.9888,-2312.8311,1547.1083,-3011.2763,-5051.5189,-2965.0204,4340.5352,1623.5440,-2404.2774,-4775.6926,1874.4354,5098.3362,-5030.1425,5342.9814,6491.8862,6650.5582,-4107.1501,5874.0079,-739.0422,-6520.0519,0.0000,4364.9474,6551.0821,213.5793,-5020.6420,-1672.1324,685.2538,385.1413,2123.0528,-1027.9609,-434.4439,1015.2127,1281.6518,-3085.3465,5642.1424,4029.9765,4188.1418,-843.3532,-3506.0001,6341.3415,-2532.5449,-2500.0306,-395.8557,4068.1017,-165.7285,330.2213,-4272.8185,-3090.1852,-5472.5263,5324.9956,-3860.9056,3832.4220,6196.3136,5387.8428,-5561.7515,-3665.0820,-1698.7945,-5693.1942,2442.5258,2016.7141,-3902.5640,6604.1528,-5433.5755,-1207.9180,6594.7436,-4885.5016,-5800.9035,-277.6937,4461.6144,4941.1283,-1215.5460,2885.0496,4523.6862,-4819.1405,-6306.1758,-1975.8280,4645.0268,4469.5589,5767.6192,-1990.0063,5162.6768,4785.7005,-75068.1038,-109296.1564,-87730.9137,-87263.3627,-93022.0947,-93032.1767,-94867.2928,-92505.7809,-199228696.4725,-199248067.8559,-199260910.3478,-199237904.7328,-91519.6635,-199241905.9369,6768.2957,-2697.7197,4800.8110,-5691.3661,-6347.5595,-1961.2807,-6307.5364,-4016.9212,-2043.4704,-6342.7378,-5879.3735,595.3369,-1182.1834,5417.8543,-2773.4652,-4296.9731,2916.4047,-6606.9000,-6098.8236,-4435.6935,5357.6216,-5616.1961,421.7379,4091.2121,-4640.0259,-3954.0501,-5835.0323,-4979.8048,-6030.6502,1123.9073,-809.3984,936.6723,2235.0264,549.7265,-4188.7811,3400.0024,-4973.1368,-1227.2505,0.0000,2947.6873,2270.5235,5529.6312,-4128.9122,6508.3609,4191.0296,6233.5075,4654.9570,-6573.8617,1287.9281,6675.4484,6090.8119,-4365.0682,3886.7505,731.5301,3638.2532,-4878.4891,-2144.2731,2467.6404,-6065.8867,-5285.3928,-4214.0398,-3115.0798,4125.0377,-4475.9637,2638.3325,5706.7731,-4095.6143,-4209.9933,-4779.3270,-4120.4810,-876.9869,-2625.4827,-9.6991,3099.4078,-6381.0617,-2576.8370,-6375.8808,4562.7571,-1615.3335,-1842.5955,-1063.2763,6563.5575,356.6202,1829.2878,1912.8256,6874.2622,-4121.4207,1378.9143,-6764.9471,2984.7108,4433.4447,-4079.9514,-2374.9036,5026.2616,3151.7031,-4355.1698,1132.0349,-5213.1639,2922.5520,-4107.0561,-377354.8243,-382003.1989,-386906.3733,-381630.1093,-374979.8208,-378637.8920,-384791.7657,-384184.4577,-78474392.0847,-78458290.4883,-78452750.3739,-78467734.1230,-382772.9955,-78461985.5277,192.8867,-1516.2557,-4596.3690,2724.6786,-289.6432,3054.0503,1467.3971,2354.5919,5464.0347,-2480.2589,1052.2188,-4502.9843,-5494.4390,2944.3660,5397.5941,-3483.0425,2057.1399,1224.2659,-3047.9523,4635.0015,-4017.3100,-2852.0834,4561.1078,4704.8319,-2797.3621,5362.6984,2727.6808,465.0176,2853.4880,-4450.2565,-4678.1729,4144.3854,837.6032,-1386.7660,-3680.7135,1026.8397,-4683.9784,574.9159,0.0000,4499.4766,-537.2537,-4016.8067,-1991.4794,1437.8529,-5302.6365,2894.1725,4625.4146,1901.5024,6795.4675,-1488.5621,-2929.6394,4253.4434,869.9330,5464.2480,4023.1559,-4772.6466,5449.6551,-1263.1568,2176.7661,-3094.0676,5184.3917,4651.8556,-5514.4780,-5017.8201,-4544.3829,-2327.4081,-217.7892,-1386.0711,-3168.4437,-4047.0028,-2826.4951,-3488.6820,4060.1128,-4940.6773,-1733.2506,2944.8144,-372.2989,4636.6365,-5317.0566,661.4775,3998.3127,1070.3181,-1949.1465,4519.6566,-3177.1914,607.5880,3155.5338,4523.8858,-824.9790,-5494.6759,-2694.0262,-2472.8634,1213.0958,-4357.4091,-4051.4786,2994.7702,3630.2299,4067.7006,-3374.9579,2880.9371,45271.1123,40591.8769,44600.5043,41711.1394,47502.5373,41667.1335,33318.9715,41716.6042,-34561590.9344,-34601995.1466,-34556957.5282,-34577513.0628,42092.5887,-34571023.2174,
300.000,150.5643,5685.9496,-12.9759,-3727.8020,-2878.6479,-5616.5577,-3478.5495,-5183.6860,-4807.2387,-2747.6477,2383.0649,5469.4110,-4331.1646,-1485.7124,1424.1789,2242.3970,6589.6246,-4.6411,-2155.7283,-4154.1806,2731.5359,-4353.6460,-3779.6372,-1081.9719,3306.8232,-167.6728,-3760.3163,-5692.9316,831.9136,6082.1282,-4969.3357,5950.9810,6767.0600,6137.4157,-5616.5415,5955.1315,-2817.4281,-6539.3166,0.0000,5635.9077,6495.0954,2108.8872,-5181.0311,-291.1635,2638.2512,1690.8439,2126.4314,-2575.8528,-2412.8184,2230.8277,2762.7105,-4844.8722,6377.3301,4326.8189,5657.3337,-2411.6846,-4322.9535,6836.0705,-3260.5654,-3334.2257,-2392.9460,2421.4652,1994.7088,-1557.3875,-3167.5182,-1514.2441,-5957.0079,4356.7510,-4654.5117,3137.2650,6206.0051,4906.6712,-4744.3711,-2956.8882,-2724.5171,-5605.7359,1226.2321,3914.6588,-4111.7214,5778.4277,-4595.2209,12.1464,5840.1044,-3227.3245,-5809.7388,952.6758,2719.0395,6014.4108,-754.2782,4434.4694,5691.8536,-6014.1526,-6712.4761,-223.7900,5958.2147,3496.6615,6493.7560,-3871.8059,4913.5592,3902.1567,-67040.6288,-101246.5789,-79714.3258,-79311.6144,-84943.5744,-84822.3765,-86759.8240,-84567.9632,-197461974.9371,-197481039.8265,-197494573.1015,-197470526.7117,-83396.6888,-197475123.2132,6564.0100,-3843.1954,5636.3152,-4220.7782,-5569.4330,-69.9391,-5924.4395,-2426.9390,-265.6103,-6244.7129,-6434.6678,-1444.9134,956.8161,6440.3285,-3932.0212,-4496.3753,1867.7389,-6389.2211,-4859.0758,-3340.8430,3819.5843,-5328.9268,2056.5142,5129.5462,-5935.7463,-5010.7265,-5668.0907,-3777.5634,-5123.7309,-338.3209,1345.7021,-933.6928,1058.5799,-1047.8932,-3164.8216,2032.4718,-4412.8555,18.6986,0.0000,1352.9590,980.4612,4627.3809,-2593.5799,6126.5429,3189.0902,5133.4170,5964.7865,-6412.1880,2204.4253,6534.5917,4897.4638,-3421.9474,2567.1785,-1409.5533,2882.9922,-3498.4889,-115.3472,1033.6188,-6110.8449,-3668.7264,-3261.7737,-4509.7386,3982.3450,-5127.3199,4443.5217,5531.7578,-2952.3199,-5382.9501,-3015.4485,-5601.1553,-2553.3615,-4340.3934,1918.6075,4867.0717,-5294.8512,-679.6170,-6567.4233,3551.4025,571.1373,-2867.7942,699.3387,6717.9185,-958.7498,3008.3997,3357.1259,6420.6234,-4430.4102,-57.0791,-6730.3681,1516.5566,3741.2589,-2955.7870,-1218.2838,5968.8659,1762.4708,-5742.1308,1781.4658,-4819.9642,1122.0155,-5528.3283,-378762.8156,-384172.9970,-388856.7455,-383686.5525,-376802.3446,-380649.6220,-386595.6696,-385946.3752,-82806143.1199,-82790179.6362,-82785029.1888,-82799236.3848,-384624.4377,-82793798.7299,1979.8545,295.0646,-4007.8468,3814.4400,-2095.9436,4053.1438,-344.6165,3849.0860,4925.5244,-1047.4297,-765.7068,-3851.2153,-5261.2973,1589.9870,5480.5326,-4677.1191,279.5004,2632.4305,-4373.2109,4254.2077,-5019.5114,-1172.3547,5288.2653,4492.9762,-1419.0545,4681.0400,1017.9512,-1079.3765,4588.0988,-3152.9579,-4619.4016,3214.8226,-978.9475,-2775.2053,-2528.1178,2736.6643,-4448.3400,-1269.5322,0.0000,3795.5284,-2290.1093,-4571.7503,-3559.2079,3093.3514,-5387.5401,4259.0178,2742.6263,402.7198,6113.4326,318.3507,-3964.1589,3391.3999,-678.3052,5092.6773,2583.6566,-5407.1355,5281.3864,275.3081,80.7914,-4380.8462,5331.3579,4657.1015,-5254.8526,-4074.5648,-4010.9247,-3828.3305,1592.9648,146.6529,-4127.7962,-2611.2527,-1450.2587,-2273.3580,4605.9726,-3874.0661,-3341.7964,3976.8417,1445.7736,4295.9619,-5373.8577,2407.8699,5001.4497,-764.6616,-3522.4422,5306.2632,-1536.2704,2353.1274,4450.0433,3260.9639,1419.7597,-5045.2682,-979.7639,-1030.4046,-605.8331,-3531.7869,-3051.2677,1655.0210,1554.7023,3079.1792,-4603.5892,1518.3338,45154.1033,40451.6603,44486.4113,41453.8012,47400.8351,41851.1291,33169.5785,42048.8346,-34562812.4770,-34603258.5312,-34558570.3763,-34578482.0490,41985.0413,-34572410.3645,
600.000,1410.3011,4656.8166,1863.2782,-4567.5020,-3636.1266,-4817.2696,-4295.8540,-4791.9189,-5512.5776,-4086.3281,1060.8150,5301.7781,-4313.4446,23.2947,-533.0757,175.8330,6654.1810,-1653.0997,-3202.5600,-5587.1993,3694.2955,-5265.8995,-2154.7369,882.0353,1966.7951,-1904.5924,-4726.4629,-6061.3526,-349.5994,6461.3269,-4469.2619,5976.6632,6372.1305,5006.4549,-6577.8724,5448.5826,-4621.7956,-5830.4131,0.0000,6379.2759,5813.2034,3820.1181,-4832.2812,1151.5984,4344.3757,2872.2321,1857.5651,-3869.1644,-4168.9726,3227.4395,4006.3241,-6115.1063,6490.2263,4234.3084,6543.5552,-3785.5787,-4748.6608,6664.3208,-3652.5791,-3842.7924,-4156.7220,568.8028,3953.3309,-3247.4316,-1770.8928,244.2382,-5838.0259,2963.7085,-5033.6996,2160.9412,5603.8059,3969.8307,-3494.1646,-1995.2683,-3507.0442,-5001.4471,-132.3977,5426.0741,-3951.8690,4364.9738,-3323.5393,1239.7726,4509.1738,-1268.6842,-5242.9297,2114.3478,681.1797,6485.0923,-230.0749,5570.7780,6279.3203,-6581.1331,-6431.8346,1522.8205,6699.3641,2198.8271,6498.1318,-5364.5445,4200.6285,2654.3760,-58988.6165,-93152.8047,-71661.3108,-71335.2126,-76828.8745,-76560.1547,-78616.9952,-76506.4687,-195601091.6254,-195619846.7649,-195634055.7769,-195609018.7031,-75236.3365,-195614176.4066,5693.7559,-4600.7663,5951.8172,-2320.1106,-4148.8479,1852.5793,-4939.5909,-568.7781,1500.4094,-5538.3804,-6349.4989,-3321.7163,2984.6278,6799.5956,-4750.2286,-4289.7010,631.1460,-5557.5200,-3142.1624,-1945.4466,1913.1000,-4535.6251,3525.6481,5701.1865,-6654.3872,-5596.0037,-4934.5339,-2198.8692,-3720.8193,-1733.5660,3369.3442,-2686.3787,-233.7942,-2564.4124,-1857.4027,432.9019,-3456.4517,1277.5295,0.0000,-341.6120,-429.1747,3292.6938,-762.3305,5137.5361,1908.4359,3530.7413,6626.1218,-5627.3438,2805.8487,5740.7859,3231.8417,-2165.5524,990.1183,-3389.9373,1862.3871,-1803.1556,1899.1822,-503.9208,-5528.5178,-1635.2471,-2007.9848,-5500.0543,3499.6216,-5263.3560,5797.7233,4832.8988,-1489.6901,-6033.3919,-954.4842,-6522.4996,-3963.1284,-5625.1396,3684.4391,6144.3631,-3659.7596,1305.7067,-6086.8067,2217.4431,2692.1672,-3630.8817,2430.5613,6155.7644,-2215.9547,3943.4641,4448.8943,5328.3614,-4333.4617,-1452.9717,-5954.3913,-56.8269,2680.6213,-1534.1776,69.9999,6355.8068,230.1113,-6565.7496,2255.6202,-3982.7623,-824.2498,-6408.8611,-380000.5384,-386173.2839,-390633.3677,-385583.3836,-378454.5583,-382506.2147,-388227.8759,-387437.8229,-87098154.2825,-87082313.8114,-87077582.0791,-87090947.4594,-386303.4877,-87085869.0057,3547.8649,2073.8705,-2987.8384,4472.5743,-3643.8618,4617.8794,-2118.8803,4925.8166,3850.8662,499.0368,-2500.6424,-2771.6468,-4454.1925,55.0836,4968.9584,-5356.7977,-1529.1288,3756.1270,-5221.2438,3396.2093,-5472.0613,630.3778,5422.4597,3795.2572,110.6512,3483.3548,-803.4486,-2507.3992,5831.6289,-1507.5017,-4063.8521,1925.4056,-2690.0565,-3851.3790,-1104.0274,4144.5246,-3724.3953,-2961.0195,0.0000,2684.9891,-3799.8324,-4618.0175,-4723.8918,4408.7512,-4862.2162,5158.5500,562.2707,-1139.4216,4779.7128,2090.8290,-4565.2053,2150.5890,-2153.1322,4152.8308,858.2237,-5450.7108,4523.0310,1784.0905,-2023.8920,-5131.4236,4846.7535,4162.2594,-4423.6681,-2656.4785,-3017.9052,-4913.4043,3225.8771,1663.6059,-4642.3260,-895.8125,85.8131,-814.8362,4649.7047,-2385.2182,-4576.4808,4578.9815,3102.3597,3471.5130,-4821.0922,3891.2386,5445.9471,-2511.4395,-4711.6144,5518.8503,272.6523,3843.6708,5250.3564,1635.2505,3511.5719,-4046.3866,841.7492,529.9610,-2357.5122,-2329.4883,-1723.1371,137.3455,-688.9053,1757.5423,-5317.3897,-6.7223,45036.8170,40311.5378,44367.5325,41199.5747,47296.4405,42035.8455,33024.5058,42376.0402,-34564038.1716,-34604517.9659,-34560186.2792,-34579422.3214,41877.4704,-34573797.3235,
