sl_20_86400_20310906 Coordinates.csv
2031/09/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:56:05 2024,
Start: 2031/09/06 07:47:00.00, Stop: 2031/09/07 07:47:00.00,
TIME_UNITS,STARLINK-31546 - X-Coordinate,STARLINK-2524 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-30816 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-2496.0082,151.0504,3849.7673,-2390.2697,-5077.3723,-6653.5438,-5199.3644,955.6723,-3826.6508,-308.6614,-3067.4262,3130.5568,-3848.2458,-3397.6066,2343.6769,-4175.2277,2182.7968,2404.4542,-4859.3434,-265.2373,374606.9047,348789.9312,372998.8545,369972.4387,363011.1537,363189.9270,368643.1281,368373.6816,-151266746.7565,-151289617.7605,-151265812.7563,-151243534.3326,368197.9041,-151246478.6518,-6069.0174,-6632.7198,1630.9811,4728.8619,-2825.9223,-1652.6625,1439.1331,-3028.0291,4032.1750,5449.1936,6009.0182,3284.3519,3294.5424,-3745.5120,-6052.7410,-2662.6139,-4805.4614,-5086.5878,3329.6719,5601.8762,66443.7399,55042.8853,56994.6662,61263.3828,55712.6327,54935.4529,48368.2226,51596.1130,21032169.5977,21019506.7752,21030034.2214,21030016.0951,53244.0468,21034649.0646,1911.6999,-1797.4991,5456.9023,-4427.4405,-3398.4511,-103.4544,4323.2245,-6156.5636,-4135.9793,-4204.6473,498.8027,5201.1377,-4711.7464,-4709.6482,-2399.1747,-4522.4746,4411.8390,-3996.8146,3499.9741,3950.7148,121733.2497,118262.8815,122600.1459,125192.3666,125303.4781,114682.2762,117215.4060,121053.5184,-66730614.6500,-66746553.3841,-66741405.9690,-66736017.7557,121817.3259,-66729953.7831,
36000.000,4611.8866,2127.9766,-5810.4831,-1847.9648,3578.6932,5365.8563,4798.6231,3545.2895,1937.0869,-2962.3639,452.8217,-4808.5852,1121.0073,6106.3903,1137.7391,3691.2842,-487.0892,1660.6857,4226.7674,-3116.3255,344687.3116,323706.6717,348495.7415,344407.0929,337233.9597,337782.5046,343443.3079,342669.1650,-151579867.3676,-151597281.5458,-151573618.1190,-151553029.8923,343163.8858,-151560098.4765,4607.5675,4104.0300,1881.9586,-5171.8198,-1917.5353,-583.4893,-4716.4113,1375.3260,-6538.6865,-6090.7530,-5384.9967,819.4676,-6094.0083,845.2904,5039.1881,-2755.1913,6847.6515,3795.2175,-5315.4661,-2740.6441,156961.0253,141137.8993,146112.6043,151055.3405,147072.1895,145315.1532,139071.3325,145319.8117,-18869495.9260,-18890892.8823,-18875410.6541,-18863989.9479,143716.2524,-18865947.0610,2052.0392,5075.0233,-3180.3079,4169.9588,5355.2400,4219.7829,-1622.0198,5777.8636,1181.3575,1236.4052,4061.6149,-4898.8176,3060.3752,3105.8292,4592.1715,4858.9875,-512.8703,5503.7092,927.5227,-5475.0756,122059.8574,118607.0388,124361.2963,124635.5970,127011.0011,117130.9079,115740.9855,123013.4514,-66759352.5188,-66774371.8449,-66769678.0675,-66754971.5669,122475.0593,-66755613.9261,
39600.000,-5071.5276,-4793.9858,5628.0906,5021.3848,-1489.8898,-2034.2618,-2857.5867,-6586.2593,360.2494,4689.2664,3535.5785,5587.4401,1287.7672,-6693.8196,-4785.1842,-2378.6825,-1309.6663,-5467.8847,-1215.1242,6066.2293,293473.4334,277876.5520,301847.0177,297431.4656,289592.2129,291034.4631,296211.8926,297103.3185,-141544141.5898,-141554261.8304,-141531485.9873,-141524922.6794,296280.0477,-141525272.4183,-689.2863,-328.8604,-3761.7041,4572.1748,6028.0224,3713.3731,5939.6453,-1002.0034,6449.6768,4354.0521,2337.0318,-3784.7168,6775.3651,1635.9560,-3090.4196,6226.0381,-5624.1146,-2390.5750,4820.6019,-171.8718,236429.3736,218199.5020,225799.7776,230999.5581,228731.2153,226351.7162,220740.8440,223432.3938,-57497038.2834,-57525373.7808,-57503706.5713,-57486939.3953,225046.8266,-57492782.1297,-4543.4376,-4918.9855,-1247.0392,-1236.0151,-2598.9603,-5398.8263,-2109.4517,-1881.7665,2472.5072,2535.8894,-5280.9715,1469.0475,499.3550,465.9455,-3931.4141,-723.6443,-3757.7312,-3464.7895,-4726.5602,3204.7549,122387.5060,118971.1748,125606.1960,123779.8615,128174.3065,120298.1156,115042.3810,122873.8344,-66787841.6178,-66802092.6092,-66797173.2595,-66774390.1569,123122.0487,-66781267.4186,
43200.000,4332.9085,6225.1424,-2594.8626,-5981.5269,-704.8448,-1118.6787,-567.8862,6097.6249,-3154.0273,-5069.7790,-6390.7366,-4171.2763,-3339.1330,4545.0331,6811.8690,-369.4602,3588.9878,6783.2224,-3169.8157,-6429.1067,224749.3277,214206.6287,236089.4261,232276.5572,223132.5065,226828.1545,229968.2876,229446.8326,-121841254.4787,-121842763.7260,-121822628.7335,-121830672.9614,230528.7331,-121823454.0384,-3770.0044,-2552.7715,4168.7033,-2356.1703,-6216.6224,-6167.6035,-5211.8122,742.5600,-4086.4963,-500.4403,698.3648,4698.4668,-4747.4985,-3599.8629,897.0750,-5289.6450,2034.8031,923.4535,-3164.8214,2051.8978,299955.0466,281353.5548,291072.9435,295380.7220,295624.8104,293131.9216,287933.7458,293445.2576,-92212399.6166,-92245529.6405,-92216505.2052,-92206123.1678,292057.4261,-92207948.5707,3698.9041,1388.6967,4813.3449,-2516.1799,-2482.3831,2769.4896,4506.6596,-3202.8585,-4623.6839,-4638.7264,2098.8653,2867.4245,-3763.7104,-3758.8307,797.8736,-4105.3881,5500.9293,-852.3835,5181.1099,1251.2836,122734.8789,119357.1860,126174.5683,122796.5182,128904.6093,124176.9482,115006.3129,123739.6338,-66815898.2887,-66829704.2829,-66823598.0858,-66798512.0584,123758.2561,-66806914.2425,
46800.000,-2578.6906,-4844.3266,-1966.1716,4955.6257,3259.5345,2916.2955,4351.0746,-2697.5799,5663.6561,4511.3819,5576.6328,437.7966,5017.0012,-660.3693,-6154.3867,4081.0674,-5638.7027,-5000.4088,6376.0967,3524.3311,143496.3293,136718.9555,155397.5060,151768.4472,142156.5026,151343.5863,149012.8899,151450.2084,-93813244.0633,-93805403.5621,-93790732.5749,-93805844.1087,150093.5667,-93796405.8355,6330.8863,3786.2873,-4079.1522,-1265.4199,2450.4791,5943.2655,3478.5216,979.1203,823.3191,-3706.5071,-2609.6336,-4281.6073,993.9781,5070.9732,1417.6684,1423.2971,1612.9893,1201.8779,1518.2539,-3326.9972,343881.4812,326600.1000,337891.3726,338796.7292,343591.1224,341460.9954,336274.6258,339289.1209,-120643798.6848,-120679350.6791,-120642553.5453,-120645295.0544,340480.6208,-120639681.1779,-179.5139,3061.7268,-5188.8094,4623.9891,5341.7209,1779.3138,-4109.6258,6290.8491,3880.5789,3641.9690,2796.9956,-5409.5496,4644.3588,4633.1633,2816.0445,5112.7213,-3610.9628,4585.3172,-2014.8979,-4869.7574,123145.3983,119767.3314,126084.5556,123471.1972,129262.5789,126371.0022,115573.5390,124678.7546,-66843366.4464,-66857194.8516,-66848616.2621,-66825968.1763,124383.6442,-66832554.3795,
50400.000,-391.5791,810.1264,5455.9387,-2988.2509,-5349.5907,-3807.7138,-6678.0049,-909.7764,-6603.1977,-3016.7177,-1242.1670,3856.9782,-5827.9257,-3049.3298,3271.9870,-6207.9468,5766.0609,1579.4560,-6343.1420,986.3755,55713.2293,50299.4033,64823.6709,59289.7571,51907.4172,64483.1036,58604.1856,58670.6888,-59371049.7376,-59353746.0421,-59348045.3480,-59360938.4938,60093.3349,-59354819.8462,-5868.3836,-4113.3531,3639.0340,4958.7517,2110.1376,-2551.9661,-1402.7890,-4046.9790,1936.5984,6186.0433,3891.6703,3535.4564,2649.6959,-5645.2582,-3903.1199,2101.5166,-3698.7471,-4040.4520,280.0952,4469.4973,366250.5157,351061.2203,363349.2724,362944.0373,369676.3923,367811.9305,362688.6148,368097.8637,-140847774.9375,-140883280.0964,-140839896.1298,-140856076.6018,367231.5976,-140844396.9823,-3497.5951,-5450.6665,2077.9053,-3762.1804,-3499.8619,-5104.6925,1135.0224,-5545.4760,-759.7650,-239.5181,-5400.1099,4502.1370,-2620.2310,-2563.4336,-4686.7692,-1414.0257,-710.4023,-5368.1082,-2594.0448,5108.7133,123760.7687,120204.3493,125527.8473,126691.7374,129281.1348,123484.8352,116723.2907,124424.8604,-66870127.6862,-66884551.4660,-66871913.1682,-66855197.7152,124998.1769,-66858187.8113,
54000.000,3934.5557,3638.6800,-6101.7218,743.0231,4800.5841,4381.5416,6373.4217,2591.8272,5031.1358,273.9775,-3532.1192,-6360.9570,4839.3690,5142.9697,275.3700,4230.6014,-3043.1980,1444.0569,3296.4051,-4417.5294,-32139.4662,-39606.7998,-29973.7836,-36190.4196,-41770.6253,-28869.8083,-35413.4633,-32208.7438,-20864188.8047,-20837961.4735,-20844378.1528,-20847810.7609,-33743.6753,-20848059.0139,3164.6698,4129.1988,-2089.2644,-6845.7915,-4483.9350,-2103.2581,-905.3540,6272.9731,-3803.1669,-6018.2188,-4577.4677,-2591.6648,-4822.9137,4462.6499,5886.3416,-3739.2117,4186.1690,6200.7839,-2714.7345,-4921.5388,369235.2960,353159.1361,365818.9238,365407.2961,372344.6946,371070.6611,365588.9978,370030.7942,-151442017.7871,-151475065.4796,-151428555.5124,-151452824.8828,370604.6410,-151439556.6096,4598.4578,4105.2080,2395.9621,453.4933,-1463.4603,4826.5349,2529.7403,1369.9327,-2867.4516,-3341.7032,3503.4562,-762.1325,-1070.2839,-1163.0409,3614.9896,-3617.5612,4528.8300,2644.0206,5353.7067,-1849.1527,125430.1899,120671.6130,124818.2980,129088.3967,128976.1479,120999.2733,118467.3292,126407.3537,-66896108.9505,-66911760.1997,-66893366.4812,-66885099.4982,125601.8187,-66883814.5197,
57600.000,-6418.3297,-5975.3018,4264.6092,1662.1105,-806.0752,-4234.6599,-3757.9723,-2438.4103,-1404.0572,3258.2669,5615.4616,5928.2122,-1785.6826,-5376.5660,-3020.2386,967.3093,-1450.9843,-3070.4157,544.5167,5327.4925,-124105.8221,-127333.9997,-123026.5233,-128774.9999,-132788.4112,-120800.4826,-127019.7230,-126825.0497,19079541.5952,19113508.4965,19093792.1575,19102029.2232,-125444.1661,19096100.4289,33.1959,-3395.7738,-1098.0783,5917.8885,4294.7204,5263.4612,3510.7954,-5369.2965,4885.9167,3845.8671,3551.7243,675.7761,5292.0221,-1301.0460,-6217.4932,4003.0356,-4077.7728,-5914.4640,5257.2343,3383.5959,354782.4243,332713.6109,345059.8204,344437.5366,351593.5263,350680.9912,344993.3886,350698.4251,-151699907.3086,-151728324.0213,-151684260.8590,-151707619.8835,350381.8810,-151698264.9396,-2368.1692,13.7024,-5294.5059,3128.8769,5106.4238,-1185.1201,-4633.7247,3615.9667,4683.4502,4682.3176,1271.9734,-3488.1543,4068.2156,4126.7579,-299.9542,5278.0136,-5359.8053,1768.6116,-4371.1849,-2713.3265,127749.4821,121173.3480,124307.8052,130730.6311,128354.2943,119460.1029,120851.0958,125137.8843,-66921287.2591,-66938805.7673,-66913301.3293,-66914669.3616,126194.5356,-66909434.4865,
61200.000,6097.4210,5394.7891,-1654.2214,-4195.6589,-4285.5598,2241.2009,305.9720,2253.3014,-2606.8348,-6144.2570,-4543.4896,-3392.9148,-2350.0322,4448.3613,4527.9727,-5412.0281,5199.9549,3823.1938,-3126.6723,-4239.8343,-212008.5334,-207348.6454,-208394.8411,-212825.9236,-215127.1783,-204863.5986,-210452.0768,-207827.8458,57733394.8406,57773337.4201,57742391.3949,57757756.8995,-209169.9609,57750793.8389,-2646.1306,968.8209,4800.4259,-2813.5089,-2974.5747,-5571.0740,-5744.9525,1353.7088,-5299.2554,-1071.1513,10.3250,2420.8287,-4677.1651,-2825.5765,4124.5008,-3368.3895,3681.9121,2720.1826,-6094.8824,362.9718,314593.3581,290952.6859,302283.5191,301143.6556,308973.2797,307797.3942,302596.2617,307778.4102,-141600309.1224,-141622352.1070,-141586847.1050,-141600596.3390,307847.3771,-141599138.1131,-1616.3676,-4150.9540,4636.2582,-4707.4560,-4255.7492,-3315.4880,3834.8682,-6408.6573,-3622.1745,-2925.4103,-5020.0238,5500.5972,-4523.8076,-4469.9800,-3221.5832,-2079.9312,2602.4839,-5061.7057,292.3794,5378.1769,129120.8820,121714.9502,124291.9932,131828.4716,127433.3345,118696.4929,123953.2170,128001.8978,-66945691.1967,-66965671.1898,-66932571.4833,-66942578.3482,126776.2941,-66935047.6933,
64800.000,-2812.5268,-3086.8463,-409.4706,6043.0370,6619.0062,1595.3226,2517.6226,-3123.9701,5265.4172,6685.8593,2083.7955,586.0028,5650.3001,-2868.8258,-5051.4972,5866.4880,-6203.2372,-4351.5075,4012.6682,2628.3076,-286902.1239,-274593.7776,-280551.9104,-283125.4285,-282919.4215,-275463.2666,-280648.1283,-280670.4939,92457798.5130,92501509.2363,92464412.7951,92477279.2713,-279589.5966,92476222.7755,4407.2426,2838.0681,-6812.2188,-780.6686,1148.5376,3810.0923,6412.2112,3249.9564,4485.6072,-1448.5948,-4510.2554,-5573.0010,3369.8175,5972.1927,-226.7414,1066.0470,-2327.0010,1753.1063,3883.7398,-4613.0070,251887.9026,230436.0523,240140.9587,238293.9675,247439.3868,245162.5942,242001.1596,245723.9926,-121829221.5257,-121843764.0659,-121821137.1591,-121822604.4238,245705.6297,-121828016.0461,4394.6686,5434.2361,-904.8550,3231.6978,-383.9014,5462.8658,-660.3090,5247.7702,282.9796,-795.9369,4581.8136,-4048.1595,2120.2433,1942.5374,4712.0242,-3067.3641,1858.4656,5045.4872,3967.4323,-4358.5150,130125.7378,122303.4732,124930.9770,132493.1325,126384.7798,118595.1822,127766.6405,125937.3589,-66969399.0598,-66992337.3884,-66952203.6890,-66966656.2244,127347.0620,-66960654.1218,
68400.000,-1664.0102,768.8323,2022.9309,-5995.5903,-4592.1175,-5461.9784,-4220.5477,4096.7674,-5792.3716,-4367.8000,158.3977,1397.7228,-6600.6639,657.1789,4831.6891,-2817.2283,4575.0773,4393.7194,-4109.0045,-1056.4983,-343147.3591,-324804.4458,-334785.7339,-335294.2613,-330539.8293,-328006.7215,-333203.4610,-331222.8067,120880571.3150,120925609.7703,120888731.4532,120893486.4385,-332217.7317,120899931.1542,-5304.4941,-6119.3243,5599.2854,3402.7921,1544.8150,-1668.7252,-4628.0208,-5507.2212,-2011.9002,3538.8443,6755.2710,6765.4361,-1291.1493,-6631.3434,-3719.9138,2869.7264,-649.0425,-5012.0518,608.3848,6778.1884,171362.5502,154895.6837,162595.2537,159959.1333,169591.3049,166846.8718,169156.8623,168020.3590,-93733157.9461,-93739833.2830,-93731141.8603,-93727887.2537,167909.6873,-93731386.3934,-3990.4241,-3039.1891,-3458.6874,314.3261,4659.1482,-3801.2430,-2944.8159,-894.4677,3197.1923,3968.1765,-371.4742,4.9460,1599.7303,1808.6970,-3273.7239,5352.0343,-5110.6533,-1780.7343,-5458.8202,309.1996,130934.7524,122948.4128,126206.4436,132785.2863,126995.0436,119096.9433,129893.6143,129413.4157,-66992533.7853,-67018782.6851,-66972919.9294,-66985497.7970,127906.8078,-66986253.7537,
72000.000,4945.2879,1022.0501,-3719.6983,3438.8550,285.3767,6832.7900,4996.8301,-3139.3781,4751.6901,381.5581,-2204.9887,-2724.7794,5119.7068,2282.6241,-3506.5256,-765.6202,-1935.6012,-2851.9414,3847.9313,-918.7326,-376734.2614,-354775.0410,-367564.0177,-366110.4312,-359409.5849,-359150.9544,-364299.9127,-364513.5180,141058937.4238,141102901.4481,141071953.2571,141074615.3511,-363700.7700,141078891.6145,4676.0772,6639.4917,-1825.4055,-4725.3026,-4675.9789,-158.3360,878.5250,4670.2142,-1769.2604,-5187.9572,-4851.5802,-4911.9889,-1699.1341,4794.4653,5959.0665,-6085.9681,4376.7659,5687.4784,-4752.1002,-5549.4477,78698.9201,69003.3291,74663.7626,71213.2605,78624.0464,77940.0823,83797.2891,79462.4628,-59227438.6252,-59226706.9225,-59229788.0666,-59228662.5306,79409.7721,-59224682.9877,651.6975,-1454.1380,5485.5310,-3676.6575,-4835.5676,-553.1412,4695.7300,-4040.5472,-4724.0658,-4517.6909,-4175.4885,4014.8609,-4331.3273,-4421.8917,-227.8392,-2709.8776,4939.8085,-2671.0757,3093.4636,3926.7457,131614.8445,123663.0472,127926.5512,132737.8586,130149.8007,120181.0196,126941.2332,126864.0004,-67015254.9875,-67044982.1782,-66995006.3323,-67004914.3883,128455.5011,-67011846.5707,
75600.000,-5735.4378,-2743.7952,5253.8363,711.8379,3078.2336,-4746.6024,-5050.0845,-422.6496,-2971.9662,3257.1104,4266.7369,4071.7434,-2346.2364,-5201.0028,771.9694,2975.3529,-224.0289,-578.8623,-2595.5021,3609.1094,-385318.7102,-362563.0696,-376800.9246,-373736.0578,-366822.6705,-367007.3020,-372517.3255,-371239.8609,151612283.4578,151653108.3134,151631846.6657,151636273.0926,-372030.5180,151632328.4079,-1987.7489,-3913.7853,-2195.8064,5043.5905,5939.5604,2055.2172,3149.9770,-2411.7856,5305.2260,5708.3537,255.5525,911.0332,4851.0959,-1725.9490,-5871.4510,5479.8683,-6714.0375,-4289.9255,6180.9995,2040.7869,-19702.6509,-21921.1823,-17950.6995,-22196.0130,-16586.4545,-15809.7326,-9289.7763,-14170.9051,-20665638.6190,-20658748.0318,-20669215.1641,-20668076.5644,-14161.5974,-20661704.0733,3136.3403,4928.0077,-3872.7894,4647.1096,711.4866,4492.0296,-3534.4123,6466.5093,3294.6904,2047.6222,5233.7184,-5511.9343,4323.9696,4194.8780,3567.9964,-2464.2534,-1509.3507,5358.7583,1424.9613,-5478.0571,132199.8935,124466.9057,129777.3340,132366.7301,132480.1162,121859.1832,124389.9417,130607.0222,-67037748.6201,-67070906.9566,-67018456.9393,-67029033.6422,128993.1125,-67037432.5545,
79200.000,4505.6377,4637.5601,-5230.6447,-4488.0725,-4171.5377,684.4961,3976.8848,4747.6223,922.1925,-5135.4238,-5320.7295,-5166.8841,-402.0145,6687.2654,2908.6050,-3946.3875,1844.3807,4577.1445,-383.5529,-5879.5851,-368313.1495,-347619.4703,-361984.4488,-357852.3303,-350713.6116,-351276.7659,-356991.0610,-357491.1188,151816595.8152,151852835.1246,151842524.7761,151846909.7471,-356672.2681,151836197.2886,-2195.7862,-304.2331,4459.2230,-4537.3101,-3412.8752,-4299.9134,-5659.3090,943.9923,-6858.2931,-4230.6003,3686.3084,2958.2135,-6713.9481,-1142.6851,4172.3107,-892.9088,5942.9349,2359.9420,-4718.1710,1441.9571,-117124.7572,-112243.3887,-109286.8585,-114197.2310,-110153.6333,-108400.1461,-102205.6011,-106599.7070,19320913.4226,19332084.8002,19319568.7559,19323349.4988,-106847.9648,19325947.4046,-4660.1714,-5068.2910,-351.7867,-2632.9856,4018.4665,-5302.5045,152.7661,-4951.8934,147.9461,1766.8007,-1980.4093,3495.3240,-1613.1528,-1303.6823,-4694.5502,5333.5260,-2956.3573,-4594.5276,-4964.6300,3232.5674,132709.7697,125390.7928,131406.8369,131678.5932,134055.8624,124176.8854,122784.8220,127936.1535,-67060214.9320,-67096523.1007,-67043136.1634,-67056460.5338,129519.6134,-67063011.6866,
82800.000,-2306.4476,-5614.8702,2651.3551,6209.0077,3865.5277,2820.7716,-1395.5650,-6882.0815,1569.6632,5238.7595,3585.5416,4835.7648,2613.7198,-5585.1794,-5991.9064,4075.4454,-3482.0498,-6812.5870,4235.6262,5855.0780,-326890.6867,-310845.8058,-324159.7984,-319699.5104,-311879.6532,-313342.5934,-318567.3319,-317701.3189,141654124.8486,141685161.3732,141684632.9117,141685419.7139,-318599.1405,141672857.7200,5808.4299,3558.1470,-4653.3660,2807.3449,-1784.9135,5778.1267,5911.7143,-678.1503,5749.8181,673.6749,-4929.0880,-4882.7838,6038.5016,3253.4072,-1909.2973,-4185.7450,-2390.1503,-689.7535,2010.0670,-3368.2640,-206976.9949,-196368.8152,-193545.2598,-198709.5779,-196375.4521,-194007.3029,-188441.3187,-192934.9196,58002648.7224,58015861.2617,58006399.6730,58012504.9695,-192747.9840,58008449.1493,2763.3667,1733.1587,4313.8554,-1100.8476,-5215.5857,2371.6951,3305.7333,368.9156,-3533.4747,-4423.8968,-2944.0688,715.1752,-2131.4207,-2440.0386,2873.8582,-3293.0229,5426.0528,822.0130,4993.1920,1217.7109,133157.2953,126488.5246,132519.4305,130691.2442,135087.0733,127212.7552,121955.0417,131566.5900,-67082855.4979,-67121790.4116,-67068871.9474,-67085643.7685,130034.9762,-67088583.9488,
86400.000,-199.6636,4233.7506,1739.3621,-5534.1384,-2804.4657,-4316.4244,-2315.8738,5325.1608,-4251.2223,-4220.5013,875.2510,-2157.6842,-4321.0080,2160.0539,6870.3969,-2447.0261,5081.2034,5876.4406,-6676.9904,-2764.5521,-263879.7700,-254607.7484,-265799.0397,-261950.1453,-252803.5158,-256522.1864,-259704.8658,-261349.2508,121814870.4566,121841009.9752,121847128.3408,121841635.3144,-260230.4790,121832529.8709,-6740.0604,-4653.6957,3878.5308,292.3456,5849.5608,-4849.4103,-4504.2856,197.0575,-2765.9717,3539.5546,3968.3619,4784.2222,-2943.6577,-4662.7664,-351.4906,5970.8624,-1741.0863,-1017.4961,285.5231,4000.3931,-283235.1690,-269088.0656,-265450.9145,-269727.3374,-269895.2560,-267433.5977,-262262.1371,-266080.5246,92738047.6750,92751046.5339,92748571.3168,92753748.5497,-266391.0433,92744115.2510,1125.2625,2757.3246,-5418.5138,4103.7229,1777.1979,2199.1954,-4719.0223,4409.2712,4696.3774,4123.4461,5398.7072,-4498.0872,4516.3431,4605.5963,726.5678,-1818.6129,-4312.2650,3454.3531,-1533.0402,-4853.7403,133551.3236,127870.5778,132955.0317,129576.3480,135684.9621,130959.6393,121787.3581,129149.0019,-67105860.1624,-67146660.8041,-67095495.1978,-67115486.8424,130539.1743,-67114149.3226,
