sl_5_86400_20310512 Coordinates.csv
2031/05/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:27 2024,
Start: 2031/05/12 07:47:00.00, Stop: 2031/05/13 07:47:00.00,
TIME_UNITS,STARLINK-30295 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-11183 [DTC] - X-Coordinate,STARLINK-5041 - X-Coordinate,STARLINK-4705 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-11183 [DTC] - Y-Coordinate,STARLINK-5041 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-11183 [DTC] - Z-Coordinate,STARLINK-5041 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6715.4527,2725.6939,0.0000,-3502.2747,5038.5217,-273692.2936,-253178.0850,-255592.2284,-260844.4525,-264486.4476,-260944.4283,-254785.7608,-256505.9012,49268217.8675,49296654.6265,49265456.7915,49269311.2430,-258195.4643,49267416.4195,149.9033,4477.8270,0.0000,2539.1994,-2735.0176,-241013.4744,-263606.5262,-239681.8605,-241543.7828,-249719.2121,-247766.4389,-246804.5333,-244973.4944,-62989294.5628,-63039686.3457,-63024623.8031,-63021017.3841,-244659.9303,-63008311.4815,1201.1189,-4353.0922,0.0000,5284.2025,-3835.2669,-95331.9795,-99056.4534,-93291.8852,-96468.6668,-90487.2144,-95770.0098,-104546.4041,-95187.3069,-21333998.8062,-21334480.6110,-21323528.6192,-21339118.0029,-95776.0474,-21341421.4106,
3600.000,-5677.8101,-6092.5497,0.0000,-424.1655,-1006.0878,-203976.5833,-180044.7647,-185134.8445,-187419.3524,-195358.8588,-189835.2809,-186015.5349,-190811.5233,63945215.9160,63982052.8097,63949711.5241,63952863.4867,-189203.1284,63944717.9542,1684.5491,-2701.6253,0.0000,-5173.4817,4003.1992,-303052.7488,-319117.7944,-297486.6955,-300451.2398,-307378.9427,-300711.2794,-304323.0084,-301692.7103,-48029905.7404,-48071721.3179,-48066705.0463,-48058552.8175,-301664.9193,-48047902.4587,3380.8811,1394.5967,0.0000,-4455.9789,5510.6059,-94747.0968,-98436.0657,-92924.5636,-96049.1991,-89751.3553,-92668.1196,-103761.2086,-95590.5078,-21327862.5692,-21333023.0797,-21321675.5499,-21339523.8194,-94853.4465,-21337519.2113,
7200.000,1722.6244,6283.4849,0.0000,3116.9551,-2994.9694,-120380.4957,-95271.6770,-102905.6132,-104555.5560,-113791.1594,-106755.3980,-104817.4698,-106600.7751,74232842.7800,74275293.5240,74244695.6217,74243003.9346,-108075.0944,74232111.8037,-3716.2615,-36.0050,0.0000,6074.6203,-5056.5327,-345334.6155,-354662.7908,-336495.6323,-342000.2735,-345922.4577,-335629.4628,-342916.4133,-339488.3288,-29771075.1930,-29802153.4924,-29806138.5816,-29792585.0917,-339700.5757,-29788102.7995,-5463.4203,2617.0295,0.0000,358.7936,-3609.5445,-94154.1196,-97777.4365,-93064.2738,-92575.8910,-89348.7169,-95002.3123,-102367.0485,-92867.4141,-21322365.7354,-21331608.0624,-21320394.3326,-21339500.3875,-93920.9415,-21333631.0301,
10800.000,2449.8580,-3620.5678,0.0000,-4032.1561,5019.2177,-28405.8951,-4224.1589,-14138.3849,-16242.0907,-24983.4038,-18255.7747,-16334.8199,-21177.7873,79424555.4921,79469335.0930,79442520.4362,79431301.7304,-19918.6307,79423151.0802,5347.7726,3439.6413,0.0000,-3825.0518,4678.1151,-364750.2978,-367966.4795,-354281.9807,-360572.8958,-362726.8428,-351710.4347,-359964.4314,-356704.5635,-9466116.8633,-9485300.6990,-9496558.3206,-9480022.5796,-356311.6835,-9482485.1917,3452.0596,-4636.1344,0.0000,3972.2160,-679.2884,-93544.8123,-97078.6522,-93423.7719,-89688.2611,-89265.0139,-97287.3386,-100355.0172,-94147.9215,-21317612.4946,-21330219.1823,-21319562.2503,-21338035.3681,-92978.6397,-21329756.8770,
14400.000,-4555.1621,-21.4636,0.0000,4081.9827,-4826.5306,65732.9884,87339.2215,75589.6209,73641.7348,65367.7699,71369.6887,73695.6224,70795.0863,79163571.8725,79207267.6240,79185348.2112,79161785.4641,69700.2530,79161265.1396,-4956.0666,-6069.1263,0.0000,-773.6991,-1983.8759,-359664.9977,-358171.9042,-349764.7038,-355798.4904,-356499.6148,-346047.1491,-354201.4306,-349961.4516,11491076.0886,11483874.1427,11467319.8407,11480727.8304,-350393.3685,11474879.9153,1111.4595,3081.2551,0.0000,-5435.7333,4494.0795,-92903.4955,-96337.4435,-93654.2871,-87555.0403,-89497.9612,-98589.3673,-97682.3192,-90626.6485,-21313659.7883,-21328841.8657,-21319065.6182,-21333790.2452,-92026.6492,-21325896.7620,
18000.000,4496.2572,2903.1667,0.0000,-3718.0559,3631.8904,155451.6443,173634.9786,160692.1168,159548.6720,151437.9496,156897.3027,159227.8903,154209.7918,73467417.2184,73506835.2764,73490093.7988,73457458.7706,155108.0721,73464250.8319,1641.2714,6104.1119,0.0000,4933.5424,-2296.0962,-330047.3272,-325891.4936,-323219.9232,-328308.4830,-327299.6783,-318406.8639,-325816.8008,-322677.4645,31661690.9814,31665555.3785,31645529.5094,31647240.4383,-322264.9739,31645130.4702,-4870.0727,822.5297,0.0000,2920.8789,-5396.4444,-92194.3479,-95551.0626,-93439.0198,-85965.7160,-90042.5339,-99075.0777,-94270.5854,-92521.1003,-21310513.6227,-21327462.9028,-21318794.9748,-21325123.3554,-91065.0792,-21322050.6949,
21600.000,-3471.5567,-4555.3574,0.0000,2315.8032,-2359.3258,234001.8470,249223.5533,235871.4872,235969.3251,227778.4745,233013.3614,234000.8552,231714.0275,62726785.5442,62759229.4111,62747362.0346,62718889.9169,230883.0335,62723062.5724,3110.7309,-2960.5556,0.0000,-6203.0739,5860.8222,-277485.4775,-273164.4257,-276237.3305,-279923.4318,-276315.4224,-270234.9542,-276389.1732,-273296.2991,49660766.8742,49673949.4374,49651828.4829,49638810.1469,-273653.9244,49643397.0195,4975.0147,-4112.8018,0.0000,1695.5886,2749.4338,-91305.7124,-94716.1179,-92578.0726,-84805.4467,-90787.2846,-98864.3671,-90087.0900,-88503.7173,-21308128.6808,-21326070.0946,-21318640.0868,-21313824.1231,-90094.0396,-21318218.6858,
25200.000,2200.0104,5040.1634,0.0000,805.4208,860.6568,293415.9368,309355.1443,296393.9706,297939.8803,290978.9513,294844.1181,291247.1158,291415.0887,47678779.0121,47702235.1929,47694686.0123,47679835.4928,292199.3650,47674983.5268,-6309.1318,-1735.3952,0.0000,4484.7480,-6630.6294,-205852.9652,-203323.1349,-211641.9170,-213721.6740,-205810.6722,-204391.0713,-208225.9028,-207816.1657,64252299.0337,64272451.7211,64249010.3389,64230379.7240,-207590.3008,64233883.1993,-1392.5090,4229.3047,0.0000,-5103.5031,1668.2051,-89585.5501,-93828.3432,-91042.0518,-84011.9690,-90308.8930,-98021.1952,-86928.6133,-90674.4493,-21306411.2572,-21324651.9641,-21318484.5096,-21306898.2641,-89113.6410,-21314400.7444,
28800.000,-155.4690,-4153.4680,0.0000,-4620.0285,1559.7314,330980.8755,350270.5859,338360.7356,341381.4336,337420.1252,338337.0343,331057.8757,335984.4965,29356348.7531,29369575.5566,29365897.8453,29362437.1552,335134.9285,29353018.9940,5999.9836,5281.8697,0.0000,-1587.6209,4463.3399,-128856.3727,-120777.8687,-133375.1117,-133907.9440,-124689.1241,-124946.7191,-126916.1432,-128011.9257,74434142.6385,74458569.7973,74433996.8831,74418246.8244,-128218.5095,74414714.8313,-3254.9875,-1115.7962,0.0000,4773.4385,-5022.9952,-86759.1468,-92882.2553,-88979.9742,-83552.3411,-86778.1618,-96569.7286,-89206.3229,-86520.5758,-21305225.3278,-21323197.5094,-21318199.2992,-21304636.3274,-88123.9950,-21310596.8809,
32400.000,-2915.2287,1416.0944,0.0000,6722.5772,-4536.5577,352639.4028,369438.3532,358975.4805,363359.4275,361168.2994,360559.9482,352314.1838,355951.0240,9017398.1776,9019931.1526,9020104.0913,9022543.8169,356922.4893,9014985.5189,-2875.4180,-6013.2006,0.0000,-763.1026,-1059.7147,-46049.7942,-30733.4551,-46309.6737,-45574.9272,-36843.0571,-36937.8031,-38894.5364,-40657.1001,79506875.9272,79532770.6120,79506855.9968,79497149.1443,-40537.7139,79486732.1431,5449.4828,-2873.6430,0.0000,-992.9053,5070.9307,-84878.8334,-91870.6243,-86679.3611,-83412.2793,-83834.3568,-94501.0601,-91434.5781,-88596.2420,-21304401.3594,-21321695.9897,-21317635.4067,-21304555.4083,-87125.2138,-21306807.1051,
