sl_100_5400_20310322 Coordinates.csv
2031/03/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:32 2024,
Start: 2031/03/22 07:47:00.00, Stop: 2031/03/22 09:17:00.00,
TIME_UNITS,STARLINK-31031 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-1414 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-1107 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-30837 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-1414 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-1107 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-1414 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-1107 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6691.3905,-6262.6784,-5847.0544,1611.4679,-3805.1393,5422.8711,6534.3160,4466.2149,-311.6943,23.1208,-5904.1035,-436.3816,5893.9289,3949.1521,3813.7040,-464.1069,64.3557,-6294.0054,-3787.0694,-5200.9717,6159.4968,-5086.6253,537.4287,3903.1246,-453.5978,-498.1405,3058.7965,4243.8224,2628.6672,6205.9686,6045.5281,-5295.6654,-1147.3667,4083.2165,-5398.7114,5170.4520,-1590.1691,3904.3278,4374.5620,1181.2616,4074.1755,5145.1474,-3415.1096,6149.5002,4312.3685,4797.1572,4510.7209,-3335.8526,2183.9345,3114.9515,5370.2670,-6307.9991,-3705.7854,2223.3041,3746.2081,-3642.1488,938.3013,1025.8630,-3094.6899,-210.8929,4356.3292,-3311.8815,-4130.2602,5599.5833,-3632.1741,-1133.2332,2906.1790,1735.0399,-4154.7804,-4056.5079,6595.9018,-3782.3305,0.0000,3396.1383,4437.4571,-5957.6771,-4085.1185,4219.4127,-4601.8070,5651.3761,3022.2425,4563.1598,514.3736,-751.8093,-160.6574,-1858.6742,-1805.8183,-105.0807,-3837.4023,0.0000,-1268.2412,-4601.2722,-4941.0638,2812.7735,2435.0621,0.0000,-2120.1037,4695.5408,3034.2909,3997.5677,-219730.3966,-238187.9221,-219287.9242,-224061.6569,-232549.4753,-228947.4802,-224114.6736,-225901.2125,-43838044.0584,-43850716.8106,-43852493.7098,-43847705.5156,-224687.4925,-43841587.0800,-904.2748,-2778.6762,-2758.2150,-6472.0955,-5254.2301,509.0481,-1574.2328,4867.6369,4521.4433,-4244.5215,1108.2565,4454.6598,-95.6555,2345.2417,-2427.0336,5894.3089,-5995.2379,-1052.8764,3853.4441,-322.5298,-2361.7561,-3793.2828,6408.0849,-2479.0910,4114.1188,6572.1750,2751.5955,-4999.9317,-3192.2991,-2652.0092,-2143.4047,3730.7202,-5289.6166,89.5684,2524.4947,4229.6756,5107.8173,-4914.6509,1680.4784,-5835.9325,-500.3263,3953.3644,-2318.2057,1719.7402,691.2335,1427.1497,-991.5018,-1370.9555,-5876.9344,5430.4421,-3822.5284,2200.4065,4825.4798,-5788.5984,-4104.1724,-4728.7199,3988.1768,-4684.8407,-4907.0147,-1177.6111,5204.4229,-5293.1033,-5414.1367,3822.4117,-5825.8945,4938.2512,-4166.2220,6723.6559,-3747.5224,798.3198,-1744.7528,-4706.3995,0.0000,-5929.1391,-3364.0355,-3407.2644,495.9132,-1703.1190,2295.0260,792.7177,-6059.9074,2101.9447,4111.4531,6632.4758,-6651.5876,4854.9753,-4444.9071,2635.1880,3488.7434,0.0000,-4501.8428,-1612.4853,4757.1983,6238.0141,-4863.5510,0.0000,-5073.9713,-2757.1973,-4890.4381,-3366.0110,309508.3042,293364.5003,304180.7123,306842.0591,304225.8112,302789.0451,298727.5410,303845.3723,-103145862.4677,-103173528.6040,-103148853.3086,-103126900.4828,302660.3398,-103127245.3370,1514.0007,840.5743,-2487.9001,1848.1540,2344.3098,-4260.3196,1031.2105,-1640.6790,-5151.5358,5401.8809,3327.0643,-5157.6210,3424.8632,-5011.7116,-5115.5638,3650.0537,-3422.0562,-2740.0640,-4269.2068,-4537.8966,1350.7450,2678.8445,2349.5890,5109.2392,5525.9284,-1898.5335,5421.6075,2114.2121,5479.8944,-1526.0524,2003.2961,2364.8908,4312.6089,-5623.6844,-2890.6340,1514.8568,4377.9448,2622.3030,-4946.9643,-3420.4034,5375.4079,2415.1741,5515.0912,2071.6740,5372.3545,4659.3151,-5145.9049,-5896.2892,2846.9041,2382.3252,-2145.0404,1524.8694,-3179.1677,2632.9240,-3959.4483,3134.1393,-5406.5327,4880.5162,-3761.4716,-6840.3282,1258.3021,-2994.1565,1452.0394,-1378.2320,786.1308,4637.7085,-4669.9164,98.6031,3898.5423,5525.0185,-572.4815,2589.3500,0.0000,-130.0664,-4080.1760,1025.5179,5387.7231,5158.5712,4643.3149,3693.5064,-739.0555,-4680.9155,-5531.5264,1338.6276,-1109.5849,-4463.5717,4966.3112,6409.2034,-4584.9136,0.0000,5026.0824,-4873.1895,-874.4608,147.5015,-4203.0198,0.0000,3890.0266,4118.1848,-3838.8467,-4560.2193,7510.0070,292.8089,7436.0393,4370.2320,10273.8840,4755.3604,-3840.5158,5579.6665,-33070794.9645,-33089254.9857,-33084253.6380,-33071280.2385,4933.5990,-33078425.8238,
300.000,6580.7411,-6398.1898,-5811.7869,-81.6408,-4327.3796,4852.0311,6067.4241,5153.7036,1704.4704,-2084.3398,-4567.5209,1456.5724,4969.8447,4095.7449,3195.4333,1287.7720,-1718.1659,-6893.7777,-1823.6296,-5450.7197,5040.4855,-6244.3043,1846.9879,3348.3793,1694.5960,1054.6303,4231.1370,2701.6074,981.9074,5054.3161,4776.1346,-4780.9027,-2175.1619,2456.5417,-3831.2226,5992.7778,247.9845,2070.4600,4098.0205,-477.1789,3867.9335,5497.8863,-4505.8781,6688.4048,4983.8786,4232.7636,3178.9414,-2395.2376,553.1275,4135.8654,3831.0041,-5799.8803,-2895.8624,590.9943,2554.4705,-4107.2205,2963.0308,-999.0767,-4190.5577,1744.6192,5279.8754,-4672.1955,-4684.6622,5727.1672,-4820.2915,815.4742,1883.9792,2253.7850,-4795.5415,-3463.0989,6092.1397,-5050.0182,0.0000,2156.8715,4002.0725,-5696.6994,-3915.4130,2637.0719,-3233.7740,6224.5974,1861.7857,5266.4106,2631.1905,471.3953,-1390.9909,125.1070,-3128.8379,1906.8164,-2029.9738,0.0000,-3211.6824,-5766.1421,-5180.1263,3751.4452,480.0371,0.0000,-3764.1985,2882.1338,1153.7973,2220.3155,-226237.6791,-244300.8222,-225585.8944,-230270.1496,-238935.5281,-235090.3693,-230505.0236,-232160.5245,-41570599.2102,-41582342.0147,-41584455.0898,-41580656.1014,-231029.4672,-41574199.1697,-2126.0262,-1185.1662,-941.7172,-6158.8065,-3751.6675,-1527.8141,-3028.5707,3297.1579,3748.3060,-3665.7543,2311.3777,5121.4899,-1876.7454,192.8579,-4323.7005,6360.9830,-5132.7100,-463.4856,4171.6605,1719.2359,-3278.8329,-2615.8387,6567.9332,-4362.6399,4241.8881,6764.5994,901.4512,-5177.8638,-4561.3134,-3509.5157,-3404.5011,4934.2284,-6074.1400,-1192.1295,3352.4304,3307.9505,5911.2898,-5287.9529,-442.6265,-6490.8522,-2638.6340,2180.2988,-455.5812,533.0802,-1247.0743,-579.1861,-2669.8008,553.2860,-5406.9457,3880.2618,-4679.8860,3653.3800,6030.3249,-5343.1855,-5605.7390,-2995.4880,3151.0297,-4048.2259,-3191.8097,-12.6050,4414.1275,-4932.5010,-4108.7232,2416.3113,-4894.6478,4239.0657,-5665.0284,6256.9055,-1761.0604,2875.8166,-2859.9784,-4121.3131,0.0000,-6195.1749,-4957.2404,-3776.4546,2629.6442,-3168.7097,3961.6004,-977.7674,-6459.6829,71.9964,3744.7334,6776.1208,-5971.9682,4389.3137,-2791.7221,1713.9199,4658.2423,0.0000,-4546.0890,-131.0627,4365.1113,5384.2846,-4554.1933,0.0000,-5041.9924,-3543.3594,-4720.9259,-4571.8026,305050.0570,288380.3057,299242.7353,301791.6963,299393.1222,298019.6116,293927.8865,299250.5745,-104076302.9987,-104104054.4576,-104079385.7211,-104057975.3371,297860.4004,-104057613.3410,-289.3350,2298.1062,-3651.2969,3152.5062,3840.9907,-4684.3931,-526.3255,-2986.0834,-5488.9880,5423.6846,4574.5137,-4275.3175,4270.4353,-5422.3926,-4206.0994,2485.8257,-4285.7275,-690.1990,-5166.3629,-3882.8221,3026.0284,1277.1395,597.5107,4154.6924,5177.9480,-393.3872,5254.7885,3652.4107,5036.9421,-3166.4798,3275.3815,615.2477,2509.1516,-6391.9164,-4238.9115,-297.5363,3577.2964,3741.6941,-5426.2639,-2186.7364,4882.0637,3595.9662,5191.4032,279.6480,4643.1412,5337.7802,-5529.6101,-6460.4409,4224.1309,3561.1439,-3389.0906,-8.2713,-1537.5859,4056.4412,-2932.1082,4425.1981,-5225.5108,5423.7324,-4478.9986,-6721.0805,-556.3539,-1330.2796,3101.7780,-3039.6441,-762.0860,5341.3797,-3458.7295,-2005.0099,4515.8914,5230.9498,1248.4197,839.8153,0.0000,-1922.8778,-2655.1036,-1217.8653,4871.0842,5505.7920,4674.4717,2555.8008,1086.4981,-4405.7802,-5178.7109,-484.9198,-2814.3985,-5260.6892,5485.3311,6438.3646,-4701.0636,0.0000,4022.2848,-3774.0477,1372.1929,1938.0250,-5126.5982,0.0000,2410.6386,5072.0780,-4923.9962,-4719.8157,7661.6029,407.7849,7534.9019,4342.6587,10389.5137,5159.9548,-3764.1018,5276.4000,-33070029.3036,-33088479.2301,-33083574.1626,-33070352.3619,5047.7866,-33077453.4238,
600.000,5815.5637,-5916.8347,-5240.0382,-1792.5148,-4457.1561,3848.9853,4974.3649,5339.5159,3575.3854,-3997.0582,-2780.7181,3169.3021,3565.4866,3877.1329,2295.3018,2896.4096,-3364.2896,-6790.2870,331.0228,-5201.3195,3369.9035,-6782.2496,2960.5088,2504.8398,3663.3876,2497.8917,5012.1827,864.0950,-721.3498,3393.4172,2997.6948,-3791.5764,-2949.7280,626.9633,-1828.4859,6202.5598,2036.5273,8.9687,3456.7205,-2068.6895,3307.9803,5346.6096,-5191.7790,6498.6747,5206.4356,3288.0460,1576.3501,-1282.9252,-1169.4364,4747.1300,1913.0834,-4709.0216,-1807.2319,-1141.0581,1131.3970,-4181.4941,4695.4250,-2949.6220,-4920.0039,3463.7536,5679.1971,-5559.6926,-4812.6166,5310.0506,-5542.3508,2714.1917,712.1238,2568.7856,-4992.5894,-2582.5133,4957.9113,-5726.0000,0.0000,676.2934,3194.3539,-4825.4505,-3389.3699,826.9593,-1587.2736,6171.6082,495.3265,5483.2701,4489.4045,1650.9250,-2504.8195,2124.2078,-4194.0931,3759.2086,-48.4261,0.0000,-4811.6725,-6372.3771,-4835.8442,4324.9697,-1549.6723,0.0000,-4985.5116,776.3925,-866.4065,251.8696,-232657.7925,-250308.4299,-231783.0627,-236369.4396,-245217.5035,-241107.5083,-236792.8257,-238240.6433,-39283429.1780,-39294242.4664,-39296690.1593,-39293828.5517,-237268.9215,-39287089.2987,-3139.7026,543.6430,988.3176,-5261.8761,-1858.6867,-3435.8519,-4176.1005,1375.8942,2650.7710,-2775.9495,3330.4230,5298.6551,-3499.3087,-1982.7620,-5773.0659,6229.9646,-3793.7334,164.1047,4128.8677,3576.6035,-3876.6082,-1192.0269,6056.2450,-5805.6478,4004.7106,6279.2097,-1006.8353,-4869.2906,-5505.9381,-4053.7186,-4335.2420,5637.8131,-6249.6350,-2424.3268,3852.2271,2044.2712,6161.2433,-5151.9119,-2536.4621,-6506.6109,-4492.8160,179.0004,1417.3536,-708.2706,-3033.0722,-2554.5890,-4127.2495,2463.4294,-4424.2567,1909.1814,-5115.8257,4739.3046,6614.7658,-4353.4756,-6539.8110,-928.3628,2039.9095,-3052.4128,-1175.2253,1234.1052,3177.4019,-4094.2803,-2386.1300,745.6162,-3479.7855,3162.1072,-6601.4658,5146.9237,403.3790,4676.6023,-3695.0292,-3066.5428,0.0000,-5833.7272,-6043.7470,-3720.8716,4480.7005,-4364.8623,5273.1528,-2626.7472,-6190.0687,-1945.6513,3064.4003,6211.8908,-4655.8103,3529.2194,-891.4163,695.7154,5414.3865,0.0000,-4171.5099,1325.7140,3506.8191,3968.2803,-3836.9224,0.0000,-4489.2758,-4021.8702,-4133.0947,-5375.3327,300450.4644,283269.6141,294171.7733,296590.4749,294425.6203,293125.5053,288993.2540,294425.4484,-104956899.3311,-104984715.5874,-104960052.3750,-104939220.2652,292927.5588,-104938139.2153,-2061.5542,3506.2407,-4423.4494,4117.6414,4920.5034,-4604.3648,-2024.2308,-3994.2730,-5222.6907,4851.0569,5318.9300,-2915.1669,4636.0648,-5220.0656,-2826.0614,1057.4562,-4685.7469,1433.2135,-5500.9604,-2808.5176,4347.9252,-263.9280,-1220.9591,2748.3770,4270.6586,1155.2616,4495.8749,4792.5380,4040.6187,-4466.3621,4162.9322,-1201.3125,435.9706,-6484.4265,-5070.2006,-2076.9466,2390.9931,4437.4934,-5296.2424,-712.1668,3828.2645,4390.4095,4303.1943,-1545.3118,3416.3090,5422.7257,-5318.7791,-6330.4148,5140.3338,4318.1177,-4270.6681,-1540.5196,273.8872,5007.7255,-1575.8245,5202.1535,-4449.8056,5365.0354,-4714.2554,-5889.6462,-2310.7101,476.6250,4423.0381,-4374.0062,-2227.9568,5458.9528,-1872.3548,-3895.2364,4626.4149,4371.0079,2930.4188,-1014.7911,0.0000,-3501.0417,-942.1596,-3331.4225,3798.9087,5251.7280,4205.4233,1128.2868,2789.3167,-3646.3238,-4268.0326,-2253.7091,-4192.9448,-5476.6479,5412.0297,5780.9551,-4312.8899,0.0000,2576.2932,-2264.4186,3470.5233,3512.7801,-5489.0042,0.0000,650.4241,5458.9822,-5480.1627,-4376.0101,7811.6268,523.1777,7629.0260,4319.7443,10502.5279,5563.7606,-3683.3826,4956.2165,-33069266.9759,-33087703.0765,-33082893.1232,-33069455.3361,5161.9707,-33076481.0000,
