sl_100_5400_20310825 Coordinates.csv
2031/08/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:37 2024,
Start: 2031/08/25 07:47:00.00, Stop: 2031/08/25 09:17:00.00,
TIME_UNITS,STARLINK-30939 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-1486 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-5995 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-1480 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-1486 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-5995 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-1486 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-5995 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4922.1788,-2351.8196,3331.0006,-9.5859,-1357.2464,0.0000,3627.6464,836.8214,4938.6684,1656.8267,2211.1795,1599.7043,-3641.2572,-593.6325,-3859.2452,-3487.6025,1803.6273,-3677.7052,-2874.2617,6865.8421,-5061.8779,-2451.4868,-4715.9730,-124.1829,-4262.3429,-870.8821,4113.6724,359.1800,441.1043,6219.0896,-4968.2296,-1143.1318,4094.1650,4661.8531,-4712.8322,1669.3954,5515.1176,-3391.6421,-4164.6398,4797.4144,1575.4147,-698.6920,-3477.5873,2377.4535,-1085.1870,2664.2919,466.9924,-2841.2630,3396.7628,-6739.9332,-6312.7721,4180.3203,-6679.9993,-2297.5661,-2502.5624,0.0000,-4723.2544,6040.3788,0.0000,6013.9363,1887.0576,2412.2827,-4466.7535,321.1638,4855.4398,2755.9205,-344.5739,583.8593,1764.6512,-3717.9750,5014.1036,-197.5833,5407.7419,2766.1012,-3098.5266,5310.0768,-2181.2077,3467.9728,-4695.7310,6416.4790,1693.0083,4359.3472,0.0000,-757.6585,5623.2281,5799.3411,-565.5300,4202.4806,-5022.4377,-3980.0433,1077.6624,-6425.2021,-1620.2449,-3470.3172,-393.7713,-5938.9692,-2166.6065,1296.0355,2591.8396,4039.4073,287350.7464,301944.7057,282178.1932,285010.0569,293874.6977,290844.6904,288853.7267,288182.0179,121444265.7665,121461816.3159,121451697.6776,121431210.9289,287428.8538,121433590.7192,2407.8010,4215.9292,-4460.5780,-5201.6484,-5404.0880,0.0000,1935.1794,5148.1207,4181.7172,6616.1075,-3412.4691,-5893.4280,5654.9414,-719.2755,3412.2356,-2330.3105,5970.1457,-1916.5208,-5442.5252,-494.7278,4681.9253,-6442.9890,-4958.5216,-5860.2573,3938.8091,-5696.5717,-5212.7317,-6012.1551,-3205.7776,-2518.6756,-1223.4516,5983.5412,636.4062,-4893.7518,2322.7053,5903.4579,-1747.6352,-5705.0942,-5238.5060,-1314.9510,6503.7454,-6714.8550,6012.6328,3505.9512,-5188.7314,-4727.5499,5770.5763,-3814.9161,-4487.8889,-498.2204,831.8673,1509.2405,-1505.5048,-5729.3014,-5387.2605,0.0000,-589.6099,-303.7184,0.0000,-1482.3873,5002.7655,-3380.1240,4059.8076,5193.2114,4201.2593,4348.9584,-5021.7471,-5441.4813,-4407.8472,1966.8889,2485.7945,-6198.1340,-4261.9603,3708.0797,5857.4369,-437.6399,-4569.0215,5594.6793,-4583.4631,2584.0328,-6535.2676,3467.3079,0.0000,-5961.1078,1443.7854,835.2345,1805.0789,2306.3804,3125.5409,3479.7046,-5126.1259,2048.7955,-5679.2232,3387.3098,4367.7918,-2080.4707,-5582.0238,-6698.9117,-4390.0753,-1367.9415,193607.7142,220843.1171,212384.0729,207391.8004,205253.4919,208456.6024,214207.3179,210569.5130,78279687.3706,78299987.0413,78277682.1642,78267697.1016,210310.8902,78262744.5053,4117.1226,4830.0783,4096.1414,-4490.9967,-4118.6729,0.0000,5463.6394,-4557.6179,-2331.9215,-227.7986,-5610.3842,3030.0667,1625.1243,6828.2272,4583.7938,-5484.9501,2957.6163,-5353.3274,2995.6503,-699.7592,-600.9796,318.8565,186.0571,3507.6900,3790.0677,3811.8321,-1952.1262,-3284.1056,-6136.1977,1598.1695,-4625.9170,-3309.6834,-5514.8495,-1507.4017,4521.2170,-3171.4086,3130.3714,-971.5254,-1376.5586,-4512.3853,-1800.7285,1505.8351,-873.1403,5416.7589,-4474.1901,-3972.1010,3736.6734,-4955.8789,3951.3207,958.1582,2711.1646,-5170.1380,293.2701,2937.9572,3524.4282,0.0000,-4977.6910,2875.8351,0.0000,-3151.0605,-4370.4335,-5441.0507,-3172.9481,4276.2799,-2414.6456,-4517.1878,4674.2807,4060.0851,4907.5053,-5282.9513,-4085.1554,-2894.7379,-539.0808,4973.8621,1519.0117,-4419.4951,-4718.4203,2059.4127,-2114.9175,165.6787,780.5329,-4115.3200,0.0000,-3382.1397,-3219.0260,-3745.2681,-6659.0744,-5021.5980,-3477.4257,-4507.7453,-4424.5294,1340.6013,-3595.2026,-4901.9268,5315.8918,-2899.4064,3424.5021,-14.4152,-4670.2297,5395.3331,-121911.1986,-124685.0910,-120087.1082,-123445.1228,-117339.8322,-122129.7347,-131261.7733,-120895.2037,-58887017.5881,-58904274.2045,-58897862.4926,-58898519.3152,-122508.1731,-58891062.7396,
300.000,-3181.0230,-233.1164,1299.3067,-1656.9007,-3031.2570,0.0000,4617.2274,2786.3568,5088.5121,2756.0635,261.3574,396.9161,-2187.2727,947.4818,-2534.8921,-4274.4901,2818.4330,-4789.7349,-3613.2022,6616.6678,-3895.5381,-3477.7366,-5312.8422,-1567.5383,-2375.2854,-193.1617,2426.4203,-997.7885,-1344.0399,5058.6738,-5998.0625,488.8974,4120.5419,3098.6971,-2902.3241,2726.2704,4001.8101,-4640.1663,-4703.3245,3231.1028,2928.3100,-2219.1248,-2631.7832,4230.1872,-2944.6898,1610.1600,1972.5540,-3720.1885,2555.8285,-6229.3009,-6326.6380,4046.7721,-6609.2832,-3956.2136,-4013.0169,0.0000,-5534.3668,6376.2221,0.0000,4761.9851,3520.8638,731.1608,-3881.5355,2318.7315,5912.4946,4560.0487,-2463.8186,-1116.8846,292.7601,-2155.3952,5137.3203,-1551.9064,4121.2057,3695.5662,-1637.6461,5348.5842,-4011.2061,4107.9189,-4977.8735,6366.2002,182.4991,5584.0866,0.0000,-2039.9351,4111.1798,5204.5098,-1005.2962,5589.8120,-3322.1198,-2205.8323,-1063.6248,-5392.6349,-2721.8304,-2659.3929,1567.8375,-6326.5533,-3661.1586,40.1759,557.8692,3604.5378,283283.2622,297292.8881,277713.0477,280499.8608,289427.0254,286095.9143,284391.1003,283842.5576,119708120.3543,119724897.6771,119715057.4433,119694493.6116,282923.7395,119697491.6524,3326.9357,4177.3459,-4963.5963,-5846.9867,-4153.1637,0.0000,25.0542,4242.8730,2598.4387,6035.9703,-2700.6383,-6670.2181,5700.6882,-2359.8907,5017.4125,-300.8706,4591.0735,-104.1291,-3871.0559,-1678.9848,5640.1221,-5773.8121,-3834.7883,-6364.3385,4707.1880,-4241.9704,-5617.6280,-6579.3667,-1959.6851,-3395.6747,254.3944,6605.5067,-1533.3605,-5487.9387,2464.7350,4505.7466,-2796.8926,-4804.5915,-3914.6205,-2700.5258,5455.7368,-6553.3563,5804.3461,2525.6429,-4133.2960,-6021.9416,6220.8829,-1879.6981,-5881.2997,774.1310,2481.9280,-661.6997,51.5182,-5348.3272,-5274.7885,0.0000,1147.5532,-1688.2400,0.0000,-2940.0642,3631.1709,-4686.5415,5392.9434,4349.0716,3410.6832,3327.2454,-4737.4993,-4450.3800,-5639.0545,3519.2274,404.9604,-6553.3912,-5159.7410,1764.4155,5786.4378,-2450.9788,-3459.9417,4197.1728,-3064.0566,1895.3990,-6750.3012,3408.6232,0.0000,-4699.0726,1511.5335,-1096.8361,-428.6187,985.1020,4180.7524,3152.0502,-4901.8387,3017.7527,-4207.6548,5093.4322,4938.0677,-2722.8712,-5554.6641,-6582.8554,-5107.5897,-3413.0980,199654.7901,227113.1020,218495.3494,213690.1669,211242.1791,214489.8785,220168.1696,216105.3115,80914242.9484,80935010.3674,80912538.9564,80901679.9845,216285.4248,80897213.8139,5076.3684,5395.7949,4629.4111,-3206.3256,-4645.2584,0.0000,5044.7325,-4713.0147,-3831.8051,1585.1031,-6374.9988,1361.9586,3250.4103,6404.9180,3995.1804,-5414.0997,4311.9976,-4785.5736,4334.6985,1115.7093,945.0120,-1489.2702,1973.8912,1931.9010,4497.4446,5447.3961,-3236.5789,-1661.0233,-6516.7657,3228.5989,-3394.8499,-2044.1789,-5314.7231,-2872.3885,5790.2554,-4468.8025,4405.0033,597.5325,-3042.2527,-5232.3779,-3114.5668,-21.6562,-2900.0164,4799.0180,-4729.4875,-2521.3167,2218.5627,-5460.0660,2490.2812,2675.0546,1316.9333,-5447.0956,1806.6611,1583.9029,1953.1242,0.0000,-3934.0401,1173.4942,0.0000,-4121.5048,-4702.1866,-4934.0243,-1527.0377,4589.2124,-665.6529,-3878.7061,4322.7606,5035.8848,3843.1686,-5345.2173,-4632.4250,-1206.2873,-2027.4627,5418.3857,3165.2620,-3646.9878,-4453.7200,3612.0337,-3657.5671,-1944.0994,-780.1846,-2267.2315,0.0000,-4616.5247,-4989.4413,-4480.9008,-6834.7803,-3996.6768,-4310.1778,-5785.0219,-4674.4929,3009.7098,-4764.2452,-3810.4200,4546.6157,-735.8152,1832.0422,1785.4575,-4626.3648,4761.3871,-121976.9786,-124758.5972,-120160.6029,-123601.4493,-117386.8260,-121886.4139,-131328.8222,-121022.1757,-58889504.7366,-58906705.6497,-58900390.0486,-58900608.0873,-122546.8137,-58893302.0836,
600.000,-1124.8111,1921.2088,-859.1335,-3107.6308,-4446.1997,0.0000,5179.9840,4487.3277,4761.1014,3586.9763,-1751.6975,-831.3723,-489.5307,2451.3114,-997.0189,-4691.9003,3600.2826,-5435.9157,-4031.1915,5707.3339,-2342.4870,-4171.4095,-5380.5508,-2828.9778,-260.5507,431.0432,486.5533,-2234.9022,-3044.6411,3383.8179,-6444.2007,2055.5081,3795.0896,1220.1114,-786.4730,3561.5294,2031.9357,-5394.6781,-4787.5302,1343.9051,4027.2858,-3523.1460,-1493.1912,5670.8953,-4546.5683,411.1267,3258.4539,-4282.4946,1484.7680,-5079.1392,-5731.3008,3556.4087,-5879.2085,-5204.7956,-5108.5600,0.0000,-5818.8626,6017.1585,0.0000,3066.7861,4844.0586,-982.9640,-2908.3395,4094.3257,6361.9866,5913.3852,-4336.2992,-2745.5879,-1170.0173,-406.7018,4806.9055,-2733.5847,2420.2967,4297.5246,23.7674,4899.0923,-5468.4453,4375.0802,-4796.5012,5670.4724,-1354.4237,6222.5235,0.0000,-3167.5674,2107.2591,4145.4879,-1241.2158,6445.0805,-1296.3751,-179.6780,-3107.8669,-3808.7108,-3605.8004,-1624.9747,3345.1641,-6017.6179,-4773.9753,-1240.1008,-1514.3260,2860.3179,279088.3638,292509.9037,273125.2779,275870.8728,284854.5607,281194.3829,279804.9287,279327.8687,117914825.9128,117930821.8424,117921258.8620,117900667.0959,278294.5259,117904247.0146,3964.0665,3769.1544,-5026.7893,-5922.2094,-2528.6406,0.0000,-1853.8613,2966.3164,728.9331,4824.5776,-1789.2695,-6754.9839,5205.7381,-3679.7299,6144.2423,1734.4564,2757.2938,1681.5975,-1897.9220,-2708.7713,6054.4221,-4520.2024,-2301.6945,-6221.0547,5063.1875,-2304.4089,-5502.4737,-6480.8903,-582.9364,-3968.1140,1672.4505,6594.8397,-3544.6654,-5572.5767,2431.3817,2666.0026,-3575.3148,-3383.8384,-2170.1515,-3847.2045,3881.2928,-5752.3012,5040.7039,1343.1557,-2716.0362,-6665.0359,6059.4487,228.6775,-6676.7809,1996.5598,3879.5710,-2772.6268,1620.3847,-4438.4083,-4652.8410,0.0000,2736.4046,-2874.3984,0.0000,-4152.5424,1934.6917,-5550.9273,6157.3027,3084.6137,2278.3535,2008.3847,-4024.1431,-3035.2329,-6308.6608,4741.0122,-1723.4466,-6239.0387,-5568.3693,-344.4459,5131.3616,-4211.7963,-2053.8231,2366.4401,-1216.1360,987.8518,-6270.4803,3026.9679,0.0000,-2983.3357,1320.5211,-2949.8479,-2631.5491,-391.2255,4860.2388,2575.8517,-4231.7492,3715.0232,-2329.7444,6290.1206,5057.2950,-3076.5916,-4985.3763,-5787.5159,-5368.7694,-5113.5098,205618.0999,233284.4173,224508.7808,219913.1967,217136.9036,220430.1522,226034.4059,221564.5547,83510298.0804,83531515.6038,83508876.2475,83497116.9361,222163.4837,83493184.3310,5474.6868,5359.2335,4663.5008,-1569.4819,-4674.9405,0.0000,4065.0809,-4363.7195,-4912.5643,3219.9205,-6459.1897,-459.3649,4525.6683,5287.1197,2972.8257,-4758.5752,5199.1876,-3670.0796,5192.3683,2810.8444,2389.1872,-3135.8794,3542.0199,140.1614,4723.8140,6495.3393,-4173.2927,145.6564,-6204.3633,4508.0514,-1795.0678,-559.7512,-4538.8228,-3929.1466,6441.1690,-5283.4543,5129.4883,2095.9498,-4368.2685,-5338.9259,-4094.9800,-1546.8357,-4625.6789,3656.5656,-4480.5970,-775.3013,458.8371,-5365.5675,756.4773,4091.8389,-218.9783,-5113.5135,3119.7476,53.1494,170.5950,0.0000,-2461.4144,-668.0384,0.0000,-4654.7429,-4525.9317,-3879.7039,290.6892,4367.9203,1156.9416,-2810.3254,3496.7371,5445.5920,2349.4028,-4791.2809,-4684.1514,616.5008,-3296.4615,5248.5369,4452.2123,-2482.7224,-3710.7399,4772.0595,-4802.7991,-3844.7195,-2252.3142,-175.5794,0.0000,-5349.9719,-6155.7860,-4742.2826,-6279.4934,-2546.2288,-4668.2621,-6449.2871,-4408.4477,4348.4916,-5420.5110,-2304.8165,3283.3196,1506.7433,40.6479,3384.6673,-4084.3283,3606.9676,-122042.7292,-124831.8558,-120238.5569,-123748.4917,-117436.2207,-121648.8194,-131391.5589,-121265.6752,-58891993.5918,-58909136.6337,-58902915.7058,-58902659.1756,-122585.3705,-58895541.4173,
