sl_100_86400_20310505 Coordinates.csv
2031/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:47 2024,
Start: 2031/05/05 07:47:00.00, Stop: 2031/05/06 07:47:00.00,
TIME_UNITS,STARLINK-1588 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-31928 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30181 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-5382 - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-5647 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-31928 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30181 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-5382 - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-31928 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30181 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-5382 - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,541.3924,4495.3183,730.0556,455.8534,0.0000,6013.6223,-6352.1467,-2929.2024,-4003.5746,-2528.7075,2786.2194,1371.8961,-3758.4311,-2732.3695,4907.0364,1653.3352,1351.2337,-3085.9497,-2019.5395,5603.6644,5324.1939,-2245.7058,751.0281,-4949.9697,2731.7454,4221.0030,-2354.0158,2476.4480,2863.0595,4201.6013,-3507.3759,-2340.3230,4489.2897,-4050.4106,-778.3691,-6250.5254,-2387.6444,-4557.0660,2947.2547,3563.0831,-3154.0264,-4315.5628,0.0000,2484.6590,-5509.3888,5082.7029,3873.6839,5133.2488,-4489.9176,-2764.2151,-4200.0791,-4085.5638,5381.8629,-6050.5690,-1030.1918,2212.6141,6739.2953,4850.8177,670.6070,-3732.4327,3007.5969,4082.0287,-6511.5784,-934.7088,-5042.6415,4692.3820,-4690.8624,-6679.4514,5599.7012,-3529.9488,-3936.6145,-1558.8246,4178.6527,-3372.8648,3855.4888,-3720.0893,-1847.6309,-5406.0661,6606.5106,4619.9919,-4113.1992,-217.0848,506.3037,4578.2344,4370.0895,6620.8070,-3138.3756,963.7016,4375.5166,303.0036,-4027.0426,-2187.0897,-3738.1121,4033.3531,-319.3552,-5237.7688,-2827.8308,2205.0760,4658.2058,-1561.0267,275360.3864,286566.2034,293005.6857,287583.4818,283004.4151,286737.2463,292976.1958,288174.7629,38395443.8246,38371853.0888,38382166.4631,38386079.3676,289855.7421,38379136.8357,6345.6101,1444.1871,4414.5695,-4101.9565,0.0000,1303.8981,1269.0785,-922.8836,-3587.8792,-5842.8579,-6130.5297,5208.6789,-5173.3387,6249.4540,-1375.6866,-2448.4963,5795.0641,2814.3784,-4009.4220,12.9013,-3487.3988,4637.2074,-4789.4948,3729.4830,3569.3232,-1944.1128,6350.3306,-5451.6761,-5492.2999,4779.2398,-5859.6717,-5608.6116,-3154.1475,-1668.5514,6465.1510,1786.0071,6388.7385,3961.2793,-6193.0593,4182.6897,4809.1892,2518.6494,0.0000,-3504.5512,-63.5369,-1760.7836,-5685.5661,448.3469,2819.2852,-6232.2482,-519.3554,634.4284,-2893.2829,-439.9503,5194.2102,-4950.8787,1557.6332,-2587.7097,6272.3904,5732.3273,3196.2858,2973.8199,-2181.5201,3956.6226,3818.5577,3447.4950,-3862.1539,154.0598,4116.2946,4735.4007,-3417.5576,-5132.6230,-4204.4525,5807.5529,1369.0904,2154.4166,1489.8797,7.8285,1744.6494,-4833.8418,326.8759,5623.0921,6234.7138,2369.3486,-902.0878,906.9090,4154.6853,4036.6817,-2586.4222,-4815.8547,-2072.9631,4797.8786,-3626.8002,-5440.8753,-5160.9114,2735.9384,-4408.3222,4273.5069,4351.5297,-6343.5501,-213652.7823,-241911.6424,-220784.0418,-222010.9987,-229687.4938,-228194.4303,-227970.8629,-225536.6125,-70685968.1630,-70684390.4822,-70713744.6325,-70694745.0707,-225434.6817,-70688348.6000,-2247.9106,5066.6361,-5252.2436,5445.5687,0.0000,-2876.5005,-2125.4522,6231.9280,-4066.2957,2519.1213,-32.2399,4217.9479,-2330.1127,-1122.7139,-4550.3010,6271.6832,3210.7711,-5461.8305,5089.3807,4011.6074,2552.3684,-4443.6149,-4883.6134,-3055.4607,4810.9247,5078.7931,610.7230,-3485.9691,-3057.8540,-2760.7035,570.7275,3176.7012,-4252.5339,-5340.3023,2121.9037,2456.7852,-397.4152,3137.4805,903.7723,4194.0610,3720.3247,-4541.3528,0.0000,-5403.6920,4204.0459,4234.1947,162.5145,-4249.0198,-4184.6867,-1288.7938,5348.5592,5557.5845,-2958.6085,3107.9856,4478.5539,4146.2410,367.3648,4193.7123,-2689.1835,951.2095,5332.0932,4701.2259,948.7028,-5369.7404,-1821.4325,-3541.2290,2920.3683,900.3863,70.0311,3489.2948,4429.9730,-4275.3192,3566.8094,-1443.8551,5660.6660,5404.9155,6514.8498,-4303.0106,644.3291,191.2433,5448.3507,-3965.8732,2895.0936,4583.1737,5258.9261,-1689.8137,-4575.3954,-5496.4379,-4633.4149,-4867.9743,-5225.5551,-4513.1592,-4549.9246,-450.2812,-4637.6254,-3582.3735,4478.6147,4946.2446,-2535.7609,-2254.0963,-68658.5034,-75887.1614,-68664.0236,-71825.5373,-65851.7062,-71167.8000,-79920.4345,-70513.2588,-22176100.4059,-22211393.2985,-22182786.1562,-22196112.5699,-71149.6787,-22188175.0158,
3600.000,-3047.3069,-3695.3191,-4528.2601,3678.1021,0.0000,-4104.6832,5518.9398,6210.0512,3967.7683,4500.4761,723.0110,-3983.0461,4888.2876,343.4570,-3850.5512,-1007.5119,-4485.8583,624.0622,5679.8005,-6820.9725,-1493.9006,-1272.9872,1908.4639,4200.9451,-6328.5380,-628.2617,-614.7731,1453.9653,-1493.1848,-5529.7639,4316.0319,4938.1090,-3125.0544,6295.2716,-1959.6776,6223.2045,54.2332,3431.5261,-577.0456,-4184.5750,825.8708,3693.1242,0.0000,1700.3443,3824.6223,-5295.8607,-1393.6519,-6171.8373,2598.2454,3596.2359,5399.6527,6430.5505,-4455.8490,3723.9746,-2992.0633,2395.9994,-5284.5676,-1508.9202,-2488.8965,1022.6943,-4993.8988,-6173.7807,5634.3946,-3558.2881,2390.4822,-4928.8044,3988.8558,5081.0855,-2618.5515,-765.4125,4133.8937,4945.8275,-2598.6899,306.3267,1222.4254,2599.7574,-374.9956,6515.7166,-5089.9851,-997.3004,3104.3660,-3067.9633,-2217.4570,-6445.9364,-1875.9868,-6264.1196,-704.8048,-5025.2169,-1400.6983,3840.6361,6522.2067,-1911.7448,5622.7740,-910.8932,3899.0487,4992.3373,4299.1223,-4549.5524,-5821.8705,3814.1395,319187.4088,336774.0449,341129.4358,338506.3370,329815.8087,336081.3565,339448.5923,338358.5585,55437154.8147,55409721.3850,55431064.8520,55426123.8011,336614.9206,55420096.6168,-2855.3828,2800.3239,-2008.2383,4877.2943,0.0000,2791.2242,-3012.5153,-493.4566,-1566.3873,2289.1404,5497.9900,-1399.3920,1097.0659,-6402.4404,5238.4317,6088.8828,-2202.2731,-6072.9638,3373.1370,341.2437,4023.1947,-6473.2755,6475.0892,-5330.2886,-1820.6219,4697.3875,-5928.5931,4857.7463,6613.3663,-3894.9892,3753.9566,4731.9822,6011.5751,-1203.3598,-3967.7348,-1866.0817,-5553.8804,-5669.5421,6330.3947,-8.1247,-6798.8298,-5644.1367,0.0000,4934.1527,-3663.1785,4345.8371,5251.0326,2472.8203,-6175.5048,3561.1389,-3321.5213,-2134.3961,4763.6361,-3336.8393,-4625.9247,4775.6502,-906.5697,5080.4865,-6095.2620,-5016.4306,704.1133,375.4902,-661.4640,-5075.0883,-4946.7964,1163.6577,-770.3830,-2196.9774,-4309.7408,-5002.7013,-1254.1418,2180.6957,6413.7134,-4749.8305,-470.8478,-5710.8367,-5208.2118,-2260.0269,677.9651,5437.4692,-4727.5250,-2775.7828,-6353.9794,802.6669,4576.2427,777.1130,-5590.3537,-3181.5071,5685.9721,2529.0541,-313.0199,-3804.4520,-108.3428,5792.3550,5132.8676,-4729.4227,235.4189,-486.6696,-2981.5595,3512.2447,-138713.5295,-161454.6511,-141947.3551,-144616.9403,-150549.7719,-144643.2741,-148651.5961,-145281.6339,-58284932.4377,-58281963.1112,-58310185.0940,-58285060.2194,-145632.8580,-58286734.5739,5295.0515,-5161.8370,4786.4274,-3086.3986,0.0000,4623.2069,-2637.3063,-3109.7582,5204.6245,-4634.3979,3811.1787,-5396.9692,4593.3954,-2586.2183,2079.7212,-3191.9215,-4566.2753,3143.4942,-1594.2704,991.6411,-5358.5986,1641.3900,1309.0971,-1306.1712,-290.5443,-5010.0107,3263.9182,4707.6716,-1317.8379,-1539.6861,3766.9056,525.9154,1480.9504,2554.9289,-5236.7933,2476.0459,-3982.0321,1554.0782,2725.0259,-5516.2440,-261.3454,184.1943,0.0000,4501.7152,-4485.6222,-92.6524,-4231.9666,-600.9054,820.2090,4735.9203,-2540.6703,-1501.9254,-1876.5277,-4644.6727,-4229.3771,-4262.9763,4382.2264,-4455.8135,-1912.7949,-4644.7117,-4736.2400,-3079.4123,-3990.7407,2615.2539,-3627.5031,4545.3959,-5389.5231,3840.3619,4776.0459,-4644.7605,-5316.7984,4208.2041,-244.4793,4939.5445,-6873.1558,-2913.4851,-4586.1041,365.3951,-4561.9467,3757.5338,-3856.3677,5487.0106,1495.1820,-2346.0905,-4824.5921,-2773.9339,4020.1570,3453.7225,3591.0760,5067.1243,2251.9941,5464.1098,4009.1883,-3424.5635,2566.7868,-661.6166,-5393.9164,-5178.3922,-2064.8796,4556.2503,-70005.6081,-76985.0018,-70323.2889,-73473.7913,-67147.7539,-70070.5934,-81176.3397,-72518.0213,-22170956.8009,-22201180.7028,-22180295.1894,-22190464.8754,-72263.7268,-22182054.1322,
7200.000,5286.6363,2847.4347,6785.5873,-5388.2712,0.0000,1151.8397,-1474.7996,-6681.2170,-3180.3252,-5590.7589,-4682.9446,5921.2712,-4821.1928,2754.2617,1496.4900,937.7548,6159.1994,1173.2919,-5871.9971,4210.6307,-3102.9650,3691.2856,-3240.3329,-1282.5776,4549.7381,-2169.6074,4085.0660,-5074.5462,-911.0144,4803.9979,-4079.8644,-5430.5673,982.3531,-6029.9004,5032.7681,-2939.0207,3369.9861,31.6337,-2640.1381,4598.5545,1834.5540,-791.0645,0.0000,-4367.4968,-1772.9678,2789.9089,-2581.7053,2614.6860,536.9015,-4348.8471,-4295.1850,-5629.1705,567.1791,-574.9885,5872.9490,-5761.5686,1745.0138,-1657.6244,3617.1795,2968.9141,5891.3226,6229.2325,-3305.4627,5144.3787,3078.5971,3972.5981,-2527.9803,-410.4011,-788.5607,4708.8694,-3878.8507,-6707.2901,41.8351,3830.3902,-4568.1667,-1182.6797,949.6790,-4704.4551,1836.7052,-3907.0834,-1693.6092,6010.5736,3380.4300,5987.6724,-144.4465,3139.4337,3702.7820,6557.9768,-1307.0120,-6623.3233,-6301.8267,5492.6862,-6092.6809,-3343.5291,-5717.8913,-2367.1197,-5303.1301,6066.6753,4455.1447,-5649.1538,343276.4199,364951.0163,367404.3233,365119.1414,355476.4769,363704.6766,364736.1154,360271.6846,68671383.7536,68639671.8094,68670800.9304,68652533.4730,361904.1734,68653325.5145,-1637.0124,-5954.4871,60.4503,-3931.1985,0.0000,-6124.0536,3913.5409,652.7456,5649.2835,1955.3576,-2312.7598,-2117.7760,3490.1035,4310.9296,-6377.8497,-6637.1009,-1820.6983,6644.2631,-1256.3951,-885.1004,-4228.2658,5165.6611,-5195.3898,4780.6543,-1384.2627,-6332.9478,2904.1825,-3599.9042,-4848.9931,1040.3469,676.4942,-1607.0656,-6516.7084,2801.2315,420.8113,1875.8462,2447.6727,4542.2019,-4372.6131,-3897.9851,5664.8185,5126.8194,0.0000,-5292.8404,6381.7196,-4696.1207,-3305.4078,-3760.7438,5900.8559,635.5875,4845.0170,2060.1588,-4329.0807,6247.4151,3402.5110,-3460.7852,-1619.7880,-6432.4352,2718.7234,3171.3836,-3432.6423,-2936.0104,3992.0248,3594.5570,2926.5648,-5127.6634,5357.7949,4162.2750,510.7676,4282.9720,5110.6530,783.0764,-6115.9289,2630.2962,-2915.0034,6660.3363,6876.4518,3350.0363,-3944.1974,-3471.9281,6609.0999,-87.0909,3431.6548,-3134.4594,-6782.4761,-2914.4408,5768.1369,1899.1435,-6747.8148,-468.0732,1878.2085,2829.2865,3126.0251,-3765.7829,-3802.3370,4708.8475,3409.1970,-2551.8181,-373.0538,257.2621,-55418.7220,-71142.7576,-54197.6503,-59481.7557,-62262.0550,-52916.9268,-60371.0290,-57510.8792,-41883725.7917,-41881472.6409,-41903943.3193,-41878800.9708,-56788.3018,-41885427.2310,-3873.3411,2117.6255,-1226.3923,-1530.9737,0.0000,-2702.8694,5370.1608,-1832.8626,-1841.4245,3432.2524,-4256.0580,2701.4474,-3300.9170,4637.4827,1918.2153,-1809.5308,2118.6415,1296.2513,-3185.4739,-5397.7552,4414.1657,2427.6322,3121.1387,4808.6130,-4569.0086,1632.1374,-4600.5037,-3049.2931,4819.4118,4880.1071,-5471.1648,-3879.1998,2160.6436,1843.6446,4620.6500,-6021.8115,5404.1486,-5078.0244,-4673.0967,3387.2770,-3401.2986,4307.2226,0.0000,-711.1201,2047.3770,-4142.6150,5445.6339,4845.9817,3225.9520,-5374.4871,-2175.9971,-3493.6537,5184.3247,2671.6326,1441.6388,1220.1739,-6512.7894,1930.1497,5138.7391,5360.2145,1143.4209,-530.2159,4594.8066,2422.8245,5015.9413,-2083.0652,3215.5423,-5293.7283,-6890.9909,2572.5531,2384.8114,-1191.9923,-3250.2536,-5062.1464,4409.8670,-1434.2956,-77.3959,3775.8040,5298.8090,-4180.3711,-541.5454,-3353.9046,-4941.6993,-1417.5767,1282.5348,5387.7344,-1018.1441,870.2660,-120.1664,-1689.0789,2118.9617,-3156.9552,-950.8198,4541.0262,1014.9069,4453.9337,2786.2087,2084.9704,5189.5385,-3974.6340,-71366.9108,-78008.7189,-72495.4598,-72046.4300,-68780.7216,-74426.5402,-81825.7556,-73267.3177,-22166544.3218,-22190026.8805,-22177871.8331,-22180812.3603,-73370.6478,-22175945.6875,
