sl_100_86400_20310217 Coordinates.csv
2031/02/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:17 2024,
Start: 2031/02/17 07:47:00.00, Stop: 2031/02/18 07:47:00.00,
TIME_UNITS,STARLINK-4107 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-31948 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-5041 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-3308 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-3651 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-4264 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-30416 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-31948 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-5041 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-3308 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-4264 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-31948 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-5041 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-3308 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-4264 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3468.4104,-5296.5585,-6242.7410,3383.8274,5305.2232,-3609.6958,-1905.9137,6429.6699,-1220.8975,-1020.7336,-543.8467,1450.0055,2809.9500,-6063.3868,4371.8931,1597.1566,3596.8749,-6849.0325,-1397.5120,-2004.1916,2339.3246,5804.0094,-5158.5558,-2634.7699,-5696.7359,-6119.7269,-4792.2045,203.2153,1675.1160,6557.3776,5816.9166,-4550.9978,766.6210,-3748.4117,-1674.7185,-913.7741,0.0000,-4174.1130,4843.7337,-5282.2034,-5279.9946,-1368.2673,1415.8523,-4697.2095,3104.1812,4167.4655,5076.9169,3173.3112,5391.5314,-6486.4809,4072.8286,-6060.2636,2008.4225,-2763.0934,-6752.8726,5065.6463,6470.5743,2878.4040,-3175.8179,6161.9458,0.0000,4248.3554,2646.1441,5443.7753,-5041.6302,457.4270,5385.5117,-2174.3655,0.0000,4834.6684,-1602.7810,0.0000,-1096.2660,-1854.5417,-2376.3302,362.0029,6538.3323,1940.1904,-2675.3834,-4031.3507,6573.3912,72.4997,-450.3023,-4941.4482,5617.4764,-4897.5051,-2273.9524,-267.5405,4601.5729,594.4736,-5609.6283,6394.4713,-4109.8460,-3368.6342,3687.8377,-5448.7798,-2752.0851,6477.6906,-1650.1934,-1931.5390,-333307.3580,-355956.5421,-334466.4946,-337111.0903,-345667.4857,-343476.3169,-341491.1057,-339106.4870,-116837860.3685,-116880678.3014,-116873262.2440,-116844601.8018,-339897.0344,-116849594.3368,-2249.4793,-4230.2678,-115.3785,2473.1626,-4080.0461,2228.1537,-6295.9526,2519.5895,4242.6532,6064.6847,1327.0867,-2192.8314,4141.4760,322.7903,-4879.2392,-2708.9787,5197.8786,-224.9465,-6773.7766,-6524.5162,6498.3323,-2793.3914,-634.4560,3280.9149,-3827.4855,983.0219,220.0361,-4872.8102,-3887.1005,104.8478,2942.1391,5162.9552,4413.9992,3435.5268,-5398.1810,-4115.9724,0.0000,3089.5531,4455.1669,-1679.2712,-2565.4559,-260.5873,1973.3495,-3120.4490,4380.4923,5182.6640,-432.2229,-6144.9645,2890.0924,1807.0293,1636.8533,-2945.1575,6278.6631,-6170.6336,1381.9368,4657.8608,-593.2409,5437.3481,4742.7936,-2056.3271,0.0000,5439.2849,5203.0197,-3075.7484,-4093.2472,-6559.5747,2223.2678,-3600.3302,0.0000,-4216.2786,-4684.7535,0.0000,-6598.0167,1636.7850,6150.1001,4866.9525,2222.9795,-6179.5774,5760.8738,2302.6543,1648.2866,-6352.0180,5320.6626,-2379.9236,1367.8743,-3597.7987,3739.5052,6706.6721,-2117.4962,-6711.6375,1549.2546,-488.5043,4593.8917,4625.6763,4410.5721,-2342.4229,3533.6162,-651.1270,160.4160,6452.3969,51823.0190,34069.9671,33035.6222,37731.1330,39943.3681,36875.1685,30829.7006,35138.1974,-105132090.7779,-105155224.4171,-105128180.1068,-105116163.5158,34436.1267,-105120633.0434,5482.0577,-830.2401,-2719.5694,-5362.9130,-1576.7201,-5460.7378,-2137.2156,-544.4878,5304.0789,-2964.9478,-6800.5224,6433.7435,4612.4997,-3341.0825,1146.0345,6203.1637,2822.7502,-1002.5015,-155.6441,351.2667,262.9400,-2589.2746,4602.6113,-5196.4993,-185.7871,3064.4454,4964.1565,4522.5015,5361.9935,-1849.0153,2165.6033,-485.7433,-5102.1039,-4735.2118,-4015.3534,5395.0749,0.0000,4329.7346,1875.2138,-4161.1904,3472.5497,-6803.0008,-6495.0380,-3824.6650,-4319.4667,1969.2216,-4703.7384,-169.4025,-3228.1462,1578.9893,-5319.9446,-978.0240,-1766.3281,-1203.6680,334.0590,712.1702,2264.5642,3081.4766,3878.7555,2519.8219,0.0000,116.9540,3698.3304,2669.0675,-2028.0865,-2083.5540,3365.3047,5365.7874,0.0000,-2546.7015,4724.3320,0.0000,1592.0301,-6512.3193,-1833.7905,-4789.5372,409.1232,1751.8791,-2473.0915,-5135.0805,261.2408,-2623.5999,4178.0325,4134.9026,3675.2620,-3370.8414,5236.2342,-1641.6771,-4493.3868,1472.0335,3506.7441,1760.9986,-3137.3686,-3505.1876,3630.4622,3489.9745,-5265.3977,-2161.7959,6723.3039,-805.4714,-130492.6746,-137022.7330,-129968.4094,-132952.0447,-127097.2708,-132768.9043,-141248.0267,-133899.5020,-39719086.2423,-39732340.0365,-39723223.4320,-39728366.4353,-132473.7839,-39731268.8068,
3600.000,5940.9730,4808.7028,3125.1348,-6275.0046,-2029.4251,2134.2046,3246.9266,-3762.6897,-3176.3748,-1743.0338,5371.8719,55.9116,-5926.3229,6284.3949,160.8486,-1075.4744,-2599.0682,6079.0456,-952.4199,4002.7722,-4054.3548,-5797.9411,6704.5630,-342.2870,5219.8778,3399.1241,2365.6169,4631.3826,2938.3241,-4126.7888,-6320.5587,2428.0399,-4823.4521,993.9729,4556.8559,4992.9352,0.0000,-749.4177,-4417.1511,5273.0408,4675.4697,-3793.6793,-5481.5332,3849.5204,-5641.3086,-5132.0327,-4681.2348,-551.9770,-4943.0445,3848.2065,-6287.8371,4805.6384,-3544.6205,4390.0662,4720.7086,-5827.0147,-3533.5721,-690.7573,-999.2755,-3376.0199,0.0000,-5214.1039,-5344.4550,-3905.8217,6266.7512,1182.9873,-6542.0253,5423.3852,0.0000,-3751.2854,4667.9973,0.0000,2600.9062,-1568.1008,499.4107,-3391.8136,-3856.4813,1675.9757,85.2985,3584.2355,-5281.0726,2481.1921,-2020.6631,6827.3468,-4236.5397,5070.0086,-2431.2025,-2026.4022,-1293.7711,1655.4723,2075.8091,-2653.0650,307.7049,1570.0987,-5782.9436,6784.4655,-1518.0056,-3470.0539,4630.8785,-408.1622,-336788.5277,-352395.1809,-332890.0240,-336148.5577,-344204.8797,-337426.7490,-339961.9148,-338566.5944,-85554087.4071,-85586782.5738,-85585951.9061,-85569282.1936,-337822.2943,-85565148.0451,-1112.1947,1151.4929,-2727.1305,565.0715,4270.4505,-5783.7830,3233.7686,-3605.8011,-3913.0305,-6533.3210,-1801.7406,5815.3451,-864.3171,-2915.1967,5007.0492,6177.9605,-1732.7988,-2005.0120,4831.5151,4401.6724,-4555.0820,2934.9609,-1495.0887,-6473.4526,1297.8840,-3761.5655,-3937.2829,4346.2594,4521.3748,3030.2128,-1303.5180,-5266.7940,-1469.7816,-6066.5683,2492.9331,2050.2274,0.0000,-4314.6968,-862.0069,4365.3585,-1921.5456,1805.7897,-813.1198,-1480.3607,-3934.9667,-4060.7069,4189.2763,6049.5738,1045.8475,-3802.6828,1287.1798,-103.4791,-5043.5279,3185.0454,-3432.0184,-2356.4899,2691.8946,-6410.9003,-5062.2607,3996.3229,0.0000,-2814.9139,-4368.0012,5398.4991,1631.7989,6360.3695,-185.8504,197.8055,0.0000,5468.6937,4922.7030,0.0000,5677.2612,-4439.3984,-6216.4059,-5851.2621,-3378.5727,3880.6114,-6628.7749,-5560.6750,762.1011,3506.5996,-6473.4598,810.4536,2850.6608,-237.1948,-4514.8904,-6255.8959,5651.1155,4539.2225,-4621.3146,3152.7262,-4215.1043,-6339.8223,-3455.0849,839.2332,-4695.3874,2759.5526,3561.8306,-5580.8476,-32877.8539,-54479.0107,-54181.5475,-52365.4398,-45842.7744,-50254.3503,-54562.1067,-51690.0174,-131780589.8760,-131810274.3860,-131783652.5664,-131765307.8821,-51161.8153,-131768507.5831,-3288.8749,4699.9996,5389.1809,2558.3193,4981.1722,3117.2092,5169.8976,-4567.2394,-4728.7348,-944.9816,4001.1729,-3824.0442,-3253.0368,-103.8288,-4382.0190,-3027.8933,-6184.0817,-2650.1956,-4863.7191,3361.7457,3243.7490,-2444.6738,-1068.7365,1613.8095,4259.2557,-4713.9561,-5167.8981,-2003.2145,-4211.5617,4486.4767,2352.9122,-3739.9111,4532.7625,3220.0982,4576.5257,-4233.0948,0.0000,-5163.0083,-5161.8000,-1058.1788,-4591.1193,5509.9682,4159.3277,5410.4846,319.7025,2303.5862,2918.0848,-3316.6220,4708.9563,-4318.7802,2508.3333,4812.6003,-2930.2740,4200.8159,-3688.9692,2882.2644,-5262.3892,2412.2208,-4596.9683,-4615.9550,0.0000,-3547.0162,-423.6898,1362.1577,-2081.9446,-2389.3208,1573.3762,-4147.2026,0.0000,-1905.2282,-952.8908,0.0000,2875.4951,5122.9492,-2817.3804,970.4185,4637.1018,-5218.0868,-1574.7602,2013.5304,4178.3573,5356.2678,248.5712,-25.3906,-4577.6585,4730.1489,-4521.8402,-2125.0622,3482.5680,-4927.7112,-4539.5144,-5227.8887,5463.2519,-1533.1707,950.5162,816.5453,4825.2155,5222.8157,-3740.6915,-3837.8331,-130463.3050,-136659.1459,-130096.0281,-133505.8210,-126916.3403,-129914.6971,-141134.6309,-130590.8536,-39715765.4896,-39731522.7696,-39723435.2858,-39721074.3177,-132165.5702,-39727974.5459,
7200.000,-6027.1724,-3059.4315,711.4041,5934.1311,-2569.6308,-672.6572,-4703.7503,-540.0944,5994.5023,3898.4384,-6843.0797,-275.4548,6467.4685,-4086.8765,-5084.7182,1046.4309,2366.1992,-3053.1125,819.6503,-5034.2268,5012.7555,2540.0647,-5579.6177,2488.4797,-3197.3898,-90.7104,-276.5510,-6015.0916,-5525.6290,324.3344,4071.0121,1486.2625,6710.1482,1356.4364,-6500.2015,-6850.8565,0.0000,4692.6591,3243.0361,-1786.7217,-3030.3541,6868.3725,6865.4395,-2622.7601,5427.0156,4500.2231,3234.0959,-2918.4235,3751.1785,27.5573,5945.3943,-2029.5720,4057.7195,-5217.5815,-869.2773,4902.5272,-395.6436,-1111.0526,4653.7946,-161.1069,0.0000,4902.2473,5875.2893,73.1989,-4572.2948,-2984.7484,3523.1605,-6461.4928,0.0000,550.3619,-5146.7679,0.0000,-3767.7466,2925.2745,2446.0669,4338.6045,-618.5534,-5445.8371,2952.4543,-2150.3730,1513.5687,-5240.4711,3402.6498,-5375.3716,2093.3643,-4602.1643,5338.2970,4035.7522,-1815.4011,-4443.7553,1714.2243,-2371.5969,3947.6771,1781.8692,4800.7611,-4947.9494,4470.1996,-608.6156,-3460.4287,3637.9895,-318975.1064,-327023.8385,-310327.1155,-316159.5952,-321360.9520,-310451.2535,-317249.9456,-313856.2984,-48445554.8245,-48466894.7881,-48471519.8687,-48464703.5205,-314533.3609,-48456397.7999,3080.3899,3343.6409,5507.9950,-2479.7260,-3928.7699,6777.0225,931.8622,805.1946,3240.7150,3771.3154,-376.2304,-6880.7957,-2054.1184,4384.4066,-2851.4695,-6619.2123,-3034.1973,4114.1418,452.9693,-79.5014,683.2020,-2361.7884,2731.7994,5119.2768,2759.3640,6016.2084,6580.2918,-1353.8836,-4028.8487,-5707.9298,-1653.6284,3850.9681,-950.8646,6806.6164,474.9385,-234.8204,0.0000,4562.4366,-3733.6989,-3669.0555,5675.8474,-167.8867,687.5898,5589.0163,1724.1684,793.8362,-6095.8217,-4129.8191,-4824.8692,5375.5884,-2908.0941,4190.3408,834.0379,1179.4644,5021.9400,-1354.2758,-4976.6529,2389.4805,4520.0140,-5621.4005,0.0000,-1292.3155,1869.4528,-5234.3893,2140.6900,-3268.3672,-2532.1779,2195.0777,0.0000,-4606.5336,-2841.5340,0.0000,-1923.7182,6260.5121,3389.2185,3914.8151,695.9624,-203.8694,4272.0047,6144.5340,-3986.2541,120.1493,3776.3547,1171.7779,-6129.8793,4017.9461,4238.8099,3307.5509,-6506.9898,-1018.6039,6265.1971,-5159.0722,3612.8040,3903.1346,269.2056,1334.3751,5095.3766,-5010.3943,-5813.7492,1969.5500,-116247.8726,-139055.6649,-137912.3587,-137310.5243,-128714.2807,-134327.3756,-137068.4591,-133069.3363,-149400014.0492,-149433165.4934,-149408054.1000,-149391591.4595,-133568.1477,-149387020.7601,-1205.1483,-5111.9515,-3944.2302,2208.7169,-5026.2460,1172.9688,-4988.7392,6845.2008,1128.3307,4136.8948,1101.2379,-1000.6877,-610.7851,3463.4000,3195.1217,-1894.3786,5751.1405,4648.9892,6846.2373,-4629.2767,-4714.7503,6004.4563,-3118.2799,3492.9270,-5418.3508,3406.8360,2079.8405,-2518.6285,-18.7854,-3712.1140,-5287.2788,5516.9877,-365.2189,186.1066,-2358.9277,66.3544,0.0000,1712.4938,4722.1226,5586.5776,2268.2161,-986.7424,661.0713,-2884.4924,3864.4107,-5226.6698,627.3821,4710.9864,-3238.1073,4345.5878,1921.7089,-4973.2686,5411.7555,-4310.0259,4643.6213,-4696.3885,4728.3861,-6369.6557,2362.0918,4112.7954,0.0000,4675.2136,-3138.0664,-4348.5279,4547.6411,5277.4257,-5154.1519,-180.4162,0.0000,5096.7586,-3520.4508,0.0000,-5427.4693,-863.2892,5406.0177,3535.2329,-6861.8489,3907.4487,4402.1748,2336.9698,-5279.4784,-4451.1710,-4500.6415,-4126.8274,2224.4266,-3308.1581,460.6430,4517.6093,397.9126,5166.2516,1998.9409,3457.4681,-4385.0508,5145.6340,-4819.3365,-4603.3843,-1347.0236,-4647.4527,-1519.8521,5363.7559,-130437.2564,-136205.8528,-130764.2153,-130760.4257,-127074.3513,-132606.5712,-140404.0648,-133396.5027,-39713217.8378,-39730669.2315,-39723770.4875,-39719310.8185,-131843.2929,-39724662.7010,
