sl_100_86400_20310106 Coordinates.csv
2031/01/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:04 2024,
Start: 2031/01/06 07:47:00.00, Stop: 2031/01/07 07:47:00.00,
TIME_UNITS,STARLINK-32188 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-31792 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-1749 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-31792 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-31792 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1413.3570,-5246.3608,4553.2967,-380.9125,-6215.2807,4531.7521,2587.2981,-5346.3803,3493.2289,2053.3883,-5161.4349,-6752.1165,3536.6498,-5441.9915,-2453.5890,-4725.8278,-6056.2824,-1913.2960,1105.8264,3021.7593,-4108.3512,-2886.6146,6667.1038,4257.6432,3977.9919,-4134.9745,-488.6850,1645.6706,4682.7671,-6195.9415,-3869.8680,-5178.4174,-3268.3488,-6272.2103,5685.7977,0.0000,3264.6993,-4132.2327,-6572.9580,3125.1816,5692.9857,5538.5404,-4560.8525,4998.9186,1031.3959,-4870.7027,-6154.1258,-5221.0981,3347.6538,6616.6562,-3558.4416,-6164.3900,1541.3103,-207.1606,-4069.1064,3700.7679,-5303.4079,-3354.8091,6066.7579,-3304.6772,-4032.3601,-6648.4453,4436.5216,4583.5790,2711.7001,3646.5810,-6038.2203,4209.3359,-2997.8906,6023.2618,1549.1553,-6039.1762,5939.1138,-1544.9081,-4307.2234,-5615.7104,-4765.5472,-5190.8296,5231.2898,5306.3321,3036.2931,998.5095,-1992.7519,5269.4427,-3300.8533,-5145.4849,-1347.3629,2209.8639,4124.9598,4456.2627,-5723.3986,-3416.8918,1977.9970,-4686.0243,-730.2875,4953.6178,3905.5718,-3691.8999,-4151.9269,-3238.6134,303555.7928,286203.0271,308225.2228,309211.8401,304147.0056,303764.9423,301320.4725,303505.5387,-212257140.1753,-212241392.9384,-212275131.1325,-212248417.1188,304847.4382,-212250469.0992,4316.7679,2683.5107,-1126.7729,-5694.7551,2005.9284,2060.5113,4812.0202,2261.8392,5851.6753,-3697.0139,-685.9633,-708.0682,2131.1827,-3310.6925,5314.4362,-2706.7499,3062.2221,5651.5664,-4987.4968,-4604.4376,5455.2306,3500.9477,1857.0539,-4340.5381,-3686.0452,-60.2414,6885.6910,6737.1929,4395.9199,2858.6908,1454.7628,823.3962,4971.5968,-2506.5282,973.2162,0.0000,6084.9012,2998.9429,1365.6690,-3730.6376,2749.1032,3034.9822,-3961.8296,-2472.8200,-5710.2544,-993.9261,-3118.5456,1329.7091,2695.9686,-1650.3155,2309.5157,-1937.5273,6661.4238,-6585.6451,-824.3064,-5827.9555,158.3979,4558.0357,967.1402,-4039.7232,777.9959,-1549.7160,-2679.2115,527.8762,-3978.3517,-3643.1853,3285.1757,3993.2363,-6186.8576,2810.3614,-6091.7480,-3117.4902,-799.9681,-6660.9555,-2836.3855,-2013.1666,-2399.2216,3952.3540,2231.4944,3200.0914,-5756.2570,-5322.5398,6588.3562,898.5897,5726.4527,2681.0088,-6751.2257,1157.6515,3539.0988,-4358.4207,-836.5156,-5504.7757,-6448.5694,5038.5097,-6686.7491,4098.8864,-3286.6464,-5234.6020,-3513.3300,-3372.2196,-218185.7183,-216595.6667,-226056.0013,-220868.9972,-213680.8344,-217302.2658,-223253.1132,-222727.9353,-70708173.0339,-70688543.4587,-70684884.3837,-70699422.9075,-221581.9180,-70692958.9923,5064.2045,-3521.7178,-5050.7597,3825.0484,2197.0402,-4687.5999,-4028.6813,-3295.6845,743.4154,5400.0048,-4527.7837,-519.0729,5518.6627,-2436.1936,-3442.5460,-4103.6096,1142.5502,-3475.8698,-4550.5712,-4153.9609,-127.9119,5197.9533,867.1884,3170.8637,-4307.8266,5338.9140,-540.0213,-162.6353,-1631.7723,-995.7825,5522.5812,-4463.5449,3430.8583,-911.9967,3815.4742,0.0000,371.4714,-4648.9646,1618.8529,-4877.5271,2831.3152,-2753.8311,2785.7150,-4107.9447,3536.7599,-4613.3410,-538.8944,4082.9291,5374.7245,-633.5318,-5399.6194,-2137.6591,830.8064,-1901.7724,5517.4223,540.8883,-4422.3229,-3951.9612,3007.9652,-4571.0103,-5432.8753,1207.5567,-4561.3381,5149.5274,4887.9384,-4622.7945,-21.9723,-3418.9233,60.6816,-1953.9400,-2749.9534,-883.9447,-3211.6426,-1095.1442,4520.7385,3038.4669,4393.2639,-1909.7006,3963.8904,-3096.0181,2057.4185,-4281.6806,-445.6611,4428.3160,1151.8788,3610.0004,-886.4018,-6482.9555,4239.5072,-2983.9641,-3571.6359,2299.7401,1450.5305,283.6930,-1619.8269,-2407.8458,4169.4971,-2380.7495,4120.0739,5080.1993,150367.3566,148949.6341,153955.1119,151080.5928,156857.0600,150995.6834,142670.9138,151517.8497,-31879538.8161,-31912291.7651,-31889884.9508,-31898916.7676,151444.6882,-31891430.4205,
3600.000,-5028.1268,4863.2256,-5015.4408,2490.6681,2976.4041,-6787.1204,-5242.8076,799.3204,-4336.7075,980.2969,2927.0961,5571.2009,-5583.9191,4940.7412,619.7109,6728.8883,3134.8975,-1675.6720,3394.2645,-593.5619,1410.4598,-1401.6958,-6213.1252,-3194.5151,-2126.1594,4652.2451,-1958.4820,-3509.7744,-5260.2306,4587.3661,2456.0308,1861.1222,1977.2832,5743.0164,-4260.7850,0.0000,-4053.7688,3641.0712,3822.3258,-1728.4183,-5020.2562,-6477.9258,5852.3614,-4113.9543,3275.3737,5287.9054,5328.6984,1928.7920,-5002.0364,-4082.0618,2040.9683,6266.0184,-2936.4434,2424.8140,4810.7796,-2652.8496,3663.7014,5750.6343,-3465.7978,5579.6090,3235.0239,6459.8333,-4199.1770,-6157.4959,-983.1052,639.3165,3696.8357,-6059.3946,3873.2681,-2040.3296,1005.5192,4987.9062,-5597.7841,3530.1391,5502.0552,3240.0625,3843.9404,3484.6315,-4861.9693,-2919.5508,509.7831,1018.9446,-592.2625,-6894.1969,79.2974,4029.3479,1408.4974,-5504.5870,-6620.0761,-608.3317,6578.4949,4735.5341,377.6305,2447.3166,2902.2034,-6394.1221,-2337.1138,4075.9239,5234.0869,4647.9944,350570.4124,331081.4941,352614.2407,351343.8802,349389.3076,351429.2769,346873.4383,351760.8973,-186628321.6195,-186609830.9706,-186646346.2721,-186613208.9956,350656.9130,-186620816.0722,-4317.8169,-4754.8879,4396.5523,6394.8740,-3371.7919,53.1850,-761.6939,-4961.6152,-3854.6838,6195.6865,-3146.6055,-2068.8699,1490.5492,-854.0741,-6635.2310,1041.7198,-3835.8182,-3791.6733,4654.9913,6770.2937,-5110.0883,-4641.6624,-321.5029,5926.6281,6396.8809,-4255.9920,-5473.1477,-5007.9474,-1653.9159,-3908.9543,-5297.5937,-3854.9147,-6514.9397,265.5413,2871.4474,0.0000,-4173.4255,-5786.4389,-2893.5595,6525.6893,934.4642,-1581.1131,1923.8538,5447.5957,3874.7586,-3432.3279,759.1194,-5005.6630,1443.3034,3067.9521,-5953.5929,-37.1755,-4194.3975,3815.5195,-3210.7993,4738.7805,-4080.4025,-3540.3644,2304.5345,657.7101,-5125.8444,-689.3579,5419.8801,2363.6104,6663.6408,4272.9409,-4076.3061,-2494.0258,3944.7285,-2611.6940,6695.4762,289.1851,3787.0709,4344.0367,-1402.5518,-2391.4484,-1785.2979,-5064.2848,1796.3673,-293.2619,4368.3245,6817.1888,-6101.6902,-792.1237,-5956.5780,-5525.1827,4352.8809,1310.4581,-1372.5671,5021.4110,-1292.6907,4470.9767,6492.1737,-5120.9171,5911.6989,-2015.0398,6095.5928,1324.8631,-994.2703,-828.6451,-140664.7739,-137398.5102,-143558.1627,-140064.1575,-129974.2069,-137504.8062,-139275.4008,-136720.0994,-123266649.1744,-123243799.3914,-123251009.9941,-123252554.6442,-138141.5767,-123250958.4913,-1573.8264,-907.8070,1715.8480,415.0958,-5230.9022,785.1272,4229.5140,4379.6941,3642.7367,-2801.5493,5381.8564,-3327.8166,-3778.4038,4610.7221,-1295.1161,-291.5044,-4785.0887,5507.0654,3674.3452,1153.7678,4297.4952,-4926.7987,3151.7456,1312.4486,1561.6276,-2448.3228,3752.2706,-3279.1530,-3678.2238,-3356.9021,-3696.3975,5377.7116,937.5745,-3666.0525,-4643.1743,0.0000,3731.7397,933.1431,-4980.6210,1344.1604,-4691.2641,-1731.4766,2512.4570,1140.0134,-4532.4584,2481.9778,4340.5635,-4128.4348,-4520.2936,4553.9350,2726.2187,-2656.2705,-4615.6592,5142.9396,-3794.7930,4281.2202,4183.6656,-1436.5322,-5438.4040,4053.2694,3086.6450,2418.3512,773.6692,-2107.1877,-1354.1841,5393.7576,-4124.4745,-1550.0761,4075.9929,6068.6642,-1104.8109,4681.0352,-723.0349,4065.9673,-3863.3221,-5358.8536,-5474.3313,-2904.4230,-4618.7280,6259.2299,-5228.1498,307.2397,-3166.4219,234.4599,3080.6825,-25.3959,5205.2069,4017.3239,-1379.7385,4695.1974,-1115.0927,2201.6426,2300.8858,3889.8915,-2120.3993,-1479.7628,942.9445,5308.0661,-4272.6529,-5053.8799,151784.4619,148587.9179,153546.9126,150020.9139,156727.5791,153670.3534,142413.5269,151140.4083,-31901281.0430,-31928204.9487,-31914127.6806,-31913608.1180,151411.8385,-31911997.8427,
7200.000,5577.1347,-1877.1698,3544.3668,-3537.3846,1320.0169,5452.4049,6038.8911,3607.6172,4083.7118,-2772.0093,-842.9088,-1817.7141,5865.1631,-3215.1868,1975.2296,-5006.1222,1396.8838,5358.6151,-6081.2298,-1752.1999,2901.2747,4464.2159,3758.9623,167.4476,-124.3521,-2984.8158,4556.8027,4870.1492,2587.9567,-565.0385,-1036.6283,1125.1875,579.8047,-2642.1043,2292.1790,0.0000,4161.3807,-1755.1885,292.9583,-47.3510,3553.4934,4555.4844,-3248.5905,1915.5515,-6395.7204,-3448.5862,-3109.5120,1467.5505,5462.2211,-428.8774,-392.5187,-3084.8115,4350.1767,-4906.4249,-4419.8196,-866.6262,-1623.9576,-3603.9487,309.3073,-6482.2289,-1639.5874,-4018.3370,2246.0030,5382.5331,-829.7774,-4281.0018,739.2560,4206.7326,-4140.7002,-2015.1242,-3380.4799,-2516.0755,2240.7144,-5199.2795,-5139.0782,-183.1597,-2846.4072,770.5924,3835.8240,844.3445,-4699.4128,-2442.9134,3650.1970,5028.3244,3975.1619,-978.7940,-2559.5422,6640.8868,6390.9297,-3446.4782,-3600.3404,-4365.9341,-3175.9054,1642.6530,-4452.6124,5163.7324,-1521.3406,-4019.4793,-4874.0370,-5343.9812,379343.0534,354697.6671,374646.8529,370505.5997,372207.7242,376622.6533,369824.5484,373282.6500,-148264527.8040,-148245213.4593,-148279611.1401,-148253680.4122,374103.7019,-148256527.1583,2325.2476,4645.7811,-5235.9915,-3928.7871,4733.9087,-1859.9704,-2913.2171,5481.4992,-514.7676,-6035.8250,6266.4587,4675.2732,-3613.9632,5023.5607,4161.7776,1268.4961,4254.2649,1676.5868,-3124.1038,-6144.6327,3156.0324,5052.1403,-2191.0351,-4796.4488,-6581.4249,5524.8436,2338.5330,1406.2987,-3326.7979,4115.3755,6811.1586,6223.2675,4990.9827,3133.8234,-5998.4972,0.0000,95.7207,5763.9833,4577.7738,-6166.9072,-4670.7869,-1087.6895,2332.0329,-6156.1567,-1195.7983,5594.2058,2880.2774,6562.9740,-4146.5214,-4380.4722,6603.5571,2802.8278,-67.9602,168.6888,5305.2032,-2226.7555,6589.8714,358.6200,-5581.2937,2208.1246,6403.7205,3288.2796,-5509.7280,-3719.5181,-6056.1807,-4639.1952,4120.2101,-1078.5801,473.7797,-1200.9961,-4264.3255,3703.6520,-4952.4793,-562.7624,4521.4119,6137.1551,5471.7827,4028.2497,-5215.1404,-3980.7306,-2039.6573,-5181.4040,3476.7054,183.9215,2982.4380,5737.4118,77.1979,-1855.4230,-1020.5983,-4910.8218,3019.6730,-885.5620,-4072.5344,3797.9499,-2752.9450,-1299.2861,-3968.6133,3411.4729,4617.0867,3984.2856,-47152.4039,-49539.6070,-51883.2680,-47662.0449,-37758.1400,-49092.0260,-46681.2257,-47331.2912,-167374012.2962,-167346871.7716,-167365181.6202,-167352903.8018,-45881.2819,-167357426.6402,-3149.5244,4677.8571,2723.7225,-4403.2989,4824.4866,3667.2756,-1046.3447,-1215.5428,-5486.8430,-1753.4308,-2757.5146,4594.5685,-424.1702,-3307.6335,4975.1890,4436.1445,5220.0040,-4019.0298,-133.7613,2582.3988,-5323.3769,1501.1414,-5460.4769,-4909.6304,2133.0644,-2516.3736,-4665.2479,4723.9846,5101.5268,5492.4712,-510.7548,-2720.0149,-4695.1374,5433.4809,2572.2766,0.0000,-5529.5239,3353.9537,5155.1048,3054.3834,3676.3254,5038.1116,-5326.3219,2513.2546,1968.8188,1652.5025,-5476.3458,733.1207,667.1507,-5252.6839,1814.5047,5367.5143,5330.7550,-4790.5320,-340.5817,-6501.4684,-1271.3133,5863.1742,3938.7598,-1100.0065,1615.4778,-4602.9250,3483.7664,-2269.4707,-3137.6888,-2839.5107,5441.2066,5133.4697,-5472.7729,-6521.4178,4165.3454,-5193.7561,4070.0143,-4544.1821,509.7157,2671.1402,3124.5354,5408.0638,2483.0110,-5602.6543,4503.1582,3835.2496,4697.5888,-4794.6461,-4514.8362,-3592.1987,-6451.8092,785.9679,-2395.6063,-3430.8474,4897.9449,-5246.3841,-4582.7443,-5510.3707,4510.9408,4323.1818,-5050.3753,-4350.1427,1235.7447,1816.0341,153137.8659,148237.6786,152554.8457,152314.1375,156228.8518,150767.3714,142749.6809,151978.4472,-31923689.7672,-31943110.9225,-31938271.4346,-31927321.6950,151367.3158,-31932537.7191,
