sl_100_86400_20311129 Coordinates.csv
2031/11/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:02 2024,
Start: 2031/11/29 07:47:00.00, Stop: 2031/11/30 07:47:00.00,
TIME_UNITS,STARLINK-30706 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-5041 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-5907 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-3785 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-4784 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-5041 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-5907 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-3785 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-5041 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-5907 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-3785 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6446.4931,-1717.7175,-1187.6892,4197.4061,-2451.7977,6069.2629,3311.4105,6880.7109,-5791.6377,985.1936,6062.0246,-1276.6119,1515.7219,-6223.0367,332.0346,3031.2901,4908.9980,5388.3784,-356.9838,-2125.1060,0.0000,0.0000,2553.7611,3788.9222,-3289.2296,-1393.3323,4135.3749,4225.2027,2938.2345,-6288.9795,45.3793,-5527.1495,-766.3584,238.6152,-1016.8464,0.0000,4411.3834,-1254.8546,2953.3006,1921.0153,2798.5346,3834.1505,0.0000,5636.5144,-4135.2663,2769.3041,-2481.3231,0.0000,2014.7889,-5419.2239,-6320.5443,0.0000,-4090.1794,3611.0573,-6685.6862,0.0000,3838.8378,-3166.4444,-5475.1526,3388.0026,835.0053,1040.3393,2286.1988,413.2894,-4187.1675,5158.6712,468.8304,243.2200,2472.9541,483.4327,1928.7982,-2808.3281,-5567.1363,3724.3075,-5136.4628,-1155.5266,4386.3591,463.1354,3725.4819,5149.9737,5600.6775,5535.4572,-4112.9665,5644.8350,95.8754,6672.7741,-4608.9446,-4881.5292,-563.0207,-727.3675,-4099.6258,-1251.2010,-2244.2662,-6693.6943,-4298.2813,-2463.4767,4636.4643,731.7106,-6186.2490,2331.8213,176244.7202,158225.9843,155823.8688,160816.0017,162695.3503,159598.9175,153995.1872,159540.8742,126913483.8860,126866010.0049,126906103.9212,126903322.6332,158090.1803,126899918.6679,-1949.5726,-5402.2533,-3968.5408,-4779.3800,5497.3466,-1438.9284,5175.5585,-717.1910,731.7650,-6764.8178,2887.7857,-6390.1254,-6687.8280,2502.7361,-5110.8468,5461.7697,-3227.4507,4035.6412,-5050.0576,6124.3155,0.0000,0.0000,3140.8553,5504.4762,6079.6169,6076.3491,-29.0073,-1394.5910,-4705.1047,-2078.2562,5632.5298,3783.1809,-4916.6124,-6095.0641,5894.7616,0.0000,-1011.9015,-6596.1799,5432.0588,4812.6865,-3871.5626,-3940.4848,0.0000,2270.8178,844.7335,3398.1086,-3706.5720,0.0000,6551.2907,-1554.1987,-1652.3488,0.0000,328.6588,2941.2938,1509.5372,0.0000,2974.0185,182.7179,3112.9192,-5163.2029,4758.4809,-6669.5820,3939.4731,4350.5342,669.1525,-3365.0954,-6901.8631,-6893.7806,6250.4894,5547.6522,-6011.7848,4804.3277,901.6051,-2648.4955,-1721.1082,4975.7175,3221.8307,4594.0571,-3232.7825,-427.3558,-2342.4422,899.4667,-4677.1686,-1572.4016,-6868.3397,-356.3344,39.2685,1445.9599,-6215.7745,-4536.2691,3655.4006,-4367.3225,5374.1312,-837.7768,-66.6989,-4566.1149,-3134.0421,6275.8938,699.9915,-4193.8908,-336961.1283,-323981.0528,-342210.1191,-339206.6708,-330085.1337,-333716.5934,-335800.0185,-336072.0121,182828775.8904,182860671.7413,182848429.2620,182850901.3526,-337001.7599,182843990.1166,-583.1255,-3984.7966,-5525.3331,2593.7547,-2971.8953,-2805.5618,3024.3678,396.6009,3710.4803,789.9409,-1711.2149,-1406.4556,842.6285,1829.4816,-4604.6323,-2916.4077,3628.6686,1539.9210,-4691.2629,1826.3940,0.0000,0.0000,5619.2166,-1271.2587,-499.1330,-2865.5975,-5521.7833,5323.5490,4052.2558,-1770.9100,3939.7150,-563.7142,-4635.7649,-3235.5487,-3330.3404,0.0000,-5184.9950,-907.7292,3032.8566,4504.3405,4964.9728,-4209.2471,0.0000,2898.3994,5428.8966,-5308.0143,-5277.8942,0.0000,-586.1665,3780.5418,2039.9447,0.0000,5447.2071,-5032.9372,-57.7269,0.0000,4945.9189,6160.0556,-2132.7932,-3072.5595,-5037.4956,-1524.1465,5232.6238,5326.0103,5136.6323,2574.8723,147.6292,-127.0871,-612.2589,4122.7124,-2722.4002,4154.0816,3749.1987,-5065.4416,-4034.3411,-4599.4170,3814.0459,5022.1178,4781.3093,4574.4165,3288.9570,3986.0070,-2981.4899,-3404.4233,503.8586,-1715.9198,-5149.3528,-4736.4854,3001.5874,-5084.2328,4186.5703,5189.8632,3613.0873,1559.3564,5397.2420,4509.1399,4147.4332,2776.2539,3084.1908,-4952.0356,137636.1115,131600.6323,138777.5369,135311.2674,141475.1965,137144.0841,127710.8471,135999.7182,-81012599.6858,-81001169.0893,-80994809.9776,-81004865.0553,136439.6096,-81013975.4581,
3600.000,-3451.5368,4690.0732,5127.9831,-404.4714,311.9657,-2445.6111,-5026.3667,-5136.8035,3275.4819,1824.6169,-2203.5154,3232.2058,1291.9301,5749.5507,3869.9816,-4671.7943,-922.3151,-5815.2463,4363.1773,-118.1757,0.0000,0.0000,-2480.0692,-4179.2261,828.2845,-356.4423,-3848.0615,488.3414,-1601.0033,6246.9682,-2173.6766,1847.3327,5025.7147,2377.2995,-1789.9149,0.0000,-1587.4413,3021.8487,-3890.4442,-4232.5112,-1194.9819,-1928.2665,0.0000,-3537.7655,4018.0705,-2347.3388,4954.2810,0.0000,-3259.8236,6610.5578,4759.2039,0.0000,3133.4264,-4445.1264,4544.0595,0.0000,770.1956,5797.2581,3484.7417,-2110.7911,-2310.7060,1251.5430,-2493.5404,-4454.0933,1310.0579,-321.4420,1941.6676,2161.7616,-3794.8866,-3972.1639,-274.9446,-566.7289,1670.9702,636.3611,6509.2514,-1116.4917,-6400.8282,-3850.4975,702.0227,-3667.5403,-2233.6841,-3155.6656,4158.0087,-1479.0447,1775.8352,-6040.3872,2589.5472,365.3054,2992.1559,4162.1072,1048.1460,4658.2034,-2088.7406,5060.5345,3184.5540,4294.5421,-1279.7433,-2394.8662,6218.5355,2193.8460,254218.0030,235659.0169,233675.2422,235170.5412,241608.4159,238160.3971,233269.1949,236217.7161,75250617.4364,75197447.7169,75237646.0430,75233157.4595,237419.8040,75236557.3500,3400.6768,5013.4408,2476.3179,4297.2245,-6349.3949,3386.5975,-4396.0424,2867.2050,-3924.4551,5309.1357,-2774.8502,4497.9574,5510.8365,-2417.5942,4279.2300,-4833.8472,4041.7282,-2423.4952,4088.9812,-5951.6429,0.0000,0.0000,1587.6243,-2026.6896,-6175.0705,-6634.5908,4247.6732,-1052.9405,6684.2676,224.9213,-6521.8296,-4988.2499,3660.1524,6471.4920,-6596.9727,0.0000,4639.3253,3652.4496,-1620.6141,-880.3194,6604.1992,6508.7900,0.0000,1964.6011,-4751.6610,1476.1712,20.3225,0.0000,-4785.1425,-1555.0572,-1916.7478,0.0000,-4783.0251,1703.1308,-2935.1527,0.0000,-538.6074,-2554.9327,-4678.3595,6429.3198,-715.0413,6441.3616,632.0546,-2509.7157,-5295.4424,4012.5153,5629.9781,5609.9661,-3847.9691,-3434.1356,6627.1002,-2390.7222,-3785.6065,4843.2476,-1721.3947,-6738.9812,-1269.4190,-5433.0880,4436.2056,4344.1540,4537.9412,2720.4301,853.0473,3797.9521,4975.2675,1923.4264,-4008.0497,879.9768,6226.0430,5170.4925,418.3823,4618.9261,-4635.9944,-1979.8348,-4152.1251,434.1151,5085.8887,-6271.3478,-3082.2749,4036.9216,-281380.2039,-275448.8838,-291398.5602,-287985.4732,-279248.5285,-288576.2605,-285069.1969,-287977.3224,209497670.7201,209520041.8407,209520895.3901,209522084.3287,-286771.6153,209511819.9172,4704.1166,917.0775,3892.9237,-5354.6489,-2157.4061,5400.6140,1525.0882,-3669.7446,-4673.2870,-3987.3096,5945.1703,-3712.7400,-3970.3231,3075.1106,3745.2366,-1526.1630,-5531.8988,2822.5147,3430.6697,3143.2584,0.0000,0.0000,-6279.1238,4958.3375,-3041.9390,-1710.8023,3826.2804,-6850.1688,98.2119,-2819.9076,229.1670,4098.6076,2739.0243,-335.4154,-396.2153,0.0000,4812.3846,4836.0821,-5456.2185,-5345.8417,-1589.4056,1341.7872,0.0000,-5390.9135,-2947.9014,6289.6926,4803.6141,0.0000,-3720.1273,-164.3679,-4533.2511,0.0000,-3735.5996,4922.1039,4198.1134,0.0000,-6878.1770,-2837.0208,-3193.0757,-1333.2315,6534.9075,-2203.0273,-6452.4228,-4637.1461,-3841.3055,-5334.9121,-3530.3704,-3390.3436,-4048.6689,-4535.5443,-1807.1269,-6502.2224,-5373.1987,4748.2980,485.4915,737.9432,1279.0124,-1516.0498,-5211.1434,-3929.3630,-4711.5708,-5488.4057,5433.7435,5399.8369,-4426.1254,-2725.3978,4985.7351,6874.4102,526.7510,1683.5485,-6819.0665,-2155.9246,-4599.1981,-4301.5389,-4514.9776,-5361.7909,-4600.5859,1603.1124,346.5465,5128.2661,137549.6466,132166.8664,138176.6612,135993.7739,141372.7338,138441.5060,127930.0699,137265.7252,-80988497.7026,-80982395.3725,-80972901.0258,-80985364.4040,136660.5096,-80992912.9900,
7200.000,-1631.8121,-5682.5065,-6815.8645,-4034.8391,2745.3330,-1818.7205,4556.1731,1640.5346,-412.3413,-4752.1819,-1845.5546,-4100.2541,-4410.2791,-2167.6041,-6346.4235,4489.8008,-3208.0877,4195.6493,-6480.4620,3315.3306,0.0000,0.0000,3291.1917,3818.0779,2536.8516,2444.1290,2944.5628,-5407.4028,-571.5963,-3351.9702,3347.4497,3270.4753,-6546.1670,-4079.3840,3838.4387,0.0000,-651.6167,-4592.9459,4665.3383,5857.5910,-494.8595,-358.6883,0.0000,711.2361,-2830.3023,2877.2859,-6252.4353,0.0000,4073.8399,-4317.2323,-1914.0028,0.0000,-1680.2069,4520.2385,-151.0667,0.0000,-3083.2888,-5956.9756,1746.2482,-499.9531,4657.7887,-3592.3324,3628.8347,6780.1887,1239.0354,-4733.0060,-4431.1814,-4515.4723,4062.9279,6494.2630,-2046.7606,4722.5871,2168.9884,-3718.6532,-4175.8187,2588.2923,3701.5208,4828.1824,-4218.5428,1708.3881,-1457.1311,694.8643,-3982.3144,-2780.1390,-4094.1506,2624.4686,-866.3668,4768.4397,-4426.2074,-5079.5651,4132.7384,-5612.7435,5708.8953,-2132.6437,-1993.2156,-5539.0598,-1901.3463,3468.7167,-3953.1020,-5546.7230,315458.8192,298960.1723,296838.4485,297489.4888,305197.5212,301637.9866,297217.5150,302586.2553,18432007.4993,18376198.2844,18412314.7079,18408013.5312,301671.7364,18417988.2143,-4362.8466,-2891.9645,-1063.7909,-3324.5524,3063.9452,-5181.3243,1035.1416,-4824.8674,6346.3576,-2116.1949,-1001.1041,857.0946,-2721.3999,2174.9584,-2637.0916,1678.4255,-4696.4054,-947.8776,-2364.1052,2319.9953,0.0000,0.0000,-5230.5883,-2931.6106,4396.7631,3912.3650,-6224.8488,350.8110,-5411.3213,2554.9623,4233.3024,4334.5680,-1285.2679,-4178.2294,4177.4073,0.0000,-6737.8630,1201.9481,-2714.0238,-2550.0992,-6265.4139,-6499.9977,0.0000,-5902.2876,6089.6112,-5426.3784,2636.8727,0.0000,596.6560,3819.6414,5389.6075,0.0000,6573.7054,-4970.6249,4225.5945,0.0000,-4055.6779,2784.8362,3640.2805,-4871.6420,-2651.5325,-3781.7185,-4491.4138,876.9715,6439.7827,-3651.9684,-2469.5033,-2262.2593,-1232.9275,1042.0347,-4135.5638,741.1415,5858.9076,-5648.6591,4012.5104,5239.4045,-2108.6062,3677.2139,-5005.9370,-6648.8757,-5984.3673,-5982.1603,3510.7411,-5397.2716,-1177.3738,-3420.9522,6647.0644,-157.5411,-3792.5596,-3561.6944,-2037.1024,-3313.2882,3004.0012,4911.8105,6572.1220,3142.0722,-6237.7299,3302.2835,4451.9599,-3591.0825,-208394.1621,-209022.6430,-222060.1993,-216715.1310,-210432.8890,-222794.7195,-216172.7832,-217072.9661,221880551.9708,221891729.9801,221904252.6881,221901760.6109,-218280.5918,221893569.1779,-4903.3714,2694.2897,220.2039,4452.0862,5290.9113,-4075.8065,-5016.3475,4686.8627,2726.2169,4496.9156,-6606.2783,5173.8804,4561.6509,-6244.6956,-398.4338,4942.8557,3916.9214,-5408.4523,41.7327,-5391.4716,0.0000,0.0000,3127.3400,-4808.9881,4708.1978,5066.5951,341.1880,4334.3440,-4206.9145,5394.9882,-4272.2847,-3966.2164,1295.6655,3670.1765,3819.0114,0.0000,-1215.5085,-4837.6024,4275.8601,2524.6623,-2845.0883,2340.1283,0.0000,3160.3702,-1522.0537,-3116.2000,-1289.9905,0.0000,5501.4864,-3599.0725,3754.2212,0.0000,-768.9917,-1357.9762,-5399.4630,0.0000,4704.5957,-2211.0076,5270.8173,4845.0158,-4473.8588,4536.2951,3843.8221,917.2084,-1216.4411,2969.8726,4696.7601,4690.4775,5236.2802,2192.4174,5086.3706,5031.0695,2618.9136,-875.1153,3460.6011,3604.1166,-5112.8983,-3135.5570,2098.4074,761.5437,3120.8359,3331.2006,-4415.3990,-3009.8713,5403.9314,5374.8221,-1671.0029,-5057.3233,-3753.0927,2893.2490,5140.9341,-2284.2601,2331.0366,4384.0143,738.9852,2596.8107,2463.6587,-4977.4257,-3594.3677,-1962.4997,137441.6710,132877.4624,137158.1617,138799.0265,140941.0498,135057.9052,128727.1878,135916.7498,-80964647.6531,-80963670.7806,-80952001.5391,-80967676.1299,136870.1109,-80971816.5121,
