sl_100_5400_20310619 Coordinates.csv
2031/06/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:23 2024,
Start: 2031/06/19 07:47:00.00, Stop: 2031/06/19 09:17:00.00,
TIME_UNITS,STARLINK-4660 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-32237 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-5935 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-30321 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-5972 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-32237 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-5935 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-30321 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-32237 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-5935 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-30321 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1487.4951,4059.4616,1440.2541,-5507.3455,0.0000,3492.9627,-4168.6454,-4149.7440,5486.6511,1440.0075,-382.7948,-4875.8594,3931.2192,-2566.2848,329.8014,2816.6876,-2183.6119,-1175.0408,4946.6590,4502.9740,-4419.7198,981.2873,-4635.6970,0.0000,-931.8261,1568.5204,-1513.6058,4504.5654,-3336.7352,-4676.6819,3480.4328,0.0000,-3030.1640,1155.9892,5778.2361,2596.1787,-2914.5477,-4937.6139,-5142.4206,-5025.3882,0.0000,-5007.3330,-3740.0422,-2572.2614,-755.5255,3501.6792,1201.7523,-2325.7849,-5941.0426,5386.0339,-3467.3942,5055.6222,4016.8684,2382.7738,3584.3804,6548.2818,-2217.1012,4935.8926,6331.6596,-4609.7670,-4103.0587,-5904.1182,3215.5217,1070.4311,1108.0871,-6361.9346,254.3458,162.1791,-1357.0012,2944.6533,-6086.7493,6556.8774,5599.7800,-4834.1158,238.1649,-1071.6890,-3581.1802,1832.6871,-6699.9041,6682.0442,5644.5136,2730.1429,2533.8532,5558.5401,-5069.3733,4152.6193,0.0000,3214.0898,-804.9410,1310.9509,1878.1062,6227.5447,-5439.2161,2579.5052,-2706.9847,3976.3591,-2746.5759,2334.1254,5791.2434,-6493.0579,-222743.7734,-194239.6601,-209263.3987,-212443.7071,-210521.4266,-208865.9320,-204514.3349,-207139.2800,95076233.2076,95088309.4071,95093783.5112,95082761.0476,-208567.9758,95082871.2355,-4707.2322,4139.1107,-5122.4713,1794.5032,0.0000,3932.2890,3359.5731,494.9855,-4063.7254,6603.2516,-5286.2607,476.8246,-4583.1271,5552.8698,6694.0315,6078.3455,-6344.4769,6463.2229,-2874.7058,-3028.8257,-30.1549,6686.8611,2267.3755,0.0000,-3981.0987,5171.3063,5096.4365,5030.1922,3508.0197,4141.2668,3153.1672,0.0000,-6160.5075,-4021.4781,-307.4408,-4496.3229,2978.9636,-4522.8478,-959.3115,636.2114,0.0000,-4697.5203,-1751.9959,-4171.6204,6152.0631,4393.8814,6609.7232,6508.1116,1938.2948,-3467.4266,-5377.4315,107.9038,-5078.3470,6441.0010,5678.3801,-458.3323,-3988.9295,-2516.4393,-1459.9586,2529.4114,-3132.3036,3281.2945,-2768.8368,-4917.2966,4884.1747,2557.3364,-4134.2782,5014.6747,5852.8425,-3973.9249,2928.7475,1729.3108,2244.2659,-1184.5153,-4875.7082,5649.1455,-3079.5011,2411.2210,-1542.2467,1172.1313,-3607.3232,3900.3039,-3353.0520,-3924.9416,-1731.0707,552.3173,0.0000,5742.0206,6071.9763,6238.4335,-5547.4909,1082.9800,3544.1254,3736.0846,3834.8059,15.2483,5523.3911,-3425.1605,613.1842,-2231.4251,308149.0442,301519.5136,320534.6990,315877.3592,307072.6618,310907.1410,315296.0788,315537.9345,-13096213.3584,-13119273.4353,-13128115.8876,-13107136.0804,314954.1226,-13113004.2014,4790.3328,3678.5767,-4453.4428,3811.1555,0.0000,-4337.8046,-4174.4947,5430.7091,-558.6007,-1520.6543,4349.7002,4905.6429,-3271.0435,3253.0489,-1893.3408,1252.2035,-1582.4211,2285.1435,3804.6182,4290.0479,-5190.5556,623.1771,4582.2378,0.0000,5381.6569,4308.8861,4237.2797,-1620.7110,4805.3123,-3007.7731,5039.3190,0.0000,-653.2349,5476.7034,-3697.3757,-4307.8312,-5431.6663,-852.1104,-4484.3664,-4704.4127,0.0000,418.7017,5192.5144,4876.5368,-2935.1520,-3781.0833,51.1892,774.6952,-3026.9447,2615.5035,-2341.9927,-4689.6263,-2278.4799,76.7251,1547.1519,-1110.8833,-5184.5766,4163.9570,-1928.3246,-4380.3169,4085.0607,-1319.6600,5421.4181,4526.8176,-4490.7725,257.0710,5507.5051,4715.4950,-3300.2620,-4768.5675,1302.9421,735.3903,-3395.9101,-4618.1801,-4503.9953,-3881.9472,-4797.9543,-6073.9441,620.7363,-1392.5123,-1358.3347,-4988.8904,-5431.2226,-505.9971,4348.0887,-5445.3643,0.0000,2012.3412,-3175.3499,2743.8235,3636.9044,-2670.2051,2061.0492,5073.1061,-4957.6893,5633.5935,-3092.2769,5524.9056,3748.6427,-871.0602,145987.2154,141608.4662,148127.5607,144874.6519,150898.4852,145795.8376,136890.4878,146638.5783,-24394622.7265,-24435756.1288,-24387635.1457,-24410509.9290,145657.2101,-24404182.2634,
300.000,9.1236,4755.5951,-692.7701,-3909.9351,0.0000,5135.5982,-2314.5636,-3384.5977,4365.7111,2498.1951,-2351.8579,-5924.9211,2815.5681,-620.7272,980.6996,4178.5516,-3373.2985,-317.6631,4711.4271,3619.8065,-3576.1066,2448.8324,-3792.0896,0.0000,-2933.5203,3274.2315,627.0440,4440.3578,-1275.0664,-3771.0791,5148.3566,0.0000,-3888.2647,-1020.3399,6261.6639,934.8874,-1495.6940,-5339.5518,-6080.6957,-4448.4209,0.0000,-5657.6868,-4015.4791,-2577.9096,735.7816,5034.8485,2333.6480,-1147.7643,-4540.4357,3859.4632,-4696.3896,3981.1099,3168.6989,3395.2537,4245.3445,5828.6115,-4138.5237,3690.6970,6199.6348,-2800.5595,-4163.9213,-4710.7088,2033.5617,-1113.5728,2550.2818,-5653.6463,-1911.3966,1889.7089,283.1850,861.0765,-5553.0530,6768.9141,6535.6671,-5022.8187,-1591.3148,918.1288,-3987.1906,3.4544,-6792.6214,6914.4357,4387.6159,4563.0281,531.1750,4497.6324,-5929.0121,3936.9068,0.0000,2949.8650,488.7769,2080.5983,692.9642,6814.9143,-3920.7480,4452.7156,-1532.1169,5528.0343,-1038.2900,519.7008,6308.2749,-5733.9438,-229082.6807,-200601.5431,-215725.2919,-218769.9022,-217090.4726,-215503.9167,-211115.7042,-213899.4146,95342668.9970,95354531.9241,95360795.1071,95348423.3791,-215171.0037,95349275.5715,-5837.0794,2225.2139,-5029.1217,2135.4517,0.0000,2747.9626,4423.0187,2545.3625,-4746.8910,5636.6365,-4434.3363,1533.7545,-5936.3296,5485.4312,6889.1536,5377.5429,-6006.3215,5584.8510,-4445.0187,-4799.6028,1976.4740,6261.9320,4166.6734,0.0000,-3063.8660,5321.7317,4946.7447,3975.9037,3987.7065,5571.4052,2162.5760,0.0000,-5167.6026,-4159.7758,-1796.7943,-5679.6355,4554.1225,-3218.7445,531.9172,2709.0060,0.0000,-3659.3846,455.3188,-2259.5442,5299.6426,3917.6416,6016.0088,6782.3527,2929.5469,-4063.9007,-4899.9276,-1657.8816,-6065.1596,5717.4551,4391.1754,-1968.1663,-3500.1076,-1367.7849,-2732.0466,3439.3825,-1085.8618,4030.7448,-4497.2050,-4871.4021,3380.1626,3567.5093,-3946.5762,3856.6362,5119.5610,-4165.7393,4031.4974,221.9836,747.2678,981.0651,-3816.5083,5160.4805,-977.6806,1150.3937,-332.3547,-331.7936,-4280.7763,3335.8446,-4223.5535,-5020.5104,76.5764,-1620.0877,0.0000,6216.9609,6707.3498,6587.9443,-6535.3108,490.5435,4468.4441,3068.5643,5371.6839,660.2006,5204.6675,-4573.4214,-1153.1264,-2431.4835,303344.2311,297330.8615,316096.5561,311542.7929,302560.8789,306667.1823,310784.2641,310756.9472,-11013904.1367,-11036690.9957,-11045575.0226,-11024662.9505,310488.5377,-11030614.0195,3642.7410,4422.5961,-4730.4184,5309.0146,0.0000,-3542.6965,-4601.4385,5387.1943,-2314.3067,-3161.6642,4670.1867,3264.0263,-1995.9788,4184.0076,212.8954,-297.9327,219.3383,4127.7733,2298.2671,3425.8562,-5457.5562,-937.6504,3987.5647,0.0000,5262.0065,2958.8120,4620.2679,-3567.3467,5384.2148,-1670.5666,4035.8967,0.0000,-2399.8554,5399.5911,-2168.7992,-3517.9997,-4888.1517,-2590.4900,-3195.0958,-4545.5841,0.0000,-1394.3133,5261.7597,6001.1195,-4291.8509,-2270.1043,1862.2670,-1032.8174,-4361.8152,4053.3299,-581.9371,-5382.6682,-516.5133,-1725.2980,3185.5244,-2548.3277,-4280.9642,5700.4236,-131.9543,-5212.1017,4979.4752,-2991.5724,4800.9351,4565.7625,-5227.0980,-1553.7107,5316.1743,5380.5271,-4550.4382,-5395.2717,-509.6414,-822.6384,-2154.0098,-4461.7436,-5198.0881,-4545.6431,-5336.4412,-6689.4630,-1195.2996,140.1029,-3026.6310,-3949.9391,-5388.9098,1048.9624,3530.0177,-5392.3760,0.0000,-219.9315,-1535.1723,694.3642,2089.9177,-602.5981,3321.7307,4138.5057,-3924.8203,4073.9734,-4411.3082,5150.1307,2620.7774,-3022.2737,145955.9563,141584.3885,148097.6873,144742.2692,150891.0488,146079.4304,136854.6820,146942.0729,-24395380.8559,-24436567.6753,-24388739.4133,-24411045.1570,145653.9255,-24405102.6644,
600.000,-1433.2545,5020.8350,-2766.2254,-1909.4840,0.0000,6262.0137,-236.7096,-2332.6970,2783.8666,3345.0748,-4109.2095,-6387.5049,1438.0438,1404.7052,1535.2739,5115.6231,-4225.8207,623.5988,4020.7862,2417.2035,-2418.2724,3671.9002,-2614.9290,0.0000,-4646.0750,4633.5482,2713.8794,3962.8922,915.0996,-2514.9798,6306.7260,0.0000,-4381.8174,-3088.3654,6120.5612,-794.8865,28.3821,-5192.3147,-6424.2030,-3480.6464,0.0000,-5746.3996,-3902.2676,-2397.1774,2195.1317,6023.1916,3233.1337,153.6020,-2698.5502,1938.6276,-5430.8210,2552.8044,2002.6469,4081.2547,4512.9249,4473.0076,-5643.7755,2001.6634,5411.0618,-716.3054,-3803.8603,-3030.6385,697.7203,-3182.8474,3769.9994,-4362.3364,-3886.4831,3471.0306,1935.1542,-1315.7222,-4454.6974,6292.1357,6840.0955,-4736.8877,-3284.0072,2842.2528,-4026.8788,-1766.4577,-6208.0949,6473.5298,2665.1216,5934.7173,-1499.4185,2971.6087,-6228.6154,3384.2499,0.0000,2359.6234,1716.5273,2629.2907,-538.0827,6680.6738,-1994.1080,5862.6447,-242.3852,6456.4197,806.2177,-1309.1285,6227.7624,-4360.8427,-235316.4371,-206873.9130,-222091.9941,-224980.4732,-223561.9585,-222054.3524,-217619.5151,-220640.0014,95563506.5827,95575146.6472,95582200.7421,95568487.0904,-221678.4699,95570078.3766,-6396.8634,89.2594,-4495.8368,2328.6281,0.0000,1317.4415,5073.2474,4356.2932,-4966.6234,4111.8159,-3177.7824,2394.9239,-6694.4680,4921.2416,6386.8960,4125.3333,-5062.6037,4157.9719,-5550.6884,-6103.2602,3806.8284,5186.6949,5662.0552,0.0000,-1877.8572,4969.0395,4333.2505,2489.9109,4116.9077,6456.1209,1000.0157,0.0000,-3646.6044,-3942.4141,-3081.9882,-6283.3648,5692.3901,-1549.8935,1937.4811,4525.7509,0.0000,-2239.3187,2604.2132,-102.2155,3931.1974,3049.8117,4763.4625,6396.5341,3682.4584,-4301.4580,-3916.0642,-3300.0774,-6430.8872,4406.2543,2648.8139,-3287.7986,-2710.6994,-138.1222,-3713.2000,4055.7890,1101.0238,4405.6667,-5793.9277,-4363.7136,1542.5623,4230.4821,-3423.7562,2353.7583,3896.7741,-3997.3915,4731.4088,-1315.9391,-802.3718,3037.9942,-2375.0183,4211.2374,1227.3286,-318.6830,924.1073,-1804.8255,-4545.2095,2481.7089,-4721.9996,-5612.2656,1850.6043,-3632.9386,0.0000,5997.9311,6673.8079,6268.7328,-6870.1294,-145.8325,4967.4837,2129.3961,6365.4393,1288.3012,4403.8916,-5311.2930,-2787.0551,-2325.4145,298410.1887,293008.6505,311518.1842,307074.7299,297912.2720,302314.6381,306134.1623,305809.9336,-8926213.3182,-8948739.1679,-8957631.4383,-8936877.6254,305884.5511,-8942844.1311,2096.7830,4680.1516,-4503.5013,6239.8416,0.0000,-2349.3420,-4505.4474,4748.7006,-3813.5236,-4463.9073,4475.1103,1273.7836,-501.0222,4666.6883,2296.5663,-1814.5236,1997.1652,5532.8827,539.4707,2193.1235,-5112.7378,-2391.5949,2961.0516,0.0000,4537.1304,1289.5237,4480.1101,-5134.7626,5360.1849,-154.4326,2593.0869,0.0000,-3885.7603,4736.2197,-401.2913,-2320.5360,-3802.9274,-4028.9045,-1557.6538,-3897.0457,0.0000,-3054.6536,4692.7288,6480.0863,-5175.1781,-498.5275,3454.1714,-2730.8227,-5232.9437,5054.9192,1243.7697,-5492.5346,1302.4508,-3337.5284,4476.5899,-3678.7010,-2914.8035,6627.5358,1679.5092,-5465.9545,5255.8425,-4336.6332,3657.2627,4081.1216,-5353.4176,-3193.0866,4547.3936,5459.4246,-5298.1040,-5430.7114,-2266.4312,-2288.2528,-680.4561,-3798.1774,-5262.3897,-4724.8342,-5254.4105,-6546.9365,-2881.8130,1657.6306,-4357.3748,-2482.0032,-4755.2307,2486.0191,2329.2160,-4748.3646,0.0000,-2428.2132,271.8402,-1429.1696,315.6353,1531.5807,4207.6847,2737.5020,-2452.7854,2072.5108,-5252.6195,4219.6152,1211.8036,-4848.7980,145924.5839,141560.4550,148063.0826,144616.8459,150880.9963,146359.6143,136823.0609,147153.2892,-24396143.4995,-24437375.7985,-24389847.8421,-24411542.6420,145650.5624,-24406023.1837,
