sl_5_86400_20310513 Coordinates.csv
2031/05/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:27 2024,
Start: 2031/05/13 07:47:00.00, Stop: 2031/05/14 07:47:00.00,
TIME_UNITS,STARLINK-5920 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-4269 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-32170 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-4269 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-4269 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2236.8816,1522.9400,-3890.5951,6651.2070,-6242.3854,-331280.9021,-306338.2804,-311925.5206,-317147.6020,-320652.5862,-317142.0697,-311001.6622,-314851.1963,50763645.6569,50770217.1230,50763053.7162,50761221.7525,-314448.5781,50765933.5731,-2932.0580,6409.2413,-1386.5518,-116.3459,-2167.3377,-179108.2772,-199937.4342,-180361.0529,-182310.8832,-190548.1991,-188531.8525,-187466.0747,-184591.3275,-61843494.8924,-61875529.7946,-61877017.4586,-61859044.1078,-185380.1702,-61862956.8861,-5754.7655,1481.9352,-5407.8800,1167.5465,1637.3937,-69778.8328,-72382.5108,-68641.4937,-71820.6482,-65838.7018,-71116.5468,-79896.1529,-72646.6424,-21245880.4707,-21284586.6001,-21232820.5117,-21247090.3323,-71125.7883,-21251657.7376,
3600.000,2680.4266,-3224.1634,5669.0725,-5298.5313,4393.4725,-275764.5044,-246816.0141,-254389.0427,-256622.9028,-264446.8190,-259035.8611,-255155.7139,-258044.2232,65092291.3236,65099311.2405,65098667.2133,65091696.0803,-258389.8075,65095029.1664,-2277.9281,-4876.3080,-2534.8147,2116.7031,-1017.5911,-257549.5329,-271551.6988,-254124.1939,-257126.8787,-264188.3509,-257420.0642,-260970.7907,-259148.3076,-46534966.1148,-46562305.2335,-46570637.5257,-46558504.0173,-258367.7419,-46553418.6616,5842.0488,3373.3956,2763.0556,3608.4633,-5108.5371,-68960.0543,-71679.4394,-68069.1762,-71190.2747,-64896.9591,-67812.4395,-78903.9081,-68379.4330,-21239764.7490,-21280196.1429,-21230886.6245,-21240579.8649,-69996.6767,-21248094.7132,
7200.000,-3597.2542,4066.9609,-4849.5854,772.7985,-1266.6354,-201852.9321,-171070.0617,-180665.6128,-182223.9061,-191390.8559,-184532.9977,-182468.7186,-185996.3784,74953014.9750,74958445.3888,74966777.0907,74959458.4552,-185782.7493,74955664.0965,5564.2725,110.7754,4318.6693,-4039.7189,4808.2667,-319467.2362,-325897.8125,-311796.1089,-317325.8574,-321405.4443,-310989.9548,-318243.8606,-314268.6823,-28029284.2031,-28052802.1877,-28063878.7234,-28056131.3219,-315084.6397,-28046702.0400,-1680.6588,-5397.5015,2009.7948,-5363.9005,4642.4466,-68146.5612,-70949.7660,-68006.2986,-67512.6177,-64291.0580,-69945.2072,-77305.5094,-70408.7950,-21234202.7498,-21275348.3691,-21229608.7418,-21238658.7311,-68860.4396,-21244545.9448,
10800.000,2753.6793,-4172.9281,923.4870,3556.8910,-1217.1939,-114329.8002,-83975.6976,-95461.1341,-97458.1691,-106160.4934,-99624.1966,-97559.6479,-100957.0976,79668494.4027,79670879.6325,79688658.2147,79681173.6902,-101207.4225,79670574.7129,-4997.4283,4488.0713,-4239.8243,5126.7109,-6670.0129,-360575.0368,-359460.5921,-349762.7927,-356085.1831,-358388.5681,-347256.5184,-355476.1215,-352800.0825,-7596608.3366,-7617939.7237,-7627100.6297,-7620618.0944,-351886.0993,-7613235.9273,-3758.6469,2830.0440,-5241.7054,2579.7840,-644.6584,-67335.7768,-70191.7320,-68165.3265,-64425.5561,-64006.7230,-72028.1750,-75092.0315,-66158.9320,-21229324.8641,-21269967.7621,-21228856.1142,-21238863.3788,-67717.2002,-21241011.4422,
14400.000,869.5173,2570.7427,3919.5327,-5114.7761,2837.7089,-18973.6406,8873.3210,-4138.9644,-5982.4468,-14242.5353,-8422.3087,-5954.9886,-10246.0577,78914526.4384,78913278.1294,78938962.6642,78929055.0355,-10016.6520,78915742.2122,2203.3224,-5875.9629,3420.4350,-3725.6630,4832.3667,-377938.3317,-370063.4601,-365661.7096,-371723.6590,-372565.8005,-362011.0553,-370123.3524,-365305.0879,13360481.5479,13339250.7575,13336373.8262,13342799.7496,-366385.5875,13344194.3395,6394.8463,2108.5845,4370.2140,2357.9962,-3875.6063,-66524.1779,-69403.8536,-68197.3788,-62095.4392,-64041.6559,-73131.1470,-72220.6566,-67950.5112,-21225218.1022,-21263963.5410,-21228509.9542,-21239650.8387,-66567.0821,-21237491.2153,
18000.000,-5251.1465,1242.8108,-6460.7871,4125.4629,-4124.1796,77812.9721,101523.8211,87600.6592,86547.3833,78420.5962,83725.3999,86183.4580,82427.3813,72742341.0244,72737878.8437,72768206.7034,72753289.1621,82002.6457,72742658.3893,-64.8010,4023.1171,-2118.9557,-515.8165,-306.3240,-370200.5558,-357004.1760,-358474.9505,-363577.6022,-362706.1651,-353721.2766,-361089.0947,-358777.3874,33403231.1364,33379991.8249,33386674.8279,33391570.7680,-357610.0357,33386747.2020,-4378.6653,-5287.2061,-119.0326,-5329.2496,5399.4338,-65706.4017,-68584.7334,-67785.7610,-60311.7989,-64390.7601,-73420.8240,-68612.9968,-64086.1901,-21221920.4591,-21257229.7087,-21228458.7287,-21239973.5832,-65410.2093,-21233985.2739,
21600.000,6749.1314,-5351.0314,5298.9052,-2230.4006,4832.7742,169418.7029,188044.4286,174025.9574,174191.4448,165939.2765,171068.2438,172159.5250,168421.4171,61575156.7184,61568853.5751,61599416.3990,61578445.9866,168996.7752,61574812.5165,-538.9264,-1079.9939,-382.6555,5121.2964,-3892.2266,-337708.7509,-321095.7369,-328568.5508,-332247.5518,-328776.8148,-322609.5494,-328745.0776,-324746.6769,51155469.9659,51128582.7896,51146350.6345,51145841.7659,-326065.4867,51138305.9734,-891.9689,3967.1818,-4251.3097,3789.8701,-2812.5006,-64873.2925,-67732.9360,-66730.8707,-58959.8600,-64942.1909,-73017.0412,-64236.5527,-65295.2373,-21219418.4548,-21249652.3039,-21228593.2990,-21238811.3025,-64246.7061,-21230493.6279,
25200.000,-3933.1063,6600.4106,-1861.3035,246.1103,-3603.4228,249447.2725,262904.2858,249677.5128,251264.5322,244170.3093,248007.3613,244471.6144,246297.3319,46179199.3754,46173094.9295,46199154.6986,46174582.9710,245417.8521,46178639.0763,1112.0040,-1254.2615,3837.8287,-6686.8714,5439.1903,-282532.7741,-264610.2223,-277692.5388,-279740.9003,-271946.0501,-270463.2054,-274358.2056,-274974.5404,65398106.0711,65366884.8991,65395074.9458,65384165.6146,-273708.7049,65379959.3916,5462.9894,686.5649,5286.1552,923.1929,-1957.9133,-64006.9077,-66846.8900,-65003.7249,-57977.3993,-64269.7931,-71983.7206,-60892.7615,-62137.8044,-21217648.0077,-21241136.3757,-21228801.8002,-21234800.7131,-63076.6973,-21227016.2870,
28800.000,-929.9099,-3663.2158,-1319.6581,2227.9390,-73.9861,312092.9793,321324.9705,309687.1243,312722.9055,308604.4880,309523.1804,302277.6135,305251.3546,27611158.4475,27607421.3916,27624913.6128,27604770.4328,306377.9401,27610919.3835,-3017.0037,3059.5552,-6290.0694,4111.3027,-4384.7046,-208394.6081,-191129.5702,-208930.1989,-209407.3289,-200257.8301,-200498.3211,-202593.9637,-202562.1314,75152866.7920,75117946.8413,75153581.7361,75130013.3444,-203826.2791,75133695.0687,-6064.9348,-4785.4709,-2228.9651,-4880.2099,5199.1639,-63064.4253,-65924.7990,-62753.7600,-57331.4975,-60551.7039,-70345.0042,-62986.0327,-62487.1547,-21216498.5857,-21231677.5928,-21228963.9388,-21226315.2841,-61900.3081,-21223553.2612,
