sl_100_86400_20310326 Coordinates.csv
2031/03/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:18 2024,
Start: 2031/03/26 07:47:00.00, Stop: 2031/03/27 07:47:00.00,
TIME_UNITS,STARLINK-5600 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-4526 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-4618 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6175.0222,-5298.1158,-6862.9731,-4171.6841,2858.8685,5430.0648,1620.1713,-1543.2106,3440.4145,-5898.1764,-1257.0821,-3248.4656,6009.3907,-3961.6772,-2110.4780,-4796.2443,-4321.4919,-3052.3175,4104.1525,-3591.9461,145.6517,-1912.5643,-2925.1584,2332.8713,915.8906,6345.3441,-1206.5388,5436.2608,-3963.7593,3903.6201,1256.9771,4480.3202,-2850.1053,-634.8084,3721.2726,5742.9274,4115.4710,-3852.0904,-6539.6269,-6364.3517,-3998.8280,-977.6975,-2785.5518,-5625.7304,-1569.5861,-3985.9820,3687.9242,6231.4455,2993.4031,-5117.9214,32.9104,6619.1597,1395.8514,-1511.9641,3193.6282,-4866.8677,-3477.0700,4115.8867,-3876.8548,-3120.9206,4797.8262,2438.1398,-584.1752,4704.2071,5312.4250,-2646.3232,-695.6822,-3956.9637,2953.5464,-6255.4474,-5759.3042,-5479.5935,-977.6548,-3384.5612,6100.4093,-154.9089,4776.8787,4352.4993,1011.7382,26.2363,-5007.5942,2806.7565,3968.0867,-6867.5865,4557.5459,5602.9673,3706.1902,288.6265,5061.3225,2830.3283,2362.1451,-271.8059,-766.4720,4742.4976,-3380.9122,1799.3900,4361.8630,-1241.6087,-4896.8597,-5217.8483,60557.0764,69259.7690,72966.4887,68020.1074,59718.3002,63423.7602,68512.4010,68324.6060,-35515299.7475,-35533634.8952,-35542064.7495,-35522525.4997,67673.9633,-35528690.0622,-1966.1973,4404.6045,-454.1582,-6.9807,3019.0542,-650.8975,4136.2710,-3987.4801,-2346.1746,837.4404,-3974.2761,-2614.9142,3383.0431,5569.6759,4924.5223,-671.1545,1156.8672,-4498.8202,4944.8946,2431.1300,-6883.8701,-2104.0828,-6202.6296,6228.7752,5270.2192,-2579.3508,6310.7179,-1621.5010,-5165.6026,1240.6165,5200.3786,5083.4087,3374.2868,5050.7061,5662.8167,3358.8595,-1156.1540,3633.7574,-1671.9906,2571.2329,-1027.5379,-4123.4813,-5723.7757,-131.8747,-4867.6788,-2583.7587,5661.8736,-2858.5966,-5375.5932,-4552.5503,5722.5869,-103.3022,-6645.4919,-5884.4682,5895.4386,1436.9217,-5694.8885,3091.4332,-5633.7465,3107.3631,-4486.7497,-3317.7427,5513.1760,4807.3312,3102.5678,851.0123,5429.2661,-4714.7686,-4318.8576,-1267.8858,1243.9781,3148.5136,-4737.9448,-2579.2014,387.2854,-6294.0625,-3186.6859,-2484.1312,-715.7662,-4780.3355,4429.9674,-3381.0546,2499.7852,145.6170,-787.7808,1040.1340,-4663.9701,5249.0653,-2041.2677,-3765.5715,-5470.5141,6562.7637,-4065.0738,-1288.5779,-4409.5984,3854.2234,-687.4994,5752.5251,1860.2178,-1672.9766,385620.7287,371370.0711,371730.7199,374075.4619,370900.1062,369710.3469,365983.5123,368379.3357,-101463383.9463,-101500450.5285,-101475649.1818,-101453760.0369,369871.9969,-101453520.3147,2430.6118,-660.6163,-376.5632,5382.7604,5475.6577,-4244.1984,-5294.0487,5422.4030,-5486.3306,-3241.0682,-5417.9170,-5468.8264,153.2100,941.4354,-4263.6517,-4915.2405,-5232.1152,-4295.3295,-2068.2806,5335.5251,-190.4633,-6359.1539,-344.9379,-1844.9432,-4219.8863,373.0781,-2549.4849,3420.9568,2050.8780,-5459.3290,-4374.8793,866.1615,5256.0910,-4679.5078,-1070.9624,-1976.2667,5413.5830,-4179.6979,-1429.3659,3.2107,-5497.3770,5290.0596,2611.9445,-3907.6702,-4641.0397,-4990.2024,1294.9839,-674.2664,3104.9870,-619.4366,-3853.7575,-2048.6180,-1172.9718,-3171.2868,1387.1949,-4585.3997,-967.9006,-4655.4510,1120.6545,4896.4974,1590.9036,-5459.2460,-4166.3915,-517.5307,2954.4492,6343.2064,3813.9054,3023.7762,4494.8138,2708.0685,3655.5004,-2735.4348,4827.4068,-5480.5448,-2487.2439,-2061.6896,-3846.9259,-4598.6356,6781.7389,-4969.7552,1570.3893,5303.7009,-5077.4705,-118.9554,5222.0574,3572.6304,-3552.9529,4463.7173,3959.6981,5042.4502,-3508.2113,-1982.7224,5496.1277,-4816.3518,-3671.4237,5424.0191,-5277.2652,-3526.6322,-4566.1182,4110.7433,117719.1994,117234.9672,119176.7077,116100.8420,122008.7989,116509.3466,107899.8587,117454.4503,-31933479.0853,-31950132.5405,-31941985.6422,-31952750.3319,116674.0290,-31945344.5315,
3600.000,4964.4350,4199.5140,5560.6343,4739.6471,-5600.1922,-6251.6979,-4877.6175,5253.9881,-441.5030,5857.2353,5336.0586,6071.3118,-5520.9876,1577.2669,-2321.0454,6449.1183,1503.1261,5993.3992,-5244.6456,29.4935,1667.3384,5653.1731,4561.8613,-4344.4256,-3963.1247,-4287.9574,-394.7180,-492.9966,4937.1192,-4935.3672,-4697.3753,-4527.3614,-1487.6956,-3215.1772,-5215.2656,-1826.1654,-1858.0308,1314.4378,6226.1051,4076.4118,4653.9632,5075.8085,3782.0643,2608.1414,5193.0057,6659.0235,-4129.3944,-3639.4764,738.2452,4868.9193,-2062.0013,-6309.7123,387.7452,3470.6749,-4303.9663,2512.0061,5149.3842,-6405.2882,5226.1743,795.9625,-882.9679,1416.9650,-2409.2177,-4954.2516,-4034.2174,4116.6986,-3627.3647,4137.2909,1426.9149,4124.8647,1835.3885,4714.2933,4393.4318,-1354.4497,-5455.2955,3181.6638,-723.2076,192.9734,-5208.0573,2899.2942,1683.7436,1425.0310,-4265.3903,5199.7709,-6761.2988,-2717.5697,-1909.4252,-3810.6613,-4795.3242,1580.2703,1640.6118,-2786.7090,4890.7717,-1308.7615,4047.2210,-5182.2389,-2022.3070,-2339.0374,614.7584,6851.4387,-38246.5684,-23357.0530,-21329.2691,-25038.9714,-35462.9730,-27138.6752,-26834.9008,-28009.5104,-7968260.9218,-7974907.4225,-7987709.9615,-7978899.4572,-27126.9485,-7981951.1319,-1450.6097,-1202.3381,-1353.4486,-4105.1471,340.0330,2946.6596,-1135.2553,3359.5112,5528.4458,-3031.7661,3200.0037,-359.4907,-1178.5488,-6127.0242,-3537.2381,-1967.9370,-4750.0412,3103.3660,-3093.1244,-5174.7362,5188.7414,2104.2338,3922.3256,-4996.3047,-1535.6035,3655.3719,-6648.8713,4079.7772,1299.1982,3151.3402,-2732.3594,-1940.5980,-4834.6107,-2947.5492,-3478.6009,-2819.9808,4904.1398,-6565.6563,-54.9279,-3637.2064,-3285.1168,3915.0847,2089.7271,-3207.7990,3756.7555,726.3929,-2582.1469,3716.2127,4140.1437,1809.0573,-6573.6274,2337.6798,6081.0893,5740.8563,-4292.8866,-5263.0904,2991.5407,-270.1699,3794.5389,-6524.9454,4311.5620,5620.9662,-6370.1810,-2012.2943,936.9727,-4420.4734,-2162.5082,636.6317,4041.8396,-1541.9842,-1904.0572,-4702.1323,1411.5656,1.2843,2170.0292,2444.5823,4071.7868,4478.9864,-2057.0379,6056.9272,-4404.1351,4842.4421,1937.8209,-1918.4423,-1576.3369,3086.4848,6661.5602,-5417.6121,4693.4025,4388.8227,4794.6945,-4351.5853,2815.7140,4332.5853,-1017.9512,-1063.7105,4612.5734,-3380.6717,808.6520,-201.1123,387181.6633,372047.6042,375219.4029,374781.0838,375464.5765,375997.9215,370906.0181,376221.7116,-107162386.7062,-107198441.3642,-107176729.3785,-107144801.3576,374967.2916,-107151608.3245,-4608.0581,5358.8774,-3840.2617,-2682.0678,-3994.2332,338.3179,4746.5656,-2988.1690,4070.4329,-1574.4993,2814.9725,3193.0544,3954.0839,2746.1175,5370.5813,1446.8795,4735.1426,1546.2958,-2918.0954,-4545.7092,4200.5612,3467.3666,-3314.6836,-1951.3342,5311.0035,3903.6889,-1851.8032,-5206.7354,-4544.5085,3492.5485,4255.4383,-4738.1663,-4659.2124,5352.6316,-2787.9416,6059.3337,-4495.7987,786.8209,-2977.0282,-4163.0129,3835.4732,-2229.5429,-5363.4079,5450.0662,2554.0147,1589.4998,-4866.9524,4506.2667,-5469.2974,4498.1219,-332.0302,-1655.9302,-3222.7933,-1390.5000,3143.3347,3557.0967,-3165.0041,2644.5014,2508.3434,-517.6422,-5136.2031,3609.3903,1287.5579,-4118.8896,-5433.9413,-3411.2397,-5176.3776,-5443.3856,-5415.7571,-5363.3735,-6415.5894,-1756.1752,-5056.2270,6788.0794,-3014.6200,5259.0361,5525.5808,5101.7058,-4043.1759,1550.1229,-5002.9445,-4699.5745,5068.8363,-4066.9598,-723.9378,-5333.6407,230.3411,-1949.1504,708.7148,-5098.0089,4690.5923,4501.1898,-3950.6233,5167.5817,5176.3873,-4434.0677,4674.8100,5482.1542,6859.0597,87.1611,118191.8640,118865.5509,119485.2477,116189.9788,122653.8244,119702.8846,108527.5318,116569.7957,-31922769.0128,-31940669.7112,-31933748.9227,-31935009.5861,117472.1825,-31933436.0278,
7200.000,-2817.0440,745.4054,-1969.0307,-3433.7285,6393.0160,4371.8074,6708.0849,-6447.7628,-1633.3027,-2172.3348,-6373.6639,-6380.1595,3328.4136,2011.8308,5993.7554,-5310.4316,708.9146,-6520.5898,3823.5340,2497.1744,-3958.9977,-6443.8828,-5020.4608,5026.1922,6109.2585,-136.6922,2350.8128,-4024.7054,-4759.8346,4261.8912,6755.5768,3580.5747,4403.9699,6293.7284,4981.8919,-1841.7115,42.8248,1739.0457,-3348.3854,391.9152,-4140.2679,-5901.6658,-4624.1493,445.4564,-6562.2677,-6194.8417,4078.5831,-807.3701,-4796.7554,-3505.2099,3210.0820,3543.5075,-2915.0015,-4034.4896,4146.0463,72.7036,-4617.8627,6571.1719,-5162.6548,2028.6651,-4100.7551,-3627.4344,4187.6003,3226.9537,2196.0499,-4451.2172,6387.2577,-3958.2374,-5171.6977,-1378.4362,2411.2735,-1404.3007,-6502.2013,3480.2249,262.8803,-5389.3530,-3310.6933,-3792.8835,4910.4496,-4051.6182,2898.9842,-4287.8941,4174.5031,-1267.7805,4581.5828,-466.6407,-531.9806,5485.7272,1311.4087,-4867.6819,-5250.5797,5584.4610,-6729.9442,-1542.9311,-3531.2429,6801.5477,100.1431,5779.6196,4620.6890,-4990.1259,-133733.5500,-114774.3906,-114228.9883,-119316.7662,-128574.8188,-116373.9577,-120257.6350,-119287.0760,20102236.1576,20106339.6675,20090133.0004,20083797.6435,-120165.2462,20087767.7435,4951.7205,-1068.8246,3644.2552,5517.1130,-2548.9857,-3824.9030,-1129.3302,-2101.3312,-6687.6944,3900.9772,-1631.2803,2234.1954,-2472.6918,4665.9762,1995.4730,3269.4223,6757.6269,-918.9539,-1335.1725,6376.1935,-1436.7659,-2258.2221,301.4695,1525.6032,-1878.1289,-4134.3539,4075.0044,-5021.9698,3250.6884,-5215.0932,175.4062,-2775.1269,5204.2191,1032.0797,-620.1125,-1282.0744,-6870.7565,5630.3128,2600.1933,4182.1572,5467.2890,-2068.0795,2335.6206,6079.3854,-1793.8798,955.5130,-1989.1006,-4230.4424,-2521.6494,2515.0672,4345.0837,-4078.5316,-2983.1057,-2484.5960,81.9281,6835.1088,1860.0520,-2012.9106,-178.8307,4429.2625,-3123.8217,-5724.9810,4992.9963,-2814.9202,-5170.6129,5069.5053,-1190.6341,3853.0254,-3572.6135,4822.5856,3723.9023,4448.0034,1381.5818,4414.1207,-4014.3991,2438.9393,-4792.8412,-5401.6009,4678.7973,-4780.2740,3713.3996,-5303.2361,-5181.5336,3976.5890,3178.5859,-6272.8037,-6116.3082,3766.5161,-4568.8437,-4518.8409,-3421.2360,909.4595,-1442.1905,-6380.9954,5427.7355,-1017.1473,-6812.7029,728.0617,-496.5951,2023.4536,363792.8995,350683.8855,354924.4122,352109.0894,356003.1198,357991.2429,351668.3964,355121.0184,-105518530.1018,-105550579.2085,-105531907.9144,-105503276.0727,356158.0050,-105507084.7355,3926.8896,-6803.1861,5493.0450,-2067.9636,-175.4636,3749.0238,-1198.1574,-1353.7739,34.2616,5091.0210,1834.9938,1230.0178,-5516.1657,-4674.2045,-2638.4133,2938.3652,-1081.5831,2138.2601,5389.4196,704.6729,-5454.9970,1361.3225,4664.4539,4465.9969,-2353.9514,-5476.2906,5050.4701,1582.1683,3653.2162,1072.3251,-1438.1072,5104.9387,871.4574,-2667.0204,4658.2654,-6568.0415,683.1999,3268.5002,5433.4118,5419.0998,421.6274,-2640.7707,4525.1582,-3128.8998,1160.9186,2840.0380,5165.4458,-5379.4518,4255.8650,-5359.5210,4278.9773,4328.1500,5475.6646,4938.2886,-5455.1199,58.2103,4535.7050,940.3976,-4625.7137,-4447.6512,4366.6294,862.7720,2357.0658,5202.5952,3874.2397,-1598.8696,1529.0719,4062.3380,2847.9842,4783.4634,5323.0571,5054.2978,1611.7167,-4067.4320,5218.0770,-2984.1155,-3719.1186,-1634.3792,-1310.8302,2862.4777,4990.6160,1008.6279,-1864.2180,5447.1310,-4207.8182,2387.6885,3215.0318,-1841.1101,-4795.1015,1889.0117,-2921.4801,-3883.2370,-237.2532,-2052.8056,-1550.6171,561.1894,-940.0674,-3628.0004,-5164.4726,-4247.3799,118644.3962,119469.7645,119244.1948,119457.7993,122940.3199,117358.4882,109746.5487,119465.3109,-31912748.1984,-31931168.8504,-31925499.5523,-31916109.6742,118260.2395,-31921525.9631,
