sl_100_5400_20310427 Coordinates.csv
2031/04/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:26 2024,
Start: 2031/04/27 07:47:00.00, Stop: 2031/04/27 09:17:00.00,
TIME_UNITS,STARLINK-31250 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-30241 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-31518 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-1052 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-31145 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-30241 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-31518 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-1052 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-30241 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-31518 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-1052 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4868.6352,-2944.2593,-4448.7825,4220.8675,-1601.9726,-3958.0092,-1784.6276,-3734.2303,-458.1518,2759.4209,5890.6168,4862.9618,697.8652,433.4060,-4815.1220,3564.8252,6243.3055,1672.4778,-3630.0899,2982.9990,0.0000,6659.0108,6423.5888,4496.0689,4249.4404,412.5229,-4583.3541,-4844.4916,-3393.2008,4251.1720,413.7402,5975.1212,4567.4583,938.6645,5518.0435,3022.6555,3090.9185,-2400.1338,2370.4639,6562.2011,-1157.7546,1006.7574,3843.1892,-2639.6400,6033.3359,-2898.9053,5068.9658,2156.8497,4080.0468,-5892.6706,-3657.8115,6417.9293,-5581.1191,-2166.2777,-4446.5144,3496.2139,4914.3260,-4916.0148,-1804.3616,3842.7536,-3206.8930,-5895.8351,1745.3237,541.3999,-3262.1287,-4126.8426,4348.9039,6076.7417,5592.5466,3013.4173,5113.9213,0.0000,-120.8319,4920.6401,-3363.9155,2341.4766,1215.6246,5764.3010,-2838.4016,4901.9803,1515.0903,-4638.4510,-4717.3546,1120.0558,-5114.5362,4709.7428,6191.6071,825.9445,6321.0994,-2530.0205,5033.1654,6719.2443,6856.5031,2625.7549,4863.0043,-6126.1928,520.3233,0.0000,-4476.5721,-4661.0606,228651.3024,242635.4050,241112.1682,235592.3708,230035.5412,233915.4064,240144.2812,238026.9705,25114344.5643,25101712.6771,25113665.3662,25104818.3816,237397.5721,25107721.1005,927.3288,4026.0673,-2183.9787,343.3441,6032.3656,-5539.8053,-4742.4312,2461.8799,6763.1529,5414.7480,3600.5103,-4151.3379,-4272.2560,4358.7745,29.9124,2653.9212,-1927.2850,5113.9072,-4266.6742,-6133.7073,0.0000,1432.1827,-172.0960,-1278.1063,738.7300,5623.1087,-4608.9947,3471.9191,4379.9134,-3774.4110,6712.1195,-3134.2760,-1623.5795,4022.9090,-2351.7357,-2698.8038,-3202.9105,-5076.7461,3387.9768,458.6603,-5061.7962,-4130.0601,3045.8247,3326.4248,-1299.7754,-4237.7585,-2516.5418,4213.0822,2688.9865,-444.9331,5368.9178,-127.7141,-2380.3395,1969.8100,-4839.5921,-5120.6616,3011.3939,-744.6019,-143.8152,4648.5710,4472.8111,3338.0552,4688.2661,-4908.4541,3126.4894,-2955.6166,-4197.7102,3289.8216,-3789.3510,6146.9296,-1817.8331,0.0000,4442.4235,-2296.5646,-3573.4157,6340.4709,-4951.9284,-699.6846,5646.6278,4873.5766,1896.9728,-2047.3203,-1296.5337,-5921.9843,-700.2790,-4482.8371,2205.6546,-6506.0203,-2532.4153,5270.7074,-1831.6592,-1067.3685,-248.6172,-3543.7301,-1975.1283,-1482.0488,5178.3376,0.0000,-4736.8296,3343.1119,312647.2179,285833.1338,302622.4830,302129.6538,295136.5542,296096.7940,295490.9981,297445.6376,-78720628.7050,-78687353.2265,-78719900.4999,-78712517.7590,298413.6107,-78701348.6669,-4697.0982,4774.3434,-4826.2589,5401.1143,2857.1259,1009.2315,-4684.6244,4910.7310,267.4050,-3026.7033,62.8105,-1769.4706,-5196.2910,-5321.9717,-4986.3068,5053.5285,1854.4409,-4428.1969,-4029.0023,1060.8602,0.0000,-457.5842,-2315.2393,4942.0834,-5381.4935,-3986.5234,2460.7691,3135.5984,3891.7876,-3896.6612,-1428.8181,1240.9731,4818.6412,-5483.7416,3043.6383,5354.2615,5124.9252,-4025.7537,5517.1165,-2032.9558,-4551.6801,-5327.8268,4676.0420,5395.8600,-2993.5261,-4496.8985,-3852.1006,5020.8527,-4467.0306,-3555.1151,2252.5296,2519.4214,-3160.4613,6291.2053,-1992.4841,2783.0565,3440.2388,4604.3847,-6710.1571,-2764.3679,-4160.4439,1431.3175,4740.7135,4688.6058,-5201.1739,4680.3889,3434.7657,-352.5444,-1547.1082,-1154.1201,4284.4410,0.0000,-5315.4765,4000.2089,4822.1482,1491.4750,-4700.1361,-3591.3504,2768.2815,-701.7977,-6504.0107,-4457.8866,-4856.3412,3397.4200,-4524.1463,-2324.3899,-1858.4773,2199.7529,-444.7946,3674.8118,-4391.2923,-401.0032,583.4388,-5293.4240,-4479.0205,2910.7844,-4510.3160,0.0000,2286.7581,-3942.4182,138884.7796,135587.5601,138184.3893,135037.0210,140992.1530,135641.2112,126918.8535,137107.8943,-23580954.5574,-23576724.5918,-23594420.7612,-23578008.0668,135691.1489,-23582292.6258,
300.000,-5166.4992,-1196.7700,-2613.2672,4627.6507,-414.1569,-4598.6955,-3649.6760,-1836.1410,1067.6944,3531.0031,6367.2292,4120.7486,-1229.9398,2378.8833,-3784.5279,5123.8448,5071.0162,2055.1065,-4068.5699,1614.8836,0.0000,6538.7772,6537.7816,4546.2274,4889.0275,2304.9173,-4326.0045,-4405.6807,-2559.8946,3708.0107,1915.2975,4810.0022,2947.8438,2954.0185,4006.5124,1589.3427,1041.9260,-4235.0887,3985.5375,5810.0574,-2920.4055,-939.6958,5425.5943,-1171.0533,6160.8406,-4669.3603,4527.4447,3365.8324,5564.1984,-6535.5258,-2742.7525,6703.1613,-6543.0517,-1796.8311,-5112.2766,2600.7225,4717.9579,-4888.1805,-3429.9036,5298.7654,-1246.6770,-4583.9282,3013.4189,1222.7844,-1259.9496,-4231.5284,2862.6171,6425.7884,5122.7947,4331.6150,3742.2609,0.0000,-587.4782,3339.7775,-5076.9243,3562.6466,-852.6663,5864.9932,-1183.9281,5237.5695,-452.5287,-5905.1706,-4163.9821,-162.4817,-5981.5905,3726.5854,6037.2147,-857.8902,5650.7320,-1464.8113,4556.7841,6226.9920,6313.0532,529.0437,3176.2624,-5143.0975,2575.1931,0.0000,-5107.1172,-4281.4235,221897.3725,236529.5273,234877.6787,229506.6272,223671.7331,227717.6286,233758.9734,231243.6688,26831199.0684,26818341.2305,26830891.6948,26822067.1337,231050.2594,26824477.3932,2751.0224,3306.9644,-1822.7669,-1712.1121,6754.6349,-4335.4896,-3659.4284,3552.9283,6576.6654,3835.7725,2140.5191,-5196.6762,-4983.7739,3393.0289,1873.6512,1379.1871,-3227.3582,3378.9890,-2384.3200,-6113.0101,0.0000,-138.2962,-1780.3310,-3218.2245,-1232.1505,5797.2963,-3361.3104,4876.0455,5787.3654,-5282.9771,5977.1552,-3918.5448,-2983.8835,3198.0342,-3605.9368,-4320.0139,-3946.3624,-4550.0025,1940.2214,-876.0992,-5318.5081,-4886.9967,2061.2050,4814.8733,-2707.8932,-3154.5350,-4321.5699,2461.1551,1593.6722,934.2934,6288.7497,-1427.4828,-1296.2786,3963.9807,-3218.1632,-6188.3849,1152.9127,1434.4923,-1495.5390,3749.6199,4459.6933,4361.8712,3038.7964,-6078.3291,3930.7151,-893.0352,-3839.6997,1777.7395,-2946.4080,5409.3051,-3435.3105,0.0000,2505.8160,-3716.3702,-2811.4307,5197.6147,-5385.8460,-2525.4674,5368.2937,4334.4949,808.0139,-770.2647,728.5642,-6679.4949,856.0500,-5746.1490,471.4751,-5942.7806,-3565.5997,6401.8374,-3778.1151,-2514.6351,-1442.5919,-4101.1585,-3095.0053,-493.8523,5103.8072,0.0000,-3060.0110,4897.0455,317426.5387,290759.9231,307490.9196,306956.9415,300041.8952,301205.7702,300421.2029,302458.9423,-78150737.3056,-78117758.2285,-78149591.8622,-78143006.3637,303372.3616,-78131474.9627,-3515.0884,5938.3818,-6141.4302,4772.7720,1164.5847,2719.6483,-4572.6352,5302.4416,-1284.8430,-4350.4362,1586.9500,53.3490,-4402.9904,-5507.8694,-5497.5220,4141.9275,3158.6421,-5738.4625,-5037.9271,2763.5918,0.0000,-1959.9616,-853.7567,3908.2714,-4705.3127,-2958.3436,4271.9134,1483.7647,2411.7483,-2413.7931,-2808.1527,2923.0042,5395.1572,-5308.3812,4020.8161,4889.9481,5422.9642,-3015.5280,5281.7089,-3591.0596,-3294.6237,-4657.0484,3500.5192,4755.2088,-1320.0907,-3850.3403,-2772.6533,5496.9222,-3212.8784,-1988.8511,490.1005,786.3941,-1513.7822,5406.1602,-3268.6450,1078.3763,4630.2062,4469.1300,-5856.9340,-1366.0116,-5114.7735,2808.0313,5401.1231,2820.7033,-5516.3228,5380.9801,5034.9626,-1855.5782,-3622.3812,385.5111,4690.0596,0.0000,-6433.0598,4528.8849,3699.1666,2858.7843,-4284.0942,-2414.0081,4165.4604,1421.1155,-6880.6568,-3178.2349,-5445.1154,1804.9905,-3254.4320,-870.1180,-3161.9443,3430.8475,1375.9533,2142.1199,-3595.2699,1152.4774,2333.2360,-5510.9674,-5286.3229,4632.4379,-3839.7342,0.0000,3497.6907,-2472.7932,138839.0823,135511.0330,138126.3364,134861.9003,140953.1694,135892.3627,126845.0415,137226.5868,-23580520.5520,-23575478.6775,-23593957.5730,-23577632.0083,135652.9947,-23581598.4200,
600.000,-4963.1608,716.6098,-521.3726,4614.7633,802.4132,-4802.1089,-5176.5777,242.2335,2495.5648,3982.1245,6226.5351,2912.2993,-2996.8182,4116.4461,-2430.3699,6147.6247,3375.8724,2306.8108,-4157.4656,58.8061,0.0000,5759.6056,5990.8389,4163.2912,5084.8427,3953.6879,-3675.2076,-3506.5661,-1482.8257,2817.7311,3253.3663,3143.2808,1056.2632,4689.0086,2076.7573,32.1957,-1099.8110,-5647.5404,5237.9456,4485.6919,-4368.6970,-2758.2712,6438.7913,370.1541,5666.8098,-5973.9244,3555.5195,4294.5351,6421.1887,-6529.8992,-1555.2244,6318.2471,-6830.5144,-1316.1450,-5297.9699,1444.4856,4054.9448,-4397.4952,-4637.8641,6160.6770,856.7496,-2818.8600,4034.7241,1802.9040,850.3189,-3974.6089,1052.0233,6158.2427,4065.7113,5234.2975,2034.6916,0.0000,-900.9570,1428.7041,-6277.5605,4464.2306,-2822.0819,5386.9573,621.3279,5052.7109,-2321.1794,-6549.4540,-3249.5032,-1408.9180,-6259.3268,2384.9184,5290.1122,-2486.9103,4387.1567,-277.7076,3672.0437,5095.1872,5133.6598,-1608.0099,1191.6330,-3661.5898,4364.6357,0.0000,-5268.9676,-3509.0750,215044.4209,230323.0218,228538.1342,223333.3280,217206.7673,221430.9701,227271.3553,224339.6480,28535136.3940,28522068.3242,28535183.1098,28526418.0576,224599.3751,28528317.1870,4266.8028,2313.1498,-1181.5298,-3571.9762,6790.2664,-2678.3655,-2257.0967,4304.1284,5709.0030,1850.6518,457.2377,-5655.1882,-5207.0837,2142.1626,3571.0397,1.2664,-4225.4219,1305.5942,-257.1797,-5497.4994,0.0000,-1713.0983,-3199.9313,-4804.4064,-3051.9591,5425.4472,-1739.2469,5744.9781,6576.8175,-6251.0663,4653.4021,-4334.7498,-4091.0777,2106.3443,-4516.4068,-5503.2500,-4336.2962,-3605.8821,346.2664,-2161.4123,-5073.5495,-5181.0846,899.2902,5844.0435,-3826.5082,-1787.6842,-5682.6997,491.5014,355.3834,2198.5626,6569.6550,-2575.3305,-96.0668,5558.0920,-1263.8612,-6603.4011,-859.1091,3462.0832,-2752.0441,2446.9269,4055.9541,4987.4668,1111.6145,-6539.8069,4400.7232,1268.7130,-3149.6035,77.3702,-1823.7832,4146.7587,-4752.8567,0.0000,286.5743,-4784.5656,-1808.0871,3545.7345,-5337.0088,-4078.4308,4587.1384,3340.2420,-449.9221,553.5300,2707.2849,-6778.4556,2293.5653,-6441.3988,-1334.8137,-4816.1155,-4243.1588,6894.2679,-5351.8557,-3715.7596,-2517.5983,-4308.6573,-3962.6112,600.5139,4560.6431,0.0000,-1071.6441,5961.4136,322058.6730,295558.4726,312223.4163,311637.6848,304811.6227,306200.7334,305214.8246,307382.7820,-77543399.5021,-77510731.6754,-77541823.2474,-77536012.7717,308196.1397,-77524158.6289,-1939.7242,6460.8502,-6798.1704,3619.6458,-656.3073,4132.3927,-3965.4514,5052.9817,-2690.4301,-5179.9392,2938.8992,1869.6291,-3103.6063,-5095.9714,-5422.0935,2747.5423,4103.4188,-6446.2496,-5501.5749,4166.4281,0.0000,-3242.7298,703.3438,2432.8110,-3518.7131,-1609.7960,5629.3805,-341.0028,654.9029,-667.9074,-3879.6021,4282.0506,5371.0205,-4549.8994,4527.6091,3852.0064,5105.0636,-1679.3525,4473.5422,-4757.4137,-1680.8564,-3463.1813,1924.7677,3592.3584,499.3229,-2772.5037,-1385.1021,5378.1415,-1564.5913,-206.2036,-1326.1006,-1032.1460,301.6020,3946.1956,-4185.3935,-748.7114,5275.4766,3823.0897,-4383.8814,198.9680,-5515.3089,3882.9498,5474.8658,634.7415,-5232.0088,5500.1803,6101.4037,-3158.9085,-5310.1630,1883.9627,4590.7116,0.0000,-6864.2475,4532.4363,2171.9510,3918.4467,-3410.6044,-966.2294,5110.6319,3392.6442,-6528.0695,-1530.5433,-5443.0420,18.2966,-1626.0430,678.4972,-4112.0306,4292.2673,3042.0751,377.6183,-2413.6138,2575.9742,3827.8893,-5129.6691,-5521.5529,5860.7134,-2750.4305,0.0000,4330.0926,-741.4769,138793.0280,135434.4554,138063.5002,134692.2684,140911.5296,136141.7127,126775.4453,137232.5597,-23580087.1065,-23574238.3574,-23593490.4647,-23577263.9774,135614.7661,-23580904.2866,
