sl_100_86400_20311002 Coordinates.csv
2031/10/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:33 2024,
Start: 2031/10/02 07:47:00.00, Stop: 2031/10/03 07:47:00.00,
TIME_UNITS,STARLINK-5439 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-32192 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-31806 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-3346 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-32192 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-31806 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-32192 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-31806 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4628.3790,-4171.9872,570.7642,-5944.5530,-3305.3818,6549.2384,-6763.7537,-4342.6461,622.2860,2438.9686,-1899.0508,5594.9153,-5282.7552,5530.0828,2382.7782,-4960.6841,-2025.4872,-4272.9104,-5201.9039,-2235.4447,1363.8212,-5261.0890,509.5372,5202.0150,3357.2079,-4976.3650,-5047.1428,4579.7754,557.8281,743.3910,-4607.1915,5320.0984,4537.7914,0.0000,-5525.5227,-597.6465,4461.2607,-3511.6412,6332.0246,4057.4100,449.1688,-2959.3123,-4465.7584,-2669.4705,4037.3391,-1664.8582,-3330.5929,-361.6760,4035.7191,4959.6950,-4478.1001,-4256.5176,3987.7782,400.7062,-5072.7725,4460.4707,-4931.1309,3476.0779,5196.3819,-3261.9932,0.0000,-1256.7071,5212.3613,-4025.3878,-2898.0119,5118.0869,3262.9457,-6475.5487,-3312.0818,4765.6710,-3346.6587,3480.2469,4627.6748,3481.5416,1710.9723,-4373.0723,3540.0081,-3455.1295,4688.1822,-4072.3725,-3636.8224,-3835.0183,4910.3094,3412.2263,-4406.3929,-2392.1964,-3013.2227,338.9185,4536.7986,6422.9448,3331.5718,1937.8144,-5520.2858,6630.7309,0.0000,-3926.4563,-3387.6792,-378.7455,983.1407,-5112.8584,86186.0693,83142.1407,70339.0139,75612.7162,84083.1643,79581.9312,74609.5765,76679.2044,122550428.7446,122548668.6520,122551965.6704,122556733.5248,75843.0019,122548274.9303,5097.5181,2890.1352,-5295.8398,2880.5815,-5809.9765,327.2093,697.1453,3267.6082,-5584.1983,4854.4897,2802.7565,1481.8959,3497.9024,3559.7447,-4404.1145,929.3787,4607.4123,-3736.6462,3578.8856,-6216.6200,4003.1306,-4291.4038,-6132.1376,3048.6837,5018.6068,982.2785,-874.4074,2916.9059,-4155.4830,-4586.9657,4849.1456,-1911.5073,-52.4336,0.0000,-3706.1349,-5192.4651,4640.1464,-2023.1881,2605.6764,5358.2715,-4683.0998,-6242.2405,4683.7050,-5137.3439,2152.8960,3833.2983,-2828.1566,-2366.9045,-952.3078,-163.8844,-5046.7404,-1262.8499,1360.0414,5672.7761,1960.0105,3026.2251,4627.7747,5083.4376,3426.9411,4761.1899,0.0000,4366.3133,4457.3476,-2493.7813,3162.9455,2477.4110,-5050.9500,18.3463,-4133.8861,-4010.0370,-4976.9371,5875.0567,-4852.7395,-5806.2060,3937.6653,5289.6221,-5740.6406,5462.5065,-4702.8998,4985.4623,5929.1987,5701.2236,1179.6740,-3252.5636,2397.2015,6423.2550,4863.0665,-5083.2026,-2034.3857,1373.9633,-3264.0444,5293.6606,324.3746,1239.6419,0.0000,1422.3386,2521.3544,1632.1598,4433.4306,-3684.7910,-375964.7885,-345388.6368,-364362.7854,-366729.5559,-363153.2890,-362480.6037,-359049.2264,-362639.9152,118108149.5766,118071856.7440,118109418.4530,118094403.3055,-363057.2878,118087865.4413,6.8356,-4386.4316,-4440.0933,1823.0434,833.9458,-2165.1488,1351.0955,-4243.1617,4036.0631,4229.6254,6026.4300,3714.3689,-2483.6582,-1871.7561,-4812.7278,4507.0823,-4600.2498,-3994.7540,-2751.3117,-1420.8106,5086.0854,-418.7860,2875.2552,-3308.2501,3203.0246,-4689.6171,4618.8245,-4341.8398,5201.5719,5068.5769,53.3011,-3719.0235,5160.4460,0.0000,-1882.9453,-4550.6953,-2170.8696,-5403.8930,-837.4976,890.2611,-4991.8745,-346.2713,1613.1875,3829.7851,-5097.4484,-5473.7404,-5265.9308,6494.2895,-5382.9444,-4803.5000,1541.3713,-5228.3662,-5466.7885,3905.8268,4183.2255,4318.1679,684.6422,2661.0886,-3251.1746,3823.7109,0.0000,5195.0554,653.2045,5019.4210,-5299.7683,-3913.1439,-2832.1949,-2044.9842,4533.7185,-2921.2642,-3114.8487,-411.2877,-1498.3111,1196.0145,5396.1885,-683.3455,-855.7728,2334.7025,2011.7521,2534.1430,353.1385,15.6500,4702.6222,4865.0022,4646.7686,61.8188,3671.8263,4678.4079,4769.1600,366.5236,-5102.5793,3936.8930,-4099.6407,-608.5689,0.0000,5438.5858,-5439.1477,6693.7550,-5114.6358,-2695.2280,83859.0136,80192.3770,85771.3459,82361.9682,88492.1466,83884.9413,74631.9092,84887.3318,-80510879.0282,-80509078.6617,-80521173.9643,-80504901.3209,83377.4224,-80512017.2343,
3600.000,2200.6960,-129.5822,2717.5845,2523.5838,4333.0162,-6391.3116,4644.8129,71.7497,2280.4242,-4140.6422,5829.7343,-6857.4511,3495.8305,-5996.4017,1847.0456,4120.9463,-2726.0235,5179.9448,1463.2891,4483.7813,-5680.7707,5753.8959,2350.5034,-6579.9658,-4928.8099,590.1665,5803.6354,-5259.5524,3649.7850,3579.1335,1207.7123,-891.7183,-2522.0693,0.0000,5289.6155,4362.9091,-4225.1883,5607.0284,-5151.7430,-4754.3224,3833.4223,4419.3123,74.9518,5352.1157,-4103.0048,-2570.3354,6445.7439,4614.2560,-3409.3561,-6139.5991,5220.7775,3702.5154,-5734.2814,-3250.2829,1082.5381,-6702.6382,1437.3703,-4023.8683,-5749.6008,-783.7357,0.0000,-1481.7162,-5508.9318,6649.7407,-1535.3127,-6817.4364,-1002.7366,5868.9260,5441.7912,-834.8732,5240.4084,-4142.7442,-2874.2093,-529.0327,-5391.5433,1712.6349,50.6521,-76.8675,-3496.5246,2263.9122,2318.9545,1423.2590,-5533.3815,-1980.7897,131.8959,84.9384,-1684.8545,3670.7926,-731.0358,-3968.3301,-2078.9984,-4781.4699,6372.7934,-5359.2582,0.0000,3017.5788,-28.9096,4882.5364,-4698.1026,4226.7473,177317.9960,167502.8901,158329.7483,162003.6112,172774.4563,163401.8786,163430.5699,163163.1804,87801650.8071,87803371.0515,87797227.1725,87805134.4419,164242.0439,87800684.3949,-5059.2234,-5743.5518,6081.0419,-3796.4650,3371.9027,1296.2375,-2995.9879,-4210.7818,6455.1600,-806.1634,-3250.2881,240.1057,-5615.7029,-1720.4606,3994.7512,-5041.9248,-3523.1124,-208.2274,-4839.4280,4230.4352,-3213.8713,1249.7215,6272.8422,-1648.4732,-924.0574,-2314.7250,-2790.2383,1067.9597,5328.4220,3128.4963,-4733.7397,4017.5893,4168.8899,0.0000,268.9824,3516.3597,-608.3257,-2196.1964,-109.2267,-3040.4856,2732.6378,3862.5484,-4185.8199,4365.7460,2594.6989,-4921.9763,629.1410,2889.1031,5222.4842,2897.4299,3609.8099,-3385.3366,2168.8624,-2571.7842,-4057.2411,-573.8767,-5261.7500,-355.2224,-3787.8448,-5079.2345,0.0000,-6387.3110,-1401.7443,682.3047,-5057.7403,-1024.0964,6067.9618,-1967.3841,914.0248,4146.4294,3854.6697,-3128.3305,5465.4629,4873.0274,-3266.9893,-4940.0294,5391.1187,-4395.3613,5556.4480,-6440.6984,-4476.1776,-5312.8519,2726.9459,6406.7004,-4454.0469,-5465.9117,-4832.7393,4586.9430,4412.3486,1958.0056,6304.7475,-2020.9451,-2590.3326,1075.3350,0.0000,-5386.4277,-5375.3405,-3312.3201,-1402.9857,-177.4560,-340999.8098,-313368.3562,-332254.5376,-331567.4830,-331952.7914,-333987.3610,-328199.6170,-333008.0602,145842351.0906,145808876.0386,145840732.7581,145834271.7211,-332510.9061,145822041.2205,-4123.8078,3447.3264,1910.6201,-5122.8386,3900.1909,-2267.7001,-4195.1259,5446.7532,-1035.6892,-5452.0178,-1836.3893,540.1489,-1595.0591,-2801.9286,5355.9094,-1869.2653,5147.8835,4600.1209,4663.9495,-2770.5684,-1130.0115,-3411.0759,1135.4003,-1121.3530,-4651.2099,6471.5009,-2494.1155,4402.4326,-1746.1062,-4986.7162,-4573.5211,5358.0131,-4863.1175,0.0000,4432.2648,4062.4196,5272.9836,3041.9783,4575.6474,3750.8725,4973.3520,3648.4034,-5199.3850,-741.5535,4816.6756,4059.1034,2183.5206,-4288.0550,2678.6633,1231.2534,2757.2741,4661.2854,3154.4565,-5527.2336,-5438.6154,-1594.7492,-4062.6206,-5364.3944,-1383.7807,-4652.4078,0.0000,-2189.0780,-3899.3174,-1753.4155,4289.3407,-245.9458,-2520.1776,-2793.7104,-4278.0328,5413.7678,-1825.5086,4446.1371,-3017.9588,-4827.8666,-2823.0946,4488.7132,4130.7484,-5290.9177,2249.1836,1122.9266,-4811.2375,4109.3940,-3112.9602,-1015.4312,-5199.7253,4126.1113,-4486.9470,-3668.4011,-5252.7772,-4873.3017,1900.5464,-4522.4359,-47.9797,-4002.3990,0.0000,-3011.1235,4286.5414,-3609.8840,4752.3718,5379.5350,84583.8342,80894.6828,86077.2038,83590.6961,89261.5061,86360.7912,75645.4354,83053.4158,-80531954.3867,-80520505.4852,-80542147.5733,-80526274.4590,84431.5689,-80529965.4690,
7200.000,1951.4217,3550.7037,-4581.4228,2137.8284,-3840.8136,3359.9105,-1165.2668,3812.8539,-4086.3593,5426.0030,-5909.1272,4830.4125,388.5484,3795.1620,-5315.9016,-1492.9979,6198.7944,-5297.2910,2710.0863,-4921.8664,5248.2844,-4012.4312,-4319.1741,4870.7313,5375.8471,3180.4387,-4683.8994,5104.7554,-4845.9689,-6487.4277,3873.0684,-3306.6368,731.0916,0.0000,-4027.0082,-6665.7746,3257.1212,-4887.8444,2556.8634,3759.2739,-6630.4986,-5096.0864,5015.9202,-5990.5035,3585.6250,4950.5949,-6266.7450,-6049.7608,1685.0499,4719.5842,-4366.3947,-2771.7118,5513.9027,5864.3882,2608.8729,6339.9066,3222.0032,3695.0696,4066.0933,4432.2936,0.0000,2979.1687,4384.9093,-6311.5772,4276.4476,5369.1344,-2827.7542,-1852.8747,-6506.3716,-3628.4798,-4298.4969,4048.5070,-902.6667,-3561.3737,6437.0108,2476.3552,-4307.0655,4309.3629,355.3860,706.4232,1225.6576,2560.2367,4604.7692,-315.2806,3361.1828,3365.1874,5503.3338,-6113.0645,-2439.4635,-1008.2282,491.4056,6435.1556,-4152.1342,1340.6930,0.0000,-1523.5290,2339.6065,-6525.3075,6694.8645,-2809.7706,256173.5347,241099.4726,236285.0408,241128.7452,250647.6629,238427.9424,241580.4368,243245.0011,47048781.7133,47051788.1157,47040498.5304,47046819.4478,242181.2823,47048871.9670,3680.0930,5648.3214,-4889.1234,4400.3936,1717.7656,-3001.5894,5148.6385,4836.0307,-4937.5180,-2926.0050,773.6010,-2043.7804,5152.9675,-1747.3502,-3530.1458,6187.1623,2183.0573,3748.8773,5288.1751,414.4227,188.6546,3035.3417,-3059.3096,-862.1283,-3249.1373,4502.5182,4916.3870,-4318.0478,-3143.2182,-1688.2130,2638.4075,-5319.0109,-6718.3065,0.0000,3740.1883,-1533.4521,-4212.6580,4253.9623,-3498.3581,-1686.4744,-934.0281,164.9113,2346.0430,-2130.3705,-5727.3176,4782.8337,1178.9123,-3336.9966,-6223.4061,-3958.5941,-83.5767,6215.2193,-3973.1010,-569.7951,5631.3619,-1722.4210,4216.3648,-4620.3488,2157.5373,4632.3414,0.0000,5822.9138,-2723.6817,929.9291,5305.0517,-950.9690,-2818.2886,3678.6321,1915.7420,-3987.5907,83.8097,-1585.8056,-4085.7728,-2785.3371,1930.6185,3504.9586,-3204.0324,2661.6933,-4586.8170,5534.1937,2046.8360,3308.7002,-5126.3630,-5692.4677,5614.9457,2493.2344,3568.8905,-3228.9355,-6023.3979,-5178.2201,-6425.8415,-1296.5072,3593.9162,-3975.8811,0.0000,6515.4366,6466.3905,1431.1519,-1016.4392,4559.4441,-284370.3520,-261267.3647,-279165.9968,-276559.5970,-279551.7672,-283226.8874,-276036.4871,-280123.6488,163634114.9478,163605398.8825,163627288.3332,163627443.3806,-280825.8721,163614303.3372,5470.9248,656.5212,1763.6155,4791.4035,-5267.5889,5221.8828,4487.9303,-3100.2773,-2625.8545,3069.1587,-3521.3281,-4462.5146,4416.1548,5399.0592,-2740.8005,-2322.1138,-1813.0588,-2456.3160,-3483.5513,4599.7047,-4040.3388,4567.6438,-4267.6049,4765.4883,2691.8929,-4160.6986,-1254.0963,-1889.3390,-3378.3279,1561.2556,4762.7305,-2561.0734,1275.0303,0.0000,-4198.0298,-1094.4291,-4221.2227,1889.7012,-5373.0418,-5391.0615,-1481.0699,-4678.0519,3711.6667,-2807.1372,-1109.0161,41.9887,2461.2913,-545.0543,2125.5628,3105.3481,-5375.4159,-836.6595,1179.2627,3588.0531,2927.9424,-2157.1332,4239.3618,3159.9854,5292.9003,2620.0184,0.0000,-2233.0547,4554.1550,-2656.8278,-41.4636,4216.5660,5300.9541,5386.9070,1645.3045,-4275.1747,5200.3463,-5285.5836,5437.0784,5169.9456,-1586.6365,-5405.3382,-4175.6301,4637.8944,-5204.5835,-4102.0273,6535.7358,-5457.7865,-483.4434,-3676.6668,1991.2451,-5432.2148,1795.8972,371.9723,2297.6436,3921.3380,2480.9367,2055.1604,4134.8227,5305.1616,0.0000,-1531.1105,-290.7726,-1787.5457,-943.8915,-4281.0917,85298.2477,81618.1940,85934.0024,87244.9367,89697.4148,83871.5408,77243.0079,86701.2026,-80552882.8171,-80533056.0417,-80562511.4778,-80548462.6686,85477.6823,-80547895.5821,
