sl_100_86400_20310904 Coordinates.csv
2031/09/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:35 2024,
Start: 2031/09/04 07:47:00.00, Stop: 2031/09/05 07:47:00.00,
TIME_UNITS,STARLINK-30885 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-1948 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-30529 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-1333 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-3519 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-1948 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-30529 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-1333 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-1948 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-30529 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-1333 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5318.0602,-583.9918,-3407.1342,3774.1902,-6665.4559,-6868.2689,5213.1483,4866.4299,0.0000,4230.6158,-4180.0255,-2868.3983,-1518.2444,-6783.8783,4953.5149,3255.8653,-2237.4154,4837.5532,1289.2191,2013.0432,-1069.5038,6213.8666,60.6555,437.1015,-852.1156,-3710.3528,1443.1312,3718.3246,0.0000,-1407.4359,-854.3938,0.0000,1469.6230,-6185.9690,-1056.1948,-4551.1792,4715.9792,-537.0805,-1684.4348,-197.4005,-4369.6979,-5598.6528,50.9273,-1969.2519,1533.9560,-6633.7282,4158.7344,-573.8586,1173.7016,5612.8729,4944.8542,-756.0554,1525.7280,3796.0367,-6753.3856,4765.2620,2770.8999,-5361.2790,-1563.7893,6001.7916,-479.5268,2355.7167,-1605.3349,-2099.0990,0.0000,5772.4274,-6468.2433,4339.4461,-2530.5740,-2833.1048,5264.5229,3126.4754,-6510.7214,-3794.4317,454.6537,-5668.8579,-6188.2279,-3407.3017,-5693.5150,3692.4431,-754.9476,3864.7889,3484.6331,5743.9692,2665.7477,6186.3121,3954.0041,5399.4219,4214.6877,-6323.4186,6590.0234,2410.6419,4279.0391,4479.2611,3601.8031,3958.7075,3013.5575,3514.8708,3269.0945,0.0000,-49435.6656,-34939.1316,-56803.0978,-53172.5204,-44052.1171,-47628.2243,-50551.2708,-52456.1560,121757825.8657,121792813.1943,121792859.6125,121784138.3935,-51286.2434,121774252.6188,-1564.4014,-5538.3821,3901.7311,3725.1385,760.2368,17.8928,1307.7344,-4770.6689,0.0000,2793.0604,-626.5244,-3432.0387,-5323.3712,1176.5894,3793.2459,-4630.1431,6232.8394,1912.7684,4807.4667,4166.0020,-6674.7805,2906.4342,5575.8644,-6418.3351,-4062.5211,3820.7779,-6217.5139,-5299.4094,0.0000,-6219.7005,5585.4515,0.0000,6556.4874,-244.3164,-4627.9349,-3237.5851,-2495.0265,2375.3031,-6617.0598,-6780.1518,-5199.1682,2344.8981,5264.5325,-6437.8211,6046.1765,-1280.3027,-3765.5404,1595.8075,1870.2924,-112.8088,-1660.5737,-4928.1028,1353.8559,5542.0676,1756.7028,-3442.9547,5103.5859,-1351.6889,-2053.0417,-1619.6780,5702.6898,4712.5863,6675.8776,6525.4704,0.0000,1652.6211,-456.5974,1059.1185,5347.1480,-276.2256,1498.9806,-6046.2932,-1931.2399,-2340.3833,-6441.3032,741.2548,-2566.8670,5687.5262,3637.1190,-5791.6982,-4522.0461,4152.4398,-2707.7653,-2598.1903,3553.3012,1403.1213,1498.8497,-1141.9025,3900.9302,-1314.4320,70.3415,-2646.2114,-2769.4703,3072.7701,-4424.7543,2203.6538,5749.3321,-4247.3830,-6128.5476,0.0000,-385666.9060,-357206.3150,-366904.2800,-371363.4292,-371986.1779,-369340.9688,-364014.8107,-367528.8682,89507589.6809,89545108.9255,89513106.2040,89512770.0413,-368108.3461,89503777.2126,4115.4166,3921.6821,-4704.5434,4461.4193,1040.4075,-930.9746,4317.8853,-1360.0761,0.0000,4681.6707,5381.8046,-5223.0857,4133.5808,-493.2819,-3017.6118,-3955.1755,1928.4998,4411.6741,4735.1484,-5154.9690,-1065.4605,-754.7077,-3838.0732,1874.9233,-5470.0382,-4321.2171,2742.4038,-2421.3703,0.0000,-2845.8022,-4034.7432,0.0000,-551.8712,3236.8388,-4941.0154,-4081.3636,4418.4445,-6476.6165,-1110.9019,1009.1476,-1314.0805,3225.4394,3926.8500,-1323.6617,2754.7553,1642.7216,-4030.1306,-6720.4819,6576.7676,-3998.8255,4544.5573,-4641.8958,-6612.4245,-76.6000,299.1542,3627.7374,3692.2332,-4046.8031,-6452.3539,2939.9667,-3721.7840,-4462.6830,-335.0244,-331.8667,0.0000,3327.3522,-2283.4804,-5251.2105,3537.8551,-6329.6984,-4079.0880,-958.2966,1147.4439,5225.7022,1976.0112,-3795.8671,1059.7979,2086.8876,433.3849,938.7372,-5165.7401,3930.9619,-5282.7884,-2320.9829,5323.7474,-2307.9222,-5428.2657,3954.7462,-3741.1882,-2430.6341,1021.8387,-5942.3189,-4676.8069,4264.2333,3892.8743,5165.3571,-2401.9790,4071.6641,165.0728,0.0000,69332.8488,64258.6290,70732.8305,67358.6745,73466.1802,68726.0900,59563.1737,67055.2679,-65245384.8396,-65254906.0635,-65242174.2971,-65257834.0675,68315.4726,-65256917.7247,
3600.000,-4942.3036,2965.2370,954.6457,-5497.9128,3834.1866,5140.2831,-6470.6451,-4153.4146,0.0000,-6273.7366,5446.6995,6201.5145,4647.0600,4658.6592,-6617.1828,-2103.0705,-671.4222,-3422.4109,-4261.0297,-5307.1375,3459.3073,-5671.2551,-3540.1306,2618.1683,4963.3741,1390.5426,-1386.1165,-40.3364,0.0000,3008.2940,755.6796,0.0000,-3170.8461,4294.2253,4344.1631,6751.9390,-798.0828,-4046.5110,3647.1137,2844.8458,5067.2436,1771.3762,-3102.4910,3289.5621,-3390.0168,6047.1793,-2466.1772,594.5825,2747.0618,-2631.0545,-4126.1852,4998.1874,3463.6745,-5108.5138,5284.0023,-767.8777,-3994.0394,4288.1809,4215.3067,-2488.0102,-3625.1362,-4202.3813,-1204.7081,-75.3745,0.0000,-4442.0956,3884.0795,-6203.1603,-1315.8106,5652.6508,-6552.1655,-1109.9785,6083.8047,4463.5464,2492.7817,5654.8126,6086.2799,11.6483,2837.4108,-725.4977,4401.3302,-4879.4694,-2143.8899,-1390.8222,-4783.3286,-3581.7151,-4476.0794,-5699.7175,-4072.8334,4142.8489,-4892.5045,-6250.7446,-1417.2598,-4032.8811,-2637.7791,-6571.6646,-4388.4540,996.1994,-2221.9312,0.0000,49339.6904,55925.4122,37272.1789,40860.9056,50261.3079,41190.0156,43726.4404,43792.0690,94432976.5633,94456466.5262,94464683.2917,94452040.6487,42467.4426,94448720.5848,4692.4834,6115.4763,-6284.7637,-14.1923,-2746.7787,-2408.8359,1824.0781,4296.7454,0.0000,486.4241,-3148.9862,2053.2408,4979.8603,-2607.6412,-1978.3865,6572.1450,-4580.3946,2648.8924,-1327.8584,-3929.8444,4171.8879,75.9123,-5763.9205,3249.4544,3516.3591,-6561.5626,6433.0320,5146.7591,0.0000,3303.3994,-6854.9619,0.0000,-3607.7856,-2793.7729,5119.8786,1031.6531,-698.0239,-2793.6861,5282.4705,4680.2304,3620.7638,-3761.8431,-5622.3606,3502.8542,-5596.8720,1049.7453,6379.4173,3891.1752,1938.2594,3220.3819,5093.7266,3537.9510,1139.4271,-2160.6358,-3427.5402,4078.8021,-1065.7240,-3036.4702,-1665.6610,3423.2103,-3613.3352,-724.1804,-5643.6924,-5615.6116,0.0000,2381.9102,-2119.0955,1979.0354,-3928.5572,-2282.8480,1728.4941,5841.4391,125.0280,-2187.2865,3433.0788,-3864.8931,-364.3078,-5297.8454,-5078.7847,5629.8735,1923.7484,-4759.0905,6109.5924,3855.7188,-4905.3098,2084.5131,2957.6294,3655.8978,528.9420,-1531.1717,2218.9920,2483.6566,5697.2689,1181.9790,6387.5066,112.3382,-4972.6608,4068.7938,4810.9121,0.0000,-384790.6520,-355047.3418,-366457.9852,-367514.0810,-372701.8722,-370183.0332,-365103.4288,-369643.4701,118020032.3409,118061109.9442,118032194.0651,118026469.8224,-369256.1164,118015582.8985,-1148.1813,508.5915,2899.5632,-4233.4567,-4890.8160,3967.7679,-1561.8726,-3556.4319,0.0000,-2854.2710,-2715.2310,2118.5199,-1198.0357,4363.6321,-538.8885,-174.0186,-5123.3840,-5286.4194,-5236.2315,2068.7951,4165.8027,3921.4263,154.3439,-5250.6339,3167.8905,1412.5685,2217.1475,4600.5258,0.0000,5354.3116,-818.0893,0.0000,4719.8771,-4754.6868,1338.4508,1064.3269,-6855.6405,4856.7939,-2581.0820,-4134.2252,-3017.2135,-5485.2664,1397.5762,4886.1442,1924.6114,3256.1171,936.5370,5688.9499,-6081.4033,5482.5687,-2238.8408,2966.6187,5865.1526,-3795.6094,3024.2369,-5535.3598,-5513.2667,4382.8768,5255.5465,-5430.1335,4498.3001,5414.0999,3725.6778,-3950.6832,0.0000,-4671.9553,5249.4435,2244.3808,-5521.6723,3307.1860,784.8259,-3455.3197,3218.5614,-4758.1583,-5264.6120,362.1397,2965.5708,-4503.0917,3454.1311,-3985.0762,4946.2643,1077.0970,2316.8105,5309.7059,-1092.7138,5314.4997,4291.5462,548.2635,5472.2236,5287.8169,3944.5606,1663.3425,3642.5094,-5494.2752,165.9681,-2034.5842,-1982.2977,-5436.5248,4480.1730,0.0000,70188.0220,65171.0983,71193.8825,68568.9192,74373.2196,71480.8661,60676.4776,70598.5248,-65270691.7440,-65283405.3075,-65271019.1216,-65287864.4632,69488.3695,-65282927.2995,
7200.000,2803.5251,-3884.2443,1128.5726,6034.5149,803.3254,-1861.3640,5263.4500,671.5009,0.0000,6185.5732,-4555.4321,-6423.0834,-5759.5528,-592.0317,5779.9025,-41.6736,4326.1610,1817.1254,6311.9671,6010.4453,-5350.4394,3570.7967,4981.7002,-5417.0796,-6360.2024,1147.7506,-111.4889,-3993.6831,0.0000,-4914.2014,-3.7322,0.0000,4470.1351,-1902.0105,-5073.2441,-6272.0046,-4510.2953,6019.3743,-4811.3975,-5223.5315,-4264.6277,2444.4133,3967.1214,-4520.1963,4015.9667,-2840.9165,33.9093,1895.1422,-3125.3769,-342.0262,2240.5395,-6627.9323,-4858.3669,4312.6130,-2026.1686,-3376.4575,4971.9348,-2432.3165,-6047.6229,-1614.0853,6487.5969,5605.3099,4360.2231,3270.0732,0.0000,2300.7870,-347.8243,5522.5367,5213.0926,-6179.4013,4692.9207,-2305.9962,-3199.8928,-4373.2058,-5365.6338,-3143.4755,-3119.5135,3811.5804,1964.0229,-3068.8441,-6719.7144,3493.3519,518.3758,-3673.7882,4194.7341,-22.0794,4111.8991,2595.7203,3610.2560,-1180.1736,-175.4603,5934.3708,-1146.4969,3438.5233,419.9475,6160.6618,4329.8520,-5045.1554,-1102.1683,0.0000,144327.2358,143396.5744,128961.4543,134511.7661,141603.2624,129124.2832,135214.3530,131942.0943,60648317.6112,60659864.1625,60674283.6327,60660522.6615,133531.7697,60663851.6109,-5772.0009,-3233.4294,6889.4699,-3097.2641,4689.2987,4840.1713,-3871.1525,-2667.0057,0.0000,-2965.1088,4752.2209,-362.0550,-2890.5814,4196.2602,-702.6995,-5498.0144,1974.1028,-6192.3291,-1635.4515,2571.1851,-17.6129,-3748.0495,2765.0285,1206.9723,-2213.6435,6282.8315,-3654.1947,-4103.5845,0.0000,292.6375,4639.3461,0.0000,-1494.5356,5617.9567,-3300.0655,1281.8477,1033.1167,3392.6739,-1763.6622,-891.4672,52.8541,5001.5690,898.1640,1014.0489,1884.3907,768.6396,-6333.7997,-6550.5036,-5868.4972,-5999.2543,-6386.5211,-1203.4602,-4690.3762,-2936.2744,4734.2585,-4557.1043,-3036.8473,6199.8819,3262.1540,-5151.3333,899.0825,-2798.8222,2678.0571,2531.3405,0.0000,-5835.8444,5038.6467,-3467.2923,2250.9624,2672.6101,-3871.0487,-3413.4194,2678.7187,5200.7877,805.2590,5116.4788,3872.6178,3983.3535,4659.0616,-4174.3861,172.9920,2462.8066,-6500.4790,-4375.6957,4000.8002,-5582.3752,-5504.3172,-4232.7880,-4771.8909,4873.2385,-4297.1974,-11.6857,-6810.8716,-5039.1511,-5517.5988,-1781.3470,1725.2540,-3555.0633,-2115.5188,0.0000,-358902.7681,-330236.6835,-342833.5740,-342654.9569,-349694.6266,-347294.6456,-342430.5962,-346638.7288,138484515.7000,138525799.8330,138501500.6278,138485917.1326,-346902.1562,138479172.0720,-2568.3146,-4580.7537,441.8097,1436.5765,4834.3815,-4603.6028,-2225.0179,6372.6588,0.0000,-815.0985,-1905.4599,2401.7710,-2511.4203,-5453.7282,3745.3223,4161.4457,4990.1075,2221.1114,2181.0706,2265.6815,-4273.4120,-4568.3067,3640.2431,3748.3235,1309.1426,2471.4200,-5913.7042,-3872.8557,0.0000,-4956.7223,5153.4737,0.0000,-4825.2934,3684.9802,3191.2607,2604.4789,5155.9191,-240.1836,4635.8239,4345.2322,5434.3375,4030.2707,-5168.9094,-5065.4960,-5188.9664,-6303.9738,2739.5256,-1234.2923,2002.0011,-3377.0922,-1467.1762,978.2787,-1506.6017,4222.3305,-4728.1695,3945.1315,3665.9407,-1602.7361,-1005.8168,4254.9765,-1913.3453,-2897.2904,-4595.3638,5466.6921,0.0000,2789.9062,-4667.5178,2213.7511,3907.6766,1657.2544,3078.1516,5491.3867,-5486.8330,1054.4514,4018.0769,3298.0366,-4619.8723,4214.2549,-4508.0982,4597.0958,-1572.6573,-5427.5257,2180.1372,-3535.7127,-3822.3315,-3798.2209,-278.6973,-4644.1814,-3341.0420,-4743.0671,-5103.9273,3576.7803,-330.0234,3241.9636,-4148.4443,-2495.0103,5102.6495,2982.2177,-6527.3052,0.0000,71027.4034,66110.8769,71191.0508,72341.3798,74944.5066,69149.5239,62376.4441,69801.6531,-65296785.4129,-65311896.3404,-65300237.6590,-65316387.3105,70654.4561,-65308931.2379,
