sl_100_5400_20310521 Coordinates.csv
2031/05/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:14 2024,
Start: 2031/05/21 07:47:00.00, Stop: 2031/05/21 09:17:00.00,
TIME_UNITS,STARLINK-4139 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-30576 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-1489 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-3875 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-31394 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-31031 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-30576 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-1489 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-3875 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-31394 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-30576 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-1489 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-3875 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-31394 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1752.6478,-1590.3558,-4510.1356,-1819.0726,2314.9663,5357.0154,2576.1434,6753.3902,6883.8163,4941.1509,3387.3177,3318.2849,5994.5006,-6411.4757,-560.7674,0.0000,-6205.5842,0.0000,3729.3287,403.1261,5985.9184,-961.8286,-2690.0776,3220.1022,3565.8356,0.0000,6476.3995,758.7338,1793.1521,-1239.2648,3399.1088,-2355.9772,4154.7187,6000.8243,-1000.2681,2146.7158,2072.8520,-2437.4516,-781.6792,207.3448,301.7927,-5617.2799,4120.7206,5838.1286,5698.1354,-6013.8755,-981.1205,5202.8111,6012.5104,551.3749,2315.4007,6608.5603,-605.7306,4186.8723,-5492.5302,-934.3508,-2095.5823,6048.6973,-2653.9785,1939.9856,-3532.6830,0.0000,-6614.5410,3694.5059,2934.3652,-2290.9055,359.8297,-3725.9713,-2494.2729,1192.0342,3871.8877,-3009.4236,6862.7442,5911.1174,-1377.2932,-2852.7340,1832.6728,1159.7269,-4540.1969,-3468.7651,-6800.0347,4818.1158,1977.3202,3517.9241,-2678.7140,4470.0415,-4860.7353,-3638.3422,1001.4749,5545.5654,-3319.9495,6427.1290,5830.8690,-6524.5817,-61.1175,-1837.7970,-2080.3902,-4359.5446,-5147.7145,-4357.5413,-186839.8693,-173676.6862,-170704.7739,-175637.0415,-178023.3745,-174801.8683,-168867.5091,-170799.5578,62205674.0403,62242330.7732,62214406.8374,62228526.7635,-172572.4002,62223629.1162,3727.9488,-6464.6208,4618.2284,5232.2415,4774.3369,-298.7587,4414.3921,1142.2981,-510.7334,2884.9545,4027.7803,5234.5425,3499.0034,-1536.0523,5206.9497,0.0000,1753.6457,0.0000,1769.0131,-5088.1261,-652.8910,5460.9581,-4175.6177,5958.7473,-2957.3821,0.0000,33.3547,5944.0561,3760.8891,6689.1134,4734.5745,6433.4934,2.1101,3490.1848,6151.9191,4708.0641,-6564.4305,5958.7140,-5352.2110,6496.5623,-4819.9784,-4076.1437,-4873.6049,-1822.8181,-3609.0367,836.9615,-5440.0042,2488.4902,-3016.8175,-4655.3683,3876.0613,1013.7005,5810.3725,219.5770,-3775.7132,6576.4439,-6017.4021,-493.6960,-6205.1464,-3897.8543,-2850.8611,0.0000,1281.6463,4416.0866,4333.5806,-4371.1601,-5031.6536,5110.9232,-6395.2743,6121.9826,5270.6041,3100.9667,1136.1735,-1146.7298,5030.1673,4496.1764,-5165.0173,-4678.4932,-4270.5895,5702.0631,1173.2147,-433.7822,-6395.8891,2524.2759,-6001.1797,5044.1275,-888.7520,2994.3805,5475.7803,-3224.1533,173.1407,2364.7178,-2798.1639,-1153.8246,4128.8690,5942.7271,-6433.5655,-208.8821,3780.5000,-1035.1343,333857.1385,320172.9818,339447.2925,336820.2435,328176.3211,330675.9310,332547.7122,334487.9006,-52299065.1073,-52325686.9907,-52295722.1312,-52315881.6423,334149.1720,-52303517.5836,5443.0151,1859.0082,2359.6796,4074.5111,4427.8025,-4363.1140,4415.0942,-98.5287,-510.2734,-3816.2516,-4513.1465,-3085.5050,-150.9914,-1943.3251,4286.8588,0.0000,-2194.1744,0.0000,5488.4070,-4656.5391,3356.3688,4091.5034,4737.9661,-1222.5024,4837.1733,0.0000,-2470.1056,3479.5369,5505.3141,1159.7131,-3564.1868,-313.4243,-5500.0088,-68.2605,-2761.1000,4561.0436,662.3922,-2423.6399,4015.7626,-2394.8424,4993.3417,261.2906,-2656.8345,-3232.5572,1469.4531,-3330.5285,-3938.7289,3756.5668,356.4002,-5079.1464,-5137.3907,1679.9103,3488.5811,-5474.9394,-1735.7851,1625.7735,-2646.6600,3300.1834,152.8362,-5382.0277,-5162.4065,0.0000,-1694.6858,3806.7487,4468.7209,4783.8165,-4656.6345,2723.8635,176.9785,2923.0677,1957.1937,-5334.2909,75.3769,-3441.2981,4501.2024,4406.0355,-4258.4883,4918.1567,-2744.7583,-1375.4124,-465.5723,4906.2108,-916.3636,-5351.6873,1453.9594,-429.5085,4772.3735,-4995.7608,-4040.3105,2685.1066,6038.7230,-1000.7490,2078.0711,1829.6871,5412.2465,-2910.9807,1498.0861,-5245.5206,2466.0325,-5282.5833,136936.6424,132385.8614,139482.1234,136284.8533,142272.3449,137033.5823,128227.7971,136925.4671,-20848371.8810,-20871547.5026,-20828047.2152,-20838654.7584,136997.9798,-20839701.7442,
300.000,172.1137,-3114.5533,-3481.2698,-113.7377,3847.8153,5472.6038,4430.8422,6584.9711,6327.3362,4725.5248,3094.3334,4298.3458,5484.7797,-6860.4732,1220.0054,0.0000,-5899.8769,0.0000,4621.6640,-1695.6585,6106.6105,439.7988,-4496.5446,4281.9505,1552.6884,0.0000,6670.2490,369.2182,3733.3634,-40.3059,4885.6000,-1134.6364,3782.3718,5468.8678,-1557.2300,3809.4534,588.1860,-1353.4697,-2413.9572,1808.2617,-591.2599,-6174.6929,2324.2043,4485.0295,5079.5535,-6079.8956,-2902.7305,6355.2439,5088.2666,-1229.7934,4228.9540,6041.1792,766.0586,3817.0080,-6282.8559,594.9152,-3438.8754,6213.6157,-3648.9166,-211.0682,-4049.7606,0.0000,-5635.7210,5196.3468,4655.2480,-4134.4190,-1458.0329,-2875.5662,-3503.4546,2582.3924,4711.2361,-1036.9488,6743.5556,4568.6159,37.5199,-1841.6165,-274.5820,-440.7658,-5068.3472,-2135.9923,-6374.6528,5266.9101,771.0910,4967.6980,-3532.4133,5215.4565,-5798.1858,-1667.7924,2337.7396,4214.6877,-5047.4310,5625.0536,4437.2941,-6858.3696,2093.0897,-678.0560,-3532.0274,-3659.6503,-4621.5086,-5241.2553,-193725.8300,-180459.9684,-177574.4259,-182346.8288,-185024.5661,-181733.2333,-175897.7977,-177808.1111,63336440.1133,63373476.1797,63345107.8461,63359927.1397,-179580.5803,63354484.9232,4671.2390,-6162.2269,5858.2800,6141.4278,3279.5320,-2294.6283,3484.2059,-108.6842,-1972.3477,999.2067,2241.6924,3586.5114,3713.1836,-355.9223,4227.5788,0.0000,3325.4187,0.0000,-184.4709,-5237.2567,-2414.2246,6341.9850,-3761.3243,4703.2249,-3742.8067,0.0000,-1569.1971,6782.3208,2878.9414,6871.9516,4334.3164,6593.1102,-2140.4563,3691.3337,6610.6918,3332.1233,-6835.1907,6708.6721,-5741.0272,6617.6760,-6043.8104,-2638.2761,-5305.7441,-3218.5283,-4665.7353,2587.9222,-5402.3956,1417.0484,-4249.7233,-5430.8287,3312.6122,-341.7584,6488.8761,-1927.1164,-2816.3696,6813.7791,-5907.1368,-2237.3880,-5432.8572,-4191.2689,-757.3538,0.0000,2362.6369,3921.6467,3954.5504,-4119.0233,-4040.4563,6177.3875,-5678.8444,6266.3729,3725.0715,4031.3154,-95.8056,-2345.5749,6092.7950,5906.6946,-5103.3594,-5701.9158,-2458.1508,6466.8526,2313.8982,-2274.2072,-6647.9001,1053.3790,-4808.0528,4051.7520,715.6941,3812.8551,4063.2675,-3273.5554,-466.6449,2533.8300,-3913.1952,367.2837,3710.3690,6721.9152,-5958.9566,1857.9201,5002.6352,774.1494,329746.0675,316551.3753,335689.5011,333086.4586,324402.4979,327163.5868,328788.5907,330580.2762,-50924822.5757,-50950892.4112,-50922024.4117,-50941487.1038,330431.4713,-50929273.1639,4975.6536,355.7864,908.2148,3094.8527,4710.7460,-3550.0820,3722.9220,-1891.4605,-2000.0221,-4897.1477,-5786.5105,-4074.3394,2069.3828,-155.1055,5140.2616,0.0000,-715.6673,0.0000,5077.1064,-4174.6268,2104.2084,2665.7070,3574.5218,-2632.6470,5331.5252,0.0000,-1037.8477,1384.5453,5045.1773,-657.0862,-1999.9785,1499.9613,-5350.0432,2148.1339,-570.2035,4686.0631,-884.8830,-677.5774,2574.5106,-951.5072,3378.6698,1768.7212,-3774.6691,-4169.9530,-339.1379,-2070.4802,-2906.7844,2238.2978,-1204.1465,-4093.8495,-4232.1391,3297.7163,1907.5089,-5410.2128,63.3338,97.7341,-928.1310,2032.7119,-1662.5691,-5506.0327,-5503.3365,0.0000,-3308.2817,2301.2354,3175.0844,3634.2584,-5355.9262,1014.7909,-1629.8619,1241.9956,3240.2107,-5459.2506,-1712.5775,-4662.3863,3219.7503,3084.9949,-4696.1253,3839.4755,-3829.8305,170.1373,1345.4741,3819.3850,916.9264,-4647.7967,3110.6441,1399.6485,3617.8518,-5463.2281,-5034.4258,4453.3948,4674.4246,-3139.5516,3334.5186,320.4105,5310.3179,-1225.5639,-28.9918,-5451.5558,721.9934,-4459.7413,136944.3073,132436.2072,139495.1714,136187.3071,142305.9904,137357.8932,128229.5424,137394.5380,-20848128.8179,-20871565.6745,-20827602.6909,-20838959.0669,137033.9633,-20839646.0312,
600.000,2046.0085,-4331.0878,-2114.1460,1577.1665,5040.4111,5084.6549,5825.4909,5746.3911,5155.3645,4082.2451,2557.6184,4900.1520,4393.5538,-6612.4035,2913.5567,0.0000,-4993.4194,0.0000,5094.6348,-3616.4212,5639.0606,1769.0213,-5837.1688,4944.3003,-616.0751,0.0000,6220.4843,-80.0720,5316.7194,1170.0694,5855.8864,219.0755,3091.5073,4357.5888,-1943.3079,5128.6064,-962.2079,-139.9660,-3763.1087,3224.9397,-1381.5353,-6147.3557,287.1711,2707.9939,3950.2661,-5567.9927,-4509.0194,6867.5100,3619.1411,-2856.3254,5706.0777,4879.7863,2036.7983,3126.1681,-6439.2004,2063.0212,-4428.4585,5782.5225,-4270.9853,-2334.5308,-4220.0246,0.0000,-4105.3966,6168.7814,5895.6371,-5547.1263,-3168.2188,-1746.4111,-4173.7612,3700.3643,5102.1216,1015.6070,5969.1621,2790.7334,1414.8470,-682.1409,-2365.3154,-1960.7669,-5114.4337,-582.8089,-5310.9137,5221.5879,-528.1973,5945.0511,-4039.8780,5413.5652,-6171.3486,455.7938,3490.6674,2436.2033,-6202.5423,4222.1992,2583.1883,-6510.0395,4038.6090,536.7414,-4640.4596,-2640.0883,-3627.6021,-5643.8468,-200519.2265,-187167.8221,-184365.1108,-188956.9545,-191943.2299,-188579.4140,-182846.2394,-184857.1947,64436860.5720,64474260.3090,64445490.6643,64460968.6975,-186508.7193,64454995.4261,5179.2514,-5258.8492,6511.8374,6456.8890,1493.1692,-4050.8578,2225.6925,-1369.7755,-3261.2003,-1013.8463,200.1456,1590.9086,3498.6504,858.6694,2842.7213,0.0000,4550.5755,0.0000,-2087.9614,-4912.7602,-3922.3063,6597.2238,-3004.8046,2974.8515,-4180.1282,0.0000,-3010.2407,6880.6845,1765.2518,6367.1514,3506.0689,6084.2419,-4075.5126,3465.1305,6308.8525,1662.6128,-6440.4084,6777.9128,-5531.0498,6098.8123,-6667.0812,-932.7713,-5253.8189,-4339.0391,-5258.4638,4072.4712,-4830.3902,228.2627,-5042.9312,-5699.0543,2457.2453,-1698.0901,6496.3787,-3889.5465,-1571.9584,6362.3052,-5210.0487,-3746.6648,-4071.2114,-4132.3163,1403.3844,0.0000,3249.3279,3059.4014,3211.2916,-3489.7320,-2685.7391,6617.5581,-4378.2620,5786.8592,1791.6732,4610.0060,-1337.2935,-3364.3114,6557.5973,6731.9482,-4594.1092,-6176.5261,-383.1668,6569.9104,3239.0327,-3860.0652,-6190.9404,-478.4752,-3086.6578,2613.5293,2213.4229,4305.4943,2264.3365,-3046.3663,-1119.1909,2384.2819,-4657.2913,1848.6808,2966.5730,6817.2268,-4904.8675,3756.0028,5706.1746,2472.8366,325493.4559,312787.8731,331783.3101,329201.0876,320482.1373,323530.0333,324881.6115,326512.1740,-49526140.5050,-49551651.4517,-49523891.8404,-49542611.9195,326566.8289,-49530585.3890,3952.3421,-1185.8771,-642.9995,1776.2268,4485.7164,-2354.5160,2601.1042,-3474.7287,-3274.7416,-5442.7946,-6443.2365,-4626.0234,4068.8026,1650.1411,5404.2693,0.0000,843.6563,0.0000,4108.5862,-3241.9682,623.1244,949.7612,2017.7161,-3755.0661,5195.4475,0.0000,505.6607,-858.7862,4040.0366,-2402.6423,-211.9939,3147.2972,-4619.3216,4135.1499,1684.9045,4302.9571,-2336.7662,1142.7840,833.4667,594.0229,1405.1947,3087.6396,-4485.6459,-4658.9320,-2111.0057,-587.9992,-1543.5576,475.4604,-2624.3541,-2666.9726,-2855.9302,4556.4101,110.7162,-4759.0331,1855.4975,-1441.2205,891.2742,545.4572,-3285.5612,-5040.1644,-5242.3253,0.0000,-4570.4835,546.3994,1534.6037,2086.3372,-5466.9971,-805.0639,-3257.3268,-574.5599,4159.9604,-4984.6098,-3319.1761,-5386.2483,1587.6825,1431.1768,-4633.8785,2342.3952,-4483.4339,1696.4608,3011.2237,2317.0206,2644.1401,-3436.9886,4403.8747,3066.5484,2066.1652,-5331.3402,-5478.5542,5749.5715,2802.7936,-4941.0324,4211.7579,-1224.0618,4610.3601,594.8904,-1552.9742,-5047.9899,-1102.2625,-3158.9276,136951.9096,132487.1220,139503.4569,136095.8926,142336.9974,137679.7077,128235.4890,137837.1552,-20847882.0292,-20871582.4063,-20827167.8961,-20839264.5880,137069.8701,-20839590.4284,
