sl_100_5400_20310822 Coordinates.csv
2031/08/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:14 2024,
Start: 2031/08/22 07:47:00.00, Stop: 2031/08/22 09:17:00.00,
TIME_UNITS,STARLINK-31385 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-1582 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4516.0784,4187.5136,6723.9811,-1657.9724,6355.5307,-4650.1815,6077.3364,-5657.3687,893.1904,563.6043,2155.2385,89.6736,4851.6323,-2137.6007,-2343.2888,2340.9885,-4613.0113,4514.3303,4234.7704,2219.4125,0.0000,6369.9631,6736.7232,3923.3819,2856.9058,6253.6241,3904.5179,-4938.9647,-5003.2927,-2608.6179,6403.8769,2601.5402,-1054.5833,-1479.9210,-2706.7143,4341.5720,1434.7775,-5100.7814,5273.3044,239.2637,4556.8239,-4275.4883,827.3409,-1603.0614,-859.1681,5778.6174,-2167.7391,-4535.4331,5622.0165,2223.9154,4810.0005,-1841.1808,-3029.9013,-807.7962,2173.2141,-1727.3596,-5084.7016,-3310.9299,1806.4932,6730.0369,-3457.8658,4522.5224,1306.1097,-1848.1593,-5533.3237,-2951.8477,-1049.2553,5319.4432,5642.7180,-3655.9879,2331.4276,-4811.5921,4724.9451,6833.3338,2420.6732,-5168.1157,-5422.3076,-5901.1764,-5072.6040,6234.8746,-6698.8483,5142.2433,-3316.6330,-3862.4635,-4021.1002,-1416.4062,-6725.0987,-1979.0301,-4694.9158,-4217.4368,3925.1739,-4942.4055,3474.5479,4326.6930,-5036.3790,-4975.6224,-3134.6193,3932.8723,-3226.2173,2249.6457,109795.3009,123317.3190,107034.4347,109606.8918,118346.9348,115497.6224,113798.2945,113022.6119,121274373.5684,121247959.4550,121270179.1198,121255861.7490,112176.2620,121257259.9571,282.4307,5317.7830,-1565.8507,1680.9070,-1379.1608,-2765.2216,-2850.8155,3119.6478,4119.9041,-6195.3667,5386.7139,6504.6073,4424.8007,6405.5148,3524.3051,-4915.5960,4647.1622,1348.6856,-817.9001,5486.6374,0.0000,-597.2504,1283.5952,-4802.9795,-5007.3585,647.5317,-3324.2558,567.5558,3675.9435,4518.4383,-1643.7015,4280.6377,6325.2500,4189.9558,-4564.1043,-2937.8779,4823.9157,-1059.8057,1397.0136,-6002.0194,4619.6443,-1462.0265,6077.5710,-5211.2075,5373.5429,-1217.8675,696.1389,-3722.3775,-3181.3090,6312.1599,-4583.3731,-5490.1519,5317.5254,4508.4837,-5989.0469,-5948.2559,1070.1401,-5951.8937,-4096.7143,-528.5258,2149.3445,-3229.9172,6271.1755,4231.4000,70.0442,-3666.4245,-5627.0589,580.4526,3427.9458,-1932.5532,-5883.9978,2040.0750,-2292.0048,-739.1070,-5974.0704,-4130.9754,-3869.7616,2277.2647,-3384.0292,-2061.3838,1384.9776,-1425.8165,-5814.5404,4968.3710,-4726.6399,-5445.5287,-1511.5817,4697.0887,-2644.7767,-5445.3512,-1441.7920,-1056.3060,-2591.3520,3222.7452,-774.1828,-2152.2699,4201.6640,-1410.1919,4043.8968,3603.5698,369068.3595,364726.6539,369606.2982,364480.1083,361894.0505,365245.5355,371093.7546,367253.6889,74755581.7638,74735031.7557,74757798.8496,74750125.7082,367279.6282,74744559.4582,5102.8720,-1190.7619,718.2895,6480.0691,-2375.0194,-4138.8773,-1532.8027,1467.8760,-5377.2797,-2853.1422,3696.5413,1411.7975,-1767.3518,-1610.3862,5428.1024,-4241.8638,-2054.4217,-5061.5309,-5387.7475,-3397.2982,0.0000,-2609.2289,510.6881,2990.7755,-3413.5186,-2935.7789,4629.9353,-4737.2207,-2967.9426,4463.7743,1911.5654,4517.6505,-2652.9597,4901.0634,-4268.2173,4537.5806,-4582.0737,4362.7198,-4138.6319,3175.6443,-2376.1261,4899.5780,3069.7523,4292.6643,4287.9309,3529.8686,6525.9955,3646.6156,2520.2419,-1493.6207,-1589.0092,-3774.5912,3146.8964,-5249.8360,-2690.5137,2717.5513,4579.7341,-1321.1970,5242.7269,-1512.7426,5592.9343,4110.5822,-2570.6069,5074.6073,-4202.5750,-5054.9550,-3868.4516,-4324.8355,-2157.2209,5492.4165,-2814.0542,4532.0567,-4310.7892,473.7116,2520.9470,-1975.0864,-1715.9785,-2757.6255,3128.6516,-2196.9861,-1143.8954,-4245.4725,-1428.1996,-2792.0155,-2999.8005,-3894.2809,-581.7851,4761.9818,-4160.8161,-119.8270,-5527.4056,4691.8821,-5387.2607,4313.6414,4631.1254,-4343.6331,-4278.8085,5467.5921,4409.3279,-5266.6896,-61856.3091,-66943.8782,-60206.5906,-63560.9141,-57460.0692,-62263.5824,-71385.3680,-61048.2189,-56955331.3172,-56943915.9668,-56966291.4737,-56961216.8653,-62630.9043,-56953595.3276,
300.000,-4906.1463,4751.8135,5937.1456,1.2251,6349.0816,-4471.2524,4888.1688,-4286.2458,2832.8334,-889.3227,3118.3253,1351.5516,5938.2886,-461.0760,-268.3774,230.8269,-3570.1721,4104.7578,4129.7371,3968.6219,0.0000,5394.9722,6753.2583,2201.1465,1009.8107,5578.2514,2172.2045,-5372.3075,-4542.0341,-579.7115,6245.9096,4161.1850,510.3660,698.7770,-4539.3427,2686.5559,2778.2535,-6063.6294,6278.8965,-1549.2270,5657.7372,-3948.6903,2546.5413,-2685.2116,1033.2971,6010.4585,-471.3567,-5011.2275,4827.6167,3398.8591,3241.6207,-2830.6616,-2063.5756,560.9233,586.2076,-2756.7853,-4108.6864,-4613.4764,199.8819,6605.0827,-1387.6340,3655.6635,2933.2451,300.1802,-4031.6450,-3798.2461,-2338.3168,4350.2479,5680.2416,-4643.2042,468.6350,-4134.0001,2955.8156,6485.0189,600.6340,-5316.4826,-6227.3726,-5767.2827,-5300.1321,5006.3186,-6566.4308,3882.9924,-4400.9919,-2179.7123,-5318.0079,-3035.0006,-6509.9261,51.5923,-4984.1492,-4970.0290,3226.8138,-5078.0463,2519.6769,5702.0082,-5933.6681,-5980.0645,-1071.7674,3321.5271,-1721.5266,4161.7753,101554.7342,115415.9693,99288.6471,101826.0922,110612.4319,107465.9468,106047.4728,105340.4972,119615041.2820,119589027.1637,119610311.0783,119595936.3280,104383.7199,119598000.0911,2235.7296,4046.7166,-2625.1055,3117.4007,-2684.4480,-789.2639,-3668.6948,4169.9022,3103.3602,-5305.9611,3780.9977,5742.4488,3301.1710,6265.0890,4204.6737,-5073.8564,5832.0498,-740.0765,-2887.6416,5113.8734,0.0000,-2158.5625,64.0786,-4872.1946,-4754.9129,-1115.4344,-4614.0308,2361.7881,5003.3477,4364.6914,-2893.0989,2744.8583,6805.8086,3919.6824,-3747.6593,-4307.0913,3242.7190,415.3337,54.3838,-5178.4437,3914.4935,695.1815,6127.0187,-5899.6218,5938.1639,-2721.6714,-803.8142,-1759.7009,-2231.5349,5944.7520,-5244.8419,-6023.7154,6392.7005,3078.6714,-5530.7846,-4594.7039,2989.5542,-5174.7784,-5308.2282,-2052.1191,2331.4366,-4956.0315,6139.6479,4124.8666,920.8979,-1711.9516,-4232.1055,-1168.8286,3993.8716,-29.0304,-5713.9760,3978.7940,-3277.6856,-1907.6830,-5832.0516,-2621.1117,-2916.6437,3636.1815,-1452.3854,-3337.4660,1995.7580,-3155.3822,-5225.3178,5016.1219,-4175.9530,-4143.2683,-229.1233,4358.6108,-534.7443,-4460.1112,-3449.2400,1095.9075,-4417.1806,1786.1100,796.5786,-442.4128,4836.9716,-3441.8573,5446.5673,2773.2408,371064.4364,367155.4315,372001.3978,367063.4166,364165.5517,367577.4188,373338.1252,369073.3279,77387193.3282,77366671.0117,77389531.7664,77381263.6900,369540.0788,77376102.7618,4179.6485,-2880.1510,2450.3468,6153.7150,-628.5618,-5078.5087,-3174.0971,2847.1137,-5387.9487,-4231.6327,4825.1359,3078.3353,-245.0813,-2957.8328,5443.1675,-4673.5795,-564.8398,-5515.3386,-4715.2970,-2157.5086,0.0000,-3739.8558,-1306.2932,4335.2679,-4611.6614,-3974.5142,4660.7862,-3564.5884,-1292.1713,5267.1524,122.9114,4544.3066,-1249.4035,5282.4676,-3422.9401,4721.7441,-5300.2489,3043.7049,-2728.7364,4114.8436,-628.4126,5323.3492,1745.0266,2486.1094,3419.0088,1958.7471,6846.8346,4415.4996,4444.5550,320.3009,-2943.0123,-1859.5343,1505.8910,-6224.4791,-4111.9433,4124.5282,4706.3721,213.3595,4397.6205,14.6048,6362.9429,3142.8608,-1151.5263,5473.1621,-5584.1163,-5509.1027,-4935.7476,-5200.9242,59.0301,5071.6108,-3888.2357,3866.1680,-5165.5543,-1340.7716,3674.8842,-3543.2109,81.3224,-1053.1972,4093.9111,-3429.5855,984.8457,-4633.3684,385.7065,-4183.7116,-1329.7158,-4522.3847,-2332.5092,5444.8696,-4607.0331,1681.8959,-5071.5970,4535.7329,-4684.0651,3468.3538,3405.7177,-3506.0707,-4609.2440,4948.5647,3686.7012,-4557.4375,-61806.6791,-67004.3674,-60334.5305,-63772.5825,-57561.6714,-62074.7638,-71507.4196,-61291.0717,-56957833.9325,-56945663.5212,-56968754.9882,-56963357.6201,-62724.3463,-56955839.5105,
600.000,-4829.8187,4863.1370,4562.1105,1603.1903,5715.1936,-3881.7203,3197.7220,-2431.1579,4509.3308,-2294.6101,3821.2598,2498.7000,6411.7947,1283.2715,1813.7703,-1907.1235,-2174.6862,3347.2140,3664.7900,5302.6155,0.0000,3905.9859,6088.3662,233.5292,-977.3094,4387.8855,254.4833,-5291.2029,-3633.3719,1527.6301,5457.7141,5314.7842,2014.4279,2812.7505,-5906.6470,798.2345,3886.7765,-6406.2480,6650.0060,-3210.2119,6189.7293,-3244.4990,3997.3956,-3465.7692,2803.2109,5648.6127,1337.3992,-5039.1897,3474.9391,4229.3017,1331.2491,-3506.2178,-906.0081,1939.4498,-1094.9220,-3540.9425,-2773.7759,-5470.8819,-1386.2347,5834.8152,825.8144,2462.2010,4262.8926,2428.1871,-2142.4994,-4326.6784,-3446.7966,2984.3524,5101.1686,-5208.6937,-1462.9992,-3091.2286,890.9024,5481.8000,-1301.6209,-4965.9556,-6401.9719,-5062.1432,-5033.3214,3293.8173,-5758.2597,2260.5203,-5036.1227,-252.7845,-6072.0212,-4384.5519,-5655.7370,2099.6449,-4809.1643,-5236.6193,2266.6895,-4758.2082,1365.9790,6531.4766,-6254.6482,-6428.1560,1095.5020,2431.7737,-72.5648,5641.0851,93313.2084,107464.4844,91498.8628,94006.2208,102831.9712,99360.5159,98251.9101,97558.1795,117898604.6566,117872991.7897,117893335.0519,117878936.6429,96545.7780,117881638.3592,3933.2092,2349.2985,-3453.3305,4290.4155,-3716.8044,1291.6983,-4152.0490,4784.4408,1822.6259,-3894.1724,1801.1433,4344.8597,1839.4007,5536.8495,4520.9406,-4779.7876,6430.4334,-2775.3733,-4659.3619,4238.4137,0.0000,-3542.3970,-1176.6326,-4494.0035,-4028.1720,-2801.1997,-5489.2086,3890.1350,5816.2443,3825.2162,-3848.9488,952.5753,6631.3531,3267.0079,-2581.3080,-5297.0362,1352.2480,1815.1185,-1264.0780,-3846.4317,2824.2980,2792.1240,5573.6469,-6004.2976,5951.3440,-3932.5913,-2141.2675,380.7448,-1091.8042,4967.2408,-5400.2555,-5947.0039,6820.0815,1387.8810,-4552.9221,-2755.5913,4641.5301,-3895.1794,-6017.4372,-3375.4327,2358.9718,-6196.4347,5410.8064,3661.0018,1749.0847,395.8222,-2436.3237,-2842.5270,4125.1293,1843.6610,-5018.9223,5530.1730,-3978.3944,-2899.3103,-5148.6335,-825.1475,-1667.1293,4620.9265,639.7321,-4322.3527,2414.8797,-4596.4766,-4095.7251,4599.6424,-3217.9571,-2449.1275,1101.2770,3655.6123,1632.6445,-3013.2835,-5126.9111,3134.0581,-5816.7598,206.0687,2254.4108,1282.3372,5013.4493,-5133.4386,6305.2137,1701.0070,372859.0545,369413.4700,374229.7335,369502.1960,366274.2651,369748.9236,375418.9931,370767.0788,79981981.1393,79961507.2984,79984418.8925,79975530.4864,371635.1980,79970825.2425,2787.8538,-4253.4830,3920.7822,5161.8098,1185.5087,-5447.0673,-4469.0914,3878.4286,-4798.4633,-5140.4811,5426.1511,4373.5580,1304.9937,-3990.2696,4865.0437,-4599.5321,987.1118,-5376.2317,-3532.4082,-675.5485,0.0000,-4466.7464,-2980.1117,5206.5725,-5264.8168,-4589.6313,4188.6858,-1999.7323,525.1394,5491.8637,-1679.2140,4044.4719,287.6225,5017.8125,-2191.4929,4401.6282,-5421.2086,1379.4579,-1015.7874,4586.8977,1187.2857,5108.6138,227.5323,414.5491,2183.9078,173.3121,6431.7817,4707.3835,5893.7158,2098.7185,-3968.1152,256.4814,-299.8027,-6545.4208,-5090.8834,5056.8395,4328.8920,1725.0695,3075.2199,1540.3546,6450.5990,1836.2003,392.5530,5269.3004,-6374.0661,-5369.0147,-5470.7644,-5509.3118,2268.9532,4096.1084,-4545.7772,2784.4583,-5435.0067,-3009.1225,4433.6206,-4728.0264,1869.6685,765.6639,4606.2375,-4294.2630,3008.1073,-4501.5288,2156.6275,-5119.2348,485.3146,-4648.4574,-3832.1012,5556.9453,-4534.1381,3299.8735,-4073.8526,3887.4551,-3476.5209,2248.3110,1808.9439,-2295.6978,-4410.6726,3889.6554,2546.2944,-3325.1925,-61767.8480,-67063.7430,-60466.9809,-63975.1176,-57665.7206,-61891.5897,-71625.2017,-61644.1906,-56960335.6451,-56947419.7674,-56971214.0324,-56965462.9474,-62817.7488,-56958083.6924,
