sl_100_5400_20311113 Coordinates.csv
2031/11/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:50 2024,
Start: 2031/11/13 07:47:00.00, Stop: 2031/11/13 09:17:00.00,
TIME_UNITS,STARLINK-3250 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-31229 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-32240 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-5874 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-1401 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-11176 [DTC] - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-31321 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-32240 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-1401 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-11176 [DTC] - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-32240 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-1401 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-11176 [DTC] - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1350.3753,-4945.3048,-2884.7850,-4008.3903,537.0733,6477.8805,5034.2911,-701.9665,2365.4350,-4473.2424,3146.2207,-1209.8904,-4543.2584,-1884.2716,-1638.7296,1928.0154,-1215.0944,-4948.5228,2460.4765,1038.9106,6409.7387,-3246.2750,-4874.1449,-3860.6261,-3953.9714,673.9494,6121.0195,-5440.4264,4205.7660,-5273.5676,5793.6577,3348.1948,4696.4727,970.0125,1360.4419,-6129.1797,-6696.5355,2019.1908,-6318.0586,-4232.5022,480.2668,-1391.6081,-5261.2917,-2795.6194,-4176.3031,5955.9835,3726.3698,5450.1669,4022.2358,306.5903,-4644.7594,-3386.3404,1836.1820,4438.4167,38.3980,6582.7403,-490.4111,2010.9065,3525.0849,-3618.1937,-700.8819,-133.4135,3685.6831,4862.3071,0.0000,-3007.5664,5032.2921,1345.7873,-4085.1727,-2803.9560,5133.5912,-2987.2289,-5192.4909,1124.5998,2453.2912,-5589.6623,-3981.6931,3816.8657,208.6565,3077.3005,-576.5885,4308.1056,5291.2983,5229.3152,2005.0153,568.2126,-1337.8902,-2374.9602,-6790.7984,3939.6493,0.0000,1201.7561,-636.1468,5687.6791,-5081.6572,0.0000,4232.7870,3812.0095,3792.6424,6367.6354,-273057.8038,-284227.2085,-289527.3290,-283927.9466,-279709.8231,-283640.4794,-289609.1328,-287682.3980,126370495.0045,126354623.3690,126375755.8563,126383690.2608,-286011.9489,126386349.4095,6650.4830,-1613.3919,3275.7207,4522.2076,-6822.1075,-1994.9038,4506.0536,6788.7976,-3044.5241,-46.1163,-5945.6506,6568.4727,3972.8475,4835.7158,-3792.8240,5955.4955,5328.9010,-2269.0566,1669.8575,-5595.0719,-2239.7570,4040.4049,-3992.3654,-2295.2051,3971.9740,3970.9470,-1685.4617,-3539.1315,5489.3338,-407.5474,2456.3771,5737.3089,1820.0814,6831.5044,5105.0485,-3103.9679,-754.2752,-481.0838,-1686.2403,-648.1115,5558.5945,3999.4131,-2691.8359,-6303.6411,803.3085,-2726.3758,3723.7928,-1692.5562,-3645.3108,-4956.0783,-4505.2723,5200.9884,5750.5840,3931.2932,2681.1439,-1927.7966,-5305.7464,-6154.4034,3013.8167,-2710.6748,4085.3246,5060.5970,-1927.0857,4764.3837,0.0000,-5259.6648,-2216.1808,5973.7647,-1335.4375,-5875.5405,3250.1710,4054.2847,-4427.5466,5143.8207,3805.5848,-2463.4019,5403.3012,-3038.6718,6618.3060,5729.9273,-6615.3840,2549.7588,-379.0512,2360.7769,-3688.8922,6749.8672,-5270.7232,-6170.2970,-615.8682,-3242.4570,0.0000,3993.0929,-5950.2806,-3512.5826,-1608.6405,0.0000,-281.0050,-3349.0956,-2742.4485,-1857.4080,221671.4021,247736.9842,227313.0631,228890.1434,237149.2242,234558.8460,234030.2906,231045.5208,162468719.2089,162491892.1050,162479861.3750,162470213.5882,231768.3376,162457185.2976,-1024.1536,4504.4940,5330.5829,-3265.9735,-231.3625,803.1252,-376.1572,1073.3061,5772.5016,-5106.9403,989.6488,2005.1946,3351.7917,-4510.5843,-5508.1958,2874.7141,4228.2145,4186.3343,6156.3942,-3581.1780,-1026.4848,-4607.2078,2835.7608,-5215.1437,4002.3055,-5654.8799,-2503.4936,-2000.2948,-2.8478,-4467.7138,-2369.9421,1273.7840,4648.4050,-652.2187,-4348.6951,-486.6254,-906.4444,-6609.0054,-1988.5880,-5400.3510,4070.4692,5441.0541,3472.2440,335.3069,5370.2195,2045.7025,-4295.2033,-3909.3232,4144.8956,4829.0580,-2266.6665,-3103.2739,2863.8258,-3486.2536,-6296.9226,-368.3423,4382.8891,-2154.2239,5028.2044,5201.1505,-5514.0084,-4671.1132,-5467.5980,-1056.5363,0.0000,3272.8707,-3992.2030,-3371.9965,-5416.5430,-2312.0482,3180.2312,-4657.7160,1301.2845,-4478.5370,5303.7737,-3228.6218,-2449.0219,4888.0463,1904.8555,2225.4395,-1739.2287,4756.7284,4418.5102,-3904.1786,-5477.4479,248.7281,4291.1361,2032.3363,-881.2315,4448.1508,0.0000,5428.2151,3473.5257,-1530.9157,4280.9362,0.0000,5388.6051,-4656.2055,-5105.7917,1705.4611,-83823.8848,-92086.3142,-84543.9907,-87994.2303,-81829.8535,-86240.2476,-95626.4252,-87009.5196,-86608552.6561,-86625782.5520,-86617079.4228,-86612136.0453,-86893.8225,-86614296.1134,
300.000,-29.4750,-6072.6607,-1619.6571,-2110.7259,-701.8820,5989.0234,5507.9962,810.1280,312.3457,-4989.3347,1526.3992,300.3359,-2784.3781,108.3302,-3503.3153,3321.3322,874.8641,-4568.7672,3461.1875,-944.8413,5429.9452,-1678.4007,-6011.2447,-5262.4399,-3314.1086,1643.6172,4886.3464,-6281.5836,4944.9586,-5606.8470,6582.6002,4646.6976,5117.1729,2389.5338,2667.1709,-6473.6926,-6722.2833,265.0683,-5834.3175,-3904.1481,1938.1246,784.5991,-6377.4915,-4055.0767,-4030.2887,4644.8328,4648.1753,3911.2666,3433.7360,678.6717,-5861.4998,-1481.0759,3263.0659,5772.4261,-797.3466,6001.3125,-2502.2412,538.4869,4012.2957,-5170.5558,1415.9149,1988.7599,2349.4080,5279.0430,0.0000,-4452.3062,4535.1874,2855.7568,-5624.6097,-3589.4951,6263.4804,-1213.6277,-5978.9044,3142.6119,3655.4277,-5487.9141,4731.1379,2690.0205,1460.8477,4315.0863,-1828.0033,5735.2678,5345.4298,5863.9581,214.2576,2048.5074,-3300.0869,-3611.6448,-6782.6924,3371.1290,0.0000,3268.4435,-2312.7444,5082.7582,-6176.1838,0.0000,3469.1554,2104.3210,3135.2257,5265.4409,-277527.0209,-289297.3097,-294435.7037,-289055.6222,-284503.3561,-288538.5358,-294380.1230,-292499.0990,122796527.2484,122780042.1128,122801317.2779,122809266.6978,-290800.5345,122812475.9167,6295.9525,-239.8730,4888.1935,5023.7795,-6508.4681,-3113.9135,3290.5031,6846.6642,-2565.1860,1888.9923,-6159.3431,6948.7839,4336.3424,4395.1912,-2682.6239,5918.8929,5013.8159,-325.3500,3306.6979,-5051.9579,-3193.7504,5395.9336,-3212.8286,-862.0733,5474.5684,2130.2806,-3055.1696,-2568.6417,4487.8270,1593.5140,1022.0543,4909.5402,-306.2499,6149.2805,3566.0765,-1933.5802,771.5095,958.6134,-227.6452,1505.9375,4275.8439,4150.7586,-1661.8729,-5457.6081,2890.9678,-3537.9707,1778.8569,-2815.8241,-5230.0232,-3121.9419,-3462.9897,5408.0425,5716.2513,3213.1909,4469.4790,-3008.7661,-5334.9417,-6767.6516,921.9200,-1454.0395,4411.4469,5035.4108,-3648.3271,3461.4920,0.0000,-4989.3217,-4084.8412,4741.3673,-671.8846,-4504.9686,2335.7941,5235.1729,-3503.7674,4873.1758,2022.8819,-520.4600,-1406.6238,-1516.2794,6734.4038,5333.9508,-6614.5500,2322.3202,-2399.8233,3201.8480,-4810.2266,6330.2105,-5038.0818,-5895.6861,598.9859,-4944.8940,0.0000,3518.0478,-4884.3260,-4592.8106,-277.8741,0.0000,-2330.7345,-4673.8259,-4579.2891,-2851.5391,215878.6505,241586.1310,221290.6368,222860.1403,231114.5141,228206.5295,227973.3973,225114.0947,165191317.5506,165213807.3455,165202100.7846,165192721.5487,225672.4678,165179800.1953,-2734.7452,3231.9959,4578.8585,-4184.3607,-2013.2661,-1023.5702,-2155.6739,-471.7178,6441.0305,-4198.3606,2436.1507,520.8550,4590.8988,-5287.0360,-5286.0069,1190.9758,4673.1321,5114.9534,4885.3974,-4335.8352,-2736.3113,-4019.1407,1143.6221,-4350.9091,2549.9027,-6400.5643,-3657.7104,-210.6499,1789.5876,-3735.8436,-907.9978,-281.0721,4547.7109,-2127.8940,-5195.6870,1328.5278,653.3751,-6855.1787,-3554.8317,-5476.0864,5063.3017,5449.1096,1892.7183,-1206.7725,4726.8625,3601.5728,-4629.9268,-4962.8353,2745.0218,6143.5521,-801.1776,-4088.1675,1162.4790,-1909.5134,-5120.7196,1445.7043,3591.0423,-672.1736,5462.0354,4319.8185,-5110.7121,-4258.3402,-5325.2555,-2761.1686,0.0000,1655.0000,-2985.2450,-4269.5089,-3965.6577,-3815.9683,1540.3583,-4262.9267,-508.8401,-3761.9340,5582.8863,-4165.9597,5164.2649,6175.3584,116.4485,464.7276,58.5979,3070.1745,3653.5626,-1874.1846,-4944.1397,-1303.5116,3424.7601,256.1262,939.5414,3167.5985,0.0000,4879.3723,4318.8490,277.6858,2923.2005,0.0000,5437.3124,-4599.4488,-4143.0509,3319.7812,-83909.4974,-92158.8096,-84666.1422,-88173.1343,-81920.6429,-86044.0413,-95727.6857,-86645.5676,-86608099.3398,-86625292.8538,-86616699.4297,-86611811.5367,-86971.3927,-86613610.3359,
600.000,1324.0089,-6600.8986,-239.8874,5.2678,-1891.7488,4875.4022,5414.1629,2247.3807,-1798.5831,-5021.6626,-269.7308,1777.0026,-733.6829,2117.0002,-5042.3050,4369.3878,2894.6800,-3776.9972,4015.4357,-2853.6687,3892.0279,19.1157,-6543.8548,-6157.2366,-2368.7965,2524.7718,3162.0104,-6460.0736,5207.7958,-5426.1439,6669.1835,5461.0567,5068.0463,3597.8451,3754.8637,-6171.3088,-6054.9460,-1576.1861,-4769.5014,-3246.0169,3252.9008,2877.4159,-6841.2481,-4926.9950,-3526.3347,2853.2491,5135.9993,1999.2070,2521.4582,890.8883,-6486.4828,582.5550,4318.5448,6515.7077,-1611.9118,4804.2237,-4254.1244,-982.2593,4150.5028,-6221.8985,3374.4971,3906.8355,825.3025,5189.4117,0.0000,-5436.9973,3598.7665,4133.3632,-6591.6838,-4060.0595,6750.7788,651.9865,-6180.1167,4845.4028,4558.4864,-4884.4959,-3136.5311,1206.0679,2564.6284,5111.6239,-2893.7453,6560.7042,4908.1387,5847.0818,-1560.0192,3328.7527,-4931.2828,-4486.5984,-6086.4464,2481.4066,0.0000,5002.7746,-3798.9238,3955.9280,-6645.2809,0.0000,2410.9298,217.6051,2214.5303,3620.6337,-281874.6961,-294234.3790,-299212.2200,-294073.2520,-289169.6446,-293316.6292,-299022.9238,-297070.7341,119163925.7322,119146843.2415,119168258.7731,119176218.0655,-295459.2076,119179968.2769,5310.7228,1123.4448,6030.5629,5065.3623,-5530.3391,-3921.2670,1707.5944,6233.6925,-1906.4759,3598.7070,-5753.3320,6668.3881,4317.0298,3564.9506,-1356.7959,5294.6346,4251.5469,1679.4989,4612.5331,-4007.5906,-3853.8351,6250.5270,-2124.8990,614.2460,6418.8235,105.7244,-4149.8093,-1329.7452,3027.0294,3421.3060,-512.2164,3566.2431,-2390.7882,4870.5013,1686.5854,-554.2399,2224.2918,2218.0621,1290.0970,3519.1798,2594.9960,3948.5031,-483.8697,-4070.8273,4675.3096,-4029.8019,-335.3192,-3714.1577,-6267.0438,-943.4426,-2080.0756,5129.5201,5059.0542,2190.5572,5729.2465,-3799.4511,-4872.0596,-6691.0790,-1257.9645,-97.4201,4352.1125,4553.8846,-5034.8277,1791.0203,0.0000,-4231.3759,-5523.9232,3078.9734,8.6789,-2678.7098,1200.4370,5922.3213,-2230.4682,4161.8980,75.5737,1493.7356,-3249.2155,111.4431,6172.8870,4401.0842,-5939.0956,1894.7267,-4171.0929,3716.8832,-5492.5990,5251.3293,-4347.9404,-5036.2535,1763.8735,-6115.8721,0.0000,2738.9172,-3365.9807,-5205.8269,1049.4264,0.0000,-4165.2980,-5571.5240,-5963.0963,-3591.3892,209997.0879,235330.3332,215170.4273,216743.1664,224980.7001,221726.0067,221818.4063,219125.6158,167835303.7442,167857098.7642,167845712.6979,167836582.9596,219477.7670,167823806.7575,-4143.9535,1606.3411,3329.1578,-4643.3280,-3571.7106,-2735.5454,-3687.4942,-1965.7480,6425.6304,-2812.4227,3606.1081,-1018.2979,5333.0485,-5485.4110,-4488.1830,-622.6650,4613.9482,5481.7310,3071.4244,-4583.8658,-4145.0844,-3001.7778,-672.1564,-3011.6279,819.3795,-6467.4248,-4402.2777,1602.9652,3388.7941,-2602.9207,660.4670,-1803.5762,3944.1551,-3375.6955,-5466.3227,2998.4692,2138.9773,-6369.8809,-4724.6949,-4957.2534,5509.1168,4866.2478,103.7837,-2618.1025,3560.7651,4760.1036,-4440.3309,-5483.0935,1038.3673,6801.0645,753.0245,-4637.3238,-677.5104,-123.3803,-3376.5520,3100.4747,2409.8522,885.3811,5289.3764,2968.9135,-4153.7349,-3381.6966,-4598.9804,-4164.8879,0.0000,-143.4963,-1639.1835,-4721.7948,-2087.6151,-4907.8406,-269.7469,-3398.0538,-2264.7228,-2639.5266,5276.4965,-4653.6457,-5546.1163,6796.5587,-1684.6767,-1347.0126,1849.9277,1051.5731,2493.2917,355.8852,-3875.8044,-2706.5944,2191.3958,-1547.7075,2657.0570,1523.7312,0.0000,3789.7287,4699.7541,2055.5128,1239.7029,0.0000,4886.9738,-4041.6146,-2736.1921,4565.5678,-83995.3387,-92230.7651,-84792.6252,-88339.7819,-82013.7904,-85857.2462,-95824.7012,-86305.4168,-86607648.2913,-86624802.5350,-86616318.4621,-86611489.6608,-87048.9053,-86612924.3343,
