sl_100_5400_20310313 Coordinates.csv
2031/03/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:33 2024,
Start: 2031/03/13 07:47:00.00, Stop: 2031/03/13 09:17:00.00,
TIME_UNITS,STARLINK-31408 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-5506 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3514.5038,-1672.1615,-3954.8491,2141.7083,1706.6360,3906.6278,3701.2143,-2350.5476,-1680.1597,-288.6104,835.3975,-5738.4296,4831.9117,3265.5245,-1299.8035,5177.0880,1230.8368,-781.8210,-3073.0333,-3372.0967,4167.3632,-2637.0977,-3256.7833,4932.0158,3900.9664,-5200.5643,-6360.3445,1448.1255,-5350.4977,-4977.3525,-1215.3038,-1176.9252,-4024.2672,3269.6480,3944.0930,-1604.2659,-4924.8732,-4251.5869,4229.6441,-5446.6208,-359.6998,1657.8548,-680.5148,-6765.7242,-6364.9725,1052.7885,-4106.2300,5221.2073,-5351.1017,2173.8978,0.0000,-4778.1098,4536.8442,3521.9970,-3542.3806,0.0000,-5043.6099,-2021.5148,-5451.5222,5865.9732,4497.4147,-3539.2996,3456.9273,1623.8090,6132.1591,5192.0224,-74.9617,3536.7255,3013.9467,-725.5059,4225.2401,409.0283,-2553.4219,-2888.7852,-1747.0301,-4215.2876,2152.9553,3184.4905,-3356.2871,4542.6223,3955.5960,5311.0389,-3172.3938,-2454.0298,4670.7969,3158.0799,-2714.9731,4630.7178,5949.4297,-3717.3480,205.8454,19.9397,3150.5790,4986.8527,3642.0393,-6492.7768,-4995.1029,-1855.2458,5555.8377,4980.3827,-139938.1038,-156434.5817,-138899.9064,-143205.5356,-151975.5881,-148670.4898,-144504.4278,-145195.1958,-63047264.0211,-63027220.1037,-63025849.3344,-63034041.6312,-144463.0282,-63030073.5537,4008.1511,5869.6630,897.9813,5197.8741,-3882.1385,1245.4504,-2722.5820,570.8364,6686.4057,6865.5035,-5227.1058,2761.2294,-1931.2534,-5796.5676,6781.2642,-4244.2868,6309.3285,-6068.0243,-4495.7177,-4513.4022,-3272.2982,1032.5749,2725.0578,1101.8675,-1304.2948,2010.0434,-2014.1170,4819.6309,1643.0194,-3467.2032,-4147.9532,4647.0062,-3380.5704,-4640.6719,4576.0333,6499.6536,-1879.5720,-3391.3370,-2639.6431,-3747.9198,6727.4221,-4102.7726,5837.6348,1401.9707,697.2679,5659.4239,-2514.5347,278.9680,-582.8829,-6414.1998,0.0000,4325.6480,759.9541,-4161.4063,-5849.9678,0.0000,2376.6206,-3816.0350,1597.0476,-1414.5623,-5066.0559,1896.2376,3161.9232,-5138.9432,-1042.2725,3530.4197,-4311.4192,-2115.9853,3186.7701,3969.4959,1175.5420,6238.3633,-48.3219,-4449.4221,-6201.7468,2752.1257,3110.8647,-2679.6803,-2392.5246,2932.8490,1268.4929,3545.5330,5944.1341,6285.4571,4073.4346,-5745.9652,-4219.0609,3267.2752,-3373.4621,-3691.3567,5140.1202,6583.2468,-5736.5041,3936.5405,-2567.8124,-1596.1955,1396.4944,-3937.4690,1256.8134,4836.8405,-325530.1193,-341456.3365,-325982.7017,-322647.4597,-323950.4718,-325917.6353,-330675.8272,-325059.6298,-105845143.1209,-105840305.1116,-105843123.2721,-105834872.2874,-326709.2346,-105838076.9646,4250.3079,-3254.7935,5361.7387,-4097.0977,5302.7905,-5479.7641,4934.8917,6502.3077,-236.4869,605.9539,4206.1657,2537.9770,-4551.4842,-1839.3603,-50.2258,1715.6775,2581.9713,-3000.8974,4226.4854,-4035.0057,-4438.6254,6302.3460,-5454.2336,-4707.7110,-5174.9481,-4103.6315,1784.1449,-4781.5293,-4066.7776,-3136.0451,-5304.8960,-4944.4766,4507.7080,-3763.1563,-3345.4276,1611.6520,-4098.5723,4243.7643,-4454.3477,2039.9505,843.0160,-5200.8892,3501.5113,229.5443,-2169.5658,3830.8419,4843.4735,-4367.7683,4358.0686,-1410.8178,0.0000,2237.9659,-5028.3850,4097.5653,679.8718,0.0000,-4136.0980,-5262.9771,-3908.3689,3250.5763,1282.5822,-5321.9729,5083.4474,4227.0491,2772.7257,-2853.0397,-5329.1254,-5200.0326,-5289.8704,-5648.5400,5355.4640,2964.0041,-6452.9564,-4464.2013,-1824.9315,-4680.4453,-5792.2325,-5517.3079,-5409.7759,4283.1175,5545.3440,2657.0183,-1750.5538,-1100.6195,2885.5359,1835.6407,-4669.8684,-3960.6681,1062.8632,4501.9982,-4403.8519,-1173.9990,2134.8611,2754.2055,5250.0648,-1629.1348,-4599.4580,-5198.3495,3930.3886,185.1244,-110829.6711,-114780.6757,-109861.9471,-112904.1092,-107008.5940,-112570.4962,-121136.2593,-112370.6597,-35494687.3014,-35465057.0884,-35502780.1267,-35479286.7800,-112362.5278,-35486205.6839,
300.000,4529.1202,241.0213,-3477.2203,3229.6028,-485.4836,4396.9814,5126.8950,-1377.4312,-444.2965,943.5342,-1272.2287,-5455.5961,3524.7164,2249.6341,-61.6467,3654.0640,2858.1065,-2188.7430,-3753.6016,-5063.6603,2386.0562,-954.1704,-1470.2294,5202.9422,2599.5926,-3512.4649,-5989.9060,2647.3369,-5085.3844,-6136.3248,-3263.2325,866.8060,-4867.6424,2390.4281,4315.2207,-113.8155,-6078.9679,-5729.4033,2644.1771,-6422.2943,1164.9516,-517.4812,907.9571,-6125.3362,-5330.3342,2723.1837,-5563.9268,4156.0806,-4853.3053,722.4093,0.0000,-3099.5603,3887.5436,1551.6512,-4578.9258,0.0000,-3777.3129,-3471.5612,-5605.8391,4479.8667,3130.3017,-2485.6953,5128.1893,311.3962,4998.7785,5123.3872,-2116.3652,1871.9273,4736.4227,812.6134,5458.4798,2042.0377,-3264.0139,-4679.6972,-2766.6791,-3814.8263,3943.6524,1815.2387,-4274.0581,4450.2867,5205.9365,6398.3132,-2697.4426,-1073.1821,5131.9299,1418.1702,-4362.5532,5034.5330,5118.9580,-5334.4493,2253.5289,1273.9354,2145.8687,6187.5045,1801.6651,-6865.1976,-3227.1582,-3842.9092,6277.9931,5198.8704,-132901.1721,-149274.8366,-131968.5845,-136205.0158,-145115.9246,-141563.3088,-137644.1335,-138082.3570,-60715824.6553,-60695929.7862,-60694107.7482,-60703287.4534,-137554.8498,-60698723.2266,2121.2074,5503.3021,3008.9290,5736.0559,-4095.4992,-865.3345,-3061.0603,2547.0973,6701.5148,6413.3663,-4793.5006,4075.7471,-3640.9011,-6524.1972,6678.2545,-5011.0353,6203.5032,-6313.4257,-2635.7938,-3635.7390,-4458.8741,-425.0004,3968.5328,-1021.1051,-3110.1400,2279.1172,-576.1985,5618.1099,3541.4576,-2598.3024,-3914.5613,4093.6453,-1406.1219,-5967.6370,2826.0769,6886.3028,-608.3343,-2563.5848,-4159.5685,-2519.2167,6652.0161,-4065.8639,4898.5865,2492.8838,1904.7228,4473.0570,-1296.3505,-1450.3510,1486.1329,-6877.5714,0.0000,4993.4378,-1293.3785,-4302.6441,-4646.2716,0.0000,1274.9066,-2177.7461,3195.3100,-2542.8499,-5381.3144,3800.0111,2165.5649,-6223.9706,-2560.6338,1841.8671,-4616.0729,-3588.0668,2086.0138,2570.0140,2139.2089,5267.5976,1942.8880,-3506.3530,-5049.8315,4534.9364,3436.1255,-4315.9413,-402.6347,946.9092,2321.2230,2313.7528,6405.6902,6145.4994,2222.6083,-5868.7131,-2824.7090,1238.4801,-4636.1657,-2987.3633,4414.5412,5903.7250,-6533.1358,2796.4696,-3712.3709,-417.4829,1880.4350,-3464.0944,-483.3155,4186.8154,-328052.5823,-344642.5630,-329064.2221,-325851.9083,-326914.0851,-328857.7153,-333606.2010,-327988.2913,-107194023.2302,-107189582.8618,-107191525.5500,-107184330.7569,-329647.6921,-107186968.4307,4633.0839,-4184.1016,4905.2710,-2247.3084,5392.8234,-5172.7430,3141.0395,6304.4607,1565.4204,2352.7086,4594.2432,807.3128,-4702.6693,-47.9759,1745.9885,3044.8003,1166.8233,-1330.0424,5144.2452,-3026.0683,-4712.0943,6830.0079,-5465.4427,-4425.6478,-5221.8405,-5513.5200,3384.4945,-3100.6649,-3075.0174,-1485.9694,-4566.0186,-5470.0130,4718.4357,-2247.2798,-4592.1332,87.4812,-2692.5642,2866.1482,-4517.2437,554.2273,-717.8805,-5461.9904,4685.8212,2008.1029,-3698.6193,4513.5320,3745.9571,-5200.1650,4710.8409,121.6313,0.0000,3459.0438,-5446.2417,5056.6710,2156.9435,0.0000,-5684.1292,-5436.4062,-2428.8401,4517.7488,2958.1852,-4881.0878,4101.3466,2847.1060,3848.4035,-4234.2958,-4604.7120,-5258.1253,-4520.1412,-6397.4828,3685.1738,3991.1683,-5808.4293,-3724.8726,-3421.1906,-3481.3633,-4528.4770,-5083.3061,-5274.6791,5182.7163,3945.3490,1253.2640,361.6232,-2799.9115,3928.9325,3143.5695,-4468.4574,-4574.9946,-481.0693,3218.2153,-4614.3091,-2873.8978,362.8212,1367.8319,5512.4728,175.9246,-5840.3568,-4381.4604,2875.5021,-1922.3508,-110803.9377,-114873.4222,-109938.8942,-113109.8490,-107069.3956,-112342.8017,-121237.2685,-112862.5983,-35494001.4870,-35464024.6793,-35501811.3137,-35478314.3208,-112425.3135,-35485332.4898,
600.000,5125.7308,2155.5568,-2681.0875,3966.3011,-2621.3811,4493.0907,5968.2423,-340.4619,853.5306,2107.5790,-3263.4241,-4621.4988,1908.2629,1008.6894,1202.1992,1762.2161,4198.5815,-3353.9629,-4116.4007,-6261.8693,392.7343,891.7455,426.5426,5006.0522,1053.8687,-1458.9243,-5040.2308,3543.3797,-4351.8060,-6655.6781,-4969.0460,2848.8578,-5281.7867,1287.5765,4306.3940,1386.9915,-6567.6889,-6630.9081,803.9009,-6770.3097,2576.2450,-2644.8850,2447.6170,-4870.4189,-3735.5363,4163.1882,-6459.7646,2700.3765,-3926.8137,-800.8752,0.0000,-1093.3389,2892.4219,-593.8775,-5178.4492,0.0000,-2062.8943,-4609.2250,-5216.8538,2646.3684,1427.2932,-1210.5592,6298.1398,-1001.5377,3366.9458,4581.1683,-3921.4708,38.2625,5994.6510,2330.8418,6072.0379,3510.1479,-3712.1583,-6021.6695,-3523.6250,-3066.3763,5305.6481,314.6568,-4799.7263,3968.2777,5861.9268,6859.3772,-1944.9201,446.1513,5110.9180,-488.1629,-5597.7552,4991.6089,3787.0856,-6415.6089,4085.7684,2421.3487,928.6191,6783.8493,-190.3172,-6543.0100,-1136.0880,-5422.4997,6404.5714,4905.9786,-125835.3925,-142049.5900,-124979.3256,-129140.9343,-138195.3878,-134372.4891,-130724.5030,-130868.1308,-58355537.0669,-58335772.9830,-58333539.6973,-58343634.5758,-130587.0273,-58338523.6480,32.9990,4632.7697,4798.2628,5710.3675,-3939.9496,-2867.9529,-2997.4577,4298.4033,6048.0496,5321.0442,-3901.6060,4966.8306,-5025.1329,-6597.6407,5910.6461,-5314.6081,5501.7569,-5907.9086,-514.3660,-2434.4645,-5250.9445,-1760.0080,4868.4524,-3032.8618,-4599.6706,2387.6242,952.5823,5867.7912,5083.0393,-1476.8896,-3331.5523,3186.0337,690.5314,-6668.7854,780.7708,6591.4604,699.1628,-1511.6344,-5263.2862,-1050.0997,5888.6005,-3672.5464,3487.0667,3357.7525,2951.9570,2876.2708,14.1298,-3072.9678,3428.1650,-6669.2086,0.0000,5183.6591,-3238.5383,-4054.6942,-2971.0062,0.0000,103.9239,-352.5860,4453.3580,-3462.2216,-5181.9688,5302.0653,999.7189,-6681.3473,-3852.6704,-58.5890,-4498.5308,-4704.4456,823.2897,966.6017,2915.3402,3801.7591,3703.6169,-2259.6046,-3343.0675,5848.5851,3463.6070,-5553.1593,1600.8160,-1153.5507,3169.1941,868.2097,6220.5642,5388.5850,135.2715,-5412.7679,-1183.4447,-914.8490,-5450.9358,-2021.8320,3271.7377,4579.5117,-6669.2171,1397.4827,-4539.4942,805.5496,2249.6981,-2676.0991,-2153.2702,3092.5692,-330428.3354,-347677.8544,-331999.5599,-328928.9243,-329733.7851,-331647.2775,-336392.5951,-330885.9452,-108491556.7719,-108487520.2396,-108488567.3440,-108482485.1409,-332440.1105,-108484517.0167,4495.7300,-4663.3146,3875.2409,-159.3593,4868.4179,-4292.1309,983.0525,5436.3436,3197.0236,3843.6218,4453.5578,-1012.6962,-4347.4042,1748.5949,3352.8253,4044.8143,-373.5012,490.7692,5503.2604,-1692.9109,-4477.8491,6623.4040,-4888.4453,-3665.3981,-4628.9831,-6332.8343,4618.3599,-1089.3830,-1752.1971,330.6259,-3320.0720,-5400.3855,4423.2309,-477.7358,-5342.7125,-1446.2641,-964.7972,1177.5221,-4043.2166,-991.1838,-2197.0743,-5113.6479,5349.1743,3569.6686,-4801.9725,4710.0528,2230.0794,-5448.1366,4558.8074,1640.9400,0.0000,4290.8597,-5252.9092,5448.6784,3396.8524,0.0000,-6628.5706,-4997.8367,-685.0564,5285.1554,4311.7639,-3854.9223,2677.4429,1151.6243,4490.0709,-5156.1130,-3371.7261,-4678.6818,-3254.6693,-6467.6397,1619.5056,4588.8440,-4546.5205,-2587.3404,-4612.6103,-1900.2780,-2778.0445,-4101.5991,-4543.8418,5520.5038,1923.5249,-285.5658,2435.4871,-4187.1297,4534.2593,4096.3772,-3773.2680,-4696.7880,-1973.2768,1586.6797,-4296.3444,-4232.1991,-1448.8957,-165.4390,5174.8700,1961.6815,-6458.4824,-3064.5569,1511.5119,-3825.2562,-110783.2802,-114965.9375,-110020.4969,-113311.0524,-107132.7405,-112115.6099,-121333.8867,-113321.2566,-35493311.7006,-35463000.3138,-35500831.0144,-35477381.7746,-112488.0209,-35484459.2436,
