sl_100_86400_20310619 Coordinates.csv
2031/06/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:01 2024,
Start: 2031/06/19 07:47:00.00, Stop: 2031/06/20 07:47:00.00,
TIME_UNITS,STARLINK-4350 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-31308 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-4698 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-1106 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-3875 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-31136 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-31308 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-4698 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-1106 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-3875 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-31308 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-4698 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-1106 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-3875 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4477.3467,4137.9773,4244.4938,0.0000,-2279.1407,3764.2968,5452.5923,6422.7378,0.0000,-3466.2628,-6396.3416,-5355.2015,2908.0946,-4785.4259,-4668.3346,-5560.9836,4303.2659,2558.7474,5598.7565,-4395.3403,0.0000,236.7833,5473.5463,4479.8343,3648.4432,-2433.4017,5020.4735,0.0000,-6163.5602,-4477.8385,984.0727,2246.1482,-2488.3430,-5019.1809,4263.0598,-6571.8940,2719.4023,-4485.5771,-195.1647,-6628.9785,4606.9288,-2620.4330,5433.9697,0.0000,4877.3762,-6316.2668,-2159.5089,4753.5732,4412.1250,-4121.9758,6716.1825,-5458.2683,-6564.9538,6332.4364,-161.2175,2632.9599,6456.1167,-2510.1161,5435.2095,-3225.8626,-4213.6846,378.3806,5676.0354,6412.9213,-4463.8416,-2987.4928,0.0000,2750.8101,-2645.4757,329.8014,4335.1988,-1377.9788,1605.4024,-1527.1720,-5861.5796,0.0000,-3758.8679,-1695.5718,-1127.4490,2636.5128,5212.8101,-6044.4815,4245.0075,-371.8160,0.0000,-5313.7020,3984.2012,3842.3778,3198.8992,-311.7161,2981.6761,-712.4648,189.0763,-4161.1244,-1120.3106,5121.1748,3088.2826,-1459.5462,-4704.5481,-798.7399,-222743.7734,-194239.6601,-209263.3987,-212443.7071,-210521.4266,-208865.9320,-204514.3349,-207139.2800,95076233.2076,95088309.4071,95093783.5112,95082761.0476,-208567.9758,95082871.2355,2590.2059,2983.2001,2520.2230,0.0000,4820.1303,-1970.2217,2602.1255,298.5314,0.0000,-5784.4236,-189.8752,-4347.8002,6259.4503,1821.6768,-4849.9625,2933.1937,3702.3386,4588.1819,-3996.4056,287.1943,0.0000,-5919.8082,-2170.4215,-1233.4296,-2450.2755,1540.7756,-542.6987,0.0000,2741.4695,5265.7191,6730.2065,901.2855,-4827.8025,912.1322,2875.0588,740.4868,6139.6509,2795.7938,6793.3107,-1638.3704,4949.5716,-5121.5834,-2364.1515,0.0000,1466.6844,1477.7962,1924.1616,1584.6753,-3548.7844,316.7526,-688.5848,774.6077,-1227.0341,2044.5029,-6601.4481,3758.0114,-2084.9047,6114.7837,1557.3020,2591.3610,4402.2104,6835.6134,3684.2493,-1805.5350,970.5324,-5048.0334,0.0000,4999.1234,-112.8907,6694.0315,-1030.9162,-3939.5616,-4125.6807,-6332.0844,-3598.3292,0.0000,-5152.9565,5388.4260,-4339.2607,-5332.6556,3569.1575,3170.3639,1053.5874,6815.9036,0.0000,4339.2272,-5369.1562,1321.3839,-5497.9386,4782.6133,5115.1235,5249.0577,-6127.3413,-4900.2686,-4977.7168,-3955.8729,-6110.1912,5744.9333,-3676.6858,-4261.4920,308149.0442,301519.5136,320534.6990,315877.3592,307072.6618,310907.1410,315296.0788,315537.9345,-13096213.3584,-13119273.4353,-13128115.8876,-13107136.0804,314954.1226,-13113004.2014,-4614.6532,4691.6239,-4414.4947,0.0000,-4159.3426,-5455.2112,3229.2328,2168.9981,0.0000,1653.8890,2310.1262,292.3580,606.9728,4652.7014,-136.9818,-2948.4839,-3868.5179,4465.1476,-612.7241,-5296.0372,0.0000,3289.9338,-3620.0622,4937.1597,5255.9522,6313.2423,-4685.7918,0.0000,1045.5121,762.4984,-550.2141,6507.4909,4304.0555,-4650.0948,4458.0386,-1565.5960,1659.0658,-4518.0961,-908.9052,-1260.1582,-1539.4657,-3845.9006,3502.8490,0.0000,4625.4499,2396.0548,-6303.9554,-4713.0616,-3877.5340,5495.0979,-922.9171,-4032.9250,-1964.8309,1819.3092,1872.6675,5068.7070,-1100.8842,1693.2482,3916.9324,-5432.8091,3270.4640,-904.2345,541.6377,-1513.9167,4989.7628,3637.5844,0.0000,3839.4266,-6417.5996,-1893.3408,5229.4682,5414.4430,5308.3595,2434.1086,-489.4947,0.0000,2659.3187,3864.1103,5157.1084,3415.1185,2813.2193,-1018.1478,-5107.8828,-1001.3167,0.0000,-603.4888,-1224.1039,5314.7702,-2855.7302,-4980.8166,3593.1128,-4441.4349,-3079.4068,2486.2023,4603.5208,-2477.2507,440.6629,3288.7842,-3273.2806,-5377.3319,145987.2154,141608.4662,148127.5607,144874.6519,150898.4852,145795.8376,136890.4878,146638.5783,-24394622.7265,-24435756.1288,-24387635.1457,-24410509.9290,145657.2101,-24404182.2634,
3600.000,378.8069,-6310.0540,-3406.5240,0.0000,-1061.3713,-2639.2473,-3925.0718,-6020.9919,0.0000,5057.5580,3874.7113,5301.6555,-4371.6075,2549.1678,4707.5285,4632.1890,-6327.7092,-5369.2745,-3369.5486,2524.3336,0.0000,2832.3104,-4845.7114,-4698.7801,-2516.3094,-1642.4582,-5956.6031,0.0000,3055.4907,2673.3010,-3339.8504,-4959.0645,2335.0830,4346.5298,-5434.7019,3773.2370,-4541.5837,3037.6807,-1899.0711,6497.9273,-5836.9063,4861.1164,-5278.7358,0.0000,-6019.8513,5930.3580,-2329.1746,-6776.6542,-23.4299,3339.5036,-4094.3035,2724.6227,5103.8906,-5144.7045,2379.3044,-4818.1038,-3732.9882,-115.2513,-3448.8838,855.7545,3347.4741,-1923.2425,-5874.6114,-3396.6658,1113.3481,4990.2743,0.0000,-5605.7650,5033.6371,-410.9171,-1614.2661,5282.1639,2764.2539,1597.2203,5597.3793,0.0000,5700.0097,-1202.7189,4752.4654,-1130.3053,-5090.1115,3286.4423,-6061.1070,-1300.6940,0.0000,3241.8080,-1200.3376,-4433.4058,-698.9276,-2496.6376,-3601.3691,-3002.2086,2685.7064,4206.4518,4108.5400,-3663.8029,-472.1837,-2454.2386,4009.7263,4499.4122,-291322.1333,-264081.2143,-279932.5928,-279990.8881,-282313.3534,-282005.7646,-276677.3126,-282039.5628,95251073.8654,95260065.2630,95274863.6031,95250255.0455,-280881.8032,95257136.3831,-873.9908,20.1231,3232.1784,0.0000,-6628.5209,5615.1471,1325.7391,2444.8254,0.0000,4329.3011,-3195.1075,2196.9821,-3809.4283,-5210.8728,1646.0591,-5137.2365,-2628.2074,-1393.3005,5220.5394,-4403.7361,0.0000,6127.3961,4917.8787,4755.1369,5978.2265,-3717.9747,3314.4754,0.0000,-3744.5345,-3884.3609,-4974.3513,2254.6877,562.6433,-4679.8655,1641.2665,-3519.1738,-4796.6074,-5859.5620,-4615.8997,-599.6730,-3070.3008,1660.3172,4354.2371,0.0000,2210.6221,-2980.7139,-3391.2443,610.0991,4129.2828,-4562.2282,2594.4957,-4504.5888,-1650.9551,1251.4041,3886.2312,471.0753,4001.3962,-6420.5975,2291.3151,-6105.3576,-5981.1105,-5694.0895,-619.6884,3997.7171,-4800.1374,4745.1955,0.0000,-3955.5711,-3066.7630,-6252.8812,4720.2674,1542.9160,4152.5882,6297.0070,1471.6321,0.0000,3780.7765,-6725.0490,4537.8992,6694.1640,226.0564,-3862.0961,2543.0699,-5892.3985,0.0000,-4828.0386,6066.4723,3753.7184,3226.0807,-6226.8452,-5766.5076,-3015.4294,3182.9591,1246.6725,1546.6155,5756.7125,5202.3198,-3249.0174,-753.3852,4476.4139,242505.1087,242886.1978,258487.6338,254745.2413,244391.8600,253300.7721,252525.6285,252023.0642,12026356.6478,12005705.2290,11998540.9171,12012796.8059,252711.5727,12010383.4840,6848.5902,-2890.7873,4654.6436,0.0000,778.9452,3032.7894,-5464.9582,1954.4156,0.0000,1969.9211,-4598.9792,3832.3144,-3800.8201,-3789.5157,4513.6309,-585.1594,-435.6259,-4110.5982,-3019.3430,4643.1933,0.0000,637.5412,248.0117,-1181.9707,-2238.7822,-5645.5097,969.8942,0.0000,-4827.3188,-5119.5520,-3270.9132,-4331.2306,-6515.2615,2599.8503,-3769.9201,4411.8184,2049.2935,2163.5244,4690.8183,-2376.6517,-2145.9487,4621.5700,795.2908,0.0000,-2510.6308,1950.0934,5562.9533,985.0739,5467.2005,-3934.7133,4777.4277,4342.2679,4421.2987,-4431.1570,-5139.8299,-4843.6532,4146.1795,2307.3853,-5503.4192,2918.6300,957.0046,-3401.5837,3337.2420,4368.5841,-4657.6453,546.8890,0.0000,-554.4500,3644.6640,-3041.1045,-4737.0143,-4076.9699,-4800.9444,2481.5838,-3749.9807,0.0000,1000.1851,-481.6841,-1912.6686,998.7999,-4686.7865,4670.7429,1397.6292,-3344.6060,0.0000,-3690.7196,-2823.9964,-3340.0093,6125.8833,1646.5213,1342.8405,5433.2897,5438.9170,-5323.5237,-5298.7929,-1197.8223,-4451.9590,-5430.3368,5438.7510,2705.0882,145605.2707,141329.3635,147474.1142,144499.6881,150641.1806,147747.4852,136733.3565,144480.0762,-24404032.8971,-24445258.6622,-24401144.8541,-24414867.5608,145612.6107,-24415234.8830,
7200.000,-3409.3094,6476.8891,1560.0376,0.0000,3557.5035,1273.8253,1963.7745,2373.2155,0.0000,-5242.0643,-194.3353,-3778.1293,5121.2162,-235.9890,-3070.4981,-1900.4673,5250.7447,6638.7291,-558.1951,-878.0143,0.0000,-4562.4749,2332.4459,2447.8387,796.9081,3766.4606,4244.5960,0.0000,1752.7099,1385.4162,4944.9935,6171.5360,-3230.4565,-2559.6457,4785.0337,496.9094,5088.8530,-1056.0239,4427.8675,-4139.8571,5248.4501,-6196.5870,2465.9245,0.0000,5060.7488,-2765.0390,4722.6759,5566.9319,-4157.6398,-2169.1463,-390.8181,284.3238,-2622.1518,2734.1976,-4860.7959,5743.0625,-487.5185,3302.8944,1327.8131,1026.9520,-746.4863,3606.4000,3618.3393,-973.6646,1599.5807,-4865.6676,0.0000,5993.2421,-5712.2956,1300.2276,-569.5045,-6828.4552,-5655.6965,-1744.1724,-3512.4156,0.0000,-5565.7526,3427.2172,-5579.0939,-1267.5846,4150.0468,1147.1384,4071.0564,3358.2613,0.0000,895.1519,-2808.0197,2987.7563,-3354.7672,3732.4537,2773.4657,6158.5915,-5560.2187,-3911.0366,-6272.8355,590.1472,-3369.8710,5976.3793,-2827.9530,-5761.5008,-341171.6111,-317044.6918,-332920.5264,-331059.7301,-336070.1159,-336745.2168,-330706.3185,-334327.3421,88899719.5679,88905072.4097,88927610.6199,88901956.3993,-335311.0143,88904911.8149,-3437.3559,-2398.0544,-6432.2938,0.0000,4740.2710,-6669.2484,-5327.0975,-4467.0419,0.0000,-1006.6087,5935.5786,1693.7894,-163.8697,6897.1697,3373.7264,5518.8091,144.0205,-1536.4726,-5021.7962,6766.6062,0.0000,-2946.0035,-5620.6925,-5249.8435,-6388.8573,5597.5556,-4243.1628,0.0000,4283.4525,2046.7911,803.2926,-3183.7546,3807.4178,6306.6864,-4844.3924,5621.8736,1338.1335,6713.4817,675.9867,3165.5486,-320.5510,1770.0184,-4506.3086,0.0000,-4488.4043,3764.1421,4849.4801,-2181.8826,-4377.0245,6527.7659,-4597.0010,6669.6157,4758.9114,-4768.8860,46.7382,-3548.2034,-5285.3874,3816.8943,-5830.9129,6515.8988,5104.9527,2070.7353,-3487.0787,-5449.4126,6565.1789,-2152.3609,0.0000,1321.0623,3722.3839,2855.7564,-6774.5112,426.3109,-3767.7059,-3031.7774,2162.8737,0.0000,-691.1517,4955.0853,-2862.3556,-4800.9074,-4177.6868,4229.9790,-3996.1218,2453.2585,0.0000,4021.1119,-4097.0554,-5732.8706,-1104.6708,5140.0235,3160.3447,906.2127,264.0476,3216.1301,1461.7536,-5533.0599,-2667.2710,295.6685,5154.3988,-3410.0738,162440.8214,168547.4288,179928.3855,174554.2141,165872.8823,178408.1962,173754.8802,175065.4378,36341356.4456,36321007.8378,36319911.6710,36321196.7032,174320.6708,36325750.3024,-4960.2754,-668.3429,-21.7765,0.0000,3240.0906,1284.5254,3832.7498,-4532.5032,0.0000,-4450.7537,3317.0358,-5530.9646,4655.4027,574.1980,-4956.5684,3745.7535,4412.4896,1081.9953,4696.7374,-924.0346,0.0000,-4066.0990,3261.3415,-3541.7833,-2369.2425,1660.0006,3367.3568,0.0000,5010.0178,6488.4862,4622.9153,-384.0444,4803.4931,1119.7480,178.3842,-3789.0381,-4498.8770,1439.4477,-5194.4623,4575.8114,4508.7898,-2518.3750,-4595.2620,0.0000,-1293.6729,-5109.4848,-1491.9556,3386.6062,-3265.6979,-268.6720,-5019.5424,-1437.9398,-4355.6694,4162.1392,4838.1722,1116.3360,-4369.3379,-4598.3797,3397.7557,1746.2970,-4617.5309,5500.8342,-4570.4470,-4005.3448,491.4539,-4409.9826,0.0000,-3121.5559,1264.3877,6202.6733,1023.2325,-214.3423,1288.7384,-6020.6815,5513.7829,0.0000,-4048.8897,-3258.0188,-2742.7103,-4742.8795,3624.2356,-5335.6706,3545.9974,5492.3532,0.0000,5507.0168,4629.0531,-1758.8312,-6014.6811,2709.5960,-5518.6056,-3006.4828,-4010.6484,4669.6868,2405.3736,4114.8126,5337.5613,3185.1283,-3436.8427,1678.0938,145212.4764,141073.3919,146310.4843,147015.0597,150034.2986,144336.0689,137162.2520,146907.7592,-24414185.5653,-24454191.0506,-24415140.9817,-24419701.1330,145556.7060,-24426304.5353,
