sl_100_86400_20310420 Coordinates.csv
2031/04/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:17 2024,
Start: 2031/04/20 07:47:00.00, Stop: 2031/04/21 07:47:00.00,
TIME_UNITS,STARLINK-3758 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-3895 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5335.3617,-4334.0553,4798.7645,-6034.8797,6805.1848,-2677.1695,-3074.3689,5223.9722,-399.4750,-4212.7732,-3082.8459,2527.2780,6580.4155,447.2541,5841.3340,1678.1040,967.3147,-6854.7096,-4675.3243,3099.8399,-6490.1337,-4631.0195,-6832.5440,-5430.1435,-2056.0581,-5848.6856,-4813.7000,-283.9855,-6004.5182,1422.9581,-5575.8734,-4205.1594,-2492.2208,-840.1699,1070.7108,3939.0979,6184.3215,0.0000,2518.3465,-3789.6228,6832.8449,2331.6632,-3801.8984,-4906.0836,-114.3548,0.0000,3119.8018,4256.0990,-3752.9926,5107.5491,4373.5030,-3581.1415,-5689.0222,4042.6251,4166.4020,4855.7739,4994.6806,-5407.4078,1866.6986,0.0000,6544.6255,-1705.2082,-1863.0933,3437.1885,5011.0721,2989.2306,2996.2279,-1632.7755,-2231.4226,-3461.7612,2341.5864,4724.8521,4609.3025,-2164.8647,-1791.0628,61.0984,-211.7824,-4423.2894,-5663.0808,-3494.5787,1067.4031,-3716.6129,4816.4966,-2313.8930,-5613.0517,4404.5511,-77.8706,-2011.9364,-5610.6257,-976.9637,5836.3500,-1633.1057,-3511.1880,-4173.3841,-1314.6101,3956.2730,-5013.4159,5049.2450,5642.2060,-4524.3445,-262251.9691,-267325.0517,-260736.7890,-266262.6373,-272581.3079,-268637.8961,-262510.9355,-266339.8526,12807132.9327,12829325.6485,12825623.1465,12823424.7290,-264891.5854,12819440.3705,-1277.5426,-4433.2027,1367.9713,-2464.6519,-1181.1993,4803.5676,5754.8393,3624.1766,-4019.0314,984.8755,-5019.2698,-4749.6345,-1154.3758,-5422.7438,375.7248,6323.6564,-4292.1523,-245.7439,5016.7018,4227.6154,-513.9389,-4483.8474,238.2143,-3512.7960,3653.3040,69.1868,3091.2467,-6912.1112,-3219.5392,6718.8470,-3574.3237,5018.0383,3767.7805,-6840.7444,-5859.3623,5070.7468,-494.2756,0.0000,-3248.5744,-1440.0826,778.7682,-6406.3818,-4917.2694,4589.7104,4128.1007,0.0000,-5037.5304,-2538.7577,-3478.6879,-1386.7432,5006.9135,-3638.8446,-511.6978,-3285.2699,2041.8053,4830.0584,3627.5213,-2219.9917,4884.8048,0.0000,-0.9874,-3888.3236,6626.9275,1843.1689,4468.4647,5597.2682,-6237.6879,-3805.7921,-6502.7835,1832.2189,4783.5920,-3215.7725,-3138.1085,3442.0635,-5633.1695,-977.0858,-5096.0154,-2554.3114,-3364.1728,2303.0319,-4252.6481,-4184.7518,3737.2861,2956.2886,1929.8308,-1273.9847,4248.4155,-6378.3555,2756.9433,-5192.8873,1758.8594,-4510.2946,4981.7717,-1993.2158,6502.2750,-1220.0190,-1068.7949,-662.1984,175.1883,-4864.4713,279338.6841,255314.4833,278583.5322,278726.9889,272428.7656,272914.8046,271590.6283,275734.4720,-85017239.0127,-85044064.6793,-85001761.7892,-85015088.0737,274809.6609,-85004655.5908,-4190.3550,2870.4011,4542.3068,-2294.8260,128.9827,-4156.4334,-1909.3081,2147.9901,-5397.3064,5299.5556,-3691.7097,4333.7727,-1643.8107,-4262.0995,-3166.1215,2238.4312,-5345.4946,-887.6770,108.5813,4536.9421,2317.9374,-2255.7791,422.2763,2382.4181,5087.2004,3533.4345,-3866.5608,410.0348,-962.3575,538.4101,-2001.2652,2334.6176,-5059.9349,-264.4992,3471.4162,-2424.8017,-2891.3001,0.0000,-5368.3599,-5384.9983,-301.4502,-944.9906,2982.1852,-1800.8066,5461.8150,0.0000,-3667.4097,4813.2865,-4686.7235,-4380.7073,-1855.4988,-4658.2401,-3844.0042,4532.7135,5085.8793,1112.1484,-3045.5439,3575.8333,-4453.2634,0.0000,-1849.4578,-5367.5845,-822.6675,-5754.5676,-1738.0876,2519.0792,-313.2293,-5453.0774,807.6774,5700.4656,4237.5639,3702.2441,-4005.5725,-5422.8054,-3480.2007,6848.1954,4540.8346,4564.9329,1796.4080,5560.5160,5241.1899,4011.3934,3264.0596,5808.2624,3457.5381,-5103.8822,-5425.2402,1016.1213,2582.4742,4461.9248,3045.5680,4981.8650,3286.6108,-5142.1092,-1871.4605,5519.7418,4581.9421,4704.4358,-3745.5479,1743.9718,60340.7097,55297.1387,61089.7808,57957.9626,63904.1958,58520.3293,49822.1792,58125.9121,-25129151.6778,-25143358.4740,-25134054.1259,-25125564.3807,58594.8581,-25118780.3212,
3600.000,-1803.5494,4998.8359,-2941.1655,6750.8638,-5107.1740,-1585.1353,-940.2275,-5855.0470,5114.9888,4272.5581,4867.6527,1654.0730,-3966.4311,1668.3050,-2131.7340,716.1540,2460.9602,5574.2238,1716.4473,-6076.4519,4516.3460,4283.7919,5267.2130,6233.4207,-3624.9566,3365.6071,736.0679,2540.1735,5007.8221,-2844.9872,4620.9676,4079.2662,-2545.4022,2365.5869,2250.7075,-5232.7408,-2914.6954,0.0000,1946.3451,5045.8408,-5559.4894,233.8181,4117.6113,2395.4176,-4293.2311,0.0000,-3467.2257,-303.7234,6294.0607,-5543.9731,-4334.7586,4295.4081,6704.0128,192.3660,-4076.2922,-3511.8653,-6664.0460,6847.2614,-4196.5014,0.0000,-3637.4110,5603.7914,106.3560,-6403.5456,-5249.6267,-4696.2685,-290.6553,5610.1306,3998.7607,-997.4604,-5317.4900,-4044.0402,-4117.4388,-1968.1725,4517.6504,-4127.3355,4493.5904,6768.7619,6015.8590,1330.4353,3617.4650,5929.4405,-5060.9101,2813.5392,5551.6921,-4615.4591,-4248.1951,3498.1517,4042.1304,4403.5125,-3617.4672,4427.6945,-393.8858,6606.4388,-367.9596,-2893.9474,6737.3337,-3914.4309,-3197.2860,4392.9160,-325986.9925,-323317.9246,-320042.3076,-323246.6316,-333102.7540,-325624.2474,-323322.3906,-323829.6541,34434589.2277,34465117.4908,34449488.1442,34453654.8743,-325293.1803,34446616.7258,3768.0317,195.1707,3464.1200,222.7655,3220.0913,-3859.7120,-4988.8879,-1450.6584,3108.8186,-4803.6222,1531.1168,5144.1015,3519.1847,6697.6576,3423.1060,-6131.8241,1081.5459,-96.9222,-5560.9036,-2494.9861,-2540.5282,614.0588,-1980.4997,2098.2649,-4220.3755,-3790.2831,-4081.7646,5302.0839,468.0947,-4441.4424,437.3619,-4998.2579,-4279.5094,4891.5039,3504.1732,-3875.5113,2993.5989,0.0000,5345.0768,-3205.5669,1105.0258,5038.9740,1061.0305,-3218.8569,-3773.0322,0.0000,5924.9095,4441.9377,775.4998,4038.0225,-1716.9137,-710.6989,-1497.6729,4291.8853,2480.7742,-2641.9959,-1590.5218,-366.6043,-941.4628,0.0000,2490.1851,2922.0823,-6058.2154,-1920.3996,-1204.3569,-1780.2050,5901.0940,2424.1108,4907.4923,1435.3014,-1131.2428,5421.6747,5485.7830,-5611.4138,2262.1054,-2412.2386,3613.0311,867.3575,1493.6237,-5524.4316,3593.9062,3508.0961,205.8234,-6024.1641,-3951.1855,4756.0354,-3199.4828,4441.4840,-5190.7444,4960.3045,1962.4794,1153.0289,-5056.9880,-274.2421,-6372.9411,5134.4878,-1159.9780,4436.3733,4041.2378,1462.2713,207415.1997,179967.9788,202101.6764,200174.4564,196565.0428,200627.9849,195987.0996,198915.0255,-78748266.6431,-78770759.0989,-78727190.3772,-78740075.6459,199596.3472,-78736614.7956,5480.5081,-4660.4552,-5002.5807,-1459.2307,3347.5416,5472.0488,4509.0930,2936.5153,3083.7302,-2367.5721,4703.7378,-4320.4022,4371.9424,313.6880,5280.1444,3110.1250,6367.4262,-4088.8588,-3634.7845,-2245.7808,-4582.8407,5270.1437,3895.2490,2056.4726,-3555.9059,-4595.3386,5503.7998,-3677.6630,4683.2139,-4438.8440,5116.2030,2595.4683,4590.4933,4236.1445,-5506.2534,-2172.4935,5407.6861,0.0000,3638.2683,3095.9416,-3912.8922,4669.9861,-5437.3934,5673.0489,-3791.2828,0.0000,-1166.9610,-5297.0783,2796.7309,344.9621,5075.5831,5352.0699,-402.5191,-5418.9585,-4979.2596,-5371.2358,-653.6349,-40.8560,5343.0257,0.0000,5166.3063,2604.9246,-3372.9711,1872.6294,4355.7342,-4631.1205,3604.7088,3075.5958,2793.9587,-6697.7676,-4110.1138,821.4863,-253.4775,3236.5076,4633.9483,-5015.6913,-3671.4032,-685.4423,2855.9499,-4044.6841,-4565.6685,93.5931,-4720.7943,-1951.1910,898.3525,1755.9106,4366.3877,3703.9285,1576.5460,-1987.2837,-5442.3387,-5200.7219,-4727.4351,2009.9652,-2605.3980,-3607.7338,-786.7446,-3634.3682,4383.3330,-5083.0270,62268.3597,56224.2475,61787.2520,58579.3184,64955.7328,62026.6528,50891.4242,60646.3932,-25120591.1587,-25135186.1197,-25120898.3473,-25117562.0249,59817.2929,-25108888.4108,
7200.000,-1534.4173,-4543.7250,872.7936,-4843.1160,1413.1884,5428.4008,5082.7595,3100.5316,-6340.3380,-2791.5684,-5966.0324,-4932.8973,53.7729,-2909.7206,-1888.6737,-1443.0063,-5914.3698,-1639.0448,2514.7571,6786.1879,-1543.1568,-3298.8485,-1218.8408,-4476.0381,5827.2295,-310.5447,3291.1313,-4714.1356,-2724.9801,4274.5934,-2993.4276,-1293.7601,5634.6959,-4103.7073,-5578.6613,4416.0724,-967.0081,0.0000,-4347.5893,-3922.4187,2038.8092,-3804.2136,-4192.6766,2069.7740,6290.1754,0.0000,1806.3477,-2967.5012,-6720.7510,3306.3363,3837.5396,-4674.7261,-4478.1617,-3875.1554,3592.7047,2025.6028,5518.3263,-5165.0714,5854.8531,0.0000,-551.2717,-6405.9772,2582.3219,5998.5136,4590.5319,5369.4705,-3219.6315,-6629.7728,-4944.6625,5759.2350,6376.4266,894.4605,1515.5688,4099.1588,-6219.8669,4138.9458,-6688.4444,-5675.6652,-3662.9516,270.3725,-6340.7286,-5377.6311,4533.8694,-2451.3915,-2623.4845,2973.8956,6570.3266,-4099.6145,76.7652,-5876.2626,840.0257,-6370.5903,4238.5431,-6237.7812,2639.1456,1605.0648,-5278.1370,2227.9493,130.1425,-3627.6296,-370023.8423,-358619.4190,-358947.5148,-362461.2702,-372496.6748,-362192.9908,-363085.3963,-366349.3068,53686220.9407,53723509.8900,53695229.3138,53702588.2526,-364900.8220,53698505.4332,-5890.9711,4112.9481,-6584.7594,2452.4598,-4859.1402,2785.6410,2760.9608,-2574.5384,-1256.7078,5827.8414,1980.8226,-4580.5308,-5478.2361,-4969.4361,-6023.0522,1601.6442,878.5787,1777.3739,4418.1528,378.1987,5457.7827,4051.7406,3952.6516,858.9661,2493.1737,6431.1501,4871.2365,-1939.0713,3477.3472,234.7849,3657.9206,3150.5489,3744.7410,-894.7028,-853.2136,312.8287,-5436.2895,0.0000,-5042.7810,5145.0492,-3593.3544,-2224.5929,3319.9919,2058.6586,2667.1805,0.0000,-4126.5603,-5745.6308,1523.2486,-4574.1215,-2744.3043,4334.9706,2880.8927,-4949.0350,-5661.7082,-1729.7171,-1280.0434,2799.9141,-2510.2347,0.0000,-5094.9131,-1271.6705,3329.5638,1678.9683,-2849.1738,-2622.8649,-3947.4482,-789.6328,-1258.9156,-1415.7717,-2248.7662,-4812.3149,-5112.8597,5156.4942,1378.1489,5553.3040,-1395.6483,1068.2053,1972.4254,6960.2992,-2504.5607,-1132.4929,-4109.0693,5667.8614,4312.0599,-5503.7357,2015.9084,424.1140,5107.8476,-3222.8006,-5648.6754,1586.0160,4397.2675,1799.4062,3443.0909,-6691.4730,2617.6653,-6561.9186,-6619.3641,3107.0514,120253.1632,92999.8426,112854.4480,108265.8268,107991.2747,114925.7239,107495.7590,112010.4711,-67080855.6342,-67097145.2392,-67057456.7598,-67065732.1954,111651.8557,-67070096.1893,-3251.9913,3014.2225,1216.7217,4263.3426,-4708.2715,-3204.0880,-3574.1465,-5374.4390,1891.0181,-2278.3968,-2965.2267,1572.7006,-4164.9324,3806.6537,-2104.6609,-6579.9379,-3495.8646,6466.3529,4594.2052,-1412.0800,3944.2717,-4400.7069,-5464.7372,-5179.0949,-1845.9012,2294.8407,-3621.9518,4685.7828,-5277.8808,5386.8030,-5053.3221,-6068.1304,-429.7548,-5474.3143,3958.1009,5232.3407,-4046.5307,0.0000,1135.3516,1867.8418,5496.5957,-5289.6875,4346.2150,-6318.3893,-572.1549,0.0000,5302.4939,2445.4868,762.9543,3901.5297,-5039.4364,-2661.4434,4347.3330,2868.0837,1584.1865,6395.2274,3900.5978,-3541.7944,-2564.2875,0.0000,-4473.9216,2021.5674,5492.6921,3071.3281,-4351.2580,3297.3095,-4699.4603,1492.4156,-4684.6995,3560.0619,821.1922,-4747.7077,4309.0625,1572.6265,-2548.1270,101.0323,89.2310,-3703.5341,-5421.5188,226.6916,567.0103,-4163.5514,3222.5377,-3135.4315,-4672.8471,2798.6060,-439.3699,-5369.9239,-4443.5843,-1740.3331,3717.7055,2192.0517,3264.0468,2362.6356,5344.3831,-624.1968,-3562.7216,371.1868,-1427.6857,4930.1160,63891.8539,57174.3526,61951.4353,62310.1238,65656.3862,60037.6122,52555.5382,60080.6555,-25111280.8740,-25126880.2793,-25106019.9171,-25106516.6914,61034.3840,-25099004.6302,
