sl_100_5400_20310611 Coordinates.csv
2031/06/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:50 2024,
Start: 2031/06/11 07:47:00.00, Stop: 2031/06/11 09:17:00.00,
TIME_UNITS,STARLINK-6254 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-1709 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-31567 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-5256 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-2282 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-6076 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-1709 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-31567 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-5256 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-2282 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-1709 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-31567 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-5256 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-2282 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3440.9478,0.0000,-5646.3824,835.5427,-3918.4248,3979.8172,6703.0451,-2319.8026,-4230.5316,6005.3906,246.5583,2307.9219,-4107.8218,2016.8132,6028.5472,-830.6141,3155.8844,-4454.4246,-5123.2354,-2576.6755,-2344.4928,4579.9607,-4806.3364,5794.5209,-4971.3413,4956.9969,6039.1811,4079.3937,2897.8435,-1102.5134,-2473.7435,-3154.1225,-2710.8584,-2357.3737,-4618.4464,2887.7132,4810.6471,4741.8949,-4746.3351,-75.9420,-3479.3112,-1214.4575,127.8159,-5645.8196,-4475.7128,1711.0139,-6037.8294,2789.0707,740.0114,-4837.1801,3520.8497,-2837.9522,-1172.6722,3904.4669,3753.1363,5831.9072,533.7244,-5736.7394,-3060.2386,-5120.6402,-6784.1926,4421.4315,-3195.9642,-2099.7685,-5542.1454,5841.1053,5141.1084,-2325.8945,2459.9095,-6639.8682,-4672.0517,1970.5141,-4220.7938,-5148.3891,680.3870,4608.7870,0.0000,-4455.7292,4162.8473,-4964.1911,4747.3514,-2555.9393,-4765.9536,5051.4702,6143.9941,2160.1478,1425.4489,3775.7739,3771.4046,0.0000,-4094.6826,119.5774,-3243.5826,-5876.1038,-3191.4950,2677.0752,-2481.9410,-3287.5783,-3449.6255,-1877.8422,-320337.8826,-305020.5402,-301952.1430,-305707.8595,-304966.9283,-302814.1849,-297911.4986,-301589.2835,87451454.3046,87421903.7378,87453784.0264,87445159.2366,-301966.4246,87434646.5227,5620.9990,0.0000,-1068.9378,-6652.5793,-3236.8679,4621.0336,-1466.5283,-1703.3465,-3363.5941,-3412.3728,6767.6932,6173.6581,912.0018,5272.5743,-2599.7252,-2959.9386,5650.4330,2588.5706,127.2808,3865.1807,-3985.5485,1701.6052,-2717.5472,3703.7378,-4587.2912,-3930.9284,2199.7005,3510.7277,-6031.2784,-4216.2174,4650.1679,2637.2915,4645.7802,-5944.5611,-3537.6656,-5233.1166,4675.0360,-2803.1572,-4029.7556,-5064.9224,-2520.6903,4363.3977,-4161.3299,-2743.1903,2209.3227,-4781.7983,-2313.9093,-6325.3898,-678.6520,1757.5514,2745.7714,-3235.9934,3983.6580,2619.3596,5345.0582,1205.2812,-5567.7410,2538.4348,-4320.6320,2163.8152,-438.4319,-2171.7243,-5431.2593,-4396.6669,-2008.2990,-2311.7207,4548.0559,-3796.9544,-6363.3132,-1932.4858,-2829.5515,-6228.6448,-4561.9531,-4066.2774,6127.9680,-3485.6628,0.0000,4984.0420,2864.5989,-2395.0317,-2431.9288,4358.9448,1579.0120,-3659.9860,-1108.6572,-3533.3365,6518.1973,4823.4692,-2369.9247,0.0000,-3637.0392,5370.7248,2555.4470,2979.0250,-3089.9336,-4619.2125,-3777.0355,4430.5154,-5475.8127,5964.0104,-223221.8425,-223606.0873,-215801.6183,-219991.6886,-228957.6448,-225412.8972,-221633.8061,-220346.8823,-24459898.2691,-24463997.0040,-24482749.2886,-24473771.6398,-221424.7302,-24465439.3827,2109.0255,0.0000,-3974.5473,-1724.2752,-4735.0805,3050.1981,-174.7077,6281.4573,-4355.3509,316.4188,-577.7870,-1950.5730,5336.7399,4004.3924,2100.3311,6238.7969,2475.4601,-4547.0134,4502.9231,-5038.5744,-4818.6197,-4809.5117,-4154.3723,-796.6584,596.2017,2529.2864,2360.9709,-4334.6020,-1586.8166,-5322.7387,-4503.1211,5474.2967,4319.5910,-2631.0980,3688.7369,-3466.1475,-1336.8845,4170.8722,3005.2462,4679.4733,5244.3589,-5193.0852,-5490.8464,2895.8078,-4650.9906,-4703.7363,2120.5707,479.8321,-6863.4598,4480.6766,5249.7241,5338.8189,5530.6697,-5088.0762,-2246.3719,-3417.4749,-4059.1852,-2867.6790,4025.7406,-4027.5119,1334.6421,4755.1540,2810.1767,-4886.2592,3440.9823,2921.8774,-682.0859,5276.9290,932.0323,-54.0618,4156.2729,2179.1376,-3094.0405,2192.2592,2896.6659,3733.2560,0.0000,1501.1406,4703.2377,-4093.1104,4404.9563,4576.3718,-4632.4181,-3047.0639,-2820.9261,5499.4456,1474.6483,-2777.4254,-5283.8915,0.0000,-4257.5288,4044.8064,5487.0633,-2133.2163,5150.5113,-4339.1409,5156.1564,-4257.9577,2393.4512,-2978.0625,-17387.5281,-20391.3306,-16597.3271,-19833.7832,-13815.2400,-18956.9754,-27836.2968,-20434.2633,-22589556.0884,-22616648.4944,-22599209.3576,-22601661.7526,-19069.0646,-22599762.7087,
300.000,-1689.7358,0.0000,-6645.7297,-688.4796,-5123.5468,4711.7118,6061.6318,-194.3819,-5644.8192,4910.4925,1749.0251,3540.2687,-3028.6945,2285.5143,4699.8834,-2713.7833,4182.4388,-4170.1137,-5728.8785,-1326.3951,-3439.8447,5775.1175,-4582.3152,6327.8939,-5419.6167,4098.9966,6746.9561,4270.2110,1206.8274,-3150.0729,-369.4457,-1732.1742,-614.1844,-3946.0569,-5948.8285,1090.6740,5181.7832,4498.8038,-5938.9992,-2198.9958,-4961.8564,513.6504,-1997.1938,-5610.9446,-3303.4534,-404.4317,-6720.7951,1240.4429,2716.4354,-4873.0524,5086.2590,-4591.6588,897.4706,5405.5376,4932.7884,6618.6741,-1453.1891,-5294.9899,-4715.5808,-4660.2164,-6266.2016,4208.6710,-3853.8933,-3280.1837,-4989.0759,5473.0551,5553.2239,-3598.7529,1111.7426,-6165.3214,-4508.4368,830.6061,-4886.7497,-5535.2407,2278.0352,4185.3850,0.0000,-2857.2257,5231.4036,-6193.3731,3210.1249,-738.2400,-4830.1546,4291.3104,5000.2680,255.4528,2643.2441,4227.6228,3091.5319,0.0000,-4830.2003,1701.8887,-1896.8846,-5491.3285,-3953.7316,1613.1376,-4370.7737,-3198.2785,-4683.5889,-366.5022,-315542.2156,-300255.9949,-297089.5827,-300698.8395,-300220.9074,-298098.3703,-293197.4587,-296488.7672,87967890.7373,87938006.6902,87970567.8611,87961795.2246,-297247.4651,87950999.0208,5806.2093,0.0000,-463.6642,-6883.9306,-1476.9543,2823.8677,-2557.5179,-1052.6760,-1966.2136,-4510.9602,6492.3035,5887.6157,2827.0695,3606.2463,-3762.4847,-3617.7803,4151.9589,4356.3610,1813.9322,5365.3266,-2122.1690,253.8882,-774.7780,2613.9550,-3339.8420,-5332.7505,747.0580,1527.5376,-6099.6802,-4046.6713,5056.9473,4255.0467,5021.3148,-5543.9358,-2730.2718,-4973.3449,3302.9526,-4456.8033,-3281.0194,-4669.8175,-1075.8052,5355.5016,-4281.2246,-853.7083,4023.8268,-5177.3392,-872.0804,-6524.4281,347.7307,3544.7655,1475.4706,-2138.2724,4538.3761,1390.7288,4807.3883,-69.3257,-4934.5856,4156.1517,-3909.8412,4030.1871,1129.3633,-4024.4286,-3882.4086,-2656.8615,-259.3673,-3951.8523,3298.6729,-2044.5349,-6254.3787,-2254.0181,-862.3629,-6826.3797,-2767.8066,-2334.6248,5071.1095,-4996.1456,0.0000,5525.0517,1012.6516,-1271.8698,-3915.6286,5434.2839,3407.2171,-5177.9337,-2614.8689,-4546.0903,6294.2957,3162.7871,-4271.0904,0.0000,-1660.6127,4155.9250,4226.8864,4200.5308,-1048.4090,-5977.9644,-3134.4655,5687.7393,-5028.8627,6718.8680,-230021.3062,-229601.6432,-222127.6456,-226234.9832,-235342.9426,-231521.9884,-228014.9760,-226567.9716,-22541745.3749,-22545997.1418,-22564078.7314,-22555146.1211,-227759.7275,-22547302.0527,3360.4140,0.0000,-2101.6976,-211.0344,-4451.4338,4037.4392,-1962.6759,6824.6131,-3526.9728,1822.5282,981.4841,-164.4969,5386.8219,5443.4679,3353.0731,5286.3831,3641.4005,-3292.9395,3233.2997,-4051.1193,-5316.6395,-3685.2440,-5114.3504,1015.1349,2356.8481,1098.1302,906.9417,-5215.0024,-2940.0363,-4584.9918,-4723.5404,5076.7329,4689.5413,-1222.3370,2153.9084,-4671.3950,-3007.8071,2768.6018,1338.5140,4573.4473,4494.7371,-4305.0816,-5016.5021,3943.7271,-4409.3385,-4576.8300,633.5059,1971.4266,-6372.2196,3206.0079,4411.9385,4624.7082,5141.5904,-4103.2469,-490.2703,-1821.3377,-4615.4848,-1500.6498,2597.3618,-3025.7990,2726.2012,3604.6370,4201.4031,-5459.2650,4647.7655,1567.4621,-2425.8653,5525.4877,2650.7086,2165.8093,5100.9470,411.1178,-4082.3124,3425.3037,3934.3001,2209.0529,0.0000,2869.2243,4389.8782,-2673.7307,4713.0425,4050.6860,-3423.4293,-1718.5275,-3886.6331,5164.1626,-338.6232,-4167.6998,-4467.4596,0.0000,-4694.0026,5002.5898,5069.7119,-369.3494,5433.6170,-2998.1250,4254.7681,-2442.6389,647.1337,-1634.3051,-17300.7077,-20121.8612,-16512.3156,-19853.6131,-13708.3482,-18559.2283,-27758.6605,-20056.1775,-22590349.9059,-22616872.9720,-22600162.7998,-22602658.2992,-18958.4972,-22600408.4253,
600.000,245.8162,0.0000,-6981.2278,-2143.4302,-5867.6322,5002.8703,4799.2006,1918.8445,-6526.1429,3327.6408,3080.6854,4411.4776,-1687.1195,2391.6958,2906.4561,-4290.1719,4838.3132,-3498.3002,-5765.5893,15.6074,-4214.0595,6399.2914,-3955.1134,6238.4484,-5317.1408,2831.4199,6775.3077,4094.5818,-625.3732,-4870.8320,1766.0013,-181.6630,1541.9709,-5140.7597,-6675.9932,-844.4817,5048.0851,3835.5410,-6534.9727,-4111.4683,-5946.9994,2153.8362,-3909.4999,-5059.8554,-1834.4382,-2469.5165,-6713.4368,-445.3173,4359.9524,-4436.4879,6160.4883,-5894.2349,2856.1953,6387.3487,5615.3794,6735.8850,-3321.9612,-4342.9028,-5832.3592,-3762.4510,-5147.1527,3604.1907,-4173.0672,-4189.6659,-3959.1748,4585.4842,5428.8556,-4566.0136,-375.4047,-5021.5412,-3940.6433,-388.2726,-5120.7914,-5410.8879,3677.9458,3361.9353,0.0000,-956.0546,5820.6098,-6795.9753,1387.5682,1126.2421,-4430.0978,3131.8042,3367.6431,-1641.4894,3591.7674,4269.0568,2154.5278,0.0000,-5144.1769,3148.7754,-407.8323,-4564.3190,-4363.9371,420.1059,-5814.6005,-2816.2715,-5443.2391,1165.1170,-310600.8262,-295349.1616,-292094.6614,-295536.4855,-295339.7545,-293254.0176,-288348.4796,-291316.2772,88442251.2684,88412039.4897,88445257.4308,88436322.2150,-292395.5653,88425275.9358,5451.4528,0.0000,160.5683,-6444.5553,396.0926,733.9521,-3410.2440,-196.8127,-410.9661,-5184.2668,5545.6941,5004.5105,4477.3008,1563.6164,-4586.6981,-3971.8856,2248.4063,5669.7688,3284.4997,6332.5583,-48.4120,-1181.8511,1269.5811,1254.4789,-1721.9209,-6184.1009,-771.9116,-618.7700,-5581.5390,-3520.2733,5019.4581,5469.7465,4949.3324,-4609.7202,-1672.3139,-4262.4966,1570.9193,-5652.2645,-2219.8907,-3859.8395,436.9551,5842.5517,-4027.3085,1140.0778,5448.2893,-5112.6317,652.9789,-6099.0007,1416.5436,4946.3254,103.6896,-873.2834,4696.8312,68.5201,3792.9738,-1316.5263,-3857.4921,5355.3679,-3090.8240,5485.1569,2612.6227,-5451.8016,-1936.6274,-677.3905,1553.0500,-5198.7312,1699.8388,-121.8358,-5528.4065,-2298.3987,1215.0867,-6735.6647,-700.8290,-358.8766,3512.2152,-5990.9324,0.0000,5534.1079,-911.7979,-49.6156,-5054.8065,5983.9456,4864.5168,-6189.1953,-3894.3386,-5150.1324,5419.2700,1145.5797,-5750.1361,0.0000,468.6693,2524.5951,5499.5733,5002.0774,1085.0345,-6735.9317,-2221.2903,6359.6071,-4083.5239,6823.2162,-236717.5142,-235479.5351,-228354.8870,-232375.4603,-241626.4162,-237504.0891,-234295.7717,-232763.7781,-20612706.8449,-20617126.1754,-20634512.1391,-20625618.6683,-233994.1805,-20618282.8994,4250.1025,0.0000,-8.9361,1324.9010,-3694.8875,4571.0412,-3534.3717,6633.6472,-2322.6498,3131.7792,2429.1386,1639.6414,4827.2466,6298.1348,4240.7121,3775.6598,4417.0946,-1677.1823,1601.1303,-2615.4512,-5180.9219,-2153.6251,-5523.1662,2717.6503,3848.9068,-456.8099,-647.8516,-5533.6434,-3971.2039,-3346.0615,-4438.8141,4116.8558,4551.1255,318.3846,384.2757,-5372.7892,-4344.0274,1067.3262,-472.6334,3971.2050,3232.4856,-2948.6529,-3996.8792,4566.1580,-3673.5939,-3958.7880,-925.2498,3251.4792,-5203.0221,1572.1851,3094.6602,3400.6797,4199.8858,-2678.8963,1318.9447,-24.4392,-4674.2026,29.5810,855.4604,-1690.6752,3825.1929,2054.4278,5136.8237,-5441.8015,5334.2180,44.9946,-3906.2928,5177.2423,4079.5904,4151.7733,5484.3470,-1401.8049,-4636.1708,4289.2562,4528.5467,443.1088,0.0000,3919.1156,3601.6601,-959.7323,4514.4439,3070.0150,-1831.8754,-206.6529,-4522.0438,4266.2433,-2114.0885,-5070.7872,-3169.2303,0.0000,-4630.0297,5375.2808,4095.8763,1434.2139,5103.2401,-1328.8331,2883.8566,-369.7969,-1169.4355,-114.9386,-17213.9898,-19842.3704,-16431.9485,-19866.6180,-13603.9894,-18164.5519,-27676.7442,-19594.0231,-22591148.3907,-22617090.7300,-22601116.4165,-22603651.4691,-18847.9170,-22601054.2612,
