sl_100_5400_20310923 Coordinates.csv
2031/09/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:18 2024,
Start: 2031/09/23 07:47:00.00, Stop: 2031/09/23 09:17:00.00,
TIME_UNITS,STARLINK-2579 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-3529 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-30812 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-3401 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-31643 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-6298 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-3529 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-30812 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-3401 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-31643 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-3529 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-30812 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-3401 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-31643 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5626.5637,0.0000,5997.7223,1362.0599,-2704.1802,1579.7572,818.7653,559.3224,-222.9107,-3952.6269,2240.7672,-3535.0042,2787.8612,-2556.5928,-3120.1866,424.3983,-3053.5697,1369.8879,-3388.5277,-5704.9940,-1411.8994,-4475.2038,6385.6159,-5764.5025,548.7920,5126.5354,1450.7003,1849.4027,-5591.5649,4756.2411,2177.4777,-34.0902,6361.6193,4700.9553,5052.6908,4342.4520,-3191.8378,-4801.2621,-3062.2173,-3765.0739,-1869.4837,-1172.0954,4036.2106,-4252.9563,3814.2405,5371.6961,2309.4782,-2127.8219,6517.1121,-4040.4897,-2410.0093,-3398.6614,5738.1287,2665.0115,-4999.8703,0.0000,3204.7393,-4025.6353,4803.3666,-5993.7712,-3265.8849,0.0000,2829.1433,5007.6271,-4315.2812,4267.3286,2437.6353,-3923.8458,-4907.5328,-2437.9294,-1691.8151,5161.2650,4588.7560,1790.1530,4545.8408,1465.9125,1104.0517,2736.3389,-1392.3371,-4423.3778,5969.1111,3566.5428,-5548.4552,5761.0130,6301.1199,5868.9152,-4005.7505,649.6390,5492.2334,0.0000,-3835.0428,5875.8865,-2530.0331,-2498.7376,6549.4210,1230.3113,2282.9081,5336.3619,-4682.1619,6671.2413,279795.2713,269494.6503,266620.2373,271473.9319,280365.4424,276061.2840,271657.3587,273586.3939,122190936.3616,122182593.8384,122166836.7466,122183334.3648,272253.4491,122174393.5626,3737.0618,0.0000,-1242.0144,-268.8113,6263.6135,2259.9419,-4021.8599,-6479.3505,-1702.7904,5574.3002,6421.5135,4770.0735,-5719.1665,-3791.3486,-4866.5327,6871.2773,2824.4400,-4999.9524,3752.5784,2772.7919,-6729.3946,1632.9310,-255.3171,1653.2206,-5793.5493,-2460.0966,6782.0513,-3752.8322,-817.9571,-2019.2789,-6400.3067,6854.8345,-585.9456,1590.1212,-4546.4940,-2708.9265,-3953.6864,3300.0366,-4116.3396,5664.8343,6235.4884,-5246.0608,3641.1008,-4001.3801,1670.5082,902.0585,4967.0487,6258.3746,-1640.5145,4544.5502,-5691.1314,-4381.9881,1850.2727,4727.2136,215.4281,0.0000,-4684.5492,4245.9765,2375.0574,89.2256,4021.2407,0.0000,3297.5001,-3530.7120,-3535.2447,4257.3483,82.5383,1330.2094,-4824.3723,6109.2782,-4039.8026,3692.4465,962.3452,-6552.0651,2200.2093,-4814.6663,4734.8090,4468.6164,5113.3627,-1803.3596,-2770.5034,5710.2812,-3569.1756,-1312.3469,-2622.0076,-3569.6214,1581.6102,-6939.9270,-3938.7210,0.0000,-4920.3057,-3585.9131,3659.4323,-4854.7515,-1834.9378,-5971.7468,3321.1879,2139.5358,3865.2754,25.0233,202748.8203,221450.5618,218152.0447,215027.0021,217279.7876,218643.9322,222791.4564,218413.4481,109207123.7712,109245918.0912,109205433.3726,109211428.0540,218649.7495,109207886.9002,1278.1488,0.0000,3253.2657,-6802.7633,-870.2432,-6386.8356,5483.5014,2327.7078,-6763.0918,1021.2358,-317.7608,3426.3163,2699.3700,5238.1758,-3988.3092,-309.5524,-5498.6307,-4482.8164,4555.3208,-2687.3942,-632.9900,4765.8847,-2299.9862,-3312.9284,-3722.3072,3962.9494,459.8322,-5489.6825,-3808.5525,4582.3730,1431.7428,569.2915,-2406.6173,4556.2748,-1061.1991,-4192.8058,-4698.7471,-3722.4043,4613.0258,-861.9885,-2284.5531,-4215.7273,4097.5857,3575.4632,5505.6303,-4222.2306,-4111.0077,-2115.9834,2022.2752,-3177.7743,-3137.0735,-4067.4897,3375.6622,-3876.0547,4635.3695,0.0000,3945.0538,3587.9501,-4157.3778,3509.0916,4374.9395,0.0000,5313.6297,2829.6952,-3904.0474,3189.5411,6521.8217,-5536.9857,627.1569,-2106.8583,-5334.6566,-2382.9854,5022.0710,-1226.1430,4637.5609,-4592.0899,4774.7144,4320.7991,4380.7035,-4987.1368,-2211.4159,907.6798,-2041.9623,3513.5517,-1030.1290,-868.4998,5296.3336,410.1479,1219.7124,0.0000,-2810.5584,694.5921,5319.9025,4077.4293,1208.5879,-3186.1555,-5357.8232,-3822.0871,3280.2301,-1863.0706,-129583.6700,-129194.0627,-128147.1517,-131543.3666,-125412.9829,-130065.5278,-139291.5286,-129408.9245,-76250822.9746,-76265230.5286,-76252756.0748,-76231074.5951,-130544.7115,-76238859.1121,
300.000,-4941.0927,0.0000,4787.8054,3155.8960,-1543.4349,-242.8465,-1324.0616,-689.1802,826.0101,-2659.1664,3241.7862,-1712.3194,1152.6215,-3676.6330,-4243.0848,1608.8254,-1574.8502,-789.5209,-1842.0948,-5445.0436,-2553.3869,-2826.6700,5413.8699,-5851.3164,-841.9489,3552.0814,2858.7330,-18.3291,-4674.5648,3051.8275,1031.9117,1173.7817,5310.0490,5329.0722,4190.1817,4009.0232,-4622.6978,-4045.7113,-4796.2357,-2687.5899,-721.4367,-2854.3134,5545.2378,-5716.5007,2773.8379,5958.5962,3740.4975,-1607.8035,5451.8083,-3321.2901,-3651.8382,-3601.7215,6645.0807,3467.0863,-4792.4425,0.0000,1169.5615,-2181.7873,6069.6305,-6289.9766,-2397.1178,0.0000,3318.7073,3363.4374,-5747.7824,5578.4434,1983.7751,-3055.4021,-5621.7061,-1020.9872,-3273.3669,3968.7842,4008.3996,158.1654,5107.8720,-568.2919,2972.6639,3553.3513,747.8187,-4176.2335,4603.0534,4780.6412,-5535.8616,4497.2263,5202.2333,4638.6038,-2564.1090,-12.7564,4234.5167,0.0000,-5119.2567,4940.7727,-655.1146,-4167.4102,6197.4834,-21.1178,4033.5957,4843.0300,-4177.5450,6745.5953,275529.6601,264810.5835,261942.3920,266660.6292,275758.0706,271159.2435,267049.1683,269099.7578,119779494.4548,119770372.7934,119755382.2577,119771973.8989,267602.3398,119762996.5940,4752.0689,0.0000,-2764.6157,957.0930,6633.0156,986.8498,-4321.7232,-6851.3554,-3550.7147,6357.2889,5609.0745,4741.8720,-5430.3524,-1959.5109,-5177.8770,6529.6691,4373.2795,-4955.9763,5185.2763,4103.6367,-6304.1050,2989.7173,-1532.5098,3130.8955,-6494.4883,-3798.0395,6244.1455,-4760.4634,861.8597,-3154.1155,-6825.0145,6664.1255,-1816.7066,-457.8540,-5400.1691,-4438.2864,-2344.6820,4973.5603,-3636.0745,6231.5296,6839.0345,-5520.3800,2390.4814,-2916.6138,-112.0296,-974.5404,3415.3246,6750.2581,-2060.5183,5802.4212,-4221.2642,-5481.4802,672.4101,2923.7731,2346.3803,0.0000,-5053.8190,4443.2593,1240.2495,1848.5680,5559.6862,0.0000,4788.8606,-4063.0933,-2276.2555,3608.7317,-2070.7155,3304.6930,-3418.1672,6800.8934,-2552.8194,3373.7100,-1096.8160,-6378.5701,106.1404,-5410.3547,4939.3085,2608.3256,4975.6011,300.8047,-3895.6354,4784.7732,-2036.2546,-2870.1884,-3809.9949,-4587.9989,3228.7912,-6525.5235,-4559.0849,0.0000,-4399.6432,-4769.8033,2935.6310,-4695.1585,-2996.1163,-6701.5422,2027.8430,316.6857,5239.3944,-1524.7840,208651.3246,227453.1589,223948.3248,220973.2751,222977.8112,224230.5037,228457.9530,223791.0215,111849749.0413,111888616.2314,111847501.3516,111854765.6603,224306.7635,111850576.8296,-535.8342,0.0000,4185.2151,-6110.4370,947.6856,-6882.2518,5147.0185,575.7563,-5949.4461,-524.8163,-2100.3981,4641.3479,4113.4959,5566.0241,-2119.8129,1495.7130,-5092.3541,-4667.6024,4005.4129,-973.0627,1179.2821,5334.9615,-3806.2774,-1696.5861,-2194.9822,4580.9275,-1080.6197,-4997.5976,-4884.0674,5330.5645,-377.1537,-1245.0680,-3889.0368,4097.4596,759.9407,-2827.2695,-4585.7556,-2585.3568,3377.1875,961.3877,-526.9041,-2834.6893,3145.0973,2392.0550,6319.3132,-3321.7885,-4610.1233,-17.5282,3905.7410,-1535.4445,-4109.4918,-2061.9137,1778.4361,-4889.8198,4250.6191,0.0000,4566.9579,4751.2911,-2757.7586,2300.2574,3058.0301,0.0000,3634.7248,4206.7063,-2852.4895,1549.2190,6345.7682,-5250.4686,2106.7751,-626.7210,-5514.6721,-4337.3909,5469.9420,-2634.7733,4573.0394,-4101.8737,3636.9306,5164.7979,4684.6600,-5492.1573,-3440.9553,-652.8870,-3594.0711,4333.0500,-2465.1728,-2321.6191,5440.1432,2477.9836,2901.3565,0.0000,-1110.0287,-852.3682,6247.5913,2656.2477,-606.4509,-1547.9959,-4956.5109,-4911.0342,1659.5257,-361.2168,-129604.3600,-129177.8013,-128180.1466,-131650.0595,-125417.6981,-129780.7606,-139312.8059,-129766.4876,-76252670.3067,-76267157.7106,-76254276.5381,-76233042.1862,-130539.2969,-76240648.8291,
600.000,-3750.9637,0.0000,3131.6415,4564.2477,-215.9672,-1980.3836,-3316.7187,-1862.3266,1860.9084,-1100.8232,3927.8693,309.1667,-629.9522,-4494.2179,-4928.7252,2648.2693,14.5960,-2874.0553,-140.6356,-4643.4320,-3452.2699,-905.5679,3884.7915,-5350.4019,-2125.4529,1651.7936,4001.9270,-1849.3738,-3308.5212,1064.1452,-220.6944,2277.0784,3719.2393,5429.6282,2896.6446,3251.4536,-5635.3475,-2918.9545,-6042.0482,-1325.2893,493.1433,-4219.3716,6491.9054,-6603.3546,1514.9230,5980.6505,4835.1095,-923.6510,3842.7654,-2279.5195,-4578.9359,-3377.1539,6891.5460,3943.2400,-4139.5459,0.0000,-984.5116,-99.1858,6698.8705,-5994.5249,-1310.9975,0.0000,3391.6338,1347.0254,-6595.1720,6303.3450,1412.7909,-1940.3808,-5801.0251,490.1684,-4573.2731,2349.7028,3079.8864,-1511.9260,5201.5621,-2524.1924,4510.7275,4057.0096,2822.4899,-3573.3420,2791.9252,5506.2306,-5000.9978,2806.5664,3587.6034,2948.7579,-903.7226,-706.1833,2531.2091,0.0000,-5869.2065,3518.9801,1325.7339,-5387.4326,5224.2510,-1253.0532,5372.1322,3911.1044,-3271.4690,6164.4946,271138.7455,260007.2380,257149.0542,261724.9721,271031.3685,266112.1331,262323.0422,264387.7288,117310904.3034,117301003.5136,117286807.0846,117303420.2090,262833.7494,117294448.0739,5290.1145,0.0000,-4056.7081,2152.2005,6333.7214,-467.3749,-4237.3528,-6540.2930,-4984.2241,6520.0129,4204.6156,4277.1512,-4634.1127,35.7561,-4998.7653,5529.1169,5518.0011,-4460.8733,6107.5592,5012.5151,-5244.2826,4079.6995,-2691.6135,4272.4416,-6555.7209,-4808.6852,5103.3004,-5337.6008,2495.5228,-4031.4818,-6569.8749,5798.9103,-2903.5082,-2436.9801,-5712.6165,-5650.6769,-539.1518,6155.0683,-2829.5623,6165.7783,6755.4452,-5248.1671,925.5695,-1561.8069,-1932.8901,-2732.3831,1543.2809,6552.3358,-2327.8513,6461.9126,-2350.5033,-5982.9816,-552.3688,800.9853,4234.9890,0.0000,-4973.6926,4240.4980,6.1985,3412.6380,6510.4611,0.0000,5769.3650,-4208.0340,-811.8841,2602.0001,-4030.1910,4969.6978,-1664.2624,6824.5789,-854.8962,2610.7115,-3069.5865,-5590.6741,-1985.2093,-5488.5627,4666.6661,482.8937,4388.9528,2391.3505,-4678.3371,3361.2916,-272.6642,-4180.2012,-4647.2336,-5180.9321,4585.6223,-5461.1654,-4745.4940,0.0000,-3436.4680,-5495.1344,1985.7227,-4074.0597,-3864.4932,-6755.9026,564.6133,-1571.3866,6080.1087,-2922.9156,214465.4167,233340.8297,229645.0993,226842.4040,228578.8203,229707.3027,234027.4209,229115.5983,114439139.0598,114478061.8382,114436335.6253,114444864.3410,229864.8874,114440033.4235,-2291.0361,0.0000,4670.1529,-4769.8842,2661.5680,-6652.6603,4241.2701,-1238.5046,-4513.5811,-2014.1429,-3645.9763,5343.2805,5083.5373,5305.1167,-32.8475,3137.7592,-4133.5601,-4336.5079,3003.2697,847.5161,2863.6080,5284.3841,-4880.4024,108.0263,-430.0864,4709.0310,-2506.2919,-3964.9026,-5410.9652,5503.1020,-2145.3368,-2923.0668,-4936.4864,3162.0662,2497.6842,-1115.0312,-3980.3760,-1169.2580,1775.2472,2678.2082,1288.0234,-1136.6541,1837.5513,943.1852,6450.8832,-2059.6594,-4598.7938,2082.7706,5386.0902,276.5317,-4642.4135,169.8802,-10.9567,-5318.9638,3389.5288,0.0000,4696.5162,5391.4024,-1043.0989,846.7578,1392.0000,0.0000,1556.0109,5096.3861,-1478.8325,-265.1591,5502.5252,-4399.4384,3358.4645,921.3146,-5098.6682,-5796.4614,5318.2025,-3757.8325,4003.7602,-3149.9998,2090.1527,5422.6316,4475.6136,-5404.5255,-4304.0764,-2139.2417,-4757.6339,4677.5453,-3633.0243,-3525.4133,4976.2363,4285.9364,4263.4186,0.0000,714.1824,-2307.5549,6509.9338,936.1920,-2355.9341,259.8505,-3970.7605,-5469.2516,-141.1596,1179.4365,-129625.0340,-129168.4215,-128217.5411,-131746.4300,-125424.7813,-129502.9386,-139329.7778,-130185.7652,-76254512.1030,-76269083.8050,-76255783.8635,-76235024.7146,-130533.7904,-76242438.4459,
