sl_5_86400_20311127 Coordinates.csv
2031/11/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:27 2024,
Start: 2031/11/27 07:47:00.00, Stop: 2031/11/28 07:47:00.00,
TIME_UNITS,STARLINK-1043 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-6076 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-6076 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-6076 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6456.1128,-880.3302,6230.1211,-5062.3307,-1603.6071,296595.3788,273525.7395,281870.3729,286957.1586,289134.7590,285920.1220,280249.5994,283558.8465,126952713.8850,126909061.0193,126947405.3438,126943044.2865,284299.4307,126944428.3505,1877.2875,5187.6127,410.7913,2668.9858,6520.8650,-237939.4240,-232515.1281,-246868.0646,-244029.7236,-234980.1993,-238496.1670,-240394.9232,-241399.8634,180145932.3769,180183544.9424,180173251.0999,180158638.0365,-241734.1548,180163889.3297,-1136.6457,-4314.9786,2990.4051,3316.4079,-1685.4047,112302.4082,112221.4758,115249.9733,111785.7706,117950.3438,113609.1156,104181.6189,114489.0340,-81979892.6134,-81975087.4872,-81964967.6581,-81990417.6724,112910.8014,-81985018.8530,
3600.000,-5864.7934,-2815.6110,-6608.1780,-321.8920,-674.8072,344474.0558,322207.8736,331790.4999,333397.8648,340119.9511,336360.1046,331591.4865,336258.7816,75982693.7925,75933300.5924,75970935.1497,75980410.1803,335679.2635,75974178.3918,237.9840,-6057.7756,1995.4335,-4083.7438,-6582.7961,-155980.7109,-155288.8596,-167363.5908,-164000.9771,-155484.4581,-164677.6243,-161016.4391,-163334.4589,206917148.9805,206944701.8290,206946537.8473,206929785.8444,-162858.5209,206934010.8156,-3475.4794,1271.6853,551.4919,-5203.8515,-2039.7257,112736.9142,112452.4861,115168.0580,112974.8266,118365.2469,115434.0229,104915.9350,111989.5863,-81957805.2074,-81958043.6681,-81945974.8499,-81964049.8375,113647.8803,-81965586.4052,
7200.000,2503.7710,4744.8323,4401.7104,5007.0245,3181.5861,370054.6297,349931.4953,360728.3849,361553.6435,369469.8020,365493.0489,361302.3107,365106.0286,19806951.4993,19754987.7984,19788358.3766,19804102.4906,365679.5109,19798738.7663,-3241.6394,4019.0474,-3795.5409,4038.0861,4198.7034,-65666.4446,-68668.1714,-77278.4087,-71953.4774,-65933.5525,-78163.2233,-71396.6250,-73158.4401,219578374.5236,219594380.8190,219606665.2590,219597563.6184,-73654.9957,219594226.4137,5440.2355,2747.7815,-3773.2173,1551.7426,4480.9231,113205.1940,112693.8449,114668.8739,116299.1287,118452.0326,112569.2786,106229.6480,115970.2699,-81936187.8208,-81941019.1863,-81927788.5662,-81938707.6664,114375.0944,-81946120.0494,
10800.000,1089.2232,-4963.1831,-555.6653,-5324.4810,-5484.9814,372377.7965,355077.4266,366855.5615,367692.6639,375442.6314,372006.3891,367593.1632,373019.7615,-37743205.8930,-37794274.5781,-37767616.0729,-37752535.0784,372401.6502,-37750695.7616,5854.6269,396.0499,5087.3422,-1224.5983,-747.9295,26781.5428,21848.0219,17758.4025,23627.7549,27845.8991,15317.0766,22661.6675,19488.8094,217259672.1367,217263753.2726,217283921.5950,217282128.0599,20197.0799,217274851.3403,-3325.6448,-4638.6162,4657.7127,3726.9712,-4161.2137,113768.7132,112948.5295,114081.0400,118703.3317,118227.8552,110295.2755,108136.2855,113526.1695,-81915179.7565,-81923994.1492,-81910264.4102,-81917512.6371,115092.3907,-81926619.7835,
14400.000,-3214.7933,3911.4902,-3108.7538,2272.3935,6421.4017,352705.9392,337439.5886,349716.0504,350116.2920,357824.9946,354873.2112,350281.7730,354688.7255,-92741033.6241,-92787840.6586,-92769129.3080,-92756817.9750,355428.6270,-92747602.7973,-5866.9726,-4745.4871,-5574.4268,-3601.0725,-2261.7817,114904.5069,110535.6127,111770.7205,117132.9483,119727.1619,108101.5247,115116.0113,113468.3731,200113021.6927,200105904.8394,200131053.8406,200133316.4823,112725.5583,200128028.9257,-1323.7637,2897.0470,-2694.0642,-5072.3170,1246.1960,114661.7434,113218.4663,113754.2758,120370.1580,117702.9056,108955.3953,110682.8058,117214.6766,-81894878.6607,-81906951.3155,-81893273.1217,-81899383.7313,115799.7174,-81907085.6051,
18000.000,3953.0443,-1668.0248,5203.9670,1031.6138,-5028.9384,317170.5210,298234.4290,310301.2288,309817.1717,317949.1222,314984.5869,310892.6977,316829.6936,-141432308.4141,-141471932.7077,-141461293.4397,-141450847.8620,315850.5676,-141438033.1776,2505.4932,6502.0243,4474.0085,6457.1411,4088.0311,195806.6012,191804.4639,198770.7528,202879.9846,203591.7182,193777.4829,200106.7399,197207.2793,169302399.2395,169285779.7809,169313155.6079,169317128.7669,198045.3986,169317767.2101,4947.6889,1089.6739,-945.7680,1017.1967,2422.4553,117022.4210,113505.1029,113965.6644,121507.3294,116905.4115,108378.3273,113946.9700,115198.2676,-81875334.1983,-81889875.4673,-81876697.2183,-81883133.9714,116497.0234,-81887517.5121,
21600.000,-4152.2779,-1742.5979,-5455.6966,-3110.2671,1501.3505,261467.1883,240021.4249,251050.9851,249419.8509,258478.8488,254872.4883,252950.5053,255011.7060,-180491634.8668,-180521857.4804,-180518569.3280,-180507930.3058,256194.6603,-180496845.5340,2376.2118,-5026.9114,-1501.7829,-4155.8223,-4948.5946,272207.5313,260546.8122,273141.4116,275539.3544,273399.3346,266677.0231,272339.4334,271492.9912,126924769.7614,126901075.4533,126928444.3324,126933958.4203,270732.8167,126940923.3210,-4862.9771,-4242.3757,3984.1165,4097.1754,-4607.0380,119052.7489,113809.7019,114845.3803,122223.4898,116058.7520,108455.1641,117883.4308,118242.5728,-81856544.8368,-81872752.9221,-81860426.7327,-81867823.0066,117184.2589,-81867915.5022,
25200.000,3619.2476,5165.2785,4550.1049,4194.7631,2614.9051,185489.0305,166540.2468,175742.9473,172870.4795,181415.2468,178438.9523,182081.1450,181735.4450,-207249590.4552,-207269040.2275,-207271900.6599,-207259636.9389,180263.7271,-207254784.7019,-5673.6180,1714.1307,-2502.1713,-1545.9125,5062.6137,332295.5015,312454.0028,330040.6181,330579.0312,323892.4414,322073.8573,326858.3150,325543.3896,75867354.6482,75839458.9323,75865319.4800,75874658.6454,326169.8959,75884499.2098,1087.5749,4070.6065,-4588.3086,-4885.9945,3921.7669,120365.9327,114133.5122,116341.7904,122578.2606,117189.0962,109129.6935,119646.8233,116974.8057,-81838457.9450,-81855571.1469,-81844354.6214,-81852461.2100,117861.3749,-81848279.5732,
28800.000,-1434.9361,-6588.8093,-3041.1313,-3600.7284,-5436.8343,95571.4305,82475.1347,89250.4110,85155.9953,91209.4262,90654.1220,97403.0131,91272.3522,-219875184.1750,-219883373.6517,-219891093.8700,-219878443.3035,92893.7990,-219880896.5123,5676.6187,1521.4363,5756.6433,5533.0755,-4205.5862,370669.0399,344282.3920,365774.2668,364594.9249,356704.5635,356450.4512,360670.5832,361231.5206,19610893.0782,19581824.8020,19605443.3505,19622669.1205,360837.7776,19628960.5439,3483.2984,-738.3708,2356.1253,471.4531,-822.5472,121386.3582,114477.8824,118235.2779,122604.6416,120453.0632,110383.3035,116721.6056,119097.7350,-81820973.2017,-81838318.4434,-81828371.8436,-81835518.7982,118528.3233,-81828609.7229,
