sl_100_5400_20310329 Coordinates.csv
2031/03/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:14 2024,
Start: 2031/03/29 07:47:00.00, Stop: 2031/03/29 09:17:00.00,
TIME_UNITS,STARLINK-3904 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-5257 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-30419 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-6102 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-31412 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-5257 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-30419 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-6102 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-5257 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-30419 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-6102 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2092.0774,-5338.1829,3396.3863,-3756.3854,-4613.2622,-5593.1424,6124.4401,5115.3151,-5910.2582,0.0000,-3396.3714,5367.2624,-1651.8966,6154.0910,-4277.8844,-4271.9127,-884.1026,-2107.3503,-4923.3065,-2348.3011,-4023.0328,-445.5354,4135.5840,0.0000,-715.1438,-2396.6582,-2122.4572,-2464.4361,4873.5277,-1756.3459,-1725.0309,1310.9668,-4797.7415,3174.5889,-3405.3274,0.0000,-4038.7783,-3639.8127,-1266.9398,5426.8477,5473.1315,3968.0500,2572.7495,550.9391,6342.9183,6138.0560,-5248.4128,-853.6973,953.2816,4682.1222,5546.3036,0.0000,2659.5468,5457.6860,4763.8001,5834.3532,-4821.8853,508.3388,4290.7166,-5897.9979,4139.8624,4224.7610,-4940.1632,6227.2860,3917.1843,2466.1340,-556.5615,1720.7393,-5723.3731,3895.6261,3694.8907,-6436.5048,6676.0749,6759.4982,-5825.2500,-41.0231,1958.2317,-412.8260,1999.2473,-2842.3340,-3879.3120,-4039.2886,-2106.9079,-595.7049,-1174.5016,-5626.8036,-3241.5881,-5678.1119,-6513.0104,-2695.3598,-593.1841,458.3586,3945.6809,4214.7524,-5767.2517,7.4821,-3107.5862,-43.1619,-1956.2963,2685.7177,268482.8601,260733.3067,275510.8303,270448.8579,262310.6542,266081.8016,271345.5045,271197.0348,-29372885.5024,-29393802.6458,-29403049.4641,-29383205.6658,270311.7782,-29389403.1257,6336.2267,-184.8113,2542.7007,-5682.7261,-1816.3172,4003.5665,-3134.1872,-213.0346,-2464.7888,0.0000,3808.9919,2914.7380,4132.7927,2582.9610,-1181.1470,1177.5585,4237.1295,4272.3545,-4457.8326,-3863.7973,3079.7147,5362.7892,-11.8558,0.0000,-6476.6613,6069.6469,-6427.3997,4748.5671,4674.6122,5150.5523,5690.5453,-6405.7256,-3670.1409,5026.8514,-4406.4363,0.0000,4565.8567,-2085.6383,-5146.4322,-3661.2441,-1218.9614,2217.2078,4399.6896,5637.2779,-62.0428,-2167.0659,-347.9979,4587.3907,-6718.1717,2560.6718,4001.6773,0.0000,-6318.0423,-2360.1536,2168.5886,-1060.3176,3273.0087,4964.8150,4100.2561,3545.5689,482.0740,-1570.3813,2549.4715,866.0963,-4504.9683,-4526.8264,-6713.4668,5307.0816,3855.9170,5406.2396,4750.6945,2530.7436,1510.4045,-1374.5535,2362.8728,-6708.1352,4974.6966,-6825.0573,5186.6267,-5674.9658,-5490.5908,6.8365,2595.8575,-5666.1755,6749.3549,-2635.0611,3267.1672,2998.7488,1937.4100,5930.2255,5129.7510,-6302.9552,2331.8442,-2542.3237,1811.1012,6913.7797,-3091.5745,5740.5070,-3690.6282,-5197.5130,278445.7817,243765.5049,263072.4448,265173.1396,261589.0191,260588.3558,257121.4321,259505.9063,-100017139.5431,-100015494.3057,-100037072.8680,-100016419.7777,260965.6859,-100017262.2150,1746.7785,4357.0168,5281.6070,932.0307,4744.9597,-113.8914,-909.6569,-4322.3198,2529.8284,0.0000,-4704.2667,3187.3350,5210.2340,1221.7618,4847.6457,-5231.9198,5333.7878,-4956.1155,1660.8780,5017.0971,-4649.7534,-4385.7324,5502.5295,0.0000,1974.6895,-2177.7588,1242.0823,-4218.4508,1526.6362,-4284.8101,-3475.0706,1352.2506,3064.0571,3473.7993,4064.7733,0.0000,3197.0078,-5571.9652,4546.4424,1796.8133,4043.8398,-5172.5616,-4537.9135,-3994.1477,-2692.8607,2302.9713,-4454.5437,4960.9951,-1313.3682,-4440.5483,672.1134,0.0000,-459.0447,3229.3509,-4564.3332,-3549.8879,3500.6603,4611.1633,3560.2726,127.2336,-5213.0266,-5311.7558,-4152.2867,-2699.1033,3341.8320,-4622.2968,1232.7658,3659.5735,323.2001,1546.4495,3566.4891,-282.5404,144.9571,-303.5831,2885.0599,-1657.0055,-4401.9849,-216.9822,3888.0812,2837.6621,203.8859,5366.5329,5972.8947,-3762.7049,260.8414,2952.2222,-5139.2167,-2570.8819,-1292.6502,-2236.2640,-4594.6118,2699.9433,5094.6362,-4495.0219,-3308.4721,34.7754,-4925.4143,-3899.9077,5491.8758,-3544.2692,149121.9186,142739.0553,148548.7743,145465.8615,151378.1545,145892.6589,137272.6033,146623.1285,-31073008.0577,-31112724.6174,-31075108.3639,-31091994.1680,146046.6747,-31085030.2723,
300.000,-653.2611,-6040.1098,4076.8501,-4713.5252,-4249.1492,-4631.3997,5320.2887,4352.9952,-5782.9358,0.0000,-3447.4061,6430.7714,518.8710,6681.8937,-3827.6319,-2932.5868,1045.3428,-726.4977,-5824.3694,-3512.9838,-2407.0654,1610.8625,3813.9417,0.0000,-2293.1771,-1293.7899,-3083.5739,-484.1871,5469.3214,358.2334,-525.0224,89.1720,-4806.6558,4650.1374,-3937.8858,0.0000,-3321.1691,-4517.0701,-3106.2319,4038.9034,4251.7862,5344.9059,4116.7008,2441.6994,5354.1788,4858.1831,-4217.2235,867.5620,207.4512,3767.8105,6116.1393,0.0000,1366.6003,5340.7461,5723.4084,5833.8490,-4080.0986,2604.8155,4896.6410,-4951.4102,3710.0880,3966.4300,-3710.3260,5435.8872,3186.8672,1308.5598,-1776.5348,2819.1092,-4840.1215,4933.4027,4736.1290,-5633.6738,6704.1351,6106.5418,-4400.4485,-1286.1714,3118.9456,-1890.3672,3036.6744,-3607.2289,-4696.5035,-3844.7142,-1290.5310,-2360.4828,352.0644,-5276.1983,-2266.6715,-5351.1216,-5523.1962,-1636.4618,1229.8708,-955.9943,4122.9147,2323.9295,-5818.1928,1499.5521,-4840.7001,1796.3476,-3869.3677,1244.5561,262463.3725,255490.2256,270008.0527,265050.0028,256708.6782,260715.4634,265735.5416,265360.7000,-27177047.6538,-27197925.7812,-27206700.8653,-27187360.7276,264749.6943,-27193527.5585,5989.3886,1392.8106,450.9841,-4929.4955,244.5636,4796.2967,-4408.1352,-2255.6074,-633.6159,0.0000,5222.8571,1933.2141,4072.7956,1141.6664,970.2665,2887.2380,4976.9630,5604.9600,-3598.7726,-2029.1417,4517.5167,4824.1304,-2162.6476,0.0000,-6395.6918,6742.2697,-5410.5283,4466.0486,3107.3424,5078.3928,6600.4924,-6660.4003,-1897.6398,4716.4880,-2536.3699,0.0000,5826.2950,-122.7551,-4056.8368,-4265.5704,-2907.7336,784.4778,2872.8563,5768.1322,-1397.8460,-3424.7819,1391.5867,5491.2028,-6069.3183,1023.0450,2921.9321,0.0000,-6356.2332,-3839.9425,353.4784,-2859.7022,4932.4430,4377.2259,2192.9986,4377.1429,-1691.0607,-3560.7672,1400.1710,-610.9601,-5803.7346,-5895.2795,-6590.1927,3721.4177,4703.2684,4734.2069,4889.1025,3817.8887,-22.3591,-2466.3661,3599.9756,-5946.3395,5600.4440,-6342.7277,3542.1077,-4181.3545,-4536.0375,2187.9632,573.0077,-4603.9717,6726.9068,-954.0773,4978.3160,4296.9113,2925.3564,6671.7978,4205.5022,-5417.6087,182.7441,-3464.4239,3280.0535,6583.3765,-2058.2290,6076.8086,-2766.5422,-6300.9581,284091.1327,249231.3594,268590.4329,270589.0144,267201.1154,266293.6519,262765.8362,265206.4455,-100632629.0958,-100630679.2340,-100652967.5392,-100631127.4559,266615.8049,-100632682.8921,3353.8148,3019.7840,5391.6808,-886.0118,5381.9971,1684.7798,634.7409,-4567.2146,3679.5042,0.0000,-3001.3243,1549.3187,5485.7206,-332.7435,5252.8717,-5484.2198,4619.6894,-3911.8957,-145.5229,5398.5970,-4592.0957,-4725.0164,5306.9716,0.0000,472.2871,-412.2899,2923.8607,-5122.4665,2888.1890,-4696.3854,-1891.3677,-488.2175,4375.2113,1890.8551,5057.2074,0.0000,1560.4328,-5311.7817,4759.5639,3398.0899,4609.6789,-4269.4695,-4622.8953,-2965.6386,-4108.5309,3510.1110,-5271.6878,3936.9842,-3302.2795,-5741.5074,-1144.6361,0.0000,-2225.1435,1596.8289,-3916.9902,-2354.3415,2294.8684,4497.5645,4369.7892,1915.9441,-5284.1609,-4485.2582,-5695.5533,-4111.5086,1731.6452,-3385.9463,-585.5097,4763.8743,-1484.2623,-266.9718,1625.0785,1256.0605,-1395.7254,-2078.0224,3936.4915,-3278.1429,-2619.8055,-1737.3372,4921.8253,4220.4240,-1620.0862,5055.2671,6697.1080,-4455.8881,-1283.6067,4306.4999,-4203.0119,-849.1530,-2965.6927,-472.7367,-5345.9013,4115.9137,5470.1005,-5199.3896,-1691.7942,-1493.8154,-3974.9526,-2828.9573,4999.6519,-2349.9262,149110.0397,142713.3473,148531.9101,145324.3761,151378.5203,146182.2855,137234.5737,147005.1725,-31071958.0378,-31111515.9226,-31074381.8687,-31090638.1195,146046.0323,-31084032.4081,
600.000,883.9809,-6155.1101,4386.9665,-5201.2243,-3510.9148,-3189.5422,3998.0460,3164.9082,-5110.4127,0.0000,-3183.2405,6844.8979,2643.0680,6517.9856,-2995.7453,-1341.5023,2838.5902,687.1283,-6128.3326,-4359.6901,-583.3790,3529.9176,3169.0059,0.0000,-3631.8338,-64.4710,-3766.0429,1571.4868,5556.6943,2447.6845,706.5975,-1148.2618,-4351.1455,5645.1613,-4133.3010,0.0000,-2285.2380,-5009.4552,-4677.7057,2211.2055,2643.9371,6206.3852,5275.5056,4078.6964,3843.4312,3104.1401,-2805.3727,2464.0621,-602.5204,2526.9074,6072.7364,0.0000,-87.7518,4669.5831,6158.0042,5279.5025,-2940.2125,4442.5697,5068.2908,-3493.5339,2932.1353,3371.8835,-2036.5759,4108.8862,2147.9763,58.7415,-2820.9027,3660.3009,-3464.1500,5465.5955,5291.9062,-4276.8734,6059.7664,4839.6152,-2552.2357,-2439.5747,3931.7621,-3194.0391,3810.2988,-4066.6127,-5020.1107,-3293.0934,-243.3979,-3919.3339,1855.6822,-4428.5341,-1111.8093,-4497.8737,-3980.3235,-417.6209,2970.0413,-2316.4618,3942.4324,190.0742,-5295.6205,2859.4949,-6028.4226,3443.1774,-5411.8397,-299.8986,256325.3848,250133.0669,264385.4908,259541.8011,250990.4087,255253.2981,260007.7886,259357.2327,-24968346.8870,-24989201.1320,-24997475.8652,-24978715.2042,259069.5352,-24984792.5565,5061.1714,2802.1357,-1670.2223,-3670.8470,2302.8535,5119.1228,-5260.7771,-4076.4311,1283.7904,0.0000,6088.2502,774.7246,3660.0219,-421.1093,3029.6339,4344.9397,5255.9990,6388.2683,-2368.8775,-6.0757,5539.6830,3862.8533,-4100.5279,0.0000,-5661.0880,6731.3639,-3841.3936,3773.2957,1223.2509,4558.1088,6847.5157,-6176.8587,100.5603,3948.8773,-408.7171,0.0000,6492.7192,1822.9018,-2619.8913,-4457.4457,-4347.2835,-684.1870,1085.7951,5362.6082,-2637.3960,-4380.4869,3034.6255,5853.4052,-4804.1391,-669.6525,1534.9149,0.0000,-5760.7167,-4898.5774,-1468.4261,-4364.2567,6077.5964,3382.8003,68.7425,4785.3586,-3690.3020,-5196.7313,166.5314,-2067.0037,-6499.7723,-6687.6190,-5789.9821,1735.5125,5094.9626,3572.8297,4556.9325,4744.0430,-1566.1772,-3334.9250,4523.6427,-4599.3252,5672.1326,-5219.8771,1536.3298,-2274.1157,-3078.7019,4130.8820,-1472.0265,-3103.4152,6031.5899,856.8421,6199.7952,5160.3003,3655.9245,6738.8953,2909.5957,-4002.2228,-1986.4751,-4062.7067,4403.9794,5609.9090,-835.9213,5845.4934,-1620.7286,-6772.0910,289604.9707,254585.3971,273989.6586,275869.1996,272692.9941,271891.4630,268289.6845,270878.7916,-101199918.1834,-101197661.7191,-101220644.3832,-101197642.7776,272147.4188,-101199901.5311,4596.3386,1354.1837,4885.9257,-2606.9080,5426.9536,3298.6390,2111.2934,-4273.1692,4427.3389,0.0000,-978.3773,-257.5992,5155.3186,-1849.2984,5003.8003,-5131.9402,3398.7926,-2438.7438,-1935.7797,5157.5520,-4031.9920,-4561.6621,4533.0880,0.0000,-1083.4776,1398.3706,4285.5743,-5450.7494,3939.2332,-4604.9809,-101.0858,-2270.2783,5185.1784,101.5048,5500.5403,0.0000,-246.6917,-4494.5725,4474.1901,4612.1282,4678.8344,-2900.8349,-4190.4110,-1619.4868,-5077.3779,4337.0486,-5516.5420,2469.6109,-4934.9525,-6432.9225,-2835.6955,0.0000,-3746.7234,-219.2473,-2852.9976,-904.3766,828.8807,3874.0253,4709.7799,3494.8729,-4725.2696,-3185.6066,-6633.3499,-5067.2013,-71.2483,-1785.9903,-2338.8350,5297.7138,-3131.2523,-2050.6898,-485.5528,2659.4115,-2781.3736,-3627.4307,4563.9376,-4545.3323,-556.3570,-3064.2974,5394.7792,5155.5656,-3254.3559,4151.9869,6680.7133,-4651.0499,-2686.0703,5189.4839,-2810.9742,964.1869,-4319.4292,1342.4365,-5521.6708,5080.0005,5241.4671,-5281.5719,109.3746,-2861.2476,-2533.0162,-1456.1773,3966.3324,-893.6551,149097.8431,142687.7423,148510.2316,145187.6378,151376.1991,146470.8754,137200.7678,147316.4008,-31070913.4755,-31110302.3503,-31073657.4775,-31089249.0870,146045.3084,-31083034.5419,
