sl_100_86400_20310726 Coordinates.csv
2031/07/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:02 2024,
Start: 2031/07/26 07:47:00.00, Stop: 2031/07/27 07:47:00.00,
TIME_UNITS,STARLINK-5598 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-3617 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-3617 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-3617 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-641.8112,-105.5522,-5380.0541,-5853.5122,-1212.2673,-3126.9315,-3104.4541,0.0000,3041.3772,-3691.1907,4032.4321,5743.9996,0.0000,2999.4569,-4696.0022,6160.1547,-6072.4840,-4190.4803,-1945.8162,1061.2861,-3790.3083,-5361.1268,6548.0291,-3803.6290,-4881.6435,3161.1105,-4113.1879,-4325.0493,-5044.9787,602.2388,3065.0310,5054.2773,4973.5773,-5290.4461,-1486.8264,2236.3044,-3130.8732,5708.5417,673.8128,-2612.3792,1240.3754,3754.9707,4501.9379,6437.6168,-4385.9555,-3371.0119,-6545.9702,-1901.2642,-5720.8944,91.0271,5301.0979,0.0000,6779.1021,-2510.7969,4082.9172,6342.3468,1966.5700,4353.5098,-3413.3358,885.5057,2457.2370,123.4972,296.0511,4121.8745,3684.8660,3961.1507,1233.3195,799.6617,6061.2936,2650.1451,4798.7940,5028.3848,-2325.6425,-5536.3911,-5958.0977,-891.1809,-598.3194,-2367.0472,-2604.7117,5169.0873,-4451.2029,5395.4631,5186.8056,-57.7989,6484.1378,3103.4240,1238.8210,-6485.7880,4949.2607,-5088.2630,-4907.5258,4063.6324,16.7832,-5061.8882,4715.1798,-4269.3438,5896.4734,3247.1194,-625.5771,1780.4008,272411.8471,288314.4642,271439.3235,271531.1518,278235.6976,277236.4363,278250.9308,274946.9765,116662484.3605,116674079.6800,116693143.7725,116679395.7020,275131.7410,116671408.0666,-6486.7755,6676.5362,-3240.5600,-1007.7833,6105.7205,-5952.3873,-2989.8807,0.0000,-2873.3410,5572.1665,-1687.8344,3279.8386,0.0000,-133.7222,-2503.0852,-52.3611,103.5330,3357.2132,-6608.2489,-6027.0229,5487.4957,-101.9235,-328.9320,1614.6300,2197.7459,-4117.6181,-703.2780,-4458.9233,3174.8306,4163.0415,4268.8459,-4082.3876,-733.0479,-2851.8666,4862.5754,-4571.4836,4472.5902,3801.3554,-6545.9311,3255.4415,2461.4352,-5540.2745,-279.4809,-616.8362,3922.3491,-2541.0971,-526.1373,-4085.4207,2490.4595,4203.8009,-1878.0016,0.0000,1041.1310,-3913.7919,-2860.0005,2790.6392,5537.2133,-2789.7391,4308.6098,-4889.9376,468.3172,5010.2805,6833.8481,3608.7168,4943.0993,5067.4296,-6396.4861,-6619.6849,3360.9552,5973.7252,-1893.7808,3849.6477,-5394.0321,3578.2917,-1983.7053,-6565.9664,-6627.3775,-5974.8841,-5648.5729,-3120.6305,-5212.1380,-3837.5394,455.6861,6237.7926,-158.8987,2804.5405,-5183.0078,-2427.2763,1760.3030,544.9187,-668.4042,-3305.7547,6785.0024,2207.8298,-3229.0044,2940.1510,-2061.4496,3095.2437,-4002.0833,-6554.2713,251091.5892,255489.3528,266620.5284,260922.1989,254817.7811,259002.5036,265043.5557,260613.0022,40002472.3965,39984417.3146,39984367.7347,39993554.1779,262363.0508,39988401.0298,-2381.3723,-209.8903,2562.3417,-3458.9599,-3028.6696,1581.0076,5330.7154,0.0000,5425.6733,-658.8617,-5293.3102,1717.4805,0.0000,6243.5660,-4238.2766,2860.0173,3113.0291,-4268.6282,-202.4404,3152.0853,1321.1563,-4346.3202,-2221.3073,5322.1251,4395.2841,4504.6259,5292.3460,2981.7358,-3500.3794,5447.1189,4297.2074,-2358.3541,-4721.4661,-3046.0100,-4724.4954,4557.5628,4219.2920,-19.0082,-2055.7824,-5324.7428,6357.5800,-1607.1219,-5061.6706,2516.4533,-3576.3796,-5459.4274,1981.4920,-5267.2105,2807.7436,5466.0100,-3628.8777,0.0000,-638.9735,-5069.0369,4637.7211,-460.2515,-3524.7215,4609.6316,-4180.5898,4682.3276,-6508.2382,4600.4652,-962.2584,-4267.6585,2696.4766,-2447.6553,2150.7735,-2159.4450,133.6985,2272.0914,4505.6332,-2907.8431,-3571.2324,-2071.0139,3022.5594,2047.7394,-1818.4472,-2568.9544,-2997.5424,2720.9525,785.8552,-1755.7886,-4545.4303,-2908.9352,-2358.5535,-5365.5141,-4364.9510,31.7723,4454.5047,-4661.7227,-4443.2182,-4526.4069,995.6719,4135.9550,-3862.9407,-4586.3977,2722.0017,5221.8659,5382.2629,-558.9591,-70542.1690,-74671.0121,-67389.0071,-70702.3047,-64628.1249,-69559.3612,-78591.9136,-69693.2332,-40233294.3874,-40274227.5746,-40231925.7439,-40252128.9892,-69832.1639,-40245115.7528,
3600.000,1277.2639,-2349.7894,4064.5521,4133.7228,-2302.0482,4215.9500,5083.2754,0.0000,708.2495,197.6183,-3530.6976,-4554.3942,0.0000,-256.0751,6681.7484,-3418.5206,2858.1587,3513.2275,3163.9551,626.2526,348.5755,6534.2276,-6307.7953,765.3665,1116.2611,939.8460,5376.0655,4192.6548,1351.6823,-4723.4174,-5791.8136,-3979.5343,-5828.7908,6638.4177,-2385.1408,1307.4291,-1150.1045,-5283.6303,1718.8644,-410.6719,-4999.2326,-2021.9471,-5335.1891,-4043.6836,3586.3312,6151.4632,6244.7135,5325.0898,1844.9575,-4314.1169,-4799.9394,0.0000,-5787.1334,4749.5135,-1253.3016,-5864.4595,-4625.3321,-1362.2365,2336.7442,3456.4221,-2412.2305,-4536.4432,-2522.7589,-6576.4420,-5280.9752,-5812.4327,1642.8446,1865.8720,-5950.6425,-4364.8869,-4945.5932,-3072.7267,3856.2266,4021.6553,3185.1783,3283.3788,2500.2045,3871.9404,339.2225,-3471.2417,4942.3842,-3855.0700,-4279.5290,-1710.9705,-6329.1715,-5332.2426,2766.5906,3553.6277,-3516.2584,3781.2341,3823.8976,-566.4517,-2062.3180,5165.6295,-4264.2053,2406.4487,-2022.7128,-4790.4282,5270.9126,472.9070,201853.5963,213354.1793,197892.8251,200033.9008,204146.3499,198937.4752,203908.2364,200233.6982,102335710.2727,102344060.9650,102367461.5431,102343343.4053,200349.6789,102343720.2216,3248.5579,-4174.7969,-836.3592,-2898.3831,-4513.6675,4708.7089,-1164.5455,0.0000,5415.4665,-4667.8450,5403.7429,98.5279,0.0000,3933.0091,-642.3486,3614.4095,-2965.4366,-5887.0477,4674.5694,6744.5228,-4604.5600,-2176.2623,1870.4961,-5579.1894,-4079.5146,5550.5867,-3417.5360,576.5368,-4882.4759,-2619.1750,-3552.1295,5266.0417,3527.4195,0.4884,-5497.4582,6354.8776,-4031.0603,-1304.6772,6438.5552,-6329.0903,-3311.6391,5917.9651,3926.6345,3242.8819,-5827.2646,-235.9403,-1209.3774,3713.6581,-3767.2210,-3256.1602,4439.5030,0.0000,805.7270,-118.0633,6125.9155,-910.7647,-2045.5887,5532.1182,-6493.0621,2863.4829,3962.8326,-3861.2658,-5822.4435,-1610.2479,-3467.8237,-3412.6273,4136.3487,5055.4158,-705.2500,-2838.4677,4715.2381,-1023.8526,1429.4657,-5355.7681,-86.8618,4159.0596,3944.9481,5447.2086,6419.7364,4961.2342,3316.8472,4887.9613,3649.9601,-6477.9948,1785.2193,1448.5005,3234.4686,3349.8253,2436.9610,-4422.9464,-4538.3696,5551.9880,-4494.6882,-4577.7756,5409.9806,-6046.6065,3657.2018,1148.7525,2610.3797,5555.2193,313093.9419,318714.7384,327946.4997,324874.1284,315027.4273,322556.7706,324976.9129,324420.7438,68895655.3316,68875985.4786,68885013.0886,68887277.8529,322607.4458,68881438.4701,5980.2053,4645.9535,-5374.4970,4649.3192,4703.8711,2780.9837,-4465.3155,0.0000,-4152.9123,4813.6693,2320.5849,-5102.8181,0.0000,-5716.7001,1072.4642,-4634.5569,-5452.0038,126.1927,-3959.5149,1237.3874,-4997.2208,416.0425,-2154.8108,-3720.5527,-5495.9193,-3959.0565,-2230.5605,-5446.3516,4689.0985,-4281.2531,9.3313,-2054.6444,1048.8579,-1144.8263,3488.6177,-2166.2465,-5491.2872,4162.4712,-1765.4388,2336.6077,-3497.5970,-2878.5604,1419.2986,-4623.9277,-759.5267,3101.6338,2564.6047,2410.1988,-5412.9906,-4298.8140,-1424.8589,0.0000,-3653.3256,4961.0815,-2718.5001,-3614.1157,4611.5298,-3954.7887,175.1565,-5158.1775,5188.1106,-3307.7402,-2733.7069,1527.0188,2317.7879,-1384.9880,-5230.2742,4464.4906,-3491.7168,-4565.8341,-552.3938,6153.5362,5495.4876,-1698.6949,-6210.2554,-4482.9942,5065.1959,-1800.1677,-2511.2708,2682.7486,3480.5004,-2860.1177,4002.1709,-1576.0738,-2095.2172,3952.2367,5400.7112,4899.6300,-5409.1217,3734.5453,2992.1673,4082.9049,-4758.0045,-139.0278,-319.4430,2338.7004,-5391.5369,-4822.6859,-3303.0157,-3923.0903,-71916.4423,-75588.1120,-69129.6811,-71940.1309,-65949.9715,-68843.4255,-79760.6694,-70720.0807,-40256420.5467,-40295375.3656,-40258581.1419,-40276516.8646,-70915.0244,-40268712.9077,
7200.000,-3262.7211,4712.1366,-1968.9035,-1732.8072,5571.4056,-4201.1703,-5633.1755,0.0000,-3132.8275,4458.8012,1978.2482,2314.2916,0.0000,-882.8435,-5276.9722,-195.4132,839.6861,-1103.7259,-4108.4844,-2424.2118,4154.4141,-4739.6759,3266.5058,1595.0148,2337.4824,-4094.6224,-3773.3097,-3764.6293,2413.3809,6788.3741,5182.7322,723.7843,4166.4211,-4082.0222,4931.3460,-3744.6024,5041.3612,3204.7654,-3835.4749,2407.7129,5762.6378,-1366.3757,3314.9525,812.8569,-893.5570,-6478.2366,-2906.2058,-6195.1147,2643.9471,6558.7335,626.2973,0.0000,2438.1346,-5930.8814,-1490.8907,3570.5308,6193.4244,-1323.6172,-265.8104,-6522.0908,2963.3796,6580.4563,4423.3842,6586.5433,4047.6142,5390.6688,-4948.4199,-4731.2449,4210.5107,5517.8805,2684.1636,1488.2490,-5149.9204,-629.7647,-329.4130,-5459.6994,-4712.4538,-4149.3314,1237.3973,-1598.6209,-4095.3061,-148.4923,2717.1092,3126.7400,3232.0065,5493.0226,-6122.6161,841.0485,2040.6818,-1979.8571,-980.0319,-2397.9104,4464.4189,-2921.2675,1768.7123,-227.9840,-2508.7275,5376.9311,-6508.6512,-3598.2452,117206.1284,124946.7865,111774.0677,116321.8551,117374.7656,109340.3748,117052.0708,113388.8469,81003676.7931,81010146.5318,81033493.1893,81004464.4148,112954.2268,81011011.9206,1048.7157,-835.7170,5204.2268,6093.1308,2206.2037,-994.6067,3887.7850,0.0000,-6101.3958,1957.9401,-6172.4355,-4332.5454,0.0000,-6654.6310,3135.7249,-6211.9555,5645.3255,5391.1491,-496.1220,-4274.6194,2493.5445,3307.3516,-3222.3194,6464.5539,5654.0084,-5478.9270,4867.8076,3804.4193,5784.3773,1143.7640,756.0037,-4546.3298,-4394.3341,3162.3576,4876.6935,-5425.5871,3425.5278,-2737.1270,-3646.2258,5764.6322,3577.5510,-4008.9446,-4858.4088,-5632.3894,5065.8516,2004.3445,3171.1396,-2446.5224,4780.2174,2125.8321,-4254.3852,0.0000,-3324.2411,3133.3653,-6525.0728,-2195.5447,-1652.6473,-6747.1104,5672.2960,-874.5056,-6226.1355,1662.5458,2508.6517,-573.5104,-816.7723,31.1963,-879.8412,-2643.6994,-2833.4665,-1134.0483,-5028.3748,-3285.4770,2665.5433,5308.5736,3629.2372,-708.2777,-19.5184,-2301.5729,-2357.9254,-3646.4326,663.0395,-4179.1678,-6284.6442,3559.6748,-3213.1776,-3970.9540,-1313.3663,-430.5839,-5952.3037,6611.5536,6412.1917,-6396.0090,485.0164,4838.7117,-5112.2634,6778.8775,-4933.3485,-4127.3650,-662.2485,-2048.0782,356281.3844,360711.3067,368123.6438,364814.4621,354860.3709,364600.9312,364455.3494,360476.9230,93093878.1457,93070933.0855,93090554.3065,93078661.4122,362130.7296,93079033.5922,-6034.8977,-4666.0954,3876.6462,-2668.2192,-3465.8476,-5397.2898,476.7181,0.0000,-44.9778,-4628.0915,2244.4912,4745.0714,0.0000,1754.4731,2916.0726,2739.6450,3742.6452,4081.4244,5501.9390,-4830.0856,4762.8944,3760.2179,5172.4310,-1092.6732,3252.3025,727.9019,-2762.7528,4337.2587,-2914.5332,272.1049,-4334.2243,5144.9603,3286.8296,4314.7877,-172.4684,-1823.1030,3238.3627,-5415.6257,4406.0209,2577.4003,-1484.3125,5414.9690,3357.0925,3969.5944,4564.6512,1245.2722,-5351.3064,1892.3334,4115.7049,353.5893,5114.7196,0.0000,5509.1892,-1513.8493,-1287.5615,5526.2526,-2429.2651,885.9736,3913.5899,1839.1385,-994.7488,-545.6505,4664.4837,2106.6744,-5323.0519,4264.8103,4664.6090,-4437.8329,4713.7805,4013.7552,-3813.7714,-5962.7648,-3691.1055,4365.8409,5936.2266,4214.6449,-5039.3253,5027.7493,6353.4515,-5301.6894,-5516.6667,5414.6371,-925.0101,4980.9912,5171.5084,523.1672,-2865.8864,-6862.1783,2807.6594,-493.6464,1457.8081,-1112.5980,5175.6243,-3969.9416,4264.2889,1353.2787,3972.3859,1235.3171,-1646.9433,5402.7641,-73207.8908,-76397.3912,-71342.3133,-70419.5396,-67599.4462,-73352.3260,-80327.5700,-72410.5260,-40280352.5447,-40315797.8994,-40285564.2978,-40296342.5916,-71991.3755,-40292319.8212,
