sl_100_86400_20310113 Coordinates.csv
2031/01/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:50 2024,
Start: 2031/01/13 07:47:00.00, Stop: 2031/01/14 07:47:00.00,
TIME_UNITS,STARLINK-30269 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-1673 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-6086 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-31966 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-1673 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-1673 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5391.4855,747.2083,-2443.0209,6519.7028,-3692.0528,0.0000,3289.3451,-5032.7185,-62.7317,0.0000,3285.1320,4456.3218,-2543.0105,-1807.4420,-1619.1347,-1271.2946,-6230.5557,-3435.7391,-796.2619,5485.5913,4802.7249,4518.8981,3683.8084,529.8723,5055.7175,6395.4387,-838.9022,2739.3736,-5576.8761,69.1651,-6679.4428,1126.3987,0.0000,5404.7511,-4861.2422,329.1158,-543.6501,2475.9067,-4377.1254,-579.7794,-4514.8290,3302.6333,3686.0761,-5459.9044,4582.5318,-2800.8224,-5856.3008,-3545.8286,-2438.5994,935.2694,2055.8797,6628.4760,570.0019,5605.5345,-823.7042,4776.6129,-5857.1317,-3345.3292,-833.9725,-6640.4016,5644.6714,6269.3138,5207.2885,-3450.6919,-4516.2814,-4365.4060,-2661.8815,-4314.1377,1806.9884,-4165.1165,3398.7750,-6579.6143,-5862.4112,2401.8441,740.5899,828.5346,3012.5650,6464.8561,5015.9192,-6457.5139,1287.1533,2908.0920,4314.3585,-2964.2110,5971.3949,-5241.0824,0.0000,2268.4903,-4046.2852,-2657.5474,-4622.9432,-5665.5456,-3804.2582,-3938.0947,-1770.1197,5273.9093,-5895.1796,-5392.9331,4298.2374,2499.1348,-145808.0505,-170646.7068,-156528.2968,-156149.2314,-162019.4354,-161966.4486,-163697.2423,-159069.8293,-197021285.6769,-197079273.2207,-197054118.7606,-197048652.6563,-160383.1369,-197036975.1503,-2885.6534,-6569.8722,-3614.4265,-1203.6094,3578.0550,0.0000,5752.8548,3810.0934,6202.8314,0.0000,-2561.4608,2674.1744,-4704.7044,-6570.1381,-2584.9831,5229.2308,1979.7928,4371.1219,4361.9684,1491.9935,4244.5895,2158.4853,-4718.6650,6651.8415,1940.6674,23.2068,-6187.0599,-5534.5896,4101.5181,-5486.5400,1238.6786,-6664.6640,0.0000,2265.0265,1678.0595,4111.4890,5444.1233,6393.0129,2818.6856,-6467.6151,4460.4379,-5625.7842,1939.3383,3417.0857,-4555.1843,-3088.9533,2137.4271,-4102.2261,4827.9481,5233.6234,-5286.3509,1629.0044,6729.6445,2256.0192,-5327.2865,4338.8240,-3487.9585,3717.3650,5824.1555,-1791.1709,-17.8413,-978.4053,4362.2689,4904.0085,-3879.9360,4913.5161,-3162.6629,384.8049,-3836.7536,-840.5567,3865.6860,2214.4895,1459.5283,6344.0904,4624.1848,6344.1291,4731.7581,-1791.0857,-4589.8613,-697.3373,-6736.0670,2871.3271,-960.4727,4423.4125,-1601.3319,-304.1754,0.0000,-5755.1898,4954.7304,-3622.6504,-2115.6101,-2894.6840,3871.1895,2291.6149,3720.7049,3856.3871,2792.2678,-1815.1628,-2832.9243,-6111.1377,-355212.0645,-361571.8004,-361876.1170,-356589.9082,-350037.1096,-353697.4894,-359879.4045,-357117.6699,-79672213.1253,-79673081.6009,-79652721.6085,-79664397.5838,-357803.9661,-79661908.6121,3226.2049,1626.5403,-5375.0163,1911.1225,4605.6492,0.0000,1972.4449,-2848.4286,2984.9106,0.0000,-5516.5386,4197.6361,-4355.8105,-1137.3350,-6235.8486,4285.1998,-2371.6492,3937.7399,5340.1627,3727.6810,-2372.3236,4664.1087,-3477.3962,713.1789,4073.5898,-2445.9874,-2969.3581,-3089.2619,77.2980,3703.4806,764.7935,-641.0075,0.0000,-3682.2990,-4631.5854,5512.5591,3683.9662,-949.1798,-4549.3801,-2350.3490,-2713.5376,-2228.8630,5496.2460,-2026.4512,-2319.5410,5568.8353,-2787.2598,4143.8287,-4174.6364,4259.7981,3888.7326,116.5144,262.4971,-3289.9351,-4305.4532,-2180.3784,1257.6176,-4719.4835,-3292.4653,-834.3935,4038.6078,2738.7344,620.3581,3331.4749,3482.0271,-2250.5667,5525.3084,5185.4682,5388.9945,5376.9230,4590.8403,-463.3954,-3349.4587,-324.5612,5026.1263,2552.7077,4031.3205,-1044.5100,-1029.3438,-2321.6614,782.4038,5446.0699,-5299.7779,4371.3647,3043.3745,4316.6212,0.0000,3102.1191,-2544.0520,-5129.1646,-4623.6503,2762.1359,4111.5999,-5196.9928,5504.6898,2114.8851,2261.9172,3944.1830,4582.4633,-1680.3541,13713.9581,11129.2958,12899.6885,10007.9425,15802.0084,9970.8803,1618.7581,9367.3392,-34954697.8399,-34957033.7523,-34947102.9404,-34969175.7583,10392.3248,-34962762.4542,
3600.000,-1881.8777,2557.4628,5878.5086,-3884.4764,127.6697,0.0000,-4453.6385,1417.7939,-2601.1899,0.0000,-271.5789,-3484.8295,5752.7599,3749.6411,3493.1864,-1904.5755,3010.3081,1033.5862,357.7576,-6621.5505,-4275.1579,-5930.3013,303.2736,-2761.2102,-6768.4149,-6227.7801,3648.2899,1185.0667,3331.2934,3952.6720,5023.2440,2042.9985,0.0000,-3872.8634,3780.9601,-4494.9571,-3868.8407,-4112.7325,2654.7736,2184.0328,4428.7128,-1770.6911,-5872.3311,1297.1045,-2618.5900,2380.6031,5230.0153,6418.5331,-2190.6130,-4793.0733,1943.9093,-5688.6370,-2492.8551,-6746.4258,4215.0833,-6216.9537,5541.3801,-1211.0865,-2381.1648,6318.0626,-1890.9986,-5977.0468,-4838.7810,-825.1169,4149.9140,1667.6316,5765.7731,4869.0105,1376.9854,3819.3139,-5710.0778,4539.7538,5534.7798,-4312.9746,-4380.7513,-2469.9496,-5846.0832,-3371.9681,-2696.0436,5399.5533,1122.9316,-5754.8567,-4576.6016,1684.3053,-2500.0470,3630.9029,0.0000,1500.4849,2692.3753,6144.7446,3698.6100,4294.0305,-673.6015,3305.3061,-2145.0629,-4455.5292,2643.9398,4681.7294,-122.2428,212.6517,-51405.5380,-76443.7464,-62762.3167,-64438.7183,-67547.7333,-64597.7024,-68950.2751,-66387.8625,-169588465.8805,-169642590.2882,-169625145.0923,-169609538.6727,-65314.2031,-169603354.7444,4700.4224,4502.2530,2436.7699,3560.3376,-5737.0915,0.0000,-4721.0389,-4887.6765,-3325.1517,0.0000,5558.5290,2707.2586,3438.4050,4081.1176,-1739.0246,-6457.8943,-1909.0707,-6717.7521,-6840.1614,1557.8347,-358.4637,1797.5995,5058.7726,-3721.2099,81.1054,1798.5635,3510.3740,4905.6267,-4508.1511,1534.9339,-3476.8567,5050.5194,0.0000,1470.2862,-5211.7110,-3654.3096,-1747.7333,-3866.3389,-5987.1887,6207.6589,-4677.6384,6267.3717,1380.7234,-4812.5926,6145.2998,-1421.8002,-3951.2549,2116.4415,-4889.5836,-2589.2728,3652.2853,1273.1559,-4633.3729,-689.1650,5247.8196,-2033.5412,401.9475,-4290.9031,-6254.4461,-577.0554,1634.7677,3356.2196,-1329.6741,-4970.8851,-157.9037,-3213.9215,455.9858,-4337.0450,6136.9579,-3711.7235,-361.0710,-1944.7175,-4125.2445,-3529.8525,-1807.5001,-6147.7548,-3555.7214,3291.0347,5691.0209,2864.0199,6174.2022,687.1944,4557.4769,-6669.9924,3398.5238,-4161.4256,0.0000,4844.7738,-6021.5215,2377.4827,-2385.4389,4837.4910,-5293.3309,-5661.4107,-5360.6482,-346.1903,-4458.3114,-2211.5098,4332.7702,6381.5381,-378877.9138,-392702.7599,-391667.3459,-388344.7911,-378535.5922,-385808.4533,-388076.1996,-387140.0609,-127977939.1913,-127990330.4970,-127965174.1409,-127975356.7221,-386498.8907,-127968308.4316,-4719.2382,-4431.1826,2704.4549,-4463.1534,-3853.4317,0.0000,2380.9490,4684.0878,-5448.8081,0.0000,4082.1703,-5028.6447,1607.2321,4113.2614,5729.0961,-1446.7708,5956.8216,-525.7349,-1154.3923,-109.5970,5306.2795,-2921.6043,4703.0537,-4861.6081,421.6714,-2203.6497,4695.3215,4699.1276,-4070.6345,-5095.3776,3060.8376,4041.1014,0.0000,5528.2255,2518.1209,-3744.7152,-5059.8255,3994.6996,2195.3074,-2094.6676,-2492.2819,-2261.3563,-3366.2972,4542.6586,-1580.9154,-6392.9127,-1917.5452,-973.0161,4228.3527,-4104.1709,-5506.4024,3539.1865,4232.9571,-1149.8964,1489.0074,-1900.5088,-4151.9329,5219.5502,-800.8250,-2785.0480,-6485.6960,902.7928,-4628.8169,-4666.3046,-5520.0687,5914.9299,-3786.8775,-1808.1126,-2761.6626,-4332.5673,-3868.8542,4887.3158,-166.5424,3870.8141,-4989.0400,1887.5787,-995.6750,4876.3390,-2765.7000,-3189.2890,2868.1082,-3596.3235,2408.9565,-482.7721,-5460.1641,-3976.4051,0.0000,-4718.7868,-1965.6556,1731.9638,5263.6572,2511.3176,-4244.3608,2164.2485,-3756.6825,-5223.6758,-4569.9528,-4609.3090,-5373.5926,-2380.9392,12364.7752,9369.0560,11173.4978,7666.9687,14358.7998,11309.5298,58.7788,10339.2928,-34968600.9402,-34975475.3984,-34965708.4277,-34987753.1930,9051.2291,-34978747.4061,
7200.000,-1919.2352,-5555.8630,-6643.3142,114.2445,2786.7255,0.0000,4305.4853,2599.2217,5378.9755,0.0000,-1760.5452,1785.2887,-6433.2040,-5260.2793,-5278.7081,3954.9004,1532.1198,1759.6019,-119.4105,4342.7715,3127.2635,5172.0439,-4134.9095,4739.5561,4463.8957,2807.7373,-5980.5178,-4970.3593,792.7783,-6105.1858,-931.3651,-5139.3963,0.0000,2182.2815,-1874.7476,6361.8755,6235.1968,5198.0996,-464.7565,-3403.2279,-1326.3759,-1173.8418,6005.1813,3546.1821,-841.6215,-2969.6664,-1522.0790,-6134.3140,5582.5631,6760.0180,-5671.2353,2439.5017,4316.9367,4684.4845,-5595.2701,4801.7820,-4013.8346,4816.5762,4393.1964,-3839.6789,-1707.5764,3213.9625,3114.5680,4797.6883,-3550.6064,2782.8523,-6750.4002,-2900.0784,-3156.8092,-2900.8516,6377.7897,-181.5304,-2945.0756,5070.0665,6672.7800,3555.3038,6261.3206,-1515.4106,-1227.0199,-812.7668,-3811.7631,6084.1332,3383.8001,262.1621,-1511.0770,-1242.7737,0.0000,-5109.7900,422.2255,-6123.4478,-2618.6484,-608.8446,4334.1409,-1836.0286,4316.1876,2929.8343,1431.3447,-3338.9980,-3454.5146,-3422.2766,45304.4829,22878.3244,35095.1891,30504.0633,31026.3505,36772.9235,29711.9981,34764.8658,-130585266.3654,-130632345.8004,-130622739.7901,-130597624.0027,33880.4043,-130599188.1658,-5793.3759,-902.4963,-1027.8776,-5528.5176,6289.1184,0.0000,1240.4943,5289.9716,-114.3756,0.0000,-6679.1370,-6353.1581,-1168.8591,-135.2767,4109.2100,5113.6211,2938.7770,5703.0076,5856.6786,-3797.2135,-4234.2304,-4398.7088,-4660.1310,-1305.7862,-2222.1104,-3369.7456,-200.0103,-3480.2081,4078.7465,2292.0106,4918.1547,-1348.6056,0.0000,-5246.5989,6556.6574,2609.2563,-1944.7567,-129.1846,6719.9461,-3046.6892,2980.5256,-4310.1631,-3276.9039,4778.0173,-5223.0067,5172.5578,4174.4422,653.2659,3758.7217,-322.6762,-1845.0380,-4447.3484,-124.4412,-1538.2387,-3315.7672,-1720.4571,3393.7060,4390.3779,2928.1501,3361.6260,-4367.2098,-4643.6081,-3196.6991,4061.7455,4362.3901,1734.0979,1428.1227,5271.3043,-5826.7997,6213.1082,-2561.2955,2399.3929,5127.7358,-1202.3509,-542.9725,2955.1466,1180.4867,-4507.2490,-4891.7418,-1796.8022,-3342.8278,-2912.8911,-5656.0316,5784.9900,-5168.2580,6667.3282,0.0000,-3187.4712,4555.1048,-397.3124,5915.6268,-2795.4446,5134.3850,6275.0284,5339.7431,-4011.4613,5480.5438,5555.1377,-5338.8843,-3664.3347,-378153.3475,-399456.4539,-396286.1057,-392571.5733,-382536.4541,-393275.2402,-391690.2047,-389632.6353,-167510641.0968,-167533011.0960,-167505697.5972,-167507868.0044,-390379.4830,-167501171.6124,3247.7881,3828.2458,1622.8882,4120.8597,632.1419,0.0000,-5275.4601,-3637.9165,4291.2033,0.0000,-79.4126,1069.2418,2176.5514,-4480.0731,-1838.7293,-2375.9214,-6112.9426,-3301.7381,-3741.9443,-3611.8438,-4360.2641,-924.3439,-3019.7591,4559.8919,-4603.1325,5245.0275,-3464.8949,-3296.2194,5526.9108,1160.0154,-4660.5504,-4231.0902,0.0000,-3951.1368,1154.3215,-499.5424,948.3428,-4572.2727,1534.4123,5165.3116,6073.1630,5236.9034,-945.9432,-3193.7564,4362.1836,3590.9340,5173.1412,-2937.5202,-1161.9712,828.3216,3425.9981,-4575.0646,-5204.7252,4783.4762,2282.0728,4502.2037,4510.9152,-2189.8088,4179.0223,4673.9688,5118.7349,-3995.4738,5150.4570,2748.0115,3991.0426,-6123.7436,-380.6992,-3101.3109,-1808.4516,249.5815,641.7724,-6529.5400,3556.0116,-4360.3666,1560.2903,-5117.3101,-2688.1792,-4850.0069,4663.3207,6598.3809,-4690.7256,-996.1515,2020.7576,-3750.9846,4296.6088,523.9438,0.0000,3406.2377,5130.7550,2956.7565,-2316.2451,-6324.4878,1129.8594,2220.7650,-518.6489,4735.2961,3942.5223,2438.9623,2665.7041,4601.8720,10965.1688,7597.3203,8877.8972,8680.3922,12557.9409,7080.5829,-897.0595,6344.5562,-34983134.1823,-34993910.0325,-34984719.7860,-35004011.6038,7709.4864,-34994705.3928,
