sl_100_5400_20310505 Coordinates.csv
2031/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:19 2024,
Start: 2031/05/05 07:47:00.00, Stop: 2031/05/05 09:17:00.00,
TIME_UNITS,STARLINK-1940 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-1292 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-6136 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-1292 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-1292 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,233.0448,1986.7121,-2528.1182,3475.5078,-2480.0941,6616.8642,6384.8398,3379.6926,6454.1265,-5471.1666,-3907.4049,-5079.8726,-934.7088,2616.0967,-4545.6618,1898.7222,2439.5492,-1086.7538,-4863.9366,3228.3668,1290.0641,5039.3754,-3399.0958,-5093.0636,-5504.5962,2404.7433,-3235.8323,5232.3568,3339.0245,6179.7602,6497.4601,-5976.6355,4075.9482,-252.5325,-1219.7640,997.5522,-6366.3600,52.2574,-2019.5395,2029.8120,-3467.3812,-5714.1649,0.0000,5825.7629,4290.3893,360.1028,-1243.4925,6166.6300,-5357.9732,0.0000,4812.5521,-2023.2508,-2421.6407,6307.2030,-5111.7371,-5939.4560,4497.5191,-414.0832,-5943.4385,-1371.0724,3465.4624,5711.7942,-5308.5952,-1809.9243,-3718.2171,840.9208,-2720.6793,3956.5652,4619.9919,2980.1300,-3369.8517,5843.3639,6799.6716,6062.4135,-4758.9310,-4466.9891,-6185.7646,2156.1695,-412.4274,-3660.8652,3701.2415,-1898.7875,254.8056,-2764.5746,920.3976,5972.2989,0.0000,-4800.2528,910.2175,2522.4964,2285.6159,-2552.1151,4376.7233,5766.5693,5582.8758,2539.4979,0.0000,-5000.3791,14.5301,-6602.6492,275360.3864,286566.2034,293005.6857,287583.4818,283004.4151,286737.2463,292976.1958,288174.7629,38395443.8246,38371853.0888,38382166.4631,38386079.3676,289855.7421,38379136.8357,-4338.6157,4672.5900,-3838.0622,2295.4051,5529.8290,-794.1992,96.9114,-3955.4973,389.4982,-4077.2739,1379.7043,3112.0084,3956.6226,-3133.9287,-2993.3937,4333.0201,-6364.9725,-4378.8903,1528.9157,4041.5019,-6533.6612,-2478.2140,-5268.1551,-257.2427,-3449.6226,-4259.1196,4878.6259,-857.3790,5906.6356,471.6770,888.5790,-1656.7221,-1191.4793,-3209.1521,-5180.4669,6605.1301,2723.6674,4439.4014,-4009.4220,4180.3639,-3696.9144,2992.6361,0.0000,-1966.5083,4715.2986,-6757.5106,-5458.6831,-2347.3172,-2943.6101,0.0000,-2655.3376,4655.3293,5428.8461,2863.3532,1015.8204,319.9171,-4073.6859,-5426.7047,3405.4034,-1704.5210,2593.5509,-3547.2480,2126.5892,-5836.8951,-4968.9483,4255.0310,-5854.1403,-5292.1230,-4833.8418,-3014.0984,-5777.0698,-2425.1684,-275.2277,242.6233,-4828.3391,-2741.8980,-2410.7922,-5553.4679,1771.0995,4644.8202,2890.5070,4824.4459,4787.0492,-5419.5820,-5086.9482,3267.7282,0.0000,1701.3679,-4608.6011,6019.4270,-1526.9243,3023.8982,-2300.2922,3807.6058,2490.2850,-3297.2317,0.0000,4342.5502,5028.3660,-20.9861,-213652.7823,-241911.6424,-220784.0418,-222010.9987,-229687.4938,-228194.4303,-227970.8629,-225536.6125,-70685968.1630,-70684390.4822,-70713744.6325,-70694745.0707,-225434.6817,-70688348.6000,5350.5251,-4732.2015,-5188.2038,5433.1124,3372.8314,-1629.5979,-2687.7275,4658.0871,2306.8991,913.4560,5274.5118,3326.9514,-5369.7404,-5420.9134,-4007.2714,4986.0782,1230.2814,5087.1921,4511.0163,4579.3925,-787.0659,3847.4994,-2825.2679,-4681.2304,2270.5822,-4878.1028,-3720.2880,-4241.5446,1402.8126,2656.3466,531.4763,-3069.1761,-5050.0213,6095.7995,4385.7672,1143.0844,-87.1247,-5279.7570,5089.3807,-5111.1197,-4721.9366,2477.5764,0.0000,-3184.5557,2348.1551,639.3558,4032.9350,1567.4326,3228.9856,0.0000,-4270.8727,4692.9498,3316.3139,-145.0356,-4203.1457,3469.3847,3023.3637,3896.1855,753.8670,-6558.8495,5406.1844,-1485.9067,-3874.6965,3173.5373,-2341.2950,-5232.5467,2380.4870,-1617.4644,191.2433,5370.5416,-1612.1254,-2778.8459,1110.3604,3143.7249,1390.9444,4514.8979,-1926.3145,-3475.7650,-6665.0771,-3528.8804,5070.6730,4489.8498,4712.6335,-3313.0435,-4428.7029,-874.5788,0.0000,-4704.0022,-5053.2770,2015.0238,-6405.6548,-5281.3509,4603.5245,-189.2746,-3263.4930,-5488.6133,0.0000,1821.7331,4619.5620,1991.1757,-68658.5034,-75887.1614,-68664.0236,-71825.5373,-65851.7062,-71167.8000,-79920.4345,-70513.2588,-22176100.4059,-22211393.2985,-22182786.1562,-22196112.5699,-71149.6787,-22188175.0158,
300.000,-1781.3964,3856.5821,-4402.8767,4751.4830,-1028.1275,5716.3819,6632.1339,3402.3861,6789.7832,-6108.7342,-2628.7174,-3390.3768,1163.0208,802.4575,-5847.9893,3815.7852,800.9593,-2760.4365,-3699.0421,4900.5738,56.6710,4910.3088,-3300.6306,-4797.0316,-6392.9601,304.3324,-1234.0367,4168.4338,4651.5775,6629.9601,6437.6667,-6755.7273,3908.0851,572.9987,-2559.7938,2498.0663,-5486.2111,2033.7237,-3975.7170,3957.3378,-4845.8901,-4238.9080,0.0000,5558.5434,5596.3912,-890.6522,-443.4616,4967.4328,-6444.0830,0.0000,5256.7479,69.1474,-433.6173,5740.0319,-4938.9490,-4756.3226,2676.7683,-2284.1201,-5218.3123,-1687.7069,1589.1311,4446.0510,-5306.9401,-3254.6845,-4546.2814,2892.8822,-4001.7620,2487.4913,3302.5770,1053.9119,-3048.7249,4413.1703,6120.2803,5048.5200,-5823.5703,-5659.6304,-6082.3578,409.3521,-1984.8413,-2872.1804,5290.9209,94.2760,2072.7600,-4436.6976,-951.1672,6566.2374,0.0000,-4013.6322,-798.4628,3383.5119,2016.9449,-800.3424,3205.7510,6274.4099,5492.0842,595.1220,0.0000,-4280.6062,2141.3330,-5866.2347,279710.7382,291522.4545,297783.0865,292516.3242,287649.3478,291519.5536,297596.8971,292734.2796,39933906.8008,39910040.2753,39921264.9674,39924656.5915,294509.6405,39917552.3602,-4780.3035,3636.0864,-3205.0501,598.6733,6523.6663,-1949.5195,-1528.4490,-5345.2034,-872.5797,-3046.7222,3186.2009,4158.9908,4465.3949,-4345.7680,-1544.1231,4132.5102,-6352.5436,-2998.4345,3365.5968,2814.2558,-6620.0291,-4088.6588,-5995.2940,1877.3880,-2501.8957,-4231.9818,5165.3516,-2722.1971,5135.8218,-830.9177,-369.2515,-467.4982,-3250.5776,-1180.7372,-3682.6503,6288.2114,3968.5827,4846.6293,-3587.1913,3850.2759,-2054.9549,4060.5241,0.0000,-3670.8855,3751.2949,-6297.1304,-3994.9949,-3567.9058,-1588.0620,0.0000,-3841.8239,5176.4598,5334.4795,3089.1906,3033.5361,1706.7613,-4760.2889,-4425.6838,4376.5181,-3738.2389,1849.6195,-4224.1799,3720.6518,-5874.4519,-3300.1055,4249.4971,-5564.3402,-5436.2954,-5656.2695,-4056.5269,-6132.6692,-3289.3561,-1472.8530,-1209.1105,-3739.8190,-1077.1897,-680.6697,-5049.4943,3187.3623,5943.8334,1774.8230,4377.7565,5312.1444,-4909.0741,-4259.9149,1871.6673,0.0000,3666.2626,-5523.9785,4733.9015,-3574.9647,4347.9237,-4119.9251,2352.2756,546.3387,-4277.0102,0.0000,5374.6883,4965.8617,1564.5870,-207842.3876,-235717.0789,-214683.5407,-215931.0028,-223567.5848,-221847.1869,-221829.2748,-219163.1786,-69828193.3723,-69826429.6682,-69855870.6950,-69836269.3891,-219259.3991,-69830511.2442,4636.4830,-4481.2021,-4287.0550,4893.6309,2124.6749,-3257.4041,-1289.3491,2941.8983,548.3332,-907.3458,5284.7726,4213.3646,-4905.7349,-5149.9584,-3014.9999,3953.5077,2636.6715,5442.1352,4618.6580,3975.2610,1055.4110,2355.0005,-647.2959,-4624.1950,510.4097,-5451.8180,-4463.0536,-4616.9965,-128.7647,926.4043,-1317.2848,-1416.9781,-4206.0629,6765.9167,5236.9820,-414.6516,1443.0178,-4466.8926,4172.0173,-4150.1678,-4503.5172,3642.0379,0.0000,-1887.4484,888.9032,2392.3389,5604.6856,2926.1889,1943.1758,0.0000,-2458.6451,4581.4784,4203.8628,-2352.3794,-3350.5464,4674.7018,4014.5160,4470.3038,-1065.3513,-5564.4641,6480.3919,-3134.1208,-2385.7341,1532.8976,-3528.2643,-4445.4193,630.8872,-3248.5369,-1366.7568,5407.3390,635.1946,-4179.0595,2807.6903,4440.4405,-142.0560,3831.2362,-3215.9732,-4681.3838,-5799.7709,-1958.3098,4080.4941,5277.0968,3564.1338,-2048.3640,-5224.2026,678.9326,0.0000,-4302.7321,-4054.7269,3572.9551,-5633.9966,-4899.2871,4289.0831,-1704.7393,-4191.5209,-5366.2051,0.0000,29.7015,4170.7807,3267.1315,-68770.1613,-75981.2067,-68778.0036,-72054.5693,-65946.1860,-70972.1193,-80048.6146,-71029.9011,-22175641.9753,-22210576.1346,-22182573.2252,-22195752.5707,-71242.7853,-22187664.4673,
600.000,-3593.7814,5370.8426,-5843.5415,5579.3631,503.1496,4236.8117,6239.9112,3120.5006,6435.6226,-6135.3689,-1115.2551,-1360.9020,3113.3758,-1057.7185,-6546.2314,5334.5605,-936.8170,-4190.5675,-2193.4350,6106.2235,-1195.4342,4291.4495,-2824.8175,-4079.4205,-6633.6490,-1837.7558,895.9219,2710.1945,5513.4394,6369.7097,5635.6064,-6864.5846,3342.0583,1244.6312,-3697.1407,3742.6489,-4066.4781,3787.9033,-5508.3097,5481.9813,-5784.6042,-2347.5096,0.0000,4764.4395,6321.0072,-2075.4276,330.0737,3250.0882,-6902.1906,0.0000,5191.5196,2141.4571,1618.3293,4560.0691,-4265.1349,-3115.9882,572.3782,-3938.9008,-3961.6754,-1743.5686,-417.2257,2719.5704,-4795.9592,-4357.7124,-4905.5530,4628.0521,-4872.7633,733.4085,1618.0644,-950.7287,-2395.0209,2541.8165,4829.0470,3536.7792,-6321.5550,-6322.2594,-5405.1848,-1413.8311,-3397.9668,-1815.4661,6366.0096,2105.1485,3638.5522,-5668.2216,-2761.2137,6504.9915,0.0000,-2879.5254,-2392.4623,3935.6818,1619.8790,1001.3944,1738.2664,6178.6989,4904.4890,-1378.8730,0.0000,-3126.3311,4043.3324,-4562.9946,283939.5719,296344.9777,302427.5587,297335.1211,292165.2067,296182.0632,302087.5193,297288.4331,41453209.2551,41429057.0036,41441198.6952,41444030.2561,299031.9798,41436804.2416,-4790.0716,2289.2164,-2304.2130,-1117.8832,6890.6078,-2943.4374,-2993.9769,-6185.4234,-2039.5988,-1700.0247,4681.6588,4824.3625,4546.6784,-5147.2575,38.3454,3557.4689,-5736.4130,-1349.3347,4883.9168,1348.2227,-5982.3836,-5257.0058,-6055.7335,3834.1521,-1307.0387,-3844.5586,4995.4703,-4335.0051,3865.6352,-2033.4645,-1600.2614,752.2908,-4926.5459,1007.4612,-1842.3451,5316.0421,4839.9934,4813.5896,-2835.9591,3182.5745,-245.1961,4766.2846,0.0000,-5006.5549,2408.1627,-5179.4661,-2067.1357,-4447.1541,-96.1839,0.0000,-4616.3207,5234.9558,4730.3247,2948.0163,4712.3162,2970.5281,-4992.6038,-2981.0362,4917.5188,-5380.5975,824.3619,-4508.9115,4925.8505,-5330.9578,-1257.9692,3848.4970,-4716.7908,-5040.2835,-5876.6332,-4737.9046,-5798.8981,-3873.4080,-2554.3597,-2582.0907,-2285.8392,661.9632,1139.4809,-4079.9372,4197.2952,6638.2032,527.4944,3539.3941,5293.4616,-3938.7967,-3036.8956,281.9057,0.0000,5284.1212,-5916.6062,2953.3162,-5264.9512,5217.4854,-5525.5290,653.7815,-1470.5323,-4880.4791,0.0000,5860.6044,4440.3552,3025.8386,-201944.3716,-229419.8556,-208488.2172,-209764.4792,-217352.0072,-215381.0004,-215593.1147,-212702.4894,-68936941.1381,-68935002.8804,-68964498.3176,-68944302.8346,-212988.1449,-68939198.6508,3418.8365,-3753.1033,-2927.4411,3812.0342,649.5106,-4526.0345,247.4360,918.0193,-1270.6724,-2629.0365,4673.7153,4627.5128,-3870.9477,-4293.5423,-1674.7842,2487.7338,3759.8636,5182.0795,4205.7073,2941.9063,2772.9351,596.6250,1601.7248,-4071.0230,-1305.6252,-5437.7393,-4729.8711,-4467.8537,-1646.5554,-911.2175,-3002.0149,387.8647,-2842.2946,6703.1050,5520.1660,-1924.9255,2817.9716,-3169.6067,2780.0156,-2740.7991,-3802.8487,4412.8985,0.0000,-387.4667,-671.4108,3873.5326,6569.3952,3950.3957,447.7561,0.0000,-386.3388,3976.4785,4616.7823,-4307.6846,-2100.5693,5370.1693,4547.0531,4514.9617,-2768.5529,-3971.4309,6861.8186,-4440.4432,-638.5316,-275.0733,-4285.6119,-3154.5082,-1187.7865,-4512.2229,-2762.3707,4844.1167,2812.8232,-5128.4656,4199.3572,5241.5461,-1659.7932,2735.5232,-4158.8163,-5379.4713,-4309.7391,-173.8075,2650.5412,5482.6216,1998.3214,-563.8287,-5431.3320,2157.4111,0.0000,-3441.6988,-2616.4371,4731.1914,-4271.0760,-3913.6863,3480.2223,-3036.2288,-4671.1479,-4660.0704,0.0000,-1765.6283,3255.9046,4187.8286,-68881.9334,-76074.8053,-68896.6276,-72277.7642,-66043.1950,-70778.3639,-80172.4602,-71562.6532,-22175189.0672,-22209753.0181,-22182361.4802,-22195375.5362,-71335.8431,-22187154.0051,
