sl_20_5400_20310703 Coordinates.csv
2031/07/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:54 2024,
Start: 2031/07/03 07:47:00.00, Stop: 2031/07/03 09:17:00.00,
TIME_UNITS,STARLINK-3550 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-30576 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-6215 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-30576 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-30576 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,790.9430,-5955.9689,-2658.9059,4589.0068,-281.5030,-702.6554,2264.7432,-5821.7548,-4192.8442,-5247.8675,5956.2520,4636.3057,384.6584,2040.0783,3032.4996,-1295.0200,0.0000,-5958.0776,4356.1068,1945.1834,234561.4005,248664.4044,248329.6404,246306.9095,250228.4669,250919.6822,254129.2882,250421.7697,105822493.5159,105864512.4311,105816645.5753,105835646.9551,250250.9472,105829950.5377,4197.4442,3664.5042,-1106.7875,-157.4160,-6370.1208,-5484.7663,6076.1960,3718.6318,2811.9915,3836.1746,2267.1447,5037.4845,4334.4422,-6218.2765,-2856.4157,-4892.1223,0.0000,1169.6826,-651.4691,4810.1267,-224794.3042,-227304.4131,-217915.3988,-223206.3010,-231338.7249,-227174.2974,-221920.0050,-224280.1172,7144617.8096,7156437.1919,7165226.5846,7151577.3072,-223206.9507,7159411.2285,5413.2929,-449.4200,-6313.4318,-5175.4525,2672.3538,3959.0699,-2412.2407,-658.4794,-4704.6478,-2241.0410,-2715.9873,-681.5762,-5359.1522,1994.9082,-5444.0463,4715.9415,0.0000,3406.8222,-5255.5147,4561.9212,-126007.9072,-130946.1963,-126765.7174,-130040.3588,-123991.0184,-129030.8630,-137986.3245,-127783.5723,-29060255.8530,-29077636.6781,-29050769.3257,-29041458.9363,-129222.7759,-29048300.5966,
300.000,2724.6188,-5752.3567,-2188.5292,3600.8340,-1571.9587,-2299.7242,3824.6367,-4612.9963,-2833.1603,-4425.2683,6269.3435,5406.0588,2431.3604,552.5391,1628.5239,-3296.9995,0.0000,-4525.5469,4480.5576,3897.9494,239131.9805,253176.3055,253063.8269,251150.8118,254876.1495,255431.8325,258745.8628,254725.0529,105643190.1743,105685150.1228,105637126.8014,105657072.3159,254854.1767,105650725.3286,3189.4753,3024.3287,1043.3732,-2061.9471,-5339.6718,-5893.3619,5681.6310,4727.0873,4467.5017,5203.7520,2893.6878,4097.3311,4505.1826,-5815.9409,-4457.2562,-4123.5922,0.0000,1673.6536,-2679.4400,4130.9522,-219941.0348,-221736.3162,-212573.4491,-217727.7603,-226092.2337,-221676.4620,-216680.6273,-219264.4256,9456664.5749,9469220.0314,9476829.8139,9463741.2438,-217923.6617,9471469.8281,5472.4472,-2625.7452,-6501.9141,-5536.7719,4097.1626,2502.2321,-970.7791,-2132.9082,-4431.0976,-773.7929,-535.0831,1138.3414,-4630.9881,3556.4634,-4946.7912,4469.8166,0.0000,5015.0398,-4445.6425,3935.3020,-126004.9306,-130803.3450,-126786.8467,-130160.1400,-123988.9360,-128737.9134,-138010.7313,-128030.9602,-29061566.1770,-29079121.8280,-29051615.1575,-29043045.1978,-129215.6222,-29049674.7304,
600.000,4414.8239,-4922.7055,-1579.5247,2308.5778,-2750.4815,-3633.4467,5004.2449,-2949.9788,-1232.0891,-3168.4143,5892.8259,5637.4878,4218.0974,-1026.3105,106.7841,-4988.4046,0.0000,-2638.4781,4196.2461,5470.5322,243604.0565,257571.5895,257686.5621,255901.8824,259413.9197,259818.3572,263252.8470,258936.4433,105413380.7548,105455264.8584,105407131.6659,105427974.5615,259345.9279,105420993.6394,1917.4041,2095.6535,3107.0870,-3796.6598,-3791.3045,-5703.4774,4738.6583,5297.5410,5707.2163,6049.1970,3210.0609,2732.8728,4275.8181,-4837.6552,-5633.3721,-2995.5532,0.0000,2074.8481,-4417.1372,3086.0446,-214994.8139,-216060.2927,-207138.5442,-212144.9379,-220748.8684,-216060.2984,-211345.7791,-214065.3624,11764293.0397,11777581.0274,11784002.4776,11771532.3232,-212545.5209,11779113.9282,4938.3007,-4530.1444,-5999.7913,-5303.9575,5080.0772,762.1484,575.3256,-3379.7949,-3677.5901,778.4141,1703.2638,2833.4179,-3401.8790,4722.1094,-3903.4254,3743.0632,0.0000,6093.9489,-3145.1007,2883.8474,-126002.1888,-130652.4797,-126812.4999,-130272.3436,-123989.2825,-128448.6913,-138030.7824,-128368.1289,-29062871.2289,-29080605.8663,-29052458.7616,-29044646.3482,-129208.3683,-29051048.9693,
900.000,5688.2250,-3543.5262,-887.5165,838.6502,-3710.1821,-4579.9728,5699.0659,-989.2218,459.2307,-1589.6271,4881.4063,5321.2164,5569.5219,-2544.7942,-1387.2593,-6201.8972,0.0000,-489.7855,3517.0891,6508.1415,247975.7191,261849.9186,262195.7915,260560.5929,263839.7357,264076.3625,267648.2739,263071.3965,105133172.7768,105174964.2493,105126768.3093,105148458.6607,263724.2482,105140862.8258,503.6546,1000.2051,4871.1408,-5187.1055,-1883.8418,-4922.3180,3328.9152,5386.7813,6404.4135,6296.3723,3153.3036,1068.9220,3655.0585,-3392.5909,-6256.8267,-1611.0892,0.0000,2347.0424,-5690.8621,1767.2922,-209957.5889,-210276.7058,-201613.1169,-206461.3994,-215310.9440,-210325.7299,-205917.7244,-208668.7104,14066400.0272,14080416.5810,14085643.0797,14073845.7551,-207074.8793,14081240.3313,3868.5180,-5966.4059,-4859.7395,-4501.8451,5515.3677,-1064.2152,2059.3339,-4266.5967,-2525.3556,2245.0523,3758.4689,4217.7849,-1804.2237,5362.4097,-2428.4941,2613.6785,0.0000,6530.1313,-1496.8863,1520.9648,-125999.6765,-130492.8712,-126842.6144,-130374.5561,-123992.0345,-128166.4809,-138046.4980,-128769.9305,-29064171.0402,-29082088.7824,-29053300.7830,-29046261.4124,-129201.0142,-29052423.3131,
1200.000,6410.5796,-1752.7892,-168.2258,-670.5652,-4359.9126,-5057.7133,5852.0990,1082.7287,2084.0058,165.3386,3360.0740,4501.5810,6355.4490,-3852.3221,-2715.0778,-6816.1548,0.0000,1701.5755,2494.0293,6908.9261,252245.0968,266011.6828,266589.5137,265127.5854,268151.6038,268203.2333,271930.2205,267142.5896,104802697.8532,104844380.0119,104796168.8503,104818653.8262,267987.2345,104810464.3379,-920.6992,-128.3354,6150.5834,-6089.2074,190.0253,-3619.4464,1580.8993,4995.0167,6483.6396,5929.0732,2704.5984,-736.2604,2687.1815,-1634.6789,-6253.7246,-94.4674,0.0000,2468.4800,-6375.9657,290.4662,-204831.3475,-204385.6338,-195999.6418,-200681.4839,-209780.8164,-204472.6677,-200398.7683,-203067.4644,16361884.9520,16376625.6848,16380652.7503,16369579.2339,-201514.1277,16376748.4240,2378.8604,-6787.4251,-3201.9233,-3216.0211,5356.2538,-2770.2776,3321.0634,-4699.3786,-1098.9771,3464.8903,5409.7946,5139.8355,-10.8182,5406.4263,-684.6218,1203.0614,0.0000,6277.8456,317.0366,-6.1818,-125997.3886,-130323.7620,-126877.1188,-130463.7746,-123997.1696,-127895.5920,-138057.8965,-129205.2946,-29065465.6445,-29083570.5656,-29054141.8641,-29047889.4570,-129193.5598,-29053797.7619,
1500.000,6501.3838,264.4670,526.4848,-2081.4358,-4632.7842,-5033.9414,5458.2520,3067.1067,3494.1700,1930.8136,1508.1260,3270.3687,6503.9216,-4814.2338,-3757.8426,-6768.4219,0.0000,3713.0803,1212.1531,6634.3176,256410.3564,270058.2764,270865.7817,269603.4688,272347.5795,272196.8232,276096.8092,271158.8584,104422111.6283,104463667.9053,104415489.3223,104438713.4488,272133.0340,104429953.6586,-2227.9666,-1160.4496,6808.4668,-6404.4228,2223.3477,-1920.5613,-341.8268,4164.5535,5929.3496,4991.6230,1893.7995,-2506.2179,1449.8428,254.0894,-5613.5659,1419.8609,0.0000,2423.4022,-6409.5916,-1214.7581,-199618.1168,-198386.8928,-190300.6336,-194810.5646,-204160.8811,-198501.2407,-194791.2574,-197263.2361,18649650.3454,18665110.4498,18667935.7638,18657633.4757,-195865.6963,18664540.7030,630.8886,-6909.5293,-1202.1497,-1584.1376,4619.7622,-4163.5955,4224.3824,-4632.4444,446.8338,4303.9171,6480.5190,5498.7739,1783.7366,4849.3218,1135.1527,-337.0085,0.0000,5363.5841,2095.7948,-1532.6818,-125995.3202,-130144.4254,-126915.9333,-130536.3225,-124004.6668,-127641.5969,-138064.9947,-129639.5660,-29066755.0779,-29085051.2051,-29054982.6424,-29049529.5885,-129186.0052,-29055172.3157,
1800.000,5943.3345,2295.3061,1151.6129,-3269.4596,-4493.1286,-4525.9034,4563.5483,4771.8066,4563.8849,3536.9415,-462.6615,1756.1962,6008.1163,-5325.6646,-4427.0494,-6061.2070,0.0000,5341.3207,-215.8780,5712.7887,260469.7042,273992.4670,275022.7037,273988.4500,276425.7681,276055.7203,280146.2083,275124.4083,103991593.7046,104033007.6582,103984909.5994,104008815.0212,276159.8452,103999510.2303,-3305.2336,-1985.3596,6771.3696,-6091.0446,4015.5819,5.0188,-2256.1321,2975.0697,4788.7037,3583.2768,797.7668,-4063.6065,48.4141,2082.5410,-4392.0020,2799.1072,0.0000,2204.0578,-5796.6932,-2616.0932,-194319.9627,-192280.1544,-184518.6464,-188855.3347,-198453.5724,-192412.2001,-189097.5779,-191266.9338,20928602.3809,20944776.6303,20946400.0547,20936912.7520,-190132.0532,20943523.3001,-1185.5994,-6320.3026,926.2560,218.4372,3384.9936,-5087.6410,4671.9380,-4072.9231,1944.0160,4670.0787,6856.6551,5255.3873,3384.4190,3752.8580,2828.9079,-1840.8628,0.0000,3883.4238,3642.1769,-2893.9261,-125993.4665,-129954.2843,-126958.9695,-130587.8297,-124014.5060,-127411.5206,-138067.8079,-130037.4464,-29068039.3789,-29086530.6900,-29055823.7478,-29051180.9498,-129178.3503,-29056546.9744,
2100.000,4785.1452,4121.0137,1670.9759,-4134.2094,-3941.2266,-3596.7964,3259.5265,6029.7823,5200.7715,4826.0109,-2332.6083,110.9277,4926.1401,-5323.2062,-4671.8048,-4762.1977,0.0000,6422.9366,-1659.5631,4236.5782,264421.3862,277818.8463,279058.4441,278281.7441,280384.3255,279779.5816,284076.6329,279038.4362,103511347.5573,103552602.8836,103504633.3110,103529160.0506,280065.9184,103519337.3708,-4063.9927,-2522.6985,6038.4250,-5170.0317,5392.5237,1961.5122,-3976.8688,1536.0757,3167.8537,1847.3650,-467.1490,-5247.9371,-1392.7732,3669.6724,-2706.2288,3923.6983,0.0000,1812.9401,-4608.4925,-3790.1273,-188938.9891,-186065.2525,-178656.2716,-182824.0403,-192661.3622,-186207.5546,-183320.1550,-185098.4948,23197651.3967,23214534.1468,23214957.7320,23206325.4215,-184315.7034,23212606.5047,-2873.5105,-5079.7250,2955.3289,1997.4256,1784.8907,-5439.0161,4615.5397,-3080.0299,3229.6348,4523.2454,6498.5215,4436.1843,4617.3447,2238.7683,4208.6473,-3147.0119,0.0000,1993.2834,4784.8585,-3943.5257,-125991.8226,-129753.1343,-127006.1311,-130613.3543,-124026.6684,-127213.8631,-138066.3493,-130366.2306,-29069318.5883,-29088009.0093,-29056665.8001,-29052842.7183,-129170.5953,-29057921.7380,
2400.000,3137.1473,5540.3785,2058.0912,-4607.7012,-3015.0672,-2347.6411,1673.6832,6715.4675,5353.6906,5667.9000,-3898.6131,-1505.5139,3373.8760,-4793.0415,-4482.0306,-2997.3980,0.0000,6851.6630,-2982.4333,2351.9416,268263.6899,281544.2644,282971.2245,282480.7675,284221.4592,283369.4718,287886.3459,282895.2487,102981600.4385,103022680.9831,102974887.7473,102999973.9592,283849.5566,102989662.1763,-4447.0020,-2730.3308,4682.2188,-3724.2493,6223.6295,3746.4831,-5334.7941,-22.8484,1221.9492,-43.4675,-1757.5669,-5932.2271,-2741.3923,4862.7378,-723.4369,4697.3878,0.0000,1264.7793,-2973.7697,-4632.8902,-183477.3370,-179742.8320,-172716.1372,-176726.5035,-186786.7594,-179891.4283,-177461.4522,-178785.6018,25455712.4169,25473297.6078,25472525.5922,25464784.4582,-178419.1881,25470705.2855,-4250.2078,-3314.6174,4667.4615,3560.8672,-7.9181,-5178.4802,4061.2368,-1759.0546,4163.8305,3879.5051,5444.5627,3130.6344,5348.8031,475.4590,5121.4444,-4115.6151,0.0000,-107.3327,5397.4718,-4568.9830,-125990.3842,-129541.5277,-127057.3133,-130607.7612,-124041.1359,-127058.2499,-138060.6310,-130598.9110,-29070592.7494,-29089486.1517,-29057509.4066,-29054514.1032,-129162.7400,-29059296.6066,
