sl_100_86400_20310216 Coordinates.csv
2031/02/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:20 2024,
Start: 2031/02/16 07:47:00.00, Stop: 2031/02/17 07:47:00.00,
TIME_UNITS,STARLINK-2666 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-2540 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-2557 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-2540 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-2540 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,985.1565,826.2409,5280.7245,309.5610,-5073.9277,4705.0574,-4078.5563,4473.4592,-1467.1976,661.2869,4140.9356,6518.4355,45.1033,-4116.6726,0.0000,-2298.3385,1826.4696,1893.7116,-6499.6494,2401.2115,-5758.9762,-1663.1713,-4914.4543,-4586.6698,-1710.4421,3238.2929,-2792.4784,-180.0304,0.0000,-3167.1045,-5132.6010,-5673.2819,-844.7959,5186.7988,-771.5649,-2510.5208,-3481.8603,4786.4894,-3418.9180,599.4871,6871.2383,712.2563,470.3001,-6486.2343,566.4395,6724.6785,-1475.0804,-567.3002,2456.8738,1396.7621,907.5774,6112.4345,-1272.8021,2920.3970,3805.5774,-1311.8952,3152.7954,-2472.3880,6541.7605,-2898.1885,3888.2017,-6667.6304,-5470.3287,1283.7465,4779.4309,192.2580,-5256.5260,6422.2525,4084.9731,-4861.9092,-3847.2885,1803.0378,-4222.8980,6184.5246,740.7445,-3945.8703,5047.2226,6118.3266,2578.1477,773.0347,4636.5450,0.0000,5441.3649,4929.2359,5798.3471,4992.5172,-4853.1670,-5360.1609,-3823.2448,-342.1272,-6839.4881,-2512.5991,3938.7883,-3093.3690,-6095.2412,-4497.9776,3331.2626,3920.2903,969.9542,4688.5100,-334552.9059,-345182.6108,-333504.6270,-336068.8801,-344585.0136,-342449.9925,-340567.9612,-339190.2006,-119141467.6201,-119149502.5752,-119174555.9778,-119162324.6158,-338911.9987,-119150432.4717,5499.1349,6667.3716,149.4502,-4644.5649,4650.0484,3371.0551,-5417.0283,1880.6887,-6666.5987,5360.4168,5408.2119,2081.9987,-3673.0718,3379.2060,0.0000,4784.1318,5038.2211,-5607.0426,-1653.6386,1919.7493,3252.9870,-2782.2622,-4061.3189,-1007.5547,4771.0887,-6123.2862,3203.6849,-5998.6082,0.0000,3320.2090,1341.1540,-759.3593,5255.5301,1690.5756,-4069.5089,-6316.1914,-4675.8150,-1484.5246,-5401.1770,-4074.6045,1139.8650,-4057.4668,-5659.1440,-728.4225,-5158.4604,-74.9671,-3921.4563,-6497.6381,-5719.8917,-6618.1604,5685.2959,-2814.5280,-6574.5600,-6173.6155,3480.5685,-3902.4048,2636.4825,6260.3913,-948.1757,-4777.2830,-3442.8707,490.5756,-2345.3391,-5147.3023,1475.7783,5503.1276,-2249.2415,-2264.9920,-1020.9203,-142.3529,-1512.8997,3757.1834,-3296.7717,956.3003,4057.3054,-3250.7132,-3786.7816,1499.7872,4304.7653,5667.7708,-3341.2721,0.0000,3797.8186,2718.0221,3093.8227,2272.8078,476.2369,-619.4184,-2173.7111,6907.2852,-842.4695,-6230.3197,2865.0018,-5116.4368,-2654.4116,-5030.0506,-4897.4219,5439.9866,6009.0980,1352.9072,-34745.0534,-47433.2744,-53087.7382,-48350.4804,-45994.2769,-49097.5619,-55177.2730,-53327.7117,-104832208.4644,-104811724.6038,-104826792.7286,-104822244.0456,-51599.7049,-104818574.1371,3626.5599,1235.2044,4346.6154,4940.4108,658.5894,3585.7829,-328.6698,4894.6801,1206.7443,-4367.9592,1236.6667,301.9564,5878.2853,-4336.1126,0.0000,4406.5376,-4410.6953,3374.1275,1765.4500,6227.5177,-2012.6814,-6139.7251,2558.9313,-5061.0915,4688.3989,249.4472,-5452.4628,-3399.1480,0.0000,-5057.0104,-4237.9194,3812.5892,4386.0527,-4012.7012,5498.2044,33.4102,-3692.3096,-4638.4922,2582.3646,5472.2056,-115.3761,5465.5269,3933.4302,1956.3475,-4416.9956,1174.2407,-5533.2048,2138.9431,-3102.3682,-1368.2064,3820.8528,181.5136,-1234.7292,63.1531,-4585.2370,5415.2158,5440.9643,1350.4778,2011.0972,-3983.9090,-4437.3542,-1813.2616,-2898.6593,-4257.2440,4837.0335,4080.3485,3718.6586,1196.7160,5476.8730,4859.7793,5515.1929,-5330.9935,-4184.5116,-2937.7492,5427.4258,-4609.0067,2799.1648,-2641.4948,4251.9826,-3891.9333,3909.0444,0.0000,1568.7023,-4058.6476,-2238.3283,4180.5693,4842.3416,4431.7316,5288.7125,-42.8418,673.9487,-1521.4226,4765.6789,-3249.5472,1946.9695,751.1671,-3332.1247,1224.9794,3188.3219,4685.6518,-134458.4764,-138610.7696,-133106.9213,-136087.7422,-130233.9168,-135910.3496,-144386.1131,-135276.8874,-39792721.0763,-39829723.2329,-39799154.6554,-39803500.4322,-135611.9493,-39805014.0468,
3600.000,-4035.5354,-2705.5279,-2431.7701,2929.0473,4066.6112,-4930.2938,5127.2221,-6744.7990,3412.0508,-3916.8900,-5440.3895,-5255.2142,3235.1237,176.6873,0.0000,-1954.2777,-4904.2921,2083.7344,5984.0866,-2700.2470,4703.3139,3290.8470,5994.6908,6448.5950,-2290.1298,-1223.1375,423.9742,2055.8467,0.0000,1501.8124,4418.9687,3123.0391,-2937.3399,-6541.6088,4877.8661,4393.8451,5503.6838,-5058.4126,4767.3483,3568.0124,-5707.4508,3746.3198,2422.7473,6126.5896,3965.2398,-4197.7545,5152.8020,2222.9621,1174.6360,332.4244,-3396.7391,-3303.3532,3710.5887,195.0306,-4221.8079,5416.5913,-6073.8048,606.8029,-3353.0478,5130.8850,811.5577,4431.6254,6111.5172,3087.7965,-1762.5927,-3442.6074,3590.6171,-3735.8491,-3653.7907,6202.5105,5121.4050,-5522.4852,5217.5963,-4409.4601,-4974.3224,6530.5071,-3656.2625,-3785.9985,-5706.6071,-4068.9909,-953.3380,0.0000,-5207.9521,-6839.7276,-5670.3158,-3748.7838,5842.0665,4443.1502,4497.3323,-1402.5209,6114.2768,3764.1545,-6657.0091,4916.3143,4293.7841,5561.8642,1321.3931,-5399.0456,-2847.0481,-3047.9769,-316312.4338,-319072.8750,-310427.1396,-313654.1682,-321597.5583,-314903.6540,-317507.4221,-315403.0829,-87856990.1966,-87864010.3742,-87886092.4768,-87874382.0114,-315309.4847,-87865405.8191,-1039.5328,-3900.2875,3536.8575,6007.3918,-1355.2733,1249.3534,2160.1558,199.7621,5521.5575,-5454.4503,-3522.5484,360.4525,281.6889,-5446.0648,0.0000,-3775.7601,-2339.9953,3521.5497,1371.1230,2709.0214,-4459.9282,-1640.4061,2733.5714,-1680.0561,-5494.6711,5672.4450,-6197.3452,6511.3341,0.0000,-6468.8689,-5042.4262,-2703.3738,-3064.6733,1665.9626,2795.9584,3625.1394,4119.3220,4532.9831,1818.0488,4810.3804,565.0793,4263.2252,6423.9858,-1153.1889,3968.2582,2254.9548,2108.2476,6035.1017,4954.9870,6198.6523,-2401.4578,3933.4651,3766.5570,5757.2886,933.8770,1667.5904,504.5035,-6083.2755,1409.7403,923.9340,4270.6889,-2985.1343,-137.2997,2976.3260,1619.3264,-2369.4890,-2012.6333,3350.0060,4877.2862,-2669.0129,-2504.3335,-455.3879,-1398.1078,2490.4775,-3588.0419,2006.9305,5794.7707,1832.4832,-3166.6286,-3160.2070,5076.3438,0.0000,30.1861,-385.9095,-2878.4113,1859.6857,-3405.7414,-3083.4639,-2299.7691,-5470.8476,-1454.3404,4961.2814,-1179.3418,918.4429,4296.5479,2229.5034,4837.9694,-3129.5444,-6135.0737,3481.6642,-117572.6890,-130959.3431,-137321.5368,-135450.0002,-128794.1932,-133320.0243,-137584.0844,-132489.7328,-132087528.1130,-132063233.9326,-132088778.9296,-132082713.3330,-134222.5178,-132073149.1207,-5207.0638,-4918.3482,-5338.2976,-1231.1449,-5430.2033,-4538.4480,3880.0859,-1451.8661,2425.4525,1754.4739,2425.5304,-4383.5478,-6133.6237,4165.4665,0.0000,-5444.6780,4301.9075,-5457.9399,3220.6788,-5808.0551,-2401.2365,5878.7138,1953.5071,1778.2592,-3516.7242,3782.7313,3013.9524,-947.6220,0.0000,1567.4486,1042.1198,-5508.9074,-5448.5313,492.2591,-3991.1381,-3713.1565,-554.2733,643.2236,-4647.0502,-3347.0486,3948.6252,-3845.7489,-815.2980,2751.0464,3854.0021,-4895.1524,4132.2803,2398.5293,4721.2765,-3017.6575,-5526.6725,4342.6003,4280.7062,-3668.8937,5364.0611,-3782.2044,-3082.4191,3120.7668,-5879.5181,4447.9068,5255.8982,4394.9649,-2540.5328,5266.3245,-6542.4999,-5444.8807,-5450.8660,-4762.6085,-3273.5600,-1336.1524,-3894.5724,3867.5603,4112.2006,4691.8891,-3001.9713,807.4248,857.1284,5369.5307,855.8967,4602.9371,-4625.8271,0.0000,-4407.3049,1083.2647,-2789.1612,-5493.7090,-1275.8236,-4432.8627,-4685.4563,-3996.0060,2897.5336,-2942.2226,-920.2329,4600.9920,3329.3256,3185.4412,4572.4635,2739.3827,1229.8110,-4948.8315,-134814.1393,-137641.3510,-133574.1840,-136986.6728,-130393.4968,-133393.6904,-144614.4464,-136134.5913,-39790322.8040,-39823155.6784,-39799894.9308,-39805089.4185,-135644.9002,-39802146.6125,
7200.000,5632.2508,4656.2606,-280.8704,-4152.2515,820.1454,3934.2950,-4516.5953,5979.6677,-4703.8123,5424.0456,5172.4005,2085.7942,-6180.1352,3151.6966,0.0000,5620.0594,6739.5406,-5817.9686,-2823.4953,3603.6003,-1209.2747,-5045.1211,-4522.1001,-5586.0083,4956.1791,-2183.1661,1231.4227,-3232.3203,0.0000,445.4848,-1618.0017,-439.6698,6142.4630,4309.1059,-6738.8377,-5013.6755,-5064.0869,2745.6428,-5345.0005,-5431.1970,2782.3162,-5905.5830,-4185.6142,-2513.6005,-6539.6483,5.3592,-6903.3324,-3559.2224,-4776.0626,-2771.9350,5724.4473,-1964.1906,-5444.1688,-3963.9929,4338.4607,-6759.8862,6153.6314,2456.0289,-1183.2636,-6059.4148,-4663.9092,-1024.4631,-2081.1506,-6399.8938,-340.5939,6131.1027,-1609.8013,-522.1463,2551.5260,-4777.0505,-5026.1621,6430.8381,-4591.2884,1880.9047,6273.9846,-5910.4387,590.2495,712.8973,4136.4979,6461.3478,-2570.7737,0.0000,3496.2976,6204.3768,3197.8460,2405.3724,-4239.1586,-3126.5130,-4399.2968,3664.9848,-3234.3972,-4085.1571,5704.3616,-5448.8084,-278.4911,-4452.7308,-5355.5188,4856.4619,3734.8275,1182.4304,-277751.8691,-271517.0041,-267787.4697,-273610.3823,-278663.1077,-267855.3531,-274698.8603,-271640.3390,-50590488.4280,-50598617.9052,-50613434.5473,-50601346.1508,-271922.0189,-50598846.6169,-3142.1645,-509.4865,-6367.0318,-4113.0046,-1126.7998,-5182.8526,2613.3782,-1771.4889,-2188.5477,3898.1319,-91.3292,-3754.2507,1588.7603,5995.3004,0.0000,2676.6673,-286.5134,-1020.1904,664.6340,-5594.5603,4292.9754,4251.7388,445.8290,3076.6183,4815.5052,-3553.8062,6669.5355,-3923.7613,0.0000,6076.3367,5878.8110,5902.1041,947.4056,-3937.3510,-1429.9423,1067.4213,-1538.8132,-4947.9825,2333.7051,-4027.1500,-3115.4651,-3435.4945,-4717.7130,3317.9877,-1876.1507,-4677.0348,-632.2702,-2517.0991,-3547.8676,-3213.6893,-965.9813,-3974.6352,629.7442,-3206.4964,-4645.3396,302.8876,-2495.0202,3357.8717,-3139.2284,2659.0118,-4477.1455,5347.3669,3386.6262,-721.2851,-5267.6697,-702.5362,5855.7645,-4374.2786,-6349.9682,3864.1282,4719.8392,-1931.5370,4944.1397,-5666.0935,2097.8081,-65.4416,-5614.3005,-5381.2151,-968.6426,394.5803,-5925.1760,0.0000,-4354.9011,-1786.7185,412.6579,-5584.7656,4393.7113,5914.5304,5209.0338,1975.6459,3931.3561,-1081.5720,-876.5402,3306.3591,-1997.2091,2270.1550,-3552.8640,-1163.8078,3149.1313,-6568.9031,-193699.8624,-205971.7320,-212764.2984,-212065.3813,-203380.9244,-209181.9578,-211803.6057,-209910.2913,-150292757.7542,-150264380.8210,-150298493.1868,-150288778.2270,-208352.3792,-150277415.1270,1675.6505,4963.2837,2493.6471,-3470.7946,6758.0096,2010.1533,-4347.3817,-2956.3513,-4604.9302,1882.3395,-4607.9243,5326.9641,2719.7857,-1122.1339,0.0000,2975.2438,-1620.9183,3392.3392,-6302.9267,2008.1205,5269.4269,-2156.5070,-5161.8004,2627.7129,98.0725,-5539.8491,1312.5408,4646.7287,0.0000,3067.2540,2970.6145,3501.6910,2993.0491,3418.2826,-159.7548,4453.3786,4413.4313,3805.3188,3673.5096,-1152.8082,-5581.4202,-521.6492,-2837.7433,-5404.4804,-353.9097,4963.5551,-275.3438,-5311.8334,-3601.2952,5431.2828,3747.6510,-5072.9827,-4045.8896,4532.6382,-2687.1397,-770.2941,-1589.9163,-5468.5523,6035.3803,-1812.6493,-2203.0872,-4284.7291,5280.5993,-2185.5569,4535.0756,2984.8879,3105.8421,5319.7394,-1002.9636,-3105.1948,-262.5627,799.2905,-808.0265,-3485.7397,-1687.2374,3513.1345,-3984.4870,-4150.1266,-5033.8294,-2438.3218,2503.2646,0.0000,3904.0343,2523.6013,6139.1600,3254.8009,-3175.5406,2024.3269,949.7938,5513.2799,-4699.6465,5427.1549,-3641.4048,-2384.4133,-6635.2968,-4601.9047,-2207.5410,-4647.6108,-4845.3078,1136.6954,-135166.8637,-135765.5565,-134582.1920,-134583.7290,-130892.0280,-136423.3953,-144225.4369,-134820.0408,-39788672.3007,-39815648.7360,-39800687.5778,-39806006.6302,-135663.6496,-39799261.2118,
