sl_100_5400_20310703 Coordinates.csv
2031/07/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:50 2024,
Start: 2031/07/03 07:47:00.00, Stop: 2031/07/03 09:17:00.00,
TIME_UNITS,STARLINK-6141 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-3968 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-5008 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-5738 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-3968 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-5008 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-3968 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-5008 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6741.1194,-1744.8069,-5072.9052,3227.4667,4152.6592,-5247.8675,4123.6426,902.5740,-3882.1281,-2791.0591,-1951.7282,4258.4151,-2509.7095,-4137.2558,1484.8592,-6608.8946,710.1520,-3355.0901,5336.8111,6037.0374,5257.1847,-3153.3742,5975.1465,6821.0444,-3904.2498,-1979.9571,-2337.5168,3445.2184,-5280.1216,-5035.3769,497.6232,3882.6808,2486.0182,-4775.8995,3446.5183,-361.4071,5459.2443,991.8953,-2223.2716,-3458.0044,-6327.7556,5622.9615,4585.1618,-3818.3210,-4892.8002,3297.3882,-2508.5859,-2728.9966,-1885.7263,4005.2308,5040.4821,-4983.3464,6085.3003,6421.4467,0.0000,-4830.3715,-4201.3741,0.0000,6779.1644,-832.8597,-2230.8708,1975.0009,-6071.4236,-6477.9976,-2341.9208,-4997.8078,-2533.4362,1380.0007,81.3882,-4539.5250,3063.5082,-4956.5050,4797.7531,-5020.4844,1954.5662,47.1668,-2464.8999,-238.4227,-1606.6237,3557.4680,-5387.3587,1402.1856,-338.4241,-3956.6739,5016.7492,-6691.2899,3525.9267,3469.1150,-4587.7400,3897.4693,2520.8004,-6496.5859,5970.2801,3417.4041,4006.5582,-2539.4720,-4699.8237,1216.6622,5256.0828,2310.9155,234561.4005,248664.4044,248329.6404,246306.9095,250228.4669,250919.6822,254129.2882,250421.7697,105822493.5159,105864512.4311,105816645.5753,105835646.9551,250250.9472,105829950.5377,-1140.2315,5024.0807,-244.9470,5759.9389,21.1671,3836.1746,-1226.7551,-6620.6405,2056.4463,-5826.3280,-5806.1514,4875.5170,6286.8405,-3117.9272,6606.8047,507.9463,5307.0238,2409.0767,2877.7818,-3380.5814,-3117.0380,-6118.1149,3352.0792,213.9001,1572.8395,3741.3454,-6060.2697,-5272.6292,4161.1982,2551.4652,-6682.8816,-1346.8099,1104.7728,-4803.8122,-5742.0068,4913.6930,321.9556,-5897.0679,-3780.6652,5093.2803,2639.6628,1534.2289,-3691.5628,687.6297,4571.3623,4474.6852,5208.4148,-6126.0572,-4964.6462,4745.1279,1827.2775,-3534.5252,2514.0591,-1623.8380,0.0000,-4510.3546,5498.2900,0.0000,-859.1946,-5942.5924,-6062.7657,6491.3522,-165.2089,-2464.1878,-6412.0380,-616.8769,6261.9781,5346.3377,4036.3535,-3.3269,5999.3169,3646.7996,-4072.9049,4106.6686,1758.7139,5141.9254,4411.5564,-5264.6325,4282.8757,-4083.6970,-2017.7114,4644.5604,-5011.8832,-4768.1376,-1817.4719,-613.1487,2555.6589,-5886.3842,4501.4858,2289.2301,6280.6138,2341.2649,-3311.1366,-5828.4270,-5203.7473,-4363.9627,-4239.0402,-6222.6834,-3671.3704,-4519.8590,-224794.3042,-227304.4131,-217915.3988,-223206.3010,-231338.7249,-227174.2974,-221920.0050,-224280.1172,7144617.8096,7156437.1919,7165226.5846,7151577.3072,-223206.9507,7159411.2285,935.3568,4347.7963,4709.4318,1858.8956,5366.6914,-2241.0410,5225.4159,1514.6794,5308.7044,-2173.6948,3149.3242,-2493.1840,-280.8213,4249.8907,-1059.9426,1881.6024,-4260.3611,-5488.3228,3194.7984,116.6823,-3108.9227,794.0792,467.7883,-1166.5140,-5323.2281,5336.2082,-2468.3119,-2426.0879,-1517.2267,-3758.3292,-1797.2723,5489.5299,6340.0161,1545.0715,1617.7049,-4591.0512,-4186.0213,3444.1404,-5261.4445,3106.8059,-1268.4268,-3655.5603,3610.4034,-5775.1151,1638.2708,3733.2581,-3195.9731,-1565.5191,4266.3297,3039.4830,4141.4266,2861.2696,-275.2303,2012.6015,0.0000,1596.0966,-33.7270,0.0000,-852.7691,3489.3951,2465.8304,-636.2416,3280.6891,50.6201,-1009.0169,4689.0032,1451.0293,4065.9496,5363.2807,5181.7718,-1592.6937,2906.3998,-2872.1687,2443.8216,-6414.0329,-4296.5072,4673.8701,-4434.6927,5091.7819,-4136.6252,3840.4906,4641.5354,-4623.5309,3005.4666,-4350.6780,-392.2557,5383.9607,-786.5483,2428.7907,-5155.2582,1484.1407,320.6716,-490.2611,-913.9518,1988.2801,4553.1474,2682.8808,2505.2592,-2306.8064,4686.0324,-126007.9072,-130946.1963,-126765.7174,-130040.3588,-123991.0184,-129030.8630,-137986.3245,-127783.5723,-29060255.8530,-29077636.6781,-29050769.3257,-29041458.9363,-129222.7759,-29048300.5966,
300.000,6362.7608,396.8644,-4848.0751,4622.6444,3621.7292,-4425.2683,2792.9091,-726.3982,-2240.0208,-4037.7491,-1101.9228,5423.4787,-950.2886,-4791.2384,2849.2028,-6662.4533,2172.3068,-1830.8420,5065.3138,4989.3530,3634.2293,-3655.5930,6369.9950,6788.3771,-3347.9960,179.1250,-3638.3381,2506.9180,-4556.8304,-3316.6357,-1037.5134,2961.5199,2231.5936,-4666.3551,2431.6214,1810.5424,6181.6583,-308.3547,-4152.1461,-1712.5362,-6117.9534,6540.5898,3719.1456,-4860.4315,-3333.5363,3845.8765,-703.2787,-3878.2047,-3614.4315,4748.5133,4976.0519,-4938.4496,6269.0991,6137.1069,0.0000,-5898.2429,-3047.2871,0.0000,6066.8728,-1421.8033,-3479.6718,2993.1362,-5032.6409,-6596.0932,-3281.0379,-4990.9577,-1111.9736,2614.9506,2258.7246,-5028.6447,4434.0574,-3301.3158,4118.2371,-4148.7162,-131.5859,1701.9806,-560.7781,-2247.3232,540.8377,1550.3600,-6335.6535,2807.0601,-2010.9819,-5265.3882,5077.4375,-6543.7967,1643.3176,2142.7973,-2998.6610,4120.9737,3934.3235,-5740.8496,5190.3029,2307.8318,3118.7259,-4123.3768,-5842.4224,-276.7448,4724.8963,385.9415,239131.9805,253176.3055,253063.8269,251150.8118,254876.1495,255431.8325,258745.8628,254725.0529,105643190.1743,105685150.1228,105637126.8014,105657072.3159,254854.1767,105650725.3286,-2604.0225,5014.0684,1895.6173,5057.9446,-2114.0942,5203.7520,-2974.8215,-6171.7933,3479.7244,-5475.3335,-4659.2481,4255.8113,6462.9332,-1044.6827,5714.3826,1762.5077,3943.1399,3962.5466,1121.1435,-4504.6045,-3779.6744,-5736.4433,2189.7366,-1299.2870,3599.6656,4136.1954,-5872.8203,-6229.4520,5160.0995,3392.1885,-6852.5551,-3313.5737,-1097.4533,-3767.8954,-6445.4975,4830.3436,-1194.4121,-6641.6182,-3124.3081,5009.0961,3228.2839,286.9466,-5286.5620,2149.8155,5243.2884,2616.5927,4832.5586,-5683.7698,-4990.5504,2981.3752,-310.1888,-1798.1499,928.8216,-3163.6847,0.0000,-3384.6961,5955.9641,0.0000,-1993.8174,-4512.3672,-4741.2845,5639.2011,1278.1950,-1231.7147,-5429.5100,1537.8795,6820.4252,3829.2580,3835.2340,1931.5151,5312.9727,4145.2126,-2922.1149,5462.5801,952.9948,5763.8199,5362.5275,-4509.6041,4075.6267,-4780.0481,-413.2865,3057.2260,-3778.1078,-4235.5705,-3541.9166,626.7526,1841.3552,-6030.9115,4788.9754,138.6060,5705.0024,3656.0764,-4255.8944,-6348.2645,-6111.1806,-2867.0946,-3493.9785,-5536.4490,-4876.7643,-5411.2701,-219941.0348,-221736.3162,-212573.4491,-217727.7603,-226092.2337,-221676.4620,-216680.6273,-219264.4256,9456664.5749,9469220.0314,9476829.8139,9463741.2438,-217923.6617,9471469.8281,-612.9610,4677.9200,4569.0299,350.6458,5334.9352,-773.7929,5399.6309,2880.5981,5509.0345,-396.9006,4947.1643,-760.8626,-1802.5064,4565.6512,-2493.9040,91.8327,-5153.6898,-5303.7115,4475.4550,1635.9961,-4419.9577,-1333.1007,-1345.4607,374.7297,-4677.8333,5408.3065,-734.3866,-668.0064,287.5048,-4846.4177,-291.2051,5222.9051,6435.2495,3500.7994,-186.7072,-4329.0618,-2789.5950,1855.4650,-4462.6159,4416.1903,853.5958,-2112.1916,2435.2608,-4488.2593,2981.6732,4813.8905,-4449.2309,241.7569,2909.5263,4041.8111,4585.9025,4226.6612,-1811.7760,524.4255,0.0000,61.8192,1759.8942,0.0000,-2580.4928,5075.3690,3633.3798,-2388.1590,4545.7072,-1742.5725,-2718.2919,4480.5699,-80.1538,5049.3659,5026.1019,4296.8622,-70.5333,4266.7047,-4730.3514,1008.1484,-6865.6192,-2961.8510,4280.2555,-4696.2153,5471.2221,-4603.5790,2748.5242,5276.4108,-5319.1928,1336.7794,-3011.0935,1435.3981,6468.1174,-2520.5515,3906.2547,-5477.8149,-43.3134,-1219.9401,1330.3512,911.6363,202.3060,4582.9815,971.7577,3964.5055,-546.2599,4278.3448,-126004.9306,-130803.3450,-126786.8467,-130160.1400,-123988.9360,-128737.9134,-138010.7313,-128030.9602,-29061566.1770,-29079121.8280,-29051615.1575,-29043045.1978,-129215.6222,-29049674.7304,
600.000,5357.1482,2505.6354,-4197.2186,5552.3616,2770.6900,-3168.4143,1214.8282,-2308.3404,-411.9713,-4860.0999,-194.8871,6048.4880,724.1773,-4976.0135,3951.9505,-6045.7084,3463.0204,-167.2584,4317.3369,3447.6217,1634.6321,-3798.5769,6124.4128,6093.6372,-2493.8779,2308.9721,-4575.2453,1306.7351,-3372.1640,-1252.5711,-2469.5177,1795.3211,1831.7878,-4118.1121,1169.9629,3786.9198,6296.9474,-1557.2400,-5658.9517,231.4514,-5286.5675,6801.2186,2511.7932,-5450.3104,-1432.3944,4029.4739,1215.4788,-4638.1738,-4948.4815,5066.8779,4439.2119,-4405.7804,5752.9369,5258.0981,0.0000,-6358.4048,-1574.4032,0.0000,4742.9674,-1932.9094,-4423.7069,3726.9268,-3514.0349,-6069.7165,-3921.8218,-4533.6084,419.0996,3637.7989,4189.4556,-5054.2544,5371.7378,-1288.9627,2943.0458,-2883.3503,-2164.4099,3142.9012,1373.3586,-4055.0997,2645.6077,-609.0171,-6677.0524,3960.9066,-3522.1716,-6035.6358,4654.4438,-5689.1350,-376.4533,576.5943,-1085.1393,3987.6585,4966.1600,-4419.6512,3868.3817,948.4322,1915.1254,-5315.0132,-6388.3919,-1781.3785,3705.6609,-1552.2268,243604.0565,257571.5895,257686.5621,255901.8824,259413.9197,259818.3572,263252.8470,258936.4433,105413380.7548,105455264.8584,105407131.6659,105427974.5615,259345.9279,105420993.6394,-3817.4406,4550.4360,3853.6867,3851.8196,-4040.8464,6049.1970,-4447.9903,-5113.3196,4603.4980,-4556.5561,-2969.5190,3223.1506,5974.1733,1132.7949,4247.6677,2838.5948,2204.9999,5154.1397,-780.9998,-5203.2252,-4107.3919,-4758.4371,791.2118,-2689.4933,5250.5209,4162.9979,-5113.5279,-6514.7054,5641.5884,3931.6695,-6359.3943,-4963.2845,-3196.2166,-2319.4561,-6500.7587,4279.0289,-2562.9034,-6726.5346,-2199.5620,4465.2346,3501.7288,-965.7410,-6358.7760,3350.4489,5423.8660,466.5635,3948.1600,-4666.0099,-4525.2849,921.5268,-2425.5683,157.8846,-778.0840,-4391.2363,0.0000,-1911.0761,5833.6783,0.0000,-2956.9524,-2629.0392,-2959.9985,4194.9176,2640.1171,140.7150,-3896.7070,3535.9720,6711.0341,1941.8772,3277.0543,3646.3708,4108.9337,4258.6331,-1500.1162,6284.2870,-43.5825,5776.1955,5816.4188,-3350.4541,3512.7392,-5034.0169,1207.1047,1169.6721,-2194.9882,-3289.3050,-4889.9335,1815.7432,846.0826,-5582.3909,4630.4780,-2025.2216,4575.2851,4624.4399,-4775.9737,-6211.7969,-6394.6054,-1108.6775,-2405.0475,-4297.3713,-5569.4450,-5807.1102,-214994.8139,-216060.2927,-207138.5442,-212144.9379,-220748.8684,-216060.2984,-211345.7791,-214065.3624,11764293.0397,11777581.0274,11784002.4776,11771532.3232,-212545.5209,11779113.9282,-2094.7767,4494.5439,3939.2048,-1196.3615,4696.6032,778.4141,4955.1766,3927.0090,5110.8571,1424.6033,6205.7823,1052.8266,-3117.6696,4342.1065,-3651.8186,-1707.9725,-5475.2689,-4537.4096,5261.0127,2979.0091,-5243.3151,-3317.5014,-3010.6294,1875.6223,-3500.2489,4872.3369,1077.6825,1167.5898,2060.8442,-5382.1055,1245.9818,4380.6239,5835.0640,5084.0434,-1970.7864,-3562.9458,-1088.6584,65.5364,-3169.6714,5245.8387,2885.6031,-337.4483,996.5801,-2726.7794,4000.3718,5324.1968,-5155.7943,2022.5727,1225.0823,4608.2313,4505.6987,5102.1875,-3123.8145,-1020.1456,0.0000,-1479.4934,3363.8461,0.0000,-4026.6690,6120.9111,4409.0966,-3871.3174,5318.5004,-3349.1990,-4132.7927,3782.7653,-1602.6905,5475.5533,4099.3174,2944.4431,1459.2023,5144.8596,-6080.4397,-535.5062,-6586.4190,-1276.9176,3419.6385,-4446.3985,5244.1840,-4553.1447,1360.6197,5292.4431,-5420.9171,-477.8414,-1342.5751,3095.1457,6860.4891,-3978.3937,4954.4966,-5196.4420,-1566.1426,-2628.8983,3002.8184,2634.5053,-1606.0190,4094.1283,-846.0234,4977.8794,1275.8963,3408.8209,-126002.1888,-130652.4797,-126812.4999,-130272.3436,-123989.2825,-128448.6913,-138030.7824,-128368.1289,-29062871.2289,-29080605.8663,-29052458.7616,-29044646.3482,-129208.3683,-29051048.9693,
