sl_100_86400_20310502 Coordinates.csv
2031/05/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:47 2024,
Start: 2031/05/02 07:47:00.00, Stop: 2031/05/03 07:47:00.00,
TIME_UNITS,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-3875 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-5429 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-30576 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-31904 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-3875 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-5429 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-30576 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-3875 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-5429 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-30576 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4801.7874,3790.0295,-5054.4028,71.1912,-5426.0871,-5523.7765,192.3022,-6410.5290,4301.7021,-5518.1182,3246.9430,0.0000,-2704.2314,5867.8718,4358.6568,-5872.4835,-1376.1405,-2702.0016,6782.8353,6178.8185,-4008.1414,6010.9061,5007.7303,-1164.0298,5309.0979,3887.7931,5149.3132,-4864.4164,-449.4614,-4301.8296,1465.3077,-1166.8249,2715.6684,-5846.3635,-4454.6854,-4782.4212,-2054.8247,-4063.3309,-4742.1739,4485.8071,-4000.1175,5181.4301,-5623.3424,6679.0161,-4795.9100,-5331.9215,6757.4467,-4048.2179,2711.3009,2583.3385,6042.3437,4913.7901,-878.4884,-3187.7419,4276.7681,5386.4394,1949.8134,5887.3662,2930.7018,-1025.2900,-386.1715,-2377.9672,773.0496,-3180.9082,6362.6835,-4425.7345,-4759.8155,3608.5781,-2785.8699,-4227.0128,-3824.0116,-4741.2490,-1740.0446,2196.4213,5264.9553,3759.7799,-5353.6318,1794.3004,2165.1909,-3943.1311,-5171.9469,4445.7233,-2068.9664,4962.5617,-563.0075,1869.8476,5841.7533,3217.9912,429.0429,-5338.5017,-4094.5563,5838.1704,4704.3319,4893.5427,628.8177,-5187.5186,5931.9352,-1751.2262,-723.8398,3339.5152,375866.4447,394685.7192,392893.2749,387422.3686,382461.7909,386259.1969,392507.2205,387780.5798,33519404.8526,33526797.3084,33507582.2070,33509712.5228,389522.4542,33503184.3645,-4580.7617,-5254.6024,-510.6276,6903.5747,-1046.4162,3565.8644,-6872.5959,-2265.4171,-2965.4467,-657.5435,5049.9682,0.0000,-4449.5444,-2254.6860,-3113.8397,-3536.5382,-4889.5687,-5363.7326,845.7091,-1377.7647,4712.7880,-3027.7256,-53.9736,-6515.2615,-4221.5344,-1170.2490,-475.0302,-2285.6104,-5240.7637,887.1514,4986.0302,-6130.2169,-5273.3894,-3534.7354,-2194.4588,835.8980,6344.9437,5581.4491,-4857.9333,-4974.6306,1101.0321,1668.2211,2338.7044,-1074.6656,2741.2238,1468.2241,-1118.1109,-1147.0866,-3127.6690,-593.1571,-1924.5795,4510.2000,-5043.0544,-5295.4173,-3013.3127,1579.3512,-5015.2051,-3321.8752,-4656.1448,4930.4298,4295.8327,-5772.4147,-6754.3397,-2570.8831,-1500.6315,12.8934,-1602.6563,-2934.1998,-6226.8313,5186.4069,-2454.8417,4719.8391,4271.4876,-6471.9642,246.1167,4704.4081,3699.5043,3653.2328,4167.7921,3745.5193,-967.2107,3098.8918,-3551.0571,4478.3428,5032.0889,6335.3409,-2688.0994,-5852.6104,-5769.9626,1539.9495,739.5256,1480.1197,4364.9107,-3026.5624,6069.9534,4460.4926,-2262.3317,3687.4648,4932.0817,-5858.1851,-17256.0823,-37777.7865,-17322.5807,-18272.4992,-25705.2494,-24412.0965,-24502.8328,-21693.3897,-73799146.3577,-73832371.2696,-73816506.7495,-73798668.8378,-21814.1149,-73791340.1255,1108.7191,-2407.9381,-4671.5608,545.7342,4007.2185,2160.1825,-354.1592,951.5205,-4409.8031,-4122.6016,-3142.3949,0.0000,-4434.2540,2972.7726,-4390.8973,-118.2860,4555.6862,-3356.6502,164.6778,2791.4607,-2997.5713,1367.2103,4654.5786,-2050.2892,-1356.7286,-5349.6808,4529.3578,-4320.9451,-4602.5646,-5297.8276,4556.0512,2761.3907,-3586.3622,798.7476,4611.4577,-4923.7087,-1746.3379,-110.8112,-1036.8942,-1259.4048,-5438.8153,-4297.5834,3370.1114,1565.8530,4117.4373,-3952.3384,-919.2081,5303.0678,5462.1751,6400.8027,-2790.3034,-1779.0172,-4651.3025,3136.1265,4519.9040,-4056.3404,-4413.0042,1660.4268,-4229.7868,-4728.7409,-5430.8383,-2933.4448,368.8616,5596.4814,-1852.7670,-5325.5352,-4672.5107,5091.8152,-1106.1780,1242.4838,-4896.7919,-791.3866,-5109.0075,-475.4440,4463.3006,-3027.6242,-2162.1542,-5207.7362,-5075.1599,4251.0499,4470.3225,4289.7176,-5488.6039,-1754.0097,4550.9780,706.5756,2338.4170,-1677.0458,3466.5394,-4129.1459,5406.6669,3129.6321,-2621.1074,3795.9821,3185.1660,-388.2888,-2669.8666,5437.1056,-4809.9368,726.3660,19653.5319,18376.0173,22146.4123,18990.1592,24957.0011,19627.8381,10886.5408,20080.4017,-22651309.4607,-22669423.5733,-22662490.0166,-22668720.9663,19657.8854,-22660970.6758,
3600.000,4445.1673,-1799.5719,5367.1139,-2418.2179,4052.2199,4132.3318,1568.6040,4980.2558,246.8771,3097.5635,-4935.0635,0.0000,5529.4923,-6602.3339,-860.2358,5281.8655,5240.6343,4631.3593,-5126.0073,-3332.1647,-88.3172,-2896.3174,-2217.3905,-1208.0084,-3700.2747,-2516.6852,-5036.5620,6852.1073,4016.1574,4565.1559,-4942.6846,3296.3323,-526.1727,5713.3841,5981.9347,5561.6916,-329.5556,1727.9766,5214.7979,-1086.7490,3161.9546,-4766.1997,6248.8967,-4183.9708,4622.3935,1955.5907,-5482.8216,5814.7054,1057.5968,2471.3552,-5414.2147,-4520.0538,4679.1067,4751.5078,-954.6187,-4588.4556,1937.0338,-3194.6149,1118.9455,-1273.3125,-3815.5753,4443.5708,1537.7879,2102.4473,-2921.5735,6780.6563,5728.6420,493.3870,4321.1177,471.1973,6634.5674,1170.1934,-769.2412,863.9983,-5811.1014,-6102.1635,1654.7724,-5763.8386,-4653.1491,27.6108,6177.4669,-6705.8396,5773.1095,-6133.7940,-3491.4339,-3556.9144,-2150.9708,-1489.4879,3220.3057,2524.1683,3777.5487,-6576.3792,-5083.0197,-1166.3827,-3039.8612,2841.8525,-2613.5551,-2541.6392,-3204.8930,282.1507,369359.7480,391209.9668,387048.0896,384291.9546,375317.5547,381869.2659,385031.7723,384156.3678,51532740.1592,51548522.2572,51527088.0771,51521946.6352,382361.0404,51515474.2442,779.0947,6537.4172,-3359.2909,-5285.2495,-3346.4158,-5339.4346,5473.9876,-394.4823,4298.8927,-2788.7668,-664.9277,0.0000,851.6605,-22.7528,5362.2176,1015.2431,3819.7355,4973.6350,1324.6861,3862.5120,-5023.4122,3826.4860,3885.5791,5967.6715,870.6110,5664.3297,4187.0768,667.3133,3871.4347,-4565.3965,-2717.0042,2567.4416,6902.1914,1499.3486,-1956.6882,-3813.9526,-6567.0566,-5259.3779,2890.0491,4564.3078,-5245.1223,2422.3272,-2717.6130,2621.7746,-5115.3547,-4864.6462,2529.0269,-2646.5977,5496.5081,-1632.1319,4237.4971,-1289.6659,3436.3109,1798.9904,5504.2066,2477.2813,3745.1271,2588.7153,5178.5862,-6696.1843,-3493.8732,2396.9756,4860.6592,-1990.2830,3265.2534,-965.6565,-2442.3870,4700.4775,3497.8234,-5260.8638,-185.5262,-4523.3630,-6584.4747,5584.8606,3189.2133,-2612.7011,-4842.4744,267.5292,-487.5685,-5346.2079,-2383.4328,-730.0197,1337.5484,-2464.4857,-5459.8920,-2660.5362,3762.7287,6111.3773,2504.9209,-4605.6207,-4906.6682,484.1053,-738.1061,5000.3170,-2866.8810,-4838.8684,4340.0788,-5262.3767,-3081.0384,5396.3644,76439.3969,61426.9883,80144.2663,77613.8746,72128.4390,77685.6931,73529.4097,76819.0330,-62555099.4716,-62580740.8067,-62568601.9827,-62546402.2022,76684.5995,-62547094.0745,-4998.6982,-1332.7756,2728.1660,-3771.9993,-4370.2101,1526.9715,-3876.0897,-4715.6260,5294.5886,5507.5947,4582.1631,0.0000,3921.6315,2200.0921,4283.3703,4240.7934,-2143.8702,-1065.6752,-4334.5559,-4684.4600,4678.8448,-4922.1518,-5184.8976,-3304.1284,5775.4199,2566.3703,-2114.7240,344.5611,4192.6171,2363.0545,-4011.6844,-5405.1538,258.1000,3518.6565,-2536.5767,1503.5690,-2073.4185,4114.3198,-3413.5637,4930.9706,3027.8083,4401.2204,1448.0821,-4889.7205,-83.4910,4312.1626,-3364.8094,-2256.4840,-3975.1869,-6275.0491,-834.1169,5041.4760,3743.1487,-4726.1016,-4090.9785,4542.2787,5519.5986,-5620.9160,4466.5244,1092.3531,4601.4098,4686.5088,-4519.4103,-6311.9740,5179.6047,952.7630,2859.0288,-5038.4415,4093.9040,-4298.8287,715.3885,4840.1883,1828.4226,3857.7684,-1970.3216,-1162.3641,4551.8454,3206.7938,5075.2182,-4381.2026,-1986.3320,-1542.7195,3432.2934,-2015.2815,-2106.1245,-4945.9657,-5304.8674,-2807.7891,-5383.8229,4494.4994,-2890.2563,1619.3725,4641.7003,-4612.4489,-5482.1168,-3939.5047,4652.3291,-3497.5557,5296.0775,-4105.4411,18015.2222,16654.9135,20305.9388,17143.2432,23478.2636,20555.5072,9443.0727,18328.7645,-22646550.1128,-22664819.4067,-22659130.9043,-22662524.5524,18358.7990,-22653978.5961,
7200.000,-2731.2048,-1199.6531,-4100.3953,4728.5356,-1890.6483,-870.7512,-3731.2913,-2045.3971,-4072.3337,-707.0819,5198.9183,0.0000,-6412.6791,2890.3953,-2225.1814,-3010.4376,-6406.6512,-4559.7497,1312.2426,-191.0933,4213.5891,-1717.6732,-312.0102,1520.3364,-1472.4470,350.3817,3224.9071,-5611.7103,-6439.8182,-3282.1162,6843.7957,-5248.3170,-1770.9413,-3566.1316,-4777.6169,-4169.5855,3079.2149,2193.3301,-3959.0735,-3603.4553,-1638.6770,3691.7452,-3649.5430,360.2867,-2291.6690,1489.3705,1743.8207,-4550.6394,-3390.6770,-6491.8864,2597.8352,3520.3090,-6741.8108,-5664.3910,-1966.5294,3191.1494,-5475.3416,-1358.2139,-4485.8706,2640.0113,6346.5004,-5820.8881,-4329.3309,-2122.0688,-1787.0801,-5563.2749,-4717.6604,-3585.3557,-5214.0824,4013.2515,-4647.5448,3872.3025,2334.0685,-4363.0235,4403.0177,4996.9867,2768.5893,5503.4636,6216.3451,3357.5504,-5025.7116,6377.1751,-6757.2478,5168.7715,5445.9499,4267.9285,-2471.0801,-1663.2614,-6102.0882,342.9107,-2311.3702,3549.7495,4730.4374,-2467.0139,5443.9163,1538.4990,-1363.3010,4715.4345,6286.7293,-4472.5001,340180.5749,363097.9167,356319.5102,353771.5473,343997.7782,352697.4317,353337.3474,348995.4386,66005042.7113,66026798.7750,66003278.7310,65986989.1622,350700.1384,65986701.8864,4234.5078,-5342.1526,5459.6602,1953.1805,6390.4402,5368.3854,-1764.2301,3970.5796,-4975.8074,5944.3851,-3697.9871,0.0000,2301.6509,1495.7741,-6373.6509,2963.4698,-1448.5571,-1985.3557,-4065.7925,-5867.5942,4405.4768,-4276.0960,-6545.2934,-1368.3434,1170.7156,-6205.5866,-5825.2331,1130.0487,-2253.0804,5648.8677,334.6689,1675.9216,-5875.1689,2108.6989,4543.8132,4717.3819,4194.0856,3547.8131,1128.3991,-3113.1840,6447.6710,-5571.8278,2255.5391,-4455.4087,5106.1855,6505.5260,-3804.7233,4265.3403,-5958.7548,534.1019,-5074.1561,-3082.3168,-1451.4393,2017.2678,-6541.4824,-5726.7753,-2542.8977,-2469.6599,-4889.3853,5504.0786,2598.4899,1479.8409,-841.2840,5746.0288,-4829.7542,1047.4202,4881.5260,-5637.3587,617.3712,3743.1844,2413.5849,2921.3759,5896.1054,-2774.9229,-5023.1959,-1298.6105,5034.0430,-2885.3479,-2357.0369,5789.2924,4400.0162,-1554.6298,463.2479,-919.2270,3598.1562,-2976.2989,-4567.5688,-3922.5823,1025.2663,6594.4436,6177.1001,-2729.3922,-3301.0930,-5967.7744,-787.4740,3837.1235,-5743.9990,4773.5847,1411.1626,-2940.6833,165971.1389,156675.3730,172502.0845,167334.4236,165053.6614,173953.7705,166465.5142,169671.6807,-47019410.5335,-47035793.9557,-47027055.2434,-47005276.0992,170184.6685,-47011744.5940,4451.1261,4204.5982,972.0730,4657.8668,1494.4609,-4290.6707,5499.3073,5204.1877,-2320.1430,-3467.2169,-2281.8879,0.0000,-551.4279,-6153.1399,-1541.0757,-5404.9888,-1875.8940,4739.7404,5329.3143,3656.3993,-3178.0779,5084.8965,1964.3557,6608.0305,-6663.4495,2524.2725,-1741.5113,3828.9128,-1518.6137,2139.1815,941.2398,4025.0439,3206.8651,-5497.9626,-1601.3668,2838.4293,4510.9425,-5507.1602,5485.0625,-4880.1309,1567.5388,-1846.4671,-5493.1306,5304.6184,-4034.8490,-1278.7208,5486.6782,-2648.0689,-301.4546,2381.3491,3922.6649,-5077.3661,-488.4412,3444.2334,1099.2339,-2229.7317,-3457.6561,6353.6491,-2029.4628,3214.4812,-1001.8448,-3392.9640,5177.1782,3246.7385,-4434.7473,3971.1811,952.0896,1735.3920,-4497.4143,4017.6549,4132.1294,-4678.8707,2655.2619,-4494.7008,-1786.9697,4319.5568,-3745.7921,2232.2492,-1889.7593,1706.1736,-1777.9722,-2190.1095,1028.0532,4481.6514,-1962.6186,4121.8789,4452.3867,5397.8043,2689.8606,-2074.0096,-1783.5426,-5112.2662,-3847.7864,2416.9148,4136.5101,5454.7422,-3548.2720,-1160.2141,-2541.6716,4156.9443,16385.8918,14951.5164,17941.9385,18372.0346,21653.5502,16014.5644,8597.4687,16935.0876,-22642283.6086,-22660173.9155,-22655598.2842,-22652519.6127,17058.0144,-22646998.2755,
