sl_100_86400_20310319 Coordinates.csv
2031/03/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:33 2024,
Start: 2031/03/19 07:47:00.00, Stop: 2031/03/20 07:47:00.00,
TIME_UNITS,STARLINK-31038 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-5291 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-5886 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-1673 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-5406 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-4375 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-5886 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-1673 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-5406 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-5886 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-1673 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-5406 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4515.0346,-877.2092,6258.6979,-2947.7546,-4477.0303,5893.7388,2380.3564,1969.4061,-1062.9562,2812.8763,2385.4437,499.4770,4165.0903,987.6890,-5865.4628,702.4677,-6009.2450,-2837.2212,5602.3858,-4232.9273,-6686.4909,2233.9179,4300.5784,5019.0038,-3836.3038,0.0000,-719.7688,-5126.0281,3877.7541,5444.7964,5906.5587,3419.3676,2242.3660,2611.7909,2646.6785,-508.2139,-202.9669,-4078.8094,-2785.6861,-3597.9813,4795.1093,2013.1878,4723.2504,1007.0687,5841.8451,-5150.6603,-5093.1473,-6405.4178,1592.9940,-5950.5045,-2784.4850,3048.8783,371.5802,-3519.3971,-4902.6450,0.0000,1981.3277,6419.5901,-5014.4743,-4988.1636,4738.5871,0.0000,-3979.6667,1858.7556,-6707.4510,4474.2779,4155.7138,6341.6679,4712.8390,4433.7867,2620.4722,-4028.1110,4256.5171,-5169.9393,-4926.3313,4647.4085,1185.1759,-126.2765,-1483.3894,2762.9441,-6027.7630,4917.7847,6483.5600,312.5878,6259.5957,-2779.5368,888.1838,2071.0291,43.7937,-4964.9863,1386.7166,-5047.3782,1114.8137,-3833.6258,6043.7009,4596.6658,5781.4514,-4100.1571,4835.7930,1654.5086,-345195.9966,-352930.3772,-339875.9444,-344506.2835,-353109.0980,-349596.4406,-344972.0985,-346431.7527,-50171654.7656,-50162277.0316,-50173443.3342,-50171727.5986,-345342.2538,-50166189.1852,-3830.5606,4662.3798,226.8663,-5637.5492,2947.6253,3097.0440,3624.8671,5794.2693,6827.6532,4975.9651,1030.8330,-4390.6564,3077.4244,-3290.1408,1638.7902,-6583.5820,-1897.3468,5756.5863,2551.5142,3119.2451,1381.5155,4937.8799,2811.3200,1971.8085,-2963.3566,0.0000,-3896.3630,-1437.3633,-1423.3439,15.9813,1161.3047,-4364.9532,-6329.3725,-5909.0866,-5994.8359,5413.2901,6064.3258,4395.9466,6179.0263,2304.0275,-4741.1963,6632.3532,4263.0214,4359.5617,-1973.1917,2459.5570,502.8718,1171.2786,5535.5014,-3252.8684,5051.1240,4512.1647,6848.6610,-4448.6021,-4192.9284,0.0000,-5750.6253,720.3752,18.0447,4418.4746,-2501.4515,0.0000,-3127.2759,6494.7138,263.1927,2607.1620,-3564.2344,-2583.8010,3264.0928,3230.3867,6267.6140,-5466.7815,-3032.9218,-3125.7805,1769.4535,4640.6882,6455.6687,4253.0448,-5505.1702,-6116.0373,-1897.3263,4885.4843,-993.1511,5691.4566,1772.7073,4670.5574,5133.4953,5712.1825,-4519.8981,-4227.2289,3866.5815,452.4312,-5742.3530,5393.1952,2788.1508,1034.1950,-87.3910,5396.9093,-1613.5953,-2039.4438,120388.5857,86705.1902,103413.4224,106305.2738,104118.2061,102500.5619,98197.8087,103533.2748,-104216406.9095,-104181661.5397,-104215276.7164,-104195486.0826,102152.3858,-104196862.9000,3485.5672,5092.3733,-2689.7567,-2421.5074,-4279.7187,1878.1485,-5373.1995,3205.0741,247.7220,3958.8334,6450.4297,5307.7386,-4614.8628,5989.4972,3212.6904,1460.5823,-2430.5218,-1894.1012,-3138.2604,4561.4914,930.9721,-4284.8785,-4661.8414,-4363.2325,-4857.0818,0.0000,5653.1968,4252.2530,-5490.6794,-4190.6596,-3426.4690,-3985.6414,1266.2421,2325.5783,637.8001,-4275.8526,3313.4061,3398.3855,1227.0047,5426.7200,1254.5890,348.7959,-2103.2972,5229.6921,-3134.3100,-3529.5445,4639.5279,-1867.4093,-3772.2632,1325.9320,3569.0746,-4176.0177,246.7323,-3387.2970,-2619.4929,0.0000,-3256.5495,-2161.8176,4654.5465,1928.2039,4303.9114,0.0000,4709.3678,1502.2892,962.5996,-4586.8518,-4274.8422,71.4797,3843.5678,-3933.7022,568.4876,1314.7392,-4006.9407,-3361.2384,4540.1161,1999.8669,2151.0908,5523.9514,3876.7756,-1628.2387,-2690.2529,128.4892,-2160.4657,-3358.1056,1898.6059,4313.6294,-4571.6441,3280.1488,5151.8659,2332.5644,5433.2327,4715.1626,-3592.6853,1973.4993,-1854.3638,-5054.3911,-3753.5551,645.2035,-4693.1792,-6424.5382,-83665.1793,-87912.5415,-84033.6827,-87091.5464,-81190.2747,-86723.3645,-95309.3102,-86100.4210,-33906118.3397,-33904354.6704,-33920405.8002,-33901337.9903,-86535.3473,-33908471.9949,
3600.000,-431.1499,-2045.6655,-6181.0334,4521.3272,80.2311,-6266.0328,-5139.3813,322.7610,-1493.6103,-4920.9386,-5641.8477,2744.8441,-5647.0677,18.0830,2300.2352,2025.8062,3691.6649,-1232.6647,-4092.5390,1075.4289,5326.8883,-5061.2179,449.9759,-4998.2146,6609.0880,0.0000,2495.6034,3122.4415,-1906.8570,-2499.8003,-6791.8413,1151.4721,671.0201,745.8344,1218.1327,-2683.6600,-1301.9590,3140.3443,950.2221,-532.6079,-1587.4389,-1836.1059,-4102.9578,-4660.9699,-5690.9464,4388.8873,6104.8591,3208.3105,-3766.7186,4923.3586,-1959.1727,-6098.2169,-2167.1746,3955.6780,6407.3288,0.0000,-432.4674,-6174.5175,4271.4616,4575.8956,-4628.4995,0.0000,6028.0883,-3137.1866,4293.1041,-6491.2661,-123.9203,-3873.1758,-5067.6201,-3785.9890,-4400.9912,4949.6478,1554.3359,6831.3148,4083.1016,-4374.5230,-3588.9482,-2595.3846,3665.8408,87.5234,4011.3314,-5590.2847,-3867.4971,-3860.7591,-6101.7074,349.0346,-4423.4477,-3626.4250,3316.0388,5158.5071,-5518.7142,4470.3182,2439.7314,1774.4880,-4683.5150,-6462.5188,-3541.5061,1192.6837,-3598.9718,-5985.0870,-365654.1210,-364515.3130,-354421.0855,-358156.7299,-368415.4028,-360136.1475,-360402.7011,-358911.4995,-21411253.7264,-21405889.5422,-21406880.2298,-21413993.3509,-360207.5309,-21406904.7747,5044.4052,-1365.0427,2546.8747,4494.3837,-4244.7359,-1582.8268,-168.1258,-6547.3711,-5709.3928,-4915.2844,1187.1163,5825.0220,702.8685,6518.4012,-3483.6074,4038.1515,-1837.7463,-3965.3747,1006.4309,-5467.0877,-2751.9423,-1771.4198,-831.4390,-4751.5927,1372.1288,0.0000,6253.1262,-2905.1975,5347.6430,3384.9825,1342.3382,5109.4783,4695.8387,4326.2158,4157.4445,-6197.9667,-2439.7177,-6072.7782,-6049.5440,1304.4600,4554.5983,-4569.8980,209.8416,-1718.2609,3751.0319,-4852.4675,-3087.5122,-3895.3341,-5740.2031,457.2800,-4695.0379,-2941.8522,-4857.0051,-1161.4147,2560.2980,0.0000,6794.9190,1215.9169,-4272.2013,-4226.5383,5079.1542,0.0000,-287.5224,-3769.3484,-3144.9807,421.2322,2416.4923,4340.3116,902.8983,1803.4913,-3371.8618,2400.1040,4181.5053,1035.6089,-5140.5344,-1094.4727,-3784.9506,-724.5232,5838.9885,4781.8148,-1427.3672,-2442.6992,3476.6586,-1398.3712,296.9073,-6734.6931,-4805.8129,-2096.4981,5677.1457,664.4119,-2470.7717,-4263.5256,3302.7846,-6432.8466,160.6974,1633.7621,3688.7260,-5874.5815,5178.8179,2183.9975,30425.6223,-4776.7020,12301.2896,12301.3404,14183.1853,13713.0599,8637.0133,11469.9642,-113614212.5756,-113581469.3988,-113610679.7370,-113601295.4410,12695.5754,-113594265.7466,-4657.1185,-6520.0567,-1328.2706,-2384.8317,5373.0563,2465.7051,4595.3802,2173.4294,-3607.5662,-102.5364,-3908.9147,-2519.6611,3952.2754,-2307.3463,-5484.6067,-5063.8168,5338.0175,5234.2880,5463.9296,-4184.5824,3389.7906,4341.9158,6857.0181,-763.9846,1211.0979,0.0000,-1568.4120,-5324.1719,3854.9045,5416.2639,7.9839,4366.8579,-4926.3783,-5285.7843,-4963.9399,1468.5474,-6340.1807,899.8420,3145.1078,-6776.2748,-4881.8642,-4890.2863,5282.1853,-4780.0916,-1176.9370,-1486.5250,-1001.3063,4506.6540,-498.8266,-4832.9797,-4498.6024,1083.6269,-4339.1374,5148.8444,-916.0036,0.0000,-1106.8441,-2610.4641,-3231.8579,3055.1331,-300.8850,0.0000,-3391.3102,-4892.6558,-4210.1711,2335.5131,6501.0298,-3628.4334,-4610.4328,5277.2064,-3975.1556,-4199.8290,4830.2554,-129.5725,-2242.1630,-5183.9681,-4536.6344,-6441.8009,239.1189,4971.0485,5377.1255,3288.2542,4531.1390,5173.2848,2928.2359,-1662.4479,2300.5428,-5497.7765,-1965.8433,-4580.4594,-3159.5172,-3142.0901,5488.4940,1775.2070,5066.2329,1801.7437,4608.8406,3217.5530,2853.9911,2734.3594,-82793.7960,-87258.4592,-83452.3103,-86769.3262,-80278.2895,-83239.5635,-94423.3896,-85524.4617,-33897867.3790,-33886598.0480,-33911565.0229,-33891768.1930,-85474.8497,-33897098.4801,
7200.000,-3539.4898,5427.7318,2926.3260,-4204.5947,3796.4809,4262.9186,6460.2939,-1568.3302,4281.1122,5043.4653,6711.0311,-4206.6845,5839.9471,-209.3779,1690.7285,-5000.1196,-451.7637,5524.9531,2225.2844,1691.8816,-1416.4986,6596.2173,-3224.5187,1680.3764,-6009.8655,0.0000,-2413.9601,-1005.3785,209.9437,-337.3709,5045.1576,-4859.7532,-4389.0272,-4695.4305,-5386.3519,4480.3209,4074.0958,-487.6165,2186.2954,5448.9592,-2974.3991,2407.3985,2407.8632,6777.9987,2856.3780,-307.2280,-4538.2782,1244.9845,4249.9066,-2845.5273,5753.8463,6268.5865,4192.0543,-3051.0946,-5751.6444,0.0000,-1632.8605,2576.8061,-2396.8285,-1219.9639,2328.8730,0.0000,-6268.6108,4492.7613,-11.4028,6208.3354,-4331.0514,-502.3669,4563.8015,2549.1273,5086.2162,-4987.1173,-5557.1734,-5755.2766,-2229.5243,3495.8421,5609.2093,5611.5155,-4244.9364,-3894.7330,-1343.8504,4884.6135,229.4586,5780.8853,2618.9623,1816.6074,5996.5703,5124.8034,-4575.4979,-4516.2816,6610.3348,-2948.5946,-5816.4367,1419.6164,2439.4306,5638.7999,874.7065,2963.0463,1727.6124,6445.7830,-362869.5032,-352689.5054,-346498.6440,-351883.4428,-360617.1573,-348284.5423,-352887.7875,-353798.1597,8789312.0967,8792327.8029,8797873.9916,8789927.0518,-352256.6887,8792489.2421,-5260.1121,-926.9927,-4379.4543,-432.1432,5026.9307,-1293.5625,-2266.4668,2564.0843,2738.7052,2876.3493,-1633.5726,-5157.0051,-3627.3770,-6294.0317,5246.6640,33.3700,5613.0469,888.5083,-4900.5563,6603.0229,3901.0982,-1236.7968,-3611.0974,4013.8233,502.3598,0.0000,-5428.7996,6312.8118,-6851.7084,-6200.4056,-3299.7558,-4552.7767,-1643.8454,-1963.5199,-34.9533,4758.4495,-1420.1056,5086.9146,3587.2302,-1739.6833,-3507.9267,141.8428,-5131.8557,-418.5376,-4155.0639,4309.8276,4050.6908,5692.4362,3123.3062,3436.2982,3105.5638,347.9793,740.6945,5689.6495,158.7390,0.0000,-4740.4324,-3302.7875,6394.9960,2763.8378,-5146.8528,0.0000,2929.1177,-375.7832,5438.1264,-2715.4883,-2277.2704,-5058.6592,-4581.3615,-5878.4290,-1246.5139,1776.2069,-3514.6049,1479.2450,6410.4392,-3457.4839,101.7127,-1612.4860,-3429.3689,-2448.5802,5120.7357,-1376.4755,-5622.1611,-2831.0831,-3146.8058,6400.6864,3188.0416,-1917.0073,-4396.8065,3386.5532,730.5711,6258.0587,-626.2662,5129.0286,-4005.0279,-3036.3957,-6386.7484,4036.9261,-6667.4075,147.1710,-62306.3606,-96338.9581,-79609.3374,-81828.7141,-76867.7229,-76354.6926,-82156.5873,-76794.7408,-115227866.3509,-115199439.2844,-115219341.0767,-115220580.8778,-77719.5650,-115208054.0318,2651.0845,4256.7893,4311.6422,5323.2273,-2710.7917,-5298.7227,-881.0383,-6229.6411,4678.8217,-3841.0745,-876.0844,-1877.1563,-909.9158,-2849.7382,4123.9677,4572.7440,-3730.6530,-3670.7253,-4334.1226,1420.9674,-5505.7351,-1634.1911,-4964.9878,5386.8644,3256.3809,0.0000,-3530.2378,2367.7728,410.7451,-2936.6488,3397.3486,-1503.6049,4966.4496,4606.0402,3778.1576,2246.8653,5395.7726,-4635.8560,-5464.7430,3877.4676,5079.4309,6497.8439,-3575.9203,1162.8181,4721.2754,5121.0244,-3289.6353,-3456.9067,4414.1169,5269.5446,1813.7377,2743.8850,5373.2055,-1395.7267,3909.7748,0.0000,4727.4529,5359.1914,-520.8595,-6250.0212,-3928.4119,0.0000,-56.2745,5244.5253,4043.6957,1369.5258,-4932.4269,4583.0632,2417.7711,-2117.1393,4356.9947,4443.8890,-312.9966,3519.4536,-1428.1608,4785.7606,4024.0573,3813.3668,-4228.6877,-5152.6350,-4376.4360,-4729.3585,-4005.7842,-1521.4058,-5408.2903,-1991.7616,1364.2052,4209.6073,-2615.9921,4006.9518,-1517.5877,-372.7061,-3591.1749,-4408.7122,-5075.8484,2574.3183,-2440.1431,-4618.8777,725.1093,2547.1470,-81939.5101,-86576.4195,-83404.1386,-83228.5315,-79706.9073,-85282.3816,-92926.9347,-84509.0978,-33889561.7992,-33870070.2712,-33901948.6308,-33884362.9301,-84405.5173,-33885720.1419,
