sl_100_5400_20311002 Coordinates.csv
2031/10/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:33 2024,
Start: 2031/10/02 07:47:00.00, Stop: 2031/10/02 09:17:00.00,
TIME_UNITS,STARLINK-30988 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-31787 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-31403 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-11184 [DTC] - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-31903 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-31403 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-11184 [DTC] - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-31403 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-11184 [DTC] - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4046.7445,-4192.4207,0.0000,996.6312,3077.5492,-2730.1324,-3387.6792,684.8250,-96.2062,-3382.8997,1383.6678,1605.3978,4072.7406,3542.7859,1203.9724,-5592.5675,-1544.4768,-2494.9277,5463.7346,-5983.3085,4745.4841,-4140.7338,-1857.9891,-3989.7308,-6886.9870,5377.8774,-5636.6883,6602.9517,3038.2176,-1112.8280,-1642.6223,4886.8299,-99.7060,4092.1182,1993.0978,2309.1784,-5158.1078,4155.1487,-3919.3283,-1941.5627,3700.2547,-1502.3102,-3196.2140,816.9667,5320.0984,4362.2366,6579.6279,-1554.7906,3649.3984,5690.1475,3622.5422,4823.4330,-1977.7283,-1647.3532,0.0000,-6445.8462,5781.9510,-2741.8718,2260.2638,-3926.4563,9.9464,4934.7907,-6372.9475,6076.4478,-5518.2717,-4469.5573,-5682.8459,5528.4105,-4341.4897,1255.6172,2150.6175,1006.4956,-4321.4113,-2119.6227,4235.8936,-6763.7537,-2223.9685,2410.6204,2645.5869,-1150.0265,4894.0665,6055.7238,0.0000,4460.4707,6525.3437,-1031.6141,6722.4316,6648.3865,-795.8869,5197.4530,5319.5524,5785.1205,-5706.5425,6830.2246,-5394.1776,-1326.2275,2266.1419,0.0000,6199.7332,15.2703,86186.0693,83142.1407,70339.0139,75612.7162,84083.1643,79581.9312,74609.5765,76679.2044,122550428.7446,122548668.6520,122551965.6704,122556733.5248,75843.0019,122548274.9303,-3059.6023,-4431.5739,0.0000,-6834.5984,6186.0510,-4303.6287,2521.3544,-5679.8684,-5021.3660,-5364.0457,6421.8152,-5050.4204,3303.5630,4502.2894,4227.0368,-3767.7758,-5800.6946,6411.7663,-2349.3159,-1397.3832,1781.8352,-3333.5282,3899.6114,4410.8278,-404.4098,2047.8409,-873.5885,755.9245,-5585.9416,4912.3985,6509.4201,-1997.5195,-4747.1011,1078.3011,4086.3789,5707.7236,2088.6795,-246.7794,4714.7710,-5145.1835,1850.3494,5302.6590,6012.0866,431.8599,-1911.5073,3379.0640,-1864.1965,5276.2557,-5529.2156,-3115.6552,2050.0760,2888.6736,5241.9087,6355.7660,0.0000,-2173.0003,-3718.0595,6341.8836,6439.5162,1422.3386,-2687.1541,-4035.6703,-2335.1533,-726.8558,3978.5625,3385.1281,-1612.8715,3105.7200,1817.9800,-4672.2448,-4768.9527,5090.7067,5128.1771,-3749.6633,4887.7718,697.1453,5953.6333,-3393.1045,6261.7268,6837.1086,443.4674,-2854.7747,0.0000,3026.2251,1850.9372,4497.4218,886.6599,1710.9899,5190.4145,1842.7114,-570.9402,430.4846,-3318.0596,-114.7293,1025.7951,-6621.8609,-4660.5728,0.0000,2418.5396,-5924.6099,-375964.7885,-345388.6368,-364362.7854,-366729.5559,-363153.2890,-362480.6037,-359049.2264,-362639.9152,118108149.5766,118071856.7440,118109418.4530,118094403.3055,-363057.2878,118087865.4413,-4722.7422,3223.1015,0.0000,-236.0779,67.0879,4663.6530,-5439.1477,3891.7402,-4629.3902,-2527.2184,-2089.1620,-4466.2418,4541.4671,3709.1920,-5320.6035,-550.0906,3540.1928,487.8998,-3583.2343,-3059.7204,4666.3697,-4456.1530,-5311.7432,3442.8775,605.8873,3625.3627,-3730.6569,1783.2123,2603.6344,4643.7241,894.6704,4289.4104,-4985.4779,5412.8032,5178.4301,2902.4389,-3773.7075,5509.9045,-3162.6226,-3928.6311,5393.8282,-4179.4115,-924.9318,-6789.6880,-3719.0235,-3931.8820,203.9196,3954.7884,2139.5673,2396.1100,-5394.3171,-3921.9575,4001.1915,-2172.9463,0.0000,290.8678,901.3637,20.3778,-869.7286,5438.5858,6386.0620,2421.7395,-1277.7376,2987.1446,-651.3074,-4009.7555,-3639.7101,2728.7970,-4904.0101,-4821.3647,-4516.7286,4584.6373,1308.9200,5392.6525,-2548.2890,1351.0955,2602.2570,5451.6888,191.9589,442.4361,4515.4895,-1724.2539,0.0000,4318.1679,-1178.9983,-4862.6665,562.2348,-900.8243,4500.7544,-4115.5676,4334.8816,3402.5892,2143.0111,413.2833,4200.8634,1298.5854,4610.6152,0.0000,1738.1632,-3448.2656,83859.0136,80192.3770,85771.3459,82361.9682,88492.1466,83884.9413,74631.9092,84887.3318,-80510879.0282,-80509078.6617,-80521173.9643,-80504901.3209,83377.4224,-80512017.2343,
300.000,-5113.7282,-5642.0483,0.0000,-522.0447,4007.8993,-4505.7207,-1679.3862,-1276.5898,-1817.8917,-4653.4455,2656.6512,-320.5908,2432.7998,5051.6166,2938.9166,-6096.0121,-3041.4353,-1196.0972,3951.2213,-5282.0171,5944.1129,-5549.9031,312.6823,-2172.4956,-6505.7607,6324.8011,-6233.8889,6077.2619,1706.9899,842.0849,-301.8979,4334.9259,-1940.4002,4081.5599,3364.1807,3563.0294,-3633.2244,3974.6055,-2795.1750,-2998.6830,4735.6919,273.8852,-2078.7559,-19.9771,3720.4984,2806.8130,5857.5477,-258.7328,3276.9526,4210.8074,4216.3719,5071.4361,-777.7851,89.4453,0.0000,-6533.7652,5380.6059,-1239.5972,3358.7207,-3323.3072,-1930.2808,3261.6366,-6842.3664,6143.3766,-4385.5692,-2616.4801,-5011.5644,5331.4368,-4174.2753,-307.9028,21.1547,2941.6811,-3383.1696,-3587.9151,4937.3803,-5989.5144,-630.4303,739.4340,3915.0367,-453.7166,5018.7295,5621.8055,0.0000,5770.7199,6240.3035,1050.6973,6701.7482,6512.9845,1330.2350,6299.4505,5335.9812,4766.5188,-5755.3694,6569.1636,-4260.3017,-2405.4020,433.3116,0.0000,6756.0135,-1777.4692,94108.4483,90456.4377,77924.0815,83038.4122,91751.9295,86974.6409,82282.2377,84667.8831,119945203.5241,119943786.0849,119946192.5698,119951445.8954,83475.0111,119943146.8645,-1198.8058,-3471.1999,0.0000,-6765.2501,5359.3810,-3944.1525,3877.3125,-5057.7206,-5628.8546,-4929.8887,6351.1835,-4466.9563,2579.0904,4042.3503,2924.3728,-2637.0719,-4497.1579,6409.0157,-3653.3403,199.4463,408.9132,-1885.7938,4136.4733,4567.0806,1121.5199,464.9881,891.4960,-882.7600,-6549.5830,4210.7254,6232.4553,-3937.4424,-5295.5979,-1107.0213,2420.5717,4256.1485,3519.5732,-2383.4770,6025.4870,-3498.3802,-18.9301,6099.9627,6485.3956,2525.6323,-2954.4939,2749.1959,-2918.1666,6296.9465,-6144.6168,-4152.9136,-61.2385,824.3302,6350.5700,6016.7695,0.0000,-609.7608,-4199.3055,6629.3138,5925.9392,3457.6160,-1624.4838,-4786.2080,-889.8652,-2441.0058,4660.0330,3927.6924,103.5484,1448.7765,3738.0259,-5729.3965,-5059.8726,4144.8035,5916.6486,-2140.6086,3207.6997,2156.9003,5516.6882,-4707.6086,5394.1964,6458.8905,-1706.2801,-4020.6076,0.0000,1527.9227,493.7108,3920.0620,-639.3672,116.4301,4882.8410,592.1248,-2573.0243,-1122.1681,-3883.4375,-1319.6787,2803.6323,-5713.6636,-5632.9522,0.0000,1298.9302,-5041.4385,-373951.4424,-343547.0699,-362548.0024,-364785.6843,-361424.4209,-360909.9136,-357351.8722,-361205.0087,120756860.6679,120720696.0060,120757995.8243,120743693.7142,-361376.1240,120736553.5143,-4522.2086,1935.8577,0.0000,1301.9558,-1725.7179,3448.6840,-5437.5236,4544.5467,-3414.2705,-788.7023,-314.1283,-5290.0771,5959.3579,2180.4733,-5517.3653,1277.8915,4368.1665,2244.7839,-4388.1646,-4380.1181,3463.1145,-3707.8460,-5446.8099,4649.9830,2086.4131,2462.3667,-2605.1923,3100.3532,1188.2779,5336.5686,2626.2498,3463.0723,-3947.8209,5414.8360,5504.5883,3937.3653,-4430.1678,5119.8869,-1859.9534,-4945.1833,4877.8192,-3247.7797,897.7853,-6369.6014,-4819.2652,-5520.0063,1988.2674,2491.8069,46.3772,3581.2156,-5352.1697,-4539.0685,2548.5429,-3410.7322,0.0000,1808.6371,-1226.4137,-1508.0202,951.8700,4901.2098,6452.9195,3596.2903,261.7151,1642.5038,-2403.9717,-5025.1534,-4798.6210,4135.6062,-3846.6214,-3705.0404,-4708.0883,4702.6641,-513.5949,5492.9388,-3697.1980,2740.0398,4037.7248,4934.3668,-1355.9112,2512.2008,4055.8485,68.3037,0.0000,3476.3468,-2869.1864,-5335.5454,-996.0936,-2350.2852,4713.4366,-2702.6624,3512.0800,4606.9201,-73.8951,-1401.3653,4666.6257,2971.8395,4026.4749,0.0000,-57.5741,-4291.8999,83919.9249,80250.1262,85819.9218,82339.8825,88569.6563,84251.7898,74693.7957,84759.7546,-80512635.9823,-80510005.0684,-80522939.7164,-80506627.1482,83465.5726,-80513513.6122,
600.000,-5721.1876,-6532.6978,0.0000,-2002.1248,4556.1331,-5821.5902,158.5555,-3138.9589,-3323.1713,-5435.2707,3658.9645,-2246.6731,574.8194,6027.0615,4420.6366,-5957.7148,-4286.5513,245.9247,2071.6483,-4073.8968,6560.2761,-6437.1315,2446.4902,-116.3280,-5494.9172,6630.3390,-6208.5564,4961.2544,217.1785,2743.5012,1099.6390,3372.0024,-3557.6053,3719.9990,4449.7522,4490.0890,-1741.5479,3456.1236,-1413.6357,-3792.9038,5319.9888,1998.4435,-740.4104,-939.4386,1736.9296,969.0876,4527.0656,1036.5142,2573.8715,2317.9340,4431.6713,4855.5212,471.8522,1843.9636,0.0000,-5957.9616,4419.3563,397.2944,4127.0065,-2437.1900,-3714.4527,1247.3076,-6640.3040,5590.9131,-2786.4809,-497.6632,-3884.4104,4637.2262,-3612.0942,-1803.3789,-2107.6469,4613.0786,-2090.6206,-4745.1108,5199.4410,-4638.0432,1062.7479,-964.7734,4793.9221,321.3572,4637.0082,4626.6772,0.0000,6529.6855,5339.7435,3043.4647,5993.1740,5753.3875,3337.1411,6771.9652,4856.0610,3260.2991,-5179.2328,5632.6041,-2743.1906,-3274.8869,-1414.1519,0.0000,6628.8614,-3424.2963,101982.9890,97729.6054,85474.0497,90418.9240,99381.3886,94304.3729,89916.9799,92536.1867,117282742.1039,117281660.9285,117283190.0797,117288886.1487,91069.8466,117280783.4703,752.6041,-2187.9222,0.0000,-6034.6086,3989.7787,-3229.3349,4891.7480,-3979.3706,-5681.7948,-3991.1067,5642.5557,-3494.0509,1505.2301,3186.9160,1378.0968,-1212.5761,-2783.5915,5773.7902,-4645.7757,1816.3097,-968.4954,-288.3649,4012.6863,4310.4482,2558.1958,-1142.7441,2544.3005,-2461.3994,-6859.5292,3130.9771,5304.3486,-5468.1842,-5345.7172,-3180.0039,547.3750,2374.7969,4616.3581,-4279.8744,6740.5487,-1492.0456,-1850.6325,6321.1914,6303.3756,4304.2754,-3739.2700,1733.3277,-3693.9993,6658.2668,-6138.5950,-4819.3606,-2147.9965,-1329.7538,6824.3496,5110.6875,0.0000,1032.6425,-4264.0836,6273.6742,4807.7019,5146.2863,-471.1740,-5083.1672,645.3638,-3892.1522,4884.6973,4133.7473,1848.3436,-383.5498,5252.9649,-6217.3747,-4902.3937,2836.6445,6097.2728,-359.1451,1210.9111,3433.7425,4548.8377,-5580.8778,3966.2877,5429.9840,-3658.9709,-4786.0998,0.0000,-89.1080,-943.0395,2973.3485,-2109.5016,-1510.1704,4144.0505,-688.3440,-4306.4764,-2599.6776,-4026.0436,-2405.0963,4339.5668,-4225.4626,-6089.1717,0.0000,47.3170,-3680.2970,-371769.9832,-341551.6159,-360573.1395,-362660.4381,-359533.5732,-359193.9266,-355492.3426,-359609.3271,123348108.6902,123312093.1634,123349089.7558,123335507.7058,-359534.5423,123327782.2527,-3838.1908,438.5248,0.0000,2699.1167,-3332.0446,1861.2953,-4844.0587,4708.8798,-1817.3957,1038.2927,1495.1241,-5548.9846,6742.3969,407.4318,-5117.5794,2958.6286,4736.4032,3757.4546,-4726.4169,-5218.6612,1882.8649,-2563.6054,-4978.8391,5346.9213,3342.6761,1020.5987,-1186.3520,4078.0996,-357.7636,5439.2810,4056.1281,2245.0497,-2479.2971,4823.5193,5232.7532,4527.5468,-4568.5025,4177.0531,-355.1382,-5392.4840,3810.0076,-1966.2567,2621.6491,-5247.0194,-5366.6797,-6478.0194,3550.9985,743.5469,-2051.7426,4380.2552,-4708.8213,-4654.9120,817.6882,-4281.2344,0.0000,3121.8716,-3222.9856,-2873.4131,2669.0462,3822.6873,5831.2229,4366.6534,1772.7761,112.4810,-3888.3638,-5495.0563,-5445.0649,5094.4025,-2353.0780,-2174.5878,-4392.0089,4316.6440,-2278.7552,4999.2730,-4454.0881,3835.4923,5028.9491,3873.4317,-2750.0986,4314.5097,3111.2411,1853.4551,0.0000,2258.7707,-4246.1618,-5180.2210,-2441.6999,-3547.3472,4419.0520,-993.9492,2306.1565,5272.2732,-2282.9721,-3060.2051,4629.7020,4319.0133,3012.8359,0.0000,-1847.0283,-4661.3250,83980.7362,80308.0140,85863.9600,82328.2873,88644.6612,84611.1660,74759.8364,84529.6608,-80514393.2075,-80510934.4988,-80524702.5860,-80508365.1093,83553.6676,-80515009.8645,
