sl_100_86400_20311027 Coordinates.csv
2031/10/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:03 2024,
Start: 2031/10/27 07:47:00.00, Stop: 2031/10/28 07:47:00.00,
TIME_UNITS,STARLINK-31206 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-1227 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-31308 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-5277 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-5053 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-1227 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-31308 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-5277 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-1227 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-31308 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-5277 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2760.2954,4909.4998,-4058.4960,2543.4234,-4178.4915,-3694.1280,4860.6466,3239.7211,-5427.9413,5578.4546,1349.7141,-5069.9912,-126.7786,0.0000,0.0000,-1979.4864,4852.5041,-5187.6169,-35.3067,4328.1289,5627.1431,-5415.4285,-6197.0194,-2527.7346,4914.6627,5948.6741,4908.4330,-742.0678,-5719.6070,-5130.8395,3289.6261,4708.7906,1951.4974,-1659.9200,-5655.2916,-4888.0133,-4071.4039,1466.9393,2581.5742,2592.9264,5010.0058,0.0000,2105.8383,-5070.1553,1508.9594,3411.0609,5274.6842,-2057.5685,-2743.3802,-421.2825,-3977.7787,2332.2695,-2785.0056,-1921.9617,-5257.2490,3810.1915,-6654.8438,3768.5317,5477.7261,3430.4662,5222.9974,-4279.6926,-3673.9355,-1911.9873,3868.4552,-2573.2703,-5249.7743,6255.0871,4279.5815,4388.4476,-4900.6042,4536.2466,-4384.1417,-4983.6813,2816.6293,4034.0943,5110.4122,-6224.6112,-4323.5944,-1842.4067,-2965.5860,-5178.0324,-1033.3329,-3533.3875,-5200.0846,4023.0813,-3803.5266,3200.4085,0.0000,4653.4645,-4854.8700,5013.0377,-3046.1917,655.9831,-3084.4144,6702.8827,-2895.1815,5679.0576,-3568.8096,5024.8792,346152.6898,353024.4954,341368.9701,347172.4258,353496.8266,349044.3237,343140.8128,345506.7046,124703517.7439,124672911.2752,124690764.8104,124692840.3707,345938.1025,124687848.1797,-5407.7889,2110.1522,4597.8797,-5145.2032,338.1490,-5571.3737,-4384.5024,-2536.0444,1464.5419,-3898.7851,6353.3367,4302.3320,-4142.9600,0.0000,0.0000,6207.6234,4118.2905,-870.3573,6245.1882,-4435.4589,2996.8363,84.0940,487.7874,5986.4372,916.7398,-1791.2533,-4843.5692,-6354.1798,-1088.6075,-3863.2530,2461.4965,2934.6661,-3642.7215,-6198.2714,3091.7559,-3764.4554,3077.4272,-4001.3348,1511.6242,5184.0108,687.6010,0.0000,-6381.4275,-1231.3305,-6319.3110,-2370.4180,-650.4663,-360.0945,-4660.3868,-2523.7444,1194.9662,-2975.3529,626.9008,3779.3266,-612.8169,-5464.7713,944.3905,3119.9807,3338.5968,-2527.1451,-3635.9049,-3528.7021,5519.7942,-4492.1488,-1493.7816,-1536.2770,-425.0946,886.1263,-426.8708,3348.8374,2462.9083,-4675.0525,4538.9150,1443.7312,-5521.6177,5389.2609,-4005.5508,2972.4704,2720.9263,6046.6333,2986.2361,-4371.2647,6801.1593,2691.7895,3753.4750,-1666.7139,-1454.9704,4357.8458,0.0000,-5028.2812,-1646.9652,4349.9390,-6089.6529,4054.5823,2983.7651,1696.4801,5073.1254,365.6554,-3084.4418,1423.3172,-151750.8040,-133620.8340,-147297.6779,-147331.9700,-140593.0116,-141912.9377,-140777.3164,-144712.9934,143284466.1972,143314161.9846,143278629.0639,143289326.9979,-143945.1190,143293149.0004,-2895.1383,-4310.2423,-3162.8327,-3946.1727,5322.4577,1255.8869,-2133.3316,5387.9733,-4160.1013,-1336.3571,-2337.8868,1183.8548,-5536.6268,0.0000,0.0000,-1779.7294,2613.9995,4321.8998,-2216.8927,-2798.0912,-2174.3477,4341.8284,2713.6722,-1520.2620,4570.5488,2860.7219,47.3786,2307.4673,3728.8359,-2573.5073,5574.4394,4122.0833,5522.6510,-2513.2545,-2497.1490,2863.6453,4394.0685,-5296.6204,6248.5557,-3374.5420,4640.7695,0.0000,1517.4692,4503.0841,1928.0613,-5482.1324,-4283.4589,-6630.3151,4312.9693,-6442.2908,-5514.2756,-5837.9434,-6311.5033,5211.7053,4333.6366,-1773.1616,-1123.6375,4840.1745,-2444.5894,5398.1300,-2698.8107,-3929.2894,-1352.6350,-4878.6790,-5542.8457,6260.4231,4450.3015,-2319.7774,5237.1485,-4011.8334,-4201.4622,-1451.0391,2794.5169,-4539.8115,-2593.1043,1662.6158,1875.7337,-310.1336,4647.8972,-2815.3170,-5385.5193,787.1502,897.3373,5337.7694,2538.2152,4978.4397,5416.7936,4143.0193,0.0000,906.9887,-4527.4598,1513.2508,-1306.7479,5422.1672,5378.9832,-50.9087,-3701.7928,-3847.3739,4980.1445,-4497.7311,17715.7249,10594.4466,17632.9397,14197.4444,20347.7794,15858.2028,6525.6174,13673.2877,-87416035.9175,-87385781.0454,-87402468.7289,-87399575.9282,15263.8775,-87406214.8047,
3600.000,159.9617,-6641.3109,1960.8819,1349.1951,2457.3123,4167.1050,-1347.2879,424.0045,5279.1412,-5578.5649,-3055.4980,1347.6292,4259.0346,0.0000,0.0000,-1985.0654,-4299.8622,6080.0193,-3163.3649,90.7438,-4015.2360,3812.4676,5952.6456,-1329.9162,-5475.6526,-2549.6270,-2514.2842,3730.1129,4311.4262,4401.0326,1492.1165,-6790.2755,1748.0288,3286.6987,4874.5851,6547.0065,3108.0438,2003.9287,-2360.7828,-4998.3122,-2835.2262,0.0000,-363.4467,6215.7223,1299.6690,-375.7746,-5125.4555,4226.9455,5785.1007,4574.8665,3046.2538,-2860.6799,4682.3466,-3252.9149,6015.9514,-634.5270,3855.8856,-4300.3270,-6273.8124,88.6367,-3860.9222,6698.2562,761.9064,4979.9251,-2313.9215,2398.3367,6626.7037,-5999.4974,-2079.0321,-3952.0562,933.6380,-1911.0616,2687.8285,1387.3788,1514.6385,-3770.6735,-3258.2145,3911.6738,1422.3382,-1732.8174,-1059.9999,5330.2863,-1582.3922,4882.4225,1570.6316,377.0311,5383.5413,-5351.8492,0.0000,-3596.7822,4940.6320,-5182.4886,4060.1501,-4973.4655,1134.9697,-5919.7122,-1212.7851,-6636.1412,4455.6347,-6831.5300,375586.9918,375694.7772,365447.3201,368518.2526,378545.5575,370767.1383,368445.0853,371409.5962,83361775.7518,83322944.8858,83353121.9643,83350520.4367,371001.2635,83345091.5082,6581.2915,990.7815,-389.2122,4982.4184,-4912.4322,2096.9286,4292.6655,5628.2565,-4342.7091,1304.8456,-3262.4851,-4347.8930,3821.4245,0.0000,0.0000,-4624.9397,-377.9271,-2765.6085,-2441.6161,4966.5983,1046.5031,-3794.7995,-2471.8362,-4000.6280,3345.8333,4314.1094,4927.2536,3358.5187,-2754.3614,378.2153,98.3952,-605.5874,5513.8272,5730.5230,-4507.2519,1480.3262,-5980.9729,6104.1008,3197.4721,-642.7506,3371.7614,0.0000,6239.9495,-2176.3744,6268.6688,5563.5352,4326.0820,4368.1073,3449.9101,509.6577,-5138.4042,5985.6154,-3944.4813,-4307.0259,-2924.9309,4638.3826,-2782.9438,1387.9040,-1768.8873,5281.8704,5643.9311,1061.0866,-6114.7646,4568.3500,5278.2608,-3113.8082,-1827.7188,1304.5680,4868.0339,1318.7809,-4072.8984,5230.4744,-6300.3510,-4078.4396,3752.2627,-4782.0747,5096.5065,-3783.8723,-5642.4178,-4782.3728,-5356.6780,2089.0858,-5480.5102,-4811.1953,-4866.8762,5312.7130,-2778.1088,-200.6204,0.0000,4296.7063,-2896.4975,-491.0303,4767.3681,-3562.6392,-6225.5968,872.3899,-4953.6205,1699.9454,-1488.9905,615.3551,-61626.6914,-42947.6061,-54843.5981,-52719.2438,-48679.7203,-54549.2146,-49136.0985,-51890.5282,170717052.1035,170745274.1683,170715443.2839,170730568.6968,-52756.3451,170726036.0299,-1374.7168,1397.5088,6588.7993,4661.9229,-3984.7653,-4957.1091,5200.7332,-3775.6363,1428.2202,-3912.9844,5247.9885,-4995.5147,3868.6241,0.0000,0.0000,4492.1493,-5365.3531,-1353.9962,5273.9695,4629.2082,5293.8102,-4403.0227,2116.7198,5161.4843,-2196.2582,-4665.4978,-4120.8988,-4598.4180,-4663.3202,5312.2438,-6771.9339,-1185.7918,-3777.2001,-1964.5643,-1916.3068,1115.6330,48.0622,2201.8228,-5685.8407,4411.7942,-5276.0089,0.0000,2890.4762,-2059.5485,2221.9457,4010.5194,1239.3993,3356.8936,-1609.9543,5172.7632,3443.4013,2072.6840,3228.9071,-4019.3845,-1466.3738,5050.1717,4871.6568,-5203.9462,-2149.4040,-4421.0214,-995.9524,404.9911,-2800.1202,1373.0679,3818.0928,-5732.4686,-629.5867,-2756.2806,-4248.3963,5390.4577,5489.3843,-3680.5133,867.1090,5369.3352,5351.4866,3312.8231,3010.3568,4242.5166,-3738.2118,4678.1578,4096.3219,3703.2207,-3954.0472,-1158.8536,-4638.1002,-3939.9786,-3060.0243,-4225.2881,0.0000,4041.6598,3722.4940,-4395.7475,-2974.5842,-2997.7352,-2729.2559,3456.8089,4656.2469,-463.2363,-5014.0291,626.8548,19403.8432,12285.5907,18161.5332,15804.3422,21354.2330,18439.5033,7810.6687,18058.4962,-87417871.1494,-87391389.8513,-87400697.3680,-87401391.9098,16572.1416,-87410235.3357,
7200.000,-3362.6544,5507.8928,3099.8881,-4791.8386,-591.9844,-3877.6001,-3178.1362,-2809.6595,-3696.7257,1245.2278,4902.5149,3726.8116,-6241.2334,0.0000,0.0000,5667.6317,3286.6996,-4127.8141,5519.7322,-4495.1519,1356.7215,-1873.8376,-2090.4259,5459.8313,3554.9929,-1448.8211,-1657.0432,-5900.7794,-2332.3260,-3252.9918,-3607.9688,6225.0159,-3867.7352,-3926.5957,-1610.7560,-4978.1692,-106.2034,-3677.2379,2888.4272,5426.8655,778.8813,0.0000,-2392.1784,-5122.7852,-4055.4213,-1716.1357,2731.8536,-2583.0722,-6471.3383,-6885.6861,-1788.8833,2642.3802,-4991.0487,5820.5708,-4207.2605,-3598.2847,688.1086,4366.5303,4256.2350,-2516.5636,778.2765,-5573.4984,3215.0060,-5490.5390,911.3708,-2978.2171,-5007.8758,1896.5866,15.8273,3132.4511,2780.7787,-2967.9277,319.6532,1778.5971,-5751.9223,2593.4256,-1219.7452,385.1320,1213.3403,5231.0021,3569.4148,-3523.1700,4443.0163,-4056.3466,2605.3402,-3344.2189,-4546.9833,5804.6403,0.0000,-254.5445,-3672.7662,3873.9036,-4155.9402,6268.2994,531.2151,3243.4661,4884.1338,4266.3287,-4621.6016,5439.3782,381410.6852,375365.4079,366354.0932,369717.2334,379607.5986,370003.7005,369854.2733,371924.0276,36317561.1964,36270820.9403,36309666.8161,36299995.4729,372432.5431,36299778.7001,-3805.2166,-3250.8899,-2129.0886,-4254.6205,6732.9495,2852.5529,-3751.7210,-6117.0626,5562.5247,835.6221,-795.6120,3287.0796,-2965.3988,0.0000,0.0000,1404.8137,-4011.2371,4724.4725,-2296.9062,-4241.2108,-5390.4103,6424.1321,3724.6397,469.8318,-5427.0740,-5929.0560,-3819.4249,690.9897,5935.7463,3837.0912,-4467.7076,-1680.1914,-5705.2282,-2389.2855,4376.4639,1878.6632,5047.5991,-5081.2770,-6070.5807,-3684.3979,-6430.1992,0.0000,-3528.6927,4281.6178,-2924.0167,-6655.3504,-5624.9388,-6179.4224,-1275.9567,31.1543,6611.7000,-5754.1606,4445.9981,3286.3253,4805.7338,-3032.0873,4649.4954,-4887.0399,-1258.0874,-6388.9544,-5546.6651,1824.0020,3759.3499,-2899.3330,-6854.3539,5999.8965,3076.8816,-3563.7578,-6782.6717,-5404.5517,5396.6360,-2920.6199,5629.2843,6091.1671,-1093.9519,1157.5174,-3883.8366,4181.1536,6789.9585,2712.0177,5821.0466,2123.6940,2640.6753,4245.8809,5186.9141,-5579.3761,4713.8570,-3404.6169,0.0000,-2413.6615,5759.5841,-4026.9276,-1111.0179,2012.8381,6643.2164,-3899.2790,4093.4500,-3040.4742,4825.2039,-2147.0343,34142.5932,50278.6242,41017.5698,45307.5839,46517.0038,38048.1672,45949.2290,40715.1609,186511795.4504,186535347.6559,186516398.0265,186530887.7929,41813.9663,186520547.6747,4397.5202,2466.4000,-5782.4440,-2731.7989,-578.0102,4798.3575,-4822.5104,-872.2902,2052.9940,6755.8169,-4794.9250,4567.5411,214.0198,0.0000,0.0000,-3397.1860,4515.7594,-2665.2959,-2860.2881,-2835.2710,-3807.2189,1853.6771,-5278.3855,-3811.8588,-1976.7336,3085.7335,5487.2878,3306.5820,2673.0240,-4750.5774,3881.5322,-2512.2298,-405.4842,5122.8030,5089.4744,-4249.3296,-4471.3677,2604.4095,1693.2880,-1392.2801,2278.9762,0.0000,-5417.5896,-1741.9973,-4583.9564,160.8520,2716.0911,1836.2778,-2109.1994,-792.0702,829.8515,2866.2673,1807.6759,-757.5341,-2472.9642,-5041.5967,-4938.9925,2110.7805,5224.4406,479.9624,4037.0704,3420.2437,4606.3744,2998.6729,260.3842,1837.6236,-3621.3671,5372.0580,-167.7030,-2747.7609,-3299.4010,5202.6089,-3991.9681,-2695.2333,-3296.2556,-6330.3601,-5402.3399,-5486.7970,451.2972,-3629.6502,187.0419,-5449.0484,4618.2334,-3721.3893,3722.2811,-1245.3759,-1775.3874,1091.5481,0.0000,-6473.7274,-205.5457,3882.4790,5425.6497,-1747.6397,-1747.1506,-4705.4067,-2684.3648,4429.5601,1570.0088,3633.8433,20924.1589,14149.1631,18262.6263,19717.8832,22036.7690,16181.8714,9684.9379,16512.5864,-87419184.1372,-87397219.0436,-87400070.2696,-87406582.1575,17878.8583,-87414228.1343,
