sl_100_5400_20310613 Coordinates.csv
2031/06/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:41 2024,
Start: 2031/06/13 07:47:00.00, Stop: 2031/06/13 09:17:00.00,
TIME_UNITS,STARLINK-6150 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-11194 [DTC] - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-32281 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-4614 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-4027 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-11194 [DTC] - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-4614 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-11194 [DTC] - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-4614 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4238.5371,-6462.9728,4452.5838,-5785.8164,-5008.1389,-5680.0686,-3331.2435,-5160.4582,0.0000,-1106.2125,5919.4535,-3122.7741,3572.8465,6533.2595,2473.0613,462.8630,-2621.7289,-487.8736,-3375.3133,-3405.4012,6543.8236,412.6041,-3992.3167,-5280.6123,-6060.1351,5176.3596,4991.0022,1722.9777,-5973.6471,3873.7460,3174.8919,-1228.1060,-1343.5462,-4496.9732,-2946.2863,-1833.4623,5489.8884,-3088.2393,6493.7336,2805.9131,-2067.4233,288.8557,4710.1716,5817.1468,0.0000,-6557.0412,3298.1794,5477.7414,-4881.3314,-774.6764,-952.1923,-3350.2917,-5400.1159,-4447.5347,-4034.6772,-6011.8459,-5078.7482,4022.5923,-269.9493,2085.9418,4435.6357,-2819.9729,52.7779,5065.3148,4869.0938,-5843.4608,662.8108,-3022.2046,4247.8326,5526.7122,3255.0309,4387.0830,-5854.1609,4908.7226,-4104.3528,-4829.3719,3482.2924,-4814.7836,-4928.0959,-5303.0971,-0.9463,-1663.5724,239.6222,5019.4452,662.9857,2708.7346,5091.0490,-5117.1663,-4054.0563,3972.0447,0.0000,4361.9077,4375.6654,-3855.7576,-2810.5466,-3326.1146,-3165.5379,-3076.9045,-4632.3124,926.2769,-390434.2317,-361945.8915,-372897.9042,-376514.8702,-375474.9337,-373443.1874,-368671.6715,-371445.2221,89461454.4942,89439941.2943,89467235.0543,89450944.9120,-372733.1731,89448874.1697,-3378.2459,260.7030,2261.7839,-3723.3754,685.9720,2125.2886,-4746.0494,-1761.0472,0.0000,6243.4391,2066.3208,-4255.7578,-2141.8958,1587.5279,-3666.5760,6759.7784,4859.0053,6661.9352,4518.3106,-5516.5610,1741.9864,5405.1440,5159.0711,-674.4859,-407.1705,-1040.4681,1150.4833,3894.5619,3457.0467,4723.1142,-5686.0581,-5663.0783,-4772.2965,-579.2599,4386.7447,-5183.3614,-4036.7739,-4770.9608,1381.1731,4474.9359,-357.5886,-5564.4599,4111.8697,-2021.3605,0.0000,1626.2688,-4784.2662,-1300.2834,4445.5490,4364.3880,4902.7394,4149.2649,3483.9525,-2958.9803,-5032.5499,-562.1368,1006.3921,4676.0898,-6689.4151,-3676.8700,-1098.7676,-777.0276,-5162.8805,-4387.0137,4830.8225,3021.9645,-3179.1341,-2821.2270,1614.4491,-4000.2924,2587.7399,-1030.4970,3316.5210,3712.8659,2162.6026,-2926.7027,-2959.0973,3927.0271,4773.6432,-4108.0081,5826.2829,-4358.0078,-4563.6151,56.0829,5588.1799,-3529.6888,-4444.9256,890.1143,-1975.4958,-812.7190,0.0000,-1179.7368,4625.4889,-2325.1051,6266.5567,2804.7790,-4127.0555,4877.9947,-4859.0047,-6014.3111,-85073.2223,-102486.8033,-81399.0193,-85713.4917,-94653.9322,-91029.8395,-87089.8877,-86938.7767,-21643436.5695,-21655445.1530,-21672199.7746,-21649059.8124,-87019.7472,-21654343.7223,4271.8124,2317.8194,4732.5610,-778.6973,-4704.1436,3197.1632,-3781.2841,-4286.3885,0.0000,2491.0038,-2709.6106,4416.9739,-5483.8532,1244.6008,5189.9764,833.0140,-4179.1016,-1900.9651,3683.2576,-1836.0114,-44.0476,4263.1961,-2335.7289,4422.9611,3180.2116,4422.9352,4554.9559,-5454.5894,-456.2783,-3041.3361,2405.5126,-3231.1837,4801.9827,-4785.9079,-4474.8254,4155.8000,-331.5386,3778.5755,1830.2511,-4302.2296,-6628.1221,4096.7128,2901.8712,3033.6030,0.0000,1371.8720,-3650.9234,-3882.0882,-2072.7403,-5224.0088,4621.4036,-4081.8325,-2252.1030,-4387.6346,1966.2556,-3381.5575,4554.7532,-3216.3574,-1221.1218,5466.3465,5094.5660,6286.6223,4565.5341,1670.9225,-997.4530,-2157.9633,6116.0578,5436.0321,-5260.6644,-828.4961,-5433.1599,-5266.0927,1545.9749,3207.3017,5065.0000,-3967.2999,-5199.5477,2937.3833,-380.2324,58.3346,3464.1398,4798.7294,5087.9376,-4317.8233,3959.0248,-5313.0274,-1376.5145,4548.0777,5222.9394,5210.8974,0.0000,5270.9268,2509.9701,5253.6301,297.9348,-5375.4519,4240.5407,3747.2396,909.5571,-3310.7949,47337.5386,39803.2103,46857.9182,43617.1335,49636.5369,44504.7301,35619.0350,45683.5270,-22979616.7991,-23013866.0066,-22986303.7837,-22998661.4304,44386.2062,-22991455.2967,
300.000,2412.3489,-5499.9364,4266.9882,-6177.9354,-4551.9723,-5637.7005,-5006.2323,-5087.5261,0.0000,372.0337,6691.3736,-3781.3035,2152.0434,6804.0812,333.3566,1962.0435,-679.0987,1052.3964,-2523.3534,-4065.1799,6583.2654,1933.4224,-2415.1928,-6398.5331,-5084.0385,4115.8163,5995.9457,3709.2928,-4974.1723,4648.5854,1868.3757,-2725.0267,-2764.7358,-3710.9038,-1363.9691,-3503.7554,4418.3034,-4185.9077,6885.9993,4137.4981,-3632.2933,-1678.4513,5172.4658,5778.2160,0.0000,-5586.0979,1435.2379,4003.7277,-3907.6362,1344.2316,1168.4920,-1349.7674,-4653.4970,-5872.8335,-5137.7148,-5064.5378,-4117.5600,4398.5091,-1795.8846,351.6039,4488.1518,-2037.4732,-1605.0843,3670.0816,5305.6965,-4436.1801,885.0189,-4502.3889,3095.7126,4216.7269,4217.7405,4392.3636,-4515.3176,5853.4176,-3706.2657,-4024.3952,2625.2377,-4280.4487,-3699.0823,-5748.8080,1471.3300,-3595.1454,-1744.3002,3861.9200,2060.6481,1392.1910,3607.0890,-4873.6965,-5335.7866,3704.0479,0.0000,2651.3800,4683.7680,-4140.6695,-1600.9791,-2262.0187,-4900.1485,-1047.1504,-5357.5294,-363.0845,-388605.1189,-359769.0269,-370837.8263,-374310.7618,-373529.2063,-371537.4293,-366758.0779,-369807.8824,89915963.9399,89894115.7495,89922170.2967,89904673.7049,-370816.3042,89903304.9708,-4460.0883,1528.4889,187.2267,-2184.5500,2772.6880,3580.4912,-3967.7736,351.0867,0.0000,5531.5483,933.2971,-2345.8388,-3789.4375,393.3151,-4078.3498,6499.9115,4606.1432,6851.1789,5866.0559,-4136.3051,188.6264,4129.8553,5242.8521,45.8749,1070.3345,-2906.7217,-342.9404,3226.7946,4266.8750,2949.4891,-6618.5117,-5835.7323,-3241.1778,1454.3732,5659.2257,-5262.0854,-4752.5452,-3021.4729,192.7262,2787.7374,-1713.4144,-4853.1169,2273.2896,-3447.5968,0.0000,2659.0729,-4697.6537,-2536.2555,5678.7944,3886.5401,5204.5381,4255.6905,4907.9997,-1982.8779,-4367.5328,958.9827,2938.7576,2965.6170,-6554.1964,-4866.4039,-3077.1079,1281.9060,-5830.5310,-4834.4603,3549.5419,4088.3221,-1006.8817,-1270.0226,-4.2054,-4922.1033,623.7578,-3033.8273,4336.7779,3533.7989,4083.0284,-1452.3085,-4746.1286,5229.4275,5670.2053,-2905.1328,4698.9398,-4252.2730,-3714.4143,-1671.4716,4261.6354,-5066.7937,-5190.3322,2940.2888,-437.7268,-2943.0832,0.0000,-184.4693,3018.1129,-185.1582,6514.5685,4568.7636,-3066.8084,5127.0464,-3399.9632,-6705.5874,-93382.4197,-110110.4572,-89242.0384,-93468.4214,-102559.9614,-98660.2729,-94992.8331,-95104.0491,-19682006.2621,-19694065.2143,-19710295.3918,-19687340.1093,-94876.4161,-19692901.7522,4680.2764,3819.8990,5392.2754,-2241.6723,-4389.8333,1558.7646,-2665.0143,-4701.1247,0.0000,3954.8403,-994.3596,5248.6423,-5332.2572,-577.6141,5453.6235,-724.3503,-5125.9284,-403.9940,2151.1416,-3432.6540,-1582.3072,5171.1803,-3834.9750,2646.6259,4469.9426,4695.1351,3307.2952,-4869.9145,-2217.8895,-4032.7165,965.4663,-1587.5081,5428.6568,-5251.6053,-3748.8068,2749.8106,-2111.6399,4461.9836,36.7020,-4638.9285,-5674.5101,4631.2435,3945.8277,1372.4746,0.0000,3035.3284,-4793.8344,-4930.6216,-590.0745,-5479.7733,4225.8226,-5017.4803,-780.9293,-3058.8428,169.0969,-4619.1931,4686.0029,-4500.6158,331.3823,4894.5638,4153.1188,6501.8553,3310.0703,3289.3557,-2704.1622,-3399.0284,6792.2043,4976.9170,-6225.1772,-2289.7659,-5351.3403,-4420.4539,2904.9491,1209.9347,4097.6113,-5416.9140,-4300.8900,1261.6805,1166.6492,1866.5472,4655.3332,3715.6133,5469.8781,-5112.5060,4990.5015,-4517.9869,-2763.2852,3908.9922,4355.7487,4606.9970,0.0000,6411.1555,3970.1855,5539.1712,-1508.9941,-4672.5148,3411.3379,4461.4702,2367.7610,-1696.7365,47430.4790,39896.3305,46937.9229,43592.8855,49738.5665,44897.6721,35692.0212,46000.4600,-22980404.5959,-23014257.8183,-22987317.0446,-22999090.8447,44492.0279,-22992169.7719,
600.000,365.4306,-3989.5789,3710.2592,-5983.5880,-3692.4750,-5031.4685,-6188.5011,-4567.6203,0.0000,1851.9256,6770.1381,-4118.7556,563.2079,6374.6040,-1833.3082,3268.6842,1355.6832,2487.3555,-1424.6055,-4325.6171,5941.0989,3310.0866,-574.4136,-6864.6365,-3613.1136,2686.0980,6406.4061,5335.1074,-3469.2604,4990.6600,390.9226,-3898.0240,-3962.3048,-2555.7422,319.6346,-4802.9859,2875.2001,-4901.0221,6584.0728,5086.3168,-4758.8747,-3507.0380,5161.4470,5161.5132,0.0000,-4050.9957,-597.7254,2137.2334,-2557.4973,3343.8999,3155.7503,812.0750,-3435.7280,-6714.8409,-5687.2845,-3642.8242,-2791.3595,4394.0670,-3140.4132,-1378.0292,4125.3257,-1127.4720,-3072.6346,1889.7991,5242.5541,-2594.6537,915.7787,-5553.4138,1690.7748,2476.9713,4802.3892,4012.0439,-2726.1545,6193.8631,-2978.8702,-2856.3008,1556.4057,-3324.4873,-2092.7900,-5580.1649,2836.2399,-5117.4485,-3580.0241,2308.8020,3301.5916,-15.4001,1755.9841,-4189.8691,-6111.0986,3069.0487,0.0000,619.0891,4552.2794,-4078.1737,-213.4462,-1023.8476,-6114.7873,1095.7167,-5544.0347,-1597.8794,-386597.7070,-357432.2281,-368612.6555,-371920.6907,-371415.7112,-369471.3653,-364676.8614,-368063.3044,90327467.9133,90305285.1147,90334083.6407,90315378.7900,-368733.8147,90314729.5370,-5147.0308,2683.5655,-1923.8810,-417.0503,4590.4419,4656.6085,-2828.3021,2439.0133,0.0000,4265.1809,-284.9380,-203.5069,-5093.1856,-847.9606,-4130.3048,5577.8160,3950.3764,6379.9575,6578.0364,-2298.1165,-1399.4573,2472.9835,4844.1634,726.6849,2483.9000,-4513.0792,-1767.7311,2294.0469,4675.1261,872.2149,-6911.4277,-5358.9573,-1419.1857,3352.1146,6399.9621,-4837.1421,-4995.8306,-975.5615,-1014.6602,838.9262,-2948.0947,-3706.1404,198.9230,-4510.9536,0.0000,3459.0792,-4183.0195,-3565.3445,6355.0509,3072.3245,5012.6629,3957.8473,5824.0670,-843.8676,-3234.7087,2429.7648,4604.4661,951.8287,-5744.3236,-5610.8867,-4723.0884,3242.3138,-5936.8082,-4831.3828,1899.1312,4789.9779,1277.7809,366.5159,-1678.4083,-5373.9586,-1375.0818,-4723.1634,4958.4664,3008.7445,5582.8290,221.2047,-6069.3008,5994.0900,6009.0385,-1367.5768,3100.2450,-3721.5411,-2538.8710,-3255.7645,2530.3182,-6125.2764,-5448.8836,4694.8507,1102.0833,-4733.4725,0.0000,748.3653,1081.3579,1969.6533,6109.3728,5894.8666,-1712.5968,4910.1671,-1573.3708,-6737.0385,-101652.4240,-117687.0730,-97044.6829,-101178.2615,-110422.4810,-106222.2195,-102853.7252,-103224.4489,-17711054.1087,-17723178.5987,-17738855.7384,-17716160.3083,-102690.9329,-17721941.6819,4581.9111,4902.1566,5463.1895,-3463.9577,-3600.8810,-252.0376,-1262.1776,-4614.4226,0.0000,4972.9633,832.2601,5507.6189,-4600.2590,-2335.4558,5105.9412,-2200.5472,-5523.7385,1136.0342,368.5580,-4629.9687,-2939.0320,5518.1173,-4923.7993,586.0247,5265.6294,4455.9954,1694.0152,-3762.4033,-3740.6645,-4572.5110,-577.4873,249.9476,5468.1168,-5069.1260,-2620.4531,1044.6084,-3654.8148,4645.6673,-1760.8822,-4453.7039,-4120.6697,4667.3468,4560.4457,-439.8721,0.0000,4368.1752,-5409.3789,-5431.0968,956.1625,-5130.0552,3353.2051,-5365.2522,778.4740,-1399.9190,-1647.7323,-5361.0469,4308.7399,-5309.0016,1846.3280,3795.2864,2750.8018,6024.7454,1694.6124,4551.5208,-4121.5068,-4275.2523,6742.4050,3962.5465,-6531.8869,-3499.6678,-4675.7701,-3102.1679,3948.9271,-916.4435,2680.3195,-6281.0995,-2940.5661,-552.5884,2585.1247,3454.3568,5314.4653,2192.2186,5244.0201,-5283.5769,5476.6269,-3239.7112,-3849.9597,2847.0206,3016.9441,3436.3221,0.0000,6870.6588,4989.0446,5230.1326,-3150.3600,-3466.8076,2180.7086,4687.4536,3554.2739,99.4714,47523.1723,39989.7018,47013.2429,43575.4768,49838.0244,45287.4429,35769.2455,46209.1913,-22981197.8320,-23014643.5531,-22988331.4749,-22999483.6272,44597.8217,-22992884.3666,
