sl_100_5400_20310717 Coordinates.csv
2031/07/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:23 2024,
Start: 2031/07/17 07:47:00.00, Stop: 2031/07/17 09:17:00.00,
TIME_UNITS,STARLINK-31433 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-11157 [DTC] - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-32188 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5415 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-4676 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-11157 [DTC] - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-32188 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-11157 [DTC] - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-32188 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6111.4237,5762.7416,0.0000,-4678.7371,4070.0830,0.0000,3735.4089,646.3928,2350.9014,5405.6469,-6273.8621,-4882.7372,4912.1469,-2856.1916,2413.3281,0.0000,5383.7632,-6160.5750,-3122.8204,0.0000,-5080.3210,-6510.1628,-3313.6675,3051.7171,1308.7520,-3634.6092,3364.5632,2902.5086,-4841.7879,3894.6941,-6484.1198,-950.8986,1056.7210,-5465.8155,0.0000,5509.5051,-2969.6879,4362.5262,5099.2611,2735.8102,-817.1841,3607.3077,2390.4873,-3554.7361,2117.5402,-1867.7474,2756.3167,3888.3130,0.0000,-3949.7666,0.0000,742.6542,5579.7267,2433.2733,-6204.3835,1850.7814,822.5673,4934.1436,3810.0395,1586.2827,4200.3601,250.0243,-5517.2446,408.3329,4225.9194,5524.3702,-6573.9203,-2949.6971,5477.0480,5972.9517,-4229.6581,-3665.9428,4308.3461,2038.6197,4151.5760,-1439.9640,-4391.4381,-3949.8013,-5286.2296,3915.7658,503.9420,6058.4622,1966.5261,-6704.4903,-2859.3618,-4019.3693,1216.1367,2541.7727,-2079.8164,5668.6257,-302.8472,452.1541,5571.8740,-3663.0491,4179.0661,-6371.3864,-718.1374,-5074.4409,3890.8487,-6783.8612,-304456.6893,-278329.8056,-300525.6890,-301281.4547,-295567.1145,-295905.4548,-294006.9313,-298254.2157,113369206.0596,113396421.2603,113374689.6032,113361278.9412,-297481.3013,113351022.4153,2876.2643,87.4317,0.0000,1935.0081,-1737.7422,0.0000,1962.1832,6078.1123,-5423.0101,4338.1038,-1201.7374,-4057.1109,2360.5570,5699.1439,-5887.4115,0.0000,2944.3851,-826.4616,-2827.3472,0.0000,-4202.7906,1143.8694,-5630.2435,4202.1694,4038.2787,4583.8481,-4025.6768,5400.5162,4692.2178,-1752.9670,2114.3022,-5510.5422,-6818.6872,-1357.6042,0.0000,1297.2081,44.1308,-2311.2998,-1610.9231,-3051.8466,-6295.5640,3452.8581,5754.1150,-2692.6257,5203.4359,4581.9403,5016.6208,-5054.1791,0.0000,4489.0531,0.0000,6802.2126,-3158.9729,4516.2989,-949.7703,4607.5402,3109.3508,-4371.1906,5194.4498,5987.1744,3940.8965,4973.0494,3713.1149,-6700.7109,3883.4008,-2445.4276,-1536.1413,-2884.6465,-588.2046,3523.6034,-1728.9442,-1935.8328,-5406.6873,-3442.9233,2775.5839,-2731.7863,-4653.8311,5261.3714,-4308.8607,-2656.5640,-6629.8746,-3149.2297,-5687.9957,1250.8365,6132.8836,2891.3860,3964.6939,4933.1631,6236.0214,-1868.2414,6309.3381,-4757.3457,2136.6739,-3364.0854,-869.6176,-2392.8020,-5946.3106,4363.6564,-1452.2398,295.2962,224324.0985,233151.8289,241057.6982,235424.0800,228396.3127,232656.9590,238497.4906,234833.8897,27370251.9408,27374004.6166,27362574.3459,27365440.8309,236320.8218,27362394.8972,740.2260,-3807.7705,0.0000,4717.7669,-5301.8117,0.0000,-5511.4780,-3086.1771,-3421.9611,-112.7608,2651.3710,-2700.5921,-4079.0859,2615.4283,-2723.8986,0.0000,-3229.9380,-3043.8137,5317.1345,0.0000,1885.0608,-1939.9723,-2204.9286,4419.9127,-5387.6559,-3727.1428,-4323.6056,3138.0604,-885.2280,5384.3960,-1253.7936,4069.8661,-852.0072,4025.4851,0.0000,3964.5217,-6267.1843,-4535.3940,4414.8564,-5441.6005,2825.5624,4633.3677,-2945.6178,5266.6579,-3849.8226,-4585.0608,3720.3000,2141.6029,0.0000,-3423.7345,0.0000,-1030.6214,2512.8095,4622.1385,-2944.4358,-4354.7424,6123.7304,2156.5768,2624.2698,-2843.5037,3849.3452,-4566.9433,2128.9457,-809.7653,3791.1546,-3071.4551,-1011.7071,5473.8688,4159.6633,189.2386,-5109.4708,-5495.4447,173.3209,-5316.2401,4645.4829,-6199.0679,-2608.5922,2002.7815,969.2895,-4886.4993,-1993.9315,562.7458,3342.7456,-1175.4238,-1449.8419,-4682.5543,-5504.4573,-4114.7402,-805.0514,-3459.1099,2886.9255,-4795.6985,3212.5147,-4768.7235,5202.9592,-1089.2801,3379.1548,1560.5187,-5145.2009,1204.9359,142756.6246,139729.6451,145438.8934,142137.2019,148193.1550,143222.4117,134222.3248,142444.7152,-35394689.0172,-35412309.9167,-35406245.9444,-35405938.8474,142984.7575,-35399689.2688,
300.000,-5303.3270,6366.1517,0.0000,-3638.9356,3655.4031,0.0000,5384.3058,2367.4589,855.9819,6094.1674,-5767.6590,-5990.2902,4552.7408,-1840.4409,562.1074,0.0000,5448.5127,-5530.0865,-4708.5130,0.0000,-6134.8277,-5480.0869,-3981.1909,4802.0967,3111.1165,-1663.1123,1948.8146,3631.5945,-3677.3275,3279.0313,-5442.5013,-2292.6270,429.1480,-5120.7189,0.0000,5125.0261,-4036.5424,4119.0336,4698.8815,912.4823,-2361.8694,4852.5312,4033.3280,-4092.5824,3546.1977,195.1386,3532.5947,2296.9971,0.0000,-3234.3601,0.0000,1358.8910,4104.0939,4051.9550,-6714.6397,3029.4001,2628.3637,4259.4622,4625.3885,2985.2991,5692.8104,2368.4917,-4336.9818,-819.0336,4406.6970,4007.1298,-6802.9704,-4277.4282,5556.4770,5370.6833,-5428.8484,-4597.7084,3635.5398,70.1588,5205.8854,-1561.0632,-5562.2183,-3053.9213,-5979.7934,2006.6063,-1041.9987,5322.8403,806.5398,-6445.4294,-1195.1709,-2082.2936,3258.1301,3891.7208,-559.1014,4172.1886,1412.5175,-1481.4831,5365.0820,-4066.7399,3003.7588,-6739.3847,-2371.4029,-4076.5130,3470.1545,-6078.3071,-308990.6849,-283183.9820,-305342.6773,-306022.7619,-300445.7202,-300979.6768,-298914.4078,-303274.6319,112746736.9878,112773635.4200,112752027.3600,112738335.7917,-302412.4003,112728529.7532,4170.7443,-1370.8216,0.0000,3811.6431,-3728.1566,0.0000,1545.1412,6176.7305,-6411.3811,2980.2505,575.5439,-3273.6798,420.4264,6581.8439,-5742.6075,0.0000,1006.3588,977.4226,-1446.9363,0.0000,-3046.6598,2254.0757,-4217.6052,3131.0628,2802.1826,5040.2696,-5476.4580,3806.1871,5677.9049,-3748.0355,3379.3212,-4111.1215,-6818.5428,692.1603,0.0000,-738.9308,1754.6462,-4133.3006,-3580.2615,-4255.5943,-5243.6951,1674.0847,5355.1448,-595.1885,3692.4953,4207.5944,3287.0104,-5139.0975,0.0000,5801.0330,0.0000,6692.1142,-3842.9092,3085.8770,653.3949,2876.4791,3877.7477,-5462.2130,5168.5559,6016.4469,2826.1800,4443.7066,3733.0188,-6631.4314,1999.7329,-3675.6442,-29.9277,-1162.4802,-2533.9578,3678.7287,-152.1701,1.0260,-5557.9091,-4412.2485,901.2442,-4619.2078,-4000.9500,6160.1085,-3315.3833,-3610.5117,-6843.1867,-4130.2046,-6614.8655,2433.5748,6204.8204,3683.0412,3328.9040,3331.2210,6551.3871,-2894.4958,5540.0229,-3867.3982,167.3058,-1317.4734,-2734.8856,-1237.5648,-4853.0538,5534.6909,-3508.9145,1493.6490,217906.2579,227179.8968,234818.2889,229347.5986,222045.2948,226520.2116,232132.4195,228778.6877,29841549.5505,29846156.2489,29834423.2032,29837097.2018,229994.7446,29833598.6380,-820.4853,-2301.7771,0.0000,4486.3041,-4519.5358,0.0000,-4096.4743,-1764.5752,-2189.7428,1417.8407,3770.3482,-988.7997,-5043.6899,892.7948,-3823.7069,0.0000,-4170.7104,-4046.1203,4665.9261,0.0000,378.9805,-3514.8614,-3730.3268,3695.8782,-5432.4217,-4466.3866,-3524.8348,4442.5836,674.8858,4738.3641,-2656.8890,5065.1628,1272.9574,4605.3141,0.0000,4574.8379,-5358.4123,-3298.9076,3633.9283,-5240.6710,3897.5467,4478.5057,-1594.0895,5523.9447,-4491.8613,-5269.3829,4826.5532,3679.0106,0.0000,-1829.6967,0.0000,1100.4977,3973.3280,4662.6084,-1594.0306,-5115.7888,5092.7239,396.5583,565.9484,-1148.3708,2759.7884,-4504.8912,3996.9301,1025.6913,4885.7973,-4046.3727,543.8761,5229.3458,3220.4904,2392.6018,-4181.1587,-5122.7007,-1937.4137,-4979.7175,4314.3822,-4917.5410,-886.4902,219.7204,-850.9304,-5404.5316,-505.4549,-1254.7923,1738.1793,638.9674,-2824.1703,-5342.5334,-5079.2550,-4635.6081,777.2121,-4670.1553,3940.5101,-5355.7989,4135.0916,-5404.0183,5365.6928,729.8387,4254.1783,31.6881,-4400.2676,2890.4773,142709.3774,139682.1734,145389.4416,141993.3311,148167.9049,143488.2312,134172.1063,142030.0906,-35396693.5691,-35414267.8118,-35408300.0140,-35407943.1690,142965.4007,-35401453.8390,
600.000,-3944.0190,6345.5012,0.0000,-2285.4767,2927.2912,0.0000,6483.8619,3836.1846,-704.9796,6199.8689,-4721.4591,-6492.1617,3770.2827,-649.5614,-1367.0404,0.0000,5022.8661,-4387.2690,-5824.5352,0.0000,-6572.9764,-3901.5239,-4290.5420,6070.3987,4632.3448,474.2959,365.1217,4045.7391,-2128.5520,2385.8157,-3871.8181,-3459.0914,-258.8600,-4318.4981,0.0000,4279.4009,-4745.8534,3461.4969,3878.5969,-968.6397,-3714.1317,5636.4639,5268.1850,-4283.6729,4652.1874,2260.6045,3999.5068,430.8731,0.0000,-2213.0057,0.0000,1849.5498,2206.0972,5304.2059,-6579.0511,3920.7222,4127.7936,3168.5591,4966.7189,4062.2404,6633.4931,4248.2402,-2699.3061,-1970.9898,4196.0004,2081.2966,-6339.6847,-5213.4890,5117.6727,4200.8105,-6100.4100,-5115.6958,2568.1208,-1873.9293,5763.8633,-1444.2431,-6172.2867,-1851.1678,-6076.3996,-92.7190,-2482.5462,4035.1519,-414.9363,-5543.2810,606.3933,59.3800,4982.4285,4901.3967,1032.3114,2266.4220,3023.5264,-3293.5122,4635.7576,-4124.0646,1556.7820,-6430.8215,-3824.6646,-2672.9312,2707.8957,-4765.9360,-313388.5140,-287911.1188,-310024.7537,-310613.3442,-305188.8093,-305938.9932,-303685.7313,-308105.6108,112070394.3277,112096958.4037,112075472.2002,112061487.7071,-307209.0136,112052167.1553,5041.9285,-2668.9194,0.0000,5334.1812,-5343.3696,0.0000,1024.7499,5663.2122,-6753.5706,1322.4935,2325.2184,-2171.9484,-1591.7810,6800.3811,-5067.9880,0.0000,-1046.3067,2715.8948,37.9518,0.0000,-1588.6586,3177.5035,-2371.2885,1777.0903,1332.2904,5052.7752,-6376.2558,1824.7616,6082.5586,-5368.4258,4342.7669,-2327.3679,-6127.2233,2693.2659,0.0000,-2722.8214,3240.4242,-5489.6871,-5196.5699,-5065.2379,-3701.9828,-247.3590,4439.3125,1550.2274,1824.0019,3440.2471,1219.4181,-4702.1193,0.0000,6522.4085,0.0000,5889.5055,-4184.1956,1387.0683,2178.8218,839.6282,4305.0820,-6012.1008,4624.3307,5426.1260,1463.8807,3493.2475,3426.2794,-5853.6299,-101.8278,-4563.9409,1484.7312,637.5341,-4215.0411,3404.5096,1400.3293,1906.0103,-5152.4894,-4939.6217,-1038.1781,-6015.2342,-2957.0351,6434.0456,-1979.9415,-4247.4014,-6396.2607,-4700.7781,-6876.3242,3381.3012,5689.9419,4153.2716,2416.3670,1423.8969,6132.3937,-3683.7131,4258.1085,-2619.8337,-1841.5659,861.2328,-4341.0259,50.4163,-3299.9422,6154.3530,-5163.9548,2574.7926,211399.2195,221107.1112,228474.1338,223181.7635,215593.7615,220300.3270,225665.5370,222715.0504,32298709.7048,32304161.5571,32292125.6975,32294588.8503,223565.7956,32290663.7613,-2287.9876,-546.6634,0.0000,3773.1028,-3248.8127,0.0000,-2245.0035,-246.8490,-712.3580,2796.4367,4483.0731,830.4825,-5439.9624,-927.1600,-4512.8342,0.0000,-4666.1695,-4613.8781,3483.6067,0.0000,-1169.0236,-4706.8433,-4850.5319,2557.1762,-4878.8185,-4729.2747,-2326.5227,5262.7867,2158.3429,3573.3688,-3775.9749,5515.5664,3262.5478,4690.8869,0.0000,4691.5810,-3878.2865,-1672.5631,2464.8923,-4450.5957,4555.4520,3819.7820,-68.7913,5183.7604,-4628.0532,-5344.3616,5392.9371,4785.7624,0.0000,-36.0679,0.0000,3112.9026,5000.2646,4199.1537,-72.8970,-5248.4489,3515.0392,-1405.8697,-1552.3509,676.2007,1374.4235,-3923.7797,5446.2503,2742.6982,5446.0539,-4558.8039,2038.3929,4407.8265,1932.5533,4340.1859,-2790.6397,-4191.4477,-3839.4668,-4043.9223,3499.4923,-3109.2689,931.5199,-1587.4526,-2578.3455,-5312.5098,1036.9699,-2933.2834,-56.2429,2384.4926,-3894.8143,-5402.6956,-4102.2250,-4656.2237,2263.6492,-5375.1227,4574.8156,-5303.0553,4584.6440,-5452.1376,4903.2436,2469.3372,4663.3161,-1500.6447,-3115.7979,4261.5782,142662.0969,139634.8141,145335.2980,141857.2769,148140.0640,143749.6818,134126.0599,141690.5276,-35398700.3602,-35416225.3619,-35410352.3738,-35409934.0399,142945.9672,-35403218.4960,
