sl_100_86400_20310515 Coordinates.csv
2031/05/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:18 2024,
Start: 2031/05/15 07:47:00.00, Stop: 2031/05/16 07:47:00.00,
TIME_UNITS,STARLINK-4438 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-5278 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-5673 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-6091 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-5278 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-5673 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-5278 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-5673 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,99.4521,5978.8726,-1164.9751,6194.5867,-4574.4175,4246.7420,2666.6176,4229.5751,0.0000,-6110.8306,2306.3842,476.5225,220.9816,-4742.3201,-3992.6234,5771.8288,-4113.8136,-5998.1457,-1750.8272,6841.7394,-3477.0720,-3215.7078,-1279.9359,5559.0025,-5161.1165,-5855.0755,5071.0518,-4351.0658,-3267.2821,6047.3200,4331.1977,-466.3027,6721.1240,1066.7530,2807.2610,-5701.8488,-6529.7881,2636.0834,-5652.5123,-3958.0831,0.0000,-6641.8739,3922.1102,-1234.7072,2228.6771,3797.9701,-6244.4612,-3067.5233,-3381.5602,679.9347,-5075.1506,-6168.3569,4687.9514,2924.7376,-1150.3149,-6586.9511,4085.1551,-2522.4495,-2744.5605,1474.9527,-5110.1574,-5226.0833,5127.2135,-108.3318,6611.1963,-3716.8868,876.6486,5237.3536,2402.5544,-4925.1701,4466.1786,-2189.2884,6633.4844,549.6781,-4661.1293,4722.2279,-5586.9799,-4724.9028,1324.7656,-5632.9914,-5190.9182,4392.2665,3922.3849,-3284.7754,4942.0120,5540.5026,-936.3414,-1964.1841,-2370.8624,4625.4134,-6135.8933,-1119.9186,4041.5254,5314.4742,1289.8046,-2530.5790,4932.9085,1541.4897,0.0000,-4634.2072,-392664.6797,-381490.2066,-374783.6493,-379941.3296,-383170.3646,-379725.9700,-373627.1549,-375373.6789,53711248.7260,53727287.6561,53714655.5625,53722370.8522,-377145.1630,53719463.8604,1117.8670,-1475.5360,-4823.6383,1040.6182,-1418.0525,-2935.2380,3895.2430,-4176.0691,0.0000,858.5950,-6482.0881,-5051.5615,-2654.5651,-1434.6830,-3514.2150,-2671.7539,-4076.1693,102.9412,-3870.9626,-288.6794,2340.5066,3227.5221,6695.4264,-585.8752,-109.7618,1818.4268,189.1417,4236.8057,-4414.9783,-2546.4537,-4629.1810,-5042.0881,191.8309,3959.7220,-5383.8209,201.8416,-374.1538,-4243.9440,2747.4571,4441.6491,0.0000,-1922.9550,1524.0878,5414.7914,861.3070,-3095.4640,1050.3418,-5804.4792,-2369.0020,-6639.2574,3430.3376,2643.5903,3080.8443,4753.0744,5666.9237,241.5253,2391.0622,6329.2300,3965.2614,4841.7238,-4658.6769,-1868.8839,1773.9792,-995.8558,1416.2449,4622.6758,5146.5473,-1519.9955,690.4550,1167.0692,2788.4023,4600.2097,293.3088,6684.1070,-2304.4967,-54.7202,-3462.0280,3911.5828,-5644.6936,-2841.4005,494.6111,5202.9485,-1488.6500,5450.0368,-1693.4605,-3774.8692,6414.3851,-4657.2030,-3834.2481,-4337.8088,-865.3280,-5879.6078,-859.1437,1287.3211,-6383.6396,5255.8817,-4673.6353,-1847.2795,0.0000,2052.9367,-33170.3042,-51446.6182,-37868.5089,-39991.9399,-48345.6347,-46204.1911,-44932.6605,-43065.5168,-59519350.4686,-59553633.2677,-59546933.3427,-59550634.2407,-42965.5191,-59537938.2154,-6833.1361,-3168.4201,-4638.2892,-2761.9483,-4876.7828,4483.0333,5027.3584,-2973.3889,0.0000,-3156.1786,816.4239,-4720.2243,6394.8798,-4939.8463,-4398.4439,-2727.7105,3735.8657,3281.8032,-5232.0235,980.7537,5431.3718,-5184.5316,1061.1367,-4074.2131,-4383.5803,-3040.3531,-4706.9457,3170.9199,4199.0342,-2207.6482,2507.6317,-4718.5971,340.7257,-5469.7065,3305.1110,3497.3833,-1717.4649,4647.1660,-2896.7355,3452.6665,0.0000,77.8730,5443.8984,-4050.8650,-6533.5330,-4816.2757,-2469.7485,-2208.1330,5501.3257,1659.4311,-3289.8973,-955.7462,4006.3961,4017.8650,3684.5944,-2149.3075,-4987.1668,1139.7410,4687.9278,4387.0173,-463.2500,-4090.9196,4190.0921,6834.1366,-1419.9659,-3452.1672,4541.7162,-4223.4919,6475.3855,-4717.2001,-4294.0254,4615.1758,1219.4341,846.8594,4574.4845,-5006.2229,1910.6683,3109.5559,3847.3147,2310.9287,-4567.4485,-1080.8718,5398.6197,-2720.6740,-4569.1670,1353.6405,-1810.3273,4710.2593,5228.3749,-2785.3574,-2991.8199,3361.7467,-5485.8416,-3987.6162,-2229.8320,-3575.6584,253.5253,-6482.3527,0.0000,4721.9495,-8314.8649,-14774.5780,-8592.8977,-11776.7596,-5793.7843,-11061.7417,-19847.7842,-10703.2904,-21094787.4231,-21130278.1428,-21077132.2739,-21094994.2843,-11077.4132,-21096882.1319,
3600.000,4663.6157,-3055.5627,4318.8307,-6572.6915,6625.5357,-2239.1712,-5818.9370,1034.7310,0.0000,6325.7541,525.3910,3385.0764,4208.2953,-162.5237,6405.4251,-2299.6909,4133.7825,6155.9985,5408.7363,-4942.6272,293.7384,-1023.0420,-1024.5133,-3266.3513,5346.5109,2056.9070,-4608.3144,166.6323,5625.7069,-2975.8131,-2850.1486,4339.3635,-4980.8293,-5289.2870,888.6325,5563.0826,3655.3546,1178.9674,4710.2299,2943.2021,0.0000,6002.1793,-4596.1562,-730.9421,-4557.2522,-2949.6057,5644.4468,4985.9554,5862.1934,1732.5496,1574.7964,2887.4882,-4010.5245,-1109.8888,-1698.6936,4382.8107,-6684.4176,-546.3343,696.1296,-4626.4675,5782.7328,3567.9914,-3428.1192,-4359.2853,-6434.6804,2505.4872,-4385.4938,-4767.3830,-4221.7744,3678.4270,-6676.0528,-2264.5828,-3902.6420,-2440.7381,5377.6263,-5905.4511,6447.9136,3874.3458,954.1583,4613.5263,5141.9037,-5017.8023,-1297.7317,1973.8391,-4098.2618,-2095.0512,-1290.4044,5447.6831,5732.8242,-3056.9969,3592.9220,3084.7905,-2601.0187,-2864.8942,2072.0284,-75.3803,-1919.2429,798.7219,0.0000,2691.8650,-372526.4856,-357516.9378,-350656.8935,-352788.0048,-360375.0376,-355193.7853,-351196.2362,-356191.7358,67335820.9871,67353307.0766,67345352.4484,67353620.4109,-354520.1128,67344744.7477,-2814.5801,4035.5705,5209.9026,748.1873,-1179.4930,6185.6008,-3276.7778,3867.4383,0.0000,-2601.6271,5690.5919,5173.6737,1304.7557,946.4709,2510.9574,3696.3324,-107.2575,-2948.9610,244.2658,2688.6314,-5481.3748,-4729.7114,-4934.7048,4081.4299,-3910.1927,-3590.1936,3808.2620,-4134.1236,4019.9356,4288.1541,5792.8976,4335.5647,2746.4933,-2562.3455,4114.9640,-3677.6033,-2363.4223,6131.8006,-5014.4320,-6161.0593,0.0000,-635.6624,2827.9573,-6829.3056,2701.9385,6093.3534,-2945.6616,4566.1448,-932.0801,4359.5414,-4832.2683,-4461.1596,1142.6466,-6653.6304,-6644.3375,-2898.3824,-359.1838,-5517.9192,-6680.2777,-4848.2939,2276.3168,-2133.8286,2433.5134,-1941.4836,940.6914,-6306.6126,-4877.0583,4805.4078,-4649.5657,-4909.4499,325.8890,-3741.7114,2295.4026,-4996.5845,-1716.5259,3134.3812,1073.4499,-5533.0320,2444.2688,-1728.6069,-4036.3074,-3400.1881,5273.8028,-6424.4268,5094.4166,4889.4972,-5771.1516,2794.2454,3115.1307,6154.5901,-2173.2057,6046.5644,5036.0212,3067.2323,4709.3508,-6838.7542,5495.4099,5489.4733,0.0000,-5435.9292,-131471.6650,-142922.5899,-131841.7430,-134917.8123,-142239.8797,-135276.8506,-138703.1862,-136468.1681,-43524938.0306,-43553857.6624,-43556065.5439,-43552557.3307,-136212.1145,-43542598.3757,4261.7590,4714.1707,531.9885,-1816.9333,1162.8959,-1892.9755,-1760.3731,5291.4782,0.0000,-1099.2830,-3923.1066,3113.9800,-5366.8005,6915.8595,488.4588,5364.5997,-5526.5805,438.5335,3997.5722,-4030.9039,-4134.6793,4904.3440,-4719.0536,4515.8194,1385.7980,5435.9640,3472.4344,-5472.0667,-312.4129,4536.5142,2193.6486,3189.3511,3593.5000,3473.6160,-5493.2842,604.6844,5162.0297,-2773.3121,-726.2853,869.9011,0.0000,3367.2134,-4288.8732,-142.3422,4487.7726,1139.6073,-2376.6772,-1500.2870,-3500.1157,-5038.1028,4734.6249,4197.3940,-5500.2372,1381.9601,-227.8305,4512.0435,1540.0157,-4127.2017,-474.8809,192.6817,-3070.2181,5484.5433,-5428.3025,-5014.0253,-2334.2655,-1003.7929,-2231.4910,1300.2081,-2987.7521,3183.8676,1191.1505,-5318.1860,-5015.5101,3835.4880,-4027.5275,1604.7980,2026.8830,1305.9903,-6455.8022,-4578.1862,2287.7654,-3285.7388,-4173.6223,-1648.2059,2309.5022,-4307.1435,-3217.2882,-3221.2356,-2288.9991,-843.9772,5436.3357,1047.7690,3860.6217,5294.3202,4560.6109,-54.6614,3506.7414,4104.0158,0.0000,-3363.8408,-7188.2885,-12769.6964,-7824.8717,-10938.8484,-4654.5695,-7567.5433,-18655.7228,-10279.9114,-21088929.1566,-21127086.3729,-21074874.9347,-21096430.6478,-9749.5709,-21094014.3586,
7200.000,-6776.9181,-347.3103,-4797.9341,3689.5074,-5247.6075,-323.1072,6154.9055,-5743.5833,0.0000,-3727.2834,-3888.2577,-5601.8476,-6754.0118,3983.3401,-5787.1686,-1931.3796,-3931.3150,-3355.9029,-6277.2377,1488.2250,1937.5916,4048.6773,4063.8599,720.3683,-2877.8802,2222.0315,3235.8645,4283.0530,-5465.1198,-979.3709,-754.4516,-6336.5937,508.2938,6681.7398,-4832.6604,-1734.0720,601.0099,-3844.0456,-1806.1121,-264.1136,0.0000,-3439.6447,4320.4684,2356.5785,5773.0368,1001.5476,-1621.8423,-5277.2083,-6180.1655,-4636.3111,2157.9302,1947.1205,3145.2655,-1030.2920,3745.9299,-1160.6743,6064.0787,4112.9586,1667.7018,4646.8739,-4867.8257,-1837.7384,1611.4196,4709.2051,3807.0852,226.5324,5953.3162,2617.0996,2344.2834,-1824.1888,5431.4454,5826.5436,-548.8833,4147.6773,-4991.9312,4558.4840,-4580.3641,-839.1776,-4379.9284,-1994.9431,-3651.0390,4144.6405,-770.7306,630.5083,2302.8723,-2469.0850,3739.8128,-6878.8422,-6368.7239,140.4536,-520.5332,-3861.8422,1107.5733,261.7855,-5371.0253,2630.7309,-2608.6250,-1342.8214,0.0000,-562.9545,-327933.5514,-311806.1114,-304202.6560,-305577.3301,-314599.5705,-308102.3387,-305788.0947,-307678.9055,76338821.0220,76355554.7669,76355585.2196,76358897.3629,-309211.5496,76347942.7163,1080.3066,-6046.6587,-2684.4240,-2709.7074,2761.7264,-6513.2196,1649.0317,-2487.9090,0.0000,3514.6527,-3392.5687,-4054.9037,-1118.2459,2328.3959,-513.1473,-4717.9676,4276.7065,4548.1357,2339.2404,-4987.9138,6588.8946,5389.8628,1681.6138,-6540.9426,5474.3926,5149.9013,-6114.4780,3653.2329,-1909.5123,-5519.8486,-4267.5763,-2756.8858,-5093.8466,946.3914,-2550.0214,4959.8845,5180.1328,-5523.8906,5431.6774,5083.9380,0.0000,3718.2039,-5358.3952,4882.1298,-3873.1290,-5934.7621,3886.5551,-1358.2127,2921.7518,-802.9115,5652.9944,5082.5720,-5097.1289,3389.6821,4634.8949,5436.8442,-1342.4061,3274.5058,5012.9018,1442.0749,1429.8767,5767.3649,-6016.7817,5064.2489,-3487.7769,4952.3886,3221.1317,-5882.7743,6138.1250,6662.6883,-2912.8961,2723.8427,-4969.5647,323.8498,4698.3216,-4283.1698,2330.6205,4789.5669,467.6433,5806.5179,5724.4833,-513.8767,-6801.9716,4771.8551,-6407.6493,-4860.0137,1525.7847,-637.8625,-1651.6297,-5690.6243,5393.7577,-3098.6093,-6759.9917,-6385.6094,-1936.4111,5161.2938,-4342.7206,-6726.9887,0.0000,6909.5265,-221740.0483,-224889.4536,-217402.0183,-222977.1954,-227366.6336,-216716.3845,-223898.0026,-220397.2492,-24539438.5560,-24563537.1069,-24570945.3494,-24559473.5467,-220854.4299,-24555996.6076,900.2733,-3360.1640,3974.1391,5097.8644,3383.1159,-2081.9300,-2665.9772,-2232.7702,0.0000,4654.3988,4614.8984,388.9635,1104.1483,-5259.6170,3707.9451,-4682.1207,3708.6206,-3866.2693,699.6703,4548.2495,-23.9859,-1467.3298,5306.2673,-2128.4200,2741.9429,-3923.0434,-83.9246,3902.4744,-3795.7822,-4064.7283,-5272.1035,317.3559,-4378.6741,1053.4959,4230.0899,-4157.5911,-4307.5328,-1171.3291,3875.8434,-4638.2507,0.0000,-4713.1679,278.6294,4211.9902,122.7894,3295.1816,5320.7134,4263.6649,-847.4717,5008.3711,-3428.3107,-4044.5251,3412.5292,-5905.6879,-3406.9079,-4145.3444,2932.7772,4473.6200,-4178.7130,-4617.5129,4711.1094,-3299.7931,2867.7319,48.9631,4578.7429,4731.4674,-1470.5202,2456.2160,-2271.7713,333.2152,2842.1770,2438.0644,4527.6599,-5336.2527,1014.3258,2853.1566,-4532.0055,-4875.4475,5380.5408,2727.7793,1375.5112,5473.3244,-69.0000,4957.7582,1323.5368,4123.9775,5370.8495,-309.3727,-2126.1395,3932.4834,-4241.7351,-4768.2313,415.6815,-2221.1054,-3847.6126,3622.6623,-4541.8860,830.2546,0.0000,-49.5358,-6085.2705,-10355.9121,-7571.6634,-7067.3541,-3857.0111,-9512.3114,-16863.7010,-7547.5330,-21083414.9372,-21123514.0147,-21073461.7528,-21097343.1210,-8420.7315,-21091161.3036,
