sl_100_86400_20310303 Coordinates.csv
2031/03/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:17 2024,
Start: 2031/03/03 07:47:00.00, Stop: 2031/03/04 07:47:00.00,
TIME_UNITS,STARLINK-5868 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-5673 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-31773 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-5673 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-5673 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1605.7773,3273.1930,-4539.0420,4235.2150,6845.3603,5573.7206,4204.9744,-5930.5336,-2174.4644,-4420.0125,-1767.7592,-4603.9391,-1680.6498,1574.0321,-3577.1424,-3318.8992,6208.3971,4637.0286,-4079.6795,-719.1938,-3735.8468,2824.9234,-3406.5208,-1849.2143,5064.4842,2635.1773,1433.3711,-4501.7296,-5323.7172,-1675.5571,4985.4137,-6130.7736,-5254.5688,4065.1682,-4817.4610,1093.0963,2618.1936,3663.0526,2877.8275,1242.3185,-4785.2281,1862.0695,-5293.6876,-5438.1790,-4437.4014,2719.2734,-2776.5405,-3946.9713,-272.9749,-4756.5963,3474.5660,303.4045,6469.5815,-844.4546,402.9256,1626.2815,0.0000,-5139.4783,-2770.5540,-895.4621,-1945.1964,365.4569,-6097.6651,5739.4795,6355.9533,-2867.1896,5707.8097,-5299.3317,4232.8546,-1172.8375,6246.8461,6005.1833,0.0000,2820.6193,5318.4242,-2742.2341,-33.0486,-4501.3327,-5329.6895,3532.0872,-2180.3280,-4839.7044,2633.9584,2296.3314,2216.9814,-5551.6899,-1870.9812,-5481.5969,-2446.3451,-6273.7180,4109.5236,6254.1743,-5009.1824,-2455.4494,2853.5727,5235.0934,1926.6583,-3784.7715,1559.7015,-4358.8715,385521.8967,370698.4419,384275.7467,380603.0833,371746.3310,374642.4307,377967.0854,379415.3347,-85050699.6970,-85062342.7937,-85047027.6821,-85061315.4408,378670.8376,-85051130.0770,-2600.2456,5949.4021,1318.4538,-5301.2302,237.5492,2488.3302,-2078.2063,261.6786,2439.6372,-4656.5237,-6533.3049,846.2760,-6034.6621,6598.5965,-2603.1593,-3499.7039,1121.3697,2334.0623,1450.7723,6842.2863,4871.9695,-5357.3440,-2302.8400,4011.0648,1648.8974,-3041.5448,5909.5925,-2704.4001,-4208.1967,6182.7018,960.0944,2930.6038,3113.4063,2219.6476,-1272.2243,6708.9267,-4999.1303,4500.2105,2908.0267,5694.2891,4667.1611,-2301.4827,-3338.2097,2815.7364,4004.0783,-3779.7627,5138.7390,3920.5817,-1294.8103,4011.6681,2109.7616,-4726.0236,-1770.7235,-4368.7676,6353.5903,-6417.7193,0.0000,-4610.7573,-5758.4138,6744.9189,-6386.7742,-6681.0771,-2464.3052,94.8649,-1651.5586,-5934.6013,1248.8820,1950.1684,-5042.1710,6496.2457,1537.5209,2074.6437,0.0000,6144.8598,-1420.4979,-3183.9192,-6376.7560,3190.4805,-1822.2814,-2707.5305,6415.8496,-1898.5799,5481.7543,-6424.4661,3772.5830,-3267.2039,-4237.5805,3918.6634,-3445.6700,-229.7845,-5426.9276,-2331.9479,2923.9311,6150.5562,3008.7391,4192.4549,-5866.7689,-2113.9338,6676.1589,4430.7106,13953.6430,-2674.8810,9222.5648,13210.5182,13390.3374,10903.3301,5501.0661,7981.5568,-106990010.6875,-107036159.8540,-106998402.7342,-107016826.0980,9393.1434,-107008471.0941,-6235.2397,-1381.2792,-5012.2588,665.7253,-414.9689,3260.5904,5028.8306,3494.8150,6102.8699,-1891.2184,-478.1077,4930.7179,2988.9657,242.6952,-5362.5583,-4932.5373,-1997.1961,4490.9153,-5246.2494,635.5423,3203.6914,3263.0179,5489.6116,-5246.1225,4333.5314,-5346.0792,-3302.5204,4470.8243,-885.7245,-2628.8747,-4694.9084,-1289.3145,-3054.7173,5154.9907,-4803.9416,-1103.9525,-3963.0196,3727.4746,5420.3606,3635.5467,1400.1933,6266.8937,2793.0852,-2851.9353,3443.8711,5125.9225,-3693.4342,-4170.2484,-6823.8642,3001.7186,-5291.2295,-4800.7946,333.9730,5175.6218,2469.3118,1973.9592,0.0000,421.7333,2523.6630,1272.5193,1519.1811,-1894.9097,1769.0024,-3868.8863,-1853.5311,2304.1652,-3734.4054,3883.4104,-1758.1144,-1778.8518,-2422.7910,2470.9720,0.0000,-1156.9152,-4115.1862,-5524.1441,-2711.1792,-4179.9826,3995.6719,5350.9209,617.3770,-4567.9968,-3290.5826,-919.6801,-5341.9812,2460.4751,5104.9496,1620.1840,5343.7733,2940.9374,819.7912,1403.6308,-3767.2964,-1658.9360,5506.9964,-1127.9117,-2748.9405,-5360.0016,-857.4165,2804.9716,144029.5981,141230.1239,144006.6059,140985.9076,146858.1087,141252.4371,132724.8725,140741.9181,-37754660.4485,-37727075.2264,-37732504.2300,-37746637.4091,141499.6209,-37745919.2396,
3600.000,-975.1428,-4560.5388,4879.5195,-1869.9944,-5177.8125,-4878.2545,-3974.5686,6497.3993,6176.9951,4139.2140,3987.5621,1348.4363,3304.3590,-3824.5631,2022.1390,6274.1447,-3581.8201,-5252.8405,3597.8575,-1276.0598,-141.4014,1025.1408,5795.6620,-988.9811,-4707.0848,1443.7211,-3358.6563,3944.5221,5421.1078,-1756.2513,-5585.8817,3326.9782,3853.6320,-4240.4775,3385.4768,-2573.7992,1656.2417,-5672.7465,-6039.2135,-3549.5119,1346.3755,-1536.3230,6352.2958,4374.9963,1760.9013,1534.0074,1450.0337,161.1978,-3299.8184,3946.9012,2490.8151,4272.8578,-3909.4024,4770.6157,-3509.9482,1085.4534,0.0000,5776.5345,4554.4155,-1353.0915,3332.9982,1790.6348,6125.7836,-2953.8298,-3028.1813,4357.7135,-2393.5155,1901.8607,-1765.4766,-1438.3185,-6531.1910,-6434.8259,0.0000,-3726.1923,-5688.1712,2388.8054,2988.0017,3102.2549,6906.8097,-4890.0639,-754.2857,3653.8970,-5125.4665,237.9651,-5063.1397,6347.2693,5192.3674,5736.6198,5406.1381,6682.1057,-1991.2919,-4532.2302,4748.4707,-208.8172,-5846.0082,-4639.7807,127.2777,4615.6059,805.1637,159.7491,369722.6641,358418.9562,369821.1913,366227.8011,356860.2802,364587.9816,363057.2446,363256.9157,-54367515.8634,-54372098.8058,-54369880.3767,-54372028.6539,364336.9618,-54367464.2444,6171.2000,-3075.6966,-4573.7757,5334.3371,2388.0443,1375.4666,5361.8830,-2160.4712,-2388.0048,214.9155,4304.6179,-4578.2967,5991.4800,-4341.9639,-1679.3788,2443.0180,3250.3431,2011.3241,-5386.0630,-5124.6487,-5071.3040,4028.7779,-1203.9961,-6420.5987,2745.7230,5872.8871,-2533.5545,-1655.5066,815.1205,-4812.5379,2860.8928,-3709.8273,-5575.7378,2089.0375,-2855.4452,-5479.7655,4915.3200,-3905.8652,236.8622,-2090.4655,-4471.0544,5988.5798,1876.6816,-4693.2659,-24.7929,2013.9352,-6734.3264,-5253.0626,-2693.4375,-5520.9210,800.0410,2121.9653,3369.2704,1633.9938,-3604.1598,4506.2950,0.0000,2183.5230,2249.2014,-6351.9471,3268.2066,6487.9060,483.9504,2902.9753,3271.7327,3038.5496,1018.6613,-4816.3312,6166.1667,-6307.0396,165.9525,-237.7090,0.0000,-3143.0488,3851.2277,-1462.5802,4151.6795,-6049.2715,199.8005,4803.2433,-5926.7619,-2258.3393,-4631.8850,5061.3157,-372.8911,1853.3452,4119.8852,-1430.0215,-253.5759,-1343.5352,5494.7930,4397.5978,-5008.7506,-6412.7381,-176.3790,-819.4581,6381.5413,-2284.2708,-4071.1272,-4155.4793,112862.3222,89496.0668,102194.0512,103200.2263,107714.2320,105018.4185,100223.4149,105384.9962,-125330918.1203,-125383031.5247,-125342459.6700,-125362130.7643,104051.0041,-125350360.3086,3018.2485,4202.4118,1621.2824,3806.4678,3806.1503,-4724.0297,-1693.8897,791.9986,-2059.6533,5243.8683,-3411.7752,-4855.8871,1185.7386,3540.7515,6425.5831,1477.3148,4503.6169,-3951.0922,2059.0496,-4458.8893,-4725.9639,-5489.7848,-3485.5104,2179.4007,-4192.9135,2846.4707,5481.5046,-5420.8435,4086.8263,4644.7223,2884.8143,4787.5901,-827.5888,-5080.9791,5305.8490,-3286.9687,4529.5252,451.1061,-3119.2635,-5506.1002,-4988.9103,-3153.2454,1766.2388,-2113.6618,-6684.9661,-6453.2331,-506.9118,4534.2650,5475.3301,1310.1506,6133.8188,4751.2327,4290.0342,-4615.3782,-4623.9911,-5129.0142,0.0000,3109.6949,-4636.3370,2392.3330,-5017.0242,-1743.1178,2932.1274,5534.7651,5154.6117,-4544.3107,6418.7157,-4502.6141,-2303.7800,-2214.9812,-2135.0993,2236.8641,0.0000,4816.5804,-60.0023,6339.8316,4660.6768,1272.5325,29.4119,-1250.3746,3248.7018,5413.3907,-226.8355,4651.6149,4667.2671,1962.0583,-1926.3756,3608.6278,-4155.9096,1285.9852,3579.9523,2573.1332,-387.6723,-2365.4388,-3667.2687,4894.3874,-2222.6800,4568.8687,5519.2777,-5411.4350,144016.4147,140397.0227,143156.3578,139787.0307,146327.6617,143350.9419,132145.0803,141710.2629,-37743998.0194,-37720724.0504,-37720879.4651,-37742656.3878,141105.9845,-37737722.7331,
7200.000,907.3550,5204.4985,-3319.2018,-2350.5489,1548.3571,3457.0527,2298.7493,-3951.2292,-6115.9899,-2732.0611,-5024.0133,1336.8297,-3909.3901,5072.4278,-1625.0685,-6202.9268,-717.7934,4537.5813,-1716.1509,3912.7718,4028.6016,-5052.9515,-5971.6953,2661.6889,3393.5228,-3640.1483,5312.5321,-3233.0881,-3966.7227,5181.4012,4598.6449,1019.1553,-411.4303,4103.0149,-2040.8852,3835.7496,-5196.9369,5168.6912,6175.0258,5601.4879,3359.6853,1503.3158,-4455.2397,-182.8422,3519.1483,-5585.5884,660.4721,3205.3567,3111.8202,-1058.4457,-4240.1476,-6706.1069,-1363.4325,-6772.4412,5947.7325,-4454.3303,0.0000,-4805.9486,-5538.2685,3711.4619,-4576.3430,-3709.1092,-3164.3608,96.3849,-1577.9180,-5469.1473,-690.4185,1539.8002,-2085.7841,3950.4147,3753.8311,3554.5906,0.0000,4302.6197,3251.7511,-3023.0967,-5703.7250,-826.0145,-5378.1770,4168.7712,4129.0562,-2477.2317,5590.6058,-3780.5332,6507.9313,-4505.9419,-5868.0636,-1557.8309,-6235.0614,-4226.2533,-1930.9406,339.4199,-2294.1900,3369.8012,6654.2500,2830.9321,-2817.9940,-4606.3090,-525.2102,4442.9297,328747.4408,323725.1530,331792.9835,325993.7945,318922.9559,330889.4507,324909.7694,328014.6406,-19992558.0261,-19987792.3974,-19998489.5581,-19989361.3304,326720.5290,-19991578.0736,-6595.5966,-1001.6358,5327.2450,-3394.9625,-4905.4776,-5031.9126,-5857.6801,3306.4659,-41.6975,4884.6704,303.7733,6594.2011,-3316.7716,-237.1289,5605.6898,-716.5914,-6185.4353,-5112.0906,5988.2387,1675.0471,4531.1487,-2341.4626,3255.9545,5838.5384,-5858.4537,-5103.7527,-1231.3385,5376.2746,3502.1180,2587.4928,-5105.5693,4315.9463,5453.4843,-5242.4883,6111.8703,1629.1698,-3995.4297,1383.0828,-2328.6361,-1652.3723,3388.8723,-6512.5596,1058.1195,4211.3063,-1833.9839,-1372.6077,5310.6907,5742.0419,6134.0356,4844.3781,-5037.1655,307.2470,-4209.4406,628.1325,-134.9667,-1618.9623,0.0000,1604.1478,1930.8777,3614.7958,1305.6092,-3956.7758,2657.7405,-5794.6516,-4771.3411,634.7219,-4464.1033,6390.4699,-4573.9131,3186.4551,-2423.1929,-2450.4715,0.0000,-1506.4698,-4377.2999,5236.9883,-1147.2343,6428.8294,1545.1981,-4281.6932,2838.0786,5771.8148,1906.2784,-2234.7733,-2069.5610,970.7220,-2617.2388,-803.9945,2759.6254,2754.6515,-3628.8561,-4998.4203,4918.3944,3741.3598,-1746.3340,-3819.8384,-3085.8378,5064.6105,-1463.0733,3340.8652,204038.4629,175632.9956,188819.7559,188085.1593,195222.1399,192351.4463,188056.9186,190930.8242,-135083205.0981,-135138899.8968,-135100690.5696,-135113305.5965,192122.6016,-135103325.7370,1960.9041,-4468.4283,2820.6189,-5430.8503,-4539.3327,3257.7181,-2795.0144,-4583.4866,-3273.2382,-3672.5273,4539.8435,1013.4806,-4691.5870,-4510.1079,-3777.8569,2918.0127,-2240.0620,685.8186,2714.7071,5433.0422,3344.1678,4035.8498,-944.1485,2401.6000,1171.9016,2320.2987,-4259.1732,2868.7774,-4340.3563,-3797.3128,734.8590,-5311.3421,4078.3895,1938.1349,-2525.9332,5472.0958,-2136.1554,-4363.8284,-1642.3315,3615.3610,4877.4031,-1865.0739,-5107.9390,5266.1991,5639.2005,3858.5168,4358.6367,-2253.2247,-961.8414,-4820.4196,-1085.8381,-610.2519,-5058.1802,644.8808,3350.0923,5019.4035,0.0000,-4716.4660,3575.1372,-4599.5485,4914.0454,4337.8784,-5420.8071,-3786.9991,-4620.0806,4284.2584,-5262.1829,1948.6586,4590.2703,4571.1609,5212.0883,-5283.6169,0.0000,-5129.2800,4170.2510,-3406.4605,-3766.1650,2410.0598,-4060.7058,-3583.4840,-4608.9471,-2906.3181,3580.4015,-5305.6494,-1012.9997,-5137.1694,-2520.2619,-6713.3497,-176.1342,-4765.2305,-5493.8224,-4636.3132,4274.1439,4601.9879,-558.8815,-4867.0738,5299.5190,-793.0398,-6735.4018,3945.6834,143838.0165,139564.0949,141745.4076,141826.5590,145434.8713,139886.6650,132156.6189,140461.7865,-37732917.6295,-37714546.7159,-37710648.6280,-37737564.4106,140701.1410,-37729514.6669,
