sl_100_86400_20310401 Coordinates.csv
2031/04/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:03 2024,
Start: 2031/04/01 07:47:00.00, Stop: 2031/04/02 07:47:00.00,
TIME_UNITS,STARLINK-6236 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-2282 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-6084 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-30812 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-5524 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-5257 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-1932 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-2282 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-6084 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-30812 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-5524 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-5257 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-2282 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-6084 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-30812 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-5524 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-5257 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6471.8239,-3929.1405,5829.5884,5850.8005,-4271.0609,-3752.5983,1767.8435,3790.1505,-1293.1679,-4357.7906,5410.9102,1310.9975,3466.6188,-1779.7002,-1901.9864,0.0000,6120.0734,-4915.4193,-4455.6146,-272.8481,-1079.6293,-1080.6292,-2738.7451,0.0000,-4937.7011,2618.5518,4542.8750,5230.2295,6500.3417,2585.5799,1551.1452,2538.6190,-1307.5709,1785.9755,-4713.1831,4286.6521,-478.0795,5689.3169,-2731.9299,1123.8188,5797.8755,-5348.8467,-6746.4727,-5051.0195,-5547.1376,-1350.7897,6461.3788,167.9297,-6299.2010,-3397.7238,2942.1101,3372.1440,2839.1091,3544.2389,-4886.4112,-4072.2896,-2528.5930,731.3084,-4644.4879,3677.5872,-6449.1849,6643.7354,6122.3477,-3633.9103,410.1035,-1450.1105,-4839.2274,5394.2950,5666.2332,-6317.6137,-4666.1378,4835.9560,-2686.5839,2263.7449,4894.0211,-3939.2150,-4228.4602,-4027.4468,6057.1482,5911.9405,1674.2671,4425.9428,-5125.7266,5228.6350,2164.1655,-6222.8953,4161.4119,-4121.9068,-138.2673,5702.1661,2338.3743,1292.3096,-1901.8296,-4321.8403,1476.7804,-4712.6061,1923.4027,1211.1177,4156.3761,-4381.4972,383877.4028,371660.9860,385025.9615,379860.0454,371906.4016,375732.7215,381156.8153,381029.8547,-23321245.7710,-23334815.3787,-23348988.7241,-23330123.7154,379931.5584,-23336209.4722,2427.3015,965.5931,952.3536,-2688.0073,5229.8397,3405.8970,-3727.4200,1631.5623,4875.1860,-2597.9394,3965.9681,5277.2830,-1816.2342,4157.6986,6319.7174,0.0000,2393.8134,-1760.7022,-4929.2088,6030.3613,-6793.7925,5115.6704,6327.1283,0.0000,2496.8259,5652.7208,-2273.4926,1754.3048,-1768.8971,6039.2619,4810.3716,3434.0949,6771.4775,5456.6464,-3608.4887,1778.2597,4836.2244,2319.7094,-4291.3750,-6169.6347,-3540.2886,-676.6813,-1143.5791,4693.0430,4025.2833,-4994.3985,-1164.7323,-1116.4455,-1830.9696,-5291.4895,5397.9321,5729.0535,3394.3164,-5033.0491,-2081.0747,1305.2497,205.9965,5106.8840,-2413.9297,-5136.9584,-143.6027,-750.3786,1088.0184,4104.9053,5155.1629,4009.7597,3307.1854,402.2189,-3444.0917,-1127.4903,-2005.1536,3398.2402,-4218.3669,-673.8328,3845.0237,-5237.8130,-885.0777,-4883.6981,-789.0034,-1248.2568,-5573.5249,848.8927,1139.9934,4390.9837,3464.4749,-17.5593,-3781.6580,5351.4167,6602.2008,3496.7266,-4439.4853,4427.5359,5091.8585,5309.7513,4886.3042,1193.1689,3666.6759,4850.7251,-2650.0841,4138.3714,66552.2714,61304.2061,65896.4241,67747.1307,63763.3811,62954.8426,59755.0131,62169.0048,-98418927.0267,-98473395.4521,-98444386.0868,-98427169.5437,63546.1345,-98429090.1895,-296.2628,-5376.9807,-3588.2732,1623.9199,1359.9084,-4715.2254,5269.1951,-5472.0735,4699.6388,4690.6317,-1646.4611,4275.1694,-5745.2698,-5191.9150,-1897.9945,0.0000,2058.4475,-4352.2453,-1702.9169,-3360.6175,-269.8294,-4490.8995,514.0030,0.0000,4139.6768,-3095.8730,-4696.2509,-3973.5766,-1439.3440,2033.8796,-4708.2657,-5430.9046,166.2453,-3626.7373,3395.2967,5082.0482,-4877.8963,-3208.2550,-4521.1350,2814.4561,883.7988,4305.2309,1065.0533,-601.0605,-209.8478,-4561.3002,-2189.4388,6709.4486,-2078.8961,-2854.5518,-3111.3141,1641.6085,5261.8163,-3143.2226,-4387.9429,5340.3312,-6455.9317,4506.5860,4376.4783,-2856.5584,2342.3763,1377.8121,-2861.4996,4191.2043,4582.2692,5300.6194,3492.1427,-4307.9004,2098.4489,-2276.7404,4718.0062,3625.8937,-4450.4193,6485.8355,-2871.5608,-2231.8033,-5363.4256,2637.4702,-3343.9344,3275.8516,-3587.9207,5198.0693,-4507.1058,737.1140,-5344.1930,-2313.5655,-3895.5390,-1592.5808,1902.1063,1772.0551,-4733.5784,4984.5505,4144.8106,-1.1658,-4712.4476,4869.3624,-5533.7482,-4650.3648,4544.3868,2735.0426,117996.0867,112978.0318,118851.6978,115762.4150,121680.6579,116208.6091,107577.4674,116712.3320,-30213717.8915,-30218715.3828,-30207848.2990,-30229677.6501,116351.2432,-30223214.1193,
3600.000,4254.6349,2077.3662,-6689.7861,-3630.6267,1208.8927,704.0148,3405.0406,-5173.5567,-2704.3536,6738.6508,-5327.0563,-3786.2785,1067.1003,-823.3918,112.7416,0.0000,-6661.1214,6403.0172,5300.9895,-3181.1450,2553.2318,-3191.9850,238.7403,0.0000,1601.7427,-2243.7214,-2134.9732,-6768.3025,-3668.3066,-4377.3901,-5218.1387,-5979.0345,-728.9445,-4126.9955,4061.5486,-6608.8505,-2270.7137,-6923.2579,5702.8318,2489.1311,-2677.2171,4177.3618,5022.0611,3111.8799,2892.7692,4972.4234,-3561.9927,-2957.0053,6431.4796,3981.5827,-3891.9385,-5144.9977,-4974.2687,-2371.0895,4984.0492,1384.4105,4184.3753,-3974.2485,6793.7263,-1822.2397,6303.8700,-5479.2376,-6568.5003,1582.2915,-4033.4244,-1957.0199,652.3579,-4008.7068,-2714.5562,3781.2539,4848.1135,-442.9673,5815.8155,-1492.5380,-6555.7643,4149.5346,3730.7279,5405.2626,-2478.9887,-5999.9600,1169.2350,-3365.0812,4694.1961,-5370.3339,-6138.1667,2917.8684,-3242.8604,3551.2691,-2808.5693,-5350.6644,2117.4059,-4779.5982,27.8816,1747.6791,-5020.0191,1436.9108,-5543.6966,-4323.0543,-539.0369,-878.2271,354002.5740,345941.8792,357707.3492,354059.0291,343606.6820,351872.4614,352658.4008,350625.8818,3023175.9531,3021667.7923,3001221.4909,3009934.0155,351956.0945,3008898.6290,-4078.3629,-5528.8274,1712.3237,4227.6969,-4709.7756,-5989.0980,4487.3744,2573.5036,-5457.1058,1078.0152,-588.0485,-1860.9792,2806.8399,-6512.7709,-6329.9431,0.0000,-75.5636,-1818.0796,3276.2901,-3924.6623,5044.5368,-4577.7077,-6195.1405,0.0000,-5021.5757,-2101.1401,5543.3331,286.6054,3126.7555,-2794.8658,-3121.5238,-1770.6378,-5438.0317,-5285.8129,-690.6608,623.4637,-6357.5331,-106.7276,3695.5280,4390.4200,4810.9741,-3405.7607,-1014.5363,-5041.3829,-5188.6213,4227.9224,2858.5796,-3943.2441,133.1366,1577.8713,-1544.1155,-3908.0661,618.5288,6380.9406,-2259.0205,-5096.7486,-3939.5786,-1771.1447,638.3169,6648.8827,-1572.0539,3148.5457,740.5024,-6598.0278,-5101.5853,-6106.1903,-5017.4902,3579.2150,2615.3010,-1979.5379,4959.5265,-1732.8427,3304.6543,5072.8017,-1723.2684,1877.2691,-3595.1315,3765.0457,1567.8865,3160.8056,6732.7666,3565.5636,-4634.9479,-2281.5320,-1156.6496,-3876.4557,5999.7959,-4890.8575,-4399.6250,-146.1794,3899.6666,-874.6015,-6840.3851,-5122.8036,-3763.5815,-4332.2080,-1668.2047,-1155.0789,6035.6894,-3894.8127,164257.0192,155372.5594,157723.6445,156915.4490,156570.2846,157960.6321,152901.0255,158003.6533,-101061696.4054,-101114745.0441,-101092154.0303,-101063828.2790,156922.1417,-101071129.5377,3613.4549,3210.9292,199.0071,3605.3051,-4885.7914,3383.0449,-3632.4600,3668.0365,-3249.6228,-1127.9627,4346.2393,-5496.1474,6257.2381,2060.4422,-2664.1509,0.0000,1747.0610,1352.8555,-2870.1053,4699.0299,-3933.0928,4026.8387,3051.5387,0.0000,-4482.0855,6231.1813,3530.6498,-554.9474,4909.7029,-4517.1423,3260.7051,2955.8815,-4188.5437,-1064.9949,-5469.6415,-1845.8024,1329.5669,-280.5014,316.3158,-4677.1747,-4086.8496,-4321.9824,-4666.3690,-3583.5395,-3430.0166,2210.7426,5188.2564,-4717.6351,-2447.2531,5405.2399,5458.1755,2275.9785,-4719.9367,-1193.1880,4170.3511,-4365.6019,3868.4333,-5302.6806,-235.3170,-729.1095,2209.9138,2577.1233,-1777.0739,-1294.5412,-2356.8102,-2298.8148,-4589.3905,4336.9694,-5848.0357,5293.9683,196.3274,-6707.9101,-168.7736,-4455.8963,-991.8251,5201.8798,4523.4908,1907.6860,6305.7955,1129.8124,-47.6804,-4839.9339,2072.0683,3613.3291,2476.8403,4518.7474,-497.9198,-3405.5845,-4479.0073,-4393.7653,5265.4742,-4762.2115,72.3819,4181.1230,2970.1298,-5164.5412,3761.5257,5144.0403,-2890.1753,-5288.0021,117953.1532,112996.9342,117559.1463,114284.5548,120728.6484,117782.7648,106616.7574,115052.7838,-30200103.9232,-30209237.2050,-30198593.4606,-30211047.2235,115556.7127,-30211264.3265,
7200.000,-315.3927,19.6829,4872.8065,-1891.2519,3103.5612,1840.6090,-5680.6507,4870.2514,5192.8086,-6120.7530,4152.0475,5920.1425,-4332.0900,2404.2625,2504.5287,0.0000,4526.7089,-4710.9090,-4167.8028,6073.1896,-4015.5256,6036.6024,3035.2563,0.0000,1601.7220,2907.7652,-225.4328,4394.8614,-657.3157,5451.0450,6819.8091,6758.1536,3564.9581,4330.7284,-3001.3957,5974.3505,3535.1527,5505.5123,-5303.5033,-5744.4941,-1827.4846,-2417.5574,-1849.9856,752.8048,1427.9672,-6314.4283,-378.9341,1574.4636,-3688.3163,-4424.8921,4694.3344,5089.8727,5877.4697,-176.7300,-4073.8401,744.5263,-4813.8411,6320.9752,-5271.6500,-879.9531,-3022.3348,1589.6601,3626.8565,794.6662,5777.6169,3651.8905,3407.4982,2151.4539,-1906.0511,-269.0516,-1738.8676,-2520.3648,-4843.3052,1486.6848,5276.7033,-4120.8325,-2875.6309,-4529.0768,-1610.9528,3036.2585,-3438.3648,2196.7911,-2913.9671,3749.7502,6117.2223,1590.4136,493.5265,-361.2380,5507.7858,3920.5757,-5629.9968,6469.6774,1910.6311,2530.0185,6621.7217,1304.1747,6896.3112,6280.0545,-2651.5400,5709.0009,299603.7409,297948.5992,307449.7096,302666.7938,293065.2669,305013.6587,301787.5432,302770.9849,29140279.9409,29149935.3839,29125727.3056,29121341.8541,301420.2117,29126188.0099,5082.7170,6481.6803,-3612.0806,-3723.8836,3312.8622,6668.9211,-3265.7028,-4759.3829,4533.5107,606.2316,-3488.3396,-1367.9981,-4430.6098,5971.2560,3467.6357,0.0000,-2743.7628,4077.4697,579.9607,1250.3962,-983.9171,3196.0606,4055.6647,0.0000,6422.4665,-2480.4845,-6909.2174,-2324.3811,-4530.5119,-1415.1093,1038.7888,231.0842,2177.9688,1837.2521,4989.3471,-2204.7540,5030.1844,-2196.3786,-1063.9567,-1715.9624,-4947.1417,6277.0562,3922.5834,4086.2393,4834.6384,-2271.1725,-4792.8077,6569.6984,2340.2067,2787.1263,-2772.8723,-60.5182,-3435.7758,-5007.2793,5423.2636,6802.5953,4885.9047,-1214.7614,1428.2603,-5688.5403,3226.2066,-4758.3794,-2730.5550,6410.7191,3548.6352,5185.4485,5464.8662,-6362.5612,-2460.3674,5309.4156,-4441.2646,-2853.2586,-18.0074,-6734.9841,-1413.9220,2500.4728,6216.2166,-325.2578,-3627.9911,-3889.4438,-4651.3905,-6404.3345,6051.3995,-1698.9155,-1041.9528,6089.1931,-5113.6811,2775.9782,950.4736,-3765.4184,-3191.3456,-1931.1989,5001.9880,3387.3602,2024.2564,6450.9450,63.0580,-1957.7583,-6000.2664,2445.7006,249967.0227,240873.3030,239659.6785,236367.4894,239311.1461,242534.3877,235834.2368,239482.0209,-96778188.9138,-96826441.6612,-96810919.8736,-96785145.0155,240321.2399,-96786694.4602,-4687.0136,1791.7507,3297.9754,-5169.6887,5173.9966,44.5305,-1404.7486,723.2817,-321.2171,-3171.1712,-4281.8879,3311.0286,-3153.6853,2425.7914,5359.7385,0.0000,-4414.2998,2700.0991,5404.2860,-3046.7863,5495.4665,-913.8079,-4710.3915,0.0000,1996.3343,-5816.2937,-160.1891,4623.8926,-5149.4135,3941.9630,265.7131,1384.7683,5481.6967,4884.6004,3586.6618,-2634.0558,3080.6069,3579.7411,4118.5949,3360.5837,4361.8271,1553.5986,5392.6642,5525.7919,4638.1370,1571.3512,-4979.1027,-874.9805,5306.1666,-4511.0407,-4211.9101,-4590.2225,1003.1228,4749.1328,-1192.7510,257.8964,1020.5216,2350.3816,-4103.8432,3852.5408,-5256.7616,-4639.9628,5110.7164,-2449.5912,-1367.6986,-2487.1076,2258.3023,-1637.5526,6210.6386,-4255.7423,-5048.6303,5795.7797,4606.7155,-404.7244,4121.0592,-4970.4061,-688.0278,-5148.5292,-5724.6867,-4794.6319,3629.6489,1254.3639,1644.1191,-5501.6780,2576.9493,-2113.5592,4501.4069,6338.6712,3993.0419,4276.7430,-2380.8813,793.7454,-4264.4903,-5389.7063,517.6739,2023.9898,380.2672,-1826.5780,-1422.4749,2288.8404,117579.8220,113595.0493,115720.5952,115969.5218,119419.5051,113827.8622,106247.8242,115616.5637,-30187213.6854,-30199772.0894,-30189753.5730,-30192967.6115,114752.8299,-30199315.4923,
