sl_100_5400_20310810 Coordinates.csv
2031/08/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:27 2024,
Start: 2031/08/10 07:47:00.00, Stop: 2031/08/10 09:17:00.00,
TIME_UNITS,STARLINK-6360 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-3401 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-3151 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-3401 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-3401 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-337.9125,-4014.2719,-3502.4372,-4654.0378,5316.8079,1329.7529,3621.0598,-1621.2290,5283.2687,4581.0789,1681.4605,-1170.8053,-6027.4445,-4574.1425,-2442.0732,4199.6396,2105.5824,5540.9153,4811.7516,-5635.6390,608.0386,-5521.0988,-2086.5564,-1878.2460,4101.5745,-3720.7753,5710.3356,-6132.2830,-5681.5848,-1484.9045,3137.2535,6843.4973,-2858.8656,-3726.1694,2961.5216,3389.3152,-1509.6475,-4163.7697,4976.4046,-2225.1171,2788.2529,1024.6633,-1336.9728,-4015.2826,-2072.6415,-1329.1801,6859.3414,-1110.5869,4319.5047,-1767.9376,3308.4024,5845.4692,270.5216,-2523.3044,-3767.5630,1909.8403,927.8947,-4083.3942,-2691.5168,963.0608,6649.6832,-1264.1910,-1715.5020,4743.5729,3382.7782,899.7305,-1966.3838,5168.2496,6108.0870,-4129.5857,-1760.4517,4902.8894,349.3241,-2120.9095,5267.1809,-5152.9682,-5281.2891,-5057.3636,3632.3986,-384.3111,2193.9001,356.1679,-3154.8443,-2833.2753,-3304.5349,-6781.7594,3424.0873,5108.9209,-4019.4095,2948.6606,-2687.8939,-5635.0357,6527.6383,-4817.9705,3312.6819,4458.6471,-959.6882,-5339.9722,15.6829,-5380.8598,-346136.6233,-333259.2699,-339411.3951,-337902.9223,-329858.9952,-331940.9344,-332466.6537,-334061.6553,120011570.2236,120029070.4893,119999390.1435,120016164.3880,-334806.3804,120013239.2241,5933.9151,-921.6546,4169.4951,-3217.4631,-1397.1743,-4710.6447,3103.1813,-6682.5020,-2522.0433,-1304.1607,6406.3322,-5259.4353,3367.1028,83.8120,-5945.6940,-1134.1264,-4724.1713,751.5012,2085.6395,-2566.9367,6635.1823,-2137.6913,3850.7718,4710.4713,-855.2404,-5232.8540,-125.8948,-2347.0148,-2864.9590,-6563.0654,2780.6409,-426.9984,3138.5358,1553.1576,-5847.5494,5365.5706,5897.4321,-3107.5865,1085.9897,-5875.6413,-6163.0153,-4111.4366,4389.7545,1025.5806,3579.6415,5376.2795,404.5989,-6126.9184,5180.7167,5607.5052,-4372.1263,-326.6341,6946.6737,4081.4287,-4842.0540,-5597.8179,-4456.1066,1197.1485,-6372.4972,-5382.5462,-1726.3012,3967.4121,-6648.7321,760.9314,291.0024,-5208.8182,3728.4634,2623.1184,2951.2630,-946.7383,-4589.7188,-490.0383,-5594.9372,4507.1020,-1395.0477,728.9976,2132.3456,1784.2313,4810.5666,5058.5611,6438.4929,-6280.2999,2654.7412,-4234.3613,-5722.2090,-554.2066,-2954.5961,355.5649,2478.9637,-5444.8203,-5308.5264,-3315.6175,350.6781,4706.6005,-2485.4159,3235.0016,5066.6439,-3768.1029,5219.9591,4235.5817,-180583.5919,-164122.0819,-166084.9264,-171600.7349,-175851.9387,-172022.5752,-165936.6273,-170466.5849,59937771.2904,59973094.0718,59949503.3376,59961621.4836,-169337.8916,59954960.1199,3540.2474,5420.3301,4251.2692,-3882.4865,-4139.3419,4908.5583,-4973.4480,548.4894,-3557.3594,-4994.2734,1954.3254,-4254.8451,-768.0675,-5168.4940,2568.1759,5194.3495,4397.3764,-3896.5276,-4525.2505,3063.2616,-1698.8896,3478.0496,-5014.9694,-4712.5965,-5447.9820,-2282.5375,3960.6734,2076.4330,-2392.4592,-1079.3453,-5489.8855,-301.3710,5369.0340,-5383.5160,-2101.5789,-2744.2977,-3309.3649,4255.2193,4612.1152,-2797.8581,792.0402,5336.9991,-5153.7474,5504.7706,5433.8612,4121.4375,684.7864,2610.6989,1159.2402,-3359.2752,3996.6535,3453.0013,298.5503,4851.3165,-3141.4362,3447.5627,5156.7853,-5418.7376,-90.6748,-4029.2921,520.0484,5495.9706,-525.5678,-4939.7745,-6059.9845,-4376.3426,-5332.6871,3317.4837,413.4076,5435.8443,-4656.7527,4508.7821,-3955.8439,4407.7113,-4182.5281,-4579.1780,-3425.7853,4328.5415,3290.5103,4624.5630,1218.7029,-2721.9880,5476.8541,4129.8341,87.4956,1235.0637,-5187.7224,4633.3368,4975.5031,-2945.1510,-3392.3977,2124.9022,-1830.8637,-1307.9593,-5486.6291,-4223.3061,4360.9008,-2196.4048,-4549.7900,876.7376,127198.9602,125363.3050,126450.7577,123111.5057,129193.4824,124335.7739,115255.4218,125170.5592,-49275488.3741,-49243449.9217,-49262287.8767,-49272320.9479,124013.3133,-49264573.2859,
300.000,1408.5444,-4089.7441,-4580.0857,-5972.4340,5528.5365,-84.5280,4049.3363,-2744.4250,5153.4187,3090.8355,3213.6119,-2499.9630,-5213.3653,-5040.0432,-2677.5404,4083.4796,-50.0336,4950.8753,5069.8674,-6589.1970,1849.6723,-6456.6067,-580.7069,149.4907,3815.7017,-4582.1085,4828.3402,-5791.1412,-6562.9134,-2552.3766,4591.1289,6342.8185,-1485.4542,-2708.0823,1925.9587,3998.9553,81.7522,-4804.8128,4249.8213,-3491.4833,1184.9107,-1165.2510,785.9476,-3346.6186,7.3788,746.0556,6408.5510,-2774.7796,5115.7558,-562.2629,2451.2940,4849.3337,1447.7167,-399.9298,-4220.7939,730.8702,-847.2104,-3734.5332,-3928.0044,-1098.4252,6145.1536,897.3659,-2763.1798,4017.9372,4745.7414,-1219.8501,189.8800,5172.0434,6215.5769,-4034.8518,-3614.4672,4643.1113,-1604.7192,-50.3084,4007.1178,-4963.6896,-3660.6595,-5135.9988,4119.6827,1435.4649,3334.6135,-1046.9337,-1659.0898,-3564.3504,-4169.5263,-6843.4760,1462.9482,5272.0732,-3541.4075,1598.8567,-3479.4193,-5539.2695,5883.8347,-3467.3099,1969.8679,2861.7050,919.3783,-5367.7097,2068.1121,-4546.8049,-342239.2609,-329442.4917,-335691.6955,-334179.4297,-326152.5049,-328508.5077,-328781.4678,-330513.4238,118675477.1857,118692873.0498,118663568.7425,118679377.9435,-331158.6507,118677184.4399,6357.4830,1269.9516,4643.3036,-1867.6179,-3053.8799,-3422.8425,1025.6680,-6203.8358,-4048.8521,-2814.0501,6097.2574,-3778.0812,3633.5424,2011.3496,-4657.6525,-3176.5743,-4966.9111,-1249.2279,-45.0515,-1149.4375,6620.2030,-604.0393,5207.0210,5361.3116,-2948.9933,-3640.2743,-1988.1550,-842.8360,-1497.0947,-5674.9534,1232.1585,-1602.5478,4720.7670,3489.0499,-6599.0339,3818.0774,6619.0817,-1034.5695,-846.6722,-4486.0480,-6312.0091,-3973.7810,4064.3562,3077.1925,4266.9217,5059.6816,-832.4444,-6041.5049,3740.8685,6515.3404,-5793.5917,-2080.4360,6482.3608,4150.7158,-3151.7626,-6549.7514,-5347.2879,3255.6553,-5463.9710,-4914.1186,-2840.1853,4232.6904,-5881.4114,-1227.6064,-1057.1590,-4871.2757,4143.8381,597.0861,1652.5383,1233.2172,-4556.6197,-2621.1332,-4872.9496,4199.0612,-3095.7043,2783.4434,3090.6127,3501.6309,3084.2516,4073.5137,6025.3684,-5367.0159,4217.1531,-2301.5161,-4755.2109,961.4959,-3855.0991,-1734.7683,4352.2601,-6474.5953,-3674.3758,-1764.3362,-1272.2112,5115.9997,-4163.2284,2644.0031,4241.8491,-2207.5400,5335.0402,5111.5483,-187963.7446,-170930.6985,-172986.8517,-178315.2456,-182878.3973,-178930.2961,-172986.8843,-177804.6569,62545956.8497,62581902.7494,62557279.3943,62569815.1199,-176363.1783,62563219.3272,2341.8711,5292.6340,2284.4511,-2813.9908,-2729.7157,6025.5980,-5479.7050,-1262.8792,-1990.4159,-5491.4845,459.0595,-5158.9634,-2810.5419,-4264.7846,4360.3683,4377.0613,4627.1010,-4514.5228,-4719.5947,1738.2829,103.6863,2262.2640,-4108.0571,-4376.7968,-4896.2468,-3492.3344,4586.3244,3626.1794,-939.1691,-2782.8842,-5011.1184,-2080.4278,4730.1083,-5076.5434,-327.6708,-4152.8821,-2043.6565,4575.6815,5331.0018,-3872.5495,2261.7618,5411.9288,-5520.8229,5178.6600,5332.4610,4635.6250,2427.3681,1189.7601,2580.1258,-1752.0168,2547.9088,4282.1324,2067.6970,5399.8534,-4446.0232,1862.5624,4245.3878,-4787.3860,-1611.8567,-4558.8338,-1291.7474,5369.3655,-2284.3410,-5462.1297,-4959.5884,-4676.7577,-5384.9549,4179.8843,2189.5638,5449.8924,-3466.4008,4023.6897,-4555.0158,5156.2706,-4641.4847,-3957.3976,-4607.7035,2981.2224,4544.0916,5333.8582,-595.7555,-4133.6958,5144.8048,4999.0104,1908.7634,-304.5796,-5510.2702,4111.4807,3949.6256,-1592.6239,-4616.7195,3665.6088,-3140.1296,-2982.6342,-5102.7956,-5745.3248,5172.1515,-3723.2631,-3899.0479,-941.4939,127248.7835,125403.3376,126472.8632,123046.3426,129241.2780,124674.3882,115281.1752,124871.4075,-49277551.0478,-49245743.5302,-49263947.0993,-49274558.7844,124068.4918,-49266758.7948,
600.000,2999.1761,-3800.7182,-5175.1752,-6698.8103,5204.5781,-1552.7857,4133.7949,-3606.2683,4512.8944,1329.7019,4426.7368,-3629.0664,-3853.2577,-5043.3299,-2694.3788,3585.5827,-2199.5872,3893.5639,4881.9941,-6899.5538,2904.8532,-6754.1862,947.3294,2143.3593,3199.6164,-5009.2756,3515.8496,-4890.5274,-6766.5856,-3386.4657,5622.2988,5196.0662,-7.7293,-1453.2701,699.2502,4257.1538,1646.7408,-4979.0403,3144.0119,-4448.8310,-558.7402,-3238.9156,2846.2315,-2400.1341,2064.8643,2764.9235,5320.7253,-4137.4537,5418.1241,682.8972,1365.4018,3379.9263,2506.7211,1772.8901,-4299.6844,-501.6979,-2502.3897,-3065.0696,-4795.9639,-3066.7921,5018.1592,2958.6457,-3558.0461,2943.8745,5663.6573,-3230.4777,2314.7528,4652.6184,5682.2928,-3597.8590,-5067.7678,3919.9754,-3424.5997,2048.7910,2378.5818,-4331.0510,-1636.4172,-4726.7587,4239.6948,3149.6631,4148.7526,-2386.7015,-41.3369,-3940.1954,-4577.1769,-6236.6543,-624.3659,4956.9492,-2747.9338,104.1738,-3968.1870,-4912.2852,4643.6202,-1743.9259,477.7925,996.4427,2738.0475,-4889.9854,3905.6561,-3250.6903,-338183.3176,-325490.7120,-331823.5093,-330298.4646,-322298.6516,-324955.1577,-324947.8474,-326856.9701,117282709.1272,117299979.0169,117271098.5895,117285910.8975,-327363.5347,117284451.4121,6174.5091,3324.1907,4582.1432,-357.8631,-4381.0222,-1835.4236,-1151.3021,-5099.4233,-5146.1406,-4092.9067,5192.5278,-1938.3034,3564.0229,3712.2647,-2878.0320,-4871.8749,-4742.9931,-3146.5997,-2169.4089,363.7994,5933.2356,968.6659,6007.3985,5528.7912,-4741.4972,-1668.9558,-3689.0777,779.9112,15.9579,-4194.2003,-393.9896,-2638.7215,5845.5940,5070.4579,-6682.4238,1881.1722,6704.5291,1141.1398,-2727.2637,-2657.5303,-5826.1109,-3486.3367,3393.8983,4832.0946,4571.9831,4288.9977,-2013.5379,-5327.7212,1911.5899,6733.3872,-6601.5430,-3653.9209,5384.7237,3852.7994,-1132.9261,-6832.1529,-5733.0253,4984.6432,-4017.1066,-3979.8863,-3682.3326,4134.6749,-4516.9235,-3123.1179,-2243.8739,-4091.3921,4187.3265,-1511.0760,157.8826,3291.8504,-4076.6436,-4463.0822,-3700.2116,3479.4590,-4522.0561,4560.1974,3757.8626,4847.9280,1034.3880,2721.0211,5008.3315,-3924.5917,5385.6750,-105.1816,-3232.3617,2386.1827,-4426.8014,-3642.2568,5776.9745,-6854.8789,-1664.2378,-4.9524,-2792.5421,5032.2721,-5450.4088,1698.3070,3011.8580,-398.8858,4966.7288,5484.0055,-195258.5777,-177663.0365,-179811.8841,-184932.1933,-189823.7290,-185749.0094,-179956.9580,-184956.4911,65124381.6873,65160952.9062,65135311.4281,65148198.9012,-183309.9319,65141719.8720,891.4224,4568.9455,70.7487,-1434.9928,-1021.3492,6499.7386,-5390.6036,-2937.1301,-202.5914,-5394.8894,-1085.9348,-5496.3580,-4554.3364,-2899.2838,5683.9888,3059.5759,4330.7664,-4625.1994,-4408.5763,225.4015,1894.8473,797.4400,-2707.0526,-3571.3107,-3807.9859,-4309.1181,4725.6207,4780.0560,620.8076,-4173.3438,-3991.4594,-3630.1825,3566.8000,-4177.5069,1482.0883,-5114.2373,-558.7106,4359.5322,5465.5136,-4523.4721,3476.0077,4879.3059,-5290.7165,4289.8708,4636.2076,4648.2444,3906.8082,-368.8999,3713.8876,56.4448,808.6917,4625.7764,3617.7014,5344.2842,-5267.4853,70.7415,2869.9292,-3635.2161,-2959.4836,-4570.9338,-2962.7815,4660.6715,-3793.8561,-5391.1967,-3332.5607,-4462.1959,-4828.0858,4543.0396,3716.7753,4872.2947,-1878.3957,3058.5527,-4652.2160,5283.4020,-4590.8804,-2912.3709,-5233.2652,1309.5703,5298.0043,5456.7548,-2345.8626,-5088.5636,4245.2351,5239.2156,3494.1780,-1811.4020,-5232.0866,3145.3472,2488.4515,-63.8416,-5330.0099,4804.0961,-4092.0165,-4328.3883,-4160.3471,-6657.0588,5386.7172,-4845.6239,-2829.9285,-2657.7282,127298.2126,125440.3506,126490.3176,122989.7790,129286.5062,125007.7402,115311.0918,124509.0048,-49279608.8752,-49248039.5988,-49265609.4898,-49276770.3077,124123.5970,-49268944.3375,
