sl_20_5400_20310221 Coordinates.csv
2031/02/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:48 2024,
Start: 2031/02/21 07:47:00.00, Stop: 2031/02/21 09:17:00.00,
TIME_UNITS,STARLINK-4398 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-1489 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-1489 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-1489 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6006.8132,-3516.4091,1753.4365,-2080.0791,-4458.5753,-2690.8025,1741.0104,3860.6736,3497.5668,-3130.2168,-6122.4265,-1610.3356,-1901.5191,-1158.5034,-4823.9333,-1959.4702,6322.5520,1260.6522,866.1658,0.0000,-170147.5605,-176988.4609,-173511.4683,-176467.5442,-185159.8909,-182751.4728,-180363.1435,-179822.6224,-107658600.1997,-107703354.6883,-107696365.7382,-107678180.4313,-179019.7258,-107677031.5475,2595.4353,-5806.0521,-6399.8780,6136.3188,-2396.6269,-4884.5105,-3745.1043,-4055.7689,5481.4677,-4027.2307,3119.6572,6680.7196,-5736.2615,-4728.7686,-1571.3069,-5508.1827,-2780.7885,3925.9531,-5885.9008,0.0000,324694.8774,316379.1551,317150.3027,321666.9983,323302.0925,320382.8414,314490.2508,318994.6388,-106099332.5344,-106134817.5678,-106103252.2103,-106107636.0016,318200.5772,-106099503.3788,-1336.9212,-1094.9512,88.0570,-2170.4373,-4622.9643,-4068.8843,5514.4079,3896.5659,-2365.8751,-4680.6465,-410.6912,719.4954,3264.0903,-4608.1418,-4702.3383,-3678.7737,-42.7634,5383.9694,-3445.4224,0.0000,-44960.5449,-46852.3509,-45459.0083,-48454.0186,-42595.9376,-48248.2199,-56740.6163,-46526.2026,-39328443.5516,-39332139.6648,-39321740.5597,-39346377.2538,-47966.0186,-39337254.7263,
300.000,5056.8825,-4761.5222,479.7390,-943.0111,-5079.0170,-3504.2100,-315.8077,1941.2476,4433.7120,-4767.0129,-5172.8506,-111.2941,-3372.7954,-3010.3084,-5166.2213,-3506.4315,5516.1699,3158.3276,-453.6349,0.0000,-176913.0116,-183763.1633,-180206.4265,-183140.6551,-191884.6073,-189241.8543,-187076.5022,-186405.7715,-105310563.8849,-105354543.6250,-105348345.9887,-105329414.6194,-185690.7686,-105328907.7591,2656.6786,-4937.0460,-6387.8950,6754.2453,-319.2992,-3123.0974,-4431.6910,-4283.8538,3945.2783,-2696.9192,3987.3342,6860.5687,-5755.6316,-4925.1854,553.6970,-5551.5590,-3733.7176,2813.3644,-6603.2285,0.0000,321249.0582,312135.8649,313189.8774,317573.0113,319477.8258,316497.1117,310697.7723,315566.1796,-108423549.3257,-108459686.1771,-108428109.7920,-108431682.8395,314383.2667,-108423736.1399,-3460.0868,453.3371,-1740.4795,-396.5246,-4594.0611,-5062.6719,5265.7072,4938.6767,-3559.0391,-4233.6598,-2179.4335,-828.5910,1643.3160,-3407.7488,-4566.5639,-2141.2964,-1833.9000,5300.8239,-1855.3529,0.0000,-44831.5710,-46666.2496,-45361.5123,-48490.1941,-42483.5176,-47848.0436,-56670.9735,-46659.0317,-39327855.0975,-39331935.9678,-39321534.8735,-39346019.8032,-47856.8862,-39336846.6463,
600.000,3512.8448,-5535.9272,-868.0840,287.1230,-5233.7774,-4025.2951,-2316.9930,-192.8264,4972.2120,-5958.8201,-3691.5578,1406.5271,-4487.2814,-4511.0099,-5048.4329,-4686.1673,4151.0678,4752.6131,-1707.0553,0.0000,-183611.6116,-190463.8598,-186821.6002,-189734.6645,-198527.5385,-195627.2915,-193709.5368,-192871.9379,-102912374.2379,-102955562.7420,-102950149.9047,-102930503.5375,-192280.4570,-102930630.5075,2348.3970,-3573.5436,-5661.6535,6673.0661,1776.0805,-1055.6277,-4728.6248,-4123.7101,2020.0623,-1141.0625,4475.5251,6369.8582,-5202.7970,-4616.6042,2614.6400,-5057.6518,-4333.0354,1458.8629,-6656.6076,0.0000,317660.2258,307777.3243,309090.1896,313320.5956,315511.2762,312467.6886,306763.5803,311918.2197,-110695818.9454,-110732588.9836,-110701021.4598,-110703737.4887,310426.0731,-110696017.9036,-5170.3814,1951.8024,-3357.4512,1421.7348,-4057.8747,-5509.2920,4444.5799,5427.1916,-4369.5608,-3332.2632,-3710.0773,-2287.1262,-158.2281,-1804.5398,-3939.7509,-372.0111,-3426.6779,4613.8063,-61.5584,0.0000,-44703.4301,-46496.3111,-45268.7330,-48522.3461,-42373.6993,-47447.9329,-56596.9732,-46877.6624,-39327270.5984,-39331732.3761,-39321332.7958,-39345642.5292,-47747.7196,-39336438.4558,
900.000,1574.3431,-5773.8279,-2156.7150,1503.9286,-4901.8889,-4207.3156,-4064.2419,-2320.4530,5069.0655,-6584.5734,-1822.6723,2808.5798,-5147.5543,-5505.2099,-4475.4793,-5393.9587,2358.2477,5870.4149,-2786.4903,0.0000,-190240.2079,-197082.0561,-193354.0494,-196248.3457,-205085.6742,-201902.4843,-200259.2380,-199222.8183,-100465180.1343,-100507561.4373,-100502926.3734,-100482599.0920,-198785.8573,-100483348.8334,1686.0140,-1842.1579,-4310.4463,5902.9915,3680.4702,1109.6806,-4596.7479,-3597.8619,-106.7336,496.7552,4552.2101,5259.9479,-4120.6472,-3819.5573,4411.2013,-4060.5112,-4536.7139,-1.4423,-6034.1034,0.0000,313929.6308,303302.9624,304853.1068,308910.1472,311404.2200,308295.7453,302689.3475,308031.3489,-112915059.5041,-112952443.6674,-112920904.4749,-112922718.2986,306330.7294,-112915266.7788,-6264.8244,3235.7641,-4567.0096,3080.7134,-3073.4537,-5360.9565,3139.9858,5307.5313,-4710.7943,-2072.7965,-4836.0715,-3498.7255,-1942.4020,12.3235,-2888.9318,1437.5740,-4649.4006,3400.8909,1738.9763,0.0000,-44576.0953,-46339.8580,-45180.6393,-48548.8031,-42266.4588,-47050.0230,-56518.6380,-47158.9161,-39326690.1342,-39331528.8797,-39321134.2522,-39345244.6977,-47638.5188,-39336030.1547,
1200.000,-514.9320,-5461.8391,-3255.1240,2600.3698,-4106.8663,-4030.2234,-5387.3246,-4219.6292,4718.4835,-6576.8812,248.9111,3969.5629,-5303.1915,-5895.0490,-3492.6117,-5573.4023,312.9909,6386.2848,-3602.2355,0.0000,-196795.6747,-203610.9561,-199800.8747,-202680.9920,-211556.0405,-208062.0485,-206722.6306,-205461.5682,-97970153.7801,-98011712.4508,-98007847.6432,-97986876.5821,-205204.0726,-97988235.1079,736.2537,91.8885,-2492.6696,4526.7411,5205.4102,3155.8365,-4035.1663,-2759.6539,-2227.7071,2067.9236,4222.8063,3642.7972,-2606.8718,-2602.9414,5769.6734,-2645.3235,-4338.6181,-1425.8247,-4793.7965,0.0000,310058.5975,298712.0812,300480.5573,304342.2045,307158.4960,303982.3548,298476.8135,303892.5492,-115080214.5122,-115118193.3246,-115086701.5018,-115087569.2109,302099.0301,-115080426.2812,-6614.0342,4164.1764,-5223.3526,4394.5720,-1749.2849,-4633.6127,1493.6268,4593.0407,-4546.3274,-590.3096,-5435.4464,-4333.0550,-3513.2960,1827.6943,-1526.8099,3091.1928,-5370.8532,1800.0818,3348.1963,0.0000,-44449.5411,-46194.6365,-45097.1911,-48567.4461,-42161.7736,-46657.1544,-56435.9886,-47474.9526,-39326113.7828,-39331325.4683,-39320939.1692,-39344825.5561,-47529.2840,-39335621.7430,
1500.000,-2497.9273,-4638.9691,-4047.4103,3477.9108,-2915.7480,-3502.8911,-6161.0830,-5690.6808,3952.9093,-5929.7779,2316.0428,4784.2847,-4953.8920,-5650.1447,-2182.5078,-5220.6472,-1782.6079,6237.0885,-4089.5898,0.0000,-203274.9150,-210045.0076,-206159.2184,-209032.5182,-217935.7009,-214100.6361,-213096.7750,-211592.8559,-95428490.1505,-95469211.3021,-95466108.7624,-95444534.1346,-211532.2443,-95446484.4710,-389.5950,2040.7512,-416.5913,2690.2173,6201.7997,4878.5232,-3083.2042,-1687.8808,-4135.5277,3432.1503,3527.7528,1679.1746,-804.9349,-1082.7893,6559.9949,-941.3434,-3767.1553,-2680.6130,-3058.3206,0.0000,306048.5225,294004.1658,295974.5286,299617.6084,302776.0050,299528.4665,294127.7839,299496.3081,-117190253.3826,-117228806.9708,-117197381.1127,-117197260.2748,297732.8304,-117190465.8360,-6176.5943,4635.1786,-5247.6836,5216.3270,-231.5912,-3405.3229,-315.3411,3363.5610,-3893.6792,955.7470,-5443.5315,-4700.6458,-4699.0072,3426.2522,0.0383,4409.4736,-5513.9457,-6.1048,4589.1414,0.0000,-44323.7434,-46058.7961,-45018.3395,-48575.6034,-42059.6226,-46273.0812,-56349.0442,-47794.8825,-39325541.6199,-39331122.1323,-39320747.4736,-39344384.3352,-47420.0152,-39335213.2208,
1800.000,-4135.3821,-3391.5583,-4444.5297,4055.0418,-1434.0182,-2663.4555,-6317.6305,-6577.5748,2840.1553,-4700.3905,4169.8554,5176.7845,-4147.3166,-4809.4907,-658.8505,-4383.0358,-3719.5334,5430.1454,-4213.3891,0.0000,-209674.8620,-216379.5499,-212426.2659,-215303.5485,-224221.7581,-220013.1590,-219378.7686,-217622.8427,-92841406.4180,-92881275.7178,-92878927.0061,-92856792.1275,-217767.5530,-92859314.2591,-1548.5522,3812.3436,1683.5361,586.4478,6574.7857,6106.4513,-1818.4276,-479.6500,-5642.9843,4469.9758,2537.4253,-437.5660,1109.8528,588.6812,6708.6208,890.0698,-2881.2254,-3652.7138,-1002.2817,0.0000,301900.8740,289179.0107,291337.0668,294737.7581,298258.7085,294934.9009,289644.1297,294845.4352,-119244171.9212,-119283280.0316,-119251938.2786,-119250788.1514,293234.0454,-119244381.2688,-5003.6428,4597.1575,-4637.0965,5454.2125,1311.7307,-1808.3290,-2090.0306,1756.7589,-2822.5361,2398.7554,-4859.5083,-4562.1623,-5370.3250,4618.4968,1526.8612,5249.6048,-5063.4846,-1811.6255,5325.5692,0.0000,-44198.6792,-45930.8324,-44944.0265,-48569.9432,-41959.9854,-45902.7082,-56257.8221,-48086.7073,-39324973.7198,-39330918.8615,-39320559.0930,-39343920.2505,-47310.7124,-39334804.5881,
2100.000,-5234.4655,-1844.0128,-4394.1175,4274.5533,203.4120,-1577.4386,-5852.2205,-6785.0545,1477.8150,-3004.0350,5620.5688,5107.1474,-2972.4128,-3475.2887,943.2624,-3152.6517,-5302.4065,4043.4250,-3969.7801,0.0000,-215992.4803,-222610.5592,-218599.2465,-221495.4515,-230411.3552,-225795.1681,-225565.7472,-223559.0279,-90210141.3693,-90249145.0484,-90247541.2940,-90224892.6012,-223907.2202,-90227963.4218,-2583.7539,5229.2889,3573.4717,-1565.0726,6293.0136,6718.7728,-350.6211,758.0879,-6601.4017,5093.1807,1345.0980,-2500.4275,2947.4812,2238.4520,6205.6613,2670.9299,-1764.1504,-4259.6210,1165.7724,0.0000,297617.1909,284236.7528,286570.2753,289704.9999,293608.6285,290202.3835,285027.7861,289951.4534,-121240992.8050,-121280634.8212,-121249394.8482,-121247176.6074,288604.6495,-121241195.2832,-3233.5439,4054.2779,-3464.8946,5081.6814,2709.8128,-15.2536,-3637.6630,-47.1495,-1447.6261,3583.1191,-3746.4697,-3932.4120,-5454.3532,5263.3655,2888.6722,5520.7175,-4067.6535,-3410.8559,5476.7670,0.0000,-44074.3267,-45809.5243,-44874.1856,-48546.3976,-41862.8433,-45552.3211,-56162.3381,-48319.5597,-39324410.1543,-39330715.6465,-39320373.9557,-39343432.5045,-47201.3759,-39334395.8448,
2400.000,-5672.0551,-146.3774,-3887.5633,4109.1199,1844.3893,-333.4011,-4822.1548,-6289.3858,-14.8216,-1003.1832,6516.9061,4575.5890,-1549.3993,-1800.0020,2479.2302,-1655.8877,-6369.0861,2217.6168,-3385.4376,0.0000,-222224.7673,-228734.4692,-224675.4352,-227610.2459,-236501.6768,-231443.4384,-231654.8867,-229409.9040,-87535954.8126,-87574079.6743,-87573211.5960,-87550098.6595,-229948.5096,-87553691.9292,-3345.4633,6146.7368,5044.8042,-3541.3820,5391.1098,6657.5745,1187.7294,1917.7333,-6915.6893,5252.0330,58.5219,-4308.7736,4521.8754,3690.6694,5105.3718,4223.9759,-516.1385,-4455.8215,3224.7147,0.0000,293199.0821,279177.8617,281676.3132,284523.1642,288827.8463,285331.6518,280280.7520,284834.4076,-123179766.0471,-123219921.0072,-123188800.0147,-123185476.9964,283846.6751,-123179957.9258,-1076.6307,3066.0382,-1872.3312,4140.2666,3807.9273,1779.4505,-4790.7593,-1845.8057,83.2781,4381.2208,-2224.9955,-2878.8429,-4941.9849,5284.6993,3938.3161,5193.4795,-2633.1555,-4622.3336,5026.1506,0.0000,-43950.6652,-45693.8777,-44808.7418,-48500.1769,-41768.1782,-45229.7239,-56062.6062,-48466.1460,-39323850.9936,-39330512.4776,-39320191.9903,-39342920.2903,-47092.0056,-39333986.9911,
