sl_100_5400_20310221 Coordinates.csv
2031/02/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:10 2024,
Start: 2031/02/21 07:47:00.00, Stop: 2031/02/21 09:17:00.00,
TIME_UNITS,STARLINK-31896 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-31255 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-31393 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-1926 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-5447 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-31255 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-31393 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-1926 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-31255 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-31393 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-1926 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3819.6753,-4035.5713,4730.2267,1638.8143,-4951.1655,1304.5252,-2373.0032,3947.1849,-6155.6659,-574.7429,-9.3866,-5152.7515,3400.7307,-482.3948,-3967.9659,484.1941,-213.9194,1019.3194,-5125.1103,-6426.7117,-1730.4454,-5031.1463,0.0000,-4439.4338,3474.8402,-5445.1979,3354.9637,1458.6624,-3424.9716,-2993.3543,-5607.7324,-1530.8170,-1463.2318,4490.0740,-2975.9771,-6578.7669,-2190.9806,-2159.4164,3911.6282,1840.5046,4088.6161,1546.6846,-771.4543,-6083.1436,5508.2179,5446.8981,-1646.8778,3351.9927,4504.5000,4159.6263,-6280.4803,5590.2446,2909.3162,-928.0405,-5398.5506,3542.7721,-1378.3042,0.0000,-3250.8882,-3867.2110,-6083.5536,1022.0311,5915.7074,-6371.5650,5643.6681,4445.0709,4924.8408,5773.6474,0.0000,-3473.2376,1183.4350,2344.2352,6095.6846,5379.3041,2655.5220,4662.9828,-3891.9923,-6133.2235,-4057.2468,-6535.8801,5601.5620,1780.8581,-3636.7941,3766.0854,-5409.4749,1412.2876,5718.1412,-1780.2597,461.2944,2197.7644,0.0000,3686.3856,2409.1562,-3516.4091,-930.4454,3656.5749,-1157.1195,-3138.3554,-2471.5345,-6704.2673,-170147.5605,-176988.4609,-173511.4683,-176467.5442,-185159.8909,-182751.4728,-180363.1435,-179822.6224,-107658600.1997,-107703354.6883,-107696365.7382,-107678180.4313,-179019.7258,-107677031.5475,-4110.9920,-5072.2263,2603.6705,3779.6308,-4736.9776,5620.5399,4110.0133,-1407.7269,-2238.2215,6028.6222,-5054.1235,-1659.1956,3858.3112,-6884.5467,3010.2164,-4490.9734,4278.3942,-6776.7075,2680.2520,-186.8546,5053.1387,724.5449,0.0000,929.6578,2503.3322,-247.4792,-2370.0742,-5702.2455,4395.7712,3376.0601,-1477.9208,-2064.2935,4675.6842,-737.3733,6127.4976,-2153.1744,-3575.6391,5854.2760,5624.1126,4873.1542,-1453.7003,-6154.9427,-4364.6898,2791.2116,-2136.7882,-4060.6272,-2261.1725,6034.0270,-2285.0521,448.1010,1978.2267,-1541.1372,-5224.7611,6232.3477,-424.8098,-5433.8292,-4270.3306,0.0000,-5998.8627,-5230.1328,3299.1000,-6225.3787,-132.6306,-1846.2415,-3817.5000,-3490.3248,3842.0006,-3479.9034,0.0000,4988.9816,-4924.5619,-425.5082,2568.9276,4244.9900,-3186.7124,-4762.2541,4330.6837,2283.1396,3322.5543,199.7122,-360.7686,-3990.6394,-4448.7990,-3364.3176,1067.8803,6529.1810,-3371.9969,-5989.3832,-5888.6147,-6537.6424,0.0000,4888.5979,-3710.8385,-5806.0521,-6709.9569,3598.8059,6590.1127,-5473.2267,6132.4553,-1337.9758,324694.8774,316379.1551,317150.3027,321666.9983,323302.0925,320382.8414,314490.2508,318994.6388,-106099332.5344,-106134817.5678,-106103252.2103,-106107636.0016,318200.5772,-106099503.3788,3831.1620,2384.5723,-4309.2640,5378.4429,835.7803,3754.9721,-4954.8842,-5418.9743,-1850.5330,-2993.0692,4703.1976,4160.5797,-4597.1025,238.6831,-4629.0196,-5246.7285,-5307.1721,-736.2694,-3722.1587,2542.9090,4353.0496,-4599.3816,0.0000,5164.9916,5395.2252,-4240.1843,-5461.1437,-3619.6944,-4087.9605,5218.7406,3611.7906,-6455.4383,-4573.2449,-5176.0966,-227.7977,176.4854,-5481.0464,-2796.7195,1207.8493,4534.5781,5357.6148,-2637.8987,-5221.5584,651.8263,-3575.1212,688.2245,6318.5412,129.7440,4702.4446,-5450.7912,-1600.8282,-3368.2289,3115.0708,-2838.4458,-4226.6377,-1865.3852,-5124.8136,0.0000,-1142.3857,1919.6989,340.2367,2511.1151,3337.0778,1820.8117,954.2874,-3921.9738,2914.0447,-1246.0563,0.0000,3180.3091,4578.3522,6540.0138,-1389.3475,-1088.6165,-5569.5807,-1346.4188,-3633.3060,1327.8256,4474.6055,-2180.1456,4028.4788,5331.5778,-3653.9463,4706.4880,-4086.9203,1755.2245,-757.7196,2898.8589,-3533.6822,-608.8743,0.0000,-3217.3913,5152.8998,-1094.9512,-1014.3969,-4758.5421,-1117.9409,2581.9729,1269.9699,-653.5685,-44960.5449,-46852.3509,-45459.0083,-48454.0186,-42595.9376,-48248.2199,-56740.6163,-46526.2026,-39328443.5516,-39332139.6648,-39321740.5597,-39346377.2538,-47966.0186,-39337254.7263,
300.000,-4617.1401,-3924.2795,5895.1242,3433.7884,-5619.2643,2509.1435,-245.9493,2753.3167,-6010.8596,925.0327,-2144.8764,-6235.9480,4629.1255,-1952.4670,-2548.3862,-1569.3943,1820.5852,-257.6261,-4953.6455,-6674.8950,194.7734,-4256.2432,0.0000,-4537.2769,4908.9887,-6151.7951,2060.5845,-513.6286,-4440.5473,-1858.7845,-6513.3560,365.3133,573.2506,4676.0160,-1491.5788,-6684.1513,-3753.8867,-1039.6414,4889.0882,1749.2733,2126.4237,360.2059,-2792.6278,-4984.4757,5496.8879,4139.7308,-2439.7111,4247.5591,3383.3225,3930.5812,-5150.6929,4112.5671,1920.9270,324.0403,-6155.8339,2556.7731,-2975.5259,0.0000,-4025.3771,-4979.1571,-5144.7992,-747.8839,6386.5083,-6846.5217,4468.2650,3992.6331,5285.2641,4566.0239,0.0000,-1703.8985,-310.3412,1838.5705,5921.1474,5875.7581,653.4737,3109.3955,-2036.3735,-5016.5954,-3524.7804,-6618.8520,4651.9191,95.3480,-4074.6666,2180.7715,-3968.8609,2480.9852,4951.6802,-3173.4834,-915.5085,626.1535,0.0000,5060.8371,256.4498,-4761.5222,-2364.2334,5053.5069,365.5921,-4661.9772,-1017.0535,-6434.9879,-176913.0116,-183763.1633,-180206.4265,-183140.6551,-191884.6073,-189241.8543,-187076.5022,-186405.7715,-105310563.8849,-105354543.6250,-105348345.9887,-105329414.6194,-185690.7686,-105328907.7591,-2187.0082,-3812.7677,995.6317,2508.5696,-3284.4759,4173.1130,4153.6508,-3239.5229,-499.1377,5108.2503,-4886.5728,-358.6521,2083.1155,-6496.7010,4625.2054,-3839.2241,4693.0699,-6428.9882,4235.3151,1421.7140,4493.4897,2749.2644,0.0000,2918.3520,997.7522,1286.5742,-4093.0612,-5302.2802,4864.3433,5024.2375,-219.0762,-874.3419,4131.8283,-2714.5136,6516.6187,-616.9808,-2059.5245,6667.8119,4914.4742,6144.3384,-1986.2115,-6800.5371,-4456.4417,3969.4238,-3661.0735,-4977.1647,-196.5969,5181.9800,-4107.1012,-1721.6577,3267.9951,-2658.8092,-6299.9853,6806.1948,1092.0325,-6244.4773,-2801.4074,0.0000,-4862.1860,-4606.3571,4486.2416,-5667.6478,-1555.8425,-688.2079,-4494.8505,-5038.4954,1978.5500,-4193.6213,0.0000,4915.5171,-5949.4871,-2549.4974,1135.2618,2704.8332,-2696.0826,-5391.0499,4484.8609,3215.0293,5000.1481,1784.1797,-2214.5979,-5154.6015,-2618.9772,-4809.6133,2391.3070,5500.6270,-4349.6716,-5994.1358,-6532.3874,-6572.9685,0.0000,4438.3471,-4065.7409,-4937.0460,-5942.9632,2013.8306,6757.8987,-4839.2177,6650.9743,-48.8712,321249.0582,312135.8649,313189.8774,317573.0113,319477.8258,316497.1117,310697.7723,315566.1796,-108423549.3257,-108459686.1771,-108428109.7920,-108431682.8395,314383.2667,-108423736.1399,4477.9132,4211.2911,-3460.1955,5274.2874,2293.7879,4863.5556,-5455.7512,-5371.3636,-3155.9158,-4323.5307,4384.4916,2761.7216,-4670.8725,-1299.8211,-4283.2473,-5543.7930,-4601.2818,-2475.2876,-2194.6928,1120.7237,5217.7415,-4617.8902,0.0000,4262.0352,4729.5507,-2860.4228,-5069.4237,-4401.5358,-2088.5605,4348.7399,2057.6602,-6883.7011,-5245.9702,-4273.2502,1319.6384,1691.6601,-5412.7078,-1093.8564,-601.1895,2629.4909,6249.0835,-915.8670,-4387.5476,2143.0560,-2013.9794,2167.9520,6461.9295,-1670.5977,4395.1127,-5366.5443,-2953.8763,-4582.3181,1455.1043,-1146.3022,-2844.7406,-61.4445,-5449.8889,0.0000,-2834.5291,120.4766,-1199.3848,3660.6079,1723.4922,25.7924,2671.0115,-2446.4483,3954.2146,-2929.4611,0.0000,4468.7033,3338.5602,6210.9676,-3058.7742,-2513.9968,-6366.2721,-2741.9474,-4780.5758,3009.7084,3181.6103,-707.1238,4602.0030,4578.0365,-4787.1797,4446.4757,-5063.9734,3356.5445,1083.8556,1213.8878,-1962.6620,-2089.3213,0.0000,-1585.6387,5433.3194,453.3371,-2454.7726,-4399.9261,440.0531,1159.5306,-288.4862,-2402.8991,-44831.5710,-46666.2496,-45361.5123,-48490.1941,-42483.5176,-47848.0436,-56670.9735,-46659.0317,-39327855.0975,-39331935.9678,-39321534.8735,-39346019.8032,-47856.8862,-39336846.6463,
600.000,-4983.3408,-3455.7765,6498.9640,4899.5148,-5752.7231,3514.0365,1913.9608,1330.7974,-5269.4643,2370.5594,-4066.1611,-6683.1618,5440.7979,-3243.5383,-903.0824,-3491.6297,3643.7247,-1535.9646,-4301.0581,-6275.0911,2132.2254,-3097.4641,0.0000,-4221.7337,5879.7634,-6260.5554,605.0385,-2458.9791,-4987.5410,-585.6474,-6751.3348,2167.2534,2575.0927,4437.0096,157.2902,-6144.4354,-4983.5043,174.8676,5393.7691,1429.1751,-44.0323,-852.4458,-4511.4393,-3347.9203,4952.3415,2401.2262,-3062.0818,4734.9178,1969.6282,3365.0947,-3485.3079,2197.1038,743.0979,1530.9888,-6303.9263,1296.9056,-4310.3128,0.0000,-4430.2111,-5563.9318,-3700.9316,-2470.0115,6194.6871,-6628.8491,2826.8423,3162.0940,5160.5555,2879.5356,0.0000,265.3460,-1737.8456,1228.3523,5134.8170,5823.0003,-1443.1066,1221.6906,43.8366,-3337.0923,-2674.0687,-6050.4282,3280.6416,-1560.0494,-4143.1847,414.7264,-2148.5806,3340.0189,3629.9579,-4235.7291,-2178.8695,-1024.5345,0.0000,5922.0784,-1917.5627,-5535.9272,-3584.2887,6001.3680,1854.7689,-5702.9185,548.1731,-5519.6832,-183611.6116,-190463.8598,-186821.6002,-189734.6645,-198527.5385,-195627.2915,-193709.5368,-192871.9379,-102912374.2379,-102955562.7420,-102950149.9047,-102930503.5375,-192280.4570,-102930630.5075,-42.0286,-2131.0139,-680.5554,1024.2807,-1495.5573,2321.7843,3837.2616,-4772.8725,1315.3828,3667.2249,-4281.0848,948.2567,128.3172,-5470.5975,5787.2262,-2866.1547,4669.4789,-5442.2191,5347.1128,2881.2948,3533.0088,4514.7612,0.0000,4594.3262,-563.0037,2664.3878,-5423.2951,-4419.9804,4776.3206,6184.4035,1039.0564,488.3133,3192.6927,-4399.5532,6244.5247,994.6143,-383.3571,6792.9026,3720.1219,6746.5918,-2395.3946,-6755.7645,-4139.7610,4745.0768,-4803.4794,-5406.3562,1858.0061,3802.5603,-5542.9714,-3721.4469,4247.6355,-3539.4913,-6695.7961,6702.6352,2469.7159,-6384.5251,-1083.9130,0.0000,-3231.6066,-3496.8921,5247.9216,-4545.5415,-2797.3241,539.0845,-4744.6409,-6066.3989,-93.6013,-4510.2123,0.0000,4385.3008,-6377.4323,-4431.3513,-449.4284,887.6987,-2011.3264,-5488.3995,4235.2357,3825.7435,6168.2071,3186.0362,-3881.8170,-5835.8574,-507.3530,-5811.5265,3524.9845,3922.9362,-4856.7154,-5403.2185,-6523.9455,-5977.7253,0.0000,3561.5075,-4057.2754,-3573.5436,-4579.4818,272.2430,6223.9204,-3720.4710,6464.0765,1271.5344,317660.2258,307777.3243,309090.1896,313320.5956,315511.2762,312467.6886,306763.5803,311918.2197,-110695818.9454,-110732588.9836,-110701021.4598,-110703737.4887,310426.0731,-110696017.9036,4616.6036,5582.4963,-2237.0776,4567.7734,3502.8865,5441.4305,-5356.3892,-4729.9519,-4104.8509,-5155.4983,3590.0524,1053.8372,-4238.3158,-2697.6002,-3452.6201,-5247.1286,-3379.4665,-3944.9300,-426.6006,-422.3782,5514.9461,-4126.4227,0.0000,2892.2482,3549.2714,-1170.9666,-4112.9181,-4708.5463,136.6158,3007.5111,273.6468,-6584.2490,-5300.5949,-2905.6484,2718.2744,3024.8722,-4759.0522,731.1130,-2346.5576,440.0438,6463.3531,906.8622,-3067.5381,3382.9651,-234.6300,3404.7178,5910.2917,-3289.9710,3611.8881,-4694.3330,-3969.0677,-5256.3581,-373.8744,669.8094,-1149.9606,1749.5941,-5162.4046,0.0000,-4221.6567,-1692.5420,-2610.4557,4393.4143,-85.9779,-1772.0794,4095.0287,-702.8970,4564.0393,-4289.0354,0.0000,5264.1215,1725.3758,5228.0456,-4375.7360,-3671.1242,-6488.1206,-3826.7933,-5402.0359,4331.2604,1542.7703,842.9752,4678.7671,3327.4445,-5381.5116,3705.4448,-5484.2373,4594.5453,2795.9062,-603.5152,-176.8970,-3345.3985,0.0000,217.1418,5097.4431,1951.8024,-3622.9590,-3583.7676,1947.7010,-393.4016,-1813.2798,-3887.9167,-44703.4301,-46496.3111,-45268.7330,-48522.3461,-42373.6993,-47447.9329,-56596.9732,-46877.6624,-39327270.5984,-39331732.3761,-39321332.7958,-39345642.5292,-47747.7196,-39336438.4558,
