sl_5_86400_20310905 Coordinates.csv
2031/09/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:28 2024,
Start: 2031/09/05 07:47:00.00, Stop: 2031/09/06 07:47:00.00,
TIME_UNITS,STARLINK-5195 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-31001 - X-Coordinate,STARLINK-1648 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-31001 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-31001 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3223.5564,-5138.8333,-1786.7450,-3911.1760,-2089.6909,-127814.5775,-115625.5322,-133317.3059,-129613.1317,-120481.2239,-124106.0504,-127116.8568,-126788.9951,121777447.6231,121801384.7261,121812285.5217,121801732.6498,-127781.9297,121794835.7857,4601.0782,-3292.9561,-5957.5586,3429.6969,-3517.2417,-367980.5577,-336228.4789,-348178.0183,-352577.5213,-353048.8737,-350463.9671,-345187.9818,-350741.1257,90590697.5948,90592475.5241,90598026.1796,90587925.8469,-349294.4365,90590175.7801,-3990.1687,-2806.1866,2868.8987,4593.5305,5433.6105,96236.4675,92226.6309,96812.0300,93436.2291,99543.7328,94808.7002,85642.7557,94260.5737,-65868843.9701,-65910557.9426,-65863272.8600,-65871147.1328,94394.9453,-65879556.5831,
3600.000,-5500.0389,6171.9938,3581.5344,1835.4195,5808.7907,-30780.0318,-26928.4321,-41534.0550,-37928.4970,-28441.3501,-37561.0332,-35106.6316,-37561.6405,94170853.4796,94192280.0065,94202935.9416,94196962.2462,-36294.3497,94187434.8090,-4141.9428,1278.6377,5588.9903,-6242.3235,914.0765,-387774.8662,-354221.3347,-367444.0360,-368440.0381,-373471.4332,-371107.4857,-365984.2871,-368903.9671,119071062.5230,119070065.2892,119085212.7845,119075132.9210,-370159.1263,119070018.6561,-181.8192,-2321.5874,1692.9213,-2438.9512,-3440.7709,96941.2563,92798.2956,97082.8470,94462.4414,100261.3974,97369.5587,86567.8213,95784.8462,-65893536.9740,-65934623.5028,-65891680.5934,-65898702.4854,95379.0714,-65905426.0626,
7200.000,5178.4511,-3372.4611,-4069.8976,319.3229,-6604.5828,67860.4204,63304.0537,52868.5659,58413.4549,65622.9519,53102.4059,59109.1915,58834.2867,60122438.1725,60143363.8115,60149172.9038,60145169.1605,57503.7980,60138644.2078,1691.1619,2306.8886,-2147.0043,6838.5360,1137.7932,-382282.8345,-349391.1976,-363467.1505,-363197.7321,-370115.8652,-367929.7378,-362960.9848,-368396.3728,139431681.7969,139427101.6534,139451036.3831,139441177.0194,-367461.9842,139429794.1576,4203.1774,5317.5476,-5084.4095,-1174.6383,-1212.3105,97621.5301,93386.2609,96888.1557,98043.7880,100641.3834,94846.1003,88077.4272,95674.5049,-65918993.8837,-65958056.5476,-65920532.7592,-65928100.8316,96354.2969,-65931289.4848,
10800.000,-3467.3319,-432.3357,4078.6436,-2628.5937,3687.1114,161588.2819,149341.8553,143987.8549,150217.9778,155620.8067,142757.8135,149440.5671,146196.4168,21954706.2725,21977270.0182,21974438.0379,21971324.7583,147641.7444,21971071.1482,2362.5334,-5707.3936,-2571.3161,-4966.3760,-2926.8867,-352022.2130,-322116.6109,-336499.0038,-336242.1496,-343320.3055,-341715.8949,-336405.4687,-340719.9737,150279140.4694,150271165.8528,150301189.1531,150289667.6978,-341374.5678,150276343.5482,-5467.4192,-3517.3570,4860.0230,4075.1893,4910.7287,98279.3235,93991.8555,96541.4177,100805.1909,100699.5060,92721.4025,90183.2537,98222.4188,-65945241.0081,-65980753.3815,-65949717.4492,-65958221.3244,97320.5485,-65957146.8321,
14400.000,1683.2551,2910.8392,-3559.9485,4946.5213,922.1272,244264.4896,225737.2713,226091.8083,231861.3005,235693.0551,223732.1539,230096.3955,229670.4889,-17727617.6943,-17701637.3445,-17715353.7988,-17716203.7377,228381.7025,-17710597.4881,-5915.7134,5864.2822,5727.3693,1679.1382,4673.7568,-299173.0993,-274183.2095,-288177.9429,-287701.1841,-294957.3947,-293738.2020,-288212.3357,-293964.7094,150869091.0472,150858901.4981,150890899.1161,150875349.7280,-293557.4025,150865592.7430,3089.5777,-1498.2636,-1225.7362,-4582.9634,-4871.4444,98916.8821,94616.4280,96394.4390,102813.6672,100442.3473,91545.2648,92930.6609,97137.0658,-65972253.0866,-66002601.2491,-65979126.5101,-65988064.2207,98277.7542,-65982998.0865,
18000.000,-84.8612,-3888.1822,1553.4207,-6349.6051,-4257.5841,310547.6150,287663.8689,293941.5471,298408.7167,300512.9388,290281.2827,296001.9144,293323.0022,-56215352.2907,-56185038.4428,-56209778.4654,-56204415.6195,294584.1284,-56197348.2830,6759.4241,-1885.0554,-5803.8113,1505.1369,-5201.6632,-227417.4246,-208667.7679,-221472.8701,-220447.7455,-228332.3265,-226894.9417,-221837.3340,-226877.7417,141157366.1091,141146900.6965,141176087.5731,141155597.7826,-227054.2670,141153593.2736,1307.1409,5128.8773,-3303.7712,2369.4228,1079.7719,99536.9217,95261.4498,96743.0673,104279.2738,99887.4598,91146.8025,96398.2190,100522.4986,-65999954.9240,-66023502.2287,-66008650.6184,-66016335.0849,99225.8432,-66008843.2304,
21600.000,-1984.9066,4045.0826,2047.8667,5789.7717,4942.1070,356255.4718,331215.4487,343129.2435,345758.1898,345324.8598,337925.3461,343188.5453,343038.6996,-90879843.8660,-90845556.0809,-90879082.0548,-90862382.7907,342034.8917,-90860781.9457,-4457.2119,-3418.5214,3567.2519,-3634.3756,3087.4627,-141676.0755,-129742.2895,-140558.5423,-138781.4828,-147915.7044,-145450.6788,-142418.2394,-146236.9084,121803288.6011,121794761.3578,121816653.0269,121794593.4767,-146098.4220,121799775.1986,-4867.0043,-4133.9413,5470.7599,1228.6116,3514.7653,100143.0605,95928.6022,97747.8869,105313.2510,99205.4839,91412.6190,100579.3874,98703.5194,-66028226.2589,-66043438.2811,-66038173.8366,-66040924.5695,100164.7456,-66034682.2460,
25200.000,4478.5700,-2840.7896,-5629.4481,-2976.3005,-3867.4290,378646.6470,353646.7329,370407.6332,370992.2276,366000.2648,363533.2195,368667.2787,366774.8654,-119352535.7168,-119316066.4203,-119353920.8602,-119326439.0871,367713.5280,-119332615.8137,659.6481,6051.6363,-950.7669,4739.4866,1369.7856,-47762.6127,-42410.6811,-50592.4184,-47975.7684,-57484.1279,-54673.1213,-57107.0990,-55819.3884,94124925.5500,94120098.1627,94131637.1817,94118222.9381,-55843.1217,94122172.7444,5179.6431,-634.5784,-3796.6413,-4117.9773,-5439.9509,100740.6303,96619.8648,99391.1633,105976.2629,100178.4436,92283.3828,103084.3313,102638.3703,-66056909.5513,-66062602.7978,-66067567.2390,-66060214.5817,101094.3926,-66060515.1155,
28800.000,-6108.1652,-471.2022,6750.0847,-1022.5252,2340.9644,376605.8115,353541.1157,373961.6409,372604.5370,365717.1813,365477.1702,370472.1075,370753.4456,-139686845.4205,-139651030.9512,-139687373.0944,-139661813.0753,369985.5001,-139666489.3674,2405.7167,-4658.8806,-1034.4926,-5131.6848,-5542.6579,48021.7706,47805.3838,42617.7926,46097.0784,38858.3422,39552.5589,33566.8095,37771.0620,60009317.9580,60008693.1233,60009316.2117,60011250.3297,37966.4331,60007662.7943,-2088.8941,4801.9101,-587.6811,4558.7086,3179.5320,101338.3872,97337.6163,101481.5781,106301.2033,103704.9476,93738.2514,100505.5936,100409.9807,-66085820.1838,-66081545.7276,-66096681.1108,-66079635.3728,102014.7168,-66086341.8211,
