sl_100_86400_20310615 Coordinates.csv
2031/06/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:18 2024,
Start: 2031/06/15 07:47:00.00, Stop: 2031/06/16 07:47:00.00,
TIME_UNITS,STARLINK-4690 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-5415 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-31268 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-317.5744,3821.7837,-3565.5685,-6651.9263,2145.0071,-4052.1874,-6241.8924,-5826.4901,5699.3962,778.8535,2478.4305,-2718.0019,-2087.2379,2350.8064,-2312.8806,-343.6448,6732.9437,2942.6289,-2251.9787,-914.0706,3535.6062,-4698.9731,1288.1899,3047.8225,1036.5894,4415.2967,-4739.7880,-4573.5273,-4499.8358,-4290.8261,4711.4079,-2088.5724,1885.0598,-5782.0492,-2395.4935,2852.5917,2307.3670,-5568.1935,4027.1200,-1109.3478,-3481.6970,4816.4007,4782.8224,-6288.2843,1085.1264,-2225.3450,-3597.5954,-865.2394,-5797.3162,-5938.6280,-6374.7095,283.7059,66.0847,-4715.2014,-1710.0245,3337.6277,-3371.6653,-3004.3489,4410.3485,2772.5503,-5621.0646,-3533.7929,5195.6520,4203.7825,-1939.5483,-5532.9220,-6083.8761,-2379.4153,1347.2120,-1669.6933,-602.7169,-6400.4708,-744.2933,-6238.8935,-3468.6713,5934.2982,-5019.3279,5277.5078,6045.0001,-4176.4973,222.5611,-6216.5027,4037.5237,-1374.2328,-2401.6626,3765.4146,922.1152,2569.1577,-1851.1253,-4914.3628,6796.8687,-2558.4669,3731.0286,-6134.5603,5979.4598,4446.3512,-246.5153,5126.1875,4502.9345,0.0000,-387163.7146,-361836.9606,-376623.9337,-380098.6346,-378761.9003,-376853.5040,-372217.7614,-377533.8610,91401907.9739,91390725.1494,91411834.0102,91394556.6453,-376281.1504,91395122.1907,-4679.9266,-5622.8940,4127.8490,810.8327,4396.3007,-5280.8608,-1657.4280,119.8799,509.7123,6441.0868,-5873.9825,5062.0369,5458.0979,-3716.2010,4277.2375,6467.7098,-508.1386,4670.9700,-4572.0779,4568.6355,-2297.5268,-4065.8887,-6475.5027,-2796.6312,-5882.5495,-4247.8283,-966.9221,1054.2779,-5227.6432,5317.2596,2867.3401,-6455.8897,-4906.1286,-3656.0959,2563.1292,3232.4073,3513.5203,-3722.4264,1361.4803,4943.5939,-5365.3434,-2124.6592,2764.1679,2568.4725,5098.2854,5371.1406,2042.0332,-6665.9515,1053.6815,-1088.2703,-666.2210,6343.4035,-5151.4135,2467.5724,-6493.9970,-4046.3070,-3806.4722,-3985.2271,-2652.5477,5734.3388,2338.1955,5350.7655,-1093.5715,-1498.8455,-4155.4482,-3693.5480,-2187.5532,-4733.9054,5665.0342,-5048.5419,-4631.7692,2294.6697,-6446.5208,-1687.1662,2539.5630,-1744.9688,3996.2538,-4098.8934,-2700.1299,2515.1761,6090.3046,-938.0257,2167.0028,-19.0544,6406.2179,2509.1148,-5464.3322,6361.6769,-4324.4612,3847.5792,-761.4053,5633.3197,-1623.4665,-547.7538,-2860.3556,2442.1881,-4692.7898,-2675.1515,-507.7113,0.0000,68642.3609,55986.2774,69169.7149,64735.8893,55830.8653,59529.7880,63625.1757,62356.1049,-18808820.3920,-18826965.0062,-18841295.7223,-18830644.6830,63556.9575,-18823667.6836,5035.2561,527.0924,-4250.5332,1664.3465,-4668.1933,-1625.5913,-2029.7295,-3524.0033,-3873.5865,-1967.1738,2407.8224,3881.5708,3441.3531,5329.9321,-4887.9942,-2349.2150,-1341.3578,4182.8128,-4664.9409,4811.2180,-5441.4670,2906.3753,2136.0322,5556.5409,3265.0576,-3091.8005,4883.4826,-5046.1521,233.9867,632.0709,3748.3392,1251.1480,4459.6122,636.8315,5980.8364,5374.8863,-5530.5432,-1630.0645,5022.0773,4720.2785,-2662.1449,-4472.7747,4176.2982,591.0504,-4600.8683,-3747.5928,-5527.1597,1310.8741,3016.1209,-2816.6624,2551.4573,2332.3047,4567.7317,4240.9323,-1465.3158,-4458.6365,4409.2716,4549.5969,4581.6575,2528.3800,-3293.9462,2582.4351,-4050.6300,5260.7393,-5149.2932,1760.8586,2110.3186,-4414.3222,-3077.4273,-4319.0928,-5110.2745,-708.9414,2314.7011,2440.5127,5365.8223,-3082.4855,2611.6993,787.0068,1956.6343,4671.7842,3201.0454,-2873.6091,-5227.6620,-6786.6981,-22.9603,-5168.9780,4110.6327,36.0342,4934.1470,-2144.5162,1014.9732,-3097.8750,5424.8846,-2993.4627,-1742.6791,4676.7857,-4866.7204,-3704.0369,5088.4553,0.0000,101987.4048,97700.2377,101354.3076,98109.2954,104129.7496,99007.8069,90115.6829,99281.3619,-23410500.5896,-23449341.5091,-23413287.9078,-23415062.2317,98882.7634,-23422784.3858,
3600.000,3426.7380,-898.4700,-480.3331,5929.5356,-4612.8610,5589.1068,4470.9619,5982.5233,-3107.5283,-3428.6625,1149.9292,-1293.5487,-2521.7156,24.3743,419.4269,-2143.6483,-4245.0893,-5143.9631,5081.8230,-4145.2625,-1928.5767,6035.6413,879.6017,1615.6522,1850.5368,-3335.1966,3133.4567,1534.6981,4700.6754,2097.7605,-3463.2836,-499.7320,-75.6047,5622.9969,3017.8783,-5151.5434,-5731.2415,4705.0343,-3283.1858,-2770.2648,5484.3497,-3712.2913,-6791.4895,3433.1513,-4627.2164,-1549.7225,1368.2023,2454.1687,5102.3218,2769.9239,6579.6958,-2932.0826,3645.3068,986.2224,3837.9063,1155.7491,6210.8496,5943.6533,-284.4252,-5005.3949,2309.0350,1572.5298,-718.0829,-1225.4163,5341.8184,4631.0342,4741.1753,4189.4294,-3965.8809,5057.9165,3755.9862,3627.4795,2770.3624,4260.1059,1996.2659,-5422.4792,1483.8040,-1659.0207,-4787.4997,-562.0802,-2853.1386,6713.1044,-1811.8836,-3482.9625,-6.0320,-4432.3803,3129.1549,-4312.5988,5250.5127,2523.2581,-5708.4106,1172.2551,-1747.3534,3933.1551,-4643.6149,-6777.0520,3657.7673,-992.5238,-1842.1482,0.0000,-393579.7056,-363503.3436,-378800.5814,-379107.8295,-382104.6556,-381191.5685,-375936.4287,-379006.0688,93183664.2721,93168708.8465,93198432.6336,93183329.6098,-380112.9813,93175985.6097,5724.2113,5907.6356,-5310.2920,-2283.0658,153.4162,3209.8044,-2257.4659,-3240.2680,2753.2348,-5414.6653,4091.8940,-4990.3656,-4373.8622,6398.6769,-6738.5862,-3871.2060,2361.9023,-1211.4472,4567.9640,-2615.4601,5904.5584,2843.0102,6719.6384,2359.9939,6529.7476,5816.5691,-3325.5652,-4437.1927,2769.0524,-5379.3544,2387.8943,3718.7040,6868.0293,502.0609,-5771.5210,559.9357,-1813.9068,634.5295,4394.5287,-5388.7365,4114.8782,5484.1305,-384.6926,-3671.1133,-3225.7118,-3837.2647,-5589.8248,5528.3323,-3496.0789,-2888.6941,-1720.7872,-2968.1325,5392.2663,-5350.0181,5174.2482,4119.6788,2610.7736,192.4083,4328.1984,-4485.8086,-4498.8375,-6645.8237,4272.7194,4793.0574,3876.7400,461.8272,-1742.9498,709.4444,-704.1086,2044.5242,5465.9929,-3479.1060,3492.3914,-1256.4452,-6025.0122,4249.7889,-4926.4918,4356.8389,4638.2879,-4596.8926,-3046.7241,-692.0378,1784.2059,2497.3315,-5388.2379,2086.1825,4230.4580,-3959.0607,4158.8910,-5117.7742,2863.7715,-6704.8393,5726.7179,-3092.8458,4154.5542,-805.7581,5611.8975,4004.2372,4577.5321,0.0000,-31685.6115,-37464.3629,-27120.0119,-30850.5199,-41020.9679,-32180.7370,-33292.3785,-31383.5615,5554609.7806,5536168.0092,5528037.1812,5531904.7734,-32822.2663,5539986.0656,-1729.3808,3279.0044,4387.7840,2702.9884,4926.9854,-2319.2701,4541.8483,-231.3088,5511.5450,-2211.8626,-5335.7285,-4652.3333,-4538.3306,-2633.3285,1365.6698,5269.4767,4867.4640,-4493.0540,980.3476,-4579.7080,2947.3981,1608.9628,1492.1077,-6327.0395,571.7968,-1452.2130,-5149.7490,5029.2047,-4230.4988,3700.0216,-5185.5272,-5800.4992,-647.4629,-3922.8707,-2419.9041,-4558.5680,3461.6532,4987.3828,-3652.8051,-3373.5255,-986.9600,1944.1575,-1334.9231,-4613.1329,4046.9848,5529.2387,3795.6138,3208.3448,2360.7321,5312.8498,1166.8347,-5330.9277,-2271.0606,-4103.4422,-2398.2610,5378.1862,55.0601,-3220.0884,-5367.1474,1344.5504,4712.0047,1082.8294,5068.2296,-4825.2496,1970.2021,-5075.9587,-4562.8799,5417.9470,5197.3417,4134.7049,1959.3748,4623.2217,-5260.5243,-5299.2111,-2671.9740,-520.1193,-4650.6597,-4857.1083,1796.5726,-4928.6547,-5483.8684,-1492.0864,6451.3246,5425.9909,4207.4458,4800.6815,-4477.0766,-3583.6282,-1309.4728,-3317.6117,2642.5628,-1225.3851,-3208.0717,4662.7972,-2858.4995,-1058.2689,912.5441,5476.7157,-4716.2799,0.0000,103061.9540,98223.1469,101713.0215,98722.4133,104881.5376,101985.2870,90962.5128,99820.7332,-23420168.4591,-23455540.6645,-23426116.8896,-23426545.2553,99844.6052,-23432192.0058,
7200.000,-4533.1454,-3139.3442,3877.0951,-2466.2323,5600.9245,-5025.1841,-1232.6820,-3066.5916,434.4917,4815.3355,-5146.3297,4830.0450,6105.7062,-1649.3233,1223.7096,4997.8342,232.9017,6301.0028,-5401.4158,6690.0827,337.7448,-4663.2224,-3128.9642,-5371.7004,-3980.5844,233.9267,-1569.3830,918.1924,-3916.6411,1913.5198,1485.6904,542.6896,-1591.1333,-3824.6922,-2869.3188,6087.6468,6902.0256,-2984.3925,1086.1999,5233.0543,-5530.4377,1611.0395,6264.4665,1387.8156,6751.5563,5317.2490,343.2498,-3833.1883,-52.9286,1074.7902,-4062.5088,5357.9891,-5504.7420,2418.0876,-4886.1557,-4969.7498,-5012.7509,-6028.4690,-3249.6867,5267.9501,1320.4896,1295.6018,-3147.0736,-1073.8730,-5979.0416,-2882.6554,-2013.8998,-5556.2607,4970.7102,-6710.0309,-4828.3846,1071.3599,-4975.4573,-1541.6808,-381.4677,2662.8822,2563.7867,-3551.7025,1357.8920,4114.7915,5495.3856,-4217.2010,754.6428,6738.5533,3526.1893,4365.2055,-6163.4733,5060.0363,-5591.6209,2724.5756,2350.5181,1066.0657,-212.9191,-914.1242,598.7860,6024.2050,-4546.4819,-3137.7438,-431.1604,0.0000,-373975.5384,-341672.6551,-356916.2161,-355406.5658,-360989.4886,-360811.1389,-355108.8981,-360417.6130,88580690.1285,88562421.0749,88597604.9666,88584818.2184,-359658.3608,88572113.1801,-4404.9902,-3913.9712,5444.7989,3575.6240,-3630.6099,718.7105,5778.7186,4743.5584,-5843.3600,1324.8339,-1471.6192,4231.3923,2195.0839,-6491.6159,6062.9834,366.7641,-4543.6327,-2021.5712,-2744.6403,417.2596,-6704.0130,240.4936,-4513.0987,-2898.9789,-3833.4433,-4727.8687,6408.4445,6611.1082,1478.7226,3662.6261,-6305.1969,1915.2262,-5663.4901,3491.4693,5762.5244,-3148.3111,399.7021,3555.1352,-6254.8129,4546.7696,-1114.9015,-6461.3259,-1830.6222,4249.6374,1191.1390,2155.8109,6881.9034,-1528.5874,3989.2687,6044.1141,3734.6642,-1358.2113,-3852.1541,6314.8523,-1440.5364,-3912.4711,326.7651,2944.9347,-5473.2907,957.2404,5990.0154,5430.2730,-5765.5814,-6696.7040,-2358.4972,3761.1420,5498.5190,2877.2915,-4021.3407,938.6061,-4340.7949,4333.6822,430.1973,4729.1424,6625.8671,-5132.5089,5160.6096,-3343.6455,-5135.8137,5260.9098,-432.6923,2444.1809,-5677.9255,-1393.6117,2353.6483,-5177.0354,-2413.2955,-332.2473,-2081.4904,3069.5379,-4544.6857,4900.1775,-6599.2854,6090.6007,-4149.9095,-894.5841,-3269.4453,-5019.2121,-6761.2100,0.0000,-130744.1014,-128092.8000,-121617.3389,-127107.1396,-135433.2757,-122890.2306,-127938.4676,-128652.1344,29553013.8044,29532187.4271,29533701.3083,29534398.0028,-127060.2400,29538075.4474,-2744.8582,-4622.5402,-1764.0754,-5377.7579,-1066.7153,4589.9311,-3305.6808,3790.0072,-3661.9996,4572.4455,4211.8120,2623.6638,1978.8756,-1732.4936,3029.5051,-4731.8348,-5171.0171,2059.1177,3304.7133,119.7125,1502.3905,-5036.3790,-4253.6338,3283.5121,-3986.8476,4954.9811,1941.1035,-1710.4356,5475.8516,-5482.7739,1596.8522,6595.8263,-3607.5883,4506.6140,-2613.5186,763.1764,636.6093,-5100.9052,-1764.5443,-44.8072,4006.5954,1815.1110,-2342.0894,5139.2599,-1131.5813,-3865.6739,364.7482,-5473.2885,-5291.8795,-2587.7189,-4150.9744,3892.5728,-1540.4422,806.7897,4602.7209,-2717.5307,-4493.2082,-831.5578,2643.1427,-4287.8370,-3206.9598,-4088.4285,-1199.2469,1290.1612,2478.8129,4981.6841,3454.7969,-2901.4644,-1575.9392,-1004.7005,2384.4738,-5180.6579,4741.7912,4787.0503,-1830.3322,3770.8595,3842.3885,4626.2526,-4418.5198,1027.4350,4119.0128,4889.6652,-3938.5077,-758.3815,-5374.0088,-1144.7939,1959.2693,4611.9430,-3317.0876,5155.3421,-4657.9774,4753.3170,-1585.1739,-2993.7656,5409.6665,-3260.2434,3780.3517,-3480.5988,782.5022,0.0000,104050.9813,98757.3941,101562.5881,102244.8457,105286.0868,99591.6486,92398.4247,100643.8195,-23430632.2010,-23460903.4479,-23439151.5367,-23439800.9789,100798.0307,-23441616.8273,
