sl_100_5400_20310428 Coordinates.csv
2031/04/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:51 2024,
Start: 2031/04/28 07:47:00.00, Stop: 2031/04/28 09:17:00.00,
TIME_UNITS,STARLINK-4791 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-5289 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-1401 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-30854 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-31844 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-3896 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-31671 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-5289 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-1401 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-30854 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-3896 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-5289 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-1401 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-30854 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-3896 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4818.5186,4552.6740,-92.7233,4206.0208,2686.7864,-4954.4675,3791.3018,4366.6971,-1452.7567,909.1213,2729.6400,-5719.0062,-5492.3166,685.8255,-5764.2280,-50.5186,-4588.0648,5047.9503,3096.2673,-6397.8986,5060.3948,5436.2329,-4203.6411,4365.2187,1531.8201,-6565.0908,4837.7983,-1004.9868,3688.2603,3706.4071,5935.3604,-3008.4324,-5325.7586,5053.9093,1457.9580,0.0000,6798.7619,4551.0788,-5460.4906,-422.3903,-4791.7346,6090.7210,-1895.2007,-1720.9472,2429.7064,2587.3659,0.0000,5041.6231,-3178.7134,131.6493,3984.0674,4938.5382,-6207.6639,5904.1161,5072.9072,-2717.4700,-4449.8323,3831.5878,-4224.7075,-3283.6364,5496.5504,1763.7324,-4040.7096,-617.4409,-5331.8511,-1027.2238,1949.5496,-5824.7790,5660.3041,6677.6494,2538.8550,-2528.7193,6795.3478,-4371.8076,-6302.8356,4690.8824,4214.3883,4839.3469,-2926.1321,-4669.8304,-5859.6839,-6780.6263,-4391.3960,-5385.7170,-2542.9702,-4029.5806,4190.9974,-2419.2758,1665.2713,-5849.0599,-4856.3342,-4358.6307,-4620.3202,6526.2930,-2360.9431,270.8623,3832.5708,741.0811,2499.5855,-6346.3516,289267.0559,292793.1638,298140.4426,292627.3660,287185.9153,291051.8163,297288.0337,295512.6720,26822326.8608,26832531.3463,26818768.5485,26812450.6277,294492.3542,26813070.7708,2934.6907,4023.6141,-6861.6552,1045.1738,-6315.4164,1052.8370,2606.7794,-2522.1660,-6459.7399,6328.2758,-3331.8513,-1058.1161,-4255.1695,-5564.1637,-437.6299,-6317.7652,-686.6234,4652.9605,738.2076,-612.6384,-3061.9596,-3891.2241,5409.0240,3832.3416,-5078.2103,-1283.2286,615.2493,3975.1885,4108.0428,5736.2892,207.5267,4759.8044,755.2715,-4637.8492,4456.2839,0.0000,259.2817,-4259.0904,-4.1435,-5644.9995,1950.3340,-742.2940,-3856.1774,-5940.1416,5864.2477,-4840.2700,0.0000,-226.1539,-5520.8678,4186.7101,-1101.7307,-1136.9878,2826.0736,705.8547,-919.2981,4862.0229,4872.7581,-3525.3472,-5466.4189,2564.6370,-883.2668,-6188.7368,4317.0339,-6125.1654,-4369.8423,-6548.2485,-4989.0685,3656.4896,-973.0825,-1463.7104,-1278.2126,3763.6124,901.1276,-1509.1110,2502.8508,-2949.0085,2421.8288,-4850.4329,5922.5654,3749.4539,-2400.3034,-445.9159,4189.2628,1211.9887,5808.9877,-5314.8197,-2260.9782,4354.3366,3937.8205,1687.0139,2434.7552,-3026.9355,-961.2768,1971.7308,-5343.5479,4168.3556,5728.4926,-3018.5553,-3371.3381,-1490.6104,261492.2781,250736.4100,253060.5799,252476.8227,245392.2889,246419.2944,245916.0263,249255.4838,-77763884.4426,-77788163.7645,-77766485.6202,-77738678.3649,248793.5092,-77745965.0806,-3735.6620,-3295.1084,-828.7485,5309.0817,-933.3236,4719.8885,4935.2392,4431.5360,1679.1447,-1933.3727,5298.7511,-3801.6101,-286.5024,-4064.9485,-3730.0441,2322.8340,5143.9745,-647.0163,6153.4238,-2655.1546,-3614.1316,1295.4133,1003.4480,-3707.9748,4395.0282,-585.5978,-4863.7282,5357.9924,4149.4656,842.0351,-3524.8284,3977.2946,-4366.8512,365.4625,-4984.0206,0.0000,-97.2259,2954.1824,-4196.1752,4024.6773,-4464.8865,-3000.8205,5379.0232,3020.9366,-2472.8914,4043.1934,0.0000,4702.8439,-2628.6644,-5494.6060,5520.6806,-4722.7889,-370.5418,-3565.8363,-4530.0144,-4099.2222,2073.2130,-4357.6136,-39.9090,5487.6949,-4195.4395,2644.0491,-3259.6233,3194.9436,-611.9056,1969.2520,4362.5814,-33.8857,-3789.7309,-696.3918,-6304.6799,4961.6199,-292.3916,5058.7486,1240.9961,4105.8050,4895.4609,-1070.0419,-466.8000,-3575.6263,-2712.4447,-872.1598,-3309.8443,-4068.9401,-2687.3602,-1916.1027,-4726.2110,4730.0177,-5420.9927,-3151.1115,4263.7826,-4273.1869,-5029.6755,-771.6494,3519.6495,5457.0940,552.2030,6212.5414,5452.8219,2030.8483,124969.3889,121417.3341,124214.9200,121065.6361,127022.7777,121676.3005,112950.2559,120355.6166,-23382124.6149,-23399699.1197,-23395646.3899,-23384928.4715,121722.4039,-23385380.6606,
300.000,4624.4102,5829.6928,-1298.1035,3971.5625,1086.4631,-4309.1796,4049.2834,3398.6982,-2691.3447,2197.1603,1360.4893,-4488.7140,-5658.0692,-1314.6719,-6224.5415,-1674.6267,-3946.8502,5491.2288,4589.4863,-5357.8074,4030.4086,4024.9525,-2667.8723,5802.8198,-382.9466,-6635.9874,5674.9412,1199.8766,4094.1443,4178.7933,6515.3084,-1087.4407,-5274.3612,3910.0285,3395.5440,0.0000,6527.1144,3938.5732,-5735.7360,-2254.3861,-3436.7988,6153.4344,-3472.9028,-3120.1437,3635.1359,1518.7612,0.0000,4738.7951,-4475.6452,2249.6773,3188.1257,4238.9663,-5193.1160,6604.7504,3651.1375,-640.0706,-2771.0795,1845.1988,-5203.3045,-1635.1838,6294.0112,777.1308,-3341.2293,-1240.7537,-5946.8247,-443.5877,178.1601,-4886.0142,5982.3448,5903.9234,1001.2354,-369.8875,6589.6560,-4086.8427,-5837.7728,3923.9784,5637.5307,3913.4884,-1710.5151,-3820.6901,-5459.9445,-6738.4907,-3421.7157,-5253.7069,-1479.7285,-4846.3182,3877.9766,-333.6386,3357.3806,-4436.4984,-3291.4669,-5797.7599,-5559.0185,6356.2217,-3251.2189,2398.2140,4561.5983,-1218.2795,488.1194,-5972.2785,283550.1661,287925.1956,292940.6343,287577.2826,281856.2762,285884.8649,291936.5252,290544.4555,28517888.3387,28528859.5876,28514754.4716,28507279.9555,289178.2949,28508533.8100,1032.7515,3310.0297,-6715.1130,-1125.1318,-6415.1505,3093.8241,459.7533,-4383.0303,-6279.3599,6304.4062,-4885.1320,-1.2884,-3602.5013,-4985.9962,1350.4560,-6465.5095,1357.3018,3418.7445,1870.7244,199.5808,-1917.4668,-4782.1858,5902.1209,2686.3438,-4453.6019,253.9708,-1067.2000,4041.1728,2192.1656,5314.9458,-1189.8736,4612.3233,2750.3719,-5223.8830,4425.0145,0.0000,-1258.7571,-5519.6690,1937.0322,-4676.2330,3636.8098,-2453.6985,-2349.3181,-4627.1258,4471.8774,-6115.4707,0.0000,-2349.0825,-5159.1944,4215.2568,-3116.2981,-3160.1997,4021.0505,-640.8114,-2392.7801,5095.1489,5388.4074,-3973.0979,-4290.9849,3990.3950,-1833.8995,-5311.7898,5634.4752,-4793.2880,-3325.4663,-5628.7986,-5923.9940,4484.1440,-2519.7842,-2536.7569,326.1578,4024.3307,-641.8116,622.3120,3626.3395,-4725.5441,1181.5531,-4825.7197,6245.7701,5324.4052,-785.8638,769.5465,5647.0352,3142.5538,6654.1258,-3794.3945,-4134.3152,4256.8234,2567.7750,2740.8969,3865.2895,-2077.5581,726.3771,645.1888,-3718.9219,4110.0216,4653.0907,-2043.7019,-4221.3701,238.7858,267619.7149,257046.4424,259151.2828,258528.8585,251517.7570,252751.5193,252065.9893,255222.7421,-77156983.3841,-77180800.5815,-77159204.8859,-77131961.2394,254972.6880,-77139070.9806,-4831.2441,-1676.9726,984.6913,5470.6720,-2378.8182,4449.4078,5376.4203,3784.2634,-125.5152,-123.5724,4574.9637,-5305.4648,1823.6108,-4622.8925,-2598.4885,855.2951,5527.1124,-2394.1237,4843.6671,-4430.9098,-5304.0148,2698.2551,2440.2801,-2567.3821,5239.4019,982.4217,-3752.8206,5268.3523,5109.7463,-1293.4447,-1952.4051,5004.7270,-3551.5420,2139.0714,-3962.8386,0.0000,1445.7261,1278.5455,-3281.2731,4612.7860,-4654.6315,-1659.4722,5459.9280,4025.6383,-3634.1216,2607.5187,0.0000,4429.2034,-907.0910,-4990.1622,5263.0305,-4475.5179,-1879.8550,-2005.0331,-5295.7697,-4632.6249,3332.0759,-5187.6854,1489.4488,5374.3106,-2367.1413,4420.3460,-1631.3994,4852.7235,1201.9724,3986.4628,3551.9402,-1828.6493,-2278.8644,-2439.7872,-6835.4306,5369.8422,-1805.2590,5466.2673,-575.0019,3138.6901,3800.4223,-3084.6112,1375.5554,-2385.2883,-4127.7548,953.2489,-2044.2674,-3089.6527,-974.1807,-3207.6873,-3587.9648,5379.1628,-5459.2283,-4449.8331,4680.4517,-2911.6257,-4015.9883,-2506.0859,4699.8977,4959.4355,2305.9277,6525.2182,5412.2679,3298.3559,124915.9667,121571.5792,124136.3262,120870.2308,126963.3107,121906.9807,112856.0948,120560.0099,-23381704.3986,-23399215.0891,-23395230.6276,-23383597.8216,121663.8325,-23384707.5908,
600.000,3989.7092,6518.7850,-2385.1250,3394.3511,-638.6470,-3287.8467,3937.2949,2105.1613,-3653.0929,3240.4517,-102.0546,-2833.7342,-5263.8838,-3210.3347,-6082.6457,-3112.9115,-2973.3663,5403.7112,5549.0503,-3791.0697,2519.8144,2190.9038,-856.5267,6667.7285,-2292.3745,-5997.1015,5967.9927,3272.1283,4149.5843,4228.0010,6452.1885,966.3197,-4742.8553,2352.8581,4968.5726,0.0000,5584.8338,2944.1426,-5469.6579,-3899.9901,-1767.8530,5600.8901,-4745.0256,-4247.9690,4505.0081,322.5512,0.0000,4013.6546,-5314.6133,4133.3854,2130.8665,3170.6366,-3645.2925,6659.9796,1890.9012,1505.4150,-807.3974,-337.5010,-5683.1557,135.0867,6469.9546,-340.7687,-2301.5916,-1801.3492,-5978.5988,133.5869,-1583.6283,-3442.1905,5715.3379,4528.1522,-710.8801,1828.6685,5728.0728,-3446.0758,-4783.1610,2801.3755,6509.7833,2561.3052,-285.4739,-2630.2523,-4542.9592,-6004.7953,-2136.6080,-4622.3779,-278.1501,-5224.7248,3182.6346,1800.7528,4753.8877,-2578.3252,-1428.4982,-6633.3512,-5969.7530,5549.8450,-3858.6525,4275.0899,4858.8464,-3095.0134,-1547.0897,-5009.6817,277704.3499,282960.3522,287609.6997,282413.7583,276399.4066,280602.6045,286456.6509,285349.5099,30199729.6590,30211455.9174,30197004.1899,30188410.8507,283734.5798,30190276.8330,-1005.0035,2284.0799,-5897.3813,-3189.8444,-5904.2096,4841.7588,-1736.8746,-5781.5753,-5449.5810,5582.5372,-5958.6043,1118.8522,-2564.7761,-3962.4946,2984.6328,-5930.0029,3292.3495,1823.2506,2858.2831,1047.9088,-625.2558,-5207.6463,5838.0346,1300.0004,-3431.3159,1773.8557,-2609.2792,3736.5404,51.1912,4327.5396,-2447.8716,4054.2411,4465.4862,-5297.5651,3982.0444,0.0000,-2661.6968,-6220.0485,3668.0148,-3290.0340,4986.8569,-3902.8689,-650.6624,-2867.2340,2624.8659,-6757.4840,0.0000,-4241.5943,-4285.2294,3879.8324,-4836.1040,-4885.9932,4825.3465,-1902.7422,-3674.5947,4876.3316,5406.9932,-4064.0738,-2686.0032,5060.4004,-2571.3521,-3922.4478,6341.5826,-2979.0462,-1939.3889,-4081.0061,-6300.7899,4875.9758,-3791.1544,-3380.1831,1824.7140,3912.7467,-2137.7852,2705.7698,4391.2253,-6033.7685,-135.6754,-4339.0032,5866.4400,6387.8387,942.4126,1917.0898,6548.3145,4744.8616,6826.5003,-1898.3427,-5545.4169,3787.8200,989.9169,3565.7018,4955.9753,-945.4075,2306.1215,-773.4473,-1712.6428,3692.2159,3101.0604,-937.8248,-4702.6474,1970.8896,273620.1811,263200.1356,265127.5250,264456.1025,257529.1549,258991.5026,258100.8954,261069.9999,-76513110.1961,-76536450.0758,-76514937.0253,-76488369.8580,261038.3961,-76495208.5829,-5372.7835,122.4326,2691.5991,5028.3550,-3569.1488,3701.7293,5196.0536,2692.1488,-1916.1701,1700.9710,3340.3479,-6247.2490,3739.9751,-4685.4563,-1182.3522,-712.1749,5318.9154,-3881.0640,3016.1112,-5737.9190,-6427.7626,3796.3115,3614.6417,-1147.0101,5513.5694,2434.6766,-2232.6830,4569.4317,5518.0480,-3287.4870,-168.4561,5488.5132,-2355.6555,3677.0651,-2501.1786,0.0000,2824.8629,-535.9706,-2008.2867,4710.6558,-4325.5551,-132.3134,4946.0566,4590.4334,-4386.2600,878.7394,0.0000,3675.4032,913.4135,-3947.4591,4435.1556,-3748.9623,-3178.8937,-229.5350,-5479.1794,-4667.6412,4231.7977,-5428.8023,2857.5059,4677.0220,-289.5290,5728.6786,185.7645,5992.3603,2886.3160,5573.7133,2357.6528,-3423.0857,-518.4568,-3915.2858,-6633.3816,5149.8374,-3118.8959,5270.4083,-2328.4689,1830.7211,2293.4550,-4769.7976,3049.3505,-944.0966,-5093.6763,2672.7726,-557.8911,-1768.9473,845.4430,-4157.3066,-2026.6872,5438.1380,-4907.8529,-5257.0777,4591.2792,-1221.9392,-2566.2798,-3964.1241,5352.8499,3918.5606,3810.6004,6146.7265,4781.3399,4196.4979,124861.9782,121728.3977,124052.9580,120680.3489,126901.1954,122135.8372,112766.1563,120850.9838,-23381285.6145,-23398730.6466,-23394811.8364,-23382278.2041,121605.1941,-23384034.5954,
