sl_100_5400_20310307 Coordinates.csv
2031/03/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:37 2024,
Start: 2031/03/07 07:47:00.00, Stop: 2031/03/07 09:17:00.00,
TIME_UNITS,STARLINK-3626 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-1147 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1986.9231,-942.9894,4656.8509,-4482.4338,1093.7407,2969.5780,3065.3848,-4483.2545,4623.1754,5665.5411,3654.5521,1744.5136,-3289.6343,1812.0849,6114.5103,-3646.1962,-6236.4586,558.5064,238.5240,4382.7995,5057.7485,2687.3734,1704.9441,2397.1032,-6604.8523,-3244.8442,-4374.6780,-5385.5125,3869.8456,5521.2479,5784.2597,2288.1496,-6412.5559,-365.5785,-1896.9552,-4431.8443,46.6206,-1868.9443,-3681.4810,-1242.3768,-4405.8097,-4419.0076,4056.5143,5479.6942,5923.0071,458.2288,6234.4100,-2607.0299,4196.3965,6320.5467,4207.0743,-5447.8734,2743.9055,-1134.3171,5954.4515,-4703.4250,-2390.6045,-4009.1888,920.1192,-5882.7369,1903.1989,998.5788,-1748.3741,-4774.4244,4860.7163,-2344.4155,1065.0584,-5492.3733,3677.2926,1603.2339,1728.8782,-5270.3488,5550.1344,4918.4119,306.5680,-6727.6388,-1952.5955,5943.0854,5722.8075,-3504.4421,6043.9842,6040.1650,-1165.4118,4004.4125,-2428.5959,183.1618,-2461.5414,5157.6140,-5356.6363,-6539.7186,-5562.7539,3569.9483,-2863.0876,0.0000,-3451.3959,-6227.3853,-6576.6952,-3123.7316,-5759.8453,-4874.7021,281273.8206,267380.5759,288334.7336,284398.8742,275546.7966,278614.9174,282285.2007,282441.7069,-76172074.4775,-76165681.4289,-76149798.0553,-76162728.3637,282729.0729,-76160800.5435,-3602.3116,-6806.6760,5057.0977,-1587.1602,4036.5891,5954.9507,-4907.9364,-4988.7979,1523.9932,-2109.7124,-3782.2400,6274.8787,-5244.6552,6599.3890,1401.8562,5799.3544,-668.4939,-4112.6415,6714.8034,-5266.3687,-3737.4141,6034.0173,-6469.9245,-5385.7128,-981.7840,-5437.8810,4274.1569,-133.9119,-4568.8968,2144.7819,2772.0452,6406.6637,1019.7764,-4336.0513,4589.6896,-2322.7925,6769.5022,6647.6840,-4281.2768,-795.5646,3678.7594,2559.8112,-798.4334,-4107.3088,-3327.9461,-1536.5598,-3050.8301,-3695.0043,-2479.4808,1491.2543,-2884.0855,-3993.1558,-5388.5858,-5835.0496,-3495.4590,2223.4802,5452.2073,-3405.8866,1294.8431,-1541.9123,5781.4419,-5118.4010,4606.1147,-4974.8472,-4502.5559,4445.1620,-5550.0586,-1848.7135,-1832.9168,5233.8321,-5926.9204,-1843.3732,1615.8472,968.0169,-6703.1889,-610.5265,6646.6848,2802.7712,-723.4496,3855.9123,-600.5518,1305.2962,6382.9978,-3019.4353,6112.6424,-5625.8544,-3692.7513,3853.2718,-725.6728,-2254.7155,1992.6023,5864.8273,-1858.8429,0.0000,5330.1085,-2550.1304,-1905.8527,-5830.8677,-2315.4929,-2205.7492,-250918.3878,-280590.3562,-268019.1092,-264276.0507,-264684.0690,-266974.5378,-272138.6989,-266487.6439,-106770435.8761,-106802205.2825,-106772521.4786,-106777793.0517,-268203.7772,-106782360.8464,-5486.0825,-160.9024,123.1645,-5011.0805,5553.2715,1414.0075,-3678.8481,216.3529,-4823.1530,3201.6517,-4480.6502,-2171.1311,-3094.5031,-871.0748,2951.0853,312.1572,2654.4892,5481.8350,-1116.3665,-1001.6129,2411.8554,2009.7085,-1867.5205,3493.7967,-630.1805,-2702.4721,-3165.1454,4311.7060,-3323.6945,3402.6363,-2091.1812,-880.4596,2356.9546,-5372.6074,-4888.4191,4771.3519,1458.9563,513.4801,-3942.9640,-6746.6794,3873.0184,4683.2416,-5467.7643,-1132.2795,-1210.1101,6702.3608,158.5785,4964.3545,-4882.0038,-2340.0318,-4699.2402,-892.7067,3193.6549,3445.9637,488.6029,-4225.7452,-3524.1404,-4532.5913,-6742.3546,3248.4561,-3252.8758,-4528.1186,4491.2947,-321.9202,-1567.1770,-4589.7739,-3564.2776,-3661.6352,-5291.1102,4187.7653,-2863.9765,-4022.8979,3776.8498,-4618.2220,-1533.6936,-772.9653,301.8083,707.7982,3827.4994,-4625.4508,-2954.9626,-3084.5169,-2175.4681,4656.8106,2052.3851,3958.7134,4921.5214,2452.4878,4321.1260,460.6786,3606.2342,78.1034,6048.6648,0.0000,-2682.3671,-1524.6048,1250.5091,-1976.4872,2342.3073,-4374.9672,60467.5941,56062.1021,61872.3582,58843.1048,64724.9237,59136.6736,50593.7228,58918.3889,-36920986.8064,-36886560.8268,-36909522.2778,-36902409.6720,59368.0530,-36908818.2375,
300.000,-3832.5473,-2090.8466,5281.1859,-4149.5793,1831.1104,4084.7591,2123.0209,-5186.0844,4170.8422,5624.6084,1661.1247,3306.1800,-4867.9765,2942.0260,6744.8392,-2231.1747,-6630.9645,-1619.6223,1458.6654,2867.3121,3492.0698,3511.1723,11.4483,609.8118,-6590.4166,-3900.1962,-3741.3860,-6068.8571,2737.7899,6512.7348,6519.9548,3244.9427,-5308.4311,-2346.5119,-1464.5108,-2615.4497,1571.8172,-304.3136,-5211.7312,-1797.6427,-5435.9928,-3003.9503,3330.5607,4717.5457,4755.2491,1138.9284,5362.2805,-4477.4138,2358.7873,5741.1936,2956.7083,-6070.6674,1725.1514,-2343.9658,4937.7202,-2929.6356,-904.1808,-5439.1171,-1221.6899,-5471.9175,3627.3995,-493.1092,428.6973,-5455.5501,3811.0547,-454.4694,-279.0383,-4894.6123,2868.8054,3249.1037,-146.8733,-4696.8155,6373.2288,4949.6074,-923.7696,-6347.8541,-447.3171,6417.2207,5816.8712,-3566.3788,4992.1766,5316.2486,556.6992,2606.5438,-1331.3376,-1403.4450,-4360.9512,6269.3190,-4895.2692,-6613.1700,-6035.2503,4407.5126,-4700.8860,0.0000,-1797.7253,-6741.3854,-6901.1522,-4169.6926,-5364.3419,-6120.0921,286442.4157,273220.7159,293954.5361,290073.7695,281106.9724,284421.6954,287849.2922,288282.7593,-73816810.7242,-73810164.5144,-73794897.0840,-73808226.3240,288340.0068,-73805568.9316,-2491.6817,-6336.1231,3962.0715,508.8471,2116.2888,5427.1592,-6155.6916,-3945.9116,-533.6020,-3570.2922,-4122.7543,5975.1065,-4586.7327,6165.6703,-160.7701,6367.4248,945.7425,-4005.5529,6613.1635,-5813.3558,-4242.9852,4749.6133,-6183.2863,-4959.0689,260.3007,-3906.6688,5574.7356,1435.7806,-5927.4501,1011.8618,1700.2712,5454.9891,2169.9987,-3445.8444,5993.5648,-1915.1128,6745.9119,6619.5348,-3760.4222,-2887.0698,3880.8567,4186.2584,-2851.0947,-5043.8536,-4079.8111,649.5423,-3959.2115,-3041.7089,-3501.1917,10.5418,-4586.8887,-2943.4947,-6434.1514,-4472.3480,-4297.8791,3224.8365,6453.6188,-1947.5061,509.7922,369.2275,5528.7358,-6071.0101,4937.5238,-3955.9551,-5640.1897,5410.0663,-6368.8666,-77.1765,-3807.9827,3909.4089,-5568.2179,7.1033,-43.2971,-1204.7327,-6813.9019,952.9068,6810.1348,1326.7984,-2580.2533,5235.3192,-2229.4994,-274.2856,5907.3200,-4642.9301,6756.7611,-4528.8846,-3050.9721,2674.7870,1348.0959,-697.2106,2958.3100,4919.7334,-1320.4778,0.0000,5238.6806,-1435.4361,-736.5396,-4437.1565,-709.6895,-1006.6224,-244979.1646,-274841.5969,-262125.6970,-258510.6077,-258665.7774,-260959.1862,-266087.1496,-260590.6756,-108405886.8731,-108438156.7009,-108407622.4199,-108413716.9766,-262165.6416,-108417883.0455,-5111.2367,1642.9014,1912.8828,-5499.8474,6362.2349,-409.1411,-2145.4913,-1610.1051,-5411.5839,1564.6329,-5290.1934,-694.4671,-1776.2565,948.1054,1602.6657,-1233.8840,1244.5041,5348.8694,711.6764,-2438.9606,3891.0761,3571.2005,-3168.4182,4686.9631,1206.5156,-4115.6298,-1526.6744,2957.2792,-2062.4652,1804.1898,-303.6419,-2606.1995,3846.9968,-5515.6899,-3238.2354,6104.0891,-70.2054,2002.4646,-2473.2518,-6009.7591,1837.3735,4632.7512,-5269.2295,679.9936,-2894.9826,6765.8878,1934.8808,3977.1801,-5456.4551,-3833.7113,-4279.9561,937.4249,1554.9770,4656.8202,2243.1735,-5093.7244,-2320.1442,-3852.0796,-6798.9132,4175.8700,-1972.4404,-3254.6100,4459.0021,1486.2278,-31.4156,-4104.0041,-1996.7649,-4799.5069,-4705.7514,4652.9324,-3911.7623,-5030.4329,2661.3366,-4527.8737,271.4137,-2245.9342,-1236.1167,-871.2151,2729.8550,-2900.0162,-3967.1236,-4401.2748,-3411.1699,4301.6545,274.4529,4985.3700,3951.4287,1015.2120,4700.9796,1953.4796,1664.7079,1867.9047,4941.5673,0.0000,-4105.1145,282.6139,-552.9862,-3255.9962,3835.6690,-3047.5672,60339.0485,55935.6212,61756.9350,58597.4506,64625.3016,59325.3928,50453.0714,58422.5088,-36920177.9160,-36885869.4715,-36908218.6440,-36901425.5835,59266.0428,-36908049.6631,
600.000,-5311.4228,-3045.0919,5386.4821,-3463.5072,2464.4806,4776.2247,988.1360,-5336.9534,3350.5154,5017.4519,-502.8993,4531.5962,-5964.0816,3786.7619,6726.1177,-582.1151,-6350.8963,-3634.0627,2534.6684,1058.0258,1535.0366,4023.9146,-1708.4942,-1273.3391,-5856.3757,-4208.9227,-2746.4140,-6163.6856,1350.0059,6832.5766,6553.9978,3900.0155,-3680.6396,-4122.0460,-927.0288,-543.8546,2944.7860,1307.9936,-6207.2197,-2075.1845,-5885.8690,-1332.6766,2323.3925,3485.2633,3100.0462,1602.4098,3953.5843,-5860.7707,305.9275,4610.1949,1458.1513,-6065.7021,546.6595,-3367.3096,3419.4078,-850.0400,648.7982,-6361.4538,-3196.4775,-4553.8075,4983.0800,-1902.9596,2551.0272,-5601.9377,2370.3111,1455.6353,-1569.4077,-3838.6978,1801.3125,4609.9177,-2033.7572,-3696.1086,6583.3450,4520.7137,-2063.8560,-5320.0325,1112.7193,6175.2273,5365.8934,-3303.3404,3434.7762,4091.4142,2250.8570,982.6789,-103.2194,-2895.1367,-5767.1352,6759.2697,-4000.0146,-6052.8702,-5898.8060,4814.8922,-6068.3613,0.0000,64.7065,-6579.4599,-6553.5924,-4837.9775,-4393.2842,-6762.8943,291485.9201,278938.0645,299443.7150,295621.7494,286539.2006,290123.7058,293283.9006,294007.7561,-71426445.1171,-71419525.2139,-71404916.3231,-71418583.3208,293821.9951,-71415232.0175,-1180.9532,-5219.6251,2450.8328,2572.6897,3.7828,4328.6150,-6772.2851,-2459.5782,-2560.5553,-4650.3539,-4112.9614,5081.4914,-3496.9718,5109.1320,-1692.9345,6303.2615,2451.5399,-3555.2480,5819.5249,-5813.2608,-4334.2907,2983.3667,-5318.6313,-4067.8101,1488.1860,-1973.3530,6305.7356,2833.8404,-6687.0349,-204.7076,449.1329,3940.5651,3146.9219,-2269.8245,6791.5071,-1217.8077,6066.2677,5953.9473,-2887.0222,-4687.4782,3636.9308,5435.4746,-4629.1535,-5489.0466,-4454.1522,2790.7932,-4497.9494,-2105.1068,-4231.6569,-1508.7733,-5863.6117,-1577.3537,-6815.5857,-2670.8988,-4696.3168,3932.7611,6830.8893,-334.8295,-419.3490,2269.5975,4747.3181,-6434.6812,4775.0747,-2528.6101,-6198.5736,5851.3795,-6488.9116,1739.0493,-5377.3161,2228.6624,-4667.4325,1891.2978,-1675.1759,-3251.6984,-6235.3873,2439.8836,6317.2578,-306.2477,-4169.6420,6070.8838,-3659.8903,-1867.1276,4854.4036,-5820.8027,6720.2300,-3008.0840,-2112.2278,1241.6857,3307.7557,945.1396,3600.9278,3463.0436,-713.1091,0.0000,4658.7980,-173.4634,510.6656,-2603.8497,1011.7658,259.1261,-238935.0729,-268970.6687,-256114.6170,-252646.5946,-252532.3509,-254824.5332,-259920.2450,-254686.0321,-109989400.6292,-110022166.5897,-109990810.0696,-109997762.9113,-256010.1326,-110001469.6514,-4172.8075,3266.0432,3492.5026,-5395.7138,6498.5501,-2186.0040,-374.7433,-3246.7918,-5402.4932,-246.5580,-5529.5536,858.8072,-266.8130,2664.1447,82.7369,-2643.5111,-305.8570,4631.0581,2459.2791,-3614.4742,4916.6589,4745.7570,-4132.5493,5361.5678,2900.6188,-5079.9446,278.6324,1282.2301,-572.1141,4.0569,1519.1414,-4044.3261,4920.9558,-5065.5857,-1246.9068,6780.3264,-1591.8496,3276.0948,-733.4911,-4624.6609,-395.4839,4086.6270,-4489.1824,2419.6242,-4266.0020,6096.4143,3504.7134,2523.4068,-5440.2456,-4912.3750,-3403.8300,2661.7241,-257.0111,5356.4674,3756.2756,-5361.0474,-866.1597,-2761.6696,-6129.8040,4649.3768,-477.8885,-1628.9584,3892.2646,3132.9988,1507.8796,-3154.8354,-190.5740,-5407.5579,-3564.6805,4612.2217,-4517.9052,-5489.1785,1257.7991,-3928.6994,2046.7751,-3464.3152,-2641.8508,-2343.1127,1339.0059,-868.8362,-4521.2613,-5242.6157,-4267.8184,3469.1045,-1533.4208,5467.6039,2499.9681,-532.7734,4575.9120,3236.9372,-455.7251,3451.7095,3310.1128,0.0000,-5081.7741,2059.0836,-2298.0179,-4183.0229,4862.4168,-1391.0288,60210.3769,55809.2887,61636.7343,58356.0721,64523.0197,59513.6504,50316.7011,57991.3761,-36919363.4726,-36885181.0911,-36906914.7400,-36900486.6031,59163.9976,-36907281.0197,
