sl_100_5400_20310902 Coordinates.csv
2031/09/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:46 2024,
Start: 2031/09/02 07:47:00.00, Stop: 2031/09/02 09:17:00.00,
TIME_UNITS,STARLINK-31862 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-11157 [DTC] - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-3738 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-5316 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-30180 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-30603 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-11157 [DTC] - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-3738 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-5316 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-30180 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-11157 [DTC] - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-3738 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-5316 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-30180 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1382.7327,-4501.7705,-5421.7295,-1525.7066,3535.3627,5915.1724,-1805.2555,-1820.4027,-5155.2675,5120.2655,344.2045,4134.7833,-3688.9699,-2239.8868,5578.3406,-3094.5297,-4648.1671,6283.9102,-2956.4594,-5361.4208,-3874.9133,-2554.0112,4374.8886,-5283.7686,1135.3419,-4357.3836,0.0000,5332.2847,-3121.0989,2648.5698,4389.6794,3709.6627,2306.1303,-1118.1721,4166.9037,-41.9309,-4969.2469,-5061.1088,0.0000,3753.9936,4603.4315,-5469.9028,2179.7129,-156.9650,-2254.5997,-1736.8347,5435.8568,2050.3803,-708.2874,5117.3482,-1365.5927,-4466.5769,0.0000,-2633.3031,856.3447,4219.7443,6679.9216,4027.3637,1573.3912,915.5246,-645.6257,133.6251,4183.2569,-6236.4970,4174.2578,6203.9298,-4925.2168,-6718.5423,-492.4596,-2534.3906,-4823.7227,6073.4234,-6355.4707,-4969.4151,-1737.1828,3105.6786,-305.9547,-1150.8431,6393.0202,6820.4627,-3855.2008,2871.5276,-3727.4774,-3377.1165,0.0000,6400.6353,-3858.1363,76.5625,-5299.9137,-2350.7566,-6151.9095,-6163.0545,-245.1073,-1773.2671,-6040.4095,6850.7371,0.0000,5277.8330,4735.0345,5298.0710,110569.2768,117240.1881,100148.5063,103628.3883,112718.0820,109242.8290,106498.6603,106417.2237,121715180.1879,121749072.3293,121748502.6214,121734343.0593,105623.9872,121728166.5331,4778.5180,827.2655,-2170.2911,-5871.9991,2008.0279,1375.7996,6368.3874,5063.9526,-1792.9712,-2228.5754,4470.2334,556.9796,5558.1162,-3433.3884,3984.4205,2955.4402,-897.4948,-683.3180,4219.9553,-1235.4829,1511.7468,3556.6804,978.3323,2117.5164,-6432.0887,5391.2157,0.0000,3423.3828,5508.4153,4858.3415,-2443.8860,-2122.5182,-4242.7543,5010.9559,-2299.3174,-6678.1212,1524.7206,-4346.0405,0.0000,-5183.8977,1104.0652,-646.2155,-2192.8724,-4240.2525,4683.7396,3769.1307,4182.7395,-4787.6414,4066.3544,1175.8171,1935.5589,-643.0826,0.0000,-3658.9591,4999.8945,5329.0524,475.5206,2323.0850,4212.4938,-4818.7301,5067.1427,-4894.5661,3330.0660,1902.8748,3034.1516,1924.0281,-1583.7868,-1127.4584,4050.7865,-4645.1267,-3111.2430,998.5699,2651.6078,2019.2061,-6059.3442,4624.7528,5432.9185,6698.1810,1659.3584,879.5335,1700.5430,4946.7002,5657.2386,-2667.8907,0.0000,2245.4276,-2358.6428,-6904.5840,-525.8979,5517.5336,-2626.1890,-698.8125,6890.1361,-6523.6459,-1264.5659,20.9347,0.0000,-3461.2711,2340.3997,-779.0641,-362235.1366,-352417.9808,-350768.1453,-355343.3654,-356269.4247,-353505.8589,-348083.3349,-353676.0956,87321389.5327,87352882.1972,87323311.2623,87308458.0121,-352147.3518,87311502.6818,-4559.6325,5161.4669,3567.6515,3274.6991,-5400.7441,-3309.3456,1453.5945,-4188.8909,-3957.7301,-3924.5999,-5357.8592,5457.6016,-1880.7056,-5425.2347,-1046.8475,5426.8352,5125.1039,-2745.4930,4602.7584,4184.3817,5469.0547,-5251.4239,5135.5254,3780.2128,-1489.7764,-82.8658,0.0000,2895.1386,-2779.0185,-3899.3802,-4793.5609,-5485.0934,4881.4313,4497.2443,4978.8609,-1416.4445,4578.0336,-1639.5057,0.0000,-2296.3767,5007.2115,-4204.6980,-6215.5354,5446.7715,4397.2520,-5536.8769,701.6289,4677.6557,-5442.9616,-4525.6675,6502.4286,5191.4063,0.0000,5134.9576,-4424.4482,906.4931,1876.9837,-4863.7867,5001.3911,-4696.3024,4647.8718,4704.0239,4161.7083,2090.0854,4573.7816,1941.3471,4429.7529,-819.9194,-5443.6009,-4161.8870,3654.7090,2876.2757,733.5261,4295.6589,2824.6454,3850.1704,-4211.8794,1143.9852,-2080.3742,386.2446,-5483.0019,3857.2390,1363.1004,5379.6290,0.0000,472.2008,-5220.2680,-614.0766,4275.8642,-3463.8951,-1711.0650,3009.8881,414.9839,1300.1759,2811.4060,-1018.0045,0.0000,2437.6349,4187.8695,-4413.4317,5412.1193,1844.0250,8640.7809,5269.9631,11377.5390,6627.3079,-2529.5679,5860.0397,-63989878.6226,-64003266.5089,-63991061.0828,-63993771.4179,6222.9356,-64002166.2418,
300.000,3323.6182,-4651.7929,-6463.2477,-2984.8056,4332.0543,5456.0186,-392.8557,-544.0357,-6238.5754,3581.2948,2347.8913,4516.1400,-1987.8896,-4017.2317,6367.2894,-1832.3121,-2722.8691,5265.2943,-941.9367,-6070.5947,-2734.7948,-1155.8506,5276.6351,-3652.7620,-403.2301,-2976.2729,0.0000,6439.5432,-1462.6968,4456.9047,4097.9103,4247.8404,1023.8982,883.2677,3802.4479,-1274.2670,-4458.1691,-5928.5866,0.0000,1963.8666,4055.3876,-4924.3073,3944.8278,-2248.7982,-489.1233,247.7233,6207.2937,-61.6878,1477.7134,4981.4493,496.5301,-5226.6652,0.0000,-4495.4234,2928.3162,5074.7731,5825.8942,4068.3767,3063.4709,-683.4594,945.8963,-1608.4959,4813.4626,-5035.8855,5460.4973,6737.1817,-4345.1803,-6456.2094,1664.3063,-4240.7453,-4681.3056,5275.6187,-5619.7522,-3283.4042,-3114.4678,4691.9573,1705.5496,165.6552,5898.0239,6731.9889,-3100.9089,3610.6089,-3237.2416,-4145.5097,0.0000,6470.0276,-5280.0241,-1419.7639,-4761.4839,-1112.0082,-6130.5226,-5491.3728,959.3611,-2786.0151,-5535.1562,6742.7833,0.0000,4806.5253,5836.0519,5218.3561,118209.5313,124498.0443,107565.6412,110973.9855,120168.7044,116386.3213,113938.0832,113573.0539,119781575.9761,119814561.4419,119814638.1683,119801202.3831,113019.5662,119794511.3255,3772.8520,2805.7717,-1038.4004,-5993.7931,-35.0721,-527.0608,6006.8080,6191.7084,-539.5725,-3639.1403,4724.6533,-1533.8003,5830.4765,-2208.5129,2697.9896,4619.0542,-1035.3396,-2248.8810,4995.2184,582.2346,3370.8460,5047.5607,-813.2791,3101.3248,-6685.2608,6054.0076,0.0000,2174.0743,5311.5408,4221.2276,-4262.3465,-3721.0314,-5637.7856,5566.9664,-4184.1543,-6692.7800,3527.0612,-3462.3596,0.0000,-5488.7899,-953.4150,1384.8009,-2872.1139,-4375.2377,5723.5995,4584.3677,2882.5709,-5153.7879,4044.9915,-965.0090,3088.7811,1206.0418,0.0000,-2937.4110,4755.3307,3959.9414,-252.8295,170.3004,2623.8684,-5766.2416,5923.8280,-5568.6383,1283.6698,3209.9764,1403.0531,763.0628,378.6879,453.8432,4220.5387,-4431.0334,-1228.0958,-531.8642,3967.5458,3093.2269,-6063.6570,4280.2213,4771.8545,6275.8699,205.7190,-340.5712,3675.9193,3196.0771,6059.6676,-627.1430,0.0000,664.9533,-957.6470,-6719.4350,1548.3661,4601.0469,-922.1967,1093.2579,6698.2356,-5545.4498,576.2643,-1484.9586,0.0000,-4715.9613,663.2641,-2783.6044,-359645.5268,-349978.6479,-348337.1646,-352730.9146,-353956.8051,-351191.6454,-345800.4047,-351335.3850,89959986.0567,89991903.4621,89962480.3706,89947496.0513,-349857.0420,89950040.8214,-4500.5762,4254.2357,2003.9252,1653.0030,-5189.3009,-4218.5169,3108.0195,-2803.5445,-2496.0058,-4529.8820,-4579.6070,4945.7854,-3179.2029,-5022.2069,496.0781,4804.2855,6336.6075,-3836.8065,4678.7846,3256.9337,5326.3988,-4464.5253,4241.4732,4869.2076,61.8694,-1603.2873,0.0000,1536.4019,-4179.3058,-2851.6478,-3640.3673,-4055.8372,3787.2806,3851.5174,3937.0964,402.9649,3958.8958,166.8208,0.0000,-3502.4039,5487.9307,-4675.0083,-4937.1303,4846.6920,3657.5466,-5176.5524,-848.1634,4735.3878,-5302.1589,-4723.3283,6174.4361,4308.8976,0.0000,4227.9825,-3757.0104,2359.2655,3785.8542,-5356.7370,5381.0616,-3519.5271,3426.4032,3539.8529,4591.4629,3344.6893,3972.1684,143.5453,5229.5942,-2282.8208,-5069.2918,-2773.5888,4780.6470,4243.6856,-813.0223,5182.3043,1131.0967,2357.1598,-4655.4972,2837.4317,-3625.1949,-1425.9443,-4968.8343,4931.2852,-766.0252,5466.1697,0.0000,1975.4928,-4346.8148,930.8566,4644.8076,-5055.9172,-3041.5837,4019.8147,-1395.6720,2974.1829,3872.5890,526.3541,0.0000,683.4904,3310.0341,-3629.3980,5500.8187,1989.4422,8718.4732,5267.3975,11482.2945,7022.3215,-2444.0010,5551.9375,-63992060.4671,-64005662.4630,-63993512.2926,-63995964.4109,6336.5093,-64004354.7585,
600.000,4934.2246,-4381.2042,-6842.6237,-4129.1286,4722.5735,4496.5644,1093.6233,757.5754,-6656.7909,1698.8641,4105.8657,4493.3889,-75.5987,-5401.0367,6541.0693,-437.3109,-512.8557,3742.2016,1149.3412,-6207.3541,-1371.6246,315.6636,5665.8683,-1654.3694,-1898.9548,-1295.1560,0.0000,6931.1312,371.5521,5793.4446,3443.1706,4400.0261,-321.2522,2773.8668,3099.8577,-2379.0927,-3552.8325,-6193.7314,0.0000,-45.5288,3158.2260,-3942.1352,5314.7958,-4101.8544,1297.9429,2178.9719,6371.2492,-2160.9642,3508.7418,4408.8854,2260.8349,-5497.0380,0.0000,-5896.9577,4681.6858,5440.9526,4390.9314,3733.1079,4273.3438,-2176.4937,2410.8463,-3151.7253,4989.2365,-3330.4020,6231.7196,6557.5251,-3365.1666,-5555.1941,3635.3846,-5474.5496,-4099.5365,3949.2498,-4334.0325,-1281.3328,-4170.1101,5768.4762,3570.5148,1496.3040,4839.7144,5967.0940,-2094.0439,4044.5266,-2403.6459,-4556.5801,0.0000,5880.8651,-6197.5260,-2787.2985,-3782.6939,294.5609,-5527.0951,-4303.3975,2083.8085,-3551.2995,-4481.8643,5977.7848,0.0000,3829.7343,6338.2686,4667.5850,125787.7032,131702.6642,114934.8181,118272.5171,127568.6759,123451.1249,121328.1809,120630.7349,117790785.9932,117822855.8385,117823568.6559,117810840.3967,120365.5413,117803673.2962,2411.2037,4484.9284,177.0384,-5525.1962,-2048.1538,-2404.6770,5025.2669,6684.5325,743.2598,-4720.1902,4571.4776,-3449.7008,5562.2930,-804.8692,1145.6576,5846.5582,-975.0958,-3627.1220,5325.0170,2319.0719,4917.9083,6043.1120,-2485.9523,3821.0046,-6216.7305,6140.3047,0.0000,732.0076,4623.0607,3171.1798,-5650.9255,-4912.7867,-6474.8920,5589.3432,-5639.8155,-6012.4497,5185.0960,-2224.6070,0.0000,-5259.5066,-2939.6469,3302.1938,-3179.3729,-4127.1902,6200.1800,4996.5094,1291.3532,-5080.4522,3667.9247,-3018.9661,3992.9342,2901.7091,0.0000,-1962.0670,4043.1713,2182.3675,-1004.6587,-2008.6524,790.1850,-6129.9559,6211.5867,-5685.9916,-890.9145,4226.4457,-334.2851,-476.8837,2332.9868,2010.9153,4007.4128,-3767.5004,808.6638,-2048.7816,4904.6437,3911.2116,-5469.8498,3506.5958,3678.1608,5232.0004,-1303.8693,-1542.4818,5297.0721,1126.9877,5840.8532,1455.4936,0.0000,-1001.8774,494.9127,-5881.5135,3484.1065,3253.2058,894.6546,2807.9667,5837.5392,-4003.8340,2385.8329,-2851.3955,0.0000,-5463.4175,-1055.2970,-4507.1098,-356891.6880,-347390.1196,-345752.0413,-349941.3518,-351486.4590,-348722.6110,-343360.2297,-348733.3858,92555773.7199,92588094.1584,92558831.7802,92543750.5693,-347411.4019,92545767.6707,-3920.6605,2885.9728,217.4513,-148.4735,-4380.9857,-4673.7775,4406.4620,-1103.0876,-744.1060,-4628.3263,-3323.1669,3891.6819,-4137.5081,-4051.4977,1985.8529,3664.1015,6884.8732,-4510.7300,4249.9252,1978.2278,4600.1392,-3180.6433,2871.2870,5415.1058,1606.1490,-2952.1282,0.0000,15.5907,-5129.5713,-1476.2751,-2099.7196,-2196.8229,2276.8684,2774.7345,2466.5906,2177.1183,2915.5865,1954.7380,0.0000,-4311.8481,5372.3620,-4645.3512,-3133.6508,3723.0694,2505.4120,-4260.4795,-2305.6953,4301.2276,-4570.1039,-4416.4083,5185.3641,2955.4895,0.0000,2849.7084,-2651.0884,3550.9793,5293.4044,-5225.2704,5132.8599,-1942.4845,1834.6254,1973.3917,4496.0902,4227.6657,2939.3298,-1670.7088,5440.9056,-3493.9260,-4122.7662,-1061.5885,5366.6787,5129.0289,-2272.2934,5500.8823,-684.8149,593.9413,-4590.7868,4221.5477,-4781.2863,-3082.6075,-3920.1227,5470.7024,-2812.4274,4958.4919,0.0000,3254.4888,-3003.5308,2375.9754,4495.0487,-6106.6531,-4042.8638,4592.6266,-3055.3614,4322.9172,4491.4839,2014.1090,0.0000,-1149.3142,2047.8869,-2458.3274,5589.7820,2135.8918,8791.6254,5274.2933,11584.5689,7411.2079,-2354.2147,5306.5169,-63994247.8374,-64008058.3335,-63995965.8390,-63998181.4600,6450.0778,-64006543.2418,
