sl_100_5400_20310503 Coordinates.csv
2031/05/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:23 2024,
Start: 2031/05/03 07:47:00.00, Stop: 2031/05/03 09:17:00.00,
TIME_UNITS,STARLINK-3791 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-1645 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-1306 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-4734 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-1645 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-1306 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-1645 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-1306 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6215.7262,3718.8031,-4977.3706,-3265.5587,5112.2994,4054.0318,-2471.1777,1601.7945,-5671.3527,6637.5481,4875.2846,1857.0057,6459.9161,-4021.6572,1438.9589,450.8547,1951.7223,-6328.2927,-2660.2387,-3801.5440,1801.0589,-6644.6903,-4066.3616,6802.8565,-3215.1035,-3303.6893,-2399.1095,3627.7969,4209.4586,-423.0938,-848.2123,5816.6818,-355.4497,1609.0218,-4747.4936,-4341.7673,-5531.7565,593.7722,-6649.1864,3989.5560,-4282.3054,-2108.4841,-6161.1184,-1871.2495,-777.3086,-4773.2682,-2287.6811,-3557.5881,2028.7544,5703.8830,-3327.7917,1502.4743,5422.3791,-3836.4353,5944.1599,-2898.7512,6575.2056,-5576.8263,-3970.7979,-3150.8975,-57.6117,5848.8684,6553.6026,2081.8301,-2199.4577,-3433.8052,-1697.1829,82.9724,-2562.7245,5445.2314,-6169.6181,1526.9429,-2441.5611,2592.5695,42.9971,6443.0548,-5065.8898,-6601.2600,1070.4440,-4618.8904,-6245.9338,5106.6955,5715.4885,4569.1183,6300.1948,-3420.0099,-6843.3024,-2095.3302,-4029.2661,-487.7975,1474.3686,5881.2099,1383.3881,-639.0734,5344.2824,4597.2064,5263.8476,-2739.0609,-3577.6818,-5582.4442,357793.7504,379282.8682,376381.6521,370925.3057,366090.0095,369867.1254,376113.8102,374239.1953,35158984.8183,35133390.1721,35146184.9671,35141119.4618,373083.2377,35142200.1724,1248.8019,-4699.8336,-3014.0696,-4153.5180,-4617.5789,1557.3205,-3950.9468,5231.6043,1430.6472,1940.5229,4210.8460,6652.0614,725.2783,890.7767,-3009.6249,-6515.2837,-3423.9347,-2096.8210,-4345.9661,-2640.2409,4772.9512,-650.9252,5110.5939,-814.8156,3807.0273,-2505.1265,-3457.9733,-3490.1795,-816.1731,-6822.1166,-6494.1574,-1043.6647,-2998.7240,4393.3152,-2489.7893,5336.3246,738.5122,6087.7865,-301.6688,-1858.7428,2452.5255,5443.3862,2007.6756,-6174.4590,5304.6151,1698.8682,6046.7230,3014.5405,-3457.4535,2361.3375,-5540.2373,-6623.6801,3215.4512,-4415.5332,297.8868,4150.5083,-560.7029,1654.1404,5553.5687,-4037.0223,-3011.1208,-2671.4730,833.6839,-4706.4834,-5605.1294,3917.1675,4130.8544,-4107.4835,5405.3124,-4230.7178,-2672.5060,6265.4997,-3362.7052,-1531.7756,-4307.0987,1691.1969,1255.1488,643.3217,-5205.1252,4275.9878,-1492.8490,779.6535,3458.9940,4227.1255,-2717.4009,-2966.8845,-772.9616,-6530.2961,-3002.9158,6794.5769,-6668.4297,-217.7414,-6679.1107,4878.9689,-2768.4822,-4870.4872,-4486.8109,-6337.4260,-3571.6157,-3381.9582,-87022.0786,-100391.1047,-90241.3500,-91283.5025,-98799.1815,-97439.4398,-97425.9275,-95606.6082,-72774398.9517,-72761497.7506,-72795442.8773,-72781998.3161,-94786.9011,-72769900.5812,2521.8837,3513.4092,3623.3867,-3919.0011,-742.9292,5288.1353,4879.2246,-4175.3320,-3503.5237,-518.8028,-2285.8231,182.5588,-2197.3534,5503.4279,6123.2619,2113.8420,-5682.7604,1387.6290,4535.1337,-4907.0574,-4665.9639,-1573.9507,-1847.5320,752.6025,-4661.7105,-5541.2948,-5375.3892,4580.3670,-5089.4130,-809.8978,-2135.2675,-3426.5172,6181.5838,-5048.4663,4331.8340,427.3326,3916.6931,-3250.2440,-1292.4332,-5283.9162,4764.9321,-3684.4661,2358.2921,-2553.0192,4159.9200,4712.1875,2009.7244,4758.2202,-5326.0975,2851.0462,-2494.6467,279.9479,2875.3771,-3510.2709,-3377.3670,4700.3207,-1579.2063,3752.5315,-119.4090,-4704.2926,-6251.3468,1787.3981,1927.7195,4466.9907,-3384.7222,4573.1652,-5274.6974,5474.2688,-3470.2141,1098.3615,1525.2921,-2414.3593,-5505.8297,-6293.3635,5132.8147,1886.7034,4358.6305,-1524.5498,-4304.6414,2741.8225,-2560.5627,-4501.6149,-1728.3820,-3042.8709,-1056.4429,-5264.0319,201.6320,329.6147,4688.6808,1249.2070,-558.0883,-3624.3759,-324.0616,4858.6550,3248.5788,1791.9778,-116.0772,-273.4743,4580.3788,-2072.0149,-10824.0077,-10665.6445,-9270.9948,-12428.9451,-6459.6043,-11784.4649,-20529.5947,-10609.7438,-22485682.8576,-22514374.9735,-22495623.3522,-22492909.4261,-11758.4645,-22496426.2693,
300.000,5534.3132,1776.6831,-4780.2651,-4302.0230,3736.6171,4075.9290,-3519.0339,3245.7357,-5837.3036,6628.9782,5902.6078,1344.9205,5866.7758,-3419.5350,2828.9464,-900.1521,1521.7067,-6733.4260,-4478.6386,-5331.7429,3032.5109,-6026.9314,-2553.3509,6514.1670,-1148.7528,-4473.2776,-4242.8129,1820.8479,4240.1829,-1600.6041,-2428.6596,5812.5135,587.5577,3549.0659,-6059.9601,-3118.1014,-5930.1018,22.0006,-6692.7872,3502.2239,-3963.3135,-546.3649,-4887.0733,-3471.1945,695.8059,-3911.2803,-1162.1250,-1528.2031,-28.7518,6576.9395,-4588.8877,-31.0735,4110.9005,-5391.4901,6340.8125,-971.1719,6448.0628,-5375.5903,-2560.6335,-4779.9193,-1747.7781,4554.2754,5896.0470,242.5642,-3132.3450,-1955.0773,-47.6564,-2082.3548,-1514.9225,4454.0648,-6711.2852,2582.7350,-3960.4724,2691.1546,-2003.0768,6911.3119,-3906.1407,-6444.8739,-772.2191,-2968.3966,-5830.9855,5534.2570,5316.3631,5091.4954,5188.4000,-1644.1801,-6578.8442,-3159.2373,-4192.4692,1027.5513,248.9018,6138.8366,109.4721,1026.9901,5129.3708,3507.2226,4204.7276,-3954.5646,-4003.2996,-6404.4992,359548.1088,381358.9045,378400.0867,373097.7592,367976.5530,371898.6483,377976.7783,375752.4859,36743747.0258,36717806.4195,36731549.5578,36726357.5423,374980.6830,36726892.3810,-247.6191,-5116.8365,-1159.3538,-2263.1462,-5402.2898,-626.3284,-2070.4629,3906.5037,2948.5901,377.9574,3404.1980,6462.5184,-958.9677,2965.6265,-4221.1729,-5738.9136,-5148.4445,-933.7160,-3309.8169,-1430.5111,3122.5987,668.5869,5265.4607,-1991.8286,4099.0911,-697.0138,-2447.7143,-4705.8263,-2873.5414,-6194.5090,-6411.3046,-2836.5818,-996.5887,4283.1073,-1377.9316,5739.6673,2319.5986,4765.6070,930.4879,-3838.8339,4284.1699,6396.8575,2965.9905,-5898.4851,6161.0134,3650.7889,6668.5791,3741.9227,-4261.6860,909.0598,-5130.7706,-6679.3229,2946.3477,-3484.2358,-1437.2225,5112.6303,-2107.5422,3485.2903,6166.3106,-2703.1899,-4093.0078,-3500.1046,-532.4831,-5657.1475,-4070.1979,5355.4010,5288.3449,-3858.7947,6477.1350,-5361.9104,-1563.8910,5057.1572,-1808.0897,-3535.3042,-3489.2782,208.7860,3079.4644,2181.2506,-4402.8247,4595.5699,291.2943,-1242.7442,2441.5691,2391.3415,-3887.5941,-2105.8182,465.0509,-5915.2421,-930.5109,6844.7810,-6728.7159,-2014.4041,-6497.0634,5728.3768,-4226.7917,-4682.6940,-5155.9598,-5379.7125,-1542.6217,-2401.7699,-79537.8975,-92587.2644,-82409.1199,-83477.1233,-90943.0803,-89361.6309,-89547.3151,-87746.0792,-71986812.3079,-71973802.2283,-72007673.0595,-71994601.2679,-86875.8250,-71982268.2442,3979.1687,4347.5023,4771.8570,-4432.6297,-2209.5419,5460.5424,5370.4407,-4645.0471,-1923.6287,-2006.6963,-521.2281,-2044.8584,-3428.3808,5174.7719,4778.5935,3652.4911,-4359.3631,-435.4697,3941.0998,-3875.7390,-5372.0269,-3208.9503,-3440.3944,-1066.3117,-5333.4380,-5234.0349,-4754.8296,4567.4950,-4248.0738,-2542.2308,-656.8141,-2195.3490,6780.9787,-4052.9723,2985.6052,2193.5849,2443.5944,-5026.4793,536.3917,-4503.9683,3608.9896,-2534.3253,3852.1522,-1133.5594,2763.7567,4387.9460,215.9754,5294.7035,-5125.7333,1477.3057,-765.6209,-1271.3526,4732.1778,-2305.5964,-2131.8259,4543.4606,-41.9604,2626.2580,1422.3057,-4266.1067,-5324.1939,3393.6646,3504.4516,3793.6991,-4619.7817,3944.4602,-4448.4987,5256.1310,-1886.5366,-438.4972,-278.3110,-3896.9326,-5350.2154,-5379.1445,5357.8079,386.9456,4635.7852,13.9819,-5176.0237,4143.9828,-3704.4610,-3842.9697,-3663.4134,-4046.5235,-2485.8407,-6409.5326,1984.7784,-1483.2931,5364.2201,-288.9204,1259.2851,-2453.1872,-2103.8970,3739.0430,1623.3228,3714.1705,-1901.4695,-1783.5301,5302.0610,-290.2329,-10959.8673,-10806.0448,-9400.6760,-12674.1865,-6569.8942,-11604.6020,-20673.8638,-10457.0286,-22485253.0708,-22513412.1245,-22495371.3039,-22492685.2331,-11867.5163,-22495866.8827,
600.000,4302.0864,-344.5632,-4142.8346,-4894.1217,1986.4724,3743.0966,-4249.1943,4603.7462,-5409.9303,5986.2133,6317.3652,712.4618,4703.4186,-2530.3263,3965.8844,-2199.0670,992.9330,-6436.8112,-5850.3080,-6303.3606,4018.5284,-4805.6414,-746.8701,5568.5013,1040.3375,-5246.0333,-5663.9346,-146.6232,3845.3432,-2645.5526,-3763.0541,5234.0885,1376.2074,5117.3778,-6768.7983,-1562.2116,-5730.0314,-482.6667,-6026.8162,2712.4019,-3280.7600,1046.3942,-3121.7000,-4727.0157,2066.5940,-2709.8314,84.3204,659.1735,-2056.7644,6774.8265,-5389.2805,-1573.7182,2382.3030,-6392.8487,6108.8277,1028.5160,5651.9118,-4673.2856,-878.5551,-5969.4419,-3213.8107,2746.3045,4657.1911,-1594.2469,-3805.3914,-320.7929,1567.0995,-4036.6808,-337.5591,3037.8160,-6579.7982,3422.8648,-5124.3320,2589.5432,-3857.3444,6707.1836,-2380.9679,-5625.7611,-2573.6832,-997.9734,-4869.9969,5438.5019,4396.1754,5158.2656,3571.1128,260.4976,-5654.7017,-3917.8492,-3992.4919,2445.7287,-1016.3911,5811.6954,-1199.1870,2557.9685,4401.1265,2026.4895,2714.3384,-4799.1572,-4075.8848,-6567.4082,361147.4283,383270.3407,380249.3603,375119.6127,369697.8077,373774.9423,379673.4139,377044.2134,38310870.3473,38284578.0643,38299267.5561,38293964.4935,376710.3678,38293943.3247,-1758.3319,-5082.7523,840.8937,-128.3028,-5680.4580,-2747.7952,9.0251,2223.7144,4142.5328,-1239.0261,2251.1210,5554.1414,-2576.6698,4750.8668,-4936.9173,-4392.1976,-6343.5417,331.7204,-1974.9917,-110.8426,1187.2038,1955.1052,4897.4985,-2980.5113,4029.0507,1142.8297,-1237.1282,-5476.8539,-4594.3868,-4943.2273,-5696.7013,-4326.8948,1151.2631,3785.0701,-161.4669,5582.3751,3637.4571,2913.2369,2070.3792,-5429.5948,5668.6546,6730.4233,3670.5533,-5058.8221,6382.4478,5258.2942,6581.6063,4115.7077,-4648.5122,-622.1350,-4219.0251,-6049.4534,2297.3851,-2220.0596,-3009.7972,5612.6122,-3435.3361,4964.3740,6159.9569,-1146.7522,-4811.4101,-3980.0608,-1882.2897,-6056.3453,-2133.9973,6293.1974,5950.8159,-3275.5244,6903.3761,-5987.8119,-295.2436,3342.6841,-117.7025,-5171.2335,-2348.0069,-1290.1465,4616.4617,3495.0844,-3194.3028,4491.7854,2074.4101,-3121.1544,1132.5558,314.2028,-4706.1917,-942.5085,1678.6440,-4693.0997,1243.9364,6229.3383,-6101.7529,-3596.3995,-5649.2796,6035.4502,-5238.2127,-4053.3192,-5329.5099,-3889.5683,647.0899,-1177.8856,-72019.0039,-84736.5180,-74540.1647,-75642.9175,-83049.5392,-81223.4926,-81632.3290,-79803.6694,-71164719.0524,-71151614.4731,-71185376.7985,-71172659.4645,-78926.9195,-71160132.2906,4990.0927,4719.5729,5392.9716,-4394.1191,-3439.3877,5027.3659,5240.3858,-4607.8669,-127.2347,-3280.0941,1301.6029,-4051.2935,-4281.4053,4279.9549,2931.7774,4788.4965,-2566.7813,-2209.4527,2905.3141,-2395.2151,-5500.2819,-4489.8818,-4641.5823,-2769.1731,-5408.8204,-4365.1889,-3602.6747,4039.4392,-2894.1901,-3996.7973,893.3615,-718.5075,6641.7055,-2614.8241,1314.6480,3720.6822,695.9029,-6264.7101,2303.7499,-3231.1386,2055.1860,-1109.3790,4927.1819,407.0517,1052.7124,3592.2257,-1602.6085,5196.1912,-4311.8420,-63.8977,1045.6196,-2678.4162,6082.2403,-841.8819,-649.0165,3896.1535,1500.0578,1217.8466,2804.5253,-3376.0976,-3830.5094,4593.3734,4697.7275,2693.7511,-5356.1285,2894.0758,-3142.5425,4455.4907,-99.2928,-1929.4282,-2051.6676,-4954.6715,-4615.0649,-3901.6777,4950.9538,-1154.4154,4388.4034,1550.9082,-5472.1919,5089.8150,-4449.1321,-2758.7716,-5201.6695,-4617.0306,-3650.4073,-6875.5683,3551.2247,-3132.9018,5452.1406,-1796.0504,2936.8707,-1016.9693,-3648.2989,2216.9970,-182.7328,5238.7520,-3482.1411,-3100.8349,5429.8678,1523.7903,-11095.7999,-10947.1686,-9535.0469,-12913.6892,-6682.7563,-11426.6444,-20813.8391,-10405.5094,-22484828.1665,-22512442.5499,-22495119.4495,-22492467.0392,-11976.5612,-22495307.5793,
