sl_100_86400_20310703 Coordinates.csv
2031/07/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:20 2024,
Start: 2031/07/03 07:47:00.00, Stop: 2031/07/04 07:47:00.00,
TIME_UNITS,STARLINK-1457 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-1489 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-4096 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-11140 [DTC] - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-4648 - X-Coordinate,STARLINK-31567 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-5029 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-1489 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-4096 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-11140 [DTC] - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-4648 - Y-Coordinate,STARLINK-31567 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-1489 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-4096 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-11140 [DTC] - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-4648 - Z-Coordinate,STARLINK-31567 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3691.3419,-2841.2391,3950.9327,6669.9040,1901.8358,-3575.8189,5936.8638,1778.1445,0.0000,-6446.5848,-4633.8268,36.0944,2329.1214,-5461.1939,1405.5924,-2959.1962,1482.8680,4497.9907,-5504.5016,3495.8878,4554.0665,616.1877,3673.9780,-427.0700,5871.6882,-4047.6180,6416.9718,6342.1205,-2038.8898,3127.6937,2107.9580,-5881.5688,3236.3343,0.0000,-5091.9242,-4122.5543,-6733.3124,-802.2999,1337.4903,-5303.3638,-3413.7842,787.1284,-3096.7846,3857.2486,-551.0209,-6476.6102,-5370.6765,-1453.3920,1629.2089,3591.0313,2278.4315,5095.9677,-6727.9668,-1561.0988,-4650.8052,6421.4467,-3923.3833,6137.6867,-4373.1944,2869.4237,6368.2764,-4951.2260,-6787.9448,3425.6357,-2731.8318,-3749.8619,-4119.8885,-2557.8723,0.0000,-5950.9012,4258.4151,-3045.4957,-691.5843,-4009.2299,-4534.9510,5045.7841,4410.4965,1279.1180,-22.2385,-4169.8227,2581.5012,-3853.1798,-5719.9007,-5130.2489,2421.6667,-2372.1439,6535.4278,-6262.0105,-530.8393,88.8411,-5670.6252,-5856.9412,5321.0473,6581.0326,-5337.7747,6366.0372,1940.3479,-6276.5046,4332.1431,5291.6451,234561.4005,248664.4044,248329.6404,246306.9095,250228.4669,250919.6822,254129.2882,250421.7697,105822493.5159,105864512.4311,105816645.5753,105835646.9551,250250.9472,105829950.5377,-4219.7702,-2505.0794,1858.3290,-1858.5813,-4724.8891,2081.9617,1804.8118,6383.9322,0.0000,2077.0349,-854.3340,3437.2593,3652.4049,183.9342,6211.3167,-4009.6855,-5376.2530,-4606.3386,3975.4948,-3228.2744,-821.6434,5500.8650,-2863.5603,5703.6368,3576.2084,-3655.4771,302.3821,2796.2411,4778.3995,6180.5153,4959.3814,-1533.1259,-4126.8420,0.0000,1488.0381,-1070.4809,-919.2221,-4923.4354,-3338.9515,-2976.5368,4018.3013,-6053.9789,-2791.2587,-3987.2421,5182.0397,-135.4344,1991.9095,4818.0007,5276.2117,-3753.2178,-3432.2768,-4103.2767,-54.0357,-6654.6137,2333.4914,-1623.8380,-5637.9737,2964.4426,4536.7280,-4124.1819,671.2116,-2143.1916,1120.9891,-2590.4143,-6212.9532,-5663.5438,635.2790,-5401.2395,0.0000,-2660.6539,4875.5170,5982.4686,-4686.5696,4688.2080,-1024.8398,2600.4325,4446.8027,4127.1774,5834.0444,-4556.7891,-4665.7004,-3534.8620,-639.8321,-32.4462,5803.7945,-4844.2666,2042.2378,207.2813,4974.8344,6529.8192,-1239.3463,-2089.0862,1736.8613,-741.6524,-3528.1545,-471.3496,6488.4751,-521.6987,1394.3593,-2132.9298,-224794.3042,-227304.4131,-217915.3988,-223206.3010,-231338.7249,-227174.2974,-221920.0050,-224280.1172,7144617.8096,7156437.1919,7165226.5846,7151577.3072,-223206.9507,7159411.2285,3941.0072,-5818.2708,5404.9153,-132.8302,4514.1001,5428.8616,-2978.9111,-1920.8887,0.0000,1324.9108,4622.0270,-6013.9592,5273.4394,4135.8252,2671.7342,-4781.0512,3932.7010,1970.9977,1217.4922,-4798.0558,-5110.6008,-4162.2708,-5153.2426,3811.3658,-401.3749,4073.6937,-2500.6825,48.0991,4581.5179,92.8627,-4381.1087,-3172.5987,-4494.2388,0.0000,4453.5770,-5343.6666,1496.1968,4757.9668,5914.7215,3045.9364,4463.0470,-3178.4587,-5496.7583,-4208.1553,4389.0468,-2125.8762,3345.7505,-4674.1591,4147.7070,-4562.0267,-5473.6979,2036.7963,-1231.0245,-1159.8143,4534.8459,2012.6015,-644.2791,-792.7873,2846.6311,-4582.5862,2531.7472,-4359.6953,-795.7269,5413.3964,825.7127,1256.2852,5317.2103,-3276.8670,0.0000,-2103.8261,-2493.1840,1266.2481,-4949.1104,-3049.4735,-4962.6300,-3805.8527,-2834.5326,5052.4760,3669.4784,-3086.4109,4385.7617,-4563.3195,3719.2454,4624.1373,-2958.4994,-4028.5468,1002.4190,2685.8090,-4635.7739,2044.7495,3673.3149,3071.8511,-3890.9787,-1748.2963,2494.8280,1934.7089,-1396.0697,2770.8125,-5302.7708,3770.0481,-126007.9072,-130946.1963,-126765.7174,-130040.3588,-123991.0184,-129030.8630,-137986.3245,-127783.5723,-29060255.8530,-29077636.6781,-29050769.3257,-29041458.9363,-129222.7759,-29048300.5966,
3600.000,5924.0740,-1749.4742,-6513.3892,-4822.6402,2800.1663,602.9572,-3910.6499,-3212.7181,0.0000,5235.1532,6105.5566,-1961.3386,-5981.9920,5783.7483,-3873.3949,4432.0312,2982.6550,-247.3553,2538.6825,1551.0092,-1792.3154,-3764.0894,-6699.0206,-2533.3686,-5563.7714,5235.1351,-3776.3803,-3389.2256,-1330.8502,-4540.8588,-4012.3342,3626.1102,-2078.0428,0.0000,2666.6757,5837.3983,4231.8861,4047.8948,-832.2805,6729.6843,1033.8150,980.7275,5474.2794,-3191.2275,-3197.0180,3584.7288,336.2484,-2760.4677,-4768.9737,743.9624,1504.5674,-3680.7368,4581.4768,3526.3148,1728.7026,-5603.7958,4570.3402,-6170.5532,2732.7375,711.9362,-3844.7600,6497.8512,5486.1695,-1921.4114,3729.7974,4161.8958,2021.5725,4584.0981,0.0000,4372.8713,-5442.2185,391.1737,3936.4238,2831.8702,3062.4729,-3721.8434,-5013.6254,-5335.9138,-2953.9075,4162.2576,-1156.5880,5601.2218,3857.0631,5291.1857,-2163.1465,5095.5709,-4253.4554,3543.2866,-3739.0052,-1842.9392,6695.5775,4845.0585,-3300.1717,-5676.4816,4326.5049,-2648.2192,-3222.4199,3634.7863,-6742.8936,-5200.5736,282506.3426,295628.2528,297359.2247,298183.4561,298321.7407,296459.7093,301885.0576,297509.6521,100372973.1295,100413196.3968,100366580.4025,100393257.3972,297727.7070,100381305.9141,3438.6073,-458.2053,-2062.6842,3696.1353,3428.9767,-5574.4995,1584.1089,-5555.0729,0.0000,-3326.8038,-2523.7978,-6209.0191,-2431.2674,-3529.7793,-3322.6878,-182.9591,4280.0023,4204.1189,-4276.0507,4484.9972,4410.0761,-5671.0530,1767.6454,-6376.3507,-1378.7218,-892.6274,2215.1518,-3569.9866,-1968.0914,-4032.0098,-1284.2545,-1979.2584,6546.5436,0.0000,-4802.9894,-2542.3939,-67.8888,1866.1430,6514.5171,467.9537,-6548.1913,6691.6275,-815.7723,6168.4676,-5821.1281,-2447.5105,-4066.5182,-5369.7643,-4854.4627,4234.5102,5657.2606,5188.7851,-2775.3490,4340.8197,-5352.4302,3705.7364,3688.7815,-274.1193,-6309.4179,6383.7030,2048.6499,2373.6341,-3148.1916,5979.4098,3288.1734,2738.1314,-5143.9470,4838.7855,0.0000,-675.9375,-3892.3724,-6277.2943,5430.7766,-6111.8239,-3743.4447,1763.3569,-444.3593,-338.1755,-2899.4008,693.1133,6791.2291,-135.5272,-3363.7085,-3668.0976,-2258.3331,4335.5855,-3488.3836,-3525.9014,-5074.1674,-6069.3216,-1537.2482,-1556.9101,2487.5328,3143.1728,-128.1220,3149.2023,-5354.4858,-2269.1016,-1367.8011,4404.8015,-160868.0224,-153493.0690,-148231.7465,-151885.3152,-162515.8247,-153705.8980,-153264.3893,-152779.0429,34356569.9982,34376896.1350,34371427.3808,34367534.6703,-154083.4839,34371748.2914,314.0337,6686.8362,-1318.5808,-3327.0084,-5181.9254,-3914.2655,5424.7187,-2533.9463,0.0000,3023.2944,84.7811,2337.2618,-2238.1495,-1048.5940,-4663.2681,5280.3475,-4415.2081,-5260.0287,-4788.9318,4797.8660,4974.0285,1247.0049,362.2624,-492.3166,-3823.9311,-4273.5860,5314.6222,4864.7530,-6522.3400,3326.4141,5509.1054,5459.8116,679.2129,0.0000,-4235.0137,2458.2482,-5534.0933,-5271.5443,-2229.2853,885.8416,-1972.0056,-1266.8099,4103.9655,430.7691,-1551.6413,5246.5761,-5240.9008,3257.3612,-1220.3427,5400.8848,3544.1745,2540.8231,4245.5653,4087.3035,-4017.0366,1676.2551,-3621.2661,-2993.6129,759.0291,2213.0919,-5339.8158,-454.8066,-2823.1719,-2905.6127,-4699.8251,-4792.4367,-3902.5830,-1413.1957,0.0000,5216.3534,-1823.7957,2661.7661,1364.8139,-1410.1967,4765.6369,5439.7411,4669.2736,-3969.3100,-5520.4080,5454.2772,-555.1957,4079.1058,-4570.0507,-2525.9143,6189.1623,-732.7421,4183.9314,-4645.6613,2588.3547,2564.5421,-250.3507,-4722.7525,5408.9446,-2202.3494,-5339.1232,-5257.9338,-2958.9645,-5393.1760,1185.4496,622.3447,-125986.5968,-128660.6694,-127299.8880,-130211.7463,-124121.7334,-127018.7399,-137995.3412,-130341.8821,-29075639.8555,-29095382.7261,-29060910.9827,-29061280.9743,-129130.3163,-29064797.1304,
7200.000,-5224.3121,3416.6588,5740.0643,1094.5999,-6269.2307,1562.6740,1381.4860,3902.6048,0.0000,-1435.9625,-2531.3746,2059.1749,6343.5750,-3654.4054,5836.6369,-5371.3257,-6224.3822,-4698.8877,1919.1079,-5009.4759,-448.2028,5195.3832,5150.5350,4299.2231,3434.3590,-4899.7683,313.4197,-816.0161,5249.9526,5069.6605,5682.6861,-925.2237,194.2455,0.0000,-186.0901,-4940.0341,-519.6748,-6432.3128,647.8911,-4758.6814,1273.7248,-2651.5398,-6167.4396,1377.3749,5058.5713,403.2547,4284.4855,5318.7352,5837.5249,-4454.3410,-3643.6958,-115.5543,-796.6805,-5200.5410,1014.9029,2473.0342,-4110.3915,3865.2758,177.6098,-3342.5991,533.4847,-4685.9294,-2050.8153,429.4889,-4261.5776,-4127.6282,33.5469,-4419.9009,0.0000,-1892.7854,4694.1158,3109.1638,-4815.9705,61.0322,-1415.8721,2111.1888,4692.1862,6081.6458,5774.5021,-3939.5193,-644.5217,-6093.7153,-1360.8432,-3895.6617,2967.7446,-4613.9839,-206.4448,92.1503,5793.5841,3485.6975,-4798.8385,-3124.5101,1071.5332,2054.7355,-2711.4016,-2239.5065,3931.0351,-318.8347,5915.0860,2254.6646,313638.0904,327718.5630,327635.0041,330664.1048,327848.4886,324190.6899,331204.5573,327055.3997,88049007.6346,88085261.6132,88046255.9944,88071272.0791,326566.6923,88057920.7469,-812.9615,4839.6559,1658.1187,-4941.8739,-1882.5596,6634.9868,-5233.5670,1984.2586,0.0000,3986.7166,3873.7196,6009.8594,608.5037,5091.7800,-308.5324,3607.9135,-2300.2820,-2789.9894,4034.2634,-4468.5704,-6692.0556,3874.8917,673.7166,4331.3962,-2313.9955,4580.4055,-5067.1603,450.4537,37.5308,139.4782,-2109.3792,5551.1929,-5914.2545,0.0000,6778.6704,4155.5958,2685.4187,786.8117,-6291.7798,2550.3493,6559.9631,-4100.6385,3084.9037,-5809.4521,3849.3083,5179.3317,4750.3394,4320.6085,2735.5623,-4455.7654,-5725.7349,-4291.7097,5353.3338,-604.9145,6769.5308,-4790.7113,406.0288,-3195.9210,5708.5259,-5607.8994,-5088.7925,-1236.3055,4663.3594,-6753.1158,1452.4807,1678.3066,6718.6159,-1328.2986,0.0000,4681.8289,895.4310,3933.0343,-3685.4848,4820.6013,6592.9694,-5717.9512,-3763.6642,-2482.2559,-208.5985,3649.0671,-5833.5513,3110.4545,6349.6086,5587.8772,-2345.5326,-792.4577,1152.3147,6075.2658,3303.6608,2463.3996,3599.6999,5084.9409,-6103.4364,-4666.6615,4405.8716,-5230.2663,1669.7627,5271.3769,1115.9141,-4551.9174,-86996.9265,-70913.4780,-69360.6536,-74145.9987,-83760.4215,-71724.9006,-74810.6119,-76688.7525,59231070.5330,59258745.0068,59241085.6159,59249334.4921,-75367.2388,59247084.0366,-4372.6789,-3614.7640,-3572.4352,4715.6074,1878.9871,-492.8924,-4251.3059,5321.4550,0.0000,-5453.8974,-4721.2570,2733.5067,-2467.8127,-2801.1773,3675.4495,-2413.1780,1614.0546,3928.7590,5249.8244,-757.6091,-1592.4580,2422.2808,4594.7857,-3178.7929,5493.2651,1194.9543,-4666.7355,-6871.3203,4520.1911,-4725.2396,-3390.8993,-3918.3110,3547.4761,0.0000,1429.1929,2220.8444,6389.0735,2364.2766,-2849.5583,-4149.0791,-1781.0006,4838.4594,-59.2116,3570.5273,-2477.3256,-4418.8925,1764.7478,401.2326,-2499.1947,-2845.6253,896.7426,-5347.5867,-4187.4970,-4549.5472,923.9825,-4352.5224,5515.2714,4672.4297,-3909.8243,1881.7139,4602.4262,4943.4234,4680.1900,-1438.6021,5137.4453,5271.9107,-783.8117,5002.1935,0.0000,-4632.0174,5016.6043,-4647.8309,3173.8281,4898.5665,-853.2918,-3092.0010,-3329.2617,-1079.3617,3751.4006,-4343.2379,-3651.8113,-1155.7381,2195.6945,-1185.4006,-5832.1347,4825.3066,-6824.8648,3091.3973,1403.3712,-5356.2227,-3362.4097,3530.0975,-2841.6306,4564.7350,4510.6743,3477.0582,5426.6411,4408.1018,3528.0857,-4590.4077,-125991.9909,-127645.8402,-128310.1732,-127519.8462,-124574.9872,-130299.7200,-137393.4543,-127917.1860,-29090336.7691,-29112950.8107,-29071641.4946,-29082008.1662,-129023.4210,-29081308.7737,
