sl_100_86400_20310521 Coordinates.csv
2031/05/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:32 2024,
Start: 2031/05/21 07:47:00.00, Stop: 2031/05/22 07:47:00.00,
TIME_UNITS,STARLINK-5639 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-5569 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-4673 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-1565 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-4800 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-5569 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-1565 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-5569 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-1565 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-986.9535,3117.8163,3364.9741,1861.5462,-5270.7245,4567.3577,2632.5620,4461.6224,6778.4847,4330.8587,2275.3543,-6337.7368,-3326.9225,-1693.0591,2961.3564,-4513.2675,-1865.3165,5217.6877,6592.1755,-2982.8579,3722.1958,-3037.0343,-1386.1107,2462.1249,2586.7578,6089.1393,5926.4027,2022.8822,-4681.7730,1732.2684,4982.9808,5103.0949,1602.6249,-3622.3656,3297.0256,5880.8481,-4621.7591,4787.5692,4031.7722,6390.8417,-1608.6328,-4006.3244,4553.4084,-6063.9289,-3574.5320,-2645.3441,-4474.9032,5232.5015,6028.1258,-3591.9420,-2663.4603,-751.8004,-6436.6555,-2878.6199,5114.5706,5952.7843,4185.0028,-4987.8984,2515.3488,-489.8804,6634.0834,-1612.1714,-3871.4567,4951.3664,0.0000,-4266.4896,5816.3494,-5347.3574,-1651.5260,-4818.5463,1739.6922,-1260.8443,-5107.9885,-3292.5595,4140.2921,-3369.8831,1891.4627,981.6373,-4908.1418,-300.9943,383.4940,-5090.2640,5782.7201,-6298.8298,4208.3824,-3797.9779,-2164.1917,-1874.9146,6000.8243,1762.8910,4398.1032,-5125.0545,5515.8741,-6398.4408,1450.6389,2275.9980,-517.3810,-5218.0951,-5766.4052,-6429.8783,-186839.8693,-173676.6862,-170704.7739,-175637.0415,-178023.3745,-174801.8683,-168867.5091,-170799.5578,62205674.0403,62242330.7732,62214406.8374,62228526.7635,-172572.4002,62223629.1162,-5260.1345,5547.3346,-3939.9869,-5814.2971,-4048.0667,-4544.4276,3277.9659,-907.1998,42.4975,1579.5025,3723.6302,2709.0045,2493.8977,581.0988,5849.6545,3742.8899,-6490.4457,-4530.8576,1681.7853,4209.9571,-5295.3866,917.7670,5212.7708,-4182.2401,4170.2930,2930.3584,-862.1121,5597.9634,-4225.0001,-6472.0150,-3757.2558,-372.7306,-6565.8308,-5730.3978,-5019.1318,-3515.4231,-1121.1058,3861.7201,321.0268,-477.3442,3987.3211,2100.3437,-4880.8708,-2271.4352,-5812.9771,-5912.6518,5242.1170,-627.6560,-3110.6800,4212.5808,5776.2098,5642.7796,1555.2515,-4231.4435,-3842.0062,-3498.5406,-4005.0099,1473.9919,3064.2926,4116.2222,526.0980,3920.7821,-3517.3543,-4416.1974,0.0000,3423.7573,-856.1633,-2228.1090,4086.2346,-4153.3121,1763.4701,6528.3244,1133.1512,5755.9298,2354.1909,-2488.0895,3696.1352,5536.8003,-4692.3363,-4766.8117,6745.2208,3399.7616,-518.7643,1712.7595,2661.7247,-2110.3536,-5147.2578,-6102.7985,3490.1848,5857.1257,-3846.0434,23.1157,3774.6088,2258.7149,-6675.7006,-5742.1296,5555.6248,3536.3824,3211.2861,-150.2870,333857.1385,320172.9818,339447.2925,336820.2435,328176.3211,330675.9310,332547.7122,334487.9006,-52299065.1073,-52325686.9907,-52295722.1312,-52315881.6423,334149.1720,-52303517.5836,-4399.5197,2604.1650,4456.9579,-3079.2317,-1921.7845,-2479.6302,-5466.4547,5080.7721,-690.6301,-5136.9434,-5251.6813,589.0213,-5470.3055,-6672.2372,-2231.3046,-3671.9901,-1073.4853,-160.9883,-1225.1261,4580.9200,-1991.9095,-6172.1105,-4361.7381,4865.3342,-4677.5564,1477.4574,-3328.6134,-3500.7975,-2726.9559,1737.9245,3008.4970,4633.3227,1231.9805,1324.1943,3425.8756,-881.6250,-4986.6704,3034.4354,5343.2345,-2610.0872,5342.7762,4884.7471,-1554.1531,-2220.3234,1148.1169,-1824.4833,3.0956,-4528.9664,1364.9181,4067.5145,-2555.9476,3887.8927,1585.9232,4559.6518,-2416.5706,508.9405,3802.4950,-4575.5227,-5267.0644,5482.8834,-1841.9725,-5449.2335,-4545.5805,2167.4254,0.0000,-4169.5558,-3638.8619,3752.7611,4919.1612,2701.1164,-6475.3870,-1504.2951,4518.5946,1743.0504,4960.5517,5207.5803,-5380.0222,-4079.3355,243.3424,-4997.7277,-1423.6166,3102.0104,-3734.6491,-2265.2436,-4862.6927,5064.8687,-4026.8202,2325.7919,-68.2605,-2992.7013,3743.2286,4661.1961,-848.5050,684.3116,-1254.5520,3085.5698,-3974.6195,-2106.0069,-2084.4082,-2530.2115,136936.6424,132385.8614,139482.1234,136284.8533,142272.3449,137033.5823,128227.7971,136925.4671,-20848371.8810,-20871547.5026,-20828047.2152,-20838654.7584,136997.9798,-20839701.7442,
3600.000,4498.1534,-3916.0752,870.3684,1818.7681,4595.4266,-2630.7156,-6027.3693,-4910.9774,-5439.4296,-3805.2843,-5954.2980,3890.7229,93.6763,5567.6050,-4910.5889,643.8374,3245.3075,-2598.1475,-5376.8532,115.6947,213.3305,-1926.4670,-2681.5867,2120.3079,-5766.6662,-6173.9171,-2437.6578,-3679.8164,4235.7588,1361.5573,-1357.6722,-3852.8982,896.6980,5137.9265,-2174.9332,-4149.6758,3313.5122,-5012.8516,-3619.2620,-3942.3666,-2950.8097,-744.5004,-1192.2476,4241.1808,3216.2227,4191.7020,2091.4972,-3527.6387,-3159.8705,2565.3652,994.3031,-1128.5019,5034.3491,6132.9130,-1172.0788,-3898.5245,-312.5338,2744.7577,-6084.2765,-3864.5647,-6306.6138,-2716.1728,5591.0441,-2288.1861,0.0000,3632.1113,-5844.9791,3815.1518,-4076.8094,4323.6333,2873.7934,-741.1774,2998.1933,887.5376,-6695.6322,4879.2756,-5886.6379,-4187.5650,5575.1524,3291.2369,-2623.5532,1044.5689,-6390.7321,5717.1438,-6145.5802,6487.5596,4533.6739,3603.4279,-2990.6423,-4518.8571,-5025.6632,4249.4599,-4643.1623,3560.9704,-339.6224,-831.3487,-2695.0115,434.1343,4421.0747,6482.3163,-262743.5841,-249469.3664,-247298.7159,-249110.3046,-255942.3576,-251484.8902,-247161.6705,-252362.8418,73663399.6361,73703542.2333,73673140.1531,73692525.3049,-250729.6361,73682415.8287,3054.0010,-1829.9590,5559.8920,3713.9928,887.9491,682.5827,-1263.9491,4443.8733,2579.0585,2887.6731,-2579.7161,-4270.7148,-5557.8157,2223.7009,-4654.3945,-5053.9596,3600.5049,5334.1548,1248.0154,-6498.5640,4273.5713,1499.5141,-4681.5581,4032.0760,-3514.7100,-1301.0701,3324.4124,-1905.5292,358.0291,5190.9709,4901.4254,4326.4462,6300.5790,3946.2900,6521.3725,4344.6797,-3242.4068,319.0029,4654.0363,3267.9498,-4345.2401,-5031.2326,4508.9757,-1034.7603,4811.6253,4187.4970,-5141.7216,4281.0771,3815.3809,-6378.9594,-6456.8562,-6802.4536,-3875.7501,2156.1279,4901.9529,4849.3660,5123.6496,-4930.1686,815.8143,-4039.0071,1093.0517,-4592.7645,-224.7538,3080.9464,0.0000,-5837.4416,3675.9833,-1610.7079,-3335.0861,540.7473,1315.6706,-5982.3180,-4712.8596,-6447.1804,-389.5103,-2601.7212,-2147.0412,-3110.7335,1611.2834,5833.5181,-5941.9581,-4029.7017,2558.0773,-3215.5167,-3231.2294,-1010.5492,5176.5580,5202.1996,-3947.3605,-4995.8277,4666.1220,-3949.7092,-281.9569,-4200.1391,4348.7445,6749.2561,-6259.2523,-4010.2707,-5064.1283,-1474.7470,275684.7277,267729.6817,284969.9016,281696.0936,273647.8237,281142.9916,278107.2150,279549.2652,-34347916.4476,-34367562.8710,-34351103.9012,-34360470.1047,280248.7983,-34352095.6978,4280.8813,-5354.6752,-3894.9014,5433.6038,5080.9672,6335.9714,3082.3125,-1670.7655,-3196.3244,4964.8356,2104.7058,-3811.0847,4021.2066,3410.5294,-1476.0759,4667.2163,4810.6095,3536.9821,4150.9903,-2340.7308,5236.0519,6481.4836,4347.5619,-5161.0307,540.3319,2830.6208,5460.1518,5508.5807,5383.3662,-4378.8442,-4713.2252,-3769.6627,2582.6327,2392.7269,772.1091,-3413.0297,5081.3092,-4681.2837,-3208.5962,4642.0475,-4426.6342,-4312.6296,5009.1139,5259.7745,3792.2883,-3192.5548,-4097.1695,4172.7638,-4839.3023,68.2777,-2074.1918,230.7570,2445.8601,-2199.1196,4608.3905,3029.4937,-4665.0025,4004.4088,2383.7886,-4021.5198,-2593.1583,4363.7947,4074.1649,-5837.5360,0.0000,40.5716,287.1522,-5534.9109,-4002.6809,-5375.2593,6159.3522,-3184.5428,-4089.7408,2156.0135,-1560.5486,-3773.3243,2609.7941,4576.0343,3524.5614,1683.5118,-2343.2656,-5466.5151,-472.1168,-2169.3293,369.5061,-1241.5240,-146.1264,2470.7111,-4865.5422,-981.5667,1103.5425,-3801.5934,4862.7350,-4030.8599,5395.1759,1217.8654,658.8265,5269.3329,-1646.2159,-1888.1389,137025.6743,133030.6665,139340.1956,136248.3426,142506.5557,139599.7531,128522.2688,137337.0525,-20845229.0647,-20871667.2775,-20823369.7021,-20842261.6929,137424.7196,-20839040.4574,
7200.000,-6716.8983,4484.2604,-4119.3937,-5549.1172,-3302.7544,-2537.9101,6756.0573,3133.2932,1502.8603,3073.6455,6266.9714,126.1510,2080.9316,-4796.2056,5257.9562,3102.1185,-4479.2328,-1451.6264,2730.8215,2249.9317,-4814.4663,6247.6755,5728.0843,-5561.9493,5374.1304,3990.6502,-1379.3751,5249.3004,-3367.9968,-4695.4873,-2586.4453,2021.6537,-3688.0980,-5150.0411,-154.3180,169.2229,-2017.3907,4240.0923,1807.7795,676.6935,5651.9973,3916.4550,-3385.6081,-1529.3677,-2420.6502,-3987.2008,1974.5540,1573.3983,-1176.6561,-242.0694,1773.6794,2586.2171,-915.6090,-6636.1756,-3280.1533,56.4997,-3345.3906,-427.4777,4863.5835,6077.2262,3198.0804,5279.1246,-6019.0702,-2100.1520,0.0000,-1257.1171,3588.3572,-2102.9141,6369.7979,-3467.7194,-4031.9161,3314.1260,-698.1604,2458.5226,6106.0640,-4068.0417,6416.2581,6506.9905,-4173.8716,-4386.1206,4387.1076,3404.6838,4017.0060,-2375.0449,4946.8785,-4616.5498,-4732.5629,-4062.4071,-807.0247,5170.4570,2828.1177,-2724.7488,2145.7921,998.2219,-2568.2658,-1375.4244,4470.4777,4830.9067,-1119.9170,-3598.4193,-321215.0999,-310129.1208,-308235.6282,-309057.1660,-317587.7367,-312209.1441,-309166.6334,-311398.7145,80066545.3309,80107769.0070,80080726.4230,80097177.3712,-312891.9545,80086415.8483,-700.3376,-2654.2096,-5438.4941,-1103.8786,3329.4751,1692.3936,-374.7092,-5278.6279,-4765.5309,-5966.9993,733.5571,5125.5497,6541.4490,-4548.7699,1458.6423,5539.8918,1033.7688,-4867.9350,-4518.7037,6375.1869,-2260.6951,-613.7718,3513.8909,-3534.3062,925.2538,-1663.8131,-5582.0851,-2033.2991,4100.4969,-2708.7770,-5364.8826,-6587.6630,-3474.7431,-253.8702,-5240.6627,-4156.2274,6326.2361,-4441.3282,-6185.7414,-5753.2967,3871.2467,5369.4819,-3335.6261,4893.2679,-768.0182,693.6702,3666.5614,-6627.3205,-4290.3876,5453.3371,4072.7916,4803.3569,4926.0687,318.3847,-4913.6997,-5076.4923,-5441.4922,6842.7133,-3172.2156,3226.9456,-2976.4478,4416.7442,3243.7484,-2131.6764,0.0000,5375.3183,-4940.9700,5381.3222,1324.0319,3742.5206,-5212.5668,2415.8619,6795.0320,4500.1734,-1300.4719,5170.1970,242.8316,521.8247,2882.5467,-4616.4894,2705.1837,4372.7009,-3534.3855,3874.5791,2322.1117,2999.2854,-2699.0079,-1045.6648,448.6804,1439.1315,-3419.6656,6344.3218,-4375.5670,5171.5535,-779.3228,-4805.1710,4143.4555,3327.7528,5270.4531,2983.3757,201084.7926,197942.7555,212420.8565,206746.8968,201467.6579,212740.7388,205823.6684,209426.7558,-14034558.5519,-14046994.5586,-14042868.5913,-14039433.7911,208502.5612,-14037966.1247,-1539.5984,4480.1486,491.9630,-3841.3938,-5089.7783,-6200.9480,1298.8043,-3000.9726,4620.5711,-1598.6420,2588.4249,4635.5133,172.7096,1989.9855,4253.9191,-2746.4448,-5066.7342,-4692.7512,-4465.4768,-1417.0077,-4193.4400,-2956.6985,-1716.6051,1965.1373,4011.5693,-5408.4189,-3727.6369,-4000.5164,-4366.4002,4297.8387,3537.4626,490.8715,-4646.4507,-4603.2775,-4521.4079,5502.3775,-1833.1553,3055.6841,-1873.2697,-3786.3091,431.9087,-504.7230,-4941.6079,-4539.5998,-6446.5597,5364.3252,5482.3662,-1365.2699,5290.5534,-4186.8542,5206.7000,-4230.2268,-4618.9912,-1717.5313,-3444.6258,-4713.1883,2688.4883,-976.3258,3103.9022,-155.3021,5333.9153,-483.5565,-1115.4693,6296.1998,0.0000,4086.2398,3227.8798,3776.0002,-1187.2362,4656.6156,-2153.7903,5432.9843,1095.9439,-4559.7740,-2905.2044,-1226.8344,2204.0779,-2375.5012,-4527.4204,2674.6993,4582.8691,4044.1542,4348.4898,5190.1149,4292.5935,-3790.3472,4192.8001,-5353.9862,6865.4625,4175.5168,-5349.0427,623.5246,-4657.7598,4324.0658,-6412.8663,-4774.9711,3110.7385,-3125.4796,4333.0939,5076.4605,137116.4129,133783.8712,138673.8642,139210.9249,142387.9259,136727.7790,129404.4190,138306.1453,-20841701.3237,-20871555.1747,-20820126.9397,-20845152.9520,137840.3988,-20838395.0333,
