sl_100_86400_20310307 Coordinates.csv
2031/03/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:47 2024,
Start: 2031/03/07 07:47:00.00, Stop: 2031/03/08 07:47:00.00,
TIME_UNITS,STARLINK-3246 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5164 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-1489 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-31191 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-11189 [DTC] - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-11157 [DTC] - X-Coordinate,STARLINK-5977 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-4403 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5164 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-1489 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-31191 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-11189 [DTC] - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-11157 [DTC] - Y-Coordinate,STARLINK-5977 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5164 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-1489 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-31191 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-11189 [DTC] - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-11157 [DTC] - Z-Coordinate,STARLINK-5977 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3481.1012,-5566.9633,835.2299,3592.0557,-4390.7186,-4711.3258,1392.1138,4194.9318,3749.5426,-3997.7456,-5900.8871,-3669.9083,2915.4024,4095.1915,5208.9929,-5919.2876,5628.6363,2278.7895,-1955.9729,-6106.3680,-4261.0686,6838.3819,-3695.5074,-121.5213,5364.8068,3981.1632,-5320.7690,-5286.5983,-1685.9817,0.0000,2516.3834,-2314.3373,-4462.5071,4775.9425,-6682.9729,-2855.2637,2439.8702,1493.8132,964.7002,3840.2125,-3416.7936,1974.5694,-5428.2196,-2516.1559,5522.6817,-5127.5471,-4901.5372,-2626.4130,-4322.3097,-6132.6608,5337.2486,-2512.2401,0.0000,-6260.8724,6209.5871,1454.6245,3323.1912,-5382.8154,6860.3839,4038.6920,-4187.1685,-4586.3585,3179.7172,-6773.8692,822.6728,3415.4276,5658.9197,-1203.5730,1002.8014,93.4893,-5084.2867,-2331.6138,-2053.5513,-5633.1153,3014.3370,-1692.3707,3842.2294,4245.5463,-5596.5644,712.1868,-6499.3122,1555.5249,-3625.2960,0.0000,5977.8396,3955.4912,6112.4168,0.0000,-580.7698,2915.2731,2881.4862,-2292.9035,4081.1190,0.0000,0.0000,2179.4497,4407.8191,2675.5492,2178.1684,-5601.5633,281273.8206,267380.5759,288334.7336,284398.8742,275546.7966,278614.9174,282285.2007,282441.7069,-76172074.4775,-76165681.4289,-76149798.0553,-76162728.3637,282729.0729,-76160800.5435,5872.0844,3721.7342,5771.3105,-2280.6822,4406.8496,-4878.8133,2152.7460,2952.8689,-3046.5611,-4278.6861,-1697.3293,4022.3548,5633.4440,2495.0226,-2944.4575,-3138.1232,3556.0908,3250.1207,5748.8852,2059.6719,-4513.7062,-196.9394,4557.1315,-4425.1203,-3815.7947,4561.4161,-4014.6676,4029.6373,-6617.8581,0.0000,-1435.2423,2689.7716,3916.3003,-3834.2207,-1204.1295,5685.3516,6420.4978,-4448.8940,-6198.9703,1381.4475,-4135.6898,-4558.0026,-2994.6624,-4516.2827,-1013.0809,2200.6559,-1280.0132,-3961.6845,1663.2927,2329.5264,-3538.7637,-6357.1713,0.0000,1008.1756,1668.3969,3900.9893,4814.3647,-1874.9080,-474.9536,4905.8284,204.3442,-3088.3292,-5298.4664,-195.0424,6874.4575,-4727.8550,3946.3893,-5925.2316,4232.7252,5816.3420,-3678.7824,-4111.9822,6004.2111,2452.3924,-3397.6259,4926.7743,-3919.4907,-2836.7890,2944.2763,4655.7923,2240.2302,3859.2488,-4097.5486,0.0000,145.7399,-3216.9016,2478.1280,0.0000,-6079.2234,-4491.9486,-4679.0346,2870.5219,620.2088,0.0000,0.0000,3100.1502,-2771.3269,-2045.1043,-5973.3673,3050.7437,-250918.3878,-280590.3562,-268019.1092,-264276.0507,-264684.0690,-266974.5378,-272138.6989,-266487.6439,-106770435.8761,-106802205.2825,-106772521.4786,-106777793.0517,-268203.7772,-106782360.8464,-832.4042,1799.7096,3751.7301,-5440.2847,-3028.6894,-1280.3777,6437.8686,4676.1167,4910.3814,-3649.8988,2823.3386,-4209.5397,-2424.9612,4836.3144,-3515.6869,1583.0720,1962.6207,5630.8304,-3298.9387,2497.8326,3015.9522,-216.4115,3628.1247,5288.6050,1867.2155,3465.5326,927.2534,-2000.9356,-1236.9200,0.0000,-6275.5060,-5876.2115,3469.0323,2970.1939,-1196.0125,2709.8473,-26.8818,4950.3917,-2887.9407,5376.1540,4109.7073,-4791.3073,3092.3241,4212.5873,3973.7450,-3880.9846,4665.0473,4755.8549,5083.4771,-1929.8041,-2631.9953,946.6422,0.0000,-2794.3901,1834.6126,-5516.6512,-3395.6483,-3777.2044,-462.9249,2677.2256,-5440.4901,-4059.7974,3042.6983,1377.8314,-140.2258,3443.1116,371.5326,3061.3693,5315.7337,-3571.7031,2933.2767,5018.2564,-2724.7191,-2939.9955,5193.0386,4347.3718,3650.4612,4628.6964,-2857.3457,-5042.4493,-741.8882,5522.8967,-4246.1254,0.0000,3127.5123,4391.9453,-849.2368,0.0000,3251.3296,-4428.0024,-4003.1063,-5904.9735,5507.5606,0.0000,0.0000,5789.7536,4574.1524,6049.7464,2804.1211,-2727.2598,60467.5941,56062.1021,61872.3582,58843.1048,64724.9237,59136.6736,50593.7228,58918.3889,-36920986.8064,-36886560.8268,-36909522.2778,-36902409.6720,59368.0530,-36908818.2375,
3600.000,738.2885,5881.2577,-3600.4995,-414.8655,634.1259,5214.8082,-4369.8909,-6365.3788,510.0367,5914.8476,3458.8683,2689.7544,-3886.9502,-6718.2025,-1741.0214,6101.7016,-5351.7509,-1206.0320,438.5366,5316.1517,4187.6574,-5127.0327,2697.5180,3568.7496,-1770.9460,-6120.5546,5328.1411,2450.8195,1638.0198,0.0000,1877.6287,-2751.0793,3671.7586,-2988.5974,6086.3706,-515.7446,-3519.7431,3246.9234,672.9213,-4585.3780,4185.9842,-4.3214,1016.4040,6167.3428,-6062.3279,1282.2970,5801.9655,5975.3268,918.3894,2799.3838,-1852.4542,3505.0413,0.0000,5988.1551,-3671.8381,-5260.0826,-6010.6379,6756.7140,-5037.4608,-5387.9817,3000.9728,6777.4898,587.5325,6191.4665,-2911.6736,-939.8578,-5203.9092,4115.8875,-4823.0354,-2253.3369,5092.8312,4665.3253,520.6591,4929.3455,1252.0435,-1895.5210,1920.8784,-3881.3220,2541.2690,-4269.4694,4806.7276,-5280.8423,6345.9835,0.0000,-3213.7038,1190.1019,-5192.0123,0.0000,827.3683,710.4034,-64.4475,2780.3985,-4423.5570,0.0000,0.0000,-2715.7086,-4232.6526,2001.5492,1300.4895,2662.2447,334611.3615,328820.9047,346633.7670,342979.0065,333328.5577,341248.6828,340017.9816,341503.5673,-45851639.8214,-45840889.2707,-45834835.6568,-45848071.1618,341039.6718,-45840512.3323,-5033.1423,-1280.9765,-5905.5392,5281.7643,-4211.4728,1666.4316,1336.4103,-58.0051,4536.1176,3495.3186,-2154.6183,-6329.9415,-1562.5345,-493.3640,4770.4886,1412.6414,-3237.4352,-6717.3604,-6820.0827,-4258.6216,667.2763,2021.3156,-6327.0772,5369.7685,4156.0267,-3363.6086,1379.2156,-2895.2616,5638.7295,0.0000,-2148.8560,-2276.6903,-5752.8422,6041.8421,-548.5304,-4329.1753,-4184.9904,3455.9479,6703.4539,3444.2324,-842.0627,6791.8348,2006.2787,2442.4595,3257.0683,-5043.8003,-2514.8447,3043.1666,-4696.7381,-4310.7083,4775.5819,3707.7547,0.0000,-3383.9637,1974.0532,-2122.0402,-3042.4198,-1004.7754,2802.3594,-3942.1305,-4552.9244,587.2850,4170.2942,-2026.4295,-5217.1126,6698.3811,-1492.5915,5303.6922,-1749.4810,-6360.8809,-102.3898,294.0530,-6673.4860,-4331.3047,4683.6293,-6376.7236,3791.2399,5627.8116,162.6394,-1896.5880,-4041.7158,-2139.8226,2362.3049,0.0000,3806.4016,4296.8809,447.5716,0.0000,6632.4083,2282.6578,6772.6692,-5972.7490,3620.5790,0.0000,0.0000,1647.8722,5411.0908,2958.1465,4971.4914,91.5331,-173325.0770,-204141.8543,-190134.3925,-189372.3275,-185481.9060,-187647.5866,-192542.5783,-190166.9308,-122815089.2715,-122852429.2745,-122814754.3377,-122830689.1679,-188629.6823,-122827943.1553,4618.3133,3436.9353,-590.3824,4416.8418,5441.7555,4191.7818,-5223.1752,-2794.1916,-5171.6864,-608.1598,-5398.2102,120.8026,5333.2306,-1054.0048,4715.5619,2855.6020,3009.4135,-1013.3259,-1011.7255,1184.6254,-5452.2367,-4066.8575,580.7278,-2472.3419,-5148.0646,-289.2943,3866.5838,5805.3854,-3700.0139,0.0000,6277.1415,5854.0575,873.1554,966.5967,-3194.0912,-5374.4842,4147.9782,-4918.1460,-1511.6213,-3579.6069,-5250.0522,1196.8080,-6559.6375,-692.4550,178.5677,4357.4900,-2750.1185,-588.6532,-4952.8147,4497.7476,4645.3065,-4651.3061,0.0000,-822.9166,-5235.4191,3934.9640,-580.3758,263.4591,3768.2002,1732.7140,4160.1081,850.6262,-5458.3334,2317.9699,3493.1576,421.4476,-4296.7005,947.8540,-4582.5168,-1006.2642,-4705.5382,-5082.1809,-1693.7256,-1818.9411,-4922.2259,-1372.2858,-5050.2957,-926.0687,6442.0563,5064.6231,-2896.3907,-3934.6007,1423.7463,0.0000,-4563.4259,-5051.9303,-4135.4838,0.0000,1797.3093,6514.2474,556.6573,2212.0109,-3852.0049,0.0000,0.0000,-6156.6659,-969.4525,-5941.6292,-4688.1685,6394.9454,58917.0529,54554.3819,60183.9424,56828.2255,63358.5707,60384.2630,49184.4245,58954.7763,-36910919.3992,-36878447.3492,-36893993.4506,-36893148.8556,58141.6339,-36899590.7969,
7200.000,3291.9825,-1751.8255,4923.1521,-1809.7175,3655.3332,-4653.9057,6295.5987,6530.7560,-3843.8034,-5178.2720,-306.3563,-465.1230,4382.0645,5638.7804,-1868.0116,-3872.0132,3032.2469,-1133.9624,1561.1149,-2255.8002,-3857.6097,1025.2035,-280.8344,-4920.9467,-2964.5146,6182.6389,-2808.2644,2203.3177,-2022.9239,0.0000,-6129.5179,6058.1727,-875.7952,-559.0569,-2944.8196,4453.8835,4185.7707,-6351.2741,-2444.7731,3559.9705,-4120.5535,-1577.6914,2547.3278,-5558.9392,3661.3677,2418.0436,-4830.7806,-5318.9837,1758.7374,1591.3355,-2190.8039,-4308.3922,0.0000,-3341.4033,-221.0792,6880.1912,5374.7354,-4899.8119,1370.6274,4648.7898,-1657.9845,-5882.7462,-4710.5857,-3208.5769,4790.0884,-2190.2077,3432.6763,-5056.5509,6830.8026,3476.7076,-4343.2648,-6074.2913,1732.0095,-1167.9160,-4301.1092,4160.2266,-6087.1026,1947.5049,2933.5172,6644.7153,-1074.3171,6892.7481,-6538.0405,0.0000,-374.9014,-5073.4220,1088.5613,0.0000,-1280.5360,-4914.6252,-2605.7273,-2610.2849,3788.1720,0.0000,0.0000,3916.8996,2486.4821,-4964.1560,-4822.5750,2807.9370,367205.4260,369084.5303,382775.2925,377041.5574,369507.0754,381649.7532,375967.2861,376775.5681,-12422187.0173,-12404508.7126,-12411456.1161,-12416564.1979,377499.9796,-12410667.7225,2891.1468,-844.9115,3908.3986,-6637.6410,3803.8598,2562.7554,-2779.5382,-2249.9193,-5344.1389,-951.8104,5807.7906,5553.2483,-3282.6860,-1455.9173,-5923.9013,1754.4555,462.6547,5273.3409,4851.5438,5061.7796,3676.7859,-4054.7766,5281.8604,-4434.0978,-3964.6543,1055.2649,3111.9382,2228.7958,-1691.5675,0.0000,2161.0426,2674.0852,4996.8227,-5353.0677,2967.6952,2472.1561,-249.2915,-2182.7947,-4173.3582,-5607.7640,4970.6957,-5926.5915,2225.9053,1136.0113,-4010.1141,6193.5179,4818.2907,-288.5647,6482.7740,5465.7307,-5364.0078,650.1429,0.0000,4629.1481,-5572.7129,594.0179,-574.6322,3303.3266,-4940.6337,772.0896,6662.0030,1925.6412,-2643.2284,4075.9348,1691.7882,-5049.2442,-2423.4265,-1662.6510,-262.5650,3360.8901,4021.1288,2698.3688,4422.1581,4278.4274,-5190.4247,4636.8046,-2358.8396,-5678.8244,-900.8948,-373.8371,4956.9120,639.7700,-97.0469,0.0000,-6404.2120,-4242.1024,-4293.7762,0.0000,-3618.2634,-980.7418,-5325.5605,5830.8189,-5744.0100,0.0000,0.0000,-5003.9923,-5608.0139,-4292.2173,-3224.1510,-936.5430,-85141.5775,-114704.9794,-99928.0927,-101038.4792,-94393.8313,-96443.4332,-101144.7209,-95617.4588,-130443731.3161,-130484981.6695,-130445228.4782,-130467741.6859,-96956.0381,-130457498.1952,-5304.7856,-6663.1015,-2946.4703,-581.0165,-4478.5769,-4409.3887,868.7347,-750.8208,2040.8098,4447.0968,3438.2734,4025.3288,-4019.1646,-3547.8709,-3097.6082,-5421.7003,-6231.2571,-4309.1620,4654.9265,-4141.5545,4380.6533,5408.9559,-4439.5260,-1954.2491,4718.8509,-3080.9677,-5270.9522,-6195.7383,6410.5182,0.0000,-2341.9941,-1810.8061,-4653.0561,-4178.9014,5472.0549,4671.4160,-5444.7319,1223.4906,4917.7838,-1247.9367,2007.4128,3149.8193,6038.3913,-3537.1623,-4235.1720,-1401.0306,-988.7360,-4119.6030,1502.8072,-3790.9801,-3792.7479,5343.7791,0.0000,3913.5348,3683.8244,126.8137,4051.9262,3423.9723,-4610.7418,-5041.9995,-25.0413,2940.0390,4269.7423,-4581.7509,-4712.4826,-3960.7990,5475.2354,-4206.6756,726.6102,4802.6965,3595.4142,1853.5004,5001.7297,5156.8277,1489.6222,-2710.3377,941.7997,-3401.0345,-6226.5411,-1818.5640,4688.0457,-107.3701,2262.6004,0.0000,2098.4010,1272.7100,4949.2723,0.0000,-5762.2396,-4814.8127,3312.5187,2735.1732,-361.2500,0.0000,0.0000,2746.1312,-3241.4023,2220.3635,3820.1330,-6276.8759,57350.9039,53069.9377,57943.2459,58049.3412,61636.4566,56079.2562,48372.4654,55977.3878,-36900108.4170,-36870672.5136,-36879262.6894,-36887281.9306,56910.2678,-36890353.4461,
