sl_100_86400_20310311 Coordinates.csv
2031/03/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:57:48 2024,
Start: 2031/03/11 07:47:00.00, Stop: 2031/03/12 07:47:00.00,
TIME_UNITS,STARLINK-5191 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-31191 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-6054 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-1957 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-30757 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5191 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-31191 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-6054 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-1957 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-30757 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5191 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-31191 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-6054 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-1957 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-30757 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2217.3957,2690.0217,2620.8013,-3918.9155,4994.6121,-4778.1685,5083.7823,5216.8654,-269.8412,3021.5735,3400.8533,5334.8566,-5987.1847,4064.3094,4675.5925,-3441.5791,-5911.8037,5799.3603,5528.0237,-4220.5024,-3012.8812,1926.3944,-6858.8859,-5340.5359,4683.8840,4291.0739,-4187.1552,-1719.7078,6913.9967,2018.3023,-3210.6705,6270.5280,-677.2407,-1146.4342,-6500.6437,-4624.3006,3936.5883,-1839.2312,2984.1335,1096.9971,-6628.9017,3698.5126,-586.5214,4116.6057,-6263.4549,4463.5876,-2745.0633,1558.9057,2996.7387,-5534.7613,4236.0251,1810.5193,-4779.3416,4143.8708,568.8531,5945.1597,696.3603,5645.9593,-5218.7934,5247.4792,-3986.5552,-5023.7834,-3660.7954,-1076.6291,-3878.9211,-6106.6961,-3650.9156,1167.6222,-6187.6713,6548.6040,3144.7004,-4036.5090,536.1143,259.5615,-730.6524,-6407.4718,-3400.9752,-1187.5312,-5748.0404,5229.0317,3214.2588,-3583.4759,5026.2796,1103.1350,-6024.5121,886.4299,-3531.2341,3480.8390,3343.8045,-308.5653,2513.5701,5265.4608,5473.7356,-3663.9594,4972.8809,3926.0077,-3959.0933,6168.2904,-2478.8043,-4336.2616,14184.0792,-6269.9299,14262.1532,10075.6864,1268.5516,4497.3596,8501.0929,8174.1409,-67395696.2956,-67377686.7244,-67370214.0339,-67374289.4548,8678.6796,-67378384.9216,-6512.1862,-5940.3836,6130.8100,-1357.4138,-766.4043,4967.6138,4090.0486,1743.9231,-6896.5247,-4808.1346,4022.7745,2830.5189,3189.9180,2953.3165,-1967.1738,3572.3082,-3401.7676,3020.8060,-2421.2326,3182.9217,-3096.5609,-5262.5027,-652.2658,586.5746,2462.0924,-536.4705,-2884.0944,5788.5467,-215.5689,4692.5623,6027.7132,2832.6202,3044.5899,5106.8972,1072.3808,3783.2529,2467.0952,4781.6937,-5837.9247,6400.2576,1504.7129,-1668.9062,4157.2080,-135.7503,-3.6874,-1719.4023,-3757.7279,-5824.9818,-5848.3564,1643.2521,-3174.1675,3784.8130,-2071.4499,4668.4950,-6157.8522,-3244.1086,-5113.7799,-2361.1215,713.1204,-2092.3136,-990.5493,-4110.7110,-2821.1416,6089.2693,1683.4166,-3142.2282,1845.9200,5644.8839,2251.4421,1332.3855,4920.1519,-1581.5382,-6046.3654,-4118.0147,5389.9837,-1868.7453,5885.1386,-6711.9190,-1240.4492,-4229.5990,-2874.4275,-5861.2479,4600.9991,4981.8987,2903.3310,5816.4637,-2019.3378,3437.5063,-4048.1477,-6570.6315,-4521.9777,4081.8862,724.8950,5493.7601,-3379.9602,5678.8876,-4008.1099,-249.6256,-3762.2079,-4082.2789,-359812.9983,-380382.9150,-373373.3118,-369897.0600,-370900.7668,-372979.3707,-377879.3181,-374814.3704,-106232502.1059,-106240860.6380,-106231281.2439,-106237130.8104,-373918.6016,-106232053.2402,233.8835,-1872.7180,-1861.2640,5483.5325,-4642.1834,-490.8746,2180.7230,-4210.9087,627.9436,3970.3712,4521.3383,3339.4133,-1414.9911,-4662.9313,-4571.1026,-4643.3298,1095.6004,-2106.4052,3087.6363,4452.7082,5089.9993,4036.2845,-651.3208,-4440.1169,4452.8949,5308.8912,-4659.4979,-3228.6715,-6.4625,4675.6082,-1186.7408,606.8278,6217.9664,-4516.3303,1889.0717,3462.9447,-5110.0826,-4381.9171,-2259.8243,-2160.4895,1123.3436,-5632.2825,5474.5966,-5325.8901,2623.2995,5021.5792,5056.8723,2946.1454,2032.6801,3725.0163,4274.7441,5456.9675,-4569.9990,2930.8117,3058.6089,1388.1114,-4623.7307,-3208.4137,-4496.3309,3952.0481,5400.4328,2085.6798,-5139.3577,3101.3139,5445.8581,457.8702,5411.1640,3765.9847,-1903.0276,-1744.6032,-3358.1692,-5377.7932,-3403.8188,5503.7263,3868.3097,1885.6143,-177.9281,-724.3434,-3644.4049,941.4256,5102.9307,-737.8716,-94.2957,4680.2788,1613.5523,3684.0168,5355.2850,-4842.5247,-4346.3800,-2253.6330,4424.6554,-1791.3557,-4202.8818,-2084.1715,3261.7268,129.6883,-3811.0142,3062.9923,5015.0606,-3567.3597,-61642.8248,-69541.9375,-62437.3150,-65474.8779,-59583.0847,-65154.0296,-73712.4706,-63435.0310,-35991031.2373,-35957432.5547,-35994045.6671,-35989014.4081,-64938.6265,-35980191.7067,
3600.000,3354.9648,1318.0441,-4272.8951,5556.0494,-5772.9531,1942.6844,-4435.1406,-4735.5738,2566.4209,-1900.5725,-6229.1746,-6669.2554,4411.8686,-5965.0515,-1843.5691,-1511.9737,5905.6867,-6269.7509,-4858.7595,2482.3105,6503.0325,-344.5159,5853.9263,5477.1117,-6631.6030,-4748.0510,5793.6773,-1952.9246,-5322.0957,-5441.8998,191.6290,-5829.6217,-3540.3559,-944.9741,3720.0488,1785.0112,-4294.9555,-3131.5562,76.6385,-2801.8709,5286.1257,-5559.2784,-3158.8715,-2654.7774,6022.4801,43.8781,4701.0473,2508.5131,-1360.9182,5704.0798,-2255.9037,-5310.1614,5257.9232,-4186.4649,1934.8807,-2983.8195,3364.7065,-1991.3741,5105.7681,-5360.4988,5326.6151,4351.4165,4497.7429,-2446.3144,1286.9348,5659.7087,1781.0446,-3536.6847,5082.5248,-4579.3027,-4048.0606,4300.4189,1909.9808,4016.9582,-1864.9179,5200.2095,105.2329,3405.7553,6768.7342,-2584.9255,-1092.6529,4985.3814,-5530.8510,-4787.4941,4742.0081,-3584.5332,5125.3469,-6359.6769,1487.4362,2487.8679,2099.7150,-5260.9428,-4231.8940,1629.5547,-4227.2994,-4411.8758,6119.1126,-6464.1184,6085.1005,6476.2511,102725.7146,89472.4932,107611.7544,103911.5519,94016.4928,102094.1794,101175.0071,102328.7009,-37518337.5652,-37499202.0496,-37493252.2355,-37495524.3213,101929.1013,-37501770.6359,4536.1140,4888.5659,-3169.9385,-2374.0563,3618.9904,-5462.3021,-577.5116,2371.1312,5191.2293,6669.0329,-2152.9203,-1519.4135,-4835.2779,925.1694,5528.9844,-4284.0153,1607.9008,-1342.4621,4407.4389,-6158.0680,853.7090,6903.3740,-1024.9594,-3808.0005,357.5869,4321.9949,-991.4305,-3635.5639,1828.4194,-3267.4107,-5576.6083,-886.4303,-1224.4476,-6804.0783,-3619.4143,46.0527,1990.6766,-3139.1770,4576.7703,-5716.7030,-3554.4485,3825.4712,-5245.3596,4997.1119,-2790.6550,-965.2862,5008.8401,3167.8455,6279.9500,-3797.7124,6309.2219,-1141.3153,-2013.4567,-840.3428,6603.9706,4581.6877,4626.6055,3697.1769,-4195.5519,4340.8653,-3149.3342,310.4561,-1542.5924,-4440.7624,-5191.1097,1016.3614,-5858.9377,-2133.6928,-3710.9893,1190.6386,-77.7091,-2819.2582,6686.1525,4062.6707,-6315.8524,-1244.0119,-5646.5252,5102.3027,-1377.0865,5492.6603,6453.7526,3797.8845,-1442.9335,-3383.6256,-4089.5619,-5932.0422,-2695.0289,-2309.5206,4040.4630,6344.3558,5221.9390,-593.8936,3161.1888,-6526.3838,5232.8550,-3337.6159,2865.4529,2003.8333,2637.1451,2473.5596,-343390.9352,-368240.7899,-360654.1302,-360143.8531,-356905.1287,-358518.4404,-363496.0216,-358701.1957,-120020261.8991,-120033835.7282,-120012504.5909,-120017583.8872,-359514.2182,-120020414.0600,3935.6246,4503.8315,4416.9233,-3301.6927,782.6907,3750.5458,-5234.3741,4450.9805,-3812.0231,-11.8968,-2209.8461,940.1728,-2276.0869,3231.2851,3541.7609,5038.2715,3198.4239,-2465.5640,1716.5203,-1950.7286,-1291.5533,-20.5584,-3548.7954,1989.5767,-1960.2484,-2406.5287,3591.1308,5450.4654,-4026.4260,-2792.2329,4102.8308,3591.6853,-5873.8322,748.8704,-4485.8268,-6684.5792,5015.8227,5064.4525,5199.7001,-2507.9488,2619.8773,1606.7534,-3200.3565,3634.1665,1441.0669,-6877.5360,-371.0513,-5368.3893,2449.5139,557.7378,-1222.8527,-4244.7590,4023.8957,-5425.2462,540.6116,-4238.4666,3894.2213,5476.4309,2049.0660,149.9532,-2807.8483,-5246.8101,5003.5998,-4717.2142,-4367.1899,3775.9469,-2940.7278,-5518.5443,-2713.8324,5021.3654,5370.0706,4598.8549,80.5172,-3849.2338,1111.9762,-4424.8308,3776.4587,-3064.9935,307.2164,3037.7519,-1381.0005,-2912.4046,3699.5160,-3702.5536,2845.9345,-503.1418,-3440.9031,1237.1938,5271.2582,-1366.0742,-3846.3872,4411.1076,4485.1877,-1639.2170,1264.5180,-4139.9822,-764.7357,1312.9056,-1252.0768,266.4822,-62851.7141,-70677.0647,-64083.4400,-67425.2327,-60904.9816,-63877.3303,-75070.8111,-67632.3057,-35982043.1836,-35947049.4278,-35979747.9056,-35975520.7584,-66117.4339,-35970089.3443,
7200.000,-4132.8618,-5321.4869,5406.3822,-5275.5866,3795.0060,2124.6632,3172.7114,3590.9740,-4792.2933,-50.8019,6801.9297,5056.3568,-903.4961,5732.8509,-956.8969,5170.8427,-3846.7223,4001.1146,995.3597,-249.4485,-5301.1350,-1409.2167,-2574.8751,-4122.1025,6173.6588,3421.7291,-5727.3485,5611.1821,1654.8791,6761.6062,3538.5255,3399.5099,6567.4602,2360.2497,267.8297,3548.9745,4211.6065,6494.0257,-3962.7436,3814.4222,-1620.0559,4917.3549,4902.8896,723.1321,-2523.1702,-5123.4591,-3820.4407,-6036.9348,-1621.4408,-2990.5400,-552.4942,6834.4318,-4710.6694,3954.7193,-3812.4936,-1166.8346,-5999.3581,-2111.5334,-3475.1555,2950.2128,-4278.4617,-2882.1130,-4767.7804,5655.9896,678.2014,-3265.6180,166.1051,5672.2460,-1122.4827,1482.9023,4168.9072,-3986.9237,-3629.2030,-6075.6634,3524.5938,-2893.3991,3994.3693,-4879.7089,-5128.8587,-1904.0571,-1337.6496,-5064.3847,4157.8714,6766.9518,-847.7553,4884.7034,-4306.2145,6081.3718,-5393.8542,-4082.6278,-5280.9853,4191.9940,2539.1817,1387.1249,982.2521,4080.8575,-4884.1081,3672.1577,-5703.7125,-6165.9798,184044.0725,178839.6604,193978.4181,188336.0815,180365.7772,192629.3634,187276.9995,188028.5351,-5101665.5234,-5078644.8057,-5080685.2647,-5084834.1948,188518.9879,-5085381.2394,-275.2268,-2312.4571,-839.6120,4280.2648,-4427.4645,4659.6255,-3803.8668,-5589.4063,-1820.8463,-5682.6922,35.4817,-781.1949,5134.7571,-3717.9492,-6756.1448,4153.0528,1701.4258,-1665.4994,-4291.1085,6678.8157,1565.9222,-5436.7038,3264.5011,5390.0021,-2587.5349,-5512.3860,3831.3220,1053.4739,-3805.7846,1294.5552,3869.6867,-2375.0744,728.1459,5485.7620,5621.5003,-1656.4866,-5193.0909,1181.6189,-2686.8748,1913.4142,4822.3474,-3565.8923,4729.9424,-6571.2056,4542.0761,550.9407,-3418.4021,163.9246,-4069.0913,4271.2866,-6191.2712,-845.7838,4976.1176,-3540.4288,-4316.9883,-5191.1187,-3372.6775,-4994.9508,5751.9256,-4634.1875,4873.6059,4284.4153,4699.9347,2086.2922,6852.1790,2524.7517,6523.6428,-1458.0597,4077.0055,-4404.7376,-4548.3368,5566.7376,-4947.0892,-3218.2341,2597.5326,4613.7606,3268.7530,-1134.6650,3345.4972,-4603.6006,-5435.4369,77.9659,-2992.8599,1421.1697,4159.0083,3932.3713,4947.4254,468.2924,-3535.3844,-3770.3475,-4293.2114,-3551.3898,-6113.3562,5214.9750,-4674.0835,-918.3889,120.5334,-3245.3199,-227.9155,-29.1863,-305891.0866,-332304.4520,-324878.9474,-326365.6863,-320251.8212,-321456.8161,-326550.1887,-322963.5211,-125584077.7851,-125602075.9944,-125571739.9660,-125578035.8756,-322255.9544,-125585107.5618,-5502.1554,-3518.7679,-4244.0989,-1108.7245,3604.3873,-4644.1906,4768.4583,-1960.1061,4653.5417,-3976.9234,-1420.1114,-4641.3187,4553.3050,484.8689,119.2066,-1464.5177,-5485.3860,5318.5442,-5162.3486,-1790.6727,-3763.4130,-4032.4673,5522.3058,1570.8091,-1767.4433,-2216.3523,-181.0691,-3779.9693,5525.0768,-808.8600,-4538.5771,-5528.9930,2189.2714,3465.7930,3907.5029,5685.2503,-1724.1571,-1362.5762,-5019.2667,5337.5302,-4653.6400,3350.0144,-1137.7980,1251.2059,-4382.7812,4637.2077,-4586.8159,2928.6340,-5310.8495,-4486.5253,-2787.6633,219.5957,-1019.3344,4400.6280,-3811.1978,4406.8092,-784.6503,-4284.2049,1651.4774,-4178.0616,-2025.7234,4447.1903,-1713.6126,3390.9515,458.0266,-5512.6900,-1884.4405,3620.6806,5381.6390,-5111.7133,-2701.9721,-897.1619,3269.8409,-381.6039,-5049.8603,4287.3117,-4430.9671,4668.4411,3203.6601,-4622.0710,-3666.3986,4688.5304,-4497.1968,449.9280,-5420.3597,-2994.1983,-1521.4405,3175.7114,-2203.5434,4166.1831,321.0380,-4175.3169,-2080.6773,4326.4352,-4908.6801,5485.4636,4718.2984,-4854.1823,-3603.5822,3174.5040,-64100.8938,-71732.9497,-66268.2748,-66136.9953,-62570.9928,-68137.5518,-75820.7300,-65677.7943,-35972272.6712,-35937327.3745,-35963939.3657,-35958213.2674,-67289.8458,-35959978.6798,
