sl_100_86400_20311113 Coordinates.csv
2031/11/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:32 2024,
Start: 2031/11/13 07:47:00.00, Stop: 2031/11/14 07:47:00.00,
TIME_UNITS,STARLINK-4384 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-2579 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-2524 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-30876 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5571.1694,5482.8699,-4658.2875,-4550.7878,6650.8115,5778.8287,-6693.6149,-4024.5283,6169.2181,3348.1948,5691.0790,0.0000,5158.8670,-3972.6068,200.8262,711.5051,5684.8103,-3386.3404,3950.8584,93.8078,-5273.5676,-2504.5645,2748.3315,1011.6413,2994.6345,-3909.3454,-2048.8196,5053.7269,3259.7798,4854.4750,115.1086,1568.4628,888.9239,5118.0356,5424.9777,-1963.9320,3206.4773,2847.3397,-1095.8039,6548.1327,-980.6898,2665.1366,-3577.3039,2358.3511,-664.2497,-384.4110,-1764.8720,4043.3706,-3904.2203,6253.7416,5054.0930,3687.2660,4859.1557,2018.1570,6213.6012,161.6176,-4074.7815,5084.9327,-4354.8342,-663.9103,-4711.3714,105.0240,-499.5673,-5244.8082,4205.7660,-4296.5247,4162.6884,-1611.9582,-5389.5940,1457.4822,-5639.7506,-2630.9430,1827.3142,-3578.8965,-120.1763,4787.7221,-6813.3301,3167.6531,282.0435,-1765.5517,-4431.4822,3829.7344,2518.7751,-2887.8751,1358.5778,405.0875,-2550.8555,3302.8511,-4650.1293,-2970.3639,-3699.0734,3731.5808,1852.1227,-2290.6736,-3511.5507,-3410.9034,6889.7787,-5443.0553,3634.4602,4423.7965,-273057.8038,-284227.2085,-289527.3290,-283927.9466,-279709.8231,-283640.4794,-289609.1328,-287682.3980,126370495.0045,126354623.3690,126375755.8563,126383690.2608,-286011.9489,126386349.4095,4000.1811,-3159.4028,2962.5010,-1301.5268,1827.4880,-2047.9226,1192.4327,1842.8761,1059.8340,5737.3089,2018.1092,0.0000,846.5787,3686.1461,6870.7189,-6786.5016,-3536.2892,5200.9884,-1036.3694,-5440.3217,-407.5474,3345.2688,5008.2748,-6764.1004,-5061.9070,5309.8093,2998.2411,-3154.7629,5957.8123,-4670.1667,6682.4132,-3902.8936,6633.6335,-3242.8510,1766.2595,-6265.3031,4685.7789,-6121.6317,-6031.9709,559.9985,5228.2760,2167.7276,5067.6481,-6490.8070,4071.9997,5891.4224,-4954.0977,1772.1791,-5303.9862,-2843.3578,4550.8258,-5394.2298,2312.2222,6305.8435,-2638.7419,5397.3136,905.8822,1402.8675,3345.9502,-3279.9305,-2048.1962,6469.3412,-4066.7225,-948.4471,5489.3338,-278.0555,-123.4877,6315.0833,-767.8034,4476.0242,-2868.1124,4391.9887,6625.8207,-4496.2522,6084.1263,-1760.2439,-237.4693,-4564.3459,6908.2075,-1909.1731,-5066.1807,3138.0521,-4532.8773,4511.0859,3854.0523,6812.6738,-3595.7038,5743.8087,3978.7480,5822.4144,-4734.3643,-2390.6253,3677.9519,4758.7530,-2990.5021,2404.3373,368.1857,-2538.9566,-2455.3313,2895.3012,221671.4021,247736.9842,227313.0631,228890.1434,237149.2242,234558.8460,234030.2906,231045.5208,162468719.2089,162491892.1050,162479861.3750,162470213.5882,231768.3376,162457185.2976,-997.5222,2654.5272,4157.1981,4986.1992,-510.5077,-3096.4513,529.8206,-5305.4316,2903.4062,1273.7840,-3195.0646,0.0000,4503.8877,-4057.8910,826.5870,931.8590,-1275.9007,-3103.2739,-5434.1566,-4084.2958,-4467.7138,-5453.8791,-3762.0613,780.5165,-3645.7310,1999.0549,5878.3830,3286.0679,-208.6288,-247.8607,1860.7659,5487.9500,1723.2900,-3262.1322,3612.9378,-293.1303,3847.7906,992.3926,3196.6424,-2193.0764,-4364.9023,-6024.5994,-2970.5004,429.1807,-5505.6722,-3618.8274,4489.6007,-5003.2688,1921.7073,414.1300,-139.5717,2272.3980,-4285.1897,1892.9736,1266.1509,4304.3001,5420.2888,-4503.8505,-4200.5136,-6094.5833,4703.9828,-2105.8891,5288.5687,-4335.5679,-2.8478,-5358.4728,5465.1873,-2274.5914,4147.1155,4929.8081,-2644.2625,4664.8273,-170.3907,3755.9051,3258.4254,4683.4560,293.5246,4091.3774,257.2476,-6432.9958,-1406.2611,4609.6328,4467.7492,-4385.0311,5445.8220,1116.8003,5354.3369,1760.0640,3011.8203,2256.0590,2899.3612,5173.1681,5491.1368,4425.9839,5127.6620,5563.7760,366.5396,-3387.6198,5333.0423,4460.6641,-83823.8848,-92086.3142,-84543.9907,-87994.2303,-81829.8535,-86240.2476,-95626.4252,-87009.5196,-86608552.6561,-86625782.5520,-86617079.4228,-86612136.0453,-86893.8225,-86614296.1134,
3600.000,4052.9318,-1664.1506,3432.4417,6579.9245,-3450.8192,-5011.7683,4861.9314,3554.7289,-4435.5985,-5126.6782,-3677.5700,0.0000,-6054.7646,2817.4149,-2572.1003,2051.9151,-2286.7497,-402.9849,-2270.4304,2365.3105,5921.8758,-513.3602,-4065.8994,799.6035,-842.5334,1811.5061,5849.7516,-645.7445,-4837.2780,-1285.9682,-2709.0830,1753.2719,-2627.6228,-1103.6835,-3189.3121,3666.1563,-4128.5897,136.5330,3883.4689,-6541.4790,-1162.3897,2096.5434,2251.2488,112.7859,-3631.7252,-1404.9755,5146.0064,-6428.1308,4173.0846,-3767.3035,-5602.3079,-111.0032,-3719.6487,-3344.7189,-3215.7810,-3986.6443,2172.5715,-6357.8847,182.7218,3131.5376,3860.8027,-2012.5728,5303.3493,6234.8071,-4588.3919,3167.9004,-3278.6991,-1245.7012,2867.0835,-4838.6519,4184.8456,-481.0706,-3114.1551,6196.6497,-2634.6206,-2724.9797,4841.1109,1024.8146,-2477.1956,-2700.4610,5156.2911,-6087.0607,-845.2735,309.7229,-5495.2177,-2164.6036,5869.0750,-5120.4839,3535.3843,-193.5699,5424.5911,-2667.8523,-5641.1251,-2004.4603,4583.1301,1359.1274,-5636.0798,6738.0549,-90.4851,-5392.4348,-318309.4354,-335836.7214,-339281.2087,-336927.6186,-328407.4767,-334229.9147,-337988.9636,-333013.8119,80006187.0016,79984057.2719,80006824.3721,80014954.7228,-334482.3860,80023111.7038,-816.6510,3929.8016,-5874.0376,-1240.0944,-2796.1154,4649.2865,-3479.3860,-5384.3369,2450.0342,-3368.5117,1811.8434,0.0000,2597.5963,-6130.6027,-5085.8896,5181.8504,4084.1111,-5062.2066,5375.5885,6364.7459,-2988.2960,-6106.0238,-687.8011,5853.1553,6857.8151,-6400.5031,-3356.1749,4045.5370,-3173.5928,5326.3134,-4625.5337,5844.6124,-3984.5535,4011.7395,2597.6536,2924.1219,-378.3740,4843.3532,3249.6822,1712.2751,-6769.0235,627.4003,-6314.5603,6188.8976,-4444.7997,-6756.1287,4146.1787,1502.1016,1777.1620,3740.6478,-1407.1599,5202.5983,2022.7829,-3173.7180,3641.3318,-3617.5245,-5055.5959,1794.8655,-4173.6360,5603.9376,-1942.9850,-5917.6412,2075.7940,-2454.2716,-3244.8970,-4140.2375,4442.0763,-4310.2001,-3073.7138,-4639.1635,-774.3755,-6356.2955,-4625.3150,2957.1472,-3279.3452,5197.4124,-1850.4527,5150.4814,-5589.2512,-1357.8990,3352.9574,877.2686,6782.7006,-6686.8737,-2015.5001,-4577.7638,2516.1406,-4032.8830,-5602.0309,-4528.5769,3107.4543,5984.5533,-1854.9561,-3783.8461,-1348.6229,-5661.6415,1314.8783,1094.2127,5050.4889,1140.7924,146864.0770,167651.8780,149216.8357,152112.4756,158798.6828,150857.9409,155485.6467,153681.6652,189693043.5310,189707336.1859,189698982.3434,189691325.5524,152723.8560,189681952.0826,5551.0328,-5381.3812,-1251.2586,-1596.1098,5291.0804,-644.2170,3272.8832,2456.8939,-4694.2549,2844.3586,5452.0870,0.0000,-2078.0548,-530.6373,-3936.7913,-4053.3078,4940.9378,4717.2326,3472.0340,-374.0063,1965.8614,3091.6079,5442.9671,3529.1057,316.5502,1796.9114,-1552.3079,-5442.5753,-3568.2334,3916.3090,-4411.6275,-3271.7117,-5008.5628,5466.0274,-5366.7478,-4609.5716,-5475.4994,-4812.4687,-4719.0054,-1508.1560,364.4081,6570.2382,-1529.8637,3095.1154,3778.7233,-548.7315,-2060.5743,938.3305,-5155.2243,-4384.8655,-3596.9240,-4566.8512,5406.4265,-5120.3234,-4863.7895,-4339.0919,-4081.8254,2096.4663,5497.4616,2652.1548,-5472.5762,-2691.3397,-3530.8528,1487.8534,-4033.7738,4466.9984,-4107.2111,5235.1674,-5411.4587,-1274.5337,5365.2720,-2729.2009,-4026.6179,-367.3154,-5484.4021,-3692.3428,-4443.1646,-4489.1271,3231.3502,6234.6664,-3074.5493,-2839.9372,-470.0159,1742.1649,-3496.7419,-4715.2631,-2729.3607,2136.6312,1632.7180,-5228.6639,2330.4735,-1893.1566,-3462.2115,-5412.1614,-4987.6836,-3819.7736,3767.4202,-961.7278,-4722.1475,-4193.4901,-84865.4450,-92919.0540,-86271.2809,-88537.5227,-83070.3771,-85998.4476,-96564.5139,-88065.4919,-86603238.6729,-86619863.8569,-86612437.1059,-86608285.6840,-87820.8573,-86606051.9981,
7200.000,1065.9317,-2874.5381,-1135.0185,-5617.0202,-1252.3754,1916.6242,-620.9063,-2208.9106,1894.8353,4789.2051,1207.2102,0.0000,4857.5316,199.6569,4881.2664,-4868.0416,-2623.2251,4237.6803,452.1882,-3565.8450,-4629.3027,2382.0975,4942.1684,-3290.6211,-1536.1036,1469.3929,-5741.2882,-3884.4757,4836.4347,-3566.8582,5240.8035,-3562.8190,4626.4206,-3235.6952,570.3216,-3885.1901,4682.6015,-4115.7126,-6086.8955,4009.6457,2607.8984,-3833.4266,572.3722,-3255.6791,5722.3300,2721.4682,-6347.0813,4147.4689,-3963.5470,-677.7777,4087.9585,-3877.7553,2449.9657,4642.1760,-1352.9359,6559.5020,-420.3274,5543.5639,3702.9393,-3284.2302,-3066.6261,3643.8333,-6517.9131,-4692.4090,4052.1094,-1908.7167,2079.8512,4693.7117,-331.7816,5348.3782,-2107.6500,2832.1245,4133.8562,-6030.6570,5474.5724,525.3020,-707.2072,-4557.7096,4545.9367,3741.6772,-4146.7286,5473.4477,-1135.5869,1925.8873,6721.7408,4306.9823,-6668.0653,5130.2415,-91.2284,4124.4747,-3782.6891,723.3586,6803.1715,5664.8035,-4970.4587,173.7359,2158.2026,-4946.4699,-2456.2475,5251.1741,-343814.7475,-365439.5698,-367260.0435,-365216.0594,-356083.7303,-362877.2408,-365301.4213,-362857.1295,28163265.3371,28137422.6143,28161969.8064,28172032.9703,-361618.2596,28180966.6305,-1044.3470,-4434.5096,6366.2715,2738.8382,46.5458,-5294.1338,4979.2932,6248.1119,-5664.0831,-1274.3815,-5614.7538,0.0000,-4609.8410,4897.0082,1693.3528,-1914.5447,-3987.8571,4231.3713,-6669.9369,-3611.6337,4837.5877,6289.5270,-3497.1020,-2504.7498,-5936.0488,5076.6779,809.9919,-4431.3813,-1539.7842,-3891.8388,1431.5188,-5851.3055,45.1898,-4561.6415,-6209.2982,3095.4927,-3778.0281,-2067.0353,46.6483,-3692.7803,5055.1094,-4814.8281,4707.9300,-3888.0967,3782.7705,4634.8958,-2201.4794,-3316.1816,2880.3971,-4193.2166,-3019.2173,-4089.6624,-5740.7756,-1182.4497,-4372.4138,1456.0430,6832.9525,-3855.1108,4785.4484,-5672.4008,5397.0130,2002.5228,148.0084,4414.0959,-900.6429,6578.4821,-6556.1899,1470.2588,6236.9743,2589.9475,4880.8797,6266.2931,346.5572,-181.9561,63.1133,-6896.7293,4286.1511,-4785.2025,2230.6544,5351.2233,537.3692,-3775.7974,-5530.3281,6344.3911,183.7795,774.2155,-1176.1491,166.3597,4558.5150,2557.2999,1402.3929,-6160.2437,183.5767,2688.6181,4502.0363,6957.9595,-3534.0723,1130.0134,-6362.5646,-4312.7127,63521.0980,77375.0066,61777.7068,66793.5666,70752.9602,59865.8973,67424.5528,62929.1220,203985385.1193,203989748.7366,203984853.0005,203977259.5404,64183.4853,203975189.2681,-6768.7767,4372.9822,-2459.1549,-2886.3108,-6803.1909,3919.8581,-4624.4415,1937.5368,3453.7795,-4610.6777,-3699.7465,0.0000,-1695.8180,4656.1647,4600.8071,4471.8257,-4866.2355,-3505.4950,1205.2007,4517.0064,1741.9672,1375.4739,-3181.1441,-5507.3130,3192.5420,-4429.7269,-3783.3081,3401.0368,4507.0123,-4196.5586,4309.8073,-991.2898,5128.8774,-4007.9180,2598.0145,4293.3733,3296.6214,5027.7262,3278.5288,4265.2132,3858.7532,-3195.3391,4968.4847,-4717.1598,480.7092,4354.3023,-1668.1862,4023.9656,4798.6628,5406.5972,4510.9193,4007.7594,-2887.3168,4938.6463,5114.4984,1609.4449,-188.6236,1566.3924,-3346.0506,2306.8737,3164.6229,5373.3623,-1543.4121,2370.1613,5521.9295,-542.8571,-38.5628,-4845.5953,2800.0448,-3358.3857,-4333.7555,-882.2601,5473.5431,-3286.1757,4203.4844,436.5924,5252.8029,1994.6175,-4719.6314,-2341.2039,5448.6237,-1286.3157,-3885.2515,1969.8322,-1124.4558,5347.1737,-1537.1657,-4555.9609,-5082.9158,4920.4670,-5323.2041,-2836.7320,-954.3940,2865.6109,1630.6328,-122.9778,-5535.3604,4657.0165,1113.3215,1316.8527,-85934.0911,-93661.2876,-88405.4820,-86851.4851,-84622.8996,-90498.7144,-96904.4073,-88305.9965,-86598074.6231,-86613846.0404,-86607516.5816,-86603722.8795,-88739.5202,-86597775.6192,
