sl_100_5400_20310104 Coordinates.csv
2031/01/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:51 2024,
Start: 2031/01/04 07:47:00.00, Stop: 2031/01/04 09:17:00.00,
TIME_UNITS,STARLINK-6059 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-4340 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-32281 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-5179 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-4340 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-4340 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4077.4627,5378.7098,5145.1876,-4331.3532,-2924.8100,-1311.4939,-2745.7304,-3557.7693,6624.4452,6416.4505,5114.7471,-1285.8879,532.7035,5438.6385,-1568.8338,-4017.5644,-4923.9773,0.0000,-5022.9756,4723.5173,3121.5140,-1560.8066,-5451.3134,-1507.7919,-1518.4538,843.0774,2411.9362,-5935.0651,3443.9227,4527.9656,1116.5054,4551.4209,-1242.0959,-4849.4080,4492.5045,6170.9992,-1103.1372,4653.8430,-1093.6628,-4853.7675,-4147.6140,3440.1699,-938.2249,-3776.7421,4266.6696,-3398.7538,5629.6229,-6441.9120,-5266.3557,-1612.9225,-6134.0734,-5368.9947,-1893.9459,6296.9637,-287.1592,-2066.8863,-5172.3770,-6754.6414,1074.7763,-4186.7489,2949.4256,1241.9470,-2698.7437,5182.3603,-1085.8434,2306.5225,-3278.5584,4385.7366,5676.6954,-671.8802,-319.9744,4819.5576,3072.2369,-4965.2887,3775.5135,5900.1771,2292.9126,829.5401,2375.4897,4280.4415,2369.1976,-1323.6164,-3945.4445,-5821.7735,6844.4641,-4484.6479,2640.2382,3961.3534,-4136.3408,4250.5234,-1485.3967,6543.6805,6562.5308,4889.8280,-3602.8609,-3129.7520,-4081.3111,4000.6667,5724.4548,1811.1724,383090.4240,358881.1352,373490.5289,374646.4328,369823.4952,369319.1220,366676.5437,371335.9908,-216504920.8087,-216478790.8853,-216516446.2150,-216504558.9768,370255.7376,-216492133.5423,80.6878,-1885.9008,-3710.3288,2889.8788,3931.2119,5836.3071,3479.7135,-1994.0210,-1215.1304,-2615.1127,-3896.9445,-6087.2157,6592.8787,4232.7940,-5701.3181,5397.4390,-2005.1331,0.0000,-920.0441,4348.2681,-3983.4855,6517.0482,419.9049,-4810.9099,-3942.0031,4115.8691,5931.2553,1730.9499,4497.4558,-4653.2868,2146.5242,-2992.1968,-6190.7072,4330.8567,-2518.6928,-1368.2930,-4379.0861,443.4267,6203.7759,-3379.8585,4767.4163,-5283.6650,-6539.9751,3830.3224,3172.5155,2297.1547,2343.7723,555.6128,2779.9886,-4455.3800,1991.7892,-220.3315,5710.1653,2373.3751,-5297.6311,-6491.2242,1287.8379,-59.3939,-6633.0512,-4534.9660,5099.9453,6620.0033,-3718.7291,-926.1544,2106.0962,-5586.3959,3838.2390,-5231.6458,1873.7697,4529.5194,3270.5536,-1343.7178,4405.3679,1846.3078,2701.1439,-3471.7125,5912.3550,4701.1275,-5350.8214,-626.2940,6244.8556,6780.0140,-4320.0053,-2814.6887,1102.4572,3638.8522,4228.8337,3296.4840,-847.9102,2945.3540,5182.8759,1928.9896,1031.5081,-4291.8900,4081.7534,1710.4331,3130.9200,-5262.5900,2405.7036,-6430.7491,-84289.3710,-72425.4254,-87662.5600,-82516.2492,-75165.8878,-78766.2809,-84635.6088,-83185.4515,-67899846.8487,-67884228.1464,-67880706.9674,-67887340.7184,-83084.1145,-67887705.4648,-5603.0412,-3800.6651,2494.9815,4385.3447,-4863.8532,3402.8560,-5295.3430,-5419.9836,-1696.6708,-344.9104,-2226.1955,-3009.4460,-1782.2293,417.4552,3583.6730,1443.3838,-4426.9491,0.0000,-4503.5434,-2319.0774,4603.8957,12.7598,-4070.5998,-4696.6170,-5355.7225,5348.4945,2560.4390,-3154.6675,-4058.1634,2102.5832,-6515.6783,-4264.0679,-2871.9651,-2400.8266,4487.2119,-2705.9283,5194.8844,5077.4393,2770.0777,-3406.7003,2855.8812,2720.5816,-2168.9452,-4329.9920,4133.6004,-5450.0409,-2814.6662,-2230.3439,-3497.3259,4644.2906,-2384.8411,4300.6203,-3346.1145,-1636.3712,-4482.3174,1083.4523,-4210.0150,1218.2815,982.9127,2893.8791,3368.0611,-1256.3099,5085.6509,4155.4990,-6500.3481,-3402.6736,4704.2733,-556.8162,3486.0854,4788.7580,-6130.0981,4652.5037,4154.7585,-4427.4299,5012.0194,768.3680,2599.8060,5034.7747,3457.6402,-5314.3451,1761.0595,363.8226,-3527.4510,2121.1662,309.0046,3499.1850,4636.0479,4580.0096,-5460.7812,4551.7707,-4180.6491,-1065.5828,1940.6893,2036.6333,4229.3953,5916.3982,4507.5879,-1794.1241,2925.5606,-1707.4802,142628.7994,134960.2812,141911.7553,139042.6239,144815.1014,138944.7765,130627.4568,137977.2786,-30861429.4467,-30886627.5891,-30874824.3464,-30877088.9128,139401.1698,-30871747.0620,
300.000,2444.3667,3942.6631,4349.7858,-3348.6227,-838.3345,337.7116,-1435.2253,-4586.7106,6499.1323,5474.0422,4256.1334,-2686.8775,1732.0224,5817.5324,-3369.0965,-3051.1700,-5060.8626,0.0000,-5484.4977,4937.5019,1058.5414,-288.6750,-5590.8697,-3484.1104,-3549.6346,2939.4671,2151.7937,-6335.6971,3230.8310,2989.9777,3147.8662,2833.6448,-2717.8806,-3915.0678,4244.7876,4920.0301,-139.0308,5388.2017,701.2422,-6082.3382,-2326.4541,1766.1319,-2404.5185,-1842.1832,5723.9507,-2059.9568,5207.1165,-5519.9778,-3653.1945,-2954.2294,-5995.2187,-4285.7228,-341.7060,6215.3341,-2311.3120,-1431.3864,-3948.8179,-6103.6452,-148.9380,-4846.1173,4633.1529,2440.3967,-3708.2829,5521.6347,-2758.2459,1091.8546,-1511.2862,2929.3709,6269.0371,1092.2110,1393.1320,3953.2903,4731.3047,-3626.0074,5320.7778,5166.7363,3193.3655,1999.5833,876.5303,3267.9289,3581.6798,-61.6966,-5365.7371,-6623.9117,6499.3988,-3990.4361,4304.1963,5528.5160,-4032.9629,4284.8986,-140.3567,6821.4552,6918.8047,3925.7172,-1633.8317,-1617.7984,-2903.8108,3081.4228,5307.2412,395.1566,384905.1628,360436.1251,375035.1234,376113.3019,371446.5564,371044.6045,368331.0127,372683.7180,-214965084.2483,-214938727.5646,-214976634.6886,-214964531.9547,371918.6806,-214952226.3135,-1197.2919,-3363.2293,-5142.8062,4683.3353,4161.5240,5083.1476,5030.9933,-97.3466,-2441.7071,-3843.7667,-5254.2981,-6222.6430,5699.8307,3004.3116,-5543.0643,6159.8618,127.6471,0.0000,1112.9728,2762.2048,-4166.8278,6449.4942,2363.3386,-3982.6961,-3426.6602,3924.9256,6543.4388,2585.8839,2828.7255,-4930.3188,1430.8945,-4226.2691,-5029.7196,5636.5575,-4286.2284,-2467.2847,-2648.7573,-1361.1791,5656.6071,-2512.4093,5225.1584,-5192.5987,-5565.5754,4716.3566,2274.0771,4002.2608,663.7563,2097.0422,3949.4065,-2784.1149,3302.8808,1459.9007,6548.9465,685.9309,-5367.1062,-5929.6834,3045.6812,1178.9650,-6738.7005,-2738.0552,4484.4351,6375.5239,-1815.1639,-2619.7565,3254.3878,-4669.8754,5055.8099,-5844.5136,2588.2471,5373.8377,1938.4572,-3328.4002,4016.4923,3516.7200,1504.7552,-4436.7814,4523.0400,5690.2743,-6362.1871,-2559.3212,5035.7753,6577.8939,-3747.3887,-1436.0580,416.0911,5101.7619,2836.5153,2420.8378,1327.6980,900.5139,6222.4885,745.4852,-179.7855,-5549.4660,4277.5671,188.2290,4839.5660,-6115.7713,741.2972,-6031.7645,-76083.2591,-64841.6237,-79908.2529,-74856.1928,-67292.5881,-71096.4353,-76747.4611,-75685.0630,-72611291.6552,-72595382.9153,-72592778.4418,-72599299.1039,-75245.4661,-72599103.0061,-6372.5776,-4481.2249,1059.0643,3634.8062,-5445.3739,4623.4856,-4507.1171,-4995.9845,97.5322,-1846.9600,-751.1487,-1342.3200,-3384.2356,2183.3409,2399.3710,-364.9786,-4715.7593,0.0000,-3877.6406,-3821.4270,5320.7344,-1804.1251,-3100.9644,-4412.9097,-4709.4835,4714.7917,363.8136,-1149.2556,-5488.0606,3646.9694,-6028.3919,-4686.6403,-3929.8478,-958.7305,3210.0945,-4122.3675,6349.8834,4095.9439,3852.6891,-1806.4672,3917.4893,4127.9615,-3408.2077,-4695.6121,2731.4124,-5125.4459,-4191.1432,-3453.3108,-4330.9709,5246.6895,-638.8543,5181.4025,-2090.8337,-2979.7166,-3753.1192,3216.0177,-4611.8894,2904.3695,-845.8563,3932.5929,2121.4722,564.1578,5469.7694,2767.9252,-5447.8565,-5010.9049,4446.4945,-2047.9076,1391.4734,3722.1168,-6532.2950,4469.4205,2760.5515,-4706.5604,4015.2744,-1051.2765,4035.3818,3435.3477,2237.9436,-5452.4486,3081.9491,2132.3971,-1955.0326,634.4529,2389.5597,1918.9397,4447.3511,3337.3070,-5442.2546,5317.0893,-2792.1343,748.3212,162.5677,541.3995,5151.7049,6712.3851,3864.4494,5.2118,4285.8991,-3321.2826,142682.6104,135007.7991,141949.7602,138935.5900,144865.0253,139280.0326,130628.6074,137897.8417,-30863399.4688,-30888000.1106,-30876952.5834,-30879231.4563,139444.7090,-30873572.5173,
600.000,607.1157,2131.3759,3119.2339,-2058.7420,1335.7156,1993.7238,-28.0682,-5179.2982,5733.9991,3997.0970,2966.0775,-3806.6798,2792.5340,5630.4088,-4827.0055,-1773.0143,-4750.8401,0.0000,-5417.5430,4678.9592,-1121.1718,1035.7491,-5184.9783,-5127.8403,-5214.6943,4722.1363,1648.2799,-6095.5580,2760.4414,1120.6923,4881.1704,859.2720,-3966.9114,-2608.7785,3593.6662,3177.6848,757.2463,5618.8004,2455.6806,-6676.1902,-268.0465,-115.6614,-3672.0230,260.4322,6562.3843,-558.3202,4253.9186,-4051.3918,-1691.5932,-4018.6807,-5252.2733,-2809.2330,1224.9782,5547.3659,-4098.8328,-680.6158,-2350.9061,-4836.0662,-1366.7206,-5049.0935,5828.9462,3394.7798,-4398.0765,5281.8416,-4177.8591,-288.1338,375.4232,1164.5174,6166.5393,2699.7145,3021.4154,2728.7898,5881.6828,-1963.6655,6331.2446,3906.3476,3813.6784,2926.8926,-691.0465,1976.5828,4472.8900,1229.8721,-6222.6722,-6745.5987,5496.4361,-3089.6162,5552.6509,6541.9975,-3589.0655,3948.1195,1188.6996,6417.7359,6588.5117,2565.4120,510.9648,132.5861,-1469.7370,1845.7350,4384.6159,-1093.8433,386541.6059,361832.0756,376413.0132,377400.0637,372902.2292,372616.5879,369817.4559,373820.9846,-213322730.6121,-213296159.6827,-213334284.3204,-213321952.0727,373415.7030,-213309803.8115,-2424.3748,-4541.9798,-6044.7556,6001.6881,4038.7733,3850.6503,6101.6599,1774.8252,-3429.1656,-4717.7592,-6067.3663,-5744.7483,4229.0552,1456.3485,-4862.6507,6302.0914,2250.5983,0.0000,3012.6049,868.1657,-3983.5252,5680.4446,4048.4237,-2803.3386,-2610.7140,3378.4448,6432.1767,3162.9685,849.8397,-4732.7776,647.2907,-5089.9864,-3395.4416,6390.8374,-5598.0440,-3363.5204,-591.2399,-2998.3738,4572.7222,-1404.8443,5213.0548,-4611.7763,-4065.4244,5184.6207,1162.5183,5324.3813,-1123.7115,3459.0194,4773.2476,-829.8257,4272.9327,3037.9194,6744.6015,-1091.0361,-4953.0989,-4697.7492,4521.9576,2330.1115,-6136.2506,-654.1622,3424.1704,5475.1189,250.2392,-4004.5005,3988.2040,-3315.7017,5809.4473,-5884.0001,3037.0810,5641.0156,476.3881,-4990.0326,3235.5188,4875.2113,197.5638,-4964.9612,2669.7036,6123.1151,-6724.4296,-4262.0716,3331.3820,5726.9782,-2808.1000,83.6472,-343.9187,6009.0521,1190.2990,1340.4807,3372.7494,-1248.2418,6626.7584,-521.0966,-1371.3237,-6237.6708,4102.0900,-1282.7300,6070.5057,-6341.1699,-1033.5449,-5045.6607,-67837.8617,-57225.3515,-72119.3332,-67173.8953,-59388.0211,-63412.4239,-68826.5474,-68132.3205,-77287862.2958,-77271653.5315,-77269974.5012,-77276373.6743,-67373.6568,-77275623.0069,-6462.2783,-4665.8592,-496.0570,2474.1625,-5438.8525,5338.8739,-3231.7376,-4003.0753,1881.3045,-3151.8050,808.9776,469.9661,-4611.3579,3712.3614,956.3984,-2133.4439,-4497.8487,0.0000,-2814.2947,-4896.2565,5446.8089,-3407.5189,-1782.4052,-3649.0401,-3535.3386,3548.4219,-1872.3980,978.8683,-6341.3331,4782.3884,-4903.1566,-4605.4235,-4568.4777,586.1762,1574.5045,-5087.4834,6813.3997,2671.2033,4513.9595,-3.5663,4560.2860,5081.0433,-4286.4110,-4553.8357,1010.7933,-4226.9336,-5076.2031,-4291.9598,-4696.6266,5212.4239,1177.2687,5496.7102,-606.9029,-4003.4376,-2624.7425,4999.0624,-4490.3499,4269.9940,-2578.4318,4529.0309,633.0357,2321.9676,5250.0303,1054.1540,-3810.8183,-6084.9651,3707.0564,-3311.8643,-852.7753,2201.6992,-6245.2921,3787.7177,1052.4922,-4476.8113,2570.5642,-2756.3142,5024.2400,1469.8282,764.5892,-4988.4618,4069.2324,3670.9405,-163.8675,-924.0105,4214.8347,116.7208,3757.2271,1732.0499,-4835.5153,5503.9966,-1090.2059,2481.0028,-1633.0699,-1014.7714,5514.5824,6785.8852,2791.3057,1803.9427,5174.0941,-4574.3655,142735.7527,135055.7087,141982.9197,138831.4468,144912.1997,139616.1254,130634.0301,137938.3365,-30865373.8986,-30889365.5974,-30879079.8371,-30881365.0391,139488.1722,-30875397.7805,
