sl_100_86400_20310310 Coordinates.csv
2031/03/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:59:04 2024,
Start: 2031/03/10 07:47:00.00, Stop: 2031/03/11 07:47:00.00,
TIME_UNITS,STARLINK-32242 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-31653 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-5406 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-5095 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-31653 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-5406 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-31653 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-5406 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6389.3670,839.8480,5315.0986,3534.6290,3025.7285,-1033.4258,-4134.5472,-5667.0714,-3818.2070,3973.7572,3868.3193,4117.6799,1720.0955,4417.7159,-5933.1102,2355.9107,-2868.5293,-3568.7817,-2093.1938,5055.2717,2780.8848,-5629.4850,-4487.4683,-6197.4610,-1762.3214,-4022.5758,-4311.0403,-3609.8122,5671.3643,870.9366,1978.7829,-440.8157,-3342.0434,4203.7071,0.0000,5148.2181,-3047.5383,-4725.6035,-6659.1909,-181.8151,-4555.7122,1909.4053,4197.2515,130.0152,-5193.1690,4790.4128,3621.7067,2675.1950,-246.1083,3505.7894,4481.6903,-2709.7899,4156.6262,-166.9493,4345.0999,4728.5592,-6316.2460,-4878.1254,-1208.6824,-4551.4955,-6395.6317,-1917.9719,-5788.8911,3505.9178,-2496.8511,2412.5108,-4011.5260,1867.8837,2397.8245,4943.0314,170.7030,2009.1640,-732.8795,-2726.9218,-5302.7280,-5498.8316,-2040.0620,-5933.2533,-3397.2042,-5580.6312,-3490.9273,-6736.1429,-3680.6191,-3516.3901,-2053.8845,1087.2072,-2469.0958,4787.5472,5656.1440,5501.0897,-6423.2866,-698.9331,-5715.6325,1388.7014,4389.0650,4968.6122,6109.7909,1636.1604,5428.6954,-1490.9550,90390.8579,78345.4386,91896.8823,87771.6938,78949.6221,82139.2373,86060.6137,85789.9568,-69579971.7671,-69581150.9431,-69553697.5551,-69566420.6957,86305.5776,-69563422.1690,1511.9838,5958.7653,4015.1845,3010.4835,299.2927,-5374.7187,5471.7247,2783.5478,-3387.5914,5532.8892,-3801.7357,5331.8599,4511.6092,3257.0041,-2613.3727,-743.1805,-6023.1601,-5895.0982,-3585.6890,3349.5689,-6203.5674,3890.7544,-3904.1402,-994.7936,5377.9210,4182.8269,3011.6205,-5623.1629,-573.1104,4483.4025,-6584.8636,4817.7343,-186.3043,-1525.6110,0.0000,-4266.4660,-6161.5697,1879.0395,-53.7292,-4190.6279,-3295.0482,-5951.2856,-3878.4581,-4111.9725,-4483.9452,721.1162,2063.9214,5757.3937,4813.5463,-3601.4914,-3114.3167,4332.4675,756.0144,-4871.8934,2467.8864,-793.2322,1635.9994,1897.1381,4061.4019,5052.9584,-2060.2251,-5811.7485,1238.4490,-4347.6870,4371.1123,-402.7837,3292.5777,5894.1329,5985.5019,3827.5431,-3716.1828,-6263.3036,4067.5106,6191.1154,-3774.5863,2457.8291,-1352.0597,3464.7011,2915.2205,-3020.9741,-2252.2678,75.2616,3564.1438,5754.3802,5428.8677,4092.7344,5882.3993,-1592.3010,-2224.0969,2666.0539,-284.3950,-5542.0742,-2295.5019,6676.7675,-485.4861,-1256.7339,443.3907,3822.4903,-660.1535,-6119.6016,-354339.8738,-370102.5322,-370916.8936,-367371.9095,-368226.0615,-370359.0822,-375327.5741,-369661.5330,-106396653.9105,-106434086.3586,-106395967.3007,-106395601.0353,-371371.6081,-106399556.5457,2137.6068,3043.5932,-1647.1027,5037.2922,6220.3656,-4227.1747,357.4952,2453.3320,-4668.6919,963.5327,4268.0084,1044.5492,4861.6699,4127.4809,-2393.8352,6470.3213,-1624.8303,230.4488,5293.9562,-3295.0590,75.0254,1019.3005,-3523.7833,-2927.8721,3640.5860,-3620.0221,-4501.6887,-1873.4834,-3915.1446,4990.7562,523.5154,4786.3336,-6054.0165,5236.2483,0.0000,1852.6153,466.2465,4592.5287,-1105.6978,-5424.5149,4155.5739,3054.0820,-3901.3078,5473.2500,64.7685,-4987.7151,5360.3622,2246.3216,4930.4900,-4684.8692,-4089.3223,4461.5600,-5461.2600,4586.8776,-4407.0567,-4842.2696,2088.5977,-4387.1306,-5397.6785,967.9381,-1659.0533,-3201.3854,3537.4006,-4088.4893,-4662.9222,6481.4820,4558.2749,-3112.2343,-2516.1832,2924.8139,5693.0947,2078.6194,-5200.9209,840.2040,-1355.4684,-3335.6076,-6498.6735,933.1007,5092.4953,2689.6235,-5529.5828,1316.0784,-4377.5999,-1119.6406,3757.3989,-5380.2505,2649.2429,-4571.0588,-2796.8906,-3209.2639,1687.6901,-4062.1918,-2609.1224,833.6965,-5315.0761,-4600.3639,3042.3407,-5513.2312,-4238.8768,2856.8622,-31945.8970,-38233.8341,-32541.9577,-35577.3658,-29687.8379,-35263.1792,-43817.8246,-35275.2392,-36231735.9267,-36246392.4572,-36231535.1714,-36213410.7666,-35043.8817,-36220114.1334,
3600.000,-6529.6218,-3019.1309,-6260.5915,-6515.9396,-745.4429,4280.6768,1475.1751,1653.4385,5844.8402,-4299.4471,416.7470,-5454.6571,-4544.4439,-4009.5265,6519.4332,-2838.1118,3758.2642,4836.4897,5567.2714,-4994.0535,463.7098,2871.9270,6579.4539,6750.4938,-3122.2281,2027.8575,698.4097,5261.9835,-5872.6843,-4775.2123,-24.6082,-2460.9371,5765.4785,-4079.6642,0.0000,-2048.0894,3943.0206,3300.1119,5265.4209,4214.0287,5229.6214,1176.4316,-2579.6227,4287.8190,5638.3958,-6915.9061,-6135.2627,-4667.6414,-3698.0754,-2398.1342,132.5990,-1931.3196,-3984.4778,4444.7827,-6647.5737,-5362.3936,5298.5544,1720.2024,-3366.6872,1264.3737,4516.7798,3752.2311,5612.9218,661.7419,-2132.3948,2716.0345,1943.1772,-4217.0491,-4283.9258,-6200.4164,-3248.1523,-402.8621,-3643.0226,-203.7801,4194.7111,1640.1982,5457.0331,4814.6889,1844.7851,6475.2117,5831.1083,4295.4881,-927.3330,2.1076,-390.3773,-5078.7999,-808.8563,-2212.9567,-1021.1176,-4072.1490,3029.3387,4181.9296,3491.0402,-2881.5824,-2368.2573,-5517.3499,-6513.6812,-5442.6813,-2289.8586,3952.5374,175202.5919,171058.4713,182194.1390,178503.6578,168666.1637,176707.7976,175709.4026,177235.8865,-39584439.4995,-39576702.0759,-39559956.6511,-39576137.8679,176531.4894,-39568499.4255,66.2367,-5724.0170,-1670.1465,-1352.1878,3857.8250,5252.2014,-5078.7558,-4688.7104,-181.0815,-2605.2479,4200.9644,-2891.8602,-777.3829,1181.7346,1104.1955,4872.9711,2781.2665,3312.8919,-132.6203,713.2702,5667.3752,-4240.1625,2108.9032,-1387.7760,-4081.4455,-6528.9741,678.6597,4145.4674,3564.9678,-1199.2841,5822.7531,-6284.9021,3351.4391,5065.2810,0.0000,4313.3211,4221.2021,-5536.2782,-2022.1558,4585.0158,-433.3915,4169.8782,6373.0075,3772.3288,1542.4942,-404.1307,1332.0033,-1638.0323,-2685.8305,6371.5526,4191.9845,-5384.3260,3596.9831,1473.0219,-112.3628,4072.0700,-3939.2336,-5280.0726,-4156.0797,-5371.6063,3737.9011,5686.1571,-4013.1955,4105.0388,-3873.7677,-1608.8850,-6237.7610,-2798.3133,-2844.6014,-2679.7491,5941.0130,6477.2671,-5322.5957,-4887.6906,-443.7450,-3804.0149,-1038.2755,-3067.3548,-6333.9387,1611.7798,-1022.9304,-2162.3895,-5606.4318,-5381.7341,-6889.0738,-3744.0158,-4289.0996,5440.8107,3884.9145,988.1474,-2794.8930,3135.4507,-2001.2631,-4161.1721,4419.8982,4038.5297,1430.9820,-2498.0746,3524.2036,3206.7638,-319642.9437,-336417.2260,-338870.1705,-338296.3157,-334892.0397,-336645.4707,-341604.2535,-339172.7774,-120744851.3654,-120784343.7382,-120738116.4647,-120752309.8882,-337637.9605,-120748457.8748,2252.7911,1903.6925,-2264.5703,-1658.8379,-5711.9007,1356.6517,-4385.4758,-4610.4124,3679.0114,-4702.0815,-5472.1596,2885.2514,-5082.9848,-5459.3022,-2014.0276,-4038.0727,5015.1879,-3635.9501,-3794.0784,4696.1481,-3733.2033,-4656.6086,106.7367,-668.3590,-4357.6592,12.7827,6834.8811,-1807.1535,748.8394,-4654.5330,3683.5230,-928.3968,1814.9182,-2287.8996,0.0000,-5039.0231,3749.2546,-2336.2916,-3711.1777,2854.0141,-4642.1217,-5448.9642,736.9922,-3795.0659,-3599.8154,551.6951,-2612.8461,-4578.9557,-5174.5319,901.3654,5365.1854,-3664.0744,4329.5773,-4796.2055,-383.6176,1020.3798,1829.3269,3960.1009,4284.2756,-4097.9845,-3686.8720,-1134.6804,-125.3691,5521.7417,5234.3610,-6184.4436,-2269.8074,4709.1806,4620.3368,1430.2911,-739.1962,2333.1650,1566.1305,-4751.6584,5127.3541,5487.7208,4154.9539,3932.5259,-1601.9844,1731.5367,3561.1062,-4903.4943,3606.6601,4204.1139,-533.8983,2643.4233,-5361.1344,3427.3875,5336.8929,5475.5729,-5222.8660,4500.3671,5330.5414,-4651.0776,4741.4747,787.8278,1531.6224,3423.7612,5482.0180,-4693.0198,-33386.2309,-38631.5368,-34303.6832,-37648.8953,-31125.9200,-34098.9078,-45293.9189,-35728.2625,-36222475.2416,-36238071.1085,-36216426.2190,-36204008.5095,-36339.6439,-36210216.0532,
7200.000,3877.6005,3922.6906,4734.6998,6194.2890,-58.6502,-5579.5710,2707.1644,2949.2420,-6230.8385,3969.7723,-4315.7898,4780.9916,6242.8035,3342.3264,-4396.3688,3196.2164,-4383.7416,-5010.2489,-6097.5841,4128.0233,-4264.5058,1462.7277,-6015.3588,-4666.6296,6426.0017,909.8479,4541.0142,-5301.7073,3861.5344,6591.5219,-2959.2215,3734.5781,-3673.0863,2678.0995,0.0000,-2230.2349,-4130.4627,-982.7247,-716.6727,-5658.9915,-5284.4950,-4709.1860,151.0190,-6282.0578,-4347.1150,5549.2475,5560.5655,5193.8178,6533.8001,400.5608,-4224.3289,5084.9599,3310.4753,-6502.0052,3937.5380,3243.8737,-1668.7142,1322.0509,5899.6257,3019.1392,-195.0502,-4165.5552,-3136.0393,-4618.8248,5720.5728,-6577.4358,330.7967,5987.4655,5651.6342,4875.3784,3803.8615,-2089.8262,4755.8619,4121.5550,-1498.7875,2538.6612,-6728.4804,-757.9785,279.4291,-4583.4688,-6220.0560,-321.4104,4313.1503,4158.1696,2569.5581,6145.2329,4627.7053,-546.4968,-3874.6667,2309.5349,1769.3088,-6572.8170,-361.5178,4393.1167,683.5867,3600.2848,3488.3148,6760.4124,-690.4166,-5899.1823,248514.8229,253480.3255,260772.8036,255105.1419,247241.0759,259479.6735,254041.5243,254385.2233,-6908412.1431,-6891777.7557,-6888998.4351,-6897743.1911,255357.5235,-6892585.3215,-2309.8675,1656.0680,-1904.9663,-486.1738,-6708.8421,-3326.9138,3289.9028,5312.1598,2972.9741,-1934.1289,-4352.3211,-1430.5203,-2248.3832,-5164.6525,1449.8294,-6093.8875,1836.5514,868.7055,2665.1823,-4603.5702,-2857.2904,4085.1296,481.1832,3377.7610,1587.9101,5743.8920,-1609.9517,-866.7784,-4956.4542,-1473.4144,-2907.6427,4368.5516,-4674.2337,-5967.1712,0.0000,-4004.1334,0.6346,6604.5369,4057.4430,-3463.8440,3744.7811,-2009.5776,-6286.6937,-2680.8759,2620.6773,88.7417,-3236.3943,-3160.2666,792.2755,-5903.1040,-4676.9434,4499.3315,-6041.3047,1525.6716,-2444.7275,-4810.5823,4925.5262,6670.8605,3493.7394,4316.6694,-1627.6339,-2822.7447,5133.6047,-3744.6353,3106.4006,334.3064,6748.9320,-767.6597,-1034.2385,-81.4264,-2942.2443,-3951.2625,2846.9255,1971.1571,5275.1523,4999.2963,1591.9994,2395.4117,5987.9429,1056.3260,2950.6597,4590.6367,5163.5059,3418.2445,5661.8290,2268.0337,2120.2187,-6772.3044,-4642.2305,-4934.1716,5378.7088,-487.7114,5950.1523,-174.7789,-6774.4085,-4682.9204,-3074.0495,1101.7477,-6032.4296,344.1601,-265295.8886,-280177.5397,-285112.3007,-286504.9891,-280254.7934,-281673.0820,-286670.1086,-281096.1794,-126819298.0588,-126858414.0231,-126809439.5807,-126834768.4497,-282400.3833,-126823816.6982,-5235.0068,-5237.9996,4575.9167,-2908.7064,1728.7676,2353.3141,5376.9463,2992.4643,-387.5951,5267.4182,3178.4777,-4651.5196,1731.4885,3055.0156,5119.7260,-847.2854,-4957.1213,4647.3702,-1046.0196,-3065.6366,4449.0284,5380.9404,3358.2543,3830.9591,1230.5387,3585.2564,-4967.8493,4380.2450,2872.0130,485.1127,-5512.3675,-3661.6721,3524.8549,-2184.4448,0.0000,5202.0997,-5519.4244,-1581.7459,5336.2721,1710.3621,2629.4171,4704.5846,2870.2703,-581.1155,4608.3356,4177.5638,-2203.0767,2893.8465,2066.7210,3477.5262,-2604.2183,-69.2176,-431.1123,525.9907,4772.0072,3557.4483,-4468.9795,-595.7630,-196.6383,4400.8904,6710.9297,4718.1794,-3387.3919,-3543.8835,-2168.4781,2176.6355,-1468.9352,-3389.1947,-3862.3635,-4893.8871,-4834.2775,-5261.5495,3645.4457,5049.9773,-3762.0144,-3996.8817,621.8809,-6466.6677,-3190.4523,-5046.2102,627.6789,5085.6959,310.8128,-4215.7585,-3042.4616,1975.8976,4664.7297,359.8857,-2862.7762,-4243.1797,3477.1518,-2061.0506,-3034.5992,5270.8893,-1169.0397,3526.7031,-5026.3894,846.6689,-3314.3137,3590.4376,-34853.8963,-38299.5259,-36607.5910,-36482.4758,-32911.1478,-38475.5799,-46164.4759,-38376.3558,-36212411.9209,-36229583.7247,-36200278.0076,-36197658.5393,-37631.9559,-36200309.2688,
