sl_5_5400_20310310 Coordinates.csv
2031/03/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:18 2024,
Start: 2031/03/10 07:47:00.00, Stop: 2031/03/10 09:17:00.00,
TIME_UNITS,STARLINK-31037 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-31117 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,2568.3739,-2215.9849,3276.8215,5592.0331,90390.8579,78345.4386,91896.8823,87771.6938,78949.6221,82139.2373,86060.6137,85789.9568,-69579971.7671,-69581150.9431,-69553697.5551,-69566420.6957,86305.5776,-69563422.1690,0.0000,3298.3355,-6340.3987,-5663.7708,-945.1683,-354339.8738,-370102.5322,-370916.8936,-367371.9095,-368226.0615,-370359.0822,-375327.5741,-369661.5330,-106396653.9105,-106434086.3586,-106395967.3007,-106395601.0353,-371371.6081,-106399556.5457,0.0000,5452.5774,-426.7341,2111.6080,-3970.9375,-31945.8970,-38233.8341,-32541.9577,-35577.3658,-29687.8379,-35263.1792,-43817.8246,-35275.2392,-36231735.9267,-36246392.4572,-36231535.1714,-36213410.7666,-35043.8817,-36220114.1334,
300.000,0.0000,3975.9440,-3283.8962,3838.3545,5937.5203,97776.6577,86347.0398,99730.2399,95667.2010,86717.2756,90154.3358,93830.5474,93830.8743,-67234671.5258,-67235123.4839,-67208388.9762,-67221855.6044,94122.9464,-67218188.2989,0.0000,1629.0590,-5701.6364,-5707.6712,-2523.7112,-352264.3550,-368224.9222,-369134.3394,-365715.0241,-366321.9417,-368444.7729,-373390.1959,-367800.2727,-107888094.0203,-107925790.2168,-107886856.5176,-107887577.4339,-369444.9843,-107891041.4055,0.0000,5361.8021,1405.2485,-116.5462,-2510.1236,-32064.7797,-38282.4201,-32663.8513,-35828.7847,-29793.7651,-35080.7039,-43964.3537,-35799.1077,-36230994.1862,-36245704.9632,-36230335.3563,-36212430.6604,-35151.9906,-36219289.6262,
600.000,0.0000,5026.6215,-4011.4597,3969.9566,5712.2774,105114.7569,94309.6265,107518.9886,103522.7649,94443.1289,98150.6403,101557.1438,101856.3102,-64857412.7283,-64857133.3234,-64831151.2095,-64845285.8366,101897.4010,-64840993.4154,0.0000,-163.6896,-4439.0084,-5114.9374,-3830.1647,-350036.3983,-366174.9277,-367187.0244,-363912.3274,-364255.4662,-366362.7235,-371290.3183,-365888.6701,-109327849.7174,-109365793.1544,-109326064.1368,-109327920.6433,-367353.8193,-109330844.7809,0.0000,4683.5481,3072.6752,-2331.9823,-779.5156,-32183.8796,-38328.7091,-32790.4589,-36075.7950,-29902.2927,-34898.7112,-44106.5451,-36273.5474,-36230247.0926,-36245016.4165,-36229123.7073,-36211493.2789,-35260.0763,-36218465.0585,
900.000,0.0000,5607.3898,-4338.5941,3632.1254,4925.1478,112402.0521,102229.7560,115259.6325,111333.5832,102123.7810,106127.1476,109237.0293,109848.5544,-62449334.1424,-62448319.6024,-62423123.0392,-62437846.0757,109625.4783,-62432976.1620,0.0000,-1902.9088,-2683.2461,-3970.8335,-4749.3352,-347657.0940,-363953.3858,-365075.7723,-361966.5541,-362027.5250,-364113.7686,-369028.9293,-363914.9226,-110715236.6062,-110753410.6869,-110712907.4722,-110715939.9456,-365099.0672,-110718282.1674,0.0000,3491.9340,4380.3850,-4292.3301,1034.9650,-32303.1937,-38372.5790,-32921.7452,-36316.6395,-30013.3968,-34719.4606,-44244.4212,-36669.4332,-36229494.6111,-36244326.8083,-36227900.4748,-36210596.6941,-35368.1389,-36217640.4302,
1200.000,0.0000,5648.7182,-4245.0758,2841.6151,3641.3181,119635.4646,110104.0292,122948.6938,119094.3616,109755.8521,114083.0218,116866.8522,117787.5865,-60011589.1826,-60009836.1117,-59985457.7968,-60000686.5339,117303.7366,-59995289.8340,0.0000,-3421.2549,-620.7424,-2420.9398,-5205.8147,-345127.5947,-361561.2111,-362801.4818,-359880.5517,-359639.0799,-361698.9483,-366607.0840,-361859.5083,-112049595.3771,-112087983.4241,-112046728.9368,-112050969.7965,-362681.7549,-112052694.1412,0.0000,1917.3818,5175.6014,-5784.2617,2737.9613,-32422.7194,-38413.8965,-33057.6659,-36549.0950,-30127.0547,-34545.9547,-44378.0023,-36963.0727,-36228736.7090,-36243636.1300,-36226665.9390,-36209738.8168,-35476.1781,-36216815.7415,
1500.000,0.0000,5133.2143,-3750.6304,1671.1837,1977.2071,126811.9413,117929.0949,130582.7143,126799.1692,117335.9855,122017.4720,124443.2847,125652.1579,-57545345.3570,-57542850.7390,-57519322.8064,-57534972.3144,124928.7567,-57529101.8253,0.0000,-4577.2810,1526.7381,-652.1113,-5169.9819,-342449.1144,-358999.3962,-360365.1264,-357657.1397,-357091.1639,-359119.5654,-364025.9041,-359696.5619,-113330292.1205,-113368877.3833,-113326896.3490,-113332370.2143,-360102.9815,-113333446.6734,0.0000,132.5100,5365.6296,-6646.4218,4146.0692,-32542.4539,-38452.5158,-33198.1678,-36770.3656,-30243.2450,-34382.1527,-44507.3071,-37138.5704,-36227973.3560,-36242944.3729,-36225420.4102,-36208917.4661,-35584.1939,-36215990.9922,
1800.000,0.0000,4099.1592,-2911.3760,242.5968,89.7345,133928.4563,125701.6562,138158.2573,134441.2821,124860.8488,129929.5152,131963.0237,133421.1991,-55051783.7086,-55048544.9098,-55025898.8232,-55041882.7640,132497.1437,-55035593.0699,0.0000,-5268.7985,3526.1021,1130.2840,-4659.1386,-339622.9284,-356269.0125,-357767.7539,-355298.8627,-354384.8809,-356377.2572,-361286.5772,-357396.0050,-114556718.6269,-114595484.2904,-114552803.2263,-114559527.1351,-357363.9184,-114559931.4304,0.0000,-1666.9166,4928.3446,-6785.9842,5107.8418,-32662.3947,-38488.2769,-33343.1891,-36976.9804,-30361.9474,-34233.2110,-44632.3525,-37189.6123,-36227204.5245,-36242251.5279,-36224164.2292,-36208130.4244,-35692.1862,-36215166.1823,
2100.000,0.0000,2638.1189,-1813.3778,-1286.0735,-1838.7618,140982.0116,133418.4767,145671.9088,142013.0505,132327.1353,137817.5680,139422.7925,141075.3988,-52532098.2493,-52528113.0213,-52506379.4665,-52522610.8238,140005.5285,-52515957.4762,0.0000,-5441.8312,5158.2085,2725.9224,-3733.9557,-336650.3724,-353371.2120,-355010.4867,-352807.5937,-351521.4047,-353474.0706,-358390.3570,-354926.2473,-115728292.6764,-115767221.8686,-115723869.0662,-115731852.7371,-354465.8081,-115731566.0637,0.0000,-3283.8200,3914.6630,-6187.8059,5520.0348,-32782.5393,-38521.0038,-33492.6591,-37164.7303,-30483.1429,-34105.7022,-44753.1539,-37120.3373,-36226430.1892,-36241557.5862,-36222897.7664,-36207375.4796,-35800.1551,-36214341.3120,
2400.000,0.0000,886.7144,-564.0195,-2737.5816,-3618.2767,147969.6388,141076.3880,153120.2798,149505.8637,139731.5654,145678.8094,146819.3421,148598.7374,-49987495.3882,-49982761.8709,-49961970.6470,-49978362.3773,147450.5693,-49971401.3554,0.0000,-5094.1848,6242.0259,3961.5607,-2491.0350,-333532.8418,-350307.2287,-352094.5211,-350183.9536,-348501.9788,-350412.5210,-355338.5620,-352257.1340,-116844458.3145,-116883534.1153,-116839539.6147,-116848785.7395,-351409.9640,-116847794.4856,0.0000,-4541.6811,2442.8413,-4915.9542,5338.4457,-32902.8850,-38550.5023,-33646.4988,-37328.7151,-30606.8133,-34007.7169,-44869.7248,-36945.0886,-36225650.3271,-36240862.5388,-36221621.4219,-36206650.4571,-35908.1003,-36213516.3812,
