sl_100_86400_20310827 Coordinates.csv
2031/08/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:58:02 2024,
Start: 2031/08/27 07:47:00.00, Stop: 2031/08/28 07:47:00.00,
TIME_UNITS,STARLINK-6342 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-5722 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-1356 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-1408 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-3185 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-5722 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-1356 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-1408 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-5722 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-1356 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-1408 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2370.1798,-2999.8725,-1208.2631,3018.6090,-5594.0633,-1492.8184,2368.0968,-2002.9920,-4123.9588,-5451.4934,-2272.3697,5003.3507,49.6993,-2793.8778,-3432.7685,3890.5407,5664.7641,-4206.4564,5126.9314,-1053.2076,6316.4442,3246.9525,-3560.1747,5799.8410,-5704.9477,0.0000,3995.8686,-5443.4368,-6353.0706,4264.7167,2747.4064,5390.6607,2276.5739,5738.7943,5171.9066,-4265.6642,4748.9801,6040.1978,-3845.0120,5227.4256,-1737.5012,-3005.8008,695.7341,-6526.6706,5978.0371,-2534.4171,-4538.8261,-2587.1181,-6339.9194,-4661.8540,-5341.0491,-6283.8161,-3483.1514,-3665.9373,-4808.2943,4879.8002,6272.3886,1478.5047,-5726.0860,-773.8931,4364.0586,0.0000,-2450.1906,-4113.1203,6875.1513,903.3777,0.0000,3717.6156,5512.7374,-4167.1411,3974.9390,6412.3014,0.0000,-2104.9045,-3648.7853,3448.5983,-779.7640,2048.0381,5913.5493,-102.0089,3833.0725,5463.1071,3956.9571,1661.6341,-2746.4305,-5790.1807,2023.9056,2894.7552,-2573.6981,-5266.5957,-6726.3166,-2843.1567,4670.0651,4931.5883,3264.6151,727.1029,6105.7399,3362.2460,-3700.1126,-2337.4129,336828.0025,345576.0816,335639.3403,338639.8433,347575.8566,344428.8026,342244.8845,341294.3124,121533218.2299,121555275.9862,121548680.3365,121532959.1484,340955.2866,121528502.1581,6151.4372,3461.4710,-6719.0198,6210.6528,-3115.4000,-4828.8454,6335.2939,6493.4532,290.4483,2078.8412,-6410.8580,3793.8467,6293.8761,-5468.7404,-3712.8684,2890.1055,-3374.5585,-5023.5566,4242.6088,-6602.6145,2144.6991,2463.3338,5747.3405,3578.7106,3384.1771,0.0000,-5505.7800,-641.8443,-2732.2897,5226.9329,4215.3102,-2433.9908,5587.0751,-3444.8218,-1118.2754,5382.3502,3373.8204,2940.1820,4866.5083,-2537.5655,6221.3726,5289.3266,6317.0706,938.3545,1658.5757,-332.1258,4839.9362,5754.3962,-1656.0305,-3987.8819,-4206.1711,1344.0236,-2528.9627,-1669.9909,-4944.1395,-508.5981,-2615.8275,-5360.7441,-1968.7016,-4974.0851,3374.5904,0.0000,5394.0067,-3674.4631,222.3536,-6350.3064,0.0000,-2457.5771,171.4804,-110.6572,776.4784,1872.6606,0.0000,-2406.7855,1908.0741,3790.0685,6316.4765,2450.1290,-3446.6357,-6839.6536,3881.6665,2803.6329,-3483.6885,2088.6339,-4428.4717,-401.3030,-4802.7731,5579.8540,6179.0364,567.3198,-265.5687,-6112.5765,4995.3177,-3508.4352,5790.4282,-4035.5188,2883.1760,-3019.2930,5831.2533,4691.2937,32542.1371,47099.1724,52738.8052,47843.2206,46006.9437,49105.6492,54783.2945,49300.4836,80587579.7020,80608015.8652,80584351.8294,80564788.0874,50837.5854,80569159.4129,2155.3530,-5189.4404,-613.2582,160.1700,-2607.5369,4706.5405,-1300.7973,1033.6233,5515.9276,3650.9488,-688.4610,-2628.6290,2884.2416,-3107.4204,-4690.1535,4627.6036,-1936.6291,-2194.8212,1966.1643,868.9708,-1510.8691,-5190.3119,-809.1736,-1142.4984,1992.9468,0.0000,751.5247,4208.8971,165.8112,611.7239,4688.8396,3566.5231,-2944.3674,1651.5276,4444.4223,-695.3627,3761.0770,-588.7172,2556.8782,3625.5541,-1678.7586,-3268.1985,-2768.4399,1966.8157,-3078.8231,6468.3842,1155.6327,-2830.1608,-2221.3847,-3125.2595,-324.2262,-2619.0313,-5402.4927,5668.9774,564.3437,4835.0432,-953.0848,-3873.0716,-3156.8920,-4504.0262,-4162.6259,0.0000,-3560.4470,3982.0343,-19.3340,-2326.3837,0.0000,5240.4671,4198.0362,-5505.8984,-5376.1446,1711.2698,0.0000,6152.5074,-5348.5293,-4432.4515,2248.2159,6154.0116,-521.1511,64.0336,4065.5743,2725.0215,-4360.1855,6400.1563,4532.9437,-3606.1267,4492.3970,2030.4577,-1613.6474,4405.0716,1367.1212,-1103.2711,-332.4068,-3157.8391,-1896.4480,-5340.8251,1514.6471,4901.8032,-120.2145,-4502.1623,-127781.7794,-132533.6235,-127586.2567,-130947.1999,-124840.4075,-129620.7205,-138759.2109,-130797.9592,-60171415.0007,-60189167.6943,-60181162.1727,-60170649.3436,-130005.9997,-60178887.0948,
3600.000,2150.4257,-1247.6784,2775.1838,-4500.4513,5077.2309,5150.9544,-3447.7315,108.3577,3937.8264,1620.8158,3458.3673,-6498.8802,-210.4272,5244.3583,4337.5069,-3977.2911,-4396.3489,4975.3360,-6290.7799,2998.4763,-6365.3286,-4958.0132,647.3181,-5871.9065,4334.3037,0.0000,-1292.5021,6776.6619,6074.9816,-4469.9788,-5925.3464,-1607.8523,-3898.7006,-4087.0757,-4849.0751,4538.6089,-6758.9149,-4796.2183,1877.7239,-4945.2906,-1913.6254,-763.6610,-2776.9154,3612.8628,-6872.4647,4946.4968,751.1736,-1150.5204,6568.3554,6125.8791,5749.1285,6329.7524,4940.0721,6507.9784,4793.2460,-5870.3567,-4539.9788,2838.7590,4453.6951,5143.4548,-5223.4416,0.0000,1037.5834,5176.6966,-5262.1578,990.8984,0.0000,-2770.0895,-6163.7169,4626.1295,-4626.5755,-4646.3710,0.0000,2988.2555,339.3890,-6500.8022,-1308.1911,-3042.0304,-3796.5130,2669.0312,-4106.3963,-3717.0847,159.8119,2511.4565,5472.4614,6294.3598,2277.5331,-5247.1465,-329.3176,6176.1078,5958.5352,4022.5781,-4941.4844,-3993.1865,-5060.7463,4315.7938,-3917.2676,-1571.3241,1395.9483,-1951.9699,319040.9604,318770.1219,312709.6512,316125.3416,324730.9510,316145.9094,319316.0069,316908.8686,96528269.9561,96540109.0706,96537614.3526,96533563.6376,317497.2777,96524075.3605,-5938.3561,-4633.2633,4303.1062,-3845.5303,-594.9608,3394.5510,-3456.3872,-5990.3069,-4376.3429,-3802.2030,3650.7444,-1436.2850,-6566.2105,4415.5088,-683.5263,2522.4886,4589.7642,1509.3629,-2412.1983,3561.0073,493.1795,2896.3891,-6020.8670,-1773.8769,-5134.2504,0.0000,5987.4381,-1346.0039,154.5173,-1933.1926,-1666.9196,3830.2371,-980.2521,5126.9739,4544.1330,-2522.1525,-1459.6735,232.3657,-5921.3615,4686.9452,-3700.1549,-4107.9697,-3351.0355,-2807.0972,680.5088,-2820.5527,-4449.4783,-4946.7352,80.2340,2848.1966,1133.2196,-1494.6158,-1626.9099,1677.0966,2392.4386,3369.7607,3786.5086,3042.9259,-2268.4079,2777.3143,762.4742,0.0000,-6798.8377,-926.5370,1597.4866,6305.0828,0.0000,5888.1647,2867.6832,-3869.9367,3941.9804,847.7851,0.0000,-2193.5945,-5654.1293,-1080.2082,-6043.4981,2131.1698,4271.8559,5142.2891,889.8844,1581.9370,5507.5858,1500.5103,1257.6386,-2653.6372,5117.7353,-3052.2973,-4714.6950,-3019.1745,-1427.1377,4298.4804,-2565.9385,5324.3657,-4322.1741,3733.9266,-1031.4318,6444.6558,-5359.5383,-3806.2598,115346.1886,131008.8125,137465.4134,135934.3930,129538.7376,133272.5171,137952.1351,135425.0867,109343707.0050,109368308.6902,109344031.9852,109326349.5987,134022.8943,109324288.5251,2853.9040,4972.1082,4544.1900,-3565.3390,4641.5663,-3127.2653,4844.6266,3359.6064,-3607.5712,-5513.4939,4618.5053,-1426.9476,2173.8353,-582.7812,5302.6847,-4781.4990,-2614.1869,4538.9192,1669.0117,-4884.8298,-2457.0818,3235.6798,-3118.3302,-3188.8331,1685.3569,0.0000,3046.5243,-302.7475,3297.6191,-4714.8330,-3089.0137,-5530.5859,5361.6953,2128.2371,-1925.5790,-4544.6625,-603.9056,4722.7012,2533.7280,756.2737,5202.1820,5483.2549,5377.3443,-5148.4781,-477.7672,-4010.9899,-5008.4230,4679.3975,-2169.0930,-1325.4031,-3468.0352,-2430.8951,4529.7408,-1816.2759,-4385.8963,-1317.3741,-3487.8955,5333.6475,4638.4243,3368.7880,4445.3374,0.0000,-681.2602,-4329.0891,4120.5613,-2415.8315,0.0000,-2259.5353,-1398.6225,3346.1011,2872.8813,-5034.5758,0.0000,-5874.2941,3653.0534,1550.4321,2704.3806,-5868.7889,-3806.4714,-3642.9888,-5364.7520,-5377.3219,4040.6750,-6301.2882,-4038.3483,-32.8725,-4012.1333,2603.2325,4993.2453,-535.8313,3096.9892,-3467.9037,-3988.1453,-1507.2918,-1868.3358,3554.7597,-5620.9505,-740.4499,4115.2983,5410.2656,-127862.2422,-130790.9061,-128115.2019,-130776.5240,-124930.1067,-127826.3086,-138651.8882,-128825.1387,-60200900.7071,-60218299.2008,-60211557.2964,-60198223.1802,-129834.7288,-60205666.0588,
7200.000,67.4261,4305.1765,-4381.1063,5069.5690,-3690.5301,-6754.7666,4416.9643,2814.6527,-2998.2458,2334.8386,-4324.1683,4819.6632,1040.5398,-5522.4152,-4807.4859,2987.1519,583.5822,-4946.2438,5386.6548,-4649.2650,3609.7406,3509.6791,3257.1825,3903.4913,-1038.8883,0.0000,-2633.6407,-5112.0088,-3932.9498,3459.6650,6809.5702,-2388.4028,4695.3969,431.0460,3029.6958,-469.1589,6229.5354,1644.3919,2112.2377,1972.4234,5559.3135,4806.4988,5099.4636,477.2095,5090.2819,-5894.9992,4226.9274,4891.6611,-4049.2556,-4861.3424,-3956.9216,-3022.6437,-5345.4285,-6062.7046,-3854.9840,4361.2331,281.8568,-6293.2390,-2221.2335,-6722.2202,5108.3661,0.0000,1021.1584,-4753.3875,1488.4919,-3106.2167,0.0000,1176.0023,4706.0501,-3908.4179,3112.2837,1774.0678,0.0000,-4276.6656,2026.4136,6001.4455,3517.7106,4395.1154,-581.5417,-4926.1441,3828.3455,1130.2570,-3511.5190,-3266.6214,-6653.7854,-3745.7220,-5330.7561,4322.7167,4129.2386,-4274.8719,-2402.4651,-4099.2063,3743.8753,560.9483,5224.2309,-6214.9611,1041.4480,-1132.9083,2398.8256,5588.7127,281116.8405,271415.4890,270098.4423,275637.5503,281701.1527,269691.3767,276386.3174,274713.6916,64920828.1125,64921999.2528,64923353.2540,64926191.6656,274100.9587,64917588.8026,3144.8399,5148.8867,103.1822,-214.6286,4484.3931,-1403.3049,-988.9754,3029.5949,6184.1256,5306.2540,1048.2297,-2002.2931,3425.3741,-1362.4713,4282.4174,-5979.8736,-4255.1853,2692.6812,-681.9047,1425.5267,-3513.6390,-5117.5835,3777.0933,-1564.9196,5294.7622,0.0000,-4263.4440,2673.2716,3190.8428,-3064.7684,-824.9586,-5107.7992,-3817.9339,-5180.4928,-5947.0919,-803.9506,-873.1762,-4428.5024,3471.7586,-4656.3399,-281.5736,2636.0083,-311.0183,4827.5676,-2850.8428,3635.6302,2732.8663,3319.6780,2140.4139,-15.7694,3129.7680,1700.6184,4299.3755,-1454.5388,1765.6883,-4362.5182,-4113.2696,-503.1546,5876.9682,23.2342,-4243.3719,0.0000,5166.9415,4688.3443,-3902.5378,-2908.1874,0.0000,-6405.7169,-4570.4312,5607.6571,-5558.7691,-4309.8727,0.0000,5048.4177,6326.3411,-1755.7406,2068.2721,-4950.2733,-4091.1981,-1272.5812,-5026.4474,-5792.2673,-5812.5248,-5603.8087,1594.4154,4402.7979,-4275.1601,-2251.5748,2173.9621,3943.1180,3407.2290,138.5337,-1818.5174,-4578.9113,877.7838,-2190.2947,-2766.9735,-5098.7174,3411.5441,2854.8758,191532.6970,209283.8923,213363.2256,212804.5751,204857.9576,208955.1807,212922.7844,207618.8926,130643736.2270,130669717.0074,130644705.9742,130632847.1491,208737.5323,130623640.8306,-6186.7139,-1676.7888,-5277.1130,4677.1105,-3752.2292,-444.7569,-5193.7040,-5496.8210,-650.3295,3712.5324,-5193.3772,4356.8447,-5933.0225,3860.8681,-2466.4067,544.8368,5353.5578,-4006.7024,-4332.0362,4660.8917,4614.7854,2225.6427,4624.7580,5471.6885,-4352.6959,0.0000,-4668.2658,-3822.8027,-4718.5733,4942.0960,-592.0719,3989.4204,-2904.8172,-4536.6230,-1820.5382,6826.3920,-2936.1894,-4819.5012,-5346.9093,-4633.4438,-3684.7313,-4199.8608,-4686.6689,4872.5985,3716.8385,-746.9840,4467.8347,-3588.6584,5171.5577,4861.2568,4558.5277,5999.2728,-775.6553,-3106.4188,5457.5110,-3089.2557,5473.6581,-2461.4898,-2672.1677,616.7663,-1908.4864,0.0000,4460.8158,1324.4026,-5470.2199,5322.1240,0.0000,-2247.3546,-2263.3947,941.6360,2151.1362,5076.2016,0.0000,2105.1006,1160.3678,2590.6108,-5386.4773,2091.5765,5469.4256,4563.1029,2531.7452,3208.9252,-785.6279,2464.3810,977.6500,3627.6648,850.2779,-4467.9583,-5064.9299,-3711.8220,-5465.8118,5449.8417,5424.4660,5016.7947,4428.3965,1353.5351,6251.1620,-4160.5845,-5510.1916,-2885.6725,-127947.8291,-128488.8619,-129091.3519,-127983.7298,-125336.4099,-131128.3699,-137937.2021,-130874.6529,-60230692.6563,-60247366.9599,-60241729.6771,-60228105.4969,-129649.8337,-60232442.6513,
