sl_100_5400_20310515 Coordinates.csv
2031/05/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:55:46 2024,
Start: 2031/05/15 07:47:00.00, Stop: 2031/05/15 09:17:00.00,
TIME_UNITS,STARLINK-6095 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-5332 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-3541 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-5332 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-5332 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4483.4207,-6003.5345,3212.4578,4598.9888,-2287.4989,-1844.9969,2234.6120,-1392.1553,-6725.8420,5836.3526,-5803.4612,3683.7253,-2416.5231,-867.6622,4068.0070,4670.2227,2877.5285,5225.4803,-2700.7025,1714.9711,4708.9650,4681.9392,-1156.2893,224.5559,4392.2665,6148.8859,3831.8714,-3080.7725,6405.2551,-6689.9457,5337.0732,2145.8893,-4797.2393,-381.3488,3258.5631,2755.9684,-4313.2585,545.7356,-6132.8609,-4627.0346,-4929.7235,-6845.7298,0.0000,-5209.0050,-1069.1145,-6055.6511,44.6904,-2542.8703,-3502.1482,4831.1053,-4039.1895,466.9206,-6384.7322,3978.3441,0.0000,-4699.5749,6316.8259,-3896.5061,5940.6834,3730.7364,-3835.4836,4198.1389,0.0000,-3357.6552,-2363.0857,6315.5479,-549.6958,-1232.8432,6472.2704,-4818.0436,262.3704,1685.9839,-1245.2411,-4410.0008,2321.9538,5795.3321,5336.1528,1069.1024,1951.9221,0.0000,-1716.1531,-4544.7125,4475.4452,3695.5650,6537.7031,3786.7187,4857.5640,-4194.6743,-4213.8957,3761.4823,108.4956,-6530.7800,0.0000,3226.3546,-3363.6996,-4251.1433,-1488.1845,2986.3741,-42.3504,3783.7563,-392664.6797,-381490.2066,-374783.6493,-379941.3296,-383170.3646,-379725.9700,-373627.1549,-375373.6789,53711248.7260,53727287.6561,53714655.5625,53722370.8522,-377145.1630,53719463.8604,2411.0099,559.9334,4963.9395,541.4454,-876.1622,6413.9770,-4623.2404,4429.3809,331.1534,-1990.2997,-2191.1455,-1884.7610,-4701.0674,-5144.9737,-3157.5058,-4131.7238,3151.1551,1708.0127,3859.7437,-6530.1050,-5019.3153,752.1627,2290.7669,-1037.4878,5202.9485,2226.4313,4201.5581,-5429.7877,1580.3771,-693.3640,3613.9303,-4739.9814,-2315.4510,5577.9277,-3247.1579,-3184.9158,-4890.8983,4525.8467,2816.3445,-1345.6632,973.9384,-1270.9419,0.0000,4251.2077,4932.2886,3367.9677,-5042.3121,3327.3464,-2188.3582,4691.5983,-3410.2917,-4663.0383,2096.8328,-5577.8522,0.0000,4935.9526,1308.5516,-1462.4782,-2297.0961,-3850.5259,-3795.7326,3589.3732,0.0000,-2950.0776,4034.6267,1123.1820,-1199.2971,4918.6398,-316.5465,-1726.7328,4228.2645,-4502.4193,5503.1038,-3608.3123,-3788.5484,1510.5807,-1589.7929,-5121.0316,4949.4065,0.0000,-5473.1490,-2564.2815,175.8979,2637.8078,-1860.6816,4747.1413,1097.6254,4744.3920,-5133.5471,-2526.7231,-4063.4678,-170.4607,0.0000,-2700.1144,3610.4877,4666.2310,6722.6999,-4359.5878,4175.2727,-1658.0867,-33170.3042,-51446.6182,-37868.5089,-39991.9399,-48345.6347,-46204.1911,-44932.6605,-43065.5168,-59519350.4686,-59553633.2677,-59546933.3427,-59550634.2407,-42965.5191,-59537938.2154,4689.4608,3359.0333,-3573.4715,-5103.6598,6451.9036,-1771.6264,-4637.6475,-5098.5730,-775.2088,-3177.0049,2885.3417,5495.5829,4479.0377,-4526.4942,4518.0783,3004.6402,5427.5551,-4230.1868,4882.5031,1392.7668,456.5837,-4889.8617,-6471.0081,-6879.8894,-1080.8718,1255.7033,-3837.0771,2794.2675,2023.2992,-964.5738,-2515.1063,-4558.3976,4385.9411,4034.7807,-5148.8749,5454.4107,-2005.0342,5158.5963,1460.4884,5008.4722,4652.9966,206.9607,0.0000,-176.6972,-4662.9478,492.5471,-4563.6147,-5447.5341,-5515.4632,101.5128,4431.5060,-5093.9982,-115.3769,963.8644,0.0000,780.6967,-1991.0858,5495.5947,-2584.7287,4366.5117,4344.4711,4151.2631,0.0000,5243.0825,4975.8611,2436.7553,6786.4461,4674.0623,1530.7340,4515.0315,5449.4580,-4833.3697,3996.1322,3913.5748,5277.7682,-3422.6842,4030.2581,-4449.0236,4248.5306,0.0000,3807.5917,4523.2192,-5027.0509,-5072.2256,-534.9292,-3333.7217,-4596.4410,2508.8748,1032.2412,5127.9393,-5400.0480,2255.3648,0.0000,5462.6105,-4598.4693,2747.2144,116.6166,-4362.7938,5390.6261,5508.7859,-8314.8649,-14774.5780,-8592.8977,-11776.7596,-5793.7843,-11061.7417,-19847.7842,-10703.2904,-21094787.4231,-21130278.1428,-21077132.2739,-21094994.2843,-11077.4132,-21096882.1319,
300.000,-3421.2541,-6374.0265,4701.4585,3882.6352,-3474.5923,-149.4366,362.5911,235.4342,-6513.5813,5564.4031,-5328.3257,2693.5138,-3937.2412,-2805.0181,3561.8974,2897.3133,4576.1781,6088.3834,-1538.3351,533.8127,3512.0117,3942.1359,320.8970,1879.0241,5279.4635,5913.6436,4184.6321,-4644.4326,5896.1104,-6215.2044,6312.6815,316.0845,-5858.9603,1098.8333,1233.2399,1249.9444,-5011.5906,2510.6384,-5482.7425,-6020.2341,-5222.2226,-6676.4305,0.0000,-4119.7296,1090.7339,-5579.2231,-2067.4836,-546.8713,-4542.6439,5400.0772,-5581.8048,-1516.6500,-5684.9553,2682.5266,0.0000,-3726.5093,6746.0068,-4275.8443,5772.8494,1791.7963,-4725.0304,4856.0899,0.0000,-4046.3192,-220.2995,6828.8153,1561.9640,841.2276,6463.7682,-5992.5685,2328.9580,-405.7716,88.1680,-4943.1167,181.8966,5098.3117,3781.4147,-803.8778,3674.2198,0.0000,-3302.0314,-5668.0448,5056.5956,4057.0426,5999.4224,5326.8975,4960.4135,-3972.7550,-5324.6829,1905.4158,-2066.6465,-6720.9831,0.0000,1996.6006,-1624.6433,-2446.5943,-250.0057,967.8241,2066.4105,2849.8101,-391959.1578,-380371.3116,-373675.2640,-378673.2820,-382194.9799,-378654.4650,-372679.2606,-374550.5282,55002189.3730,55018437.2747,55006028.4961,55013957.9410,-376170.8109,55010480.1031,4241.4666,1992.8979,4643.2708,-1479.3932,913.1003,6173.9981,-5555.0073,5513.9043,1540.1383,-3690.1244,-543.4975,-3785.9188,-3191.5515,-4209.9365,-4870.4122,-4831.1626,1939.4669,-45.8033,5396.7185,-6862.4674,-5502.7687,-1246.1948,3797.0785,514.4764,4369.6035,799.6950,2329.5339,-4821.7106,134.3399,597.4888,2717.0590,-5689.2125,-605.4029,6293.8548,-3955.1842,-4668.6306,-3270.2518,4804.9188,4199.5229,-740.0788,2782.6665,-612.1509,0.0000,4937.0610,5028.1632,3810.4290,-5069.7470,4211.6277,-303.2556,3541.6283,-2591.2620,-3882.2894,3149.5895,-6352.6324,0.0000,5667.5224,96.7875,682.2368,-3628.8471,-4737.3820,-1865.1406,1592.8869,0.0000,-895.6271,4126.4575,-97.3055,-324.0045,5362.9977,-1578.6378,-369.5470,3532.8892,-4152.5873,6432.0019,-1615.2300,-4132.4239,-156.3033,-2756.7943,-4341.0543,4958.4127,0.0000,-5585.6895,-843.2768,-1737.9267,504.9091,-2968.8003,3911.2841,-1078.9560,5520.9569,-4069.7636,-3638.0280,-3968.6514,1410.8485,0.0000,-4414.8488,4909.5287,5163.5812,6674.4962,-4349.9645,4368.6327,-3596.0299,-41510.9470,-59286.5824,-45877.6595,-47993.8672,-56357.7694,-53965.3365,-52927.3668,-51206.7112,-58329177.2305,-58363014.7034,-58357161.8142,-58360370.9819,-50921.2818,-58347700.5430,4268.1474,1753.5889,-2011.7717,-5498.4554,5892.9874,-3091.1039,-4108.9831,-4133.5210,1057.7058,-1878.3243,4253.2133,5074.1248,4722.8060,-4703.4258,3248.6177,4019.1088,4794.1038,-3323.1685,3816.4786,-415.7509,2219.9485,-5413.5566,-5825.8892,-6683.3864,734.1501,2949.2974,-4912.2190,1411.2584,3578.1669,-2683.5320,-783.0577,-3921.8588,3596.4256,2597.3435,-5523.6555,4913.3481,-3278.4032,4245.6722,-70.5411,3398.5122,3451.3223,-1898.6932,0.0000,-1978.3446,-4554.0483,-1626.0088,-4033.9863,-5401.4160,-5171.3921,1904.2128,3121.5315,-5526.3691,1704.6998,-582.2233,0.0000,-1041.4652,-193.1723,5364.6171,-856.1798,4706.2404,4709.3789,4648.6139,0.0000,5502.8836,5434.3193,691.0711,6727.5588,4254.4202,-301.4353,3250.3964,5453.3115,-5391.8692,2541.4831,4552.5105,5521.1674,-4645.0532,5031.9977,-5260.8763,2881.4229,0.0000,2307.3733,3855.5059,-4091.0864,-5443.2390,1286.0976,-2074.6338,-4489.7039,420.8403,-533.5458,5473.3879,-5065.8368,793.2760,0.0000,4906.9905,-4330.2842,3836.8940,-1685.0479,-5206.3832,4811.7113,5135.2587,-8220.0182,-14617.7005,-8504.4447,-11800.5911,-5685.1511,-10662.6342,-19771.7161,-10187.0586,-21094290.7258,-21130025.4384,-21076907.8911,-21095110.2916,-10966.8009,-21096642.5889,
600.000,-2065.7050,-6116.4157,5708.7699,2833.4211,-4364.0275,1585.6044,-1518.5117,1801.6000,-5609.2122,4767.9117,-4338.5535,1486.4972,-5111.6617,-4490.6864,2728.0005,836.3362,5839.9778,6381.6383,-257.0152,-705.6007,1945.0494,2847.5359,1705.8817,3269.0355,5641.3837,5034.1930,4167.0131,-5731.2649,4815.7901,-5095.4178,6657.1667,-1517.4731,-6365.5278,2442.5802,-900.6221,-335.5516,-5230.1505,4201.0955,-4294.2461,-6806.6440,-5012.3693,-5838.6326,0.0000,-2570.1346,3137.5031,-4524.9165,-3956.5951,1478.0133,-5175.0843,5401.9143,-6563.8045,-3380.1740,-4360.5428,1120.1914,0.0000,-2364.2711,6450.8945,-4286.5629,5024.6983,-309.0629,-5200.3677,5084.2776,0.0000,-4389.6855,1950.8450,6646.8576,3466.1830,2815.8993,5733.1364,-6560.2045,4182.4135,-2475.7960,1385.2937,-5037.7618,-1970.3286,3926.0077,1861.2758,-2631.9928,4995.1781,0.0000,-4536.8190,-6259.3186,5131.5602,4059.1682,4832.0501,6343.6523,4592.9072,-3326.8818,-5871.4706,-118.7885,-4017.7139,-6256.1845,0.0000,617.6733,255.1954,-387.9747,1032.0461,-1165.7938,3945.3067,1685.0333,-391075.2478,-379089.9440,-372400.2214,-377218.4007,-381049.2362,-377407.4165,-371561.8149,-373668.6587,56266767.8846,56283208.6744,56271056.1180,56279174.1180,-375028.6094,56275131.5491,5672.6084,3208.8954,3878.0891,-3379.3574,2558.9311,5345.5704,-5975.8028,6073.5335,2598.1641,-5021.4446,1196.2746,-5324.6048,-1401.7839,-2902.8018,-6077.0746,-5098.8803,584.5143,-1769.4245,6376.6156,-6505.9845,-5452.1125,-3145.5839,4968.8214,2079.2984,3090.6018,-747.3492,209.9873,-3738.1596,-1360.9657,1855.8980,1558.1006,-6110.5741,1135.4849,6392.1821,-4330.1338,-5716.2098,-1305.3461,4643.6936,5171.1209,-104.2586,4283.3125,132.8113,0.0000,5106.6365,4668.2863,3884.0296,-4614.9258,4725.6257,1577.9445,1993.4935,-1548.3088,-2772.5134,3878.9596,-6510.5318,0.0000,5828.6680,-1123.1718,2744.9042,-4584.3548,-5206.1059,233.8945,-554.9286,0.0000,1232.9243,3855.0827,-1299.8983,673.6799,5318.0343,-2667.9966,990.6034,2544.0890,-3431.4263,6729.9873,537.0376,-4126.0120,-1847.3152,-3699.7951,-3168.9451,4478.4985,0.0000,-5154.2468,930.7336,-3436.2228,-1676.5071,-3782.1174,2714.4373,-3138.8336,5698.3583,-2568.2383,-4433.5602,-3510.6443,2846.8231,0.0000,-5711.1033,5722.5842,5185.2932,5957.9199,-3954.0526,4162.7460,-5191.0566,-49837.2957,-67098.7323,-53866.1913,-55980.3151,-64347.7923,-61679.5946,-60901.2083,-59314.3641,-57111018.7117,-57144408.7726,-57139387.4638,-57142079.8130,-58855.0741,-57129474.8289,3388.6102,-41.9239,-232.3515,-5296.2514,4697.3994,-4076.1049,-3138.5702,-2719.5475,2769.3392,-378.8197,5147.9019,4098.6279,4461.0803,-4372.5543,1619.4803,4601.6414,3642.6930,-2061.2537,2315.7539,-2179.0488,3741.7758,-5328.7899,-4567.1341,-5783.9776,2469.1326,4286.8038,-5446.3583,-128.9730,4744.6781,-4097.9001,1033.3993,-2863.2749,2417.1044,877.5955,-5302.0407,3838.4356,-4184.1071,2869.8427,-1593.9491,1428.1842,1867.1882,-3804.1740,0.0000,-3548.4762,-3945.5638,-3571.7291,-3047.8752,-4763.5143,-4265.1159,3484.6237,1472.9276,-5366.4360,3324.4335,-2065.6311,0.0000,-2748.6738,1627.1193,4651.6369,966.4660,4539.2618,4570.0678,4644.2839,0.0000,5164.4892,5286.0218,-1130.8802,5946.7226,3373.1433,-2097.3294,1621.8565,4867.7596,-5345.8885,812.9022,4700.6889,5166.9490,-5364.0182,5482.2844,-5495.4227,1189.2908,0.0000,555.2160,2770.9854,-2678.5205,-5201.2854,2962.2562,-592.8651,-3869.8681,-1714.6793,-2036.8074,5211.8577,-4148.8979,-754.5184,0.0000,3819.1387,-3560.2715,4507.4508,-3302.8379,-5474.9674,3693.2792,4202.6197,-8125.3527,-14459.2264,-8420.6720,-11818.3649,-5579.0783,-10265.7703,-19691.3595,-9727.4191,-21093795.1942,-21129770.4115,-21076690.4378,-21095228.9510,-10856.1808,-21096403.1480,
